entity,plan_vintage,pin,variant,name,county,in_wfrc_region,forecast_start_year,cost,status,funding_source_raw,description,source_layer
wfrc_mpo,2023-2028,16953,,State Street and 400 West Ped Crossing and Signal,Davis,1,2020,367000,Scoping,WFRC OGDEN/ LAYTON TAP,This project will improve the bike and pedestrian trail system thereby providing better mobility and access to the community.,TIP_2023_2028_gdb__L1_points
wfrc_mpo,2023-2028,16954,,Park Lane & 326 West Sidewalk - Farmington,Davis,1,2020,99000,Scoping,WFRC OGDEN/ LAYTON TAP,This project will improve the bike and pedestrian trail system thereby providing better mobility and access to the community.,TIP_2023_2028_gdb__L1_points
wfrc_mpo,2023-2028,17365,,Adams Ave over I-84 Deck Replacement (0C 644),Davis,1,2023,6100000,Scoping,REGION 1 - Region 1 MASTER PIN,Replace existing bridge deck.,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,17371,,4100 N Over N Fork Ogden River Bridge Replacement,Weber,1,2023,1324000,Scoping,REGION 1 - Region 1 MASTER PIN,,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,17578,,RUC STSFA Federal Grant,Salt Lake,1,2022,2500000,Scoping,REGION S - Statewide MASTER PIN,"Research studies allow UDOT to incorporate new solutions that may include the latest design and construction techniques, safety improvements and concepts to improve mobility.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,17626,,I-80; EB Auxiliary Lane and SR-36 NB Lane,Tooele,1,2028,27500000,Scoping,REGION TWO MASTER PIN,Widen Existing Facility,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,17628,,SR-36 SB; Sunset Ln to Stansbury Pkwy,Tooele,1,2025,7000000,Scoping,REGION TWO MASTER PIN,Widen Existing Facility,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,17794,,500 West Phase II; 2010 South to 2800 South,Davis,1,2025,3991000,Scoping,WFRC OGDEN/ LAYTON STP,"This project will fully reconstruct the existing roadway. Reconstruction includes the removal of the old road as well as the base materials it was built on. Reconstruction might also include drainage and drainage systems, new signing and striping, widening, including additional lanes, widened shoulders and auxiliary lanes.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,17795,,300 West; 5000 South to Riverdale City Boundary,Weber,1,2025,3024000,Scoping,WFRC OGDEN/ LAYTON STP,"This project will fully reconstruct the existing roadway. Reconstruction could include the removal of the old road as well as the base materials it was built on. Reconstruction might also include drainage and drainage systems, new signing and striping.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,17796,,800 West & 1500 South Intersection,Davis,1,2025,1056000,Scoping,WFRC OGDEN/ LAYTON STP,"This project will modify an existing roadway and could include turn lanes, improved signal operations and better access.",TIP_2023_2028_gdb__L1_points
wfrc_mpo,2023-2028,17797,,West Harrisville Rd; US-89 to 750 West,Weber,1,2025,3460000,Scoping,WFRC OGDEN/ LAYTON STP,"This project will fully reconstruct the existing roadway. Reconstruction includes the removal of the old road as well as the base materials it was built on. Reconstruction might also include drainage and drainage systems, new signing and striping, widening, including additional lanes, widened shoulders and auxiliary lanes.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,17806,,Parkway Blvd (2700 S); MVC to 6400 West,Salt Lake,1,2025,5768000,Scoping,WFRC SALT LAKE/ WEST VALLEY STP,"This project will fully reconstruct the existing roadway. Reconstruction includes the removal of the old road as well as the base materials it was built on. Reconstruction might also include drainage and drainage systems, new signing and striping, widening, including additional lanes, widened shoulders and auxiliary lanes.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,17807,,Lone Peak Parkway; 12650 South to 12300 South,Salt Lake,1,2025,5140000,Scoping,WFRC SALT LAKE/ WEST VALLEY STP,"This project will fully reconstruct the existing roadway. Reconstruction includes the removal of the old road as well as the base materials it was built on. Reconstruction might also include drainage and drainage systems, new signing and striping, widening, including additional lanes, widened shoulders and auxiliary lanes.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,17812,,I-15 Ramp Destination Sensors in Davis County,Davis,1,2020,250000,Scoping,REGION 1 - Region 1 MASTER PIN,This project uses a strategic partnership with local communities and agencies and allows for the support of each others projects using funding.,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,17836,,Bacchus Hwy (SR-111): 10200 South to 10700 South,Salt Lake,1,2024,2301000,Scoping,WFRC SALT LAKE/ WEST VALLEY STP,"This project will modify an existing roadway and could include turn lanes, improved signal operations and better access.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,17837,,3300 South and 900 West,Salt Lake,1,2022,3140000,Scoping,WFRC SALT LAKE/ WEST VALLEY STP,"UDOT is committed to providing the highest degree of accessibility and safety for pedestrian and bicyclists. Through the construction of sidewalks and ADA ramps, trails, bike paths and striping of shoulders where appropriate for bike lanes.",TIP_2023_2028_gdb__L1_points
wfrc_mpo,2023-2028,17838,,Winchester and 700 West,Salt Lake,1,2025,2754000,Scoping,WFRC SALT LAKE/ WEST VALLEY STP,"This project will modify an existing roadway and could include turn lanes, improved signal operations and better access.",TIP_2023_2028_gdb__L1_points
wfrc_mpo,2023-2028,17840,,5400 South and 1900 West Intersection,Salt Lake,1,2022,516000,Scoping,WFRC SALT LAKE/ WEST VALLEY STP,"This project will modify an existing roadway and could include turn lanes, improved signal operations and better access.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,17842,,Midvalley Connector BRT; Atherton DR to 2700 W,Salt Lake,1,2025,121283000,Scoping,WFRC SALT LAKE/ WEST VALLEY STP,This project includes planning cooperative agreements with transit organizations.,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,17847,,6000 South & 3100 West Round-a-bout,Weber,1,2025,761000,Scoping,WFRC OGDEN/ LAYTON CMAQ,"This project will modify an existing roadway and could include turn lanes, improved signal operations and better access.",TIP_2023_2028_gdb__L1_points
wfrc_mpo,2023-2028,17848,,1500 West & 1300 North Round-a-bout,Davis,1,2025,2190000,Scoping,WFRC OGDEN/ LAYTON CMAQ,"This project will modify an existing roadway and could include turn lanes, improved signal operations and better access.",TIP_2023_2028_gdb__L1_points
wfrc_mpo,2023-2028,17849,,Salt Lake City - Bike Share Expansion (6),Salt Lake,1,2025,429000,Scoping,GREEN BIKE/BIKE SHARE PROGRAM - SALT LAKE,Transportation Alternatives,TIP_2023_2028_gdb__L1_points
wfrc_mpo,2023-2028,17850,,SLC West Intermodal Center,Salt Lake,1,2025,6470000,Scoping,WFRC SALT LAKE/ WEST VALLEY CMAQ,This project includes planning cooperative agreements with transit organizations.,TIP_2023_2028_gdb__L1_points
wfrc_mpo,2023-2028,17851,,9400 South & 700 East Intersection,Salt Lake,1,2025,3446000,Scoping,WFRC SALT LAKE/ WEST VALLEY CMAQ,"This project will modify an existing roadway and could include turn lanes, improved signal operations and better access.",TIP_2023_2028_gdb__L1_points
wfrc_mpo,2023-2028,17864,,Redwood Road Westside Path Connections,Davis,1,2021,392000,Scoping,WFRC OGDEN/ LAYTON TAP,UDOT is committed to providing the highest degree of accessibility and safety through the construction of sidewalks and ADA ramps.,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,17865,,20th & Lincoln Traffic Signal,Weber,1,2021,407000,Scoping,WFRC OGDEN/ LAYTON TAP,"This project will make operational and safety improvements to the intersection. This may include widening, adding additional lanes or turn lanes or updating signals and signal timing.",TIP_2023_2028_gdb__L1_points
wfrc_mpo,2023-2028,17866,,"3100 West; 4800 So to 5000 So, Sidewalk",Weber,1,2021,302000,Scoping,WFRC OGDEN/ LAYTON TAP,UDOT is committed to providing the highest degree of accessibility and safety through the construction of sidewalks and ADA ramps.,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,17867,,2820 South; 7440 West to 7736 West,Salt Lake,1,2021,939000,Scoping,WFRC SALT LAKE/ WEST VALLEY TAP,UDOT is committed to providing the highest degree of accessibility and safety through the construction of sidewalks and ADA ramps.,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,17868,,"Utah & Salt Lake Canal Trail, Phase 5",Salt Lake,1,2021,100000,Scoping,WFRC SALT LAKE/ WEST VALLEY TAP,Transportation Alternatives,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,17869,,Cross Towne Trail; 2700 West to Bangerter Hwy,Salt Lake,1,2023,600000,Scoping,WFRC SALT LAKE/ WEST VALLEY TAP,Transportation Alternatives,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,17870,,4500 South (SR-266); 1500 East to 1550 East,Salt Lake,1,2021,658000,Scoping,WFRC SALT LAKE/ WEST VALLEY TAP,UDOT is committed to providing the highest degree of accessibility and safety through the construction of sidewalks and ADA ramps.,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,17953,,"I-215 Frontage Rd, 4100 - 4700 S and 2700 W Access",Salt Lake,1,2025,8846000,Scoping,WFRC SALT LAKE/ WEST VALLEY STP,New Capacity,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,17954,,Skyline Drive; 1100 W to 4300 N (Pleasant View),Weber,1,2023,32338000,Scoping,WFRC OGDEN/ LAYTON STP,New Capacity,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18217,,"I-15; Add SB Lane, MP 38 to Mp 43",Various,,2024,31650000,Scoping,REGION 4 - REGION 4 MASTER PIN,"TIF - Transportation Investment Fund
Widen Existing Facility",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18225,,SR-132; WB & EB Passing Lanes,Various,,2024,8697000,Scoping,REGION 4 - REGION 4 MASTER PIN,"TIF - Transportation Investment Fund
Passing Lane",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18257,,Bridge Replacement & Rehabilitation near Tremonton,Box Elder,1,2024,18500000,Scoping,REGION 1 - Region 1 MASTER PIN,Replacement and Rehabilitation - Structure,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18446,,Bangerter Highway @ 2700 West,Salt Lake,1,2030,87000000,Scoping,REGION TWO MASTER PIN,Upgrade Existing At-Grade Intersection,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18448,,Bangerter Interchanges; 4100 S to California,Salt Lake,1,2028,570000000,Scoping,REGION TWO MASTER PIN,Upgrade Existing At-Grade Intersection,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18449,,I-15 NB; Bangeter Hwy to 9000 S,Salt Lake,1,2026,375000000,Scoping,REGION TWO MASTER PIN,New Capacity,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18452,,MVC; Old Bing Hwy to Porter Rockwell,Salt Lake,1,2028,490046000,Scoping,REGION TWO MASTER PIN,New Capacity,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18460,,I-215 SB; Frontage Rd (4100 to 4700 South),Salt Lake,1,2023,32000000,Scoping,REGION TWO MASTER PIN,Other,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18803,,"TSP/ Preemption for Transit, Freight, & Snow Plows",Various,,2026,500000,Scoping,WFRC OGDEN/ LAYTON STP,"Utah roads contain detection equipment that allows the system to measure the number of vehicles at an intersection or along the interstate and pavement temperatures. These systems require periodic preservation and rehabilitation.
ATMS otherwise know as Advanced Traffic Management System is the Department's system of applying technology (cameras, variable message signs, road weather information systems, etc.) to minimize traffic congestion and improve safety. This project will install or repair components of the ATMS systems.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18806,,TSP/ Preemption Equipment for Additional Buses,Various,,2026,85000,Scoping,WFRC OGDEN/ LAYTON STP,"This project includes planning cooperative agreements with transit organizations.
ATMS otherwise know as Advanced Traffic Management System is the Department's system of applying technology (cameras, variable message signs, road weather information systems, etc.) to minimize traffic congestion and improve safety. This project will install or repair components of the ATMS systems.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18807,,Commerce Drive Road; Burke Lane to 950 North,Davis,1,2026,8122000,Scoping,WFRC OGDEN/ LAYTON STP,"New Capacity
Other",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18808,,Bangerter Highway Corridor - Environmental,Salt Lake,1,2021,8495000,Scoping,REGION TWO MASTER PIN,"The National Environmental Policy Act (NEPA) of 1969 requires UDOT to perform an Environmental Assessment (EA) or Environmental Impact Statement (EIS). The process begins with UDOT developing a proposal; a determination of whether or not the proposed action is covered under NEPA is then made. There are three levels of analysis that an agency may undertake to comply with the law, Categorical Exclusion (CAD-EX), EA or EIS. These studies take into account several factors including, but limited to, air quality, threatened and endangered species, wetlands, historical and archaeological.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18809,,North Plain City Road; 2917 West to 3350 West,Weber,1,2026,3989000,Scoping,WFRC OGDEN/ LAYTON STP,Reconstruct & Widening,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18810,,300 North; 2000 West to 3000 West,Davis,1,2026,3313000,Scoping,WFRC OGDEN/ LAYTON STP,Reconstruct & Widening,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18811,,5500 West; 5500 South to Davis Co Line,Weber,1,2026,2471000,Scoping,WFRC OGDEN/ LAYTON STP,Reconstruct & Widening,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18812,,4800 South & Layton Canal,Weber,1,2026,472000,Scoping,WFRC OGDEN/ LAYTON STP,Reconstruct & Widening,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18813,,Main St Sidewalk; I-15 to Pacific Avenue,Davis,1,2026,366000,Scoping,WFRC OGDEN/ LAYTON STP,Transportation Alternatives,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18814,,4000 North; SR-126 to 2800 West,Weber,1,2026,7101000,Scoping,WFRC OGDEN/ LAYTON STP,Reconstruct & Widening,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18816,,Bengal Boulevard & Highland Drive Intersection,Salt Lake,1,2026,2144000,Scoping,WFRC SALT LAKE/ WEST VALLEY STP,"This project will make operational and safety improvements to the intersection. This may include widening, adding additional lanes or turn lanes or updating signals and signal timing.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18817,,UTA - On-Board Technology System,Salt Lake,1,2026,5000000,Scoping,WFRC SALT LAKE/ WEST VALLEY STP,"UDOT like any organization has developed and utilizes business systems to efficiently manage day-to-day functions. These systems are used internally, and by partners, to manage programs and projects.",TIP_2023_2028_gdb__L1_points
wfrc_mpo,2023-2028,18818,,"TSP/ Preemption for Transit, Freight, & Snow Plows",Salt Lake,1,2026,690000,Scoping,WFRC SALT LAKE/ WEST VALLEY STP,"ATMS otherwise know as Advanced Traffic Management System is the Department's system of applying technology (cameras, variable message signs, road weather information systems, etc.) to minimize traffic congestion and improve safety. This project will install or repair components of the ATMS systems.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18819,,TSP/ Preemption Equipment for Transit Vehicles,Salt Lake,1,2026,255000,Scoping,WFRC SALT LAKE/ WEST VALLEY STP,This project includes planning cooperative agreements with transit organizations.,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18820,,700 W Reconstruct Phase II; Carlisle St - 3900 S,Salt Lake,1,2026,4909000,Scoping,WFRC SALT LAKE/ WEST VALLEY STP,Reconstruct & Widening,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18821,,1300 West & White Peach Drive (11170 South),Salt Lake,1,2026,461000,Scoping,WFRC SALT LAKE/ WEST VALLEY STP,"This project will make operational and safety improvements to the intersection. This may include widening, adding additional lanes or turn lanes or updating signals and signal timing.",TIP_2023_2028_gdb__L1_points
wfrc_mpo,2023-2028,18822,,Fort Street; Pioneer Road to 13200 South,Salt Lake,1,2026,4451000,Scoping,WFRC SALT LAKE/ WEST VALLEY STP,Reconstruct & Widening,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18823,,3650 South; 2700 West to 3200 West,Salt Lake,1,2026,9303000,Scoping,WFRC SALT LAKE/ WEST VALLEY STP,Reconstruct & Widening,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18824,,9000 South; New Bingham Highway to SR-111,Salt Lake,1,2026,15175000,Scoping,WFRC SALT LAKE/ WEST VALLEY STP,New Capacity,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18827,,3800 South Skyline HS; Virginia Way to Birch Drive,Salt Lake,1,2022,2082000,Scoping,WFRC SALT LAKE/ WEST VALLEY STP,"This project will modify an existing roadway and could include turn lanes, improved signal operations and better access.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18828,,Bus Rapid Transit - Operating Subsidy,Weber,1,2026,1231000,Scoping,WFRC OGDEN/ LAYTON CMAQ,This project includes planning cooperative agreements with transit organizations.,TIP_2023_2028_gdb__L1_points
wfrc_mpo,2023-2028,18829,,On Route Electric Bus Charging Infrastructure,Weber,1,2026,1500000,Scoping,WFRC OGDEN/ LAYTON CMAQ,This project includes planning cooperative agreements with transit organizations.,TIP_2023_2028_gdb__L1_points
wfrc_mpo,2023-2028,18830,,Ogden City Bike Share Expansion,Weber,1,2026,435000,Scoping,WFRC OGDEN/ LAYTON CMAQ,Transportation Alternatives,TIP_2023_2028_gdb__L1_points
wfrc_mpo,2023-2028,18831,,9000 South and 450 W & Parkland Dr Intersection,Salt Lake,1,2026,2185000,Scoping,WFRC SALT LAKE/ WEST VALLEY CMAQ,"This project will make operational and safety improvements to the intersection. This may include widening, adding additional lanes or turn lanes or updating signals and signal timing.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18832,,On Route Electric Bus Charging Infrastructure,Salt Lake,1,2026,2873000,Scoping,WFRC SALT LAKE/ WEST VALLEY CMAQ,This project includes planning cooperative agreements with transit organizations.,TIP_2023_2028_gdb__L1_points
wfrc_mpo,2023-2028,18833,,3500 South (SR-171) Sidewalk Improvements,Salt Lake,1,2023,2291000,Scoping,WFRC SALT LAKE/ WEST VALLEY CMAQ,Transportation Alternatives,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18834,,UDOT Reg One/ Riverdale 1050 W & I-84 Sidewalk,Weber,1,2022,515000,Scoping,WFRC OGDEN/ LAYTON TAP,Transportation Alternatives,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18835,,East/ West Kay's Creek Trail Connections,Davis,1,2022,790000,Scoping,WFRC OGDEN/ LAYTON TAP,Transportation Alternatives,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18837,,Kensington East-West Neighborhood Byway,Salt Lake,1,2022,1126000,Scoping,WFRC SALT LAKE/ WEST VALLEY TAP,Transportation Alternatives,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18838,,8425 South Sidewalk,Salt Lake,1,2022,442000,Scoping,WFRC SALT LAKE/ WEST VALLEY TAP,Transportation Alternatives,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18843,,600/700 N Frequent Transit Network Improvements,Salt Lake,1,2022,380000,Scoping,REGION TWO MASTER PIN,This project includes planning cooperative agreements with transit organizations.,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18844,,600/700 N Active Transportation Improvements,Salt Lake,1,2023,4000000,Scoping,REGION TWO MASTER PIN,Transportation Alternatives,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18845,,300 W; 400 S to 2100 S - Separated Bike Lanes,Salt Lake,1,2023,3500000,Scoping,REGION TWO MASTER PIN,Transportation Alternatives,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18847,,1300 W; 6400 S to 4800 S - Active Transportation,Salt Lake,1,2025,2800000,Scoping,REGION TWO MASTER PIN,Transportation Alternatives,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18855,,Ogden/WSU Bus Rapid Transit (BRT),Weber,1,2021,4000000,Scoping,REGION 1 - Region 1 MASTER PIN,TIF - Transportation Investment Fund,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18857,,I-15; Farmington to Salt Lake City EIS,Various,,2025,16000000,Scoping,I-15 RECONSTRUCTION; 600 SOUTH TO FARMINGTON PROJECT,TIF - Transportation Investment Fund,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18858,,BDO Phase 2 Shared Use Path,Weber,1,2021,1500000,Scoping,REGION 1 - Region 1 MASTER PIN,The Recreational Trails Program (RTP) provides funds for Utah to develop and maintain recreational trails and trail-related facilities for both non-motorized and motorized recreational trail uses.,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18877,,Grantsville Sidewalk Project,Tooele,1,2021,594000,Under Construction,REGION TWO MASTER PIN,Transportation Alternatives,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18878,,SR-138 Park & Ride,Tooele,1,2021,1507000,Scoping,REGION TWO MASTER PIN,This project includes planning cooperative agreements with transit organizations.,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18885,,Northwest Quadrant West Rail Project,Salt Lake,1,2021,23906000,Scoping,REGION TWO MASTER PIN,Freight,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,18969,,7300 West Corridor Study,Salt Lake,1,2021,300000,Scoping,REGION TWO MASTER PIN,"Planning studies allow UDOT to incorporate new solutions that may include the latest design and construction techniques, safety improvements and concepts to improve mobility.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,19211,,I-15 NB; I-215 to 600 South,Salt Lake,1,2028,365000000,Scoping,REGION TWO MASTER PIN,Widen Existing Facility,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,19312,,Old Highway Road; Trapper's Loop to North Morgan,Morgan,1,2024,2145000,Scoping,REGION 1 - Region 1 MASTER PIN,Non-Urban,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,19472,,SR-111; Herriman Pkwy to 11800 S,Salt Lake,1,2025,50000000,Scoping,REGION TWO MASTER PIN,New Capacity,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,19474,,Snowville Deep Creek Bridge Replacement (003004D),Box Elder,1,2024,3100000,Scoping,REGION 1 - Region 1 MASTER PIN,This project will build a new bridge. The bridge will be built to current design standards that will provide for improved safety and mobility.,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,19475,,Elwood Malad River Bridge Replacement (003040C),Box Elder,1,2024,710000,Scoping,REGION 1 - Region 1 MASTER PIN,,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,19478,,Grouse Creek Bridge Replacement (0C 459),Box Elder,1,2024,5000000,Scoping,REGION 1 - Region 1 MASTER PIN,,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,19500,,Midvalley Highway Re-evaluation,Tooele,1,2021,1000000,Scoping,REGION TWO MASTER PIN,"The National Environmental Policy Act (NEPA) of 1969 requires UDOT to perform an Environmental Assessment (EA) or Environmental Impact Statement (EIS). The process begins with UDOT developing a proposal; a determination of whether or not the proposed action is covered under NEPA is then made. There are three levels of analysis that an agency may undertake to comply with the law, Categorical Exclusion (CAD-EX), EA or EIS. These studies take into account several factors including, but limited to, air quality, threatened and endangered species, wetlands, historical and archaeological.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,19507,,I-84/ US-89 Interchange Reconstruction,Various,,2023,60000000,Scoping,REGION 1 - Region 1 MASTER PIN,New Capacity,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,19569,,Traffic Signal Priority/Preemption,Salt Lake,1,2027,790000,Scoping,WFRC SALT LAKE/ WEST VALLEY STP,Utah roads contain detection equipment that allows the system to measure the number of vehicles at an intersection or along the interstate and pavement temperatures. These systems require periodic preservation and rehabilitation.,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,19605,,300 North; 3000 West to 4000 West - Reconstruction,Davis,1,2027,3908000,Scoping,WFRC OGDEN/ LAYTON STP,"This project will fully reconstruct the existing roadway. Reconstruction includes the removal of the old road as well as the base materials it was built on. Reconstruction might also include drainage and drainage systems, new signing and striping, widening, including additional lanes, widened shoulders and auxiliary lanes.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,19606,,Ogden/ Layton Area Signal Timing & Optimization,Weber,1,2027,400000,Scoping,WFRC OGDEN/ LAYTON STP,"Traffic Signal Coordination includes the analysis, design and construction of exiting traffic signals in order to improve signal timing enabling progressive corridor management.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,19620,,1700 So; 12th Str to Ogden Boundary Line,Weber,1,2027,5075000,Scoping,WFRC OGDEN/ LAYTON STP,"This project will fully reconstruct the existing roadway. Reconstruction includes the removal of the old road as well as the base materials it was built on. Reconstruction might also include drainage and drainage systems, new signing and striping, widening, including additional lanes, widened shoulders and auxiliary lanes.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,19621,,20th Street; Quincy Ave to Harrison Blvd,Weber,1,2027,5300000,Scoping,WFRC OGDEN/ LAYTON STP,"This project will fully reconstruct the existing roadway. Reconstruction could include the removal of the old road as well as the base materials it was built on. Reconstruction might also include drainage and drainage systems, new signing and striping.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,19623,,NSL - Main Street; Pacific Avenue to 1001 North,Davis,1,2027,3604000,Scoping,WFRC OGDEN/ LAYTON STP,"This project will fully reconstruct the existing roadway. Reconstruction includes the removal of the old road as well as the base materials it was built on. Reconstruction might also include drainage and drainage systems, new signing and striping, widening, including additional lanes, widened shoulders and auxiliary lanes.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,19624,,Centerville - 400 East; Pages Lane to Porter Lane,Davis,1,2027,2425000,Scoping,WFRC OGDEN/ LAYTON STP,"This project will fully reconstruct the existing roadway. Reconstruction could include the removal of the old road as well as the base materials it was built on. Reconstruction might also include drainage and drainage systems, new signing and striping.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,19625,,Mutton Hollow; Main Street to Fairfield Road,Davis,1,2027,5050000,Scoping,WFRC OGDEN/ LAYTON STP,"This project will modify an existing roadway and could include turn lanes, improved signal operations and better access.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,19626,,Davis/ Salt Lake Connector Design,Various,,2027,4700000,Scoping,WFRC OGDEN/ LAYTON STP,This project includes planning cooperative agreements with transit organizations.,TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,19627,,Gentile Street SRTS; 3475 W - 3200 W,Davis,1,2027,175000,Scoping,WFRC OGDEN/ LAYTON STP,"UDOT is committed to providing the highest degree of accessibility and safety for pedestrian and bicyclists. Through the construction of sidewalks and ADA ramps, trails, bike paths and striping of shoulders where appropriate for bike lanes.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,19628,,4000 South SRTS Rail Crossing; 2550 W - 2350 W,Weber,1,2027,250000,Scoping,WFRC OGDEN/ LAYTON STP,"UDOT is committed to providing the highest degree of accessibility and safety for pedestrian and bicyclists. Through the construction of sidewalks and ADA ramps, trails, bike paths and striping of shoulders where appropriate for bike lanes.",TIP_2023_2028_gdb__L0_lines
wfrc_mpo,2023-2028,19629,,"TSP Project ; SR-266, 5400 So., SR-48",Salt Lake,1,2027,790000,Scoping,WFRC SALT LAKE/ WEST VALLEY STP,Utah roads contain detection equipment that allows the system to measure the number of vehicles at an intersection or along the interstate and pavement temperatures. These systems require periodic preservation and rehabilitation.,TIP_2023_2028_gdb__L0_lines
