entity,pin,name_latest,n_vintages,first_vintage,last_vintage,vintages,entered_tip,left_censored,exited_tip,first_forecast_year,last_forecast_year,slip_years,first_cost,last_cost,cost_drift_pct,last_status,statuses,counties,in_wfrc_region,rtp_unique_id,rtp_match_confidence
wfrc_mpo,16620,I-15; Cedar City Storm Drain Partnership,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,111000,111000,,Close Out,Close Out,Iron,0,,
wfrc_mpo,16628,Canyon Rd and SR-92 Intersection,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,227536.43,227536.43,,Close Out,Close Out,Utah,0,,
wfrc_mpo,16630,SR-60;  SR-168 to US-89,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,3942254,3942254,,Awarded,Awarded,Various,,,
wfrc_mpo,16635,SR-165; SR-101 to 4300 South,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2020,2020,0,2000000,2000000,,STIP,STIP,Cache,0,,
wfrc_mpo,16638,Structural Load Rating Maintenance (2022 - 2026),2,2020-2025,2027-2032,2020-2025|2027-2032,2020-2025,1,,2022,2022,0,1500000,3871000,158.1,Scoping,STIP|Scoping,Salt Lake,1,,
wfrc_mpo,16647,SR-120: Technology Drive Intersection Partnership,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,25000,25000,,Active,Active,Sevier,0,,
wfrc_mpo,16660,Region One Sign Replacements FY 2020,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2020,2020,0,200000,200000,,STIP,STIP,Weber,1,,
wfrc_mpo,16661,Region One Sign Replacements FY 2019,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,,,,STIP,STIP,Weber,1,,
wfrc_mpo,16662,US-89;  Logan Summit Snow Fence,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2020,2020,0,450000,450000,,STIP,STIP,Various,,,
wfrc_mpo,16663,I-15;  I-15/SR-13 Interchange SB On-ramp Widening,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2020,2020,0,6600000,6600000,,Active,Active,Box Elder,1,,
wfrc_mpo,16664,SR-93;  Intersection Improvements at Wildcat Way,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2020,2020,0,235000,235000,,Active,Active,Davis,1,,
wfrc_mpo,16666,I-15 / I-84; Fence Replacement Box Elder,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2018,2018,0,1000000,1000000,,Under Construction,Under Construction,Box Elder,1,,
wfrc_mpo,16668,SR-97; Intersection Improvements at 5100 West,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,4000000,4000000,,Active,Active,Weber,1,,
wfrc_mpo,16671,SR-36; Lane Widening (Environmental),1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,200000,200000,,Scoping,Scoping,Tooele,1,,
wfrc_mpo,16685,"Various Routes; 6"" Paint Striping",1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,2092328.99,2092328.99,,Under Construction,Under Construction,Salt Lake,1,,
wfrc_mpo,16689,SR-128; Partnership with BLM - Take Out Beach,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,40000,40000,,Active,Active,Grand,0,,
wfrc_mpo,16714,SR-143; Bike Path - 500 S. to MP 49.8,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,270180,270180,,Active,Active,Garfield,0,,
wfrc_mpo,16715,Virgin River North Trail Gap Project,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,1000000,1000000,,Active,Active,Washington,0,,
wfrc_mpo,16717,SR-127; West Davis Corridor to 2000 West,2,2020-2025,2025-2030,2020-2025|2025-2030,2020-2025,1,2026-2031,2023,2024,1,885000,780000,-11.9,Scoping,Scoping,Davis,1,,
wfrc_mpo,16723,Wrong Way/Incident Detection System,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,500000,500000,,Active,Active,Salt Lake,1,,
wfrc_mpo,16724,C.V. Snow Plow Priority Deployment,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2018,2018,0,390000,390000,,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,16725,Fiber: SR-9; MP 18.0 to 28.5 Environmental Only,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,2500,2500,,Active,Active,Washington,0,,
wfrc_mpo,16726,Connected and Autonomous Vehicle Program,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,500000,500000,,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,16729,SR-68 (Redwood) & Parkway Blvd (MP 29.75) Saratoga,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,245000,245000,,Under Construction,Under Construction,Utah,0,,
wfrc_mpo,16732,Logan Canyon Fiber Optic Communications,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,3000000,3000000,,Scoping,Scoping,Various,,,
wfrc_mpo,16733,I-15 Santaquin to Fillmore Fiber Optic Comm,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,1200000,1200000,,Active,Active,Various,,,
wfrc_mpo,16739,Peerless Port of Entry,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2020,2020,0,12000000,12000000,,Scoping,Scoping,Carbon,0,,
wfrc_mpo,16740,Monument Valley Roundabout,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,2000000,2000000,,Active,Active,San Juan,0,,
wfrc_mpo,16741,SR-147 Culvert Extensions,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,352504.08,352504.08,,Scoping,Scoping,Utah,0,,
wfrc_mpo,16748,SR-118; Wood Bridge Replacement,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,500000,500000,,Active,Active,Sevier,0,,
wfrc_mpo,16768,Tooele County On-Demand Service,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2020,2020,0,250417,250417,,Scoping,Scoping,Tooele,1,,
wfrc_mpo,16769,Tooele - Flex Route 402 Service,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2020,2020,0,128714,128714,,Scoping,Scoping,Tooele,1,,
wfrc_mpo,16770,Grantsville West Durfee Sidewalk,2,2020-2025,2021-2026,2020-2025|2021-2026,2020-2025,1,2022-2027,2020,2020,0,222199,222000,-0.1,Active,Scoping|Active,Tooele,1,,
wfrc_mpo,16771,Sound Barrier I-80 at Glendale Ave.,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,1950000,1950000,,Under Construction,Under Construction,Salt Lake,1,,
wfrc_mpo,16790,Vineyard Commuter Rail Station,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,4000000,4000000,,Scoping,Scoping,Utah,0,,
wfrc_mpo,16791,"SR-51 (MP 0.00) & SR-147 (400 N) (MP 13.17), SF",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,26400,26400,,Scoping,Scoping,Utah,0,,
wfrc_mpo,16796,US-89; Pave Temple Fork Road Pull Out,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,14000,14000,,Scoping,Scoping,Cache,0,,
wfrc_mpo,16802,Drainage Repairs Duchesne & Uintah Counties,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,116020.27,116020.27,,Active,Active,Various,,,
wfrc_mpo,16803,US-40 Starvation Reservoir Signing,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,6300,6300,,Active,Active,Duchesne,0,,
wfrc_mpo,16808,SR-147 & SR-115 EB to SB Pavement Addition,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,35000,35000,,Scoping,Scoping,Utah,0,,
wfrc_mpo,16814,"SR-24; MP 4.1, Intersection Improvements",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,50000,50000,,Active,Active,Sevier,0,,
wfrc_mpo,16815,US-89;  Stokes Nature Center Pull Out,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,10000,10000,,Scoping,Scoping,Cache,0,,
wfrc_mpo,16816,US-89;Hobbs Creek Drive Manhole Reconstruct,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2018,2018,0,82417,82417,,Scoping,Scoping,Davis,1,,
wfrc_mpo,16822,I-215; 3900 South Interchange,2,2020-2025,2021-2026,2020-2025|2021-2026,2020-2025,1,2022-2027,2020,2020,0,1000000,265000,-73.5,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,16826,SR-204; Wall Ave. 20th to 21st Safe Sidewalk,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2018,2018,0,65000,65000,,Scoping,Scoping,Weber,1,,
wfrc_mpo,16827,SR-68; Safe Sidewalk Center to 120 North Street,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,30000,30000,,Scoping,Scoping,Davis,1,,
wfrc_mpo,16829,"SR-68 & 4000 S (MP 53.51), West Valley City",1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2018,2018,0,202200,202200,,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,16832,E-Ticketing Pilot,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2020,2020,0,62500,62500,,Active,Active,Salt Lake,1,,
wfrc_mpo,16833,D2M2 (Demand Driven Mobility Management),1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2020,2020,0,62500,62500,,Active,Active,Salt Lake,1,,
wfrc_mpo,16836,US-50; Scipio Town Hall Drainage Channel,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,20000,20000,,Active,Active,Millard,0,,
wfrc_mpo,16837,SR-132; Salt Creek Canyon Study,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,53100,53100,,Close Out,Close Out,Various,,,
wfrc_mpo,16842,US-40 (200 East) & 200 South (MP 114.21) Roosevelt,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,175000,175000,,Under Construction,Under Construction,Duchesne,0,,
wfrc_mpo,16843,"SR-147 & Rees Ave (MP 13.38), Spanish Fork",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,100000,100000,,Close Out,Close Out,Utah,0,,
wfrc_mpo,16857,I-15; Centerville Concrete Slab Repair,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,1685000.24,1685000.24,,Substantially Compl,Substantially Compl,Davis,1,,
wfrc_mpo,16858,SR-67; Legacy Parkway Restrictions Study,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,75000,75000,,Scoping,Scoping,Various,,,
wfrc_mpo,16860,American Fork Safe Routes to School FY19,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,44589,44589,,Scoping,Scoping,Utah,0,,
wfrc_mpo,16861,Eagle Mountain Safe Routes to School FY19,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,151230,151230,,Scoping,Scoping,Utah,0,,
wfrc_mpo,16872,Adams Ave at Washington Blvd Project Review,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,15000,15000,,Active,Active,Weber,1,,
wfrc_mpo,16879,Cable Barrier on I-15 in Nephi,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,150000,150000,,Close Out,Close Out,Juab,0,,
wfrc_mpo,16891,US-40 Culvert Replacement Strawberry Valley,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,230000,230000,,Close Out,Close Out,Wasatch,0,,
wfrc_mpo,16892,Wasatch RPO 2019,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,10000,10000,,Scoping,Scoping,Wasatch,0,,
wfrc_mpo,16895,5G Encroachment Permits,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2018,2018,0,100000,100000,,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,16902,"SR-164 & Mill Rd/Woodland Hills Dr (MP 1.752), SF",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,1100000,1100000,,Active,Active,Utah,0,,
wfrc_mpo,16903,"US-89 (Washington Blvd) & 4300 S, Washington Terr",1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2018,2018,0,240000,240000,,Active,Active,Weber,1,,
wfrc_mpo,16904,"US-89 (Washington Blvd) & Sunset Dr, South Ogden",1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2018,2018,0,270000,270000,,Scoping,Scoping,Weber,1,,
wfrc_mpo,16905,"SR-71 (700 E) & 500 South, Salt Lake City",1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,345000,345000,,Under Construction,Under Construction,Salt Lake,1,,
wfrc_mpo,16911,Zion Area Transit from St. George to Springdale,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2020,2020,0,15150000,15150000,,Scoping,Scoping,Washington,0,,
wfrc_mpo,16912,Downtown Moab Parking and Main St. Improvements,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2020,2020,0,8300000,8300000,,Scoping,Scoping,Grand,0,,
wfrc_mpo,16914,"US-91 (Main Street) & 700 North, Logan",1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,340000,340000,,Active,Active,Cache,0,,
wfrc_mpo,16921,Monroe and 90th Street (SR-209) Intersection Imp,3,2021-2026,2023-2028,2021-2026|2022-2027|2023-2028,2021-2026,,2024-2029,2020,2020,0,10317000,11136000,7.9,Substantially Complete,Active|Under Construction|Substantially Complete,Salt Lake,1,,
wfrc_mpo,16922,7000 South; 1300 West to Bangerter Highway - Study,7,2021-2026,2027-2032,2021-2026|2022-2027|2023-2028|2024-2029|2025-2030|2026-2031|2027-2032,2021-2026,,,2024,2028,4,2000000,2000000,0.0,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,16923,1300 East; Waynes World to Nashi Lane - Draper,4,2021-2026,2024-2029,2021-2026|2022-2027|2023-2028|2024-2029,2021-2026,,2025-2030,2024,2022,-2,3600000,5344000,48.4,Under Construction,Scoping|Under Construction,Salt Lake,1,,
wfrc_mpo,16924,1300 East/ Richmond; 2100 So. to City So. Boundary,1,2021-2026,2021-2026,2021-2026,2021-2026,,2022-2027,2024,2024,0,4976000,4976000,,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,16925,700 West; 3300 South to 3900 South,7,2021-2026,2027-2032,2021-2026|2022-2027|2023-2028|2024-2029|2025-2030|2026-2031|2027-2032,2021-2026,,,2024,2024,0,6572000,11480000,74.7,Under Construction,Scoping|Under Construction,Salt Lake,1,,
wfrc_mpo,16927,7000 South & 1500 West Pedestrian Bridge,7,2021-2026,2027-2032,2021-2026|2022-2027|2023-2028|2024-2029|2025-2030|2026-2031|2027-2032,2021-2026,,,2024,2024,0,1609000,5212000,223.9,Under Construction,Scoping|Under Construction,Salt Lake,1,,
wfrc_mpo,16928,8000 West; 3100 S to 2450 South - Magna,7,2021-2026,2027-2032,2021-2026|2022-2027|2023-2028|2024-2029|2025-2030|2026-2031|2027-2032,2021-2026,,,2024,2026,2,1347000,5635000,318.3,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,16929,14600 South Railroad Bridge Study - Bluffdale,3,2021-2026,2023-2028,2021-2026|2022-2027|2023-2028,2021-2026,,2024-2029,2024,2024,0,129000,129000,0.0,Under Construction,Scoping|Under Construction,Salt Lake,1,,
wfrc_mpo,16930,3900 South; 2300 East to Wasatch Blvd,3,2021-2026,2023-2028,2021-2026|2022-2027|2023-2028,2021-2026,,2024-2029,2024,2024,0,8700000,9215000,5.9,Under Construction,Active|Under Construction,Salt Lake,1,,
wfrc_mpo,16932,University of Utah Hospital Stop Expansion,2,2021-2026,2022-2027,2021-2026|2022-2027,2021-2026,,2023-2028,2024,2024,0,399000,399000,0.0,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,16933,Main Street (SR-106); Park Lane to Shepard Lane,7,2021-2026,2027-2032,2021-2026|2022-2027|2023-2028|2024-2029|2025-2030|2026-2031|2027-2032,2021-2026,,,2024,2025,1,1986000,13542000,581.9,Under Construction,STIP|Scoping|Under Construction,Davis,1,,
wfrc_mpo,16934,Ogden-WSU Bus Rapid Transit (BRT) - Construction,7,2021-2026,2027-2032,2021-2026|2022-2027|2023-2028|2024-2029|2025-2030|2026-2031|2027-2032,2021-2026,,,2024,2024,0,79536000,112315000,41.2,Scoping,STIP|Scoping|Substantially Complete,Weber,1,,
wfrc_mpo,16935,WDC Connector; West Davis to Shepard Ln & I-15,7,2021-2026,2027-2032,2021-2026|2022-2027|2023-2028|2024-2029|2025-2030|2026-2031|2027-2032,2021-2026,,,2024,2024,0,3655000,3655000,0.0,Scoping,STIP|Scoping,Davis,1,,
wfrc_mpo,16936,Chimes View from Riverdale Rd to Country Club Dr.,7,2021-2026,2027-2032,2021-2026|2022-2027|2023-2028|2024-2029|2025-2030|2026-2031|2027-2032,2021-2026,,,2024,2026,2,4745000,5227000,10.2,Under Construction,STIP|Scoping|Under Construction,Weber,1,,
wfrc_mpo,16937,Main Street; Center Street to 350 North - NSL,3,2021-2026,2023-2028,2021-2026|2022-2027|2023-2028,2021-2026,,2024-2029,2021,2021,0,1312000,1441000,9.8,Substantially Complete,Scoping|Substantially Complete,Davis,1,,
wfrc_mpo,16938,1200 West Box Elder Creek Bridge at 600 North,7,2021-2026,2027-2032,2021-2026|2022-2027|2023-2028|2024-2029|2025-2030|2026-2031|2027-2032,2021-2026,,,2024,2030,6,1750000,1750000,0.0,Scoping,STIP|Scoping,Box Elder,1,,
wfrc_mpo,16939,UTA Locomotive Rebuild,7,2021-2026,2027-2032,2021-2026|2022-2027|2023-2028|2024-2029|2025-2030|2026-2031|2027-2032,2021-2026,,,2024,2024,0,1314000,1426000,8.5,Scoping,STIP|Scoping,Weber,1,,
wfrc_mpo,16940,Salt Lake City - Bike Share Expansion (4),4,2021-2026,2027-2032,2021-2026|2022-2027|2023-2028|2027-2032,2021-2026,,,2024,2026,2,429000,960000,123.8,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,16943,14600 South; Railroad Bridge to Redwood Bike/ Ped,7,2021-2026,2027-2032,2021-2026|2022-2027|2023-2028|2024-2029|2025-2030|2026-2031|2027-2032,2021-2026,,,2024,2028,4,1142000,1142000,0.0,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,16944,Highland Drive & 4500 South Intersection Imp,7,2021-2026,2027-2032,2021-2026|2022-2027|2023-2028|2024-2029|2025-2030|2026-2031|2027-2032,2021-2026,,,2024,2027,3,2598000,2597000,-0.0,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,16945,US-89 & Skyline Drive Intersection Imp,5,2021-2026,2025-2030,2021-2026|2022-2027|2023-2028|2024-2029|2025-2030,2021-2026,,2026-2031,2024,2024,0,1502000,1502000,0.0,Under Construction,STIP|Scoping|Under Construction,Weber,1,,
wfrc_mpo,16946,Polk Avenue; 36th Street to Franklin,3,2021-2026,2023-2028,2021-2026|2022-2027|2023-2028,2021-2026,,2024-2029,2024,2024,0,595000,1039000,74.6,Scoping,Scoping,Weber,1,,
wfrc_mpo,16947,Wall Avenue & 20th Street Intersection Imp,3,2021-2026,2023-2028,2021-2026|2022-2027|2023-2028,2021-2026,,2024-2029,2024,2022,-2,4200000,910000,-78.3,Under Construction,STIP|Scoping|Under Construction,Weber,1,,
wfrc_mpo,16948,2600 East Sidewalk; 7609 South to 7640 South,4,2021-2026,2024-2029,2021-2026|2022-2027|2023-2028|2024-2029,2021-2026,,2025-2030,2020,2020,0,415000,582000,40.2,Under Construction,Scoping|Under Construction,Salt Lake,1,,
wfrc_mpo,16949,Northwest Avenue Sidewalk; 5415 So to 5570 So,3,2021-2026,2023-2028,2021-2026|2022-2027|2023-2028,2021-2026,,2024-2029,2020,2020,0,208000,304000,46.2,Scoping,Active|Substantially Complete|Scoping,Salt Lake,1,,
wfrc_mpo,16950,Salt Lake Urbanized Area Bus Bike Rack Expansion,2,2021-2026,2022-2027,2021-2026|2022-2027,2021-2026,,2023-2028,2020,2020,0,91000,36000,-60.4,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,16951,3300 South Sidewalk; 2600 East to 2700 East,2,2021-2026,2022-2027,2021-2026|2022-2027,2021-2026,,2023-2028,2020,2020,0,430000,526000,22.3,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,16952,1975 North; 3600 West to 3525 West (PIN 15905),2,2021-2026,2022-2027,2021-2026|2022-2027,2021-2026,,2023-2028,2020,2020,0,,,,Scoping,STIP|Scoping,Weber,1,,
wfrc_mpo,16953,State Street and 400 West Ped Crossing and Signal,3,2021-2026,2023-2028,2021-2026|2022-2027|2023-2028,2021-2026,,2024-2029,2020,2020,0,250000,367000,46.8,Scoping,Scoping,Davis,1,,
wfrc_mpo,16954,Park Lane & 326 West Sidewalk - Farmington,3,2021-2026,2023-2028,2021-2026|2022-2027|2023-2028,2021-2026,,2024-2029,2020,2020,0,76000,99000,30.3,Scoping,Scoping,Davis,1,,
wfrc_mpo,16956,Hyde Park Safe Routes to School FY19,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,52457.42,52457.42,,Scoping,Scoping,Cache,0,,
wfrc_mpo,16959,SR-289; SUU Loop Curb and Gutter Partnership,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,16500,16500,,Close Out,Close Out,Iron,0,,
wfrc_mpo,16969,I-15 Bridge Deck Repairs in Utah County,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,850000,850000,,Active,Active,Utah,0,,
wfrc_mpo,16985,"SR-48 & 180 West, Midvale & SR-71 & 5400 S, Murray",1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,700000,700000,,Active,Active,Salt Lake,1,,
wfrc_mpo,17005,State Park Signing Needs,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,84082.68000000001,84082.68000000001,,Active,Active,Salt Lake,1,,
wfrc_mpo,17006,Signing Internal Requests,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,214564.46,214564.46,,Active,Active,Salt Lake,1,,
wfrc_mpo,17008,Culvert & Drainages Cleaning,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,535000,535000,,Active,Active,Various,,,
wfrc_mpo,17010,SR-60;  Drainage Improvements at MP 4.75,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2018,2018,0,110000,110000,,Scoping,Scoping,Davis,1,,
wfrc_mpo,17011,SR-126; Ditch Hazard Elimination at MP 20.18,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2018,2018,0,25000,25000,,Scoping,Scoping,Weber,1,,
wfrc_mpo,17013,Kaysville Safe Routes to School FY19,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,39500,39500,,Active,Active,Davis,1,,
wfrc_mpo,17014,Morgan Safe Routes to School FY19,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,104444.22,104444.22,,Scoping,Scoping,Morgan,1,,
wfrc_mpo,17016,Beaver Safe Routes to School FY19,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,149225,149225,,Active,Active,Beaver,0,,
wfrc_mpo,17017,Clinton Safe Routes to School FY19,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,42300,42300,,Active,Active,Davis,1,,
wfrc_mpo,17019,LaVerkin Safe Routes to School FY19,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,117150,117150,,Active,Active,Washington,0,,
wfrc_mpo,17020,Kanab Safe Routes to School FY19,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,260000,260000,,Close Out,Close Out,Kane,0,,
wfrc_mpo,17022,Hildale Safe Routes to School FY19,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,177403.5,177403.5,,Active,Active,Washington,0,,
wfrc_mpo,17023,Moroni Safe Routes to School FY19,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,451000,451000,,Active,Active,Sanpete,0,,
wfrc_mpo,17038,Spanish Fork Center St. Interchange,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,2000000,2000000,,Scoping,Scoping,Utah,0,,
wfrc_mpo,17042,BCC & LCC  Improvements,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2018,2018,0,41914,41914,,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,17044,US-91; SR-252 Logan Origin Destination Study,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,75000,75000,,Scoping,Scoping,Cache,0,,
wfrc_mpo,17046,SR-65 and SR-66; Install Sure Tight Delineators,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,7500,7500,,Scoping,Scoping,Various,,,
wfrc_mpo,17070,UVU Ped Bridge CMGC Early Package,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,5400000,5400000,,Awarded,Awarded,Utah,0,,
wfrc_mpo,17072,SR-219; Enterprise Town Storm Drain Partnership,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,40000,40000,,Active,Active,Washington,0,,
wfrc_mpo,17073,SR-31; MP 6 Landslide Investigation,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,46000,46000,,Scoping,Scoping,Sanpete,0,,
wfrc_mpo,17074,US-6; MP 211.1 to 211.7 Snow Fence Right of Way,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,20000,20000,,Scoping,Scoping,Wasatch,0,,
wfrc_mpo,17075,I-70; Rock Fall Mitigation near MP 145,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2018,2018,0,205000,205000,,Scoping,Scoping,Emery,0,,
wfrc_mpo,17081,"SR-60; 1069 E to 1195 E, S Weber, R1 FY19 SSW",1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,229436,229436,,Scoping,Scoping,Davis,1,,
wfrc_mpo,17085,"SR-209 (9000 South) & 700 West (MP 11.17), Sandy",1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2019,2019,0,120000,120000,,Under Construction,Under Construction,Salt Lake,1,,
wfrc_mpo,17094,Spanish Fork Safe Routes to School FY20,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2020,2020,0,42832,42832,,Scoping,Scoping,Utah,0,,
wfrc_mpo,17095,Lehi Safe Routes to School FY20,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2020,2020,0,271917,271917,,Scoping,Scoping,Utah,0,,
wfrc_mpo,17096,Salt Lake County Safe Routes to School FY20,1,2020-2025,2020-2025,2020-2025,2020-2025,1,2021-2026,2020,2020,0,34114,34114,,Scoping,Scoping,Salt Lake,1,,
wfrc_mpo,17097,Smithfield Safe Routes to School FY20,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2019,2019,0,38191,38191,,Scoping,Scoping,Cache,0,,
wfrc_mpo,17098,Logan Safe Routes to School FY20,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2020,2020,0,121992,121992,,Scoping,Scoping,Cache,0,,
wfrc_mpo,17099,Gunnison Safe Routes to School FY20,1,2020-2025,2020-2025,2020-2025,2020-2025,1,,2020,2020,0,200000,200000,,Active,Active,Sanpete,0,,
