ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,matter_id,matter_file,matter_status,adopted,legistar_matter_url,signed_pdf_url,linkage_note
24-7,2024-05-07,2024-05-07,Taylor Dental Rezone [R-1-8 to CN]	  Approximately 675 East 9950 South  [Community #5],https://sandyutah.legistar1.com/sandyutah/attachments/11e62ab3-391c-4073-803b-4f31c06fa28a.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2024-05-07_24-7.pdf,yes,,2024-05-07,1,low,5849,ZONE-3-15-4241,adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=5849&GUID=C714C0F1-B5C7-4432-96E5-F2582E5A4704,https://sandyutah.legistar1.com/sandyutah/attachments/11e62ab3-391c-4073-803b-4f31c06fa28a.pdf,adoption meeting held; likely adopted on the Consent Calendar / no standalone numbered ordinance motion
,2024-05-07,2024-05-07,City Council Office recommending that the Council adopt updates to the Council Policy Booklet,https://sandyutah.legistar1.com/sandyutah/attachments/5a07eec2-f0d2-45ca-8531-ef475b61bdc0.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2024-05-07_24-179.pdf,no,,2024-05-07,1,low,5862,24-179,adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=5862&GUID=402AD536-26F5-4EF4-9238-A129DD03BF4B,https://sandyutah.legistar1.com/sandyutah/attachments/5a07eec2-f0d2-45ca-8531-ef475b61bdc0.pdf,adoption meeting held; likely adopted on the Consent Calendar / no standalone numbered ordinance motion
24-10,2024-06-18,2024-06-18,Amendments to Title 21 of the Land Development Code related to Improvement Completion Assurances for Public Sidewalks,https://sandyutah.legistar1.com/sandyutah/attachments/944e572b-74f3-49ea-8273-666974078625.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2024-06-18_24-10.pdf,yes,,2024-06-18,10,high,5895,CA04262024-0006759 (CC),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=5895&GUID=8EE352A7-582D-43AE-8C17-17A16B981986,https://sandyutah.legistar1.com/sandyutah/attachments/944e572b-74f3-49ea-8273-666974078625.pdf,exact ordinance number cited in the adopting motion on the adoption date
24-12,2024-06-18,2024-06-18,Amendments to Title 21 of the Land Development Code related to Rear Yard Setback Exceptions,https://sandyutah.legistar1.com/sandyutah/attachments/92062fc6-fef6-495a-85fd-efd64d39aba4.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2024-06-18_24-12.pdf,yes,,2024-06-18,11,high,5898,CA04262024-0006760 (CC),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=5898&GUID=BA063C89-E565-469F-9D5A-6CFA6D3625B3,https://sandyutah.legistar1.com/sandyutah/attachments/92062fc6-fef6-495a-85fd-efd64d39aba4.pdf,exact ordinance number cited in the adopting motion on the adoption date
24-11,2024-06-18,2024-06-18,Amendments to Title 21 of the Land Development Code related to Accessory Apartments (aka Internal Accessory Dwelling Units (IADUs)),https://sandyutah.legistar1.com/sandyutah/attachments/670dcab2-92a8-44ad-9355-063f1ccc1084.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2024-06-18_24-11.pdf,yes,,2024-06-18,9,high,5913,CA04182024-0006755 (CC),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=5913&GUID=02292EE6-4050-4C42-B361-0D26DBB8D75A,https://sandyutah.legistar1.com/sandyutah/attachments/670dcab2-92a8-44ad-9355-063f1ccc1084.pdf,exact ordinance number cited in the adopting motion on the adoption date
24-13,,2024-07-23,Amendments to Title 21 Land Development Code related to Elements of the General Plan,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=5923&GUID=FC3EC22F-65F3-47BE-AB9F-C6EAC7BFAC9D,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,5923,CA04262024-0006761 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=5923&GUID=FC3EC22F-65F3-47BE-AB9F-C6EAC7BFAC9D,,not adopted by City Council; no history recorded
24-14,2024-07-30,2024-07-30,"Amendments to Title 21 of the Land Development Code related to Home-based Microschools, Micro-education Entities, Charter and Public Schools",https://sandyutah.legistar1.com/sandyutah/attachments/f60f690b-ae98-4964-a9ae-a02ce1fa4268.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2024-07-30_24-14.pdf,yes,,2024-07-30,3,high,5941,CA04262024-0006762 (CC),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=5941&GUID=2A182DA4-14D4-4899-A50D-FA906FD29466,https://sandyutah.legistar1.com/sandyutah/attachments/f60f690b-ae98-4964-a9ae-a02ce1fa4268.pdf,exact ordinance number cited in the adopting motion on the adoption date
24-15,2024-07-30,2024-07-30,Amendments to Title 21 of the Land Development Code related to Accessory Structures in the Open Space District,https://sandyutah.legistar1.com/sandyutah/attachments/103d446e-bdbd-4fdf-a6ae-ddae66fe6c9b.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2024-07-30_24-15.pdf,yes,,2024-07-30,4,high,5943,CA07032024-0006794 (CC),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=5943&GUID=1AA28F90-DBD2-459E-AA15-83E35F8E3DAD,https://sandyutah.legistar1.com/sandyutah/attachments/103d446e-bdbd-4fdf-a6ae-ddae66fe6c9b.pdf,exact ordinance number cited in the adopting motion on the adoption date
24-16,2024-09-24,2024-09-24,Glacier Park Place Annexation (PUD(2) Zone)  9603 - 9643 S. Glacier Park Lane  [Community #30],https://sandyutah.legistar1.com/sandyutah/attachments/02a2dd88-6b8c-43de-bc06-7d1ca0a1d839.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2024-09-24_24-16.pdf,yes,,2024-09-24,1,high,5998,ANX07122024-006798(CC),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=5998&GUID=50FE0DB0-D249-4A77-AA62-69A4542578CC,https://sandyutah.legistar1.com/sandyutah/attachments/02a2dd88-6b8c-43de-bc06-7d1ca0a1d839.pdf,exact ordinance number cited in the adopting motion on the adoption date
,,2024-10-08,Amendments to Title 21 of the Land Development Code related to removing fines from the Land Development Code (Chapters 11 and 15),https://sandyutah.legistar.com/LegislationDetail.aspx?ID=5997&GUID=8D818914-B872-4813-963D-8AD0A70842E1,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,5997,CA09032024-0006833(CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=5997&GUID=8D818914-B872-4813-963D-8AD0A70842E1,,not adopted by City Council; no history recorded
24-18,2024-10-15,2024-10-15,Amendments to Title 1 and 19 of the Sandy City Code to make minor text amendments clarifying applicability of the City's administrative code enforcement process to violations of local ordinances and State statutes.,https://sandyutah.legistar1.com/sandyutah/attachments/4fe6c119-704c-444d-b5aa-f17047268587.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2024-10-15_24-18.pdf,no,,2024-10-15,6,high,6043,CA09032024-0006835(CC2),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6043&GUID=1647975C-6625-4536-A82E-7CE98D09A3FA,https://sandyutah.legistar1.com/sandyutah/attachments/4fe6c119-704c-444d-b5aa-f17047268587.pdf,exact ordinance number cited in the adopting motion on the adoption date
24-17,2024-10-15,2024-10-15,Amendments to Title 21 of the Land Development Code related to removing fines from the Land Development Code (Chapters 11 and 15),https://sandyutah.legistar1.com/sandyutah/attachments/12f16ae3-07fb-4896-84ad-711a102374d6.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2024-10-15_24-17.pdf,yes,,2024-10-15,6,medium,6044,CA09032024-0006833(CC2),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6044&GUID=61C54E76-1653-4C4A-9C9B-DF37823AA722,https://sandyutah.legistar1.com/sandyutah/attachments/12f16ae3-07fb-4896-84ad-711a102374d6.pdf,"date+subject match; Legistar enacted ordinance is #24-17 but the meeting's ordinance motion in all_votes.csv cites #24-18 — number differs (possible minutes typo/OCR, or a sibling ordinance adopted the same meeting); spot-check"
,,2024-10-17,General Plan Amendment - Pace of Progress: Sandy General Plan 2050  Comprehensive update of the City's General Plan and including five station area plans and six neighborhood activity center plans,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6045&GUID=C506ADFD-C8EE-4BC8-AAD7-AB521F14B3DE,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6045,GPA08282024-006830(PC Hearing),approved (Planning Commission),no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6045&GUID=C506ADFD-C8EE-4BC8-AAD7-AB521F14B3DE,,not adopted by City Council; last action: approved (Planning Commission)
24-21,,2024-11-12,Bridger Boulevard Annexation (R-1-10 Zone)  Along Bridger Boulevard between Alta Canyon Drive and Willow Creek Drive  [Community #18],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6068&GUID=4C50D728-2BB7-4AF9-90AC-6D2F8974097F,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6068,ANX09102024-006850(CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6068&GUID=4C50D728-2BB7-4AF9-90AC-6D2F8974097F,,not adopted by City Council; no history recorded
24-22,,2024-11-12,Herzberg Annexation (R-1-20 Zone)  10479 S. Dimple Dell Road  [Community #29],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6070&GUID=A5CD3401-DDE3-4585-831D-999250B0B4DB,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6070,ANX09252024-006856(CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6070&GUID=A5CD3401-DDE3-4585-831D-999250B0B4DB,,not adopted by City Council; no history recorded
24-23,,2024-11-12,Wells/Tarassov Annexation (R-1-10 Zone)  841 S. 1475 E. and 1491 E. 8425 S.  [Community #15],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6072&GUID=652381E2-6AFA-45D6-B182-AF7AC5D43BA4,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6072,ANX09252024-006857(CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6072&GUID=652381E2-6AFA-45D6-B182-AF7AC5D43BA4,,not adopted by City Council; no history recorded
24-24,,2024-11-12,Cummings Annexation (R-1-20 and R-1-40 Zone)  2152 E. and 2162 E. Creek Road  [Community #18],https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6074&GUID=39BC7BB4-3E96-467E-9B9B-5928A8772308,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6074,ANX09302024-006859(CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6074&GUID=39BC7BB4-3E96-467E-9B9B-5928A8772308,,not adopted by City Council; no history recorded
24-26,2024-12-10,2024-12-10,"Shoshone Annexation (R-1-8)  Homes along Shoshone Avenue, Shoshone Circle and Shoshone Court  [Community #17]",https://sandyutah.legistar1.com/sandyutah/attachments/a3084d45-a45f-4290-9b86-06c04d9697ee.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2024-12-10_24-26.pdf,yes,,2024-12-10,3,high,6100,ANX10142024-006869(CC),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6100&GUID=4B205E47-D44E-4993-ACF9-2D632E53FD69,https://sandyutah.legistar1.com/sandyutah/attachments/a3084d45-a45f-4290-9b86-06c04d9697ee.pdf,exact ordinance number cited in the adopting motion on the adoption date
24-25,2024-12-10,2024-12-10,Bay Annexation (R-1-10)  10175 S. Dimple Dell Road  [Community #29],https://sandyutah.legistar1.com/sandyutah/attachments/6a8ce840-af1d-4e39-8757-56214a4b8353.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2024-12-10_24-25.pdf,yes,,2024-12-10,3,medium,6101,ANX10152024-006870(CC),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6101&GUID=AEA35F92-AFDD-41CA-9A1C-9B865625D7D1,https://sandyutah.legistar1.com/sandyutah/attachments/6a8ce840-af1d-4e39-8757-56214a4b8353.pdf,"date+subject match; Legistar enacted ordinance is #24-25 but the meeting's ordinance motion in all_votes.csv cites #24-26 — number differs (possible minutes typo/OCR, or a sibling ordinance adopted the same meeting); spot-check"
24-28,2024-12-17,2024-12-17,"Community Development Department requesting City Council action regarding the 886 E. 7800 S. Rezone Application (File #REZ06212024-006789), submitted by Andrew Gutierrez, requesting that two parcels (0.91 acres) be rezoned from the R-1-8 Zone to the RM(10) Zone.",https://sandyutah.legistar1.com/sandyutah/attachments/cabf3d81-9a92-472f-93ae-4c9442c31175.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2024-12-17_24-28.pdf,yes,,2024-12-17,5,high,6122,REZ06212024-6789 (CC Ord),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6122&GUID=2CF59698-BEB8-44F5-A30E-43B69ED59C20,https://sandyutah.legistar1.com/sandyutah/attachments/cabf3d81-9a92-472f-93ae-4c9442c31175.pdf,exact ordinance number cited in the adopting motion on the adoption date
25-01,2025-01-07,2025-01-07,Community Development Department requesting City Council action regarding the draft Pace of Progress: Sandy General Plan 2050.,https://sandyutah.legistar1.com/sandyutah/attachments/3f2fbca0-975e-455b-b788-f38a6512b6ce.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2025-01-07_25-01.pdf,yes,,2025-01-07,3,high,6140,25-003,adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6140&GUID=D63B2A6B-8B59-4692-B00C-0FA50A1CEB58,https://sandyutah.legistar1.com/sandyutah/attachments/3f2fbca0-975e-455b-b788-f38a6512b6ce.pdf,exact ordinance number cited in the adopting motion on the adoption date
25-03,2025-01-21,2025-01-21,Orgill Annexation (R-1-10 Zone)  10191 S. Dimple Dell Road  [Community #29],https://sandyutah.legistar1.com/sandyutah/attachments/7fc58fd4-135e-4e32-95ca-7aaa3737f4d1.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2025-01-21_25-03.pdf,yes,,2025-01-21,3,high,6148,ANX11212024-006892(CC),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6148&GUID=DD3E680C-8AC0-46C9-8D9A-9EDCB1D0014E,https://sandyutah.legistar1.com/sandyutah/attachments/7fc58fd4-135e-4e32-95ca-7aaa3737f4d1.pdf,exact ordinance number cited in the adopting motion on the adoption date
25-04,2025-01-21,2025-01-21,Varney Annexation (R-1-40 Zone)  2182 E. Creek Road  [Community #18],https://sandyutah.legistar1.com/sandyutah/attachments/b69927d2-6bdf-4d9f-a812-c96e40b87b71.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2025-01-21_25-04.pdf,yes,,2025-01-21,2,high,6149,ANX11212024-006891(CC),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6149&GUID=6C81059B-893B-4D55-8B0E-1A4EFC021771,https://sandyutah.legistar1.com/sandyutah/attachments/b69927d2-6bdf-4d9f-a812-c96e40b87b71.pdf,exact ordinance number cited in the adopting motion on the adoption date
25-05,2025-01-21,2025-01-21,Oak Haven Annexation (R-1-20 Zone)  2068 E. - 2131 E. Oak Haven Place and 2106 E.  - 2136 E. Willow Park Lane  [Community #18],https://sandyutah.legistar1.com/sandyutah/attachments/9960a24e-f49f-4c73-93aa-626480fe4d29.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2025-01-21_25-05.pdf,yes,,2025-01-21,2,medium,6150,ANX12032024-006896(CC),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6150&GUID=29D50A12-A5D9-4BA1-AD9F-731095F3B62E,https://sandyutah.legistar1.com/sandyutah/attachments/9960a24e-f49f-4c73-93aa-626480fe4d29.pdf,"date+subject match; Legistar enacted ordinance is #25-05 but the meeting's ordinance motion in all_votes.csv cites #25-04 — number differs (possible minutes typo/OCR, or a sibling ordinance adopted the same meeting); spot-check"
25-06,2025-01-21,2025-01-21,"FBAC Development II Annexation (ID Zone)  8700 S. 700 W.  [Community #1, Northwest Exposure]",https://sandyutah.legistar1.com/sandyutah/attachments/c4a40a43-a335-4e97-b494-391d02f23709.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2025-01-21_25-06.pdf,yes,,2025-01-21,4,high,6151,ANX12112024-006899(CC),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6151&GUID=3C0DEA12-6993-42DA-8867-95655C94846B,https://sandyutah.legistar1.com/sandyutah/attachments/c4a40a43-a335-4e97-b494-391d02f23709.pdf,exact ordinance number cited in the adopting motion on the adoption date
25-02,2025-01-21,2025-01-21,"Community Development Department requesting City Council action regarding the Moretto Rezone Application (File #REZ09302024-006858), proposing  a zone change of one parcel (0.18 acre) from the LC Zone to the R-1-6 Zone.",https://sandyutah.legistar1.com/sandyutah/attachments/54b61e3b-95a4-4778-833a-22d13d70621c.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2025-01-21_25-02.pdf,yes,,2025-01-21,5,high,6159,REZ09302024-006858 (CC Ord),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6159&GUID=D56CFEBA-2131-48F8-85B9-E9AA39EFB343,https://sandyutah.legistar1.com/sandyutah/attachments/54b61e3b-95a4-4778-833a-22d13d70621c.pdf,exact ordinance number cited in the adopting motion on the adoption date
25-08,,2025-02-04,Amendments to Title 15 and Title 21 of the Municipal Code related to Short Term Rentals,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6038&GUID=FA56560D-DC55-4D1B-BB8E-9C82EAFDA73A,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6038,CA08222024-0006816 (CC),no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6038&GUID=FA56560D-DC55-4D1B-BB8E-9C82EAFDA73A,,not adopted by City Council; no history recorded
25-10,2025-02-11,2025-02-11,Community Development Department requesting City Council action on the Sandy Towns Rezone Application (File #REZ10042023-6631) proposing that one parcel (0.43 acre) be rezoned from the CN Zone to the RM(12) Zone.,https://sandyutah.legistar1.com/sandyutah/attachments/e670f436-24a6-4695-92b0-7b138cb71b12.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2025-02-11_25-10.pdf,yes,,2025-02-11,2,high,6180,REZ10042023-006631 (CC Ord),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6180&GUID=003109A0-ECD6-48A3-B8DC-04A7B5AC7780,https://sandyutah.legistar1.com/sandyutah/attachments/e670f436-24a6-4695-92b0-7b138cb71b12.pdf,exact ordinance number cited in the adopting motion on the adoption date
25-07,2025-02-11,2025-02-11,"City Council considering amendments to Title 20, ""Fire Prevention"", of the Sandy City Code",https://sandyutah.legistar1.com/sandyutah/attachments/7e499de3-8c61-4d1d-bfef-8a05d2ff7dd8.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2025-02-11_25-07.pdf,no,,2025-02-11,2,medium,6183,25-044,adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6183&GUID=381BED2C-3016-4F6A-AD9A-B6E33DBD1A12,https://sandyutah.legistar1.com/sandyutah/attachments/7e499de3-8c61-4d1d-bfef-8a05d2ff7dd8.pdf,"date+subject match; Legistar enacted ordinance is #25-07 but the meeting's ordinance motion in all_votes.csv cites #25-10 — number differs (possible minutes typo/OCR, or a sibling ordinance adopted the same meeting); spot-check"
25-11,,2025-04-29,"Community Development Department requesting City Council action regarding the Riverside Park Rezone application (File #REZ11272023-006661), proposing that one parcel be rezoned from the CvC Zone to the PUD(12) Zone.",https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6261&GUID=418A77ED-2956-47C4-AA9E-6BD098C19F34,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6261,REZ11272023-006661 (CC Ord),denied (City Council),no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6261&GUID=418A77ED-2956-47C4-AA9E-6BD098C19F34,,not adopted by City Council; last action: denied (City Council)
25-13,2025-05-20,2025-05-20,Hidden Hollow Annexation (R-1-40A Zone)  10665 S. Dimple Dell Road and 3075 E. Deer Hollow Drive  [Community #29],https://sandyutah.legistar1.com/sandyutah/attachments/6459018d-1eac-4162-b1e4-77d09414c4ae.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2025-05-20_25-13.pdf,yes,,2025-05-20,1,high,6278,ANX03312025-006938(CC),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6278&GUID=EA2A2E9B-AE71-40B0-9BDA-3DE9FE60B926,https://sandyutah.legistar1.com/sandyutah/attachments/6459018d-1eac-4162-b1e4-77d09414c4ae.pdf,exact ordinance number cited in the adopting motion on the adoption date
25-12,,2025-05-20,"Risk Management requesting Council approval of amendments to Sandy City Code Chapter 10-9, Motor Assisted Scooters and Electric Assisted Bicycles.",https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6281&GUID=45A4D654-1BB0-4DA8-8B35-FC43C8A6D408,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,no,,,,none,6281,25-142,no recorded action,no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6281&GUID=45A4D654-1BB0-4DA8-8B35-FC43C8A6D408,,not adopted by City Council; no history recorded
25-14,2025-06-10,2025-06-10,"Community Development Department requesting a decision regarding the Jordan Credit Union Rezone application (File #REZ03192025-006931), proposing that two parcels be rezoned from the R-1-8 Zone to the PO Zone.",https://sandyutah.legistar1.com/sandyutah/attachments/82274a77-c9a0-47cf-9890-e74b7d6dffbb.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2025-06-10_25-14.pdf,yes,,2025-06-10,4,high,6303,REZ03192025-006931 (CCOrd),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6303&GUID=5973FE52-C2A1-4936-B1AB-B4EA21C4FE66,https://sandyutah.legistar1.com/sandyutah/attachments/82274a77-c9a0-47cf-9890-e74b7d6dffbb.pdf,exact ordinance number cited in the adopting motion on the adoption date
25-17,2025-07-15,2025-07-15,Amendments to Title 21 of the Land Development Code related to Appeals and Variances,https://sandyutah.legistar1.com/sandyutah/attachments/f7a587c5-5294-4a3a-8e6c-7b86edea5dac.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2025-07-15_25-17.pdf,yes,,2025-07-15,5,high,6332,CA06062025-0006980 (CC),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6332&GUID=A8736D0F-C1F1-478C-A6BA-298D2B828740,https://sandyutah.legistar1.com/sandyutah/attachments/f7a587c5-5294-4a3a-8e6c-7b86edea5dac.pdf,exact ordinance number cited in the adopting motion on the adoption date
25-16,2025-07-15,2025-07-15,Amendments to Title 21 of the Land Development Code related to Residential Parking Standards and Minimum Dwelling Size,https://sandyutah.legistar1.com/sandyutah/attachments/e19e1dc0-f282-4f32-95bf-40c04bafad69.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2025-07-15_25-16.pdf,yes,,2025-07-15,6,high,6336,CA06062025-0006979 (CC),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6336&GUID=7FC9C338-1B12-439D-AB84-DE71AA9F6223,https://sandyutah.legistar1.com/sandyutah/attachments/e19e1dc0-f282-4f32-95bf-40c04bafad69.pdf,exact ordinance number cited in the adopting motion on the adoption date
25-15,2025-07-15,2025-07-15,"Community Development Department requesting City Council action regarding the Altus Rezone application (File #REZ04182025-006956), proposing that approximately 2.7 acres be rezoned from the R-1-20A Zone to the R-1-8 Zone.",https://sandyutah.legistar1.com/sandyutah/attachments/e77b5977-014b-4aa5-a9c3-ce07307d2f8e.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2025-07-15_25-15.pdf,yes,,2025-07-15,4,high,6356,REZ04182025-006956 (CC Ord),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6356&GUID=8DAA5295-C55A-452E-90D0-EBDFC4A542C6,https://sandyutah.legistar1.com/sandyutah/attachments/e77b5977-014b-4aa5-a9c3-ce07307d2f8e.pdf,exact ordinance number cited in the adopting motion on the adoption date
25-18,2025-07-15,2025-07-15,"Animal Services Division recommending amendments to Title 12-1-11, Animals Running At-large.",https://sandyutah.legistar1.com/sandyutah/attachments/8cfe146f-db68-4855-a047-05dc68818cb4.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2025-07-15_25-18.pdf,no,,2025-07-15,3,high,6369,25-230,adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6369&GUID=535603FC-51A6-4885-8CE0-A37ED44DF314,https://sandyutah.legistar1.com/sandyutah/attachments/8cfe146f-db68-4855-a047-05dc68818cb4.pdf,exact ordinance number cited in the adopting motion on the adoption date
,,2025-08-07,"Jordan Credit Union Conditional Use Permit  9260 S. 300 E. St.  [Community # 4, Historic Sandy]",https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6380&GUID=BAEC6324-98B7-4029-90A1-1BF61B1BB0CA,2026-07-05,json,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/api/matters_ordinances.json,yes,,,,none,6380,CUP05012025-006961,approved (Planning Commission),no,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6380&GUID=BAEC6324-98B7-4029-90A1-1BF61B1BB0CA,,not adopted by City Council; last action: approved (Planning Commission)
25-20,2025-08-26,2025-08-26,Jameson Point Annexation (R-1-5)  9767-9782 S. Jameson Point Cove; 3320 E. Old Wasatch Blvd.; 3332-3342 E. Little Cottonwood Road and 9820 S. Wasatch Blvd. (two parcels)  [Community #30],https://sandyutah.legistar1.com/sandyutah/attachments/8f57d0b1-8038-424f-a626-c8775215f14a.pdf,2026-07-05,text,legistar web api (matters/histories/attachments) — MatterTypeId 53,raw/ordinances/2025-08-26_25-20.pdf,yes,,2025-08-26,2,high,6391,ANX06252025-006986(CC),adopted,yes,https://sandyutah.legistar.com/LegislationDetail.aspx?ID=6391&GUID=1CAD1186-80D1-4229-8171-ACA28E14B293,https://sandyutah.legistar1.com/sandyutah/attachments/8f57d0b1-8038-424f-a626-c8775215f14a.pdf,exact ordinance number cited in the adopting motion on the adoption date
