date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,source,content_length_bytes,size_mb,stored_locally,pmn_notice_id,pmn_filename,doc_class,fetch_status,sha256,text_path,text_chars,parent_path,section_seq,case_key
2019-08-08,Planning Commission Meeting - Amended Notice,PC,regular,full_packet,https://www.utah.gov/pmn/files/518765.pdf,2026-07-14,text,pdftotext-layout,raw/2019-08-08/518765.pdf,pmn,5959136,5.96,yes,549559,190808_MagnaTPC_Packet.pdf,,,,,,,,
2019-09-12,Planning Commission Meeting,PC,regular,agenda_packet,https://www.utah.gov/pmn/files/526303.pdf,2026-07-14,text,pdftotext-layout,raw/2019-09-12/526303.pdf,pmn,201564,0.2,yes,554979,190912_MagnaTPC_Agenda AMENDED.pdf,,,,,,,,
2019-09-26,Planning Commission Meeting - Special Meeting,PC,special,agenda_packet,https://www.utah.gov/pmn/files/531185.pdf,2026-07-14,text,pdftotext-layout,raw/2019-09-26/531185.pdf,pmn,156260,0.16,yes,559015,190926_MagnaTPC_Agenda[12067].pdf,,,,,,,,
2019-10-10,Planning Commission Meeting - Amended Notice,PC,regular,full_packet,https://www.utah.gov/pmn/files/538551.pdf,2026-07-14,text,pdftotext-layout,raw/2019-10-10/538551.pdf,pmn,1950487,1.95,yes,561413,30934_PC_Packet_October.pdf,,,,,,,,
2019-10-24,Planning Commission Meeting - Special Meeting - SECOND AMENDED AGENDA,PC,special,full_packet,https://www.utah.gov/pmn/files/542375.pdf,2026-07-14,text,pdftotext-layout,raw/2019-10-24/542375.pdf,pmn,20572405,20.57,yes,564689,191024_MagnaTPC_Packet.pdf,,,,,,,,
2019-11-14,Planning Commission Meeting - Amended Notice,PC,regular,full_packet,https://www.utah.gov/pmn/files/547279.pdf,2026-07-14,text,pdftotext-layout,raw/2019-11-14/547279.pdf,pmn,15048101,15.05,yes,567469,191114_MagnaTPC_Packet.pdf,,,,,,,,
2019-12-12,Planning Commission Meeting,PC,regular,agenda_packet,https://www.utah.gov/pmn/files/554231.pdf,2026-07-14,text,pdftotext-layout,raw/2019-12-12/554231.pdf,pmn,132288,0.13,yes,574513,191212_MagnaTPC_Agenda.pdf,,,,,,,,
2019-12-12,Magna Metro Township Mayor's Meeting,PC,regular,full_packet,https://www.utah.gov/pmn/files/555519.pdf,2026-07-14,text,pdftotext-layout,raw/2019-12-12/555519.pdf,pmn,6085123,6.09,yes,574463,191212_MagnaMTMayorsMtg_Packet.pdf,,,,,,,,
2019-12-12,Magna Metro Township Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/555521.pdf,2026-07-14,text,pdftotext-layout,raw/2019-12-12/555521.pdf,pmn,9825322,9.83,yes,574465,191212_MagnaTPC_Packet.pdf,,,,,,,,
2020-01-09,Magna Metro Township Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/561339.pdf,2026-07-14,text,pdftotext-layout,raw/2020-01-09/561339.pdf,pmn,14334637,14.33,yes,579129,200109_MagnaTPC_Packet.pdf,,,,,,,,
2020-02-13,Magna Metro Township Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/573735.pdf,2026-07-14,text,pdftotext-layout,raw/2020-02-13/573735.pdf,pmn,5042697,5.04,yes,586061,200213_MagnaTPC_Packet.pdf,,,,,,,,
2020-02-27,Magna Metro Township General Plan Steering Committee,PC,regular,agenda_packet,https://www.utah.gov/pmn/files/578695.pdf,2026-07-14,text,pdftotext-layout,raw/2020-02-27/578695.pdf,pmn,226315,0.23,yes,590519,200227_MagnaGPSC_Agenda.pdf,,,,,,,,
2020-03-12,Magna Metro Township Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/582227.pdf,2026-07-14,text,pdftotext-layout,raw/2020-03-12/582227.pdf,pmn,9478974,9.48,yes,590849,200312_MagnaTPC_Packet.pdf,,,,,,,,
2020-03-26,Magna Metro Township General Plan Steering Committee,PC,regular,agenda_packet,https://www.utah.gov/pmn/files/587337.pdf,2026-07-14,text,pdftotext-layout,raw/2020-03-26/587337.pdf,pmn,232018,0.23,yes,596551,200326_MagnaGPSC_Agenda.pdf,,,,,,,,
2020-04-09,Magna Metro Township Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/589019.pdf,2026-07-14,text,pdftotext-layout,raw/2020-04-09/589019.pdf,pmn,21417509,21.42,yes,596809,200409_MagnaTPC_Packet.pdf,,,,,,,,
2020-04-30,Magna Metro Township General Plan Steering Committee,PC,regular,agenda_packet,https://www.utah.gov/pmn/files/594829.pdf,2026-07-14,text,pdftotext-layout,raw/2020-04-30/594829.pdf,pmn,232724,0.23,yes,601149,200430_MagnaGPSC_Agenda.pdf,,,,,,,,
2020-05-14,Magna Metro Township Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/599483.pdf,2026-07-14,text,pdftotext-layout,raw/2020-05-14/599483.pdf,pmn,17126340,17.13,yes,602229,200514_MagnaTPC_Packet.pdf,,,,,,,,
2020-05-28,Magna Metro Township General Plan Steering Committee,PC,regular,agenda_packet,https://www.utah.gov/pmn/files/603183.pdf,2026-07-14,text,pdftotext-layout,raw/2020-05-28/603183.pdf,pmn,233682,0.23,yes,606577,200528_MagnaGPSC_Agenda.pdf,,,,,,,,
2020-06-11,Magna Metro Township Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/607621.pdf,2026-07-14,text,pdftotext-layout,raw/2020-06-11/607621.pdf,pmn,12509238,12.51,yes,607875,200611_MagnaTPC_Packet.pdf,,,,,,,,
2020-06-25,Magna Metro Township General Plan Steering Committee,PC,regular,agenda_packet,https://www.utah.gov/pmn/files/612005.pdf,2026-07-14,text,pdftotext-layout,raw/2020-06-25/612005.pdf,pmn,234099,0.23,yes,612473,200625_MagnaGPSC_Agenda.pdf,,,,,,,,
2020-06-29,Magna Metro Township Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/612123.pdf,2026-07-14,text,pdftotext-layout,raw/2020-06-29/612123.pdf,pmn,2227325,2.23,yes,611845,200629_MagnaTPC_Packet.pdf,,,,,,,,
2020-07-09,Magna Metro Township Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/616333.pdf,2026-07-14,text,pdftotext-layout,raw/2020-07-09/616333.pdf,pmn,8536010,8.54,yes,614707,200709_MagnaTPC_Packet.pdf,,,,,,,,
2020-07-16,Magna Metro Township Mayor's Meeting,PC,regular,full_packet,https://www.utah.gov/pmn/files/619601.pdf,2026-07-14,text,pdftotext-layout,raw/2020-07-16/619601.pdf,pmn,2983808,2.98,yes,616361,200716_MagnaMTMayorsMtg_Packet.pdf,,,,,,,,
2020-07-23,Magna Metro Township General Plan Steering Committee,PC,regular,agenda_packet,https://www.utah.gov/pmn/files/620429.pdf,2026-07-14,text,pdftotext-layout,raw/2020-07-23/620429.pdf,pmn,225285,0.23,yes,617465,200723_MagnaGPSC_Agenda.pdf,,,,,,,,
2020-08-20,Magna Metro Township General Plan Steering Committee,PC,regular,agenda_packet,https://www.utah.gov/pmn/files/627661.pdf,2026-07-14,text,pdftotext-layout,raw/2020-08-20/627661.pdf,pmn,343927,0.34,yes,622287,200820_MagnaGPSC_Agenda.pdf,,,,,,,,
2020-08-27,Magna Metro Township General Plan Steering Committee,PC,regular,agenda_packet,https://www.utah.gov/pmn/files/631993.pdf,2026-07-14,text,pdftotext-layout,raw/2020-08-27/631993.pdf,pmn,230385,0.23,yes,624667,200827_MagnaGPSC_Agenda.pdf,,,,,,,,
2020-09-10,Magna Metro Township Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/635275.pdf,2026-07-14,text,pdftotext-layout,raw/2020-09-10/635275.pdf,pmn,4912498,4.91,yes,625485,200910_MagnaTPC_Packet.pdf,,,,,,,,
2020-09-17,Magna Metro Township General Plan Steering Committee,PC,regular,agenda_packet,https://www.utah.gov/pmn/files/637255.pdf,2026-07-14,text,pdftotext-layout,raw/2020-09-17/637255.pdf,pmn,266264,0.27,yes,628159,200917_MagnaGPSC_Agenda.pdf,,,,,,,,
2020-09-24,Magna Metro Township General Plan Steering Committee,PC,regular,agenda_packet,https://www.utah.gov/pmn/files/641523.pdf,2026-07-14,text,pdftotext-layout,raw/2020-09-24/641523.pdf,pmn,400098,0.4,yes,630717,200924_MagnaGPSC_Agenda.pdf,,,,,,,,
2020-10-08,Magna Metro Township Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/643553.pdf,2026-07-14,text,pdftotext-layout,raw/2020-10-08/643553.pdf,pmn,7351077,7.35,yes,631277,201008_MagnaTPC_Packet.pdf,,,,,,,,
2020-10-22,Magna Metro Township General Plan Steering Committee,PC,regular,agenda_packet,https://www.utah.gov/pmn/files/648117.pdf,2026-07-14,text,pdftotext-layout,raw/2020-10-22/648117.pdf,pmn,228663,0.23,yes,634649,201022_MagnaGPSC_Agenda.pdf,,,,,,,,
2020-10-29,Magna Metro Township Mayor's Meeting,PC,regular,full_packet,https://www.utah.gov/pmn/files/650425.pdf,2026-07-14,text,pdftotext-layout,raw/2020-10-29/650425.pdf,pmn,1510973,1.51,yes,634331,201029_MagnaMTMayorsMtg_Packet.pdf,,,,,,,,
2020-10-29,Magna Metro Township General Plan Steering Committee,PC,regular,agenda_packet,https://www.utah.gov/pmn/files/651721.pdf,2026-07-14,text,pdftotext-layout,raw/2020-10-29/651721.pdf,pmn,229883,0.23,yes,636821,201029_MagnaGPSC_Agenda.pdf,,,,,,,,
2020-11-12,Magna Metro Township Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/655695.pdf,2026-07-14,text,pdftotext-layout,raw/2020-11-12/655695.pdf,pmn,24975003,24.98,yes,637783,201112_MagnaTPC_Packet.pdf,,,,,,,,
2020-11-18,Magna Metro Township Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/657835.pdf,2026-07-14,text,pdftotext-layout,raw/2020-11-18/657835.pdf,pmn,24876221,24.88,yes,640465,201118_MagnaTPC_Packet.pdf,,,,,,,,
2020-11-19,Magna Metro Township General Plan Steering Committee,PC,regular,agenda_packet,https://www.utah.gov/pmn/files/657393.pdf,2026-07-14,text,pdftotext-layout,raw/2020-11-19/657393.pdf,pmn,223740,0.22,yes,640259,201119_MagnaGPSC_Agenda.pdf,,,,,,,,
2020-12-10,Magna Metro Township Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/664245.pdf,2026-07-14,text,pdftotext-layout,raw/2020-12-10/664245.pdf,pmn,11600517,11.6,yes,643313,201210_MagnaTPC_Packet.pdf,,,,,,,,
2020-12-17,Magna Metro Township General Plan Steering Committee,PC,regular,agenda_packet,https://www.utah.gov/pmn/files/667547.pdf,2026-07-14,text,pdftotext-layout,raw/2020-12-17/667547.pdf,pmn,223392,0.22,yes,646359,201217_MagnaGPSC_Agenda.pdf,,,,,,,,
2021-01-14,Magna Metro Township Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/673399.pdf,2026-07-14,text,pdftotext-layout,raw/2021-01-14/673399.pdf,pmn,43901647,43.9,yes,648335,210114_MagnaTPC_Packet.pdf,,,,,,,,
2021-02-11,Magna Metro Township Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/683435.pdf,2026-07-14,text,pdftotext-layout,raw/2021-02-11/683435.pdf,pmn,1319821,1.32,yes,654459,210211_MagnaTPC_Packet.pdf,,,,,,,,
2021-03-11,Magna Metro Township Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/693961.pdf,2026-07-14,text,pdftotext-layout,raw/2021-03-11/693961.pdf,pmn,4440327,4.44,yes,660931,CUP2020-93_PC Packet_BurtAmended.pdf,,,,,,,,
2021-04-08,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/702783.pdf,2026-07-14,text,pdftotext-layout,raw/2021-04-08/702783.pdf,pmn,45606811,45.61,yes,666523,210408_MagnaTPC_Packet.pdf,,,,,,,,
2021-04-29,Magna Planning Commission,PC,special,full_packet,https://www.utah.gov/pmn/files/711065.pdf,2026-07-14,text,pdftotext-layout,raw/2021-04-29/711065.pdf,pmn,1837165,1.84,yes,671005,210429_MagnaPC_Special MeetingPacketAmended.pdf,,,,,,,,
2021-04-29,Magna Land Use Hearing Officer,PC,regular,full_packet,https://www.utah.gov/pmn/files/711067.pdf,2026-07-14,text,pdftotext-layout,raw/2021-04-29/711067.pdf,pmn,2713323,2.71,yes,671007,210429_MagnaLHO_PacketAmended.pdf,,,,,,,,
2021-05-13,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/715451.pdf,2026-07-14,text,pdftotext-layout,raw/2021-05-13/715451.pdf,pmn,15884077,15.88,yes,673533,210513_MagnaTPC_Packet.pdf,,,,,,,,
2021-06-10,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/725997.pdf,2026-07-14,text,pdftotext-layout,raw/2021-06-10/725997.pdf,pmn,42524614,42.52,yes,680885,210610_MagnaTPC_Packet.pdf,,,,,,,,
2021-06-24,Magna Planning Commission,PC,special,full_packet,https://www.utah.gov/pmn/files/732157.pdf,2026-07-14,text,pdftotext-layout,raw/2021-06-24/732157.pdf,pmn,9733263,9.73,yes,683988,210624_MagnaPC_Special MeetingPacket.pdf,,,,,,,,
2021-07-08,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/736529.pdf,2026-07-14,text,pdftotext-layout,raw/2021-07-08/736529.pdf,pmn,1126083,1.13,yes,686761,210708_MagnaTPC_Packet.pdf,,,,,,,,
2021-07-21,Magna Land Use Hearing Officer,PC,regular,full_packet,https://www.utah.gov/pmn/files/738799.pdf,2026-07-14,text,pdftotext-layout,raw/2021-07-21/738799.pdf,pmn,610238,0.61,yes,689801,NCD2021-000360_LUHO Packet_Lamm.pdf,,,,,,,,
2021-08-12,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/745815.pdf,2026-07-14,text,pdftotext-layout,raw/2021-08-12/745815.pdf,pmn,8245858,8.25,yes,693207,210812_MagnaTPC_Packet.pdf,,,,,,,,
2021-09-09,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/755701.pdf,2026-07-14,text,pdftotext-layout,raw/2021-09-09/755701.pdf,pmn,4001878,4.0,yes,699239,210909_MagnaTPC_Packet.pdf,,,,,,,,
2021-10-14,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/767581.pdf,2026-07-14,text,pdftotext-layout,raw/2021-10-14/767581.pdf,pmn,2300940,2.3,yes,706107,211014_MagnaPC_Packet.pdf,,,,,,,,
2021-10-26,Magna Metro Township Mayor's Meeting,PC,regular,full_packet,https://www.utah.gov/pmn/files/773481.pdf,2026-07-14,text,pdftotext-layout,raw/2021-10-26/773481.pdf,pmn,1611989,1.61,yes,707555,211026_MagnaMayorsMtg_Packet.pdf,,,,,,,,
2021-11-18,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/780769.pdf,2026-07-14,text,pdftotext-layout,raw/2021-11-18/780769.pdf,pmn,3506437,3.51,yes,714007,211118_MagnaPC_Packet.pdf,,,,,,,,
2021-12-09,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/790631.pdf,2026-07-14,text,pdftotext-layout,raw/2021-12-09/790631.pdf,pmn,17034283,17.03,yes,718423,211209_MagnaPC_PacketAmended.pdf,,,,,,,,
2022-01-13,Magna Planning Commission Meeting,PC,regular,full_packet,https://www.utah.gov/pmn/files/799755.pdf,2026-07-14,text,pdftotext-layout,raw/2022-01-13/799755.pdf,pmn,16381737,16.38,yes,724329,220113_MagnaPC_PacketAmended.pdf,,,,,,,,
2022-02-10,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/809759.pdf,2026-07-14,text,pdftotext-layout,raw/2022-02-10/809759.pdf,pmn,2105522,2.11,yes,732383,220210_MagnaPC_Packet.pdf,,,,,,,,
2022-03-10,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/821337.pdf,2026-07-14,text,pdftotext-layout,raw/2022-03-10/821337.pdf,pmn,636691,0.64,yes,738599,220310_MagnaPC_Packet.pdf,,,,,,,,
2022-04-14,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/833197.pdf,2026-07-14,text,pdftotext-layout,raw/2022-04-14/833197.pdf,pmn,4604524,4.6,yes,746055,220414_MagnaPC_Packet.pdf,,,,,,,,
2022-04-26,Magna Workshop,PC,work,agenda_packet,https://www.utah.gov/pmn/files/839613.pdf,2026-07-14,text,pdftotext-layout,raw/2022-04-26/839613.pdf,pmn,192995,0.19,yes,750813,Magna Workshop - April 2022 - Agenda (Partner).pdf,,,,,,,,
2022-05-12,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/845213.pdf,2026-07-14,text,pdftotext-layout,raw/2022-05-12/845213.pdf,pmn,13302673,13.3,yes,752699,220512_MagnaPC_Packet.pdf,,,,,,,,
2022-06-09,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/855243.pdf,2026-07-14,text,pdftotext-layout,raw/2022-06-09/855243.pdf,pmn,6382335,6.38,yes,758669,220609_MagnaPC_Packet.pdf,,,,,,,,
2022-06-22,Magna Planning Commission Special Meeting,PC,special,full_packet,https://www.utah.gov/pmn/files/860821.pdf,2026-07-14,text,pdftotext-layout,raw/2022-06-22/860821.pdf,pmn,722014,0.72,yes,761899,220622_MagnaPC_Packet.pdf,,,,,,,,
2022-07-14,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/867475.pdf,2026-07-14,text,pdftotext-layout,raw/2022-07-14/867475.pdf,pmn,17860186,17.86,yes,766373,220714_MagnaPC_Packet.pdf,,,,,,,,
2022-08-11,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/877445.pdf,2026-07-14,text,pdftotext-layout,raw/2022-08-11/877445.pdf,pmn,18412962,18.41,yes,771905,220811_MagnaPC_PacketReduced.pdf,,,,,,,,
2022-08-16,Magna Workshop,PC,work,full_packet,https://www.utah.gov/pmn/files/880301.pdf,2026-07-14,text,pdftotext-layout,raw/2022-08-16/880301.pdf,pmn,2809703,2.81,yes,774515,CC Packet 8-16-2022 Special Workshop.pdf,,,,,,,,
2022-09-08,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/885933.pdf,2026-07-14,text,pdftotext-layout,raw/2022-09-08/885933.pdf,pmn,4756223,4.76,yes,777617,220908_MagnaPC_Packet.pdf,,,,,,,,
2022-10-13,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/897851.pdf,2026-07-14,text,pdftotext-layout,raw/2022-10-13/897851.pdf,pmn,12499693,12.5,yes,784583,221013_MagnaPC_Packet.pdf,,,,,,,,
2022-11-10,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/908569.pdf,2026-07-14,text,pdftotext-layout,raw/2022-11-10/908569.pdf,pmn,3485527,3.49,yes,790561,221110_MagnaPC_Packet.pdf,,,,,,,,
2022-12-08,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/917295.pdf,2026-07-14,text,pdftotext-layout,raw/2022-12-08/917295.pdf,pmn,14737187,14.74,yes,796229,221208_MagnaPC_Packet.pdf,,,,,,,,
2023-01-12,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/927579.pdf,2026-07-14,text,pdftotext-layout,raw/2023-01-12/927579.pdf,pmn,9137830,9.14,yes,802419,230112_MagnaPC_Packet.pdf,,,,,,,,
2023-02-09,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/938789.pdf,2026-07-14,text,pdftotext-layout,raw/2023-02-09/938789.pdf,pmn,4740266,4.74,yes,809049,230209_MagnaPC_Packet.pdf,,,,,,,,
2023-03-09,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/950279.pdf,2026-07-14,text,pdftotext-layout,raw/2023-03-09/950279.pdf,pmn,18675088,18.68,yes,815809,230309_MagnaPC_Packet.pdf,,,,,,,,
2023-03-16,Magna Planning Commission Special Meeting,PC,special,full_packet,https://www.utah.gov/pmn/files/954529.pdf,2026-07-14,text,pdftotext-layout,raw/2023-03-16/954529.pdf,pmn,4775745,4.78,yes,817271,230316_MagnaPC_Packet.pdf,,,,,,,,
2023-04-13,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/963609.pdf,2026-07-14,text,pdftotext-layout,raw/2023-04-13/963609.pdf,pmn,14385886,14.39,yes,822399,230413_MagnaPC_Packet.pdf,,,,,,,,
2023-05-11,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/974137.pdf,2026-07-14,text,pdftotext-layout,raw/2023-05-11/974137.pdf,pmn,1720419,1.72,yes,828869,230511_MagnaPC_Packet.pdf,,,,,,,,
2023-06-08,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/984653.pdf,2026-07-14,text,pdftotext-layout,raw/2023-06-08/984653.pdf,pmn,1911527,1.91,yes,835095,230608_MagnaPC_Packet.pdf,,,,,,,,
2023-07-13,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/996955.pdf,2026-07-14,text,pdftotext-layout,raw/2023-07-13/996955.pdf,pmn,9165327,9.17,yes,843391,230713_MagnaPC_Packet.pdf,,,,,,,,
2023-08-10,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1007161.pdf,2026-07-14,text,pdftotext-layout,raw/2023-08-10/1007161.pdf,pmn,34773985,34.77,yes,848457,230810_MagnaPC_Packet.pdf,,,,,,,,
2023-09-14,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1018709.pdf,2026-07-14,text,pdftotext-layout,raw/2023-09-14/1018709.pdf,pmn,26664261,26.66,yes,855331,230914_MagnaPC_Packet.pdf,,,,,,,,
2023-10-12,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1029575.pdf,2026-07-14,text,pdftotext-layout,raw/2023-10-12/1029575.pdf,pmn,7687039,7.69,yes,861567,231012_MagnaPC_Packet.pdf,,,,,,,,
2023-11-09,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1041035.pdf,2026-07-14,text,pdftotext-layout,raw/2023-11-09/1041035.pdf,pmn,5181069,5.18,yes,868011,231109_MagnaPC_Packet.pdf,,,,,,,,
2023-12-14,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1058517.pdf,2026-07-14,text,pdftotext-layout,raw/2023-12-14/1058517.pdf,pmn,356329,0.36,yes,876179,"OAM2023-001040 Magna Planning Commission Composition, Combined PC Staff Report, Dec 2023.pdf",,,,,,,,
2024-01-11,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1068187.pdf,2026-07-14,text,pdftotext-layout,raw/2024-01-11/1068187.pdf,pmn,1368184,1.37,yes,881869,240111_MagnaPC_Packet.pdf,,,,,,,,
2024-04-11,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1106733.pdf,2026-07-14,text,pdftotext-layout,raw/2024-04-11/1106733.pdf,pmn,1984136,1.98,yes,903105,240411_MagnaPC_Packet.pdf,,,,,,,,
2024-05-09,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1117905.pdf,2026-07-14,text,pdftotext-layout,raw/2024-05-09/1117905.pdf,pmn,9790068,9.79,yes,909087,240509_MagnaPC_Packet.pdf,,,,,,,,
2024-06-13,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1132341.pdf,2026-07-14,text,pdftotext-layout,raw/2024-06-13/1132341.pdf,pmn,48994820,48.99,yes,915925,240613_MagnaPC_Packet.pdf,,,,,,,,
2024-07-11,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1144089.pdf,2026-07-14,text,pdftotext-layout,raw/2024-07-11/1144089.pdf,pmn,361203,0.36,yes,924755,OAM2024-001179 Drive Thru Amendments Staff Report July 2024-combined.pdf,,,,,,,,
2024-08-08,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1152067.pdf,2026-07-14,text,pdftotext-layout,raw/2024-08-08/1152067.pdf,pmn,13242554,13.24,yes,929425,240808_MagnaPC_Packet.pdf,,,,,,,,
2024-09-12,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1166795.pdf,2026-07-14,text,pdftotext-layout,raw/2024-09-12/1166795.pdf,pmn,3874103,3.87,yes,936833,240912_MagnaPC_Packet.pdf,,,,,,,,
2024-10-03,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1176067.pdf,2026-07-14,text,pdftotext-layout,raw/2024-10-03/1176067.pdf,pmn,26688673,26.69,yes,941259,241003_MagnaPC_PacketAmended.pdf,,,,,,,,
2024-11-14,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1193197.pdf,2026-07-14,text,pdftotext-layout,raw/2024-11-14/1193197.pdf,pmn,39490771,39.49,yes,950983,241114_MagnaPC_Packet.pdf,,,,,,,,
2025-01-09,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1216961.pdf,2026-07-14,text,pdftotext-layout,raw/2025-01-09/1216961.pdf,pmn,4309990,4.31,yes,963035,250109_MagnaPC_Packet.pdf,,,,,,,,
2025-02-13,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1229321.pdf,2026-07-14,text,pdftotext-layout,raw/2025-02-13/1229321.pdf,pmn,12840328,12.84,yes,970553,250213_MagnaPC_Packet.pdf,,,,,,,,
2025-03-20,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1245846.pdf,2026-07-14,text,pdftotext-layout,raw/2025-03-20/1245846.pdf,pmn,5716823,5.72,yes,978341,250320_MagnaPC_Packet.pdf,,,,,,,,
2025-05-08,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1265811.pdf,2026-07-14,text,pdftotext-layout,raw/2025-05-08/1265811.pdf,pmn,8672106,8.67,yes,989955,250508_MagnaPC_Packet.pdf,,,,,,,,
2025-07-10,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1294215.pdf,2026-07-14,text,pdftotext-layout,raw/2025-07-10/1294215.pdf,pmn,2002973,2.0,yes,1006251,250710_MagnaPC_Packet.pdf,,,,,,,,
2025-08-14,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1307311.pdf,2026-07-14,text,pdftotext-layout,raw/2025-08-14/1307311.pdf,pmn,3953618,3.95,yes,1012589,250814_MagnaPC_Packet.pdf,,,,,,,,
2025-09-11,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1320479.pdf,2026-07-14,text,pdftotext-layout,raw/2025-09-11/1320479.pdf,pmn,764654,0.76,yes,1019011,250911_MagnaPC_Packet.pdf,,,,,,,,
2025-10-16,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1335079.pdf,2026-07-14,text,pdftotext-layout,raw/2025-10-16/1335079.pdf,pmn,21240003,21.24,yes,1025479,251016_MagnaPC_Packet.pdf,,,,,,,,
2025-11-13,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1346817.pdf,2026-07-14,text,pdftotext-layout,raw/2025-11-13/1346817.pdf,pmn,1332722,1.33,yes,1032659,251113_MagnaPC_Packet.pdf,,,,,,,,
2026-03-12,Magna Planning Commission,PC,regular,full_packet,https://www.utah.gov/pmn/files/1403405.pdf,2026-07-14,text,pdftotext-layout,raw/2026-03-12/1403405.pdf,pmn,27845354,27.85,yes,1062733,260312_MagnaPC_PacketwSR.pdf,,,,,,,,
