ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,date_precision,adoption_date_source,pdf_month_year,note
21-30,,2021-07-12,AN ORDINANCE OF MILLCREEK VACATING A PORTION OF CHAMBERS AVENUE BETWEEN 1340 EAST AND APPROXIMATELY 1364 EAST,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1626193665_ORD%2021-30.pdf,2026-07-06,text,pdftext,raw/21-30.pdf,no,,2021-07-12,4,high,day,motion,2021-07,
21-31,,2021-07-26,"AN ORDINANCE AMENDING TITLE 19 0F THE MILLCREEK ORDINANCE TO ENACT CHAPTER 19.73A, ENTITLED ""CITY CENTER OVERLAY - DEVELOPMENT AGREEMENT ZONE""",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1627399162_ORD%2021-31.pdf,2026-07-06,text,pdftext,raw/21-31.pdf,yes,,2021-07-26,2,high,day,motion,2021-07,
21-32,,2021-08-09,AN ORDINANCE AMENDING THE 2021-2022 FISCAL YEAR BUDGET,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1628607157_ORD%2021-32.pdf,2026-07-06,text,pdftext,raw/21-32.pdf,no,,2021-08-09,4,high,day,motion,2021-08,
21-33,,2021-08-09,AN ORDINANCE AMENDING TITLE 2 CHAPTER 11 0F THE MILLCREEK CODE OF ORDINANCES ENTITLED DECLARATION OF CANDIDACY,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1628607359_ORD%2021-33.pdf,2026-07-06,text,pdftext,raw/21-33.pdf,no,,2021-08-09,6,high,day,motion,2021-08,
21-34,,2021-08-23,City Council Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1631119424_ORD%2021-34.pdf,2026-07-06,na,index-only (oversize; not stored),,no,,2021-08-23,4,medium,day,motion,,
21-35,,2021-09-13,AN ORDINANCE REZONING CERT AIN PROPERTY LOCATED AT APPROXIMATELY 4074 SOUTH WEST TEMPLE STREET FROM R-M (RESIDENTIAL MULTI-FAMILY TO MD (MIXED DEVELOPMENT),https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1631660009_ORD%2021-35.pdf,2026-07-06,text,pdftext,raw/21-35.pdf,yes,,,,none,day,pdf,2021-09,
21-36,,2021-09-13,AN ORDINANCE APPROVING A DEVELOPMENT AGREEMENT FOR 64 UNIT AFFORDABLE SENIOR HOUSING PROJECT WITH RESPECT TO APPROXIMATELY 1.15 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 4074 SOUTH WEST TEMPLE S,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1675116504_ORD%2021-36.pdf,2026-07-06,text,pdftext,raw/21-36.pdf,yes,,2021-09-13,3,high,day,motion,2021-09,
21-37,,2021-09-13,"AN ORDINANCE AMENDING TITLE 19 AND TITLE 14 0F THE MILLCREEK CODE OF ORDINANCES WITH RESPECT TO TECHNICAL CORRECTIONS REGARDING DEFINITIONS, NOTICING, AND PLANNING COMMISSION MEMBERSHIP",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1631655262_ORD%2021-37.pdf,2026-07-06,text,pdftext,raw/21-37.pdf,yes,,2021-09-13,4,high,day,motion,2021-09,
21-38,,2021-09-13,AN ORDINANCE ADOPTING THE COMMUNITY REINVESTMENT PROJECT AREA PLAN FOR THE WOODLAND AVENUE COMMUNITY REINVESTMENT PROJECT AREA,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1632365079_ORD%2021-38.pdf,2026-07-06,text,pdftext,raw/21-38.pdf,no,,2021-09-13,8,high,day,motion,2021-09,
21-39,,2021-09-27,AN ORDINANCE AMENDING TITLE 19 0F THE MILLCREEK CODE OF ORDINANCES WITH RESPECT TO ACCESSORY DWELLING UNITS,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1632837951_ORD%2021-39.pdf,2026-07-06,text,pdftext,raw/21-39.pdf,yes,,2021-09-27,2,high,day,motion,2021-09,
21-40,,2021-09-27,"AN ORDINANCE APPROVING A MONET ARY CONTRIBUTION OF UP TO $5,000 TO THE MILLCREEK SENIOR CENTER ADVISORY COMMITTEE",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1632837704_ORD%2021-40.pdf,2026-07-06,text,pdftext,raw/21-40.pdf,no,,2021-09-27,5,high,day,motion,2021-09,
21-41,,2021-10-11,AN ORDINANCE APPOINTING A MUNICIPAL INSPECTOR,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1634085931_ORD%2021-41.pdf,2026-07-06,text,pdftext,raw/21-41.pdf,no,,2021-10-11,4,high,day,motion,2021-10,
21-42,,2021-10-11,AN ORDINANCE REZONING CERT AIN PROPERTY LOCATED AT APPROXIMATELY 1315 EAST MAGDA LANE FROM THE R-1-8 SINGLE FAMILY RESIDENTIAL ZONE TO THE R-2-6.5 MEDIUM DENSITY RESIDENTIAL ZONE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1634085950_ORD%2021-42.pdf,2026-07-06,text,pdftext,raw/21-42.pdf,yes,,2021-10-11,2,high,day,motion,2021-10,
21-43,,2021-10-11,AN ORDINANCE APPROVING A DEVELOPMENT AGREEMENT WITH SALEM HOLDINGS FOR THE MAGDA LANE PLANNED UNIT DEVELOPMENT WITH RESPECT TO APPROXIMATELY 1.25 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 1315 E,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1637011221_ORD%2021-43.pdf,2026-07-06,text,pdftext,raw/21-43.pdf,yes,,2021-10-11,3,high,day,motion,2021-10,
21-44,,2021-10-25,AN ORDINANCE AMENDING THE 2021-2022 FISCAL YEAR BUDGET,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1635258091_ORD%2021-44.pdf,2026-07-06,text,pdftext,raw/21-44.pdf,no,,2021-10-25,4,high,day,motion,2021-10,
21-45,,2021-11-08,AN ORDINANCE OF MILLCREEK AMENDING THE FLOOD DAMAGE PREVENTION ORDINANCE CHAPTER 17.24 0F THE MILLCREEK CODE OF ORDINANCES,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1636501762_ORD%2021-45.pdf,2026-07-06,text,pdftext,raw/21-45.pdf,no,,,,none,day,pdf,2021-11,
21-46,,2021-11-08,AN ORDINANCE OF THE MILLCREEK COUNCIL APPROVING A REDEVELOPIVDENT / DEVELOPMENT AGREEMENT WITH COTTONWOOD RESIDENTIAL WITH RESPECT TO APPROXIMATELY 1.76 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1639608443_ORD%2021-46.pdf,2026-07-06,text,pdftext,raw/21-46.pdf,yes,,2021-11-08,1,high,day,motion,2021-11,
21-48,,2021-11-22,AN ORDINANCE AMENDING THE MILLCREEK CITY CENTER MASTER PLAN AND TITLE 19 0F THE MILLCREEK CODE OF ORDINANCES WITH RESPECT TO DIGIT AL DISTRICT SIGNS,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1638310347_ORD%2021-48.pdf,2026-07-06,text,pdftext,raw/21-48.pdf,yes,,2021-11-22,6,high,day,motion,2021-11,
21-49,,2021-11-08,AN ORDINANCE OF THE MILLCREEK COUNCIL APPROVING A BILLBOARD EXCHANGE AND OPERATING AGREEMENT WITH REAGAN OUTDOOR ADVERTISING WITH RESPECT TO ONE BILLBOARD LOCATED AT 1333 EAST 3300 SOUTH,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1637017820_ORD%2021-49.pdf,2026-07-06,text,pdftext,raw/21-49.pdf,no,,2021-11-08,4,high,day,motion,2021-11,
21-50,,2021-11-22,AN ORDINANCE REZONING CERT AIN PROPERTY LOCATED AT APPROXIMATELY 4088 SOUTH HIGHLAND DRIVE FROM R-1-8 ZONE (RESIDENTIAL) TO C-2 ZONE (COMMERCIAL),https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1637681182_ORD%2021-50.pdf,2026-07-06,text,pdftext,raw/21-50.pdf,yes,,2021-11-22,4,high,day,motion,2021-11,
21-51,,2021-11-22,AN ORDINANCE APPROVING A DEVELOPMENT AGREEMENT FOR A NEW MIXED-USE PLANNED UNIT DEVELOPMENT CONSISTING OF 7 RESIDENTIAL TOWNHOMES AND 4 LIVE/WORK TOWNHOMES WITH RESPECT TO APPROXIMATELY O.63 ACRES OF,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1640809718_ORD%2021-51%20recorded.pdf,2026-07-06,text,pdftext,raw/21-51.pdf,yes,,2021-11-22,5,high,day,motion,2021-11,
21-52,,2021-12-13,AN ORDINANCE OF THE MILLCREEK COUNCIL ADOPTING MILLCREEK'S 2022 REGULAR MEETINGS SCHEDULE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1639500044_ORD%2021-52.pdf,2026-07-06,text,pdftext,raw/21-52.pdf,no,,2021-12-13,2,high,day,motion,2021-12,
21-53,,2021-12-20,AN ORDINANCE AMENDING THE 2021-2022 FISCAL YEAR BUDGET,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1640105137_ORD%2021-53.pdf,2026-07-06,text,pdftext,raw/21-53.pdf,no,,2021-12-20,6,high,day,motion,2021-12,
21-54,,2021-12-20,"AN ORDINANCE OF THE MILLCREEK COUNCIL APPROVING A FEE-IN-LIEU / DEVELOPMENT AGREEMENT WITH 3300 COTTONWOOD, LLC WITH RESPECT TO APPROXIMATELY 1.76 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 1306",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1645566675_ORD%2021-54.pdf,2026-07-06,text,pdftext,raw/21-54.pdf,yes,,2021-12-20,3,high,day,motion,2021-12,
21-55,,2021-12-20,AN ORDINANCE AMENDING SECTIONS 19.60.020 AND 19.66.020 0F THE MILLCREEK CODE FOR THE PURPOSE OF ALLOWING CARET AKER DWELLINGS AS PERMITTED USES SUBJECT TO STANDARDS AND ADOPTING A NEW DEFINITION OF CA,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1640105234_ORD%2021-55.pdf,2026-07-06,text,pdftext,raw/21-55.pdf,no,,2021-12-20,2,high,day,motion,2021-12,
22-01,,2022-01-10,"AN ORDINANCE APPROVING A MONET ARY CONTRIBUTION OF UP TO $10,000 TO CANYON RIM CARES, A SUB-COMMITTEE OF THE CANYON RIM CITIZENS ASSOCIATION",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1642521863_ORD%2022-01.pdf,2026-07-06,text,pdftext,raw/22-01.pdf,no,,2022-01-10,7,high,day,motion,2022-01,
22-02,,2022-01-10,"AN ORDINANCE DECLARING APPROXIMATELY O.37 ACRES OF REAL PROPERTY LOCATED AT OR NEAR 1311 AND 1337 EAST WOODLAND AVENUE, MILLCREEK, UT AH, AS SURPLUS",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1642521878_ORD%2022-02.pdf,2026-07-06,text,pdftext,raw/22-02.pdf,no,,2022-01-10,8,medium,day,motion,2021-01,
22-03,,2022-01-10,AN ORDINANCE AMENDING SECTION 19.73A.050 0F THE MILLCREEK CODE WITH RESPECT TO DEVELOPMENT STANDARDS FOR THE CITY CENTER OVERLAY-DEVELOPMENT AGREEMENT ZONE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1642521896_ORD%2022-03.pdf,2026-07-06,text,pdftext,raw/22-03.pdf,yes,,2022-01-10,2,high,day,motion,2022-01,
22-04,,2022-01-10,"AN ORDINANCE ADOPTING A CITY CENTER OVERLAY - DEVELOPMENT AGREEMENT ZONE (CCOZ-DA) FOR PROPERTY LOCATED AT 1311-1333 EAST 3300 SOUTH, 3215 SOUTH RICHMOND STREET, AND 1324-1340 EAST CHAMBERS AVENUE",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1642521925_ORD%2022-04.pdf,2026-07-06,scanned,pdftext+ocrL,raw/22-04.pdf,yes,,2022-01-10,3,high,day,motion,2022-01,
22-05,,2022-01-10,City Council Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1646781870_ORD%2022-05.pdf,2026-07-06,na,index-only (oversize; not stored),,yes,,2022-01-10,4,medium,day,motion,,
22-06,,2022-01-24,"AN ORDINANCE APPROVING A MONET ARY CONTRIBUTION OF UP TO $1,700 TO THE MILLCREEK ARTS COUNCIL",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1643121968_ORD%2022-06.pdf,2026-07-06,text,pdftext,raw/22-06.pdf,no,,2022-01-24,4,high,day,motion,2022-01,
22-07,,2022-01-24,AN ORDINANCE OF MILLCREEK AMENDING THE CIVIL PENALTIES CHART REMOVING THE LIMIT ATION OF ACCRUED FINES FOR VIOLATION,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1643122260_ORD%2022-07.pdf,2026-07-06,scanned,pdftext+ocrL,raw/22-07.pdf,no,,2022-01-24,7,high,day,motion,2022-01,
22-08,,2022-02-14,AN ORDINANCE APPROVING AN ASSIGNMENT AND ASSUMPTION OF DEVELOPMENT AGREEMENT AND AMENDMENT TO DEVELOPMENT AGREEMENT,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1648578977_ORD%2022-08.pdf,2026-07-06,text,pdftext,raw/22-08.pdf,yes,,2022-02-14,2,high,day,motion,2022-02,
22-09,,2022-02-28,AN ORDINANCE VACATING A 10-FOOT -WIDE PUBLIC UTILITY EASEMENT ON LOT 6 AND A PORTION OF LOT 5 WITHIN THE UPLAND TERRACE PLAT H SUBDIVISION,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1736276834_ORD%2022-09%20recorded.pdf,2026-07-06,text,pdftext,raw/22-09.pdf,yes,,2022-02-28,4,high,day,motion,2022-02,
22-10,,2022-03-14,"AN ORDINANCE APPROVING A MONET ARY CONTRIBUTION OF UP TO $3,000 TO THE INTERNATIONAL RESCUE COMMITTEE",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1647356301_ORD%2022-10.pdf,2026-07-06,text,pdftext,raw/22-10.pdf,no,,2022-03-14,5,high,day,motion,2022-03,
22-11,,2022-03-28,AN ORDINANCE AMENDING THE PROPERTY MAINTENANCE CODE REGARDING DEAD OR DAMAGED TREES,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1648575326_ORD%2022-11.pdf,2026-07-06,scanned,pdftext+ocrL,raw/22-11.pdf,no,,2022-03-28,5,high,day,motion,2022-03,
22-12,,2022-03-28,AN ORDINANCE AMENDING THE 2021-2022 FISCAL YEAR BUDGET,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1648575165_ORD%2022-12.pdf,2026-07-06,text,pdftext,raw/22-12.pdf,no,,2022-03-28,4,high,day,motion,2022-03,
22-13,,2022-04-11,AN ORDINANCE REZONING CERT AIN PROPERTY LOCATED AT APPROXIMATELY 4070 SOUTH 1300 EAST FROM R-1-10 (RESIDENTIAL SINGLE FAMILY) TO R-1-8 (RESIDENTIAL SINGLE FAMILY),https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1650403605_ORD%2022-13.pdf,2026-07-06,text,pdftext,raw/22-13.pdf,yes,,2022-04-11,9,high,day,motion,2022-04,
22-14,,2022-04-11,AN ORDINANCE REZONING CERT AIN PROPERTIES LOCATED AT APPROXIMATELY 2279 EAST KELLER LANE FROM R-1-10 (RESIDENTIAL SINGLE FAMIL Y) TO R-1-8 (RESIDENTIAL SINGLE FAMIL Y) & A PORTION OF 2254 EAST ALVA CI,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1650403591_ORD%2022-14.pdf,2026-07-06,scanned,pdftext+ocrL,raw/22-14.pdf,yes,,2022-04-11,10,high,day,motion,2022-04,
22-15,,2022-04-11,AN ORDINANCE AMENDING TITLE 3 0F THE MILLCREEK CODE OF ORDINANCES BY ADDING CHAPTER 3.54 ENTITLED RECREATION FEES,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1649785894_ORD%2022-15.pdf,2026-07-06,text,pdftext,raw/22-15.pdf,no,,2022-04-11,14,high,day,motion,2022-04,
22-16,,2022-04-11,AN ORDINANCE AMENDING SECTION 17.22.040 0F THE MILLCREEK CODE WITH RESPECT TO LAND DISTURBANCE AND GRADING PERMITS,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1649786396_ORD%2022-16.pdf,2026-07-06,text,pdftext,raw/22-16.pdf,no,,2022-04-11,15,high,day,motion,2022-04,
22-17,,2022-04-11,AN ORDINANCE AMENDING THE MILLCREEK FEE SCHEDULE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1650403531_ORD%2022-17.pdf,2026-07-06,text,pdftext,raw/22-17.pdf,no,,2022-04-11,12,high,day,motion,2022-04,
22-18,,2022-04-25,"AN ORDINANCE REGULATING, PREVENTING, AND BANNING THE DISCHARGE OF FIREWORKS WITHIN CE,RT AIN AREAS OF THE CITY",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1650999173_ORD%2022-18.pdf,2026-07-06,text,pdftext,raw/22-18.pdf,no,,2022-04-25,10,high,day,motion,2022-04,
22-19,,2022-04-25,AN ORDINANCE AMENDING CHAPTER 19.60 COMMERCIAL DESIGN STANDARDS OF THE MILLCREEK CODE OF ORDINANCES WITH RESPECT TO MIXED-USE DEVELOPMENTS,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1650999266_ORD%2022-19.pdf,2026-07-06,text,pdftext,raw/22-19.pdf,yes,,2022-04-25,4,high,day,motion,2022-04,
22-20,,2022-04-25,"AN ORDINANCE APPROVING A MILLCREEK COMMON TENANT RENT OFFSET OF UP TO $3,000",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1650999199_ORD%2022-20.pdf,2026-07-06,text,pdftext,raw/22-20.pdf,no,,2022-04-25,9,high,day,motion,2022-04,
22-21,,2022-05-09,AN ORDINANCE REZONING CERT AIN PROPERTY LOCATED AT APPROXIMATELY 175 WEST CENTRAL AVENUE FROM R-M (MULTI-FAMILY RESIDENTIAL) ZONE TO MD (MIXED DEVELOPMENT) ZONE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1652197049_ORD%2022-21.pdf,2026-07-06,text,pdftext,raw/22-21.pdf,yes,,2022-05-09,3,high,day,motion,2022-05,
22-22,,2022-05-09,AN ORDINANCE APPROVING A DEVELOPMENT AGREEMENT FOR A MIXED-USE PROJECT,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1654193092_ORD%2022-22.pdf,2026-07-06,na,text-layer(oversize),,yes,,,,none,day,pdf,2022-05,
22-23,,2022-05-09,AN ORDINANCE ADJUSTING CITY COUNCIL DISTRICT BOUNDARIES TO MAINT AIN DISTRICTS OF SUBSTANTIALLY EQUAL POPULATION,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1652197068_ORD%2022-23.pdf,2026-07-06,text,pdftext,raw/22-23.pdf,no,,2022-05-09,5,high,day,motion,2022-05,
22-24,,2022-05-09,AN ORDINANCE AMENDING THE PROCUREMENT CODE WITH RESPECT TO ACQUISITION OF SERVICES OR SUPPLIES CODIFIED AT SECTIONS 2.22.040 AND 2.22.050 0F THE MILLCREEK CODE,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1652197171_ORD%2022-24.pdf,2026-07-06,text,pdftext,raw/22-24.pdf,no,,2022-05-09,6,high,day,motion,2022-05,
22-25,,2022-05-23,"AN ORDINANCE APPROVING A MONETARY CONTRIBUTION OF UP TO $10,000 TO TRAILS UTAH",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1653410683_ORD%2022-25.pdf,2026-07-06,scanned,ocr,raw/22-25.pdf,no,,2022-05-23,6,high,day,motion,2022-05,
22-26,,2022-05-23,AN ORDINANCE ACCEPTING THE PINNACLE PLACE CUL-DE-SAC AS A PUBLIC STREET,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1653411099_ORD%2022-26.pdf,2026-07-06,scanned,ocr,raw/22-26.pdf,no,,,,none,day,pdf,2022-05,
22-27,,2022-06-13,"AN ORDINANCE APPROVING A MONET ARY CONTRIBUTION OF UP TO $45,000 TO THE COMMUNITY COUNCILS, UP TO $150,000 TO UTAH VENTURE OUTDOORS, AND UP TO $15,000 TO THE UTAH RIVERS COUNCIL",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1655221453_ORD%2022-27.pdf,2026-07-06,text,pdftext,raw/22-27.pdf,no,,2022-06-13,7,high,day,motion,2022-06,
22-28,,2022-06-13,AN ORDINANCE AMENDING QUORUM VERIFICATION REQUIREMENTS TO PARTICIPATE IN ELECTRONIC MEETINGS OF THE COUNCIL,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1655227851_ORD%2022-28.pdf,2026-07-06,scanned,pdftext+ocrL,raw/22-28.pdf,no,,2022-06-13,9,high,day,motion,2022-06,
22-29,,2022-06-27,AN ORDINANCE AMENDING TITLE 19 0F THE MILLCREEK CODE OF ORDINANCES WITH RESPECT TO ACCESSORY DWELLING UNITS,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1656438056_ORD%2022-29.pdf,2026-07-06,text,pdftext,raw/22-29.pdf,yes,,2022-06-27,3,high,day,motion,2022-06,
22-30,,2022-06-27,AN ORDINANCE REZONING CERT AIN PROPERTY LOCATED AT APPROXIMATELY 4101 SOUTH HOWICK STREET FROM M-I (MANUF ACTURING) TO MD (MIXED DEVELOPMENT),https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1656436953_ORD%2022-30.pdf,2026-07-06,text,pdftext,raw/22-30.pdf,yes,,2022-06-27,4,high,day,motion,2022-06,
22-31,,2022-06-27,AN ORDINANCE APPROVING A DEVELOPMENT AGREEMENT FOR A 150 UNIT AFFORDABLE HOUSING PROJECT WITH RESPECT TO APPROXIMATELY 1.99 ACRES OF REAL PROPERTY LOCATED AT APPROXIMATELY 4101 SOUTH HOWICK STREET,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1666718112_ORD%2022-31.pdf,2026-07-06,text,pdftext,raw/22-31.pdf,yes,,2022-06-27,5,high,day,motion,2022-06,
22-32,,2022-06-27,AN ORDINANCE AMENDING THE 2021-2022 FISCAL YEAR BUDGET,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1656436970_ORD%2022-32.pdf,2026-07-06,na,text-layer(oversize),,no,,,,none,day,pdf,2022-06,
22-33,,2022-07-11,AN ORDINANCE AMENDING TITLE 13 PARKS AND RECREATION BY ADDING A DEFINITION FOR PLAZA,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1657660265_ORD%2022-33.pdf,2026-07-06,scanned,pdftext+ocrL,raw/22-33.pdf,no,,,,none,day,pdf,2022-07,
22-34,,2022-07-01,AN ORDINANCE AMENDING TITLE 15 CHAPTER 32 0F THE MILLCREEK CODE OF ORDINANCES ENTITLED FIT PREMISES AJ)DING ADDITIONAL SAFETY REQUIREMENTS,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1657660346_ORD%2022-34.pdf,2026-07-06,text,pdftext,raw/22-34.pdf,no,,,,none,day,pdf,2022-07,
22-36,,2022-07-26,AN ORDINANCE AMENDING CHAPTER 19.86 0F THE MILLCREEK CODE OF ORDINANCES WITH RESPECT TO THE POWERS AND DUTIES OF THE HISTORIC PRESERVATION COMMISSION,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/planzone/documents/1658943291_ORD%2022-36.pdf,2026-07-06,text,pdftext,raw/22-36.pdf,yes,,2022-07-26,3,high,day,motion,2022-07,
22-37,,2022-08-08,AN ORDINANCE ADOPTING A FINAL BUDGET,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1660073632_ORD%2022-37.pdf,2026-07-06,text,pdftext,raw/22-37.pdf,no,,2022-08-08,3,high,day,motion,2022-08,
22-38,,2022-08-08,"AN ORDINANCE APPROVING A MONETARY CONTRIBUTION OF UP TO $22,000 TO THE ASIAN ASSOCIATION OF UTAH",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1660073645_ORD%2022-38.pdf,2026-07-06,text,pdftext,raw/22-38.pdf,no,,2022-08-08,6,high,day,motion,2022-08,
22-40,,2022-09-12,AN ORDINANCE AMENDING SECTION 2.22.170 0F THE MILLCREEK CODE OF ORDINANCES WITH RESPECT TO DISPOSAL OF PERSONAL PROPERTY AND OTHER RELATED MATTERS,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1663199061_ORD%2022-40.pdf,2026-07-06,text,pdftext,raw/22-40.pdf,no,,2022-09-12,5,high,day,motion,2022-09,
22-41,,2022-09-26,"AN ORDINANCE EST ABLISHING A MUNICIPAL ENERGY SALES AND USE TAX, SETTING THE RATE FOR SUCH TAX, AND EST ABLISHING THE EFFECTIVE DATE FOR SUCH TAX",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1664301890_ORD%2022-41.pdf,2026-07-06,text,pdftext,raw/22-41.pdf,no,,2022-09-26,4,high,day,motion,2022-09,
22-42,,2022-09-26,"AN ORDINANCE AMENDING TITLE 10 0F THE MILLCREEK CODE OF ORDINANCES REGARDING CAMPmG ON PUBLIC GROUNDS, STREETS, PARKS, AND PLAYGROUNDS",https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1664301639_ORD%2022-42.pdf,2026-07-06,scanned,pdftext+ocrL,raw/22-42.pdf,no,,2022-09-26,5,high,day,motion,2022-09,
22-43,,2022-09-26,City Council Meeting Agenda and Packet,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/1675185393_ORD%2022-43.pdf,2026-07-06,text,pdftext,raw/22-43.pdf,no,,2022-09-26,6,high,day,motion,2022-09,
