key,cycle,candidate,office,document_id,doc_name,date_submitted,pages,path,filing_class,doc_kind,c_state,c_rows,c_count_basis,c_layout,e_state,e_rows,e_count_basis,e_layout,ruled,subtotals,handwriting,redaction,stated_contrib,stated_expend,stated_source,contradiction,pages_with_detail,notes
Hobbs-Rashelle__C7360D39,2024,"Hobbs, Rashelle",Recorder,C7360D39-217F-4517-8742-1F23FAB4A749,Recorder Hobbs October 29 2024,10/28/24,4,raw/easyvote/Hobbs-Rashelle__C7360D39.pdf,has-attachment-detail,standard-report,has-detail,12,counted,attach-date-name-address-occupation-amount,has-detail,2,counted,attach-date-recipient-purpose-amount,1,1,0,address-only; a black bar runs the full height of the Complete Address column so donor city/state/zip do NOT survive; date/name/occupation/amount readable,"$11,642.25","$25,879.99",read from Summary Page 2026-08-20 (no prior cache),0,3-4,the document contains NO county Schedule A/B grid pages - the filer supplied its own ruled Schedule A and Schedule B sheets headed Committee to Elect Rashelle Hobbs October 29 2024 Filing / Page 1 of 1; the 12 contribution rows sum exactly to the printed subtotal $11642.25 and to Summary line 1; the 2 expenditure rows sum to $25879.99 matching line 2; Summary Column B aggregates are handwritten ($43163.25 and $42848.46); one contributor is recorded as Unknown; the first Schedule B row has no recipient name only a purpose
Ioannou-Yianni__4945433B,2024,"Ioannou, Yianni",Mayor,4945433B-78C1-41BD-AA61-2AED2BADD2CA,April 5,04/02/24,4,raw/easyvote/Ioannou-Yianni__4945433B.pdf,has-attachment-detail,standard-report,has-detail,1,counted,county-form,has-detail,14,counted,county-form,1,1,1,address-only,"$100,000","$13,255.75",read from Summary Page 2026-08-20 (no prior cache),0,3-4,entirely HANDWRITTEN; the single Schedule A line is a $100000 candidate LOAN to the campaign; Summary line 6 was struck through and rewritten as $13255.75; the Schedule A and Schedule B page-number boxes are left blank; Schedule B subtotal $13255.75 ties to line 2
Ioannou-Yianni__AE136911,2024,"Ioannou, Yianni",Mayor,AE136911-93BC-4703-8502-89024F21998E,Final/ Dissolution Report,05/07/24,3,raw/easyvote/Ioannou-Yianni__AE136911.pdf,has-attachment-detail,standard-report,no-schedule-page,,,,has-detail,5,counted,county-form,1,1,1,none on Schedule B; the cover page address block is blacked,0,"86,744.85",read from Summary Page 2026-08-20 (no prior cache),0,3,the 3-page document has NO Schedule A page at all - cover / Summary / Schedule B only; Summary line 1 Column A is a handwritten zero glyph so the no-schedule-page state is consistent and there is no contradiction; Column B for both lines is written 100K rather than a figure; Final/Dissolution box checked; the second Schedule B row uses ditto marks for date and recipient; the largest row is $76400.80 described as RE-PAYING SELF
Jensen-Michael__FDF00AFC,2024,"Jensen, Michael",County Council,FDF00AFC-F9CE-4303-935C-866E642FA924,Year-End Disclosure,01/22/24,4,raw/easyvote/Jensen-Michael__FDF00AFC.pdf,has-attachment-detail,standard-report,empty-schedule,0,counted,,has-detail,8,counted,county-form,1,1,0,none,$0.00,"$6,615.97",read from Summary Page 2026-08-20 (no prior cache),0,4,Year-end report dated 01-21-24 on the 2024 form covering calendar 2023; Schedule A EXISTS and is a real zero - a single placeholder line reading NA/NA/NA/NA/$0.00 with SUBTOTAL $0.00 and TOTAL $0.00; Schedule B p4 carries 8 on-form rows totalling $6615.97 which reconciles exactly with Summary line 2; no redaction on the itemized rows (only the cover address is barred); all expenditures are donations/sponsorships to Cyprus High School athletics plus vehicle insurance/maintenance.
Jensen-Michael__B88C253F,2024,"Jensen, Michael",County Council,B88C253F-87CA-449A-8793-BD6677C3FF76,2024 Year End,01/30/25,7,raw/easyvote/Jensen-Michael__B88C253F.pdf,has-attachment-detail,standard-report,empty-schedule,0,counted,county-form,has-detail,12,counted,county-form,1,1,0,none on the schedules; the cover page address and signature blocks are blacked,$0.00,"9,550.48",read from Summary Page 2026-08-20 (no prior cache),0,4,Schedule A carries a single typed row reading N/A N/A N/A N/A $0.00 - a real zero; pages 5-7 are the Summary Page Other Campaign Accounts plus its two itemized pages and all three are completely blank; Schedule B subtotal $9550.48 reconciles exactly to Summary line 2; the Schedule B header date reads 01-30-24 while every other page reads 01-30-25
Kruse-Nolan__1A330CE1,2024,"Kruse, Nolan",County Council,1A330CE1-79BD-4B94-8E63-CE6A9780998F,Financial Disclosures 2,06/18/24,4,raw/easyvote/Kruse-Nolan__1A330CE1.pdf,has-attachment-detail,standard-report,has-detail,6,counted,county-form,has-detail,6,counted,county-form,1,1,0,address-only,$182.40,$120.43,read from Summary Page 2026-08-20 (no prior cache),0,3-4,small campaign; all 12 rows typed directly into the county grid; every expenditure names the candidate as recipient (self-reimbursement pattern)
Liewer-Ashley__585D94D0,2024,"Liewer, Ashley",County Council,585D94D0-690B-4354-9840-0BC344DC39F0,2023,01/23/24,9,raw/easyvote/Liewer-Ashley__585D94D0.pdf,has-attachment-detail,standard-report,has-detail,39,counted,attach-amount-first-last-address-city-state-zip-occupation-employer-email-phone-fee,has-detail,26,counted,attach-bank-date-recipient-description-debit,1,1,0,address-and-city on contributions (one bar covers Donor Address Line 1 + City + State + ZIP and a second covers Donor Email + Phone; city/state/zip do NOT survive); none on expenditures,4156.00,8316.61,read from Summary Page 2026-08-20 (no prior cache),0,8-9,the county Schedule A (p3) and Schedule B (p4) grids are BLANK STUBS reading 'See Attached'/'See attached'; p8 is an ActBlue-style custom-report export whose 39 rows sum EXACTLY to the stated $4;156.00 (arithmetic verified) and print a Total row; p9 is a BANK/ACCOUNT TRANSACTION EXPORT ('Transactions-2023-12-31' with an account number and Debit column) standing in for Schedule B - and it is TRUNCATED: the table runs off the bottom of the page mid-row after the 01/17/2023 line; the 26 visible debits sum to $8;142.97 - $173.64 short of the stated $8;316.61 - so an unknown number of expenditure lines did not print (a real transcription ceiling not a zero); an 'Other Campaign Accounts' section on p5-7 is entirely BLANK
Liewer-Ashley__629FD388,2024,"Liewer, Ashley",County Council,629FD388-73A5-42F5-AD81-59B9F9A95E77,ashleyrliewer@gmail.com,01/30/25,7,raw/easyvote/Liewer-Ashley__629FD388.pdf,has-attachment-detail,standard-report,empty-schedule,0,counted,,has-detail,12,counted,county-form,1,1,0,none,0,$175.07,read from Summary Page 2026-08-20 (no prior cache),0,4,year-end report for calendar 2024 signed 1/30/2025; Schedule A page EXISTS and is blank with a printed subtotal of 0 and total of 0 - a real zero consistent with Summary line 1 = 0; p5-p7 are a blank 'Other Campaign Accounts' summary plus its two blank itemized pages; the 12 expenditures are recurring monthly website charges; no black bars anywhere on this filing (no contributor rows to redact)
Livingston-Roger__AC68E42C,2024,"Livingston, Roger",County Council,AC68E42C-6845-4B13-ABF0-C3D321195707,June Financial Disclosure final,06/18/24,2,raw/easyvote/Livingston-Roger__AC68E42C.pdf,no-schedule-page,standard-report,no-schedule-page,,,,no-schedule-page,,,,0,0,0,none,$0.00,$0.00,read from Summary Page 2026-08-20 (no prior cache),0,,"Two-page filing - cover + Summary only; every Summary line is $0.00 so the absent schedules are consistent not contradictory; filed on the older ""2020 Financial Disclosure Report"" form stock in the 2024 cycle"
Livingston-Roger__567F4532,2024,"Livingston, Roger",County Council,567F4532-9550-4252-9281-E41D5B6E5B05,June Amendment,06/19/24,2,raw/easyvote/Livingston-Roger__567F4532.pdf,no-schedule-page,standard-report,no-schedule-page,,,,no-schedule-page,,,,1,0,0,none,$0.00,$0.00,read from Summary Page 2026-08-20 (no prior cache),0,,2-page filing: p1 cover + p2 Summary only; no Schedule A or B page exists; 2020 form vintage used for a 2024 report; marked 'Seven days before a primary election' AND an amendment dated 2024-06-19; Column A is $0.00 on both lines (Column B aggregates are $401.61 and $301.61) so no contradiction; balance $100.00 unchanged.
Moreno-Carlos__F6C587F1,2024,"Moreno, Carlos ",County Council,F6C587F1-16F4-4835-9DD9-205170471A4B,Year-End Financial Disclosure,01/31/25,2,raw/easyvote/Moreno-Carlos__F6C587F1.pdf,no-schedule-page,standard-report,no-schedule-page,,,,no-schedule-page,,,,,,0,none,$0.00,$0.00,read from Summary Page 2026-08-20 (no prior cache),0,,2-page year-end filing (cover + Summary only); Column A is $0.00 on both lines so there is no contradiction; Column B aggregates are non-zero ($112 229.36 / $87 376.02) and are cycle-to-date figures not period activity
Moreno-Carlos__98120E99,2024,"Moreno, Carlos ",County Council,98120E99-D7C6-4EDD-989E-A32F0183D9DF,Financial Disclosure - April 5,04/05/24,9,raw/easyvote/Moreno-Carlos__98120E99.pdf,has-attachment-detail,standard-report,has-detail,25,counted,county-form,has-detail,63,counted,county-form,1,1,0,address-only,"$24,690.90","$10,558.76",read from Summary Page 2026-08-20 (no prior cache),0,3-9,p3-p4 SchedA (15/10) p5-p9 SchedB (14/14/14/14/7); Schedule A prints TOTAL $23090.90 vs Summary $24690.90 - the difference is the two In-Kind rows ($1000+$600); address bar hides city/state; form titled 2020 but dated 04/05/24
Moreno-Carlos__1E134A89,2024,"Moreno, Carlos ",County Council,1E134A89-9191-410C-8B41-72FEC731F5BC,June 18,06/18/24,11,raw/easyvote/Moreno-Carlos__1E134A89.pdf,has-attachment-detail,standard-report,has-detail,30,counted,county-form,has-detail,87,counted,county-form,1,1,0,address-only,"$45,350.02","$32,298.45",read from Summary Page 2026-08-20 (no prior cache),0,3-11,p3-4 Sched A; p5-11 Sched B; Schedule A prints TOTAL $31350.02 against Summary line 1 $45350.02 - a $14000.00 filer gap; Schedule B total $32298.45 ties exactly to line 2; a handful of Schedule B rows carry dates 06/19-06/29/2024 that post-date the 06/18/24 report date; several recipient names are clipped at the left cell edge (rendering limit)
Moreno-Carlos__C5D5948C,2024,"Moreno, Carlos ",County Council,C5D5948C-B18D-4254-9713-65891F933339,Year-End Financial Disclosure - Amend,08/08/25,2,raw/easyvote/Moreno-Carlos__C5D5948C.pdf,no-schedule-page,standard-report,no-schedule-page,,,,no-schedule-page,,,,,,,none,$0.00,$0.00,read from Summary Page 2026-08-20 (no prior cache),0,,"Two-page filing: cover + Summary only; Year-End box checked AND amendment 2025-08-08; Column A both $0.00 so no contradiction; Column B AGGREGATES are large and non-zero ($112,229.36 contributions / $108,976.02 expenditures) - those are cycle-to-date figures not this period; no Schedule A or B page exists"
Moreno-Carlos__5400AC1D,2024,"Moreno, Carlos ",County Council,5400AC1D-1B71-4E6C-B83B-D9221DBEFCC9,September 16,09/16/24,11,raw/easyvote/Moreno-Carlos__5400AC1D.pdf,has-attachment-detail,standard-report,has-detail,26,counted,county-form,has-detail,94,counted,county-form,1,1,0,address-only,"$23,969.09","$27,787.03",read from Summary Page 2026-08-20 (no prior cache),0,3-11,September 15 report on the 2020 form; all detail is ON-FORM: Schedule A p3-p4 (15+11) and Schedule B p5-p11 (14 rows on each of p5-p10 and 10 on p11); every page prints a SUBTOTAL; INTERNAL DISCREPANCY ON BOTH SIDES: the Schedule A pages print TOTAL CONTRIBUTIONS RECEIVED $17969.09 against Summary line 1 Column A $23969.09 and the Schedule B pages print TOTAL EXPENDITURES MADE $21787.03 against Summary line 2 $27787.03 - each side is short by exactly $6000.00; itemized rows are typed; black bar covers the Complete Mailing Address column only.
Moreno-Carlos__184C8A1B,2024,"Moreno, Carlos ",County Council,184C8A1B-0E4F-4C76-9DA0-B37A02E655A9,October 29- Financial Disclosure,10/29/24,13,raw/easyvote/Moreno-Carlos__184C8A1B.pdf,has-attachment-detail,standard-report,has-detail,52,counted,county-form,has-detail,97,counted,county-form,1,1,0,address-only on Schedule A - the Complete Mailing Address column is blacked so donor city/state/zip do NOT survive; Schedule B is unredacted,"$18,219.35","$22,731.78",read from Summary Page 2026-08-20 (no prior cache),0,3-13,form header reads 2020 Financial Disclosure Report; Schedule A runs p3-p6 (15/15/15/7) and Schedule B runs p7-p13 (14/14/14/14/14/14/13); every page subtotal was checked and sums to its rows; the printed Schedule A TOTAL $11719.35 and Schedule B TOTAL $16231.78 each fall exactly $6500 short of the Summary Column A figures because the two in-kind rows ($4000.00 Tushar Brazilian Express and $2500.00 La Sonora Band) appear on both schedules but are excluded from every subtotal
Morris-Rachelle__0A4FCEF6,2024,"Morris, Rachelle",County Council,0A4FCEF6-BFEB-4789-A2E2-39A264B8AA57,Rachelle Morris 2024 Year End,02/03/25,4,raw/easyvote/Morris-Rachelle__0A4FCEF6.pdf,has-attachment-detail,standard-report,has-detail,6,counted,attach-landscape-date-amount-first-last-address1-address2-city-state-zip-employer-occupation,has-detail,46,counted,attach-date-amount-description-category,1,1,0,address-and-city (contributions attachment bar covers Address Line 1/2 + City + State + Zip; Employer and Occupation survive but are visually row-offset from the name columns); expenditures attachment unredacted,"$2,671.40","$22,220.14",read from Summary Page 2026-08-20 (no prior cache),0,3-4,"Year-end report signed 1/31/25 with a HANDWRITTEN Summary Page; page-order oddity - the document has NO county Schedule A or Schedule B page at all; it goes cover then Summary then straight to two filer spreadsheet exports; p3 is a LANDSCAPE table printed sideways on a portrait page (6 rows; Total $2,671.40 = stated); p4 is a bank/ledger-style export (46 rows; Total -22220.14 - amounts are NEGATIVE signed; magnitude = stated 22,220.14); Column B aggregates handwritten 355,681.51 / 353,792.60"
Morris-Rachelle__0B7E7C78,2024,"Morris, Rachelle",County Council,0B7E7C78-10F2-4005-9018-A646F71DC187,"Rachelle- April 5, 2024",04/05/24,12,raw/easyvote/Morris-Rachelle__0B7E7C78.pdf,has-attachment-detail,standard-report,has-detail,200,counted,attach-date-amount-first-last-address-city-state-zip-employer-occupation,has-detail,70,counted,attach-date-amount-vendor-purpose,1,1,0,address-and-city,"$108,695.16","$86,993.89",read from Summary Page 2026-08-20 (no prior cache),0,5-12,"County Schedule A p3 and Schedule B p4 are stubs but NOT empty - each carries ONE row reading ""See attachment"" with the full period amount and the county TOTAL fields filled; contributions are p5-p9 (48 + 49 + 49 + 49 + 5 rows plus a bare total cell $108695.16 - p5 carries the header row); expenditures are p10-p12 (31 + 31 + 8 rows plus a bare total cell) and are printed as NEGATIVE amounts summing to -$86993.89; the black bar spans Address/City/State/Zip so donor city/state do NOT survive; the signature block prints the words ""not been signed"" where the signature belongs; cover is the 2020 form vintage"
Morris-Rachelle__66CEE03B,2024,"Morris, Rachelle",County Council,66CEE03B-0428-4C9E-91C7-84DDA1166C3F,rm@voterachellemorris.com,06/18/24,9,raw/easyvote/Morris-Rachelle__66CEE03B.pdf,has-attachment-detail,standard-report,has-detail,84,counted,attach-landscape-date-amount-first-last-address-city-state-zip-employer-occupation,has-detail,92,counted,attach-date-amount-vendor-description,1,1,0,on the contributions attachment a black block covers Address Line 1 / Address Line 2 / City / State / Zip so donor city/state/zip do NOT survive; date/amount/first/last/employer/occupation survive; the expenditures attachment is unredacted,"75,497.22","65,765.36",read from Summary Page 2026-08-20 (no prior cache),0,"4-5,7-9",the county Schedule A and Schedule B pages are BLANK STUBS reading See Attached; the contributions attachment is a two-page LANDSCAPE spreadsheet (46 rows on p4 and 38 on p5) printing TOTAL $75497.22 which matches Summary line 1 exactly; the expenditures attachment runs p7-p9 (43/44/5) printing TOTAL -$65765.36 which matches line 2 - all expenditure amounts are written as negatives; on the contributions scan the Employer and Occupation values sit one row low relative to the names; the Summary Page itself is filled in by hand
Morris-Rachelle__250F447D,2024,"Morris, Rachelle",County Council,250F447D-76B7-4DF7-A302-AB1B7252D678,Sep 16 Filing,09/16/24,9,raw/easyvote/Morris-Rachelle__250F447D.pdf,has-attachment-detail,standard-report,has-detail,79,counted,attach-landscape-donationdate-netamount-first-last-address1-address2-city-state-zip-employer-occupation,has-detail,76,counted,attach-date-amount-vendor-description,1,1,0,address-and-city,"93,838.27","38,490.71",read from Summary Page 2026-08-20 (no prior cache),0,"4-5,7-9",county Schedule A (p3) and Schedule B (p6) are BLANK STUBS with 'See Attached' written across them; the attachments are LANDSCAPE and stored ROTATED 90deg inside the PDF - they must be rotated to be read; contributions p4 (45 rows) + p5 (34 rows) end in a grand total $93838.27 and expenditures p7 (31) + p8 (31) + p9 (14) end in TOTAL -$38490.71 - both tie EXACTLY to Summary Column A; expenditure amounts are printed NEGATIVE; six contribution rows (2024-06-17) are NEGATIVE refunds; the contribution attachment's black block spans Address Line 1 + Address Line 2 + CITY + STATE + ZIP so donor city/state/zip do NOT survive here; the expenditure attachment is unredacted; Summary Page figures are handwritten while both attachments are typed
Morris-Rachelle__70D5D5D2,2024,"Morris, Rachelle",County Council,70D5D5D2-E8C4-41A4-A8DC-3B9508688957,"Rachelle-September 16, 2024",09/18/24,9,raw/easyvote/Morris-Rachelle__70D5D5D2.pdf,has-attachment-detail,standard-report,has-detail,79,counted,attach-landscape-date-amount-first-last-address1-address2-city-state-zip-employer-occupation,has-detail,76,counted,attach-date-amount-vendor-description,1,1,0,address-city-state-zip,"93,838.27","38,490.71",read from Summary Page 2026-08-20 (no prior cache),0,"4-5,7-9",September 16 report on the 2024 form; cover and Summary are handwritten; Schedule A (p3) and Schedule B (p6) are stubs with 'See Attached' written across them; the real lines are ruled LANDSCAPE spreadsheet exports printed sideways: contributions p4 (45 rows) + p5 (34 rows) ending $93838.27; expenditures p7 (31) + p8 (31) + p9 (14) ending TOTAL -$38490.71; both reconcile exactly with the Summary; expenditure amounts are printed as NEGATIVE numbers; six contribution rows are negative refund adjustments to one donor; the bar covers Address Line 1 and Address Line 2 and City and State and Zip so no geography survives.
Morris-Rachelle__16E060F6,2024,"Morris, Rachelle",County Council,16E060F6-6012-4E15-86EF-1DCBC7791B98,Rachelle Morris Oct 29,10/29/24,8,raw/easyvote/Morris-Rachelle__16E060F6.pdf,has-attachment-detail,standard-report,has-detail,58,counted,attach-landscape-date-amount-first-last-address-city-state-zip-employer-occupation,has-detail,72,counted,attach-date-amount-vendor-description,1,1,0,address-and-city-and-state-and-zip,"27,151.62","123,817.50",read from Summary Page 2026-08-20 (no prior cache),0,"4-5,7-8",all Summary Page figures are handwritten; county Schedule A p3 and Schedule B p6 are blank stubs reading See Attached in handwriting; contribution attachment pages 4-5 are rotated 90 degrees landscape and print TOTAL 27151.62 which matches Summary line 1 exactly; expenditure attachment pages 7-8 print TOTAL -123817.50 with every amount shown as a negative and this matches Summary line 2; black bar spans Address Line 1 and Address City and State and Zip
Olson-Katie__BF2B7006,2024,"Olson, Katie",County Council,BF2B7006-B995-4B07-903C-9CB65E657385,katie@votekatieolson.com,01/31/25,11,raw/easyvote/Olson-Katie__BF2B7006.pdf,has-attachment-detail,standard-report,has-detail,32,numbered,attach-date-name-address-occupation-amount,has-detail,74,numbered,attach-date-amount-recipient-purpose,1,0,0,address-only,"$1,418.62","$6,161.74",read from Summary Page 2026-08-20 (no prior cache),0,"4-5,7-8",county Schedule A p3 and Schedule B p6 are blank stubs reading See attached; the attachments are spreadsheet exports that number their own rows - contributions run 2 through 33 and expenditures run 2 through 75 with row 1 being the header - so both counts are read off the numbering; neither attachment prints a total line; p9-p11 are blank Other Campaign Accounts pages
Olson-Katie__9D62BDC6,2024,"Olson, Katie",County Council,9D62BDC6-0328-4F4C-BC56-92717A348E33,20240406 Report,04/05/24,19,raw/easyvote/Olson-Katie__9D62BDC6.pdf,has-attachment-detail,standard-report,has-detail,97,numbered,attach-date-name-address-occupation-employer-amount,has-detail,202,numbered,attach-date-amount-recipient-purpose,1,0,0,address-only-incl-city-state-zip,"16,268.00","14,176.39",read from Summary Page 2026-08-20 (no prior cache),0,"4-9,11-16",county Schedule A p3 and Schedule B p10 are blank See attached stubs; the attachments are spreadsheet exports that print their own row numbers - contributions rows 2-98 = 97 lines over p4-p9 and expenditures rows 2-203 = 202 lines over p11-p16; neither attachment prints a subtotal or total; blank Other Campaign Accounts section p17-p19; several expenditure recipient names wrap across a merged unnumbered band
Olson-Katie__0C3BF615,2024,"Olson, Katie",County Council,0C3BF615-2372-4A3A-BE4E-C1D9D663B89A,katie@votekatieolson.com,06/18/24,19,raw/easyvote/Olson-Katie__0C3BF615.pdf,has-attachment-detail,standard-report,has-detail,101,numbered,attach-date-name-address-occupation-amount,has-detail,208,numbered,attach-date-amount-recipient-purpose,1,0,0,address-only (Complete Mailing Address column blacked on the contributions attachment; Occupation/Employer survives; no separate city/state column so donor city/state do NOT survive); expenditures attachment unredacted,"$10,240.95","$9,570.33",read from Summary Page 2026-08-20 (no prior cache),0,"4-9,11-16",Seven-days-before-primary interim; county Sch A (p3) and Sch B (p10) are BLANK STUBS reading 'See Attached'/'See attached'; the detail is the filer's Excel export which PRINTS ITS OWN ROW NUMBERS - contributions p4-p9 run spreadsheet rows 2-102 (101 data rows) and expenditures p11-p16 run rows 2-209 (208 data rows) so the counts are read off the last number; NEITHER attachment prints a subtotal or total line so there is no reconciliation gate; blank Other-Campaign-Accounts block at p17-p19 with 'N/A' written on the itemized-contributions page; several contribution rows are marked In-Kind Donation
Olson-Katie__287617F3,2024,"Olson, Katie",County Council,287617F3-DAC5-4443-A1C3-765BBDE79B78,katie@votekatieolson.com,09/16/24,22,raw/easyvote/Olson-Katie__287617F3.pdf,has-attachment-detail,standard-report,has-detail,138,numbered,attach-date-contributor-address-occupation-amount,has-detail,268,numbered,attach-date-amount-recipient-purpose,1,0,0,address-only,20990.59,8595.48,read from Summary Page 2026-08-20 (no prior cache),0,"4-11,13-19",CALIBRATION(lead agent); the largest single filing found in the cohort; both attachments are spreadsheet exports whose own row numbers run to 139 and 269 including the header row so data rows are 138 and 268; NO per-page subtotals are printed on either attachment - the only gate is the Summary Page figure; p20-22 are the Other Campaign Accounts summary and its two blank itemized pages marked N/A
Olson-Katie__9C3E9AC2,2024,"Olson, Katie",County Council,9C3E9AC2-E76A-4D48-AB70-50D857407DF7,katie@votekatieolson.com,10/29/24,22,raw/easyvote/Olson-Katie__9C3E9AC2.pdf,has-attachment-detail,standard-report,has-detail,126,numbered,attach-sheet-numbered-date-name-address-occupationemployer-amount,has-detail,243,numbered,attach-sheet-numbered-date-amount-recipient-purpose,1,0,0,address-only; Complete Mailing Address blacked; the sheet has no separate city/state/zip columns so donor city does NOT survive,24241.40,33864.21,read from Summary Page 2026-08-20 (no prior cache),0,"4-11,13-19",doc_name in the index is an email address (katie@votekatieolson.com) not a report title - flagged not relabeled; p3/p12 are See attached stubs; attachments are spreadsheet exports whose printed row numbers run 2-127 (contributions) and 2-244 (expenditures) with the header occupying row 1; NEITHER attachment prints a total and the county stub total fields were left blank so there is no reconciliation gate; p20-p22 are a blank Other Campaign Accounts section
Padilla-Vega-Jeanette__ED57ECD9,2024,"Padilla Vega, Jeanette",County Council,ED57ECD9-8C06-4186-81D4-61EE0CDC805A,County financial disclosure,05/28/25,2,raw/easyvote/Padilla-Vega-Jeanette__ED57ECD9.pdf,no-schedule-page,standard-report,no-schedule-page,,,,no-schedule-page,,,,0,0,0,none,$0.00,$0.00,read from Summary Page 2026-08-20 (no prior cache),0,,two-page filing - cover plus Summary Page only with no Schedule A or Schedule B page; every figure is 0.00 including the beginning and ending balance so no contradiction; FINAL / DISSOLUTION REPORT is checked; the cover is the newer untitled-year form carrying Period ending March 31 and Midterm Vacancy options and is signed 05/28/25 even though the batch assigns cycle 2024
Padilla-Vega-Jeanette__EBA2BFE3,2024,"Padilla Vega, Jeanette",County Council,EBA2BFE3-E5B8-499C-9F5D-FAC32D6368FF,Financial Disclosure,05/28/25,2,raw/easyvote/Padilla-Vega-Jeanette__EBA2BFE3.pdf,no-schedule-page,standard-report,no-schedule-page,,,,no-schedule-page,,,,0,0,0,none,$0.00,$0.00,read from Summary Page 2026-08-20 (no prior cache),0,,MISLABEL FLAG (not re-labeled) - the form is the 2023 Financial Disclosure Report For a METRO TOWNSHIP Candidate and its interim-report checkboxes are the odd-year municipal schedule (August 29 / October 5 / October 24 / November 14 / December 21) yet the office written in is County Council District 1; marked an amendment dated 2025-05-28 and signed 05/28/25 despite the 2024 cycle assignment; two pages only - cover plus Summary all $0.00
Park-Bradley__4432875E,2024,"Park, Bradley",Surveyor,4432875E-2296-4861-8A64-6685D165A9EE,"April 5th, 2024",04/05/24,5,raw/easyvote/Park-Bradley__4432875E.pdf,has-attachment-detail,standard-report,has-detail,11,counted,county-form,has-detail,25,counted,county-form,1,1,0,address-only,"$9,201.04","$7,556.52",read from Summary Page 2026-08-20 (no prior cache),0,3-5,p3 Sched A; p4-5 Sched B; Schedule A total $9201.04 and Schedule B total $7556.52 both tie EXACTLY to Summary Column A; three Schedule A rows are cents-level credit-union interest entries ($0.21/$0.45/$0.38); several Schedule B recipient names are clipped at the left cell edge (rendering limit)
Pinkney-Natalie__4F50E512,2024,"Pinkney, Natalie",County Council,4F50E512-978E-42E8-B349-385419F4E928,6/18/24 Financial Report,06/18/24,16,raw/easyvote/Pinkney-Natalie__4F50E512.pdf,has-attachment-detail,standard-report,has-detail,126,approx,county-form,has-detail,66,counted,county-form,1,1,0,address-only; the Complete Mailing Address column is fully blacked so donor city/state/zip do NOT survive,"$18,187.55","$21,694.27",read from Summary Page 2026-08-20 (no prior cache),0,3-16,form header reads 2020 Financial Disclosure Report; Schedule A runs p3-p11 with eight full 15-row pages and 6 rows on p11 - I enumerated p3 p4 and p11 and inferred 15 for p5-p10 so the 126 is approx; Schedule B runs p12-p16 (14/14/14/14/10) enumerated in full; every page subtotal on BOTH sides sums exactly to the Summary Column A figure - the cleanest reconciliation in this batch
Rider-Erin__5A1FD258,2024,"Rider, Erin",Mayor,5A1FD258-A9D8-44A5-B32D-58B7247927EB,Year End Report,01/31/24,5,raw/easyvote/Rider-Erin__5A1FD258.pdf,has-attachment-detail,standard-report,has-detail,21,counted,county-form,has-detail,2,counted,county-form,1,1,0,address-only,26450.00,3126.80,read from Summary Page 2026-08-20 (no prior cache),0,3-5,Year-end report dated 1/31/2024 on the 2024 form covering December 2023; all detail is ON-FORM and typed (only the page numbers and the Column B figures on the Summary are handwritten); Schedule A p3 (15 rows; subtotal 6400.00) and p4 (6 rows; subtotal 20050.00) sum to the printed total 26450.00 which reconciles exactly with Summary line 1; Schedule B p5 (2 rows) totals 3126.80 and reconciles with line 2; several 6000.00 contributions.
Sanchez-Paul__0EFB15FB,2024,"Sanchez, Paul",County Council,0EFB15FB-BB72-48C4-B1AF-BECF8772B6D8,Midterm Vacancy,06/12/25,7,raw/easyvote/Sanchez-Paul__0EFB15FB.pdf,empty-schedule,standard-report,empty-schedule,0,counted,,empty-schedule,0,counted,,1,1,0,none,$0,$0,read from Summary Page 2026-08-20 (no prior cache),0,,Midterm Vacancy filing signed 6/10/25 on the undated (2026-family) form; ALL SEVEN pages are the blank county grid: p3 Schedule A and p4 Schedule B are present and completely empty (real zeros against $0 stated totals) and p5-p7 are the equally blank Other Campaign Accounts Summary + its two itemized pages; no subtotal figures are written anywhere; MISLABEL WORTH FLAGGING: the cover's Office field reads 'South Salt Lake City Council' while Office Sought reads 'SL County Council' District 1 - flagged not relabelled.
Settterberg-Kent__5E93A88F,2024,"Settterberg, Kent",Surveyor,5E93A88F-5EA0-4AE5-BEDB-AB93F54C4C17,County and Local School Board Financial Disclosure Form,06/18/24,8,raw/easyvote/Settterberg-Kent__5E93A88F.pdf,has-attachment-detail,standard-report,has-detail,32,counted,county-form,has-detail,36,counted,county-form,1,1,0,address-only-incl-city-state-zip,"$10,823.16","$9,286.68",read from Summary Page 2026-08-20 (no prior cache),0,3-8,cover is the 2020 form version; seven-days-before-primary interim signed 06/18/24 for County Surveyor; contributions p3-p5 (15+15+2 lines) and expenditures p6-p8 (14+14+8 lines); many Schedule A lines are candidate or family LOAN entries and one is a convention fee; page subtotals sum exactly to the stated totals
