motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file
116,23,1,4,"moved approve Ordinance No. 21-01, approving a text amendment to Taylorsville Municipal Code Title 17 involving Storm Drainage and Flood Control Development, to align with Utah statutes",Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,7,13,1,minutes/2021/2021-01-04/2021-01-06_city-council.md
117,23,1,5,"moved approve Resolution 21-01, resolving to withdraw from the Social Security Program",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,1,1,minutes/2021/2021-01-04/2021-01-06_city-council.md
118,23,1,6,"moved approve Resolution 21-04, consenting to a ninth extension of the local state of emergency through March 3, 2021",Resolution,4-1 Pass,Pass,council_vote,,approve,keyword,high,,,,7,18,1,minutes/2021/2021-01-04/2021-01-06_city-council.md
119,23,1,7,moved adjourn. Chair Harker,Procedural/Administrative,,Pass,council_vote,,procedural,keyword,high,,,,8,,0,minutes/2021/2021-01-04/2021-01-06_city-council.md
120,24,1,1,"moved approve the minutes from the January 6, 2021 Work Session and Regular meeting",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,8,18,1,minutes/2021/2021-01-18/2021-01-20_city-council.md
121,24,1,2,"moved approve the budget line item relating to the leasing of police vehicles, with the other amendments to be considered at a subsequent meeting",Other,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,8,1,1,minutes/2021/2021-01-18/2021-01-20_city-council.md
122,24,1,3,moved convene a closed session in order to hold a strategy session concerning the sale or purchase of real property,Contract/Purchase,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,8,18,1,minutes/2021/2021-01-18/2021-01-20_city-council.md
123,25,1,1,"moved approve the minutes from the January 20, 2021 City Council Meeting",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,13,1,minutes/2021/2021-02-01/2021-02-03_city-council.md
124,25,1,2,moved convene a closed session to discuss the character or professional competence of individuals,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,1,18,1,minutes/2021/2021-02-01/2021-02-03_city-council.md
125,25,1,3,"moved approve Resolution 21-05, amending the adopted budget for FY2020-2021",Budget Amendment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,13,1,minutes/2021/2021-02-01/2021-02-03_city-council.md
126,26,1,1,"moved approve the minutes from February 3, 2021 as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,13,18,1,minutes/2021/2021-02-15/2021-02-17_city-council.md
127,26,1,2,"moved approve Resolution No. 21-07, supporting the Western Growth Coalition’s 2021 Legislative Transportation Priorities",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,1,1,minutes/2021/2021-02-15/2021-02-17_city-council.md
128,26,1,3,moved adjourn,Procedural/Administrative,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,8,1,0,minutes/2021/2021-02-15/2021-02-17_city-council.md
129,27,1,1,"moved approve the minutes from February 17, 2021 as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,1,1,minutes/2021/2021-03-01/2021-03-03_city-council.md
130,27,1,2,moved deny Resolution 21-09,Resolution,3-2 Fail,Fail,council_vote,,deny,keyword,high,,,,18,8,1,minutes/2021/2021-03-01/2021-03-03_city-council.md
131,27,1,3,"moved approve Resolution 21-09, extending the Local State of Emergency due to COVID-19 for another 60 days",Resolution,,Pass,council_vote,,approve,keyword,high,,,,7,13,0,minutes/2021/2021-03-01/2021-03-03_city-council.md
132,27,1,4,"moved approve Resolution 21-09, extending the Local State of Emergency due to COVID-19 until April 7, 2021",Resolution,3-2 Pass,Pass,council_vote,,approve,keyword,high,,,,7,13,1,minutes/2021/2021-03-01/2021-03-03_city-council.md
133,27,1,5,moved adjourn,Procedural/Administrative,,Pass,council_vote,,procedural,keyword,high,,,,8,18,0,minutes/2021/2021-03-01/2021-03-03_city-council.md
134,28,1,1,"moved approve the minutes of March 3, 2021",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,1,1,minutes/2021/2021-03-15/2021-03-17_city-council.md
135,28,1,2,"moved adjourn, and Chair Cochran",Procedural/Administrative,,Pass,council_vote,,procedural,keyword,high,,,,18,,0,minutes/2021/2021-03-15/2021-03-17_city-council.md
136,29,1,1,"moved approve Resolution 21-12, consenting to the appointment of Christopher Bown as the Judge of the Taylorsville Justice Court",Appointment,4-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,8,1,minutes/2021/2021-04-05/2021-04-07_city-council.md
137,29,1,2,"moved approve the minutes of March 17, 2021",Procedural/Administrative,4-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,13,1,minutes/2021/2021-04-05/2021-04-07_city-council.md
138,29,1,3,"moved approve Resolution 21-11, adopting the One-Year Action Plan for the Forty-Seventh Year of Community Development Block Grant Funding and Home Investment Partnership Funding (2021-2022); and approving an Interlocal Cooperation Agreement between the City of Taylorsville and the U.S. Department of Housing and Urban Development",Interlocal,4-0 Pass,Pass,council_vote,,approve,keyword,high,,,,8,13,1,minutes/2021/2021-04-05/2021-04-07_city-council.md
139,29,1,4,"moved approve Resolution 21-13, consenting to the reorganization of the Wasatch Front Waste and Recycling District as a Local District",Resolution,4-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,18,1,minutes/2021/2021-04-05/2021-04-07_city-council.md
140,29,1,5,moved adjourn. Councilmember Harker,Procedural/Administrative,,Pass,council_vote,,procedural,keyword,high,,,,8,18,0,minutes/2021/2021-04-05/2021-04-07_city-council.md
141,30,1,1,moved appoint Russ Howell to serve on the Parks and Recreation Committee,Appointment,5-0 Pass,Pass,council_vote,,,unclassified,low,,,,8,18,1,minutes/2021/2021-04-19/2021-04-21_city-council.md
142,30,1,2,"moved approve Resolution No. 21-10, approving a license agreement between the City of Taylorsville and Google Fiber Utah, LLC",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,1,1,minutes/2021/2021-04-19/2021-04-21_city-council.md
143,30,1,3,"moved approve the minutes of April 7, 2021",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,1,13,1,minutes/2021/2021-04-19/2021-04-21_city-council.md
144,30,1,4,moved deny Ordinance No. 21-03,Ordinance,4-1 Pass,Pass,council_vote,,deny,keyword,high,,,,1,18,1,minutes/2021/2021-04-19/2021-04-21_city-council.md
145,30,1,5,moved deny Ordinance No. 21-04,Ordinance,4-1 Pass,Pass,council_vote,,deny,keyword,high,,,,1,18,1,minutes/2021/2021-04-19/2021-04-21_city-council.md
146,30,1,6,"moved approve Resolution No. 21-14, approving an interlocal agreement between the City of Taylorsville and Salt Lake County for election services",Interlocal,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,1,1,minutes/2021/2021-04-19/2021-04-21_city-council.md
147,30,1,7,moved convene a closed session to discuss the purchase or sale of real property,Contract/Purchase,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,8,18,0,minutes/2021/2021-04-19/2021-04-21_city-council.md
148,31,1,1,"moved adopt Resolution No. 21-15, accepting the Tentative Budget for the 2021-2022 Fiscal Year",Budget Amendment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,8,13,1,minutes/2021/2021-05-03/2021-05-05_city-council.md
149,31,1,2,"moved approve Ordinance No. 21-05, amending the General Plan Proposed Land Use Map for property located at 3815-3879 West 5400 South from RC to HDMU with the conditions that the Mayor is not authorized to sign the ordinance and it will not become effective unless and until the Development Agreement between the City of Taylorsville and the Thackeray Company is approved by the City Council and executed by both parties and the Thackeray Company has finalized purchase of the property. If these conditions are not satisfied on or before December 1, 2021, this ordinance shall not take effect and the ",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,8,singleton,high,1,18,1,minutes/2021/2021-05-03/2021-05-05_city-council.md
150,31,1,3,"moved approve Ordinance No. 21-06, adopting the SSD-X-West Point zoning classification for property located at 3815-3879 West 5400 South with the condition that the Mayor is not authorized to sign the ordinance and it will not become effective unless and until the Development Agreement between the City of Taylorsville and the Thackeray Company is approved by the City Council and executed by both parties and the Thackeray Company has finalized purchase of the property. If these conditions are not satisfied on or before December 1, 2021, this ordinance shall not take effect",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,9,singleton,high,18,13,1,minutes/2021/2021-05-03/2021-05-05_city-council.md
151,31,1,4,"moved adopt Ordinance No. 21-07, amending the Taylorsville Zoning Map for property located at 3815-3879 West 5400 South from RC to SSD-X-West Point with the conditions that the Mayor is not authorized to sign the ordinance and it will not become effective unless and until the Development Agreement between the City of Taylorsville and the Thackeray Company is approved by the City Council and executed by both parties and the Thackeray Company has finalized purchase of the property. At the completion of the foresaid conditions, the Mayor will then be authorized to sign the ordinance. If these con",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,10,singleton,high,8,1,1,minutes/2021/2021-05-03/2021-05-05_city-council.md
152,31,1,5,"moved approve Resolution No. 21-16, as outlined by Mr. Cowdell",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,8,13,1,minutes/2021/2021-05-03/2021-05-05_city-council.md
153,31,1,6,moved adjourn the regular City Council meeting and convene a meeting of the Redevelopment Agency Board,Land-Use/Zoning,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,11,singleton,high,13,18,0,minutes/2021/2021-05-03/2021-05-05_city-council.md
154,32,1,1,"moved approve Resolution No. 21- 18, approving an Interim Agreement for the Transfer of Assets to Taylorsville, reserving other issues",Resolution,4-0 Pass,Pass,council_vote,,approve,keyword,high,,,,1,13,1,minutes/2021/2021-05-17/2021-05-19_city-council.md
155,32,1,2,"moved approve the minutes of the April 21, 2021 City Council meeting as presented",Procedural/Administrative,4-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,1,1,minutes/2021/2021-05-17/2021-05-19_city-council.md
156,32,1,3,"moved adopt Ordinance No. 21- 08, approving a Zoning Map Amendment from Single- Family Residential ( R-1- 10) to Professional Office( PO) for 0. 66 Acres of Property located at 1633 West 6235 South",Land-Use/Zoning,4-0 Pass,Pass,council_vote,,approve,keyword,high,12,singleton,high,18,13,1,minutes/2021/2021-05-17/2021-05-19_city-council.md
157,32,1,4,"moved table Ordinance 21- 09 to allow staff time for further study— specifically, to investigate how many areas of the city would be affected by the ordinance",Ordinance,4-0 Pass,Pass,council_vote,,,unclassified,low,,,,1,13,1,minutes/2021/2021-05-17/2021-05-19_city-council.md
158,32,1,5,"moved adopt Ordinance No. 21- 10, approving a Zoning Map Amendment to Section 13. 08. 020; Section 13. 23. 170; Section 13. 24.080; Section 13.36. 030; Section 13. 36. 050 and Section 13.36. 190 of the Taylorsville Land Development Code, related to Drive-Through Facilities",Land-Use/Zoning,4-0 Pass,Pass,council_vote,,approve,keyword,high,13,singleton,high,1,18,1,minutes/2021/2021-05-17/2021-05-19_city-council.md
159,32,1,6,moved table Resolution 21- 19 so that staff could update the final budget with the council' s stated amendments,Budget Amendment,4-0 Pass,Pass,council_vote,,,unclassified,low,,,,7,13,1,minutes/2021/2021-05-17/2021-05-19_city-council.md
160,32,1,7,"moved approve Resolution No. 21- 20, adopting the final budget for the Fiscal Year ending July 1, 2021",Budget Amendment,4-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,13,1,minutes/2021/2021-05-17/2021-05-19_city-council.md
161,33,1,1,"moved approve the minutes from May 5, 2021, as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,1,1,minutes/2021/2021-05-31/2021-06-02_city-council.md
162,33,1,2,moved deny Ordinance No. 21-11 as presented,Ordinance,5-0 Pass,Pass,council_vote,,deny,keyword,high,,,,18,13,1,minutes/2021/2021-05-31/2021-06-02_city-council.md
163,33,1,3,"moved approve Resolution 21-17, reallocating $190,133.14 of CDBG funding from Fiscal Year 2014 for the purpose of installing curb, gutter, and sidewalk, and replacing several ADA ramps at several locations within the city",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,8,1,1,minutes/2021/2021-05-31/2021-06-02_city-council.md
164,33,1,4,"moved approve Resolution 21-19, adopting the Final Budget for Fiscal Year beginning July 1, 2021, and ending June 30, 2022, as amended",Budget Amendment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,1,13,1,minutes/2021/2021-05-31/2021-06-02_city-council.md
165,33,1,5,moved adjourn the regular city council meeting and convene a meeting of the Redevelopment Agency Board. He then indicated there would be a closed session of the city council for a strategy session to discuss reasonably imminent litigation as well as the purchase or sale of real property,Land-Use/Zoning,5-0 Pass,Pass,council_vote,,procedural,keyword,high,14,singleton,high,8,13,1,minutes/2021/2021-05-31/2021-06-02_city-council.md
166,34,3,1,"moved approve the Minutes from the May 19, 2021, RDA Board Meeting as amended. Board Member Burgess",Procedural/Administrative,5-0 Pass,Pass,rda_vote,,procedural,keyword,high,,,,18,13,1,minutes/2021/2021-05-31/2021-06-02_rda-board-meeting.md
167,34,3,2,moved APPROVE Resolution No. RDA 21- 03. Board Member Barbieri,Resolution,5-0 Pass,Pass,rda_vote,,approve,keyword,high,15,singleton,high,8,1,1,minutes/2021/2021-05-31/2021-06-02_rda-board-meeting.md
168,34,3,3,moved adjourn the RDA meeting and move to the noticed closed session. Board Member Burgess,Procedural/Administrative,5-0 Pass,Pass,rda_vote,,procedural,keyword,high,16,singleton,high,8,13,1,minutes/2021/2021-05-31/2021-06-02_rda-board-meeting.md
169,35,1,1,"moved approve Resolution No. 21-24, appointing Lt. Brett Miller as a Deputy Chief of the Taylorsville Police Department",Appointment,4-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,13,1,minutes/2021/2021-06-14/2021-06-16_city-council.md
170,35,1,2,"moved approve the minutes from May 19, 2021 as presented",Procedural/Administrative,4-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,13,1,minutes/2021/2021-06-14/2021-06-16_city-council.md
171,35,1,3,"moved approve Resolution 21-21, reallocating approximately $758,694.52 of funding from FY2015, 2016, 2017, 2018 and 2019 CDBG Annual Action Plans to Improve the Viability of the Carriage Square Shopping Center located at 4166 South 1785 West through Updated Signage, Parking Area Design and Resurfacing, and Building Façade Improvements",Resolution,4-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,18,1,minutes/2021/2021-06-14/2021-06-16_city-council.md
172,35,1,4,"moved approve Resolution 21-22, adopting the Certified Rate of Tax and Levying of Taxes Upon All Real and Personal Property within the City for Fiscal Year beginning July 1, 2021, and ending June 30, 2021",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,1,13,1,minutes/2021/2021-06-14/2021-06-16_city-council.md
173,35,1,5,"moved approve Resolution 21-23, adopting a Policy Manual for the Taylorsville Police Department",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,1,1,minutes/2021/2021-06-14/2021-06-16_city-council.md
