EventItemId,EventItemEventId,_body_id,EventItemTitle,EventItemMatterId,EventItemMatterName,EventItemMatterType,EventItemMover,EventItemSeconder,EventItemPassedFlagName,EventItemActionName,EventItemAgendaSequence,EventItemMinutesSequence
49901,3314,265,Budget Adjustment: Mayor’s Finance and Administration Requests a Budget Adjustment to True Up the Incremental Property Tax Pass Through Amount that the County Remits to the Convention Center Hotel.,8116,,Discussion Items,Arlyn Bradshaw,Dave Alvord,Pass,approved and forwarded,10,11
49905,3314,265,Budget Adjustment: Mayor’s Finance and Administration Requests $5.6M for the ESR Fund to Cover Increases in 2022 Actual Medical Claims and Anticipated Claims and Reinsurance Premiums in 2023.,8118,,Discussion Items,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved and forwarded,11,13
49906,3314,265,"Budget Adjustment: IT Requests an Appropriation Unit Shift of the $700,000 from the Office Furniture and Equipment Account to the Appropriate Expenditure Account for the Approved County-Wide Video Conferencing Equipment Project.",8119,,Discussion Items,Dea Theodore,Arlyn Bradshaw,Pass,approved and forwarded,12,15
50101,3314,265,,,,,Dave Alvord,Dea Theodore,Fail,approved,,31
50102,3314,265,,,,,Arlyn Bradshaw,Ann Granato,Pass,approved and forwarded,,32
50103,3314,265,,,,,,,,,,6
50104,3314,265,,,,,,,,,,8
50105,3314,265,,,,,,,,,,10
50106,3314,265,,,,,,,,,,12
50107,3314,265,,,,,,,,,,14
50108,3314,265,,,,,,,,,,16
50109,3314,265,,,,,,,,,,18
50110,3314,265,,,,,,,,,,20
50111,3314,265,,,,,,,,,,23
50112,3314,265,,,,,,,,,,25
50113,3314,265,,,,,,,,,,27
50114,3314,265,,,,,,,,,,29
50115,3314,265,,,,,,,,,,33
50116,3314,265,,,,,,,,,,39
49935,3316,265,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711.

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.",,,,,,,,1,
49936,3316,265,"This meeting will be simulcast electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at:

https://slco.webex.com/slco/onstage/g.php?MTID=e7b76db2b6b02e5b379fee272275a2496

Individuals wishing to comment electronically must access the meeting using the Webex link above by the beginning of the “Citizen Public Input” portion of the meeting. If an individual is unable to attend the meeting, they may also email their comments to councilwebex@slco.org by 10:00 AM the day of the meeting to have those comments distributed to the Council and read into the record at the appropriate time.

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. 

Please include ""Resident"" ahead of your first name when you join the meeting or you will
not be identified as wanting to give comment.

This website has helpful tips for using Webex for Events:
https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events",,,,,,,,2,
49937,3316,265,CALL TO ORDER,,,,,,,,3,1
49938,3316,265,CITIZEN PUBLIC INPUT ,,,,,,,,4,2
49939,3316,265,DISCUSSION ITEMS:,,,,,,,,5,3
49940,3316,265,"Resolution for Lease Agreement Between Salt Lake County and Utah Community Action for the Copperview Recreation Center, Millcreek Recreation Center, and Redwood Recreation Center.",8029,,Discussion Items,Richard Snelgrove,Arlyn Bradshaw,Pass,approved and forwarded,15,21
49941,3316,265,Update on Nurse Recruitment Efforts and Request for Support to Recruit Mental Health Professionals and Substance Use Counselors,8074,,Discussion Items,Aimee Winder Newton,Steve DeBry,Pass,approved and forwarded,16,23
49942,3316,265,Presentation on the Proposed Amendment to Salt Lake County’s Unincorporated Moderate Income Housing Plan,8120,,Discussion Items,,,,,19,30
49943,3316,265,Health Equity Bureau Overview,8128,,Discussion Items,,,,,18,29
49945,3316,265,"Proposed Hire Report / Incentive Plans under $3,000 / Weekly Reclassification Report",8130,,Discussion Items,,,,,6,4
49946,3316,265,"Clark Planetarium Board Appointments

Appointments:
Jonathan Ebbeler, District 4 
Madelaine Miller Anderson, District 6
Marisol Perez Gonzales, District 6
Rodney Parker, District 6",8131,,Discussion Items,Richard Snelgrove,Steve DeBry,Pass,approved and forwarded,11,13
49947,3316,265,"Salt Lake County ZAP Tier I Board Appointment

Appointments:
Don Tingey, District 5",8132,,Discussion Items,Jim Bradley,Dave Alvord,Pass,approved and forwarded,13,17
49948,3316,265,"Salt Lake County ZAP Tier II Board Appointment

Appointments:

Mayor Karen Lang - District 3
Ryan Riches - District 5
Brian Van Ausdal - District 6
David Pack - District 5
Kelleigh E Helm - District 2
Bryn Ramjoue - District 1",8133,,Discussion Items,Aimee Winder Newton,Arlyn Bradshaw,Pass,approved and forwarded,14,19
49949,3316,265,A Resolution of the Salt Lake County Council Approving Execution of an Interlocal Cooperation Agreement with Taylorsville City and the Conveyance of Surplus County Property in the Public Use to Taylorsville City,8134,,Discussion Items,,,,,21,33
49950,3316,265,"Salt Lake County Cultural Core Budget Committee

Appointments:

Isaac Gonzalez, District 1

Reappointments:

Lia Summer, District 1
Grace Lin, District 1",8140,,Discussion Items,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved and forwarded,12,15
49951,3316,265,CONSENT ITEMS:,,,,Arlyn Bradshaw,Ann Granato,Pass,approved and forwarded,20,31
49958,3316,265,Appointment of Eleonora Golicova as Bail Commissioner Pursuant to Utah Code Annotated Section 17-32-1,8127,,Consent Item,,,,,22,34
49959,3316,265,ITEMS FROM COUNCIL MEMBERS,,,,,,,,23,35
49960,3316,265,Internal Business,,,,,,,,24,36
49961,3316,265,APPROVAL OF MINUTES,,,,,,,,25,37
49962,3316,265,"Approval of August 30th, 2022 Council Work Session Minutes",8122,,Minutes,Arlyn Bradshaw,Ann Granato,Pass,approved,26,38
49964,3316,265,ADJOURN for BOE,,,,,,,,27,40
49965,3316,265,"* Times are approximate and the order of agenda items is subject to change except for matters that are designated for time certain.

** Interested parties should call the Council Office (385-468-7500) or check the Council's website: slco.legistar.com for changes. The public is invited to electronically attend, but comments from the public are at the discretion of the Council. Public comments are welcome in the 4:00 PM Council Meeting.
",,,,,,,,28,
50081,3316,265,Budget Adjustment: The Library Requests a Fund Transfer Between Capital Projects,8138,,Discussion Items,Aimee Winder Newton,Ann Granato,Pass,approved and forwarded,7,5
50082,3316,265,"Budget Adjustment: The DA’s Office Requests a One-Time Contribution of $4,000 to Wheels of Justice by Transferring Available Funds from Another Expenditure Account in Their Budgets.",8139,,Discussion Items,Arlyn Bradshaw,Richard Snelgrove,Pass,approved and forwarded,8,7
50094,3316,265,Presentation on the Implications of Real and Personal Property Tax Shifts,8151,,Discussion Items,,,,,17,28
50097,3316,265,Budget Adjustment: The Health Department Requests 0.75 FTE Time-Limited Position to Expand the Suicide Prevention Program.,8156,,Discussion Items,Richard Snelgrove,Arlyn Bradshaw,Pass,approved and forwarded,9,9
50098,3316,265,Budget Adjustment: The Health Department Requests 6 Merit Positions.,8157,,Discussion Items,Aimee Winder Newton,Arlyn Bradshaw,Pass,approved and forwarded,10,11
50332,3316,265,,,,,Richard Snelgrove,Aimee Winder Newton,Pass,approved and forwarded,,24
50333,3316,265,,,,,Steve DeBry,Aimee Winder Newton,,,,25
50334,3316,265,,,,,Steve DeBry,Aimee Winder Newton,Pass,approved and forwarded,,26
50336,3316,265,,,,,,,,,,6
50337,3316,265,,,,,,,,,,8
50338,3316,265,,,,,,,,,,10
50339,3316,265,,,,,,,,,,12
50340,3316,265,,,,,,,,,,14
50341,3316,265,,,,,,,,,,16
50342,3316,265,,,,,,,,,,18
50343,3316,265,,,,,,,,,,20
50344,3316,265,,,,,,,,,,22
50345,3316,265,,,,,,,,,,27
50346,3316,265,,,,,,,,,,32
50347,3316,265,,,,,,,,,,39
50153,3318,265,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711.

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.",,,,,,,,1,
50154,3318,265,"This meeting will be simulcast electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at:

https://slco.webex.com/slco/onstage/g.php?MTID=e2059b877aae68ddbd6d1dbd8b1383809

Individuals wishing to comment electronically must access the meeting using the Webex link above by the beginning of the “Citizen Public Input” portion of the meeting. If an individual is unable to attend the meeting, they may also email their comments to councilwebex@slco.org by 10:00 AM the day of the meeting to have those comments distributed to the Council and read into the record at the appropriate time.

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. 

Please include ""Resident"" ahead of your first name when you join the meeting or you will
not be identified as wanting to give comment.

This website has helpful tips for using Webex for Events:
https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events",,,,,,,,2,
50155,3318,265,CALL TO ORDER,,,,,,,,3,1
50156,3318,265,CITIZEN PUBLIC INPUT ,,,,,,,,4,2
50157,3318,265,DISCUSSION ITEMS:,,,,,,,,5,3
50158,3318,265,Potential Closed Session to Discuss Pending or Reasonably Imminent Litigation,8152,,Discussion Items,Arlyn Bradshaw,Aimee Winder Newton,Pass,to close the Committee of the Whole meeting to discuss [insert reason]. ,8,7
50159,3318,265,"A Resolution of the Salt Lake County Council Approving the Acquisition of a Fee Interest in Certain Real Property from Steel Coatings Inc., as Part of the Surplus Canal Project and the Transfer of a Portion of the County’s Real Estate Interest in Adjacent Property to Steel Coatings Inc.",8161,,Discussion Items,,,,,11,14
50160,3318,265,A Resolution of the Salt Lake County Council Authorizing the Release of Two Easements Over a Portion of Real Property Located at Approximately 5622 South 5600 West.,8162,,Discussion Items,,,,,12,15
50161,3318,265,A Resolution of the Salt Lake County Council Authorizing Execution of a Real Estate Purchase and Sale Agreement Between Salt Lake County and Vince R. Rodgers and Karen R. Rodgers.,8163,,Discussion Items,,,,,13,16
50162,3318,265,"Proposed Hire Report / Incentive Plans under $3,000 / Weekly Reclassification Report",8164,,Discussion Items,,,,,6,4
50163,3318,265,CONSENT ITEMS:,,,,Arlyn Bradshaw,Jim Bradley,Pass,approved the Consent Agenda,10,12
50170,3318,265,ITEMS FROM COUNCIL MEMBERS,,,,,,,,14,17
50171,3318,265,Internal Business,,,,,,,,15,18
50172,3318,265,APPROVAL OF MINUTES,,,,,,,,16,19
50173,3318,265,"Approval of Sept 13, 2022 Council Work Session Minutes",8159,,Minutes,Arlyn Bradshaw,Jim Bradley,Pass,approved,17,20
50175,3318,265,ADJOURN,,,,,,,,18,21
50176,3318,265,"* Times are approximate and the order of agenda items is subject to change except for matters that are designated for time certain.

** Interested parties should call the Council Office (385-468-7500) or check the Council's website: slco.legistar.com for changes. The public is invited to electronically attend, but comments from the public are at the discretion of the Council. Public comments are welcome in the 4:00 PM Council Meeting.
",,,,,,,,19,
50179,3318,265,A Resolution of the Salt Lake County Council Extending the Public Health Emergency Declared by the Salt Lake County Mayor and the Executive Director of the Salt Lake County Health Department,8171,,Discussion Items,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved and forwarded,7,5
50291,3318,265,Potential Closed Session to Discuss the Use or Retention of Security System or Device,8174,,Discussion Items,Arlyn Bradshaw,Aimee Winder Newton,Pass,to close the Committee of the Whole meeting to discuss [insert reason]. ,9,9
50510,3318,265,,,,,,,,,,6
50511,3318,265,,,,,,,,,,13
50512,3318,265,,,,,,,,,,10
50513,3318,265,,,,,,,,,,11
50514,3318,265,,,,,,,,,,8
50348,3326,265,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711.

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.",,,,,,,,1,
50349,3326,265,"This meeting will be simulcast electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at:

https://slco.webex.com/slco/onstage/g.php?MTID=e3334d3ae902b092f4713e5e9384c908f

Individuals wishing to comment electronically must access the meeting using the Webex link above by the beginning of the “Citizen Public Input” portion of the meeting. If an individual is unable to attend the meeting, they may also email their comments to councilwebex@slco.org by 10:00 AM the day of the meeting to have those comments distributed to the Council and read into the record at the appropriate time.

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. 

Please include ""Resident"" ahead of your first name when you join the meeting or you will
not be identified as wanting to give comment.

This website has helpful tips for using Webex for Events:
https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events",,,,,,,,2,
50350,3326,265,CALL TO ORDER,,,,,,,,3,1
50351,3326,265,CITIZEN PUBLIC INPUT ,,,,,,,,4,2
50352,3326,265,DISCUSSION ITEMS:,,,,,,,,5,3
50353,3326,265,Cultural Core Action Plan Implementation Year 5 Overview and Year 6 Proposed Budget and Activity,8182,,Discussion Items,Richard Snelgrove,Steve DeBry,Pass,approved and forwarded,13,12
50354,3326,265,"Proposed Hire Report / Incentive Plans under $3,000 / Weekly Reclassification Report",8183,,Discussion Items,,,,,6,4
50355,3326,265,"A Resolution of the Salt Lake County Council Accepting a Donation of Real Property from Edge Homes Utah, LLC, to Salt Lake County",8205,,Discussion Items,,,,,17,21
50356,3326,265,"A Resolution of the Salt Lake County Council Accepting a Donation of Real Property from Monarch Development of Salt Lake, LLC to Salt Lake County",8206,,Discussion Items,,,,,18,22
50357,3326,265,"A Resolution of the Salt Lake County Council Declaring Surplus Real Property and Approving the Conveyance of the Same by Quitclaim Deed to Schmidt Body & Paint, Inc.",8207,,Discussion Items,,,,,19,23
50358,3326,265,2023 Medical Insurance Recommendations,8208,,Discussion Items,Aimee Winder Newton,Jim Bradley,Pass,approved and forwarded,11,9
50359,3326,265,CONSENT ITEMS:,,,,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved and forwarded,16,19
50366,3326,265,ITEMS FROM COUNCIL MEMBERS,,,,,,,,20,24
50367,3326,265,Internal Business,,,,,,,,21,25
50368,3326,265,APPROVAL OF MINUTES,,,,,,,,22,26
50369,3326,265,"Approval of September 20th, 2022 Council Work Session Minutes",8199,,Minutes,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved,23,27
50371,3326,265,ADJOURN,,,,,,,,24,29
50372,3326,265,"* Times are approximate and the order of agenda items is subject to change except for matters that are designated for time certain.

** Interested parties should call the Council Office (385-468-7500) or check the Council's website: slco.legistar.com for changes. The public is invited to electronically attend, but comments from the public are at the discretion of the Council. Public comments are welcome in the 4:00 PM Council Meeting.
",,,,,,,,25,
50373,3326,265,TIME CERTAIN 3:00 PM,,,,,,,,12,11
50374,3326,265,County Auditor Hotline Policy,8210,,Discussion Items,,,,,14,14
50376,3326,265,A Joint Resolution of the Salt Lake County Council and the Salt Lake County Mayor Supporting a Common-Sense Solutions Approach to the Utah Department of Transportation’s Little Cottonwood Canyon Environmental Impact Statement,8107,,Discussion Items,Jim Bradley,Ann Granato,,,15,15
50515,3326,265,Budget Adjustment: Capitol Theater Exterior Caulking Replacement by Utilizing Underspent Budgets from Four Other Projects.,8212,,Discussion Items,,,,,7,5
50516,3326,265,Budget Adjustment: The Assessor’s Office Requests to Move Budgets for the Scanner Group from Their Default Org Code to the Correct Org Code.,8213,,Discussion Items,,,,,9,7
50517,3326,265,"Budget Adjustment: The Assessor’s Office Requests to True Up the MCAT Reimbursement Amount from $140,000 to $160,000.",8214,,Discussion Items,,,,,8,6
50522,3326,265,Budget Adjustment: The Assessor’s Office Requests a Consolidation of Operation Budgets from 6 Sub Departments into 1 Sub Department.,8215,,Discussion Items,,,,,10,8
50789,3326,265,,,,,Dave Alvord,Dea Theodore,Fail,tabled,,16
50790,3326,265,,,,,Jim Bradley,Ann Granato,Pass,approved and forwarded,,17
50791,3326,265,,,,,,,,,,10
50792,3326,265,,,,,,,,,,13
50794,3326,265,,,,,,,,,,18
50795,3326,265,,,,,,,,,,20
50796,3326,265,,,,,,,,,,28
50575,3328,265,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711.

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.",,,,,,,,1,
50576,3328,265,"This meeting will be simulcast electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at:

https://slco.webex.com/slco/onstage/g.php?MTID=e5f2f762caf895bb9b6ead01b8c1810aa

Individuals wishing to comment electronically must access the meeting using the Webex link above by the beginning of the “Citizen Public Input” portion of the meeting. If an individual is unable to attend the meeting, they may also email their comments to councilwebex@slco.org by 10:00 AM the day of the meeting to have those comments distributed to the Council and read into the record at the appropriate time.

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. 

Please include ""Resident"" ahead of your first name when you join the meeting or you will
not be identified as wanting to give comment.

This website has helpful tips for using Webex for Events:
https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events",,,,,,,,2,
50577,3328,265,CALL TO ORDER,,,,,,,,3,1
50578,3328,265,CITIZEN PUBLIC INPUT ,,,,,,,,4,2
50579,3328,265,DISCUSSION ITEMS:,,,,,,,,5,3
50580,3328,265,Tree Utah Gift Donation for Parks and Recreation,8180,,Discussion Items,Richard Snelgrove,Steve DeBry,Pass,approved and forwarded,23,36
50581,3328,265,Interlocal Agreement Between County and the Granite School District,8181,,Discussion Items,Arlyn Bradshaw,Dea Theodore,Pass,approved and forwarded,24,38
50583,3328,265,Little Cottonwood Canyon Final Environmental Impact Statement,8238,,Discussion Items,,,,,29,46
50585,3328,265,Advice and Consent for Mountainous Planning District Planning Commission Member Appointment,8245,,Discussion Items,Jim Bradley,Arlyn Bradshaw,Pass,approved and forwarded,22,34
50586,3328,265,"A Resolution of the Salt Lake County Council Approving the Rent-Free Lease Agreement between Salt Lake County and Friends of Switchpoint, Inc.",8246,,Discussion Items,Steve DeBry,Aimee Winder Newton,Pass,approved and forwarded,20,31
50587,3328,265,CONSENT ITEMS:,,,,Arlyn Bradshaw,Jim Bradley,Pass,that the consent agenda be approved and forwarded to the 4:00 p.m. Council meeting for ratification. ,30,47
50594,3328,265,Donation of Four (4) Toshiba 8000 BTU Portable Air Conditioners to Salt Lake County Sheriff’s Metro Jail,8243,,Consent Item,,,,,31,49
50595,3328,265,ITEMS FROM COUNCIL MEMBERS,,,,,,,,32,50
50596,3328,265,Internal Business,,,,,,,,33,51
50597,3328,265,APPROVAL OF MINUTES,,,,,,,,34,52
50598,3328,265,"Approval of September 27th, 2022 Council Work Session Minutes",8240,,Minutes,Arlyn Bradshaw,Jim Bradley,Pass,approved,35,53
50600,3328,265,ADJOURN for BOE,,,,,,,,36,55
50601,3328,265,"* Times are approximate and the order of agenda items is subject to change except for matters that are designated for time certain.

** Interested parties should call the Council Office (385-468-7500) or check the Council's website: slco.legistar.com for changes. The public is invited to electronically attend, but comments from the public are at the discretion of the Council. Public comments are welcome in the 4:00 PM Council Meeting.
",,,,,,,,37,
50603,3328,265,County Auditor Hotline Policy,8210,,Discussion Items,Richard Snelgrove,Dea Theodore,Pass,approved and forwarded,26,42
50718,3328,265,"Budget Adjustment: Public Works Requests to Increase their Budgets by $4,652,399 to Allocate Among 4 Different Projects. All Project Expenses will be Reimbursed by the GSLMSD.",8248,,Discussion Items,Laurie Stringham,Dea Theodore,Pass,approved and forwarded,14,19
50719,3328,265,Budget Adjustment: Recreation Requests to Set Up Revenue and Expense Budgets for a Newly Awarded Childcare Stabilization Grant.,8249,,Discussion Items,Jim Bradley,Steve DeBry,Pass,approved and forwarded,19,29
50720,3328,265,Budget Adjustment: Golf Requests to True Up their 2022 Revenues and Expenses Based on their Most Updated Projection.,8250,,Discussion Items,Arlyn Bradshaw,Dea Theodore,Pass,approved and forwarded,8,7
50721,3328,265,Auditor’s Presentation of Petty Cash and Imprest Account Audit,8251,,Discussion Items,,,,,27,44
50722,3328,265,"Budget Adjustment: Parks & Rec Recognizes Project Revenues and Expenses from Grants, Contributions, and Property Damage Claims.",8252,,Discussion Items,Arlyn Bradshaw,Dea Theodore,Pass,approved and forwarded,10,11
50723,3328,265,"Budget Adjustment: Parks is to Transfer $41,200 to the Office of Regional Development for the Annual Contribution to the Jordan River Commission.",8253,,Discussion Items,Arlyn Bradshaw,Steve DeBry,Pass,approved and forwarded,12,15
50724,3328,265,"Budget Adjustment: Parks & Rec Requests $1.5 Million Fund Transfer from TRCC Fund for the Amendment of Soil, Laying of Sod, and Replanting of Dead Trees and Shrubs at Bingham Creek Regional Park.",8254,,Discussion Items,Steve DeBry,Richard Snelgrove,Pass,approved and forwarded,18,27
50725,3328,265,"Proposed Hire Report / Incentive Plans under $3,000 / Weekly Reclassification Report",8247,,Discussion Items,,,,,6,4
50726,3328,265,Budget Adjustment: Solid Waste Management Requests to True Up their Revenue Projections.,8255,,Discussion Items,Arlyn Bradshaw,Dea Theodore,Pass,approved and forwarded,7,5
50732,3328,265,Budget Adjustment: Parks & Rec Requests to Set Up Revenues and Expenses for the Regional Trails Master Plan from the 2020 4th Quarter Transportation Fund Appropriation.,8257,,Discussion Items,Arlyn Bradshaw,Dea Theodore,Pass,approved and forwarded,11,13
50733,3328,265,"Budget Adjustment: Parks & Rec Requests to Reallocate $1,822,500 to the Butterfield Trailhead Project.

Includes the account-level budget changes to properly distinguish the funding for trails that will be constructed for other jurisdictions and thus not capitalized as assets by the County.",8258,,Discussion Items,Richard Snelgrove,Steve DeBry,Pass,approved and forwarded,17,25
50738,3328,265,"Budget Adjustment: The Recorder’s Office Requests to Re-Budget $253,419 from Two Cancelled Purchase Orders Last Year to Pay for the Implementation and Annual Licensing Fee of their New Recordation System.",8259,,Discussion Items,Arlyn Bradshaw,Jim Bradley,Pass,approved and forwarded,15,21
50739,3328,265,"Budget Adjustment: Parks & Rec Requests to Re-Budget $46,126 from a Deductive Change Order Last Year for the Meadow Brook Golf Course North Well Redrill. The Money is Needed to Pay for Costs Associated with Re-Design, Testing, Project Management, Water Pump, and Materials.",8260,,Discussion Items,Arlyn Bradshaw,Jim Bradley,Pass,approved and forwarded,16,23
50740,3328,265,Time Certain 3:15 PM,,,,,,,,28,45
50741,3328,265,Time Certain 2:00 PM ,,,,,,,,21,33
50782,3328,265,"Budget Adjustment: The Search and Rescue Division Requests an Appropriation Unit Shift of $33,400 from Capital Equipment to Operating Expense Accounts.",8263,,Discussion Items,Steve DeBry,Dea Theodore,Pass,approved and forwarded,13,17
50783,3328,265,Budget Adjustment: The Office of Regional Development Requests to True Up their Budgets,8262,,Discussion Items,Arlyn Bradshaw,Dea Theodore,Pass,approved and forwarded,9,9
50784,3328,265,Approval of Lease Agreements for Salt Lake Community Action Program,8261,,Discussion Items,Dea Theodore,Arlyn Bradshaw,Pass,approved and forwarded,25,40
50953,3328,265,,,,,,,,,,6
50954,3328,265,,,,,,,,,,8
50955,3328,265,,,,,,,,,,10
50956,3328,265,,,,,,,,,,12
50957,3328,265,,,,,,,,,,14
50958,3328,265,,,,,,,,,,16
50959,3328,265,,,,,,,,,,18
50960,3328,265,,,,,,,,,,20
50961,3328,265,,,,,,,,,,22
50962,3328,265,,,,,,,,,,24
50963,3328,265,,,,,,,,,,26
50964,3328,265,,,,,,,,,,28
50965,3328,265,,,,,,,,,,30
50966,3328,265,,,,,,,,,,32
50967,3328,265,,,,,,,,,,35
50968,3328,265,,,,,,,,,,37
50969,3328,265,,,,,,,,,,39
50970,3328,265,,,,,,,,,,41
50971,3328,265,,,,,,,,,,43
50972,3328,265,,,,,,,,,,48
50973,3328,265,,,,,,,,,,54
50797,3330,265,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711.

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.",,,,,,,,1,
50798,3330,265,"This meeting will be simulcast electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at:

https://slco.webex.com/slco/onstage/g.php?MTID=ee08db56cd5bb817d195786d99f0ce128

Individuals wishing to comment electronically must access the meeting using the Webex link above by the beginning of the “Citizen Public Input” portion of the meeting. If an individual is unable to attend the meeting, they may also email their comments to councilwebex@slco.org by 10:00 AM the day of the meeting to have those comments distributed to the Council and read into the record at the appropriate time.

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. 

Please include ""Resident"" ahead of your first name when you join the meeting or you will
not be identified as wanting to give comment.

This website has helpful tips for using Webex for Events:
https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events",,,,,,,,2,
50799,3330,265,CALL TO ORDER,,,,,,,,3,1
50800,3330,265,CITIZEN PUBLIC INPUT ,,,,,,,,4,2
50801,3330,265,DISCUSSION ITEMS:,,,,,,,,5,3
50803,3330,265,Dirt Locker Donation at Wheeler Farm,8244,,Discussion Items,,,,,18,23
50804,3330,265,"Proposed Hire Report / Incentive Plans Under $3,000 / Weekly Reclassification Report",8270,,Discussion Items,,,,,6,4
50805,3330,265,Economic Outlook and Revenue Update,8274,,Discussion Items,,,,,13,16
50806,3330,265,A Resolution of the Salt Lake County Council Declaring Surplus Real Property Located in Salt Lake City and Approving the Conveyance of the Same by Quit Claim Deed,8276,,Discussion Items,Jim Bradley,Ann Granato,Pass,approved and forwarded,15,18
50807,3330,265,Potential Closed Session to Discuss a Real Estate Matter,8277,,Discussion Items,,,,,14,17
50809,3330,265,"Behavioral Health Service Board Reappointments 

Reappointments: 
Julie Ewing, District 4
Amy de la Garza, District 4
Evan Done, District 1",8279,,Discussion Items,,,,,19,24
50810,3330,265,CONSENT ITEMS:,,,,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved and forwarded,16,20
50817,3330,265,ITEMS FROM COUNCIL MEMBERS,,,,,,,,20,25
50818,3330,265,Internal Business,,,,,,,,21,26
50819,3330,265,APPROVAL OF MINUTES,,,,,,,,22,27
50820,3330,265,ADJOURN for BOE,,,,,,,,23,28
50821,3330,265,"* Times are approximate and the order of agenda items is subject to change except for matters that are designated for time certain.

** Interested parties should call the Council Office (385-468-7500) or check the Council's website: slco.legistar.com for changes. The public is invited to electronically attend, but comments from the public are at the discretion of the Council. Public comments are welcome in the 4:00 PM Council Meeting.
",,,,,,,,24,
50946,3330,265,"Budget Adjustment: Office of Regional Development Requests a Grade 15 - TL Position - Loan and Compliance Analyst, Funded with Incomes from Grant Programs.",8271,,Discussion Items,Arlyn Bradshaw,Jim Bradley,Pass,approved and forwarded,7,5
50947,3330,265,"Budget Adjustment: Office of Regional Development Requests to Use $8,858 of EPA Grant has Approved for their Staff and EPA Board members to Attend its Conference.",8272,,Discussion Items,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved and forwarded,8,7
50948,3330,265,Budget Adjustment: Office of Regional Development Requests to Recognize an Additional $10M ERAP1 Funds Received from the State to be Spent Before the End of the Year.,8273,,Discussion Items,Arlyn Bradshaw,Aimee Winder Newton,Pass,approved and forwarded,9,9
