clip_id,date,body,motion_no,motion_text,motion_type,result_raw,outcome,mover,seconder,aye,nay,names_recorded,source_file
100204,2020-08-11,Snyderville Basin Planning Commission,3,move agenda items #3 and #6 to the August 25 th meeting and to begin at 3:00 PM,,(6-0),Pass,Simons,Fine,6,0,0,land_use/minutes/2020/2020-08-11_snyderville_basin_pc.md
100204,2020-08-11,Snyderville Basin Planning Commission,4,approve the Summit Park Plat M2 Lot 6 Second Amendment as outlined in the Staff Report and below,,(6-0),Pass,,Stevens,6,0,0,land_use/minutes/2020/2020-08-11_snyderville_basin_pc.md
100204,2020-08-11,Snyderville Basin Planning Commission,5,"Approval Of Minutes May 26, 2020: Commissioner Fine a motion to approve the minutes as corrected",,(5-0),Pass,,Cooke,5,0,1,land_use/minutes/2020/2020-08-11_snyderville_basin_pc.md
100205,2020-08-25,Snyderville Basin Planning Commission,1,forward a positive recommendation to the Community Development Director as outlined in the Staff Report and with the added conditions as listed below,,(7-0),Pass,,Fine,7,0,0,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
100205,2020-08-25,Snyderville Basin Planning Commission,2,here from New York City to avoid this type of situation,,,,,,,,0,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
100205,2020-08-25,Snyderville Basin Planning Commission,3,approve the application as written in the Staff Report,,(4-3),Pass,Stevens,Stevens,4,3,0,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
100205,2020-08-25,Snyderville Basin Planning Commission,4,forward a positive recommendation for preliminary subdivision plat to the County Manager as outlined in the Staff Report,,,Pass,Harte,Cooke,,,0,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
100205,2020-08-25,Snyderville Basin Planning Commission,5,"Prior to final approval of the condominium plat, confirmation of the final details of the plat will be verified by Staff",,(7-0),Pass,,,7,0,0,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
100205,2020-08-25,Snyderville Basin Planning Commission,6,forward a positive recommendation for the final site plan for Silver Creek Village to the County Manager as outlined in the Staff Report for Lots 81 and 82,,,,Cooke,Fine,,,0,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
100205,2020-08-25,Snyderville Basin Planning Commission,7,was made to continue beyond 10:00 PM,,(7-0),Pass,Simons,Stevens,7,0,0,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
100205,2020-08-25,Snyderville Basin Planning Commission,8,forward a positive recommendation for the Silver Creek Village plat amendment to the Summit County Manger as outlined in the Staff Report,,(7-0),Pass,,Simons,7,0,0,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
100205,2020-08-25,Snyderville Basin Planning Commission,9,approve the minutes as corrected,,(7-0),Pass,Cooke,Stevens,7,0,0,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
100205,2020-08-25,Snyderville Basin Planning Commission,10,approve the minutes as corrected,,(7-0),Pass,Cooke,Stevens,7,0,0,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
100205,2020-08-25,Snyderville Basin Planning Commission,11,approve the minutes as corrected,,(6-0),Pass,Cooke,Stevens,6,0,1,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
100206,2020-09-08,Snyderville Basin Planning Commission,1,"page 13, which contains the findings of fact",,,Fail,Harte,Stevens,,,0,land_use/minutes/2020/2020-09-08_snyderville_basin_pc.md
100206,2020-09-08,Snyderville Basin Planning Commission,2,It is to forward a negative recommendation on the Summit Research Park development agreement amendments to the Summit County Council,,,Pass,,Cooke,,,0,land_use/minutes/2020/2020-09-08_snyderville_basin_pc.md
100207,2020-09-17,Eastern Summit County Planning Commission,1,"forward a positive recommendation to the County Manager to approve the Final Subdivision Plats according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",,(5-0),Pass,Wheaton,Clyde,5,0,0,land_use/minutes/2020/2020-09-17_eastern_summit_pc.md
100207,2020-09-17,Eastern Summit County Planning Commission,2,"forward a positive recommendation to the County Council for the 4-lot subdivision according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",,(6-0),Pass,Wilde,Wheaton,6,0,0,land_use/minutes/2020/2020-09-17_eastern_summit_pc.md
100207,2020-09-17,Eastern Summit County Planning Commission,3,adjourn the meeting,,(6-0),Pass,Wilde,Sonntag,6,0,0,land_use/minutes/2020/2020-09-17_eastern_summit_pc.md
100208,2020-09-22,Snyderville Basin Planning Commission,1,approve the Plat Amendment as outlined in the Staff Report,,(4-0),Pass,Fine,Stevens,4,0,0,land_use/minutes/2020/2020-09-22_snyderville_basin_pc.md
100208,2020-09-22,Snyderville Basin Planning Commission,2,"continue this item to a date certain of October 27, 2020",,(4-0),Pass,Stevens,Cooke,4,0,0,land_use/minutes/2020/2020-09-22_snyderville_basin_pc.md
100208,2020-09-22,Snyderville Basin Planning Commission,3,"forward a positive recommendation to the County Council regarding amended language to Chapter 10-4C: Watershed Snyderville Basin Planning Commission September 22, 2020 Page 7 of 18 Protection in the Snyderville Basin Development Code as outlined in the Staff Report",,(4-0),Pass,Stevens,Fine,4,0,0,land_use/minutes/2020/2020-09-22_snyderville_basin_pc.md
100208,2020-09-22,Snyderville Basin Planning Commission,4,approve the minutes as written,,(4-0),Pass,Fine,Cooke,4,0,0,land_use/minutes/2020/2020-09-22_snyderville_basin_pc.md
100209,2020-10-13,Snyderville Basin Planning Commission,1,amend Lots and 2 as outlined in the Staff Report,,,Pass,Kucera,Stevens,,,0,land_use/minutes/2020/2020-10-13_snyderville_basin_pc.md
100209,2020-10-13,Snyderville Basin Planning Commission,2,approve the proposed plat amendment as outlined in the Staff Report,,(5-0),Pass,Kucera,Cooke,5,0,0,land_use/minutes/2020/2020-10-13_snyderville_basin_pc.md
100209,2020-10-13,Snyderville Basin Planning Commission,3,continue the item,,(5-0),Pass,Stevens,Cooke,5,0,0,land_use/minutes/2020/2020-10-13_snyderville_basin_pc.md
100210,2020-10-15,Eastern Summit County Planning Commission,1,"approve the Middle Canyon Ranch Subdivision Plat Amendment as proposed according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",,(5-0),Pass,Rydalch,Wheaton,5,0,0,land_use/minutes/2020/2020-10-15_eastern_summit_pc.md
100210,2020-10-15,Eastern Summit County Planning Commission,2,"approve the Conditional Use Permit for the accessory building as proposed according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",,(5-0),Pass,Wilde,Wheaton,5,0,0,land_use/minutes/2020/2020-10-15_eastern_summit_pc.md
100210,2020-10-15,Eastern Summit County Planning Commission,3,"approve the Conditional Use Permit for the accessory building as proposed according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",,(5-0),Pass,Wilde,Rydalch,5,0,0,land_use/minutes/2020/2020-10-15_eastern_summit_pc.md
100210,2020-10-15,Eastern Summit County Planning Commission,4,"Continue this Public Hearing to the November 5, 2020 Eastern Summit County Planning Commission meeting",,(5-0),Pass,Wilde,Sonntag,5,0,0,land_use/minutes/2020/2020-10-15_eastern_summit_pc.md
100210,2020-10-15,Eastern Summit County Planning Commission,5,adjourn the meeting,,(5-0),Pass,Wheaton,Rydalch,5,0,0,land_use/minutes/2020/2020-10-15_eastern_summit_pc.md
100211,2020-10-27,Snyderville Basin Planning Commission,1,approve the proposed plat amendment for Colony Lot 2 as outlined in the Staff Report,,(6-0),Pass,Kucera,Cooke,6,0,0,land_use/minutes/2020/2020-10-27_snyderville_basin_pc.md
100211,2020-10-27,Snyderville Basin Planning Commission,2,Chair Dickey made a new motion to continue the application to a date uncertain,,(6-0),Pass,,Cooke,6,0,0,land_use/minutes/2020/2020-10-27_snyderville_basin_pc.md
100211,2020-10-27,Snyderville Basin Planning Commission,3,there because of the open space between the residences,,,,,,,,0,land_use/minutes/2020/2020-10-27_snyderville_basin_pc.md
100211,2020-10-27,Snyderville Basin Planning Commission,4,continue this application to a date uncertain,,,,Stevens,Fine,,,0,land_use/minutes/2020/2020-10-27_snyderville_basin_pc.md
100212,2020-11-05,Eastern Summit County Planning Commission,1,"approve the Plat Amendment to modify Lot 5 of the Pace Acres Subdivision as proposed according to the Findings of Fact, Conclusions Eastern Summit County Planning Commission November 5, 2020 Page 3 of 21 of Law, and Conditions of Approval in the Staff Report",,(7-0),Pass,Wilde,Sonntag,7,0,0,land_use/minutes/2020/2020-11-05_eastern_summit_pc.md
100212,2020-11-05,Eastern Summit County Planning Commission,2,continue this item to a future meeting,,(7-0),Pass,Clyde,Benson,7,0,0,land_use/minutes/2020/2020-11-05_eastern_summit_pc.md
100212,2020-11-05,Eastern Summit County Planning Commission,3,"Continue this application to allow Staff to prepare the Findings of Fact, Conclusions of Law, and Conditions of Approval",,(6-0),Pass,Clyde,Rydalch,6,0,0,land_use/minutes/2020/2020-11-05_eastern_summit_pc.md
100212,2020-11-05,Eastern Summit County Planning Commission,4,Continue this Public Hearing to another meeting to determine what the zoning would revert to if the Development Agreement fails,,(7-0),Pass,Clyde,Wheaton,7,0,0,land_use/minutes/2020/2020-11-05_eastern_summit_pc.md
100212,2020-11-05,Eastern Summit County Planning Commission,5,forward a positive recommendation to the County Council with the Condition that the Development Agreement would expire in no less than 20 years,,,Fail,Wilde,,,,0,land_use/minutes/2020/2020-11-05_eastern_summit_pc.md
100212,2020-11-05,Eastern Summit County Planning Commission,6,accept the Summit County Moderate Income Housing Plan/Report and forward a positive recommendation to the County Council for approval,,(7-0),Pass,Sonntag,Rydalch,7,0,0,land_use/minutes/2020/2020-11-05_eastern_summit_pc.md
100212,2020-11-05,Eastern Summit County Planning Commission,7,adjourn the meeting,,(7-0),Pass,Wilde,,7,0,0,land_use/minutes/2020/2020-11-05_eastern_summit_pc.md
100213,2020-11-10,Snyderville Basin Planning Commission,1,approve the amended plat for The Cove at Sun Peak Lot 9 as outlined in the Staff Report,,(5-0),Pass,Kucera,Cooke,5,0,0,land_use/minutes/2020/2020-11-10_snyderville_basin_pc.md
100213,2020-11-10,Snyderville Basin Planning Commission,2,deny the Whileaway Ranch Indoor Riding Arena CUP,,,,Dickey,Cooke,,,0,land_use/minutes/2020/2020-11-10_snyderville_basin_pc.md
100213,2020-11-10,Snyderville Basin Planning Commission,3,deny the Whileaway Ranch Indoor Riding Arena CUP,,,Pass,Dickey,Cooke,,,0,land_use/minutes/2020/2020-11-10_snyderville_basin_pc.md
100213,2020-11-10,Snyderville Basin Planning Commission,4,approve the proposed plat amendment to Parcel #PP-93 as outlined in the Staff Report,,(5-0),Pass,Cooke,,5,0,0,land_use/minutes/2020/2020-11-10_snyderville_basin_pc.md
100213,2020-11-10,Snyderville Basin Planning Commission,5,accept the report and recommend approval to the County Council for the 2020 Moderate Income Housing Plan and Report,,(5-0),Pass,Cooke,Kucera,5,0,0,land_use/minutes/2020/2020-11-10_snyderville_basin_pc.md
100214,2020-11-19,Eastern Summit County Planning Commission,1,adjourn the meeting,,(7-0),Pass,Sonntag,Clyde,7,0,0,land_use/minutes/2020/2020-11-19_eastern_summit_pc.md
100215,2020-12-03,Eastern Summit County Planning Commission,1,"approve the Conditional Use Permit as proposed according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",,(7-0),Pass,Rydalch,Sonntag,7,0,0,land_use/minutes/2020/2020-12-03_eastern_summit_pc.md
100215,2020-12-03,Eastern Summit County Planning Commission,2,approve the Conditional Use Permit with an additional Condition of Approval that no third-party storage of equipment or third- party processing be allowed on the site,,(7-0),Pass,Clyde,Benson,7,0,0,land_use/minutes/2020/2020-12-03_eastern_summit_pc.md
100215,2020-12-03,Eastern Summit County Planning Commission,3,"forward a positive recommendation to the County Council for this MPD according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report with the addition of the words “shall be provided” to Condition of Approval #3",,(6-0),Pass,Rydalch,Rydalch,6,0,0,land_use/minutes/2020/2020-12-03_eastern_summit_pc.md
100215,2020-12-03,Eastern Summit County Planning Commission,4,"forward a positive recommendation to the County Council for the rezone and MPD according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",,(7-0),Pass,Wilde,Sonntag,7,0,0,land_use/minutes/2020/2020-12-03_eastern_summit_pc.md
100215,2020-12-03,Eastern Summit County Planning Commission,5,"approve the minutes of July 16, 2020 with changes made as discussed",,(7-0),Pass,Clyde,Wheaton,7,0,0,land_use/minutes/2020/2020-12-03_eastern_summit_pc.md
100215,2020-12-03,Eastern Summit County Planning Commission,6,"approve the minutes of September 17, 2020 as written",,(7-0),Pass,Clyde,Wilde,7,0,0,land_use/minutes/2020/2020-12-03_eastern_summit_pc.md
100215,2020-12-03,Eastern Summit County Planning Commission,7,adjourn the meeting,,(7-0),Pass,Wilde,,7,0,0,land_use/minutes/2020/2020-12-03_eastern_summit_pc.md
100216,2020-12-08,Snyderville Basin Planning Commission,1,approve the Utah Olympic Park Ski Run and Ski lift Phase II Conditional Use Permit as outlined in the Staff Report,,(7-0),Pass,Kucera,Simons,7,0,0,land_use/minutes/2020/2020-12-08_snyderville_basin_pc.md
100216,2020-12-08,Snyderville Basin Planning Commission,2,approve the minutes as written,,,Pass,Kucera,Stevens,,,1,land_use/minutes/2020/2020-12-08_snyderville_basin_pc.md
100216,2020-12-08,Snyderville Basin Planning Commission,3,approve the minutes as amended,,,,Kucera,Cooke,,,1,land_use/minutes/2020/2020-12-08_snyderville_basin_pc.md
100217,2020-12-17,Eastern Summit County Planning Commission,1,"approve the Conditional Use Permit as proposed according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",,(6-0),Pass,Wilde,Clyde,6,0,0,land_use/minutes/2020/2020-12-17_eastern_summit_pc.md
100217,2020-12-17,Eastern Summit County Planning Commission,2,"approve the Eastern Summit County Planning Commission minutes of October 15, 2020 as written",,(7-0),Pass,Wheaton,Rydalch,7,0,0,land_use/minutes/2020/2020-12-17_eastern_summit_pc.md
100217,2020-12-17,Eastern Summit County Planning Commission,3,adjourn the meeting,,(7-0),Pass,Sonntag,,7,0,0,land_use/minutes/2020/2020-12-17_eastern_summit_pc.md
100218,2021-01-07,Eastern Summit County Planning Commission,1,adjourn the meeting,,(7-0),Pass,Sonntag,,7,0,0,land_use/minutes/2021/2021-01-07_eastern_summit_pc.md
100219,2021-01-12,Snyderville Basin Planning Commission,1,forward a positive recommendation for the proposed amendment to the Residences at Blackstone Units 1 and 2 Second Amendment to the Summit County Manger as outlined in the Staff Report,,(6-0),Pass,,Simons,6,0,0,land_use/minutes/2021/2021-01-12_snyderville_basin_pc.md
100219,2021-01-12,Snyderville Basin Planning Commission,2,accept the minutes as corrected,,(4-0),Pass,Fine,,4,0,1,land_use/minutes/2021/2021-01-12_snyderville_basin_pc.md
100220,2021-01-21,Eastern Summit County Planning Commission,1,continue this item to a future meeting to allow Staff to take the comments from this meeting and put forth a revised ordinance,,(5-0),Pass,Rydalch,Wheaton,5,0,0,land_use/minutes/2021/2021-01-21_eastern_summit_pc.md
100220,2021-01-21,Eastern Summit County Planning Commission,2,away from protecting agriculture,,,,Mission Statement,,,,0,land_use/minutes/2021/2021-01-21_eastern_summit_pc.md
100220,2021-01-21,Eastern Summit County Planning Commission,3,adjourn the meeting,,(5-0),Pass,Rydalch,,5,0,0,land_use/minutes/2021/2021-01-21_eastern_summit_pc.md
100221,2021-01-28,Eastern Summit County Planning Commission,1,adjourn the meeting,,(7-0),Pass,Clyde,,7,0,0,land_use/minutes/2021/2021-01-28_eastern_summit_pc.md
100222,2021-02-04,Eastern Summit County Planning Commission,1,"table the Trail Ridge Subdivision MPD to a future meeting to allow further review once Staff has crafted Findings of Fact, Conclusions of Law, and Conditions of Approval, with clarification that lot lines not extend to the center of the road",,(5-0),Pass,Wheaton,Sonntag,5,0,0,land_use/minutes/2021/2021-02-04_eastern_summit_pc.md
100222,2021-02-04,Eastern Summit County Planning Commission,2,"forward a positive recommendation to the Summit County Manager to approve the proposed Promontory Clubhouse Villas Final Subdivision Plat, according to the following Findings of Fact, Conclusions of Law and Conditions of Approval",,(4-0),Pass,Clyde,Benson,4,0,0,land_use/minutes/2021/2021-02-04_eastern_summit_pc.md
100222,2021-02-04,Eastern Summit County Planning Commission,3,adjourn the meeting,,(7-0),Pass,Wheaton,,7,0,0,land_use/minutes/2021/2021-02-04_eastern_summit_pc.md
100223,2021-02-18,Eastern Summit County Planning Commission,1,"approve the Minutes for the August 6, 2020 Eastern Summit County Planning Commission meeting as written",,,Pass,Wilde,Clyde,,,0,land_use/minutes/2021/2021-02-18_eastern_summit_pc.md
100223,2021-02-18,Eastern Summit County Planning Commission,2,adjourn the meeting,,(6-0),Pass,Sonntag,,6,0,0,land_use/minutes/2021/2021-02-18_eastern_summit_pc.md
100224,2021-02-23,Snyderville Basin Planning Commission,1,the topic of wildlife habitat,,,,Cooke,,,,0,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
100224,2021-02-23,Snyderville Basin Planning Commission,2,forward a negative recommendation to the County Council based on the findings of fact that the Canyons SPA does not provide sufficient density or uses to support this application,,(4-0),Pass,,,4,0,0,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
100224,2021-02-23,Snyderville Basin Planning Commission,3,MOTION Commissioner Kucera said he will make a motion to send a positive recommendation based on the Staff Report,,(4-0),Pass,,,4,0,0,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
100224,2021-02-23,Snyderville Basin Planning Commission,4,"forward a positive recommendation to the County Manager for White Pine Canyon Village Building 4, First Supplemental Snyderville Basin Planning Commission February 23, 2021 Page 14 of 34 Condominium Plat Phase 2 as outlined in the Staff Report",,(5-0),Pass,Kucera,Carmichael,5,0,0,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
100224,2021-02-23,Snyderville Basin Planning Commission,5,"forward a positive recommendation to the County Manager for White Pine Canyon Village Building 5 and 6, Second Supplemental Condominium Plat Phase 3 as outlined in the Staff Report",,(5-0),Pass,Kucera,Cooke,5,0,0,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
100224,2021-02-23,Snyderville Basin Planning Commission,6,"forward a positive recommendation to the County Manager for White Pine Canyon Village Building 7 and 8, Third Supplemental Condominium Plat Phase 4 as outlined in the Staff Report",,(5-0),Pass,Kucera,Conabee,5,0,0,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
100224,2021-02-23,Snyderville Basin Planning Commission,7,this development so that their kids could ride their bikes and walk to school,,,,,,,,0,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
100224,2021-02-23,Snyderville Basin Planning Commission,8,here with the knowledge this is an area for single-family residences,,,,,,,,0,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
100224,2021-02-23,Snyderville Basin Planning Commission,9,continue this agenda item to a day certain of the next meeting,,(5-1),Pass,,Carmichael,5,1,1,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
100224,2021-02-23,Snyderville Basin Planning Commission,10,approve the minutes as corrected,,,,Kucera,Fine,,,0,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
100224,2021-02-23,Snyderville Basin Planning Commission,11,approve the minutes as written,,,,Cooke,Fine,,,0,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
100225,2021-03-04,Eastern Summit County Planning Commission,1,"approve the Conditional Use Permit for the accessory building according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",,(6-0),Pass,Wilde,Sonntag,6,0,0,land_use/minutes/2021/2021-03-04_eastern_summit_pc.md
100225,2021-03-04,Eastern Summit County Planning Commission,2,"forward a positive recommendation to the Summit County Council to approve the proposed amendments to the Eastern Summit County Development Code with the change that the reference to residential zoning be removed and add a requirement for screening against the adjacent public roadway, according to the Findings of Fact and Conclusions of Law in the Staff Report",,(6-0),Pass,Clyde,Benson,6,0,0,land_use/minutes/2021/2021-03-04_eastern_summit_pc.md
100225,2021-03-04,Eastern Summit County Planning Commission,3,"approve the Minutes for February 20, 2020, May 7, 2020, and November 19, 2020 as written",,(6-0),Pass,Clyde,Wheaton,6,0,0,land_use/minutes/2021/2021-03-04_eastern_summit_pc.md
100225,2021-03-04,Eastern Summit County Planning Commission,4,adjourn the meeting,,(6-0),Pass,Clyde,,6,0,0,land_use/minutes/2021/2021-03-04_eastern_summit_pc.md
100226,2021-03-09,Snyderville Basin Planning Commission,1,"approve the Conditional Use Permit for the Silver Summit Academy expansion with the amended Findings of Fact (#4, #11) and as outlined in the Staff Report",,(6-0),Pass,Kucera,Fine,6,0,0,land_use/minutes/2021/2021-03-09_snyderville_basin_pc.md
100226,2021-03-09,Snyderville Basin Planning Commission,2,deny the application for the horse boarding facility,,,,,,,,0,land_use/minutes/2021/2021-03-09_snyderville_basin_pc.md
100226,2021-03-09,Snyderville Basin Planning Commission,3,"that: • Although the architectural requirements currently comply, • And although the building materials have been changed to comply and is no longer a prefabricated metal building, • The Commission feels the human scale element does not comply when looking through the lens of 10-3-5b standard 5",,(4-2),Pass,Conabee,Dickey,4,2,0,land_use/minutes/2021/2021-03-09_snyderville_basin_pc.md
100226,2021-03-09,Snyderville Basin Planning Commission,4,forward a negative recommendation to the County Council for the rezone and a future amendment to the land-use map for the following reasons: 1,,(6-0),Pass,Kucera,Fine,6,0,0,land_use/minutes/2021/2021-03-09_snyderville_basin_pc.md
100226,2021-03-09,Snyderville Basin Planning Commission,5,approve the Conditional Use Permit for ROOTS Transition as outlined in the Staff Report and with the conditions added during the discussion,,(6-0),Pass,Kucera,Cooke,6,0,0,land_use/minutes/2021/2021-03-09_snyderville_basin_pc.md
100227,2021-03-18,Eastern Summit County Planning Commission,1,appoint Rich Sonntag as Chair of the Eastern Summit County Planning Commission,,(5-0),Pass,Wilde,Benson,5,0,0,land_use/minutes/2021/2021-03-18_eastern_summit_pc.md
100227,2021-03-18,Eastern Summit County Planning Commission,2,appoint Bill Wilde as Vice-Chair of the Eastern Summit County Planning Commission,,(5-0),Pass,Sargent,Benson,5,0,0,land_use/minutes/2021/2021-03-18_eastern_summit_pc.md
100227,2021-03-18,Eastern Summit County Planning Commission,3,"forward a positive recommendation to the County Council for the MPD based on the Findings of Fact, Conclusions of Law and Conditions of approval found in the Staff Report with the additional Condition of a height limitation of twenty-six feet (26’) for lots 19, 20, and 21 that are a concern for hillside development",,(4-1),Pass,Wilde,Sonntag,4,1,1,land_use/minutes/2021/2021-03-18_eastern_summit_pc.md
100227,2021-03-18,Eastern Summit County Planning Commission,4,"approve the November 5, 2020 minutes as written",,(5-0),Pass,Clyde,Sonntag,5,0,0,land_use/minutes/2021/2021-03-18_eastern_summit_pc.md
100227,2021-03-18,Eastern Summit County Planning Commission,5,"approve the December 3, 2020 minutes with changes",,(5-0),Pass,Sargent,Sonntag,5,0,0,land_use/minutes/2021/2021-03-18_eastern_summit_pc.md
100227,2021-03-18,Eastern Summit County Planning Commission,6,adjourn the meeting,,(5-0),Pass,Wilde,,5,0,0,land_use/minutes/2021/2021-03-18_eastern_summit_pc.md
100228,2021-03-23,Snyderville Basin Planning Commission,1,approve the minutes as written,,(5-0),Pass,Kucera,Carmichael,5,0,0,land_use/minutes/2021/2021-03-23_snyderville_basin_pc.md
100228,2021-03-23,Snyderville Basin Planning Commission,2,approve the minutes as written,,(5-0),Pass,Dickey,Carmichael,5,0,0,land_use/minutes/2021/2021-03-23_snyderville_basin_pc.md
100228,2021-03-23,Snyderville Basin Planning Commission,3,"approve the Lot 10 Cedar Draw Estates, plat amendment with a change to Findings of Fact #11",,(5-0),Pass,Dickey,,5,0,0,land_use/minutes/2021/2021-03-23_snyderville_basin_pc.md
100228,2021-03-23,Snyderville Basin Planning Commission,4,forward a positive recommendation to the County Council for the attached language creating regulations for accessory buildings and structures in the Snyderville Basin,,(5-0),Pass,Dickey,Kucera,5,0,0,land_use/minutes/2021/2021-03-23_snyderville_basin_pc.md
100229,2021-04-01,Eastern Summit County Planning Commission,1,"approve the Plat Amendment according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",,(5-0),Pass,Peterson,Clyde,5,0,0,land_use/minutes/2021/2021-04-01_eastern_summit_pc.md
100229,2021-04-01,Eastern Summit County Planning Commission,2,"forward a positive recommendation to the Summit County Council to approve the proposed amendments to the Eastern Summit County Development Code Campground Ordinances with the following changes: On submittal requirements 1-D say “utility provider” rather than a “District,” F “Stormwater must be managed to control erosion and not divert the flow to other properties,” G remove the word “recycling,” Setbacks A “Setbacks around the exterior boundary of the project shall be fifty feet (50’), 3 “Trash receptacles need to be wildlife-proof,” 6 “Density will not exceed twelve spaces per gross acre,” Exemption 1 “Intermittent occupation” to be change to “fourteen of thirty days during a six-month period,” 2 “A total of six vehicles for one event annually,” “Parking for two spaces p",,(6-0),Pass,Clyde,Sonntag,6,0,0,land_use/minutes/2021/2021-04-01_eastern_summit_pc.md
100229,2021-04-01,Eastern Summit County Planning Commission,3,"approve the Minutes for December 17, 2020 as written",,(5-0),Pass,Sonntag,Benson,5,0,1,land_use/minutes/2021/2021-04-01_eastern_summit_pc.md
100229,2021-04-01,Eastern Summit County Planning Commission,4,"approve the Minutes for January 7, 2021 as written, with the reference to Mr",,(5-0),Pass,Sonntag,Wheaton,5,0,1,land_use/minutes/2021/2021-04-01_eastern_summit_pc.md
100229,2021-04-01,Eastern Summit County Planning Commission,5,adjourn the meeting,,(6-0),Pass,Clyde,,6,0,0,land_use/minutes/2021/2021-04-01_eastern_summit_pc.md
100230,2021-04-15,Eastern Summit County Planning Commission,1,"approve the Eastern Summit Planning Commission Minutes for January 21, 2021, with suggested changes",,(5-0),Pass,Sonntag,Clyde,5,0,1,land_use/minutes/2021/2021-04-15_eastern_summit_pc.md
100230,2021-04-15,Eastern Summit County Planning Commission,2,adjourn the meeting,,(7-0),Pass,Wheaton,,7,0,0,land_use/minutes/2021/2021-04-15_eastern_summit_pc.md
100231,2021-05-06,Eastern Summit County Planning Commission,1,"approve the Woodland Drinking Water Storage Tank Conditional Use Permit according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",,(5-0),Pass,Benson,Clyde,5,0,0,land_use/minutes/2021/2021-05-06_eastern_summit_pc.md
100231,2021-05-06,Eastern Summit County Planning Commission,2,"forward a positive recommendation to the Community Development Director for the Marathon Pipeline Above Ground Crude Oil Storage Tank Low Impact Permit according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",,(6-0),Pass,Sonntag,Wheaton,6,0,0,land_use/minutes/2021/2021-05-06_eastern_summit_pc.md
100231,2021-05-06,Eastern Summit County Planning Commission,3,adjourn the meeting,,(6-0),Pass,Wilde,,6,0,0,land_use/minutes/2021/2021-05-06_eastern_summit_pc.md
100232,2021-08-05,Eastern Summit County Planning Commission,1,"forward a positive recommendation to the Community Development Director for the Low Impact Permit once the availability of water and fuel have been confirmed, with the Condition that there be no on-site fuel storage",,(5-1),Pass,Sonntag,Benson,5,1,1,land_use/minutes/2021/2021-08-05_eastern_summit_pc.md
100232,2021-08-05,Eastern Summit County Planning Commission,2,"Continue this application to September 2, 2021, a date certain, or the next available meeting",,(6-0),Pass,Clyde,Sonntag,6,0,0,land_use/minutes/2021/2021-08-05_eastern_summit_pc.md
100232,2021-08-05,Eastern Summit County Planning Commission,3,"Continue this application to September 2, 2021, a date certain, or the next available meeting",,(6-0),Pass,Sonntag,Clyde,6,0,0,land_use/minutes/2021/2021-08-05_eastern_summit_pc.md
100232,2021-08-05,Eastern Summit County Planning Commission,4,"approve the Boerboom Contractor’s Yard according to the Findings of Fact, Conclusions of Law, and Conditions of Approval found in the Staff Report, with the additional clarification in the Conditions of Approval that only materials of non-organic matter be stored on site",,(6-0),Pass,Sargent,Sonntag,6,0,0,land_use/minutes/2021/2021-08-05_eastern_summit_pc.md
