date,candidate,office,council_seat,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,text_path,channel,wayback_url,listing_page,listing_posted_date,form_family,office_stated,candidate_stated,office_basis,office_evidence,vision_key,cycle_parity,date_precision,date_source,bytes,sha256,text_chars,fetched_utc,scope_status,needs_review,notes
2020,Gunnell,County Council,South,2020,c_and_e_report,Final / Year-End Summary,Gunnell — Cache County candidate financial campaign report (2020),http://municipal.utah.gov/cache/2020/General/Gunnell%20summary.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_st_Gunnell_summary.pdf,text/2020_st_Gunnell_summary.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2020_General,,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'County Council'; 'Office District' reads 'South'; 'Political Party' reads 'Republican',0c1f9e66,even,year,cycle_only,242940,86f7945b4ece28b8542e55802332decf72c3e4cb0014764f6e760c3f8b6f8839,6678,2026-08-01T00:00:00Z,county_confirmed,0,byte-identical duplicate of raw/2020/2020_cc_Nolan_Gunnell.pdf (county_site)
2020,Howell,Assessor,,2020,c_and_e_report,,Howell — Cache County candidate financial campaign report (2020),http://municipal.utah.gov/cache/2020/General/Howell.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_st_Howell.pdf,text/2020_st_Howell.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2020_General,,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Assessor'; 'Political Party' reads 'Republican',615534f8,even,year,cycle_only,756957,6dcd1ab21bb8e4b749e24f3a063e37614dbdcf5110f593b6903be126aef2d636,1352,2026-08-01T00:00:00Z,county_confirmed,0,
2020,Howell,Assessor,,2020,c_and_e_report,Final / Year-End Summary,Howell — Cache County candidate financial campaign report (2020),http://municipal.utah.gov/cache/2020/General/Howell%20-%20summary.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_st_Howell_summary.pdf,text/2020_st_Howell_summary.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2020_General,,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Assessor'; 'Political Party' reads 'Republican',a288a7cc,even,year,cycle_only,579654,d05c4eda8fb6493162e1f3f524454b58c8192d72d242eb9edc74946c462a0a95,1600,2026-08-01T00:00:00Z,county_confirmed,0,byte-identical duplicate of raw/2020/2020_cc_Kathleen_Howell.pdf (county_site)
2020,Mansell,Recorder,,2020,c_and_e_report,,Mansell — Cache County candidate financial campaign report (2020),http://municipal.utah.gov/cache/2020/General/Mansell.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_st_Mansell.pdf,text/2020_st_Mansell.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2020_General,,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'County Recorder'; 'Office District' reads 'Cache'; 'Political Party' reads 'Republican',af7f83e1,even,year,cycle_only,739873,917e27087edc876883c73d919e56fc34650a395c8028360e881ca44cefebc0be,6472,2026-08-01T00:00:00Z,county_confirmed,0,
2020,McAllister,Treasurer,,2020,c_and_e_report,,McAllister — Cache County candidate financial campaign report (2020),http://municipal.utah.gov/cache/2020/General/McAllister.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_st_McAllister.pdf,text/2020_st_McAllister.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2020_General,,unclassified,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'CACHE COUNTY TREASURER'; 'Office District' reads 'CACHE COUNTY'; 'Political Party' reads 'REPUBLICAN',e467a713,even,year,cycle_only,460696,3cb6bc475ae00b71f62fe00353ab542f4d0f0b484705a501035aee2f084eabd2,5303,2026-08-01T00:00:00Z,county_confirmed,0,
2020,McAllister,Treasurer,,2020,c_and_e_report,Final / Year-End Summary,McAllister — Cache County candidate financial campaign report (2020),http://municipal.utah.gov/cache/2020/General/McAllister%20summary.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_st_McAllister_summary.pdf,text/2020_st_McAllister_summary.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2020_General,,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'CACHE COUNTY TREASURER'; 'Office District' reads 'CACHE COUNTY'; 'Political Party' reads 'REPUBLICAN',9e31cc88,even,year,cycle_only,1455890,b7662f2e04c09d5f8b7a0875479cfe78e5065d08bdb3173f7f562f44a8ba00ba,6325,2026-08-01T00:00:00Z,county_confirmed,0,byte-identical duplicate of raw/2020/2020_cc_Craig_McCallister.pdf (county_site)
2020,Mecham,County Council,North District,2020,c_and_e_report,Final / Year-End Summary,Mecham — Cache County candidate financial campaign report (2020),http://municipal.utah.gov/cache/2020/General/Mecham%20summary.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_st_Mecham_summary.pdf,text/2020_st_Mecham_summary.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2020_General,,unclassified,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Council'; 'Office District' reads 'North District'; 'Political Party' reads 'Democrat',0126d700,even,year,cycle_only,1484864,47f677dc56bf245fef95c2f92b62e77636f5b4c6d3d3bd9bee0b29f3e3442242,4654,2026-08-01T00:00:00Z,county_confirmed,0,byte-identical duplicate of raw/2020/2020_cc_Marilyn_Meacham.pdf (county_site)
2020,Mecham,County Council,North District,2020,c_and_e_report,,Mecham — Cache County candidate financial campaign report (2020),http://municipal.utah.gov/cache/2020/General/campaign%20finance%20-%20Mecham.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_st_campaign_finance_Mecham.pdf,text/2020_st_campaign_finance_Mecham.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2020_General,,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Council'; 'Office District' reads 'North District'; 'Political Party' reads 'Democrat',9798f547,even,year,cycle_only,537620,5e5a935b448ccd6ddeb488b01a0cc691a7a84630e49f9586a1fcda1bd43d2f12,6463,2026-08-01T00:00:00Z,county_confirmed,0,
2020,Ward,County Council,Logan District #1,2020,c_and_e_report,Final / Year-End Summary,Ward — Cache County candidate financial campaign report (2020),http://municipal.utah.gov/cache/2020/General/Ward%20summary.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_st_Ward_summary.pdf,text/2020_st_Ward_summary.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2020_General,,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Council'; 'Office District' reads 'Logan District #1'; 'Political Party' reads 'Republican',03d08d91,even,year,cycle_only,236230,f820e72d307fa037eb37c0a296f213fc5155580b5f27c235bca7c7038455947a,7584,2026-08-01T00:00:00Z,county_confirmed,0,byte-identical duplicate of raw/2020/2020_cc_Karl_Ward.pdf (county_site)
2020,Ward,County Council,Logan District #1,2020,c_and_e_report,,Ward — Cache County candidate financial campaign report (2020),http://municipal.utah.gov/cache/2020/General/campaign%20finance%20Ward.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_st_campaign_finance_Ward.pdf,text/2020_st_campaign_finance_Ward.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2020_General,,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Council'; 'Office District' reads 'Logan District #1'; 'Political Party' reads 'Republican',0222f1fa,even,year,cycle_only,289422,dc8ce20206a4271bba5a5bba70900333be2208e9deb99228719bed7af7a51754,2304,2026-08-01T00:00:00Z,county_confirmed,0,
2020,abbott,County Council,Logan 2,2020,c_and_e_report,,abbott — Cache County candidate financial campaign report (2020),http://municipal.utah.gov/cache/2020/General/campaign%20finance%20abbott.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_st_campaign_finance_abbott.pdf,text/2020_st_campaign_finance_abbott.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2020_General,,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'County Council'; 'Office District' reads 'Logan 2'; 'Political Party' reads 'Democratic Party',ab1fa1ef,even,year,cycle_only,708133,3fa22bf2ceff85057915a9febdb02bce31ba78e2e519234c72354089f999a6c7,1590,2026-08-01T00:00:00Z,county_confirmed,0,
2020,gunnell,County Council,South,2020,c_and_e_report,,gunnell — Cache County candidate financial campaign report (2020),http://municipal.utah.gov/cache/2020/General/campaign%20finance%20gunnell.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_st_campaign_finance_gunnell.pdf,text/2020_st_campaign_finance_gunnell.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2020_General,,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'County Council'; 'Office District' reads 'South'; 'Political Party' reads 'Republican',84204cb6,even,year,cycle_only,167712,4c485a7c7416ec860b21fb1802a0360368cc229d24ec1f63e25113accc3313bf,6653,2026-08-01T00:00:00Z,county_confirmed,0,
2020,tidwell,County Council,Seat 2,2020,c_and_e_report,,tidwell — Cache County candidate financial campaign report (2020),http://municipal.utah.gov/cache/2020/General/campaign%20finance-tidwell.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_st_campaign_finance_tidwell.pdf,text/2020_st_campaign_finance_tidwell.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2020_General,,campaign_report_variant_unread,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Council'; 'Office District' reads 'Seat 2'; 'Political Party' reads 'Republican',a949bdb0,even,year,cycle_only,1411896,897cd500a227313e699e8336578a8b604c94225fef576278e94200e6c3448a44,1717,2026-08-01T00:00:00Z,county_confirmed,0,
2020,tripp,County Council,Logan 1,2020,c_and_e_report,,tripp — Cache County candidate financial campaign report (2020),http://municipal.utah.gov/cache/2020/General/campaign%20finance%20tripp.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_st_campaign_finance_tripp.pdf,text/2020_st_campaign_finance_tripp.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2020_General,,unclassified,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Council'; 'Office District' reads 'Logan 1'; 'Political Party' reads 'Democratic',e8fc486d,even,year,cycle_only,604516,b90f70b08b39e499e6afeb0a4c3cfb84074314de411df32b27492c2cba3bde5b,1388,2026-08-01T00:00:00Z,county_confirmed,0,
2020,tripp,County Council,Logan 1,2020,c_and_e_report,Final / Year-End Summary,tripp — Cache County candidate financial campaign report (2020),http://municipal.utah.gov/cache/2020/General/tripp%20summary.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_st_tripp_summary.pdf,text/2020_st_tripp_summary.txt,state_disclosures,,https://disclosures.utah.gov/Municipal/cache_2020_General,,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Council'; 'Office District' reads 'Logan 1'; 'Political Party' reads 'Democratic',4b42dae4,even,year,cycle_only,537670,1a71c3e7505009c48c591e22a003b5fdfd1f201ec98ef475ffb25518b7dca2d5,2181,2026-08-01T00:00:00Z,county_confirmed,0,byte-identical duplicate of raw/2020/2020_cc_Adam_K_S_Tripp_pdf.pdf (county_site)
2020-12-17,Adam K S Tripp.pdf,County Council,Logan 1,2020,c_and_e_report,Final / Year-End Summary,Adam K S Tripp.pdf — Cache County candidate financial campaign report (2020),https://www.cachecounty.gov/assets/department/clerk/elections/financialDisclosures/2020/Adam K S Tripp.pdf.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_cc_Adam_K_S_Tripp_pdf.pdf,text/2020_cc_Adam_K_S_Tripp_pdf.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2020-candidate-financial-disclosures.html,12-17-2020,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Council'; 'Office District' reads 'Logan 1'; 'Political Party' reads 'Democratic',4b42dae4,even,exact,cms_posting_date,537670,1a71c3e7505009c48c591e22a003b5fdfd1f201ec98ef475ffb25518b7dca2d5,2181,2026-08-01T00:00:00Z,county_confirmed,0,
2020-12-17,Barbara Tidwell,County Council,Seat 2,2020,c_and_e_report,Final / Year-End Summary,Barbara Tidwell — Cache County candidate financial campaign report (2020),https://www.cachecounty.gov/assets/department/clerk/elections/financialDisclosures/2020/Barbara Tidwell.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_cc_Barbara_Tidwell.pdf,text/2020_cc_Barbara_Tidwell.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2020-candidate-financial-disclosures.html,12-17-2020,unclassified,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Council'; 'Office District' reads 'Seat 2'; 'Political Party' reads 'Republican',08b06611,even,exact,cms_posting_date,404710,9de63f4c9ba3d7443e45bd3f517fadf87d3ea550f56605b8305ad6d7a866d8ab,3397,2026-08-01T00:00:00Z,county_confirmed,0,
2020-12-17,Craig McCallister,Treasurer,,2020,c_and_e_report,Final / Year-End Summary,Craig McCallister — Cache County candidate financial campaign report (2020),https://www.cachecounty.gov/assets/department/clerk/elections/financialDisclosures/2020/Craig McCallister.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_cc_Craig_McCallister.pdf,text/2020_cc_Craig_McCallister.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2020-candidate-financial-disclosures.html,12-17-2020,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'CACHE COUNTY TREASURER'; 'Office District' reads 'CACHE COUNTY'; 'Political Party' reads 'REPUBLICAN',9e31cc88,even,exact,cms_posting_date,1455890,b7662f2e04c09d5f8b7a0875479cfe78e5065d08bdb3173f7f562f44a8ba00ba,6325,2026-08-01T00:00:00Z,county_confirmed,0,
2020-12-17,David Erickson,County Council,North District,2020,c_and_e_report,Final / Year-End Summary,David Erickson — Cache County candidate financial campaign report (2020),https://www.cachecounty.gov/assets/department/clerk/elections/financialDisclosures/2020/David Erickson.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_cc_David_Erickson.pdf,text/2020_cc_David_Erickson.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2020-candidate-financial-disclosures.html,12-17-2020,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Council'; 'Office District' reads 'North District'; 'Political Party' reads 'Republican',e26924a6,even,exact,cms_posting_date,1134460,879420e1d79a3459548c6daa6837573cb27bf78c91152bac84b980a173dd4a76,1736,2026-08-01T00:00:00Z,county_confirmed,0,
2020-12-17,Devron Anderson,Recorder,,2020,c_and_e_report,Final / Year-End Summary,Devron Anderson — Cache County candidate financial campaign report (2020),https://www.cachecounty.gov/assets/department/clerk/elections/financialDisclosures/2020/Devron Anderson.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_cc_Devron_Anderson.pdf,text/2020_cc_Devron_Anderson.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2020-candidate-financial-disclosures.html,12-17-2020,unclassified,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Recorder'; 'Office District' reads 'Cache County'; 'Political Party' reads 'Republican',510980e7,even,exact,cms_posting_date,199142,fb929f77b85fa0b16db9e96d1ed1686a0029b6182b227924d38c30f7bb218d76,2210,2026-08-01T00:00:00Z,county_confirmed,0,
2020-12-17,Erica Abbott,County Council,Logan  2,2020,c_and_e_report,Final / Year-End Summary,Erica Abbott — Cache County candidate financial campaign report (2020),https://www.cachecounty.gov/assets/department/clerk/elections/financialDisclosures/2020/Erica Abbott.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_cc_Erica_Abbott.pdf,text/2020_cc_Erica_Abbott.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2020-candidate-financial-disclosures.html,12-17-2020,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'County Council'; 'Office District' reads 'Logan  2'; 'Political Party' reads 'Democratic Party',10254345,even,exact,cms_posting_date,306659,39802b39224cc29136622f8b79ce302da752c15a6f1cb30599212bda3df39677,1579,2026-08-01T00:00:00Z,county_confirmed,0,
2020-12-17,Karl Ward,County Council,Logan District #1,2020,c_and_e_report,Final / Year-End Summary,Karl Ward — Cache County candidate financial campaign report (2020),https://www.cachecounty.gov/assets/department/clerk/elections/financialDisclosures/2020/Karl Ward.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_cc_Karl_Ward.pdf,text/2020_cc_Karl_Ward.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2020-candidate-financial-disclosures.html,12-17-2020,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Council'; 'Office District' reads 'Logan District #1'; 'Political Party' reads 'Republican',03d08d91,even,exact,cms_posting_date,236230,f820e72d307fa037eb37c0a296f213fc5155580b5f27c235bca7c7038455947a,7584,2026-08-01T00:00:00Z,county_confirmed,0,
2020-12-17,Kathleen Howell,Assessor,,2020,c_and_e_report,Final / Year-End Summary,Kathleen Howell — Cache County candidate financial campaign report (2020),https://www.cachecounty.gov/assets/department/clerk/elections/financialDisclosures/2020/Kathleen Howell.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_cc_Kathleen_Howell.pdf,text/2020_cc_Kathleen_Howell.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2020-candidate-financial-disclosures.html,12-17-2020,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Assessor'; 'Political Party' reads 'Republican',a288a7cc,even,exact,cms_posting_date,579654,d05c4eda8fb6493162e1f3f524454b58c8192d72d242eb9edc74946c462a0a95,1600,2026-08-01T00:00:00Z,county_confirmed,0,
2020-12-17,Marilyn Meacham,County Council,North District,2020,c_and_e_report,Final / Year-End Summary,Marilyn Meacham — Cache County candidate financial campaign report (2020),https://www.cachecounty.gov/assets/department/clerk/elections/financialDisclosures/2020/Marilyn Meacham.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_cc_Marilyn_Meacham.pdf,text/2020_cc_Marilyn_Meacham.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2020-candidate-financial-disclosures.html,12-17-2020,unclassified,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'Cache County Council'; 'Office District' reads 'North District'; 'Political Party' reads 'Democrat',0126d700,even,exact,cms_posting_date,1484864,47f677dc56bf245fef95c2f92b62e77636f5b4c6d3d3bd9bee0b29f3e3442242,4654,2026-08-01T00:00:00Z,county_confirmed,0,
2020-12-17,Nolan Gunnell,County Council,South,2020,c_and_e_report,Final / Year-End Summary,Nolan Gunnell — Cache County candidate financial campaign report (2020),https://www.cachecounty.gov/assets/department/clerk/elections/financialDisclosures/2020/Nolan Gunnell.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 250dpi),raw/2020/2020_cc_Nolan_Gunnell.pdf,text/2020_cc_Nolan_Gunnell.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2020-candidate-financial-disclosures.html,12-17-2020,carr_county,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Name of Office' reads 'County Council'; 'Office District' reads 'South'; 'Political Party' reads 'Republican',0c1f9e66,even,exact,cms_posting_date,242940,86f7945b4ece28b8542e55802332decf72c3e4cb0014764f6e760c3f8b6f8839,6678,2026-08-01T00:00:00Z,county_confirmed,0,
2022,Chris Booth Ladd Kennington,County Council,Northeast,2022,c_and_e_report,Pre-Primary,Chris Booth Ladd Kennington — Cache County candidate financial campaign report (2022),https://www.cachecounty.org/assets/department/clerk/2022%20Primary%20Financial%20Disclosures%20.pdf,2026-08-01,text,pdftotext -layout,raw/2022/2022_wb_2022_Primary_Financial_Disclosures.pdf,text/2022_wb_2022_Primary_Financial_Disclosures.txt,wayback_cachecounty_org,http://web.archive.org/web/2023id_/https://www.cachecounty.org/assets/department/clerk/2022%20Primary%20Financial%20Disclosures%20.pdf,http://web.archive.org/web/20230528172133/https://www.cachecounty.org/elections/campaign-finance.html,,cache_cfd_combined,,,vision_form_field (office line read from the rendered page image; confidence high),"page 1 'Office' box reads, in the filer's hand, 'COUNTY COUNCIL NORTHEAST' (Chris Booth); page 6 'Office' box reads, in the filer's hand, 'County Council' (Ladd Kennington). Both candidates in this combined PDF filed for Cache County Council, so the document's scope is county for both; the seat differs (Booth names the Northeast district, Kennington names no district).",f17fcdac,even,year,cycle_only,2467839,61c49e90a5192b0a628fe7f9e0186d6a14866d476b373d36347610da4080af67,5635,2026-08-01T00:00:00Z,county_confirmed,0,
2022,D Chad Jensen,Sheriff,,2022,c_and_e_report,,D Chad Jensen — Cache County candidate financial campaign report (2022),https://www.cachecounty.gov/assets/department/clerk/elections/financialDisclosures/2022/D_Chad_Jensen_22G.pdf,2026-08-01,text,pdftotext -layout,raw/2022/2022_cc_D_Chad_Jensen_22G.pdf,text/2022_cc_D_Chad_Jensen_22G.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2022-candidate-financial-disclosures.html,07-29-2025,cache_cfd_combined,,,vision_form_field (office line read from the rendered page image; confidence high),"page 1 'Office' box reads, in the filer's hand, 'SHERIFF'",1c0385d0,even,year,cycle_only,656322,6435043a6ca349b0b6733885fedfe792398a0b827fc11c7eb9dd8d2fb5023a74,2098,2026-08-01T00:00:00Z,county_confirmed,0,
2022,D. Chad Jensen,Sheriff,,2022,c_and_e_report,,D. Chad Jensen — Cache County candidate financial campaign report (2022),https://www.cachecounty.gov/assets/department/clerk/elections/financialDisclosures/2022/D._Chad_Jensen.pdf,2026-08-01,text,pdftotext -layout,raw/2022/2022_cc_D_Chad_Jensen.pdf,text/2022_cc_D_Chad_Jensen.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2022-candidate-financial-disclosures.html,07-29-2025,cache_cfd_combined,,,vision_form_field (office line read from the rendered page image; confidence high),"page 1 'Office' box reads, in the filer's hand, 'SHERIFF'; the instrument is the Cache County Clerk/Auditor 'Financial Campaign Report for County Offices and Local School Board Candidates'",a67f32cb,even,year,cycle_only,348641,1109559869b0dfe415f9efed15701c218f45820d28ac1a29ebf9994667886571,2455,2026-08-01T00:00:00Z,county_confirmed,0,
2022,D. Chad Jensen,Sheriff,,2022,c_and_e_report,,D. Chad Jensen — Cache County candidate financial campaign report (2022),https://www.cachecounty.org/assets/department/clerk/D.%20Chad%20Jensen.pdf,2026-08-01,text,pdftotext -layout,raw/2022/2022_wb_D_Chad_Jensen.pdf,text/2022_wb_D_Chad_Jensen.txt,wayback_cachecounty_org,http://web.archive.org/web/2023id_/https://www.cachecounty.org/assets/department/clerk/D.%20Chad%20Jensen.pdf,http://web.archive.org/web/20230528172133/https://www.cachecounty.org/elections/campaign-finance.html,,cache_cfd_combined,,,vision_form_field (office line read from the rendered page image; confidence high),"page 1 'Office' box reads, in the filer's hand, 'SHERIFF'; the instrument is the Cache County Clerk/Auditor 'Financial Campaign Report for County Offices and Local School Board Candidates'",a67f32cb,even,year,cycle_only,348641,1109559869b0dfe415f9efed15701c218f45820d28ac1a29ebf9994667886571,2455,2026-08-01T00:00:00Z,county_confirmed,0,byte-identical duplicate of raw/2022/2022_cc_D_Chad_Jensen.pdf (county_site)
2022,D. Chad Jensen,Sheriff,,2022,c_and_e_report,Pre-General,D. Chad Jensen — Cache County candidate financial campaign report (2022),https://www.cachecounty.org/assets/department/clerk/D%20Chad%20Jensen%2022G.pdf,2026-08-01,text,pdftotext -layout,raw/2022/2022_wb_D_Chad_Jensen_22G.pdf,text/2022_wb_D_Chad_Jensen_22G.txt,wayback_cachecounty_org,http://web.archive.org/web/2023id_/https://www.cachecounty.org/assets/department/clerk/D%20Chad%20Jensen%2022G.pdf,http://web.archive.org/web/20230528172133/https://www.cachecounty.org/elections/campaign-finance.html,,cache_cfd_combined,,,vision_form_field (office line read from the rendered page image; confidence high),"page 1 'Office' box reads, in the filer's hand, 'SHERIFF'",1c0385d0,even,year,cycle_only,656322,6435043a6ca349b0b6733885fedfe792398a0b827fc11c7eb9dd8d2fb5023a74,2098,2026-08-01T00:00:00Z,county_confirmed,0,byte-identical duplicate of raw/2022/2022_cc_D_Chad_Jensen_22G.pdf (county_site)
2022,David Nephi Zook,County Executive,,2022,c_and_e_report,,David Nephi Zook — Cache County candidate financial campaign report (2022),https://www.cachecounty.gov/assets/department/clerk/elections/financialDisclosures/2022/David_Nephi_Zook.pdf,2026-08-01,text,pdftotext -layout,raw/2022/2022_cc_David_Nephi_Zook.pdf,text/2022_cc_David_Nephi_Zook.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2022-candidate-financial-disclosures.html,07-29-2025,cache_cfd_combined,County Executive/Surveyor,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Office' box reads (typed) 'County Executive/Surveyor'; the instrument is the Cache County Clerk/Auditor 'Financial Campaign Report for County Offices and Local School Board Candidates',0b7880a9,even,year,cycle_only,331870,e7e3c307ec7d62a1c51505e0ba4bc138f6e9ad2fd282aa5f2d66e11644523e55,5360,2026-08-01T00:00:00Z,county_confirmed,0,
2022,David Nephi Zook,County Executive,,2022,c_and_e_report,,David Nephi Zook — Cache County candidate financial campaign report (2022),https://www.cachecounty.gov/assets/department/clerk/elections/financialDisclosures/2022/David_Nephi_Zook_22G.pdf,2026-08-01,text,pdftotext -layout,raw/2022/2022_cc_David_Nephi_Zook_22G.pdf,text/2022_cc_David_Nephi_Zook_22G.txt,county_site,,https://www.cachecounty.gov/elections/financial-disclosures/2022-candidate-financial-disclosures.html,07-29-2025,cache_cfd_combined,,,vision_form_field (office line read from the rendered page image; confidence high),page 1 'Office' box reads (typed) 'Cache County Executive/Surveyor',a65f30b6,even,year,cycle_only,310895,3841b577cdb1a444f2c440b5cb51a2c5eb5d63018e44909263c32f6c2b2c834e,3268,2026-08-01T00:00:00Z,county_confirmed,0,
