date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path,date_source
2026-02-17,Midvale City Council Meeting 02/17/2026,Council,https://www.youtube.com/watch?v=imCVv9N9_L8,imCVv9N9_L8,asr,https://www.youtube.com/watch?v=imCVv9N9_L8,2026-07-13,na,enumerated,,title
2026-03-03,Midvale City Council Meeting 03/03/2026,Council,https://www.youtube.com/watch?v=X0Ibm3Y15ic,X0Ibm3Y15ic,asr,https://www.youtube.com/watch?v=X0Ibm3Y15ic,2026-07-13,na,enumerated,,title
2026-03-11,Planning Commission Meeting 3-11-2026,PlanningCommission,https://www.youtube.com/watch?v=Cy0jvYUs15Y,Cy0jvYUs15Y,asr,https://www.youtube.com/watch?v=Cy0jvYUs15Y,2026-07-13,na,enumerated,,title
2026-03-24,Midvale City Council Meeting 3-24-2026,Council,https://www.youtube.com/watch?v=0rKvEPnm-AY,0rKvEPnm-AY,asr,https://www.youtube.com/watch?v=0rKvEPnm-AY,2026-07-13,na,enumerated,,title
2026-03-25,Midvale City Planning Commission Meeting 03/25/2026,PlanningCommission,https://www.youtube.com/watch?v=zTSLSiJWTBs,zTSLSiJWTBs,asr,https://www.youtube.com/watch?v=zTSLSiJWTBs,2026-07-13,na,enumerated,,title
2026-04-07,City Council Meeting 4-7-2026,Council,https://www.youtube.com/watch?v=qRCkUB-d7Co,qRCkUB-d7Co,asr,https://www.youtube.com/watch?v=qRCkUB-d7Co,2026-07-13,na,enumerated,,title
2026-04-21,Midvale City Council Meeting 04/21/2026,Council,https://www.youtube.com/watch?v=QvdH_zltf5c,QvdH_zltf5c,asr,https://www.youtube.com/watch?v=QvdH_zltf5c,2026-07-13,na,enumerated,,title
2026-04-22,Midvale City Planning Commission Meeting 04/22/2026,PlanningCommission,https://www.youtube.com/watch?v=sIhIjU9ZVaQ,sIhIjU9ZVaQ,asr,https://www.youtube.com/watch?v=sIhIjU9ZVaQ,2026-07-13,na,enumerated,,title
2026-05-05,Midvale City Council Meeting 05/05/2026,Council,https://www.youtube.com/watch?v=54oPzLCDEPQ,54oPzLCDEPQ,asr,https://www.youtube.com/watch?v=54oPzLCDEPQ,2026-07-13,na,enumerated,,title
2026-05-13,Midvale City Planning Commission Meeting 05/13/2026,PlanningCommission,https://www.youtube.com/watch?v=4ENhyFE0yr8,4ENhyFE0yr8,asr,https://www.youtube.com/watch?v=4ENhyFE0yr8,2026-07-13,na,enumerated,,title
2026-05-19,Midvale City Council Meeting 05/19/2026,Council,https://www.youtube.com/watch?v=m8ANrnuzw7I,m8ANrnuzw7I,asr,https://www.youtube.com/watch?v=m8ANrnuzw7I,2026-07-13,na,enumerated,,title
2026-06-02,Midvale City Council Meeting 06/02/2026,Council,https://www.youtube.com/watch?v=myx61UVB6ts,myx61UVB6ts,asr,https://www.youtube.com/watch?v=myx61UVB6ts,2026-07-13,na,enumerated,,title
2026-06-02,Planning Commission Meeting 06/02/2026,PlanningCommission,https://www.youtube.com/watch?v=d3n4JT6oD1E,d3n4JT6oD1E,asr,https://www.youtube.com/watch?v=d3n4JT6oD1E,2026-07-13,na,enumerated,,title
2026-06-16,City Council Meeting 06/16/2026,Council,https://www.youtube.com/watch?v=AjB3kAQ0G6o,AjB3kAQ0G6o,asr,https://www.youtube.com/watch?v=AjB3kAQ0G6o,2026-07-13,na,enumerated,,title
2026-06-24,Planning Commission 6/24/2026,PlanningCommission,https://www.youtube.com/watch?v=yb2jxiYb99I,yb2jxiYb99I,asr,https://www.youtube.com/watch?v=yb2jxiYb99I,2026-07-13,na,enumerated,,title
2026-07-07,Midvale City Council Meeting 07/07/2026,Council,https://www.youtube.com/watch?v=SuPv-iOiuys,SuPv-iOiuys,asr,https://www.youtube.com/watch?v=SuPv-iOiuys,2026-07-13,caption,yt-dlp --write-auto-sub (en ASR),raw/2026-07-07.en.vtt,title
2026-07-08,Midvale Planning Commission Meeting 07/08/2026,PlanningCommission,https://www.youtube.com/watch?v=p4JONfyPa_I,p4JONfyPa_I,asr,https://www.youtube.com/watch?v=p4JONfyPa_I,2026-07-13,caption,yt-dlp --write-auto-sub (en ASR),raw/2026-07-08.en.vtt,title
