date,year,title,body,body_slug,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2018-08-16,2018,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,4,"approve the minutes of the March 29, 2018 meeting of the Eastern Summit County Planning Commission, with changes made",,Pass,Sonntag,Rydalch,Hanson,Abstain,land_use/minutes/2018/2018-08-16_eastern_summit_pc.md
2018-08-28,2018,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,approve the minutes as corrected,,Pass,Fine,Kucera,Harte,Abstain,land_use/minutes/2018/2018-08-28_snyderville_basin_pc.md
2018-09-06,2018,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,the Commission is in favor of Staff moving this forward to the County Council,,Pass,Sonntag,,Clyde,Nay,land_use/minutes/2018/2018-09-06_eastern_summit_pc.md
2018-09-20,2018,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the minutes of the April 5, 2018 meeting of the Eastern Summit County Planning Commission, with changes made",,Pass,Sonntag,Sargent,Rydalch,Abstain,land_use/minutes/2018/2018-09-20_eastern_summit_pc.md
2018-11-01,2018,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Eastern Summit County Planning Commission minutes of September 6, 2018 as written",,Pass,Sonntag,Hanson,Sargent,Abstain,land_use/minutes/2018/2018-11-01_eastern_summit_pc.md
2018-11-13,2018,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,approve the application as outlined in the Staff Report,,Fail,Harte,Stevens,Cooke,Nay,land_use/minutes/2018/2018-11-13_snyderville_basin_pc.md
2018-11-13,2018,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,approve the application as outlined in the Staff Report,,Fail,Harte,Stevens,Fine,Nay,land_use/minutes/2018/2018-11-13_snyderville_basin_pc.md
2018-11-13,2018,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,reconsider the prior motion that failed,,Pass,Kucera,Stevens,Peck,Nay,land_use/minutes/2018/2018-11-13_snyderville_basin_pc.md
2018-11-13,2018,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,approve the Erickson Low Impact Permit as outlined in the Staff Report,,Pass,Kucera,Stevens,Cooke,Nay,land_use/minutes/2018/2018-11-13_snyderville_basin_pc.md
2018-11-13,2018,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,6,approve the minutes as written,,Pass,Harte,Fine,Peck,Abstain,land_use/minutes/2018/2018-11-13_snyderville_basin_pc.md
2018-12-06,2018,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,"forward a positive recommendation for the plat amendment to the County Manager according to the Findings of Fact, Conclusions of Law and Conditions of Approval in the Staff Report with the recommended change to Conclusion of Law 1",,Pass,Sonntag,Wheaton,Clyde,Nay,land_use/minutes/2018/2018-12-06_eastern_summit_pc.md
2018-12-06,2018,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the Diamond Construction contractor’s yard according to the Findings of Fact, Conclusions of Law and Conditions Eastern Summit County Planning Commission December 6, 2018 Page 13 of 15 of Approval in the Staff Report, with changes to Conditions of Approval as stated above",,Pass,Sonntag,Rydalch,Wheaton,Nay,land_use/minutes/2018/2018-12-06_eastern_summit_pc.md
2019-01-03,2019,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,4,"deny the Skyway Conditional Use Permit to install a 104-foot-tall cellular tower and associated equipment according to the Findings of Fact and Conclusions of Law included in the Staff Report, Exhibit D, with the minutes from January 3, 2019 as supporting this denial",,Pass,Hanson,Sonntag,Sargent,Nay,land_use/minutes/2019/2019-01-03_eastern_summit_pc.md
2019-01-17,2019,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,"forward a positive recommendation to the County Council for the lighting regulations to be added to the Eastern Summit County Development Code as written with the following changes, according to the Findings of Fact and Conclusions of Law in the Staff Report",,Pass,Sargent,Rydalch,Sonntag,Abstain,land_use/minutes/2019/2019-01-17_eastern_summit_pc.md
2019-01-17,2019,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the minutes of the January 3, 2019 meeting of the Eastern Summit County Planning Commission, with changes made",,Pass,Sonntag,Hanson,Clyde,Abstain,land_use/minutes/2019/2019-01-17_eastern_summit_pc.md
2019-03-21,2019,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,7,"approve the minutes of the August 16, 2018 meeting of the Eastern Summit County Planning Commission, as written",,Pass,Wheaton,Sonntag,Benson,Abstain,land_use/minutes/2019/2019-03-21_eastern_summit_pc.md
2019-03-21,2019,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,8,"approve the minutes of the January 17, 2019 meeting of the Eastern Summit County Planning Commission, as written",,Pass,Sonntag,Rydalch,Benson,Abstain,land_use/minutes/2019/2019-03-21_eastern_summit_pc.md
2019-06-06,2019,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the changes to the Findings of Fact, Conclusions of Law, and Conditions of Approval as shown in the Staff Report",,Pass,Wheaton,Rydalch,Sonntag,Abstain,land_use/minutes/2019/2019-06-06_eastern_summit_pc.md
2019-07-18,2019,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,4,postpone and reschedule this application to the second meeting in August to allow for public notice and for the applicant to prove that concerns can be mitigated,,Pass,Wilde,Benson,Wheaton,Nay,land_use/minutes/2019/2019-07-18_eastern_summit_pc.md
2019-09-05,2019,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"forward a positive recommendation to the Summit County Manager for the Promontory Pinnacle Phase 1-6 Subdivision Plats according to the Findings of Fact, Conclusions of Law and Conditions of Approval in the Staff Report",,Pass,Wilde,Wheaton,Sonntag,Abstain,land_use/minutes/2019/2019-09-05_eastern_summit_pc.md
2020-03-05,2020,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Minutes of June 6, 2019 as written",,Pass,Wheaton,Wilde,Sargent,Abstain,land_use/minutes/2020/2020-03-05_eastern_summit_pc.md
2020-03-05,2020,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the Minutes of August 15, 2019 as written",,Pass,Benson,Wilde,Wilde,Abstain,land_use/minutes/2020/2020-03-05_eastern_summit_pc.md
2020-03-10,2020,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,continue to approve the minutes as written,,Pass,Kucera,Simons,Fine,Abstain,land_use/minutes/2020/2020-03-10_snyderville_basin_pc.md
2020-03-10,2020,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,continue to approve the minutes as written,,Pass,Kucera,Simons,Fine,Abstain,land_use/minutes/2020/2020-03-10_snyderville_basin_pc.md
2020-05-21,2020,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,approve the Conditional Use Permit as proposed,,Pass,Rydalch,Sonntag,Clyde,Nay,land_use/minutes/2020/2020-05-21_eastern_summit_pc.md
2020-06-04,2020,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,5,"approve the Minutes of October 3, 2019 as written",,Pass,Wilde,Sonntag,Wheaton,Abstain,land_use/minutes/2020/2020-06-04_eastern_summit_pc.md
2020-06-23,2020,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,,,Fail,,Fine,Stevens,Nay,land_use/minutes/2020/2020-06-23_snyderville_basin_pc.md
2020-06-23,2020,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,,,Fail,,Fine,Cooke,Nay,land_use/minutes/2020/2020-06-23_snyderville_basin_pc.md
2020-06-23,2020,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,,,Fail,,Fine,Simons,Aye,land_use/minutes/2020/2020-06-23_snyderville_basin_pc.md
2020-06-23,2020,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,,,Fail,,Fine,Kucera,Nay,land_use/minutes/2020/2020-06-23_snyderville_basin_pc.md
2020-06-23,2020,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,,,Fail,,Fine,Harte,Nay,land_use/minutes/2020/2020-06-23_snyderville_basin_pc.md
2020-06-23,2020,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,,,Fail,,Fine,Dickey,Nay,land_use/minutes/2020/2020-06-23_snyderville_basin_pc.md
2020-06-23,2020,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,,,Fail,,Fine,Fine,Nay,land_use/minutes/2020/2020-06-23_snyderville_basin_pc.md
2020-06-23,2020,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,deny the Conditional Use Permit based on the Commission’s finding that it has not met the threshold issue of an owner- occupied residence,,Pass,Harte,Cooke,Stevens,Aye,land_use/minutes/2020/2020-06-23_snyderville_basin_pc.md
2020-06-23,2020,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,deny the Conditional Use Permit based on the Commission’s finding that it has not met the threshold issue of an owner- occupied residence,,Pass,Harte,Cooke,Fine,Aye,land_use/minutes/2020/2020-06-23_snyderville_basin_pc.md
2020-06-23,2020,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,deny the Conditional Use Permit based on the Commission’s finding that it has not met the threshold issue of an owner- occupied residence,,Pass,Harte,Cooke,Simons,Nay,land_use/minutes/2020/2020-06-23_snyderville_basin_pc.md
2020-06-23,2020,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,deny the Conditional Use Permit based on the Commission’s finding that it has not met the threshold issue of an owner- occupied residence,,Pass,Harte,Cooke,Cooke,Aye,land_use/minutes/2020/2020-06-23_snyderville_basin_pc.md
2020-06-23,2020,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,deny the Conditional Use Permit based on the Commission’s finding that it has not met the threshold issue of an owner- occupied residence,,Pass,Harte,Cooke,Harte,Aye,land_use/minutes/2020/2020-06-23_snyderville_basin_pc.md
2020-06-23,2020,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,deny the Conditional Use Permit based on the Commission’s finding that it has not met the threshold issue of an owner- occupied residence,,Pass,Harte,Cooke,Dickey,Aye,land_use/minutes/2020/2020-06-23_snyderville_basin_pc.md
2020-06-23,2020,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,deny the Conditional Use Permit based on the Commission’s finding that it has not met the threshold issue of an owner- occupied residence,,Pass,Harte,Cooke,Kucera,Aye,land_use/minutes/2020/2020-06-23_snyderville_basin_pc.md
2020-07-16,2020,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the Conditional Use Permit according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",,Pass,Wilde,Clyde,Benson,Nay,land_use/minutes/2020/2020-07-16_eastern_summit_pc.md
2020-07-16,2020,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the Conditional Use Permit according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",,Pass,Wilde,Clyde,Sonntag,Abstain,land_use/minutes/2020/2020-07-16_eastern_summit_pc.md
2020-08-06,2020,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,5,"approve the meeting minutes of June 4, 2020 as written",,Pass,Sonntag,Wheaton,Sargent,Abstain,land_use/minutes/2020/2020-08-06_eastern_summit_pc.md
2020-08-11,2020,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"Approval Of Minutes May 26, 2020: Commissioner Fine a motion to approve the minutes as corrected",,Pass,,Cooke,Dickey,Abstain,land_use/minutes/2020/2020-08-11_snyderville_basin_pc.md
2020-08-25,2020,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,11,approve the minutes as corrected,,Pass,Cooke,Stevens,Cooke,Abstain,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
2020-12-08,2020,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,approve the minutes as written,,Pass,Kucera,Stevens,Conabee,Abstain,land_use/minutes/2020/2020-12-08_snyderville_basin_pc.md
2020-12-08,2020,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,approve the minutes as amended,,,Kucera,Cooke,Conabee,Abstain,land_use/minutes/2020/2020-12-08_snyderville_basin_pc.md
2021-01-12,2021,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,accept the minutes as corrected,,Pass,Fine,,Conabee,Abstain,land_use/minutes/2021/2021-01-12_snyderville_basin_pc.md
2021-02-23,2021,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,9,continue this agenda item to a day certain of the next meeting,,Pass,,Carmichael,Conabee,Nay,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
2021-03-18,2021,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,3,"forward a positive recommendation to the County Council for the MPD based on the Findings of Fact, Conclusions of Law and Conditions of approval found in the Staff Report with the additional Condition of a height limitation of twenty-six feet (26’) for lots 19, 20, and 21 that are a concern for hillside development",,Pass,Wilde,Sonntag,Clyde,Nay,land_use/minutes/2021/2021-03-18_eastern_summit_pc.md
2021-04-01,2021,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the Minutes for December 17, 2020 as written",,Pass,Sonntag,Benson,Peterson,Abstain,land_use/minutes/2021/2021-04-01_eastern_summit_pc.md
2021-04-01,2021,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,4,"approve the Minutes for January 7, 2021 as written, with the reference to Mr",,Pass,Sonntag,Wheaton,Peterson,Abstain,land_use/minutes/2021/2021-04-01_eastern_summit_pc.md
2021-04-15,2021,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Eastern Summit Planning Commission Minutes for January 21, 2021, with suggested changes",,Pass,Sonntag,Clyde,Peterson,Abstain,land_use/minutes/2021/2021-04-15_eastern_summit_pc.md
2021-08-05,2021,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,1,"forward a positive recommendation to the Community Development Director for the Low Impact Permit once the availability of water and fuel have been confirmed, with the Condition that there be no on-site fuel storage",,Pass,Sonntag,Benson,Clyde,Nay,land_use/minutes/2021/2021-08-05_eastern_summit_pc.md
2021-11-04,2021,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the May 6, 2021 minutes of the Eastern Summit County Planning Commission with changes made",,Pass,Sonntag,Clyde,Peterson,Abstain,land_use/minutes/2021/2021-11-04_eastern_summit_pc.md
2022-08-23,2022,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approve the Conditional Use Permit (CUP) and Master Planned Development (MPD) pursuant to the Findings of Fact, Conclusions of Law and Conditions of Approval as found in the staff report with the addition of an engineering plan as discussed",,,Carmichael,Hubler,Hubler,Abstain,land_use/minutes/2022/2022-08-23_snyderville_basin_pc.md
2022-09-13,2022,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"approval of a Conditional Use Permit for a public facility providing active and educational activities located at 4554 North Forestdale Drive pursuant to the findings of fact, conclusions of law, and conditions of approval found in the staff report",,,Carmichael,Mooney,Cooke,Nay,land_use/minutes/2022/2022-09-13_snyderville_basin_pc.md
2022-09-13,2022,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,7,"approve the minutes dated June 28, 2022",,,Carmichael,Fine,Cooke,Abstain,land_use/minutes/2022/2022-09-13_snyderville_basin_pc.md
2022-09-13,2022,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,11,"approve the Conditional Use Permit (CUP) and Master planned Development (MPD) pursuant to the Findings of Fact, Conclusions of Law and Conditions of Approval as found in the staff report with the addition of an engineering plan as discussed",,,Carmichael,Hubler,Hubler,Abstain,land_use/minutes/2022/2022-09-13_snyderville_basin_pc.md
2022-10-11,2022,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"approve the Snyderville Basin Planning Commission minutes dated August 9, 2022 as written",,Pass,Carmichael,Hubler,Conabee,Abstain,land_use/minutes/2022/2022-10-11_snyderville_basin_pc.md
2022-10-25,2022,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,reopen public comment on the issuance of a conditional use permit for the Wasatch Crest Residential Treatment Facility a t 241 N,,,Conabee,Cooke,Cooke,Aye,land_use/minutes/2022/2022-10-25_snyderville_basin_pc.md
2022-10-25,2022,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,reopen public comment on the issuance of a conditional use permit for the Wasatch Crest Residential Treatment Facility a t 241 N,,,Conabee,Cooke,Mooney,Aye,land_use/minutes/2022/2022-10-25_snyderville_basin_pc.md
2022-10-25,2022,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,reopen public comment on the issuance of a conditional use permit for the Wasatch Crest Residential Treatment Facility a t 241 N,,,Conabee,Cooke,Conabee,Aye,land_use/minutes/2022/2022-10-25_snyderville_basin_pc.md
2022-10-25,2022,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,1,reopen public comment on the issuance of a conditional use permit for the Wasatch Crest Residential Treatment Facility a t 241 N,,,Conabee,Cooke,Fine,Nay,land_use/minutes/2022/2022-10-25_snyderville_basin_pc.md
2022-10-25,2022,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approval of Discovery Ridge Lots 301 and 302 Plat Amendment, located at 4131 and 4117 W",,,Mooney,Conabee,Cooke,Aye,land_use/minutes/2022/2022-10-25_snyderville_basin_pc.md
2022-10-25,2022,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approval of Discovery Ridge Lots 301 and 302 Plat Amendment, located at 4131 and 4117 W",,,Mooney,Conabee,Mooney,Aye,land_use/minutes/2022/2022-10-25_snyderville_basin_pc.md
2022-10-25,2022,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approval of Discovery Ridge Lots 301 and 302 Plat Amendment, located at 4131 and 4117 W",,,Mooney,Conabee,Hubler,Aye,land_use/minutes/2022/2022-10-25_snyderville_basin_pc.md
2022-10-25,2022,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approval of Discovery Ridge Lots 301 and 302 Plat Amendment, located at 4131 and 4117 W",,,Mooney,Conabee,Fine,Aye,land_use/minutes/2022/2022-10-25_snyderville_basin_pc.md
2022-10-25,2022,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approval of Discovery Ridge Lots 301 and 302 Plat Amendment, located at 4131 and 4117 W",,,Mooney,Conabee,Conabee,Aye,land_use/minutes/2022/2022-10-25_snyderville_basin_pc.md
2022-10-25,2022,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"approval of Discovery Ridge Lots 301 and 302 Plat Amendment, located at 4131 and 4117 W",,,Mooney,Conabee,Kucera,Nay,land_use/minutes/2022/2022-10-25_snyderville_basin_pc.md
2023-01-05,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,continue the item with direction to the staff to expand to the east and explore other options,,,Clyde,Wheaton,Benson,Aye,land_use/minutes/2023/2023-01-05_eastern_summit_pc.md
2023-01-05,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,continue the item with direction to the staff to expand to the east and explore other options,,,Clyde,Wheaton,Clyde,Aye,land_use/minutes/2023/2023-01-05_eastern_summit_pc.md
2023-01-05,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,continue the item with direction to the staff to expand to the east and explore other options,,,Clyde,Wheaton,Wheaton,Aye,land_use/minutes/2023/2023-01-05_eastern_summit_pc.md
2023-01-05,2023,Eastern Summit County Planning Commission,Eastern Summit County Planning Commission,eastern_summit_pc,2,continue the item with direction to the staff to expand to the east and explore other options,,,Clyde,Wheaton,Sargent,Nay,land_use/minutes/2023/2023-01-05_eastern_summit_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,forward a positive recommendation for the zoning change with comments,,Fail,Chris Conabee,DJ Hubler,John Kucera,Aye,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,forward a positive recommendation for the zoning change with comments,,Fail,Chris Conabee,DJ Hubler,Bruce Carmichael,Aye,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,forward a positive recommendation for the zoning change with comments,,Fail,Chris Conabee,DJ Hubler,Chris Conabee,Aye,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,forward a positive recommendation for the zoning change with comments,,Fail,Chris Conabee,DJ Hubler,Thomas Cooke,Nay,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,forward a positive recommendation for the zoning change with comments,,Fail,Chris Conabee,DJ Hubler,Joel Fine,Nay,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,2,forward a positive recommendation for the zoning change with comments,,Fail,Chris Conabee,DJ Hubler,DJ Hubler,Nay,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,make a negative recommendation to County Council with all of the commentary previously provided in the last vote,,Fail,,Tyann Mooney,Thomas Cooke,Aye,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,make a negative recommendation to County Council with all of the commentary previously provided in the last vote,,Fail,,Tyann Mooney,DJ Hubler,Aye,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,make a negative recommendation to County Council with all of the commentary previously provided in the last vote,,Fail,,Tyann Mooney,Tyann Mooney,Aye,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,make a negative recommendation to County Council with all of the commentary previously provided in the last vote,,Fail,,Tyann Mooney,John Kucera,Nay,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,make a negative recommendation to County Council with all of the commentary previously provided in the last vote,,Fail,,Tyann Mooney,Bruce Carmichael,Nay,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,3,make a negative recommendation to County Council with all of the commentary previously provided in the last vote,,Fail,,Tyann Mooney,Chris Conabee,Nay,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,forward a negative recommendation to Council on the proposed zone changes to the Service Commercial Zone on the basis that they don't comply with the strategies and implementation measures that were recently adopted in the moderate housing plan,,Fail,,Chris Conabee,Thomas Cooke,Aye,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,forward a negative recommendation to Council on the proposed zone changes to the Service Commercial Zone on the basis that they don't comply with the strategies and implementation measures that were recently adopted in the moderate housing plan,,Fail,,Chris Conabee,Joel Fine,Aye,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,forward a negative recommendation to Council on the proposed zone changes to the Service Commercial Zone on the basis that they don't comply with the strategies and implementation measures that were recently adopted in the moderate housing plan,,Fail,,Chris Conabee,John Kucera,Nay,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,forward a negative recommendation to Council on the proposed zone changes to the Service Commercial Zone on the basis that they don't comply with the strategies and implementation measures that were recently adopted in the moderate housing plan,,Fail,,Chris Conabee,Bruce Carmichael,Nay,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,forward a negative recommendation to Council on the proposed zone changes to the Service Commercial Zone on the basis that they don't comply with the strategies and implementation measures that were recently adopted in the moderate housing plan,,Fail,,Chris Conabee,Chris Conabee,Nay,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,4,forward a negative recommendation to Council on the proposed zone changes to the Service Commercial Zone on the basis that they don't comply with the strategies and implementation measures that were recently adopted in the moderate housing plan,,Fail,,Chris Conabee,DJ Hubler,Nay,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,pass a positive recommendation to County Council based on the updated commentary that Commissioner Cooke provided,,Pass,,Bruce Carmichael,John Kucera,Aye,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,pass a positive recommendation to County Council based on the updated commentary that Commissioner Cooke provided,,Pass,,Bruce Carmichael,Bruce Carmichael,Aye,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,pass a positive recommendation to County Council based on the updated commentary that Commissioner Cooke provided,,Pass,,Bruce Carmichael,Chris Conabee,Aye,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
2023-01-10,2023,Snyderville Basin Planning Commission,Snyderville Basin Planning Commission,snyderville_basin_pc,5,pass a positive recommendation to County Council based on the updated commentary that Commissioner Cooke provided,,Pass,,Bruce Carmichael,DJ Hubler,Aye,land_use/minutes/2023/2023-01-10_snyderville_basin_pc.md
