date,body,body_slug,motion_no,motion,result,tally,yes,no,mover,seconder,names_recorded,source
2020-07-28,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"forward a positive recommendation to the County Manager regarding Silver Creek Village Lot 8 preliminary subdivision plat pursuant to the findings of fact, conclusions of law, and conditions of approval as found in the Staff Report",Pass,(7-0),7,0,,Cooke,false,land_use/minutes/2020/2020-07-28_snyderville_basin_pc.md
2020-07-28,Snyderville Basin Planning Commission,snyderville_basin_pc,3,approve the application as outlined in the Staff Report and below,Pass,(7-0),7,0,,Kucera,false,land_use/minutes/2020/2020-07-28_snyderville_basin_pc.md
2020-07-28,Snyderville Basin Planning Commission,snyderville_basin_pc,4,approve the Conditional Use Permit for Mountain Trails and Summit Lands Conservancy as outlined in the Staff Report (and below.),Pass,(7-0),7,0,,Fine,false,land_use/minutes/2020/2020-07-28_snyderville_basin_pc.md
2020-07-28,Snyderville Basin Planning Commission,snyderville_basin_pc,5,approve the application as outlined in the Staff Report and below with additional language outlined by Staff about minimizing the visual impact of the screening,Pass,(7-0),7,0,,Simons,false,land_use/minutes/2020/2020-07-28_snyderville_basin_pc.md
2020-07-28,Snyderville Basin Planning Commission,snyderville_basin_pc,6,approve the minutes as corrected,Pass,(7-0),7,0,Cooke,Fine,false,land_use/minutes/2020/2020-07-28_snyderville_basin_pc.md
2020-08-06,Eastern Summit County Planning Commission,eastern_summit_pc,1,"forward a positive recommendation for the Plat Amendment to the Community Development Director according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",Pass,(7-0),7,0,Wilde,Sonntag,false,land_use/minutes/2020/2020-08-06_eastern_summit_pc.md
2020-08-06,Eastern Summit County Planning Commission,eastern_summit_pc,2,"forward a positive recommendation for the Plat Amendment to the Community Development Director according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",Pass,(7-0),7,0,Clyde,Wheaton,false,land_use/minutes/2020/2020-08-06_eastern_summit_pc.md
2020-08-06,Eastern Summit County Planning Commission,eastern_summit_pc,3,"forward a positive recommendation for the Rezone and Master Planned Development (MPD) to the County Council according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",Pass,(7-0),7,0,Clyde,Wilde,false,land_use/minutes/2020/2020-08-06_eastern_summit_pc.md
2020-08-06,Eastern Summit County Planning Commission,eastern_summit_pc,4,"approve the meeting minutes of May 21, 2020 as written",Pass,(7-0),7,0,Clyde,Sonntag,false,land_use/minutes/2020/2020-08-06_eastern_summit_pc.md
2020-08-06,Eastern Summit County Planning Commission,eastern_summit_pc,5,"approve the meeting minutes of June 4, 2020 as written",Pass,(6-0),6,0,Sonntag,Wheaton,true,land_use/minutes/2020/2020-08-06_eastern_summit_pc.md
2020-08-06,Eastern Summit County Planning Commission,eastern_summit_pc,6,"approve the meeting minutes of June 18, 2020 as written",Pass,(7-0),7,0,Wheaton,Rydalch,false,land_use/minutes/2020/2020-08-06_eastern_summit_pc.md
2020-08-06,Eastern Summit County Planning Commission,eastern_summit_pc,7,adjourn the meeting,,,,,Clyde,,false,land_use/minutes/2020/2020-08-06_eastern_summit_pc.md
2020-08-11,Snyderville Basin Planning Commission,snyderville_basin_pc,1,continue the public hearing until the August 25th meeting,Pass,(7-0),7,0,Kucera,Stevens,false,land_use/minutes/2020/2020-08-11_snyderville_basin_pc.md
2020-08-11,Snyderville Basin Planning Commission,snyderville_basin_pc,2,continue past 10:00 PM,Pass,(6-0),6,0,Cooke,Simons,false,land_use/minutes/2020/2020-08-11_snyderville_basin_pc.md
2020-08-11,Snyderville Basin Planning Commission,snyderville_basin_pc,3,move agenda items #3 and #6 to the August 25 th meeting and to begin at 3:00 PM,Pass,(6-0),6,0,Simons,Fine,false,land_use/minutes/2020/2020-08-11_snyderville_basin_pc.md
2020-08-11,Snyderville Basin Planning Commission,snyderville_basin_pc,4,approve the Summit Park Plat M2 Lot 6 Second Amendment as outlined in the Staff Report and below,Pass,(6-0),6,0,,Stevens,false,land_use/minutes/2020/2020-08-11_snyderville_basin_pc.md
2020-08-11,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"Approval Of Minutes May 26, 2020: Commissioner Fine a motion to approve the minutes as corrected",Pass,(5-0),5,0,,Cooke,true,land_use/minutes/2020/2020-08-11_snyderville_basin_pc.md
2020-08-25,Snyderville Basin Planning Commission,snyderville_basin_pc,1,forward a positive recommendation to the Community Development Director as outlined in the Staff Report and with the added conditions as listed below,Pass,(7-0),7,0,,Fine,false,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
2020-08-25,Snyderville Basin Planning Commission,snyderville_basin_pc,2,here from New York City to avoid this type of situation,,,,,,,false,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
2020-08-25,Snyderville Basin Planning Commission,snyderville_basin_pc,3,approve the application as written in the Staff Report,Pass,(4-3),4,3,Stevens,Stevens,false,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
2020-08-25,Snyderville Basin Planning Commission,snyderville_basin_pc,4,forward a positive recommendation for preliminary subdivision plat to the County Manager as outlined in the Staff Report,Pass,,,,Harte,Cooke,false,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
2020-08-25,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"Prior to final approval of the condominium plat, confirmation of the final details of the plat will be verified by Staff",Pass,(7-0),7,0,,,false,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
2020-08-25,Snyderville Basin Planning Commission,snyderville_basin_pc,6,forward a positive recommendation for the final site plan for Silver Creek Village to the County Manager as outlined in the Staff Report for Lots 81 and 82,,,,,Cooke,Fine,false,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
2020-08-25,Snyderville Basin Planning Commission,snyderville_basin_pc,7,was made to continue beyond 10:00 PM,Pass,(7-0),7,0,Simons,Stevens,false,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
2020-08-25,Snyderville Basin Planning Commission,snyderville_basin_pc,8,forward a positive recommendation for the Silver Creek Village plat amendment to the Summit County Manger as outlined in the Staff Report,Pass,(7-0),7,0,,Simons,false,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
2020-08-25,Snyderville Basin Planning Commission,snyderville_basin_pc,9,approve the minutes as corrected,Pass,(7-0),7,0,Cooke,Stevens,false,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
2020-08-25,Snyderville Basin Planning Commission,snyderville_basin_pc,10,approve the minutes as corrected,Pass,(7-0),7,0,Cooke,Stevens,false,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
2020-08-25,Snyderville Basin Planning Commission,snyderville_basin_pc,11,approve the minutes as corrected,Pass,(6-0),6,0,Cooke,Stevens,true,land_use/minutes/2020/2020-08-25_snyderville_basin_pc.md
2020-09-08,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"page 13, which contains the findings of fact",Fail,,,,Harte,Stevens,false,land_use/minutes/2020/2020-09-08_snyderville_basin_pc.md
2020-09-08,Snyderville Basin Planning Commission,snyderville_basin_pc,2,It is to forward a negative recommendation on the Summit Research Park development agreement amendments to the Summit County Council,Pass,,,,,Cooke,false,land_use/minutes/2020/2020-09-08_snyderville_basin_pc.md
2020-09-17,Eastern Summit County Planning Commission,eastern_summit_pc,1,"forward a positive recommendation to the County Manager to approve the Final Subdivision Plats according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",Pass,(5-0),5,0,Wheaton,Clyde,false,land_use/minutes/2020/2020-09-17_eastern_summit_pc.md
2020-09-17,Eastern Summit County Planning Commission,eastern_summit_pc,2,"forward a positive recommendation to the County Council for the 4-lot subdivision according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",Pass,(6-0),6,0,Wilde,Wheaton,false,land_use/minutes/2020/2020-09-17_eastern_summit_pc.md
2020-09-17,Eastern Summit County Planning Commission,eastern_summit_pc,3,adjourn the meeting,Pass,(6-0),6,0,Wilde,Sonntag,false,land_use/minutes/2020/2020-09-17_eastern_summit_pc.md
2020-09-22,Snyderville Basin Planning Commission,snyderville_basin_pc,1,approve the Plat Amendment as outlined in the Staff Report,Pass,(4-0),4,0,Fine,Stevens,false,land_use/minutes/2020/2020-09-22_snyderville_basin_pc.md
2020-09-22,Snyderville Basin Planning Commission,snyderville_basin_pc,2,"continue this item to a date certain of October 27, 2020",Pass,(4-0),4,0,Stevens,Cooke,false,land_use/minutes/2020/2020-09-22_snyderville_basin_pc.md
2020-09-22,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"forward a positive recommendation to the County Council regarding amended language to Chapter 10-4C: Watershed Snyderville Basin Planning Commission September 22, 2020 Page 7 of 18 Protection in the Snyderville Basin Development Code as outlined in the Staff Report",Pass,(4-0),4,0,Stevens,Fine,false,land_use/minutes/2020/2020-09-22_snyderville_basin_pc.md
2020-09-22,Snyderville Basin Planning Commission,snyderville_basin_pc,4,approve the minutes as written,Pass,(4-0),4,0,Fine,Cooke,false,land_use/minutes/2020/2020-09-22_snyderville_basin_pc.md
2020-10-13,Snyderville Basin Planning Commission,snyderville_basin_pc,1,amend Lots and 2 as outlined in the Staff Report,Pass,,,,Kucera,Stevens,false,land_use/minutes/2020/2020-10-13_snyderville_basin_pc.md
2020-10-13,Snyderville Basin Planning Commission,snyderville_basin_pc,2,approve the proposed plat amendment as outlined in the Staff Report,Pass,(5-0),5,0,Kucera,Cooke,false,land_use/minutes/2020/2020-10-13_snyderville_basin_pc.md
2020-10-13,Snyderville Basin Planning Commission,snyderville_basin_pc,3,continue the item,Pass,(5-0),5,0,Stevens,Cooke,false,land_use/minutes/2020/2020-10-13_snyderville_basin_pc.md
2020-10-15,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Middle Canyon Ranch Subdivision Plat Amendment as proposed according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",Pass,(5-0),5,0,Rydalch,Wheaton,false,land_use/minutes/2020/2020-10-15_eastern_summit_pc.md
2020-10-15,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Conditional Use Permit for the accessory building as proposed according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",Pass,(5-0),5,0,Wilde,Wheaton,false,land_use/minutes/2020/2020-10-15_eastern_summit_pc.md
2020-10-15,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the Conditional Use Permit for the accessory building as proposed according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",Pass,(5-0),5,0,Wilde,Rydalch,false,land_use/minutes/2020/2020-10-15_eastern_summit_pc.md
2020-10-15,Eastern Summit County Planning Commission,eastern_summit_pc,4,"Continue this Public Hearing to the November 5, 2020 Eastern Summit County Planning Commission meeting",Pass,(5-0),5,0,Wilde,Sonntag,false,land_use/minutes/2020/2020-10-15_eastern_summit_pc.md
2020-10-15,Eastern Summit County Planning Commission,eastern_summit_pc,5,adjourn the meeting,Pass,(5-0),5,0,Wheaton,Rydalch,false,land_use/minutes/2020/2020-10-15_eastern_summit_pc.md
2020-10-27,Snyderville Basin Planning Commission,snyderville_basin_pc,1,approve the proposed plat amendment for Colony Lot 2 as outlined in the Staff Report,Pass,(6-0),6,0,Kucera,Cooke,false,land_use/minutes/2020/2020-10-27_snyderville_basin_pc.md
2020-10-27,Snyderville Basin Planning Commission,snyderville_basin_pc,2,Chair Dickey made a new motion to continue the application to a date uncertain,Pass,(6-0),6,0,,Cooke,false,land_use/minutes/2020/2020-10-27_snyderville_basin_pc.md
2020-10-27,Snyderville Basin Planning Commission,snyderville_basin_pc,3,there because of the open space between the residences,,,,,,,false,land_use/minutes/2020/2020-10-27_snyderville_basin_pc.md
2020-10-27,Snyderville Basin Planning Commission,snyderville_basin_pc,4,continue this application to a date uncertain,,,,,Stevens,Fine,false,land_use/minutes/2020/2020-10-27_snyderville_basin_pc.md
2020-11-05,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Plat Amendment to modify Lot 5 of the Pace Acres Subdivision as proposed according to the Findings of Fact, Conclusions Eastern Summit County Planning Commission November 5, 2020 Page 3 of 21 of Law, and Conditions of Approval in the Staff Report",Pass,(7-0),7,0,Wilde,Sonntag,false,land_use/minutes/2020/2020-11-05_eastern_summit_pc.md
2020-11-05,Eastern Summit County Planning Commission,eastern_summit_pc,2,continue this item to a future meeting,Pass,(7-0),7,0,Clyde,Benson,false,land_use/minutes/2020/2020-11-05_eastern_summit_pc.md
2020-11-05,Eastern Summit County Planning Commission,eastern_summit_pc,3,"Continue this application to allow Staff to prepare the Findings of Fact, Conclusions of Law, and Conditions of Approval",Pass,(6-0),6,0,Clyde,Rydalch,false,land_use/minutes/2020/2020-11-05_eastern_summit_pc.md
2020-11-05,Eastern Summit County Planning Commission,eastern_summit_pc,4,Continue this Public Hearing to another meeting to determine what the zoning would revert to if the Development Agreement fails,Pass,(7-0),7,0,Clyde,Wheaton,false,land_use/minutes/2020/2020-11-05_eastern_summit_pc.md
2020-11-05,Eastern Summit County Planning Commission,eastern_summit_pc,5,forward a positive recommendation to the County Council with the Condition that the Development Agreement would expire in no less than 20 years,Fail,,,,Wilde,,false,land_use/minutes/2020/2020-11-05_eastern_summit_pc.md
2020-11-05,Eastern Summit County Planning Commission,eastern_summit_pc,6,accept the Summit County Moderate Income Housing Plan/Report and forward a positive recommendation to the County Council for approval,Pass,(7-0),7,0,Sonntag,Rydalch,false,land_use/minutes/2020/2020-11-05_eastern_summit_pc.md
2020-11-05,Eastern Summit County Planning Commission,eastern_summit_pc,7,adjourn the meeting,Pass,(7-0),7,0,Wilde,,false,land_use/minutes/2020/2020-11-05_eastern_summit_pc.md
2020-11-10,Snyderville Basin Planning Commission,snyderville_basin_pc,1,approve the amended plat for The Cove at Sun Peak Lot 9 as outlined in the Staff Report,Pass,(5-0),5,0,Kucera,Cooke,false,land_use/minutes/2020/2020-11-10_snyderville_basin_pc.md
2020-11-10,Snyderville Basin Planning Commission,snyderville_basin_pc,2,deny the Whileaway Ranch Indoor Riding Arena CUP,,,,,Dickey,Cooke,false,land_use/minutes/2020/2020-11-10_snyderville_basin_pc.md
2020-11-10,Snyderville Basin Planning Commission,snyderville_basin_pc,3,deny the Whileaway Ranch Indoor Riding Arena CUP,Pass,,,,Dickey,Cooke,false,land_use/minutes/2020/2020-11-10_snyderville_basin_pc.md
2020-11-10,Snyderville Basin Planning Commission,snyderville_basin_pc,4,approve the proposed plat amendment to Parcel #PP-93 as outlined in the Staff Report,Pass,(5-0),5,0,Cooke,,false,land_use/minutes/2020/2020-11-10_snyderville_basin_pc.md
2020-11-10,Snyderville Basin Planning Commission,snyderville_basin_pc,5,accept the report and recommend approval to the County Council for the 2020 Moderate Income Housing Plan and Report,Pass,(5-0),5,0,Cooke,Kucera,false,land_use/minutes/2020/2020-11-10_snyderville_basin_pc.md
2020-11-19,Eastern Summit County Planning Commission,eastern_summit_pc,1,adjourn the meeting,Pass,(7-0),7,0,Sonntag,Clyde,false,land_use/minutes/2020/2020-11-19_eastern_summit_pc.md
2020-12-03,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Conditional Use Permit as proposed according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",Pass,(7-0),7,0,Rydalch,Sonntag,false,land_use/minutes/2020/2020-12-03_eastern_summit_pc.md
2020-12-03,Eastern Summit County Planning Commission,eastern_summit_pc,2,approve the Conditional Use Permit with an additional Condition of Approval that no third-party storage of equipment or third- party processing be allowed on the site,Pass,(7-0),7,0,Clyde,Benson,false,land_use/minutes/2020/2020-12-03_eastern_summit_pc.md
2020-12-03,Eastern Summit County Planning Commission,eastern_summit_pc,3,"forward a positive recommendation to the County Council for this MPD according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report with the addition of the words “shall be provided” to Condition of Approval #3",Pass,(6-0),6,0,Rydalch,Rydalch,false,land_use/minutes/2020/2020-12-03_eastern_summit_pc.md
2020-12-03,Eastern Summit County Planning Commission,eastern_summit_pc,4,"forward a positive recommendation to the County Council for the rezone and MPD according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",Pass,(7-0),7,0,Wilde,Sonntag,false,land_use/minutes/2020/2020-12-03_eastern_summit_pc.md
2020-12-03,Eastern Summit County Planning Commission,eastern_summit_pc,5,"approve the minutes of July 16, 2020 with changes made as discussed",Pass,(7-0),7,0,Clyde,Wheaton,false,land_use/minutes/2020/2020-12-03_eastern_summit_pc.md
2020-12-03,Eastern Summit County Planning Commission,eastern_summit_pc,6,"approve the minutes of September 17, 2020 as written",Pass,(7-0),7,0,Clyde,Wilde,false,land_use/minutes/2020/2020-12-03_eastern_summit_pc.md
2020-12-03,Eastern Summit County Planning Commission,eastern_summit_pc,7,adjourn the meeting,Pass,(7-0),7,0,Wilde,,false,land_use/minutes/2020/2020-12-03_eastern_summit_pc.md
2020-12-08,Snyderville Basin Planning Commission,snyderville_basin_pc,1,approve the Utah Olympic Park Ski Run and Ski lift Phase II Conditional Use Permit as outlined in the Staff Report,Pass,(7-0),7,0,Kucera,Simons,false,land_use/minutes/2020/2020-12-08_snyderville_basin_pc.md
2020-12-08,Snyderville Basin Planning Commission,snyderville_basin_pc,2,approve the minutes as written,Pass,,,,Kucera,Stevens,true,land_use/minutes/2020/2020-12-08_snyderville_basin_pc.md
2020-12-08,Snyderville Basin Planning Commission,snyderville_basin_pc,3,approve the minutes as amended,,,,,Kucera,Cooke,true,land_use/minutes/2020/2020-12-08_snyderville_basin_pc.md
2020-12-17,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Conditional Use Permit as proposed according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",Pass,(6-0),6,0,Wilde,Clyde,false,land_use/minutes/2020/2020-12-17_eastern_summit_pc.md
2020-12-17,Eastern Summit County Planning Commission,eastern_summit_pc,2,"approve the Eastern Summit County Planning Commission minutes of October 15, 2020 as written",Pass,(7-0),7,0,Wheaton,Rydalch,false,land_use/minutes/2020/2020-12-17_eastern_summit_pc.md
2020-12-17,Eastern Summit County Planning Commission,eastern_summit_pc,3,adjourn the meeting,Pass,(7-0),7,0,Sonntag,,false,land_use/minutes/2020/2020-12-17_eastern_summit_pc.md
2021-01-07,Eastern Summit County Planning Commission,eastern_summit_pc,1,adjourn the meeting,Pass,(7-0),7,0,Sonntag,,false,land_use/minutes/2021/2021-01-07_eastern_summit_pc.md
2021-01-12,Snyderville Basin Planning Commission,snyderville_basin_pc,1,forward a positive recommendation for the proposed amendment to the Residences at Blackstone Units 1 and 2 Second Amendment to the Summit County Manger as outlined in the Staff Report,Pass,(6-0),6,0,,Simons,false,land_use/minutes/2021/2021-01-12_snyderville_basin_pc.md
2021-01-12,Snyderville Basin Planning Commission,snyderville_basin_pc,2,accept the minutes as corrected,Pass,(4-0),4,0,Fine,,true,land_use/minutes/2021/2021-01-12_snyderville_basin_pc.md
2021-01-21,Eastern Summit County Planning Commission,eastern_summit_pc,1,continue this item to a future meeting to allow Staff to take the comments from this meeting and put forth a revised ordinance,Pass,(5-0),5,0,Rydalch,Wheaton,false,land_use/minutes/2021/2021-01-21_eastern_summit_pc.md
2021-01-21,Eastern Summit County Planning Commission,eastern_summit_pc,2,away from protecting agriculture,,,,,Mission Statement,,false,land_use/minutes/2021/2021-01-21_eastern_summit_pc.md
2021-01-21,Eastern Summit County Planning Commission,eastern_summit_pc,3,adjourn the meeting,Pass,(5-0),5,0,Rydalch,,false,land_use/minutes/2021/2021-01-21_eastern_summit_pc.md
2021-01-28,Eastern Summit County Planning Commission,eastern_summit_pc,1,adjourn the meeting,Pass,(7-0),7,0,Clyde,,false,land_use/minutes/2021/2021-01-28_eastern_summit_pc.md
2021-02-04,Eastern Summit County Planning Commission,eastern_summit_pc,1,"table the Trail Ridge Subdivision MPD to a future meeting to allow further review once Staff has crafted Findings of Fact, Conclusions of Law, and Conditions of Approval, with clarification that lot lines not extend to the center of the road",Pass,(5-0),5,0,Wheaton,Sonntag,false,land_use/minutes/2021/2021-02-04_eastern_summit_pc.md
2021-02-04,Eastern Summit County Planning Commission,eastern_summit_pc,2,"forward a positive recommendation to the Summit County Manager to approve the proposed Promontory Clubhouse Villas Final Subdivision Plat, according to the following Findings of Fact, Conclusions of Law and Conditions of Approval",Pass,(4-0),4,0,Clyde,Benson,false,land_use/minutes/2021/2021-02-04_eastern_summit_pc.md
2021-02-04,Eastern Summit County Planning Commission,eastern_summit_pc,3,adjourn the meeting,Pass,(7-0),7,0,Wheaton,,false,land_use/minutes/2021/2021-02-04_eastern_summit_pc.md
2021-02-18,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Minutes for the August 6, 2020 Eastern Summit County Planning Commission meeting as written",Pass,,,,Wilde,Clyde,false,land_use/minutes/2021/2021-02-18_eastern_summit_pc.md
2021-02-18,Eastern Summit County Planning Commission,eastern_summit_pc,2,adjourn the meeting,Pass,(6-0),6,0,Sonntag,,false,land_use/minutes/2021/2021-02-18_eastern_summit_pc.md
2021-02-23,Snyderville Basin Planning Commission,snyderville_basin_pc,1,the topic of wildlife habitat,,,,,Cooke,,false,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
2021-02-23,Snyderville Basin Planning Commission,snyderville_basin_pc,2,forward a negative recommendation to the County Council based on the findings of fact that the Canyons SPA does not provide sufficient density or uses to support this application,Pass,(4-0),4,0,,,false,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
2021-02-23,Snyderville Basin Planning Commission,snyderville_basin_pc,3,MOTION Commissioner Kucera said he will make a motion to send a positive recommendation based on the Staff Report,Pass,(4-0),4,0,,,false,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
2021-02-23,Snyderville Basin Planning Commission,snyderville_basin_pc,4,"forward a positive recommendation to the County Manager for White Pine Canyon Village Building 4, First Supplemental Snyderville Basin Planning Commission February 23, 2021 Page 14 of 34 Condominium Plat Phase 2 as outlined in the Staff Report",Pass,(5-0),5,0,Kucera,Carmichael,false,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
2021-02-23,Snyderville Basin Planning Commission,snyderville_basin_pc,5,"forward a positive recommendation to the County Manager for White Pine Canyon Village Building 5 and 6, Second Supplemental Condominium Plat Phase 3 as outlined in the Staff Report",Pass,(5-0),5,0,Kucera,Cooke,false,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
2021-02-23,Snyderville Basin Planning Commission,snyderville_basin_pc,6,"forward a positive recommendation to the County Manager for White Pine Canyon Village Building 7 and 8, Third Supplemental Condominium Plat Phase 4 as outlined in the Staff Report",Pass,(5-0),5,0,Kucera,Conabee,false,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
2021-02-23,Snyderville Basin Planning Commission,snyderville_basin_pc,7,this development so that their kids could ride their bikes and walk to school,,,,,,,false,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
2021-02-23,Snyderville Basin Planning Commission,snyderville_basin_pc,8,here with the knowledge this is an area for single-family residences,,,,,,,false,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
2021-02-23,Snyderville Basin Planning Commission,snyderville_basin_pc,9,continue this agenda item to a day certain of the next meeting,Pass,(5-1),5,1,,Carmichael,true,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
2021-02-23,Snyderville Basin Planning Commission,snyderville_basin_pc,10,approve the minutes as corrected,,,,,Kucera,Fine,false,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
2021-02-23,Snyderville Basin Planning Commission,snyderville_basin_pc,11,approve the minutes as written,,,,,Cooke,Fine,false,land_use/minutes/2021/2021-02-23_snyderville_basin_pc.md
2021-03-04,Eastern Summit County Planning Commission,eastern_summit_pc,1,"approve the Conditional Use Permit for the accessory building according to the Findings of Fact, Conclusions of Law, and Conditions of Approval in the Staff Report",Pass,(6-0),6,0,Wilde,Sonntag,false,land_use/minutes/2021/2021-03-04_eastern_summit_pc.md
2021-03-04,Eastern Summit County Planning Commission,eastern_summit_pc,2,"forward a positive recommendation to the Summit County Council to approve the proposed amendments to the Eastern Summit County Development Code with the change that the reference to residential zoning be removed and add a requirement for screening against the adjacent public roadway, according to the Findings of Fact and Conclusions of Law in the Staff Report",Pass,(6-0),6,0,Clyde,Benson,false,land_use/minutes/2021/2021-03-04_eastern_summit_pc.md
2021-03-04,Eastern Summit County Planning Commission,eastern_summit_pc,3,"approve the Minutes for February 20, 2020, May 7, 2020, and November 19, 2020 as written",Pass,(6-0),6,0,Clyde,Wheaton,false,land_use/minutes/2021/2021-03-04_eastern_summit_pc.md
2021-03-04,Eastern Summit County Planning Commission,eastern_summit_pc,4,adjourn the meeting,Pass,(6-0),6,0,Clyde,,false,land_use/minutes/2021/2021-03-04_eastern_summit_pc.md
2021-03-09,Snyderville Basin Planning Commission,snyderville_basin_pc,1,"approve the Conditional Use Permit for the Silver Summit Academy expansion with the amended Findings of Fact (#4, #11) and as outlined in the Staff Report",Pass,(6-0),6,0,Kucera,Fine,false,land_use/minutes/2021/2021-03-09_snyderville_basin_pc.md
2021-03-09,Snyderville Basin Planning Commission,snyderville_basin_pc,2,deny the application for the horse boarding facility,,,,,,,false,land_use/minutes/2021/2021-03-09_snyderville_basin_pc.md
2021-03-09,Snyderville Basin Planning Commission,snyderville_basin_pc,3,"that: • Although the architectural requirements currently comply, • And although the building materials have been changed to comply and is no longer a prefabricated metal building, • The Commission feels the human scale element does not comply when looking through the lens of 10-3-5b standard 5",Pass,(4-2),4,2,Conabee,Dickey,false,land_use/minutes/2021/2021-03-09_snyderville_basin_pc.md
2021-03-09,Snyderville Basin Planning Commission,snyderville_basin_pc,4,forward a negative recommendation to the County Council for the rezone and a future amendment to the land-use map for the following reasons: 1,Pass,(6-0),6,0,Kucera,Fine,false,land_use/minutes/2021/2021-03-09_snyderville_basin_pc.md
2021-03-09,Snyderville Basin Planning Commission,snyderville_basin_pc,5,approve the Conditional Use Permit for ROOTS Transition as outlined in the Staff Report and with the conditions added during the discussion,Pass,(6-0),6,0,Kucera,Cooke,false,land_use/minutes/2021/2021-03-09_snyderville_basin_pc.md
2021-03-18,Eastern Summit County Planning Commission,eastern_summit_pc,1,appoint Rich Sonntag as Chair of the Eastern Summit County Planning Commission,Pass,(5-0),5,0,Wilde,Benson,false,land_use/minutes/2021/2021-03-18_eastern_summit_pc.md
2021-03-18,Eastern Summit County Planning Commission,eastern_summit_pc,2,appoint Bill Wilde as Vice-Chair of the Eastern Summit County Planning Commission,Pass,(5-0),5,0,Sargent,Benson,false,land_use/minutes/2021/2021-03-18_eastern_summit_pc.md
2021-03-18,Eastern Summit County Planning Commission,eastern_summit_pc,3,"forward a positive recommendation to the County Council for the MPD based on the Findings of Fact, Conclusions of Law and Conditions of approval found in the Staff Report with the additional Condition of a height limitation of twenty-six feet (26’) for lots 19, 20, and 21 that are a concern for hillside development",Pass,(4-1),4,1,Wilde,Sonntag,true,land_use/minutes/2021/2021-03-18_eastern_summit_pc.md
2021-03-18,Eastern Summit County Planning Commission,eastern_summit_pc,4,"approve the November 5, 2020 minutes as written",Pass,(5-0),5,0,Clyde,Sonntag,false,land_use/minutes/2021/2021-03-18_eastern_summit_pc.md
2021-03-18,Eastern Summit County Planning Commission,eastern_summit_pc,5,"approve the December 3, 2020 minutes with changes",Pass,(5-0),5,0,Sargent,Sonntag,false,land_use/minutes/2021/2021-03-18_eastern_summit_pc.md
2021-03-18,Eastern Summit County Planning Commission,eastern_summit_pc,6,adjourn the meeting,Pass,(5-0),5,0,Wilde,,false,land_use/minutes/2021/2021-03-18_eastern_summit_pc.md
2021-03-23,Snyderville Basin Planning Commission,snyderville_basin_pc,1,approve the minutes as written,Pass,(5-0),5,0,Kucera,Carmichael,false,land_use/minutes/2021/2021-03-23_snyderville_basin_pc.md
