ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,linkage_note,minutes_source
2025-05,2025-02-26,2025-02-26,Consideration and Vote 20 on a Proposed General Plan Map Amendment for approximately 5.06 acres located at 16473 21 South Redwood Road from Very-Low Density Res,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_02262025-1577,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,yes,The motion passed 4-to-1 with one abstention,2025-02-26,5,within_source,,minutes/2025/2025-02-24/council_2025-02-26_1577.md
2025-06,2025-02-26,2025-02-26,Consideration and Vote 35 on a Proposed Zoning Map Amendment for approximately 5.06 acres located at 16473 South 36 Redwood Road from Agricultural (A-5) to SD-X,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_02262025-1577,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,yes,The motion passed 4-to-1 with one abstention,2025-02-26,6,within_source,,minutes/2025/2025-02-24/council_2025-02-26_1577.md
2025-07,2025-02-26,2025-02-26,Consideration and,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1740768802_ORDINANCE%202025-07.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2025-07.pdf,yes,The motion passed 4-to-1 with one abstention,2025-02-26,7,high,,minutes/2025/2025-02-24/council_2025-02-26_1577.md
2025-08,2025-02-26,2025-02-26,Consideration and,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_02262025-1577,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,no,The motion passed with the 33 unanimous consent of the Council,2025-02-26,2,within_source,,minutes/2025/2025-02-24/council_2025-02-26_1577.md
2025-09,2025-02-26,2025-02-26,"Consideration and Vote 13 Amending Chapter 7.10.070, Protection for Encroachment Permits",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1740699408_ORDINANCE%202025-09.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2025-09.pdf,no,The motion passed with the unanimous consent of the Council,2025-02-26,3,high,,minutes/2025/2025-02-24/council_2025-02-26_1577.md
2025-11,2025-05-14,2025-05-14,Proposed Text Amendments to Sections 3.10.040 and 3.80.050 of Bluffdale City Code to Provide a Process for New or Unlisted Businesses to be Classified as Requir,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1747348462_ORDINANCE%202025-11.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2025-11.pdf,no,The motion passed unanimously,2025-05-14,8,high,,minutes/2025/2025-05-12/council_2025-05-14_1621.md
2025-12,2025-05-14,2025-05-14,"Proposed Text Amendment to Create a Definition for Minor Automotive Service to Allow Minor Automotive Service in the Destination Retail Zone, as amended to perm",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1747348485_ORDINANCE%202025-12.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2025-12.pdf,yes,The motion passed unanimously,2025-05-14,9,high,,minutes/2025/2025-05-12/council_2025-05-14_1621.md
2025-13,2025-05-14,2025-05-14,Amending the Bluffdale City Code 1.100.030(C) Related to Newspaper Publication ofProcurement Notices,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1747348522_ORDINANCE%202025-13.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2025-13.pdf,no,The motion passed unanimously,2025-05-14,6,high,,minutes/2025/2025-05-12/council_2025-05-14_1621.md
2025-14,2025-05-28,2025-05-28,"An Ordinance ofthe City Council, Enacting Title 6.10.060 and 6.10.070 of the City Traffic Code Related to Avoiding Traffic Control Devices and Disobeying Island",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1748641919_ORDINANCE%202025-14.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2025-14.pdf,no,The motion passed unanimously,2025-05-28,3,high,,minutes/2025/2025-05-26/council_2025-05-28_1629.md
2025-15,2025-07-09,2025-07-09,— Regarding a Proposed Amendment to the Centrum Development Agreement to Add a Fifth Story and 66 Dwelling Units to an Approved Apartment Building located at ap,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_07092025-1651,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,yes,The motion passed 3-to-1,2025-07-09,3,within_source,,minutes/2025/2025-07-07/council_2025-07-09_1651.md
2025-16,2025-07-09,2025-07-09,— Regarding a Proposed Text Amendment to Section 11.110.130 of the Bluffdale City Code to Add a Fifth Story and 66 Dwelling Units to an Approved Apartment Build,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1752162371_ORDINANCE%202025-16.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2025-16.pdf,yes,The motion passed 3-to-1,2025-07-09,4,high,,minutes/2025/2025-07-07/council_2025-07-09_1651.md
2025-17,2025-06-11,2025-06-11,AN ORDINANCE AMENDING BLUFFDALE CITY CODE 2.50.010 RELATED TO THE TERM OF,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1749745170_ORDINANCE%202025-17.pdf,2026-07-12,text,"pdftotext -layout (born-digital adopted ordinance PDF, Municipal Code Online archive)",raw/archive/2025-17.pdf,no,,,,none,"adopted ordinance (BCC 2.50.010, term of Healthy Bluffdale Coalition); adoption date 2025-06-11 from the signed PDF ('PASSED AND APPROVED: June 11, 2025'); only the minutes-approval motion was extracted that day - no ordinance motion cites 2025-17. LEAD: unmatched / possible extraction gap.",
2025-18,2025-06-25,2025-06-25,"Adopting an Amended Consolidated Fee Schedule for Administrative, Service, and Development Fees, including Water Rates Charged by the City of Bluffdale. Council",https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_06252025-1644,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,no,The motion passed with the unanimous consent of the Council,2025-06-25,3,within_source,,minutes/2025/2025-06-23/council_2025-06-25_1644.md
2025-19,2025-08-13,2025-08-13,— Amending Section 3.60 of the Bluffdale City Code Alcoholic Beverage License Provisions to Create a Definition for and allow for Licensing of On-Premise Beer R,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1755297959_ORDINANCE%202025-19.pdf,2026-07-12,scanned,"tesseract OCR (scanned signed ordinance PDF, Municipal Code Online archive)",raw/archive/2025-19.pdf,no,The motion passed with the unanimous consent of the Council,2025-08-13,4,high,,minutes/2025/2025-08-11/council_2025-08-13_1664.md
2025-20,2025-09-10,2025-09-10,"— Approving the Proposed Text Amendment to Increase the Allowed Lot Coverage in the R-1-43 Zone, as amended to increase the Allowed Lot Coverage from 30% to 40%",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1757613690_ORDINANCE%202025-20.pdf,2026-07-12,scanned,"tesseract OCR (scanned signed ordinance PDF, Municipal Code Online archive)",raw/archive/2025-20.pdf,yes,The motion passed with the unanimous consent of the Council,2025-09-10,4,high,,minutes/2025/2025-09-08/council_2025-09-10_1685.md
2025-21,2025-09-10,2025-09-10,"— Approving the Proposed 2025 Parks, Recreation, and Open Space Plan",https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_09102025-1685,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,no,The motion passed with the unanimous consent of the Council,2025-09-10,5,within_source,,minutes/2025/2025-09-08/council_2025-09-10_1685.md
2025-22,2025-09-10,2025-09-10,— Approving the Bluffdale Active Transportation Master Plan,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_09102025-1685,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,no,The motion passed with the unanimous consent of the Council,2025-09-10,6,within_source,,minutes/2025/2025-09-08/council_2025-09-10_1685.md
2025-24,2025-12-10,2025-12-10,"— Water and Land Use Element of the Bluffdale General Plan, as required by SB-110 (2022) and SB-76 (2023)",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1765492775_ORDINANCE%202025-24.pdf,2026-07-12,scanned,"tesseract OCR (scanned signed ordinance PDF, Municipal Code Online archive)",raw/archive/2025-24.pdf,yes,The motion passed with the unanimous consent of the Council,2025-12-10,6,high,,minutes/2025/2025-12-08/council_2025-12-10_1738.md
2025-25,2025-10-08,2025-10-08,"— An Ordinance Amending Encroachment Permit Requirements, as amended to increase the personal liability coverage limit for minor residential projects to $300,00",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1760027780_ORDINANCE%202025-25.pdf,2026-07-12,scanned,"tesseract OCR (scanned signed ordinance PDF, Municipal Code Online archive)",raw/archive/2025-25.pdf,no,The motion passed unanimously,2025-10-08,3,high,,minutes/2025/2025-10-06/council_2025-10-08_1703.md
2025-26,2025-11-12,2025-11-12,"— An Ordinance Amending Bluffdale City Code Section 11.80.060 R-SL Senior Living Zone to Allow Basements in Dwellings within the Zone, along with Other Minister",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1763146693_ORDINANCE%202025-26.pdf,2026-07-12,scanned,"tesseract OCR (scanned signed ordinance PDF, Municipal Code Online archive)",raw/archive/2025-26.pdf,yes,The motion passed with the unanimous consent of the Council,2025-11-12,5,high,,minutes/2025/2025-11-10/council_2025-11-12_1722.md
2025-27,2025-11-12,2025-11-12,"— An Ordinance Amending Title 9 (""Buildings and Construction""), Title 11 (""Land Use Regulations"" — Annexations and Public Notice), and Title 12 (""Subdivision Re",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1763146204_ORDINANCE%202025-27.pdf,2026-07-12,scanned,"tesseract OCR (scanned signed ordinance PDF, Municipal Code Online archive)",raw/archive/2025-27.pdf,yes,The motion passed with the unanimous consent of the Council,2025-11-12,6,high,,minutes/2025/2025-11-10/council_2025-11-12_1722.md
2025-28,2025-12-10,2025-12-10,"— Text Amendments to Chapter 7.40.030 to Adopt a List of Street Trees Permitted within or Abutting Power Corridors. Chapters 11.150.050, 11.160.290, 12.80.060",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1765494729_ORDINANCE%202025-28.pdf,2026-07-12,scanned,"tesseract OCR (scanned signed ordinance PDF, Municipal Code Online archive)",raw/archive/2025-28.pdf,yes,The motion passed unanimously,2025-12-10,7,high,,minutes/2025/2025-12-08/council_2025-12-10_1738.md
2025-92,2025-12-10,2025-12-10,Proclaiming January 16 Religious Freedom Day,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_12102025-1738,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,no,The motion passed with the unanimous consent of the Council,2025-12-10,4,within_source,,minutes/2025/2025-12-08/council_2025-12-10_1738.md
2025-96,2025-12-10,2025-12-10,Authorizing the Mayor to Participate in the City of Bluffdale’s Group Health Insurance Plan and Approving Amendment of the Bluffdale Policies and Procedures Man,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_12102025-1738,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,no,The motion passed 4-to-1,2025-12-10,5,within_source,,minutes/2025/2025-12-08/council_2025-12-10_1738.md
2026-01,2026-02-25,2026-02-25,An Ordinance Amending Chapter 9.10.020 Related to the Adoption of the Wildland Urban Interface Building Standards,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1772127647_ORDINANCE%202026-01.pdf,2026-07-12,scanned,"tesseract OCR (scanned signed ordinance PDF, Municipal Code Online archive)",raw/archive/2026-01.pdf,no,The motion passed with the unanimous consent of the Council,2026-02-25,3,high,,minutes/2026/2026-02-23/council_2026-02-25_1774.md
2026-02,2026-03-25,2026-03-25,An Ordinance Amending the Bringhurst Station Commercial Sub-Districts Diagram within Section 11.110.100.050(E) of the City Code to Allow Non-Retail Businesses i,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_03252026-1788,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,yes,The motion failed with the unanimous consent of the Council,2026-03-25,4,within_source,,minutes/2026/2026-03-23/council_2026-03-25_1788.md
2026-03,2026-05-13,2026-05-13,"AN ORDINANCE AMENDING SECTIONS 11.220.030 AND 11.220.070.A, OF THE BLUFFDALE",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1778774351_ORDINANCE%202026-03.pdf,2026-07-12,scanned,"tesseract OCR (scanned signed ordinance PDF, Municipal Code Online archive)",raw/archive/2026-03.pdf,yes,The motion passed with the unanimous consent of the Council,2026-05-13,4,high,,minutes/2026/2026-05-11/council_2026-05-13_1810.md
2026-04,2026-05-27,2026-05-27,,https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_05272026-1815,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,no,The motion passed with the unanimous consent of the Council,2026-05-27,4,within_source,,minutes/2026/2026-05-25/council_2026-05-27_1815.md
2026-05,2026-05-27,2026-05-27,AN ORDINANCE AMENDING BLUFFDALE CITY CODE CHAPTER 3.40 “RETAIL FIREWORKS,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1780004527_ORDINANCE%202026-05.pdf,2026-07-12,scanned,"tesseract OCR (scanned signed ordinance PDF, Municipal Code Online archive)",raw/archive/2026-05.pdf,no,The motion passed unanimously,2026-05-27,5,high,,minutes/2026/2026-05-25/council_2026-05-27_1815.md
2026-09,2026-06-10,2026-06-10,"— Adopting an Amended Consolidated Fee Schedule for Administrative, Service and Development Fees, including Water Rates charged by the City of Bluffdale, as ame",https://www.bluffdale.gov/AgendaCenter/ViewFile/Minutes/_06102026-1826,2026-07-12,na,reconstructed from meeting_minutes motion text (no independent PDF in archive),,no,The motion passed 4-to-1,2026-06-10,5,within_source,,minutes/2026/2026-06-08/council_2026-06-10_1826.md
