ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,pmn_notice_id,pmn_notice_url,adoption_date_source,case_no,linkage_note,minutes_source
2021-12,2021-04-28,2021-04-28,Storm Sewer Code Amendment,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657558827_ORD%202021-12_StormSewerCodeAmendment.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2021-12.pdf,yes,,2021-04-28,,low,,,pdf-clause,,adoption date has minutes but subject evidence weak/tied; motion_no not attributed,
2021-13,2021-06-09,2021-06-09,"approving an amendment to Title 7 of the Herriman City Code and adopting Chapter 8, Section 14, regarding rules and regulations for dog parks",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657558790_ORD%202021-13_DogParkRules.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2021-13.pdf,yes,The motion passed unanimously,2021-06-09,6,high,687751,https://www.utah.gov/pmn/sitemap/notice/687751.html,pmn-notice,,PMN adoption notice + signed archive PDF both retained,minutes/2021/2021-06-07/2021-06-09_city-council-work-meeting-part-2.md
2021-14,2021-06-09,2021-06-09,"approving an amendment to Title 9 of the Herriman City Code and adopting, therewith, amended and restated engineering standards",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657558741_ORD%202021-14_EngineeringStandards.pdf,2026-07-13,text,pdftotext -layout,raw/archive/2021-14.pdf,no,,2021-06-09,,low,687749,https://www.utah.gov/pmn/sitemap/notice/687749.html,pmn-notice,,adoption date has minutes but subject evidence weak/tied; motion_no not attributed; PMN adoption notice + signed archive PDF both retained,
2021-15,2021-07-14,2021-07-14,approve Ordinance No. 2021-15 amending Title 10 of the Herriman City Code to include Chapter 33 regarding the large project master planned community tool with the threshold being – policy mda,https://herriman.primegov.com/Public/CompiledDocument?meetingTemplateId=679,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,yes,The motion failed with a vote 2:3,2021-07-14,9,within_source,,,motion,,,minutes/2021/2021-07-12/2021-07-14_city-council-meeting.md
2021-16,2021-08-04,2021-08-04,"adopting a final budget; making appropriations for the support of Herriman City for the fiscal year beginning July 1, 2021, and ending June 30, 2022; approving the master fee schedule and determining ",https://www.utah.gov/pmn/sitemap/notice/694401.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_694401.html,no,The motion passed unanimously,2021-08-04,2,high,694401,https://www.utah.gov/pmn/sitemap/notice/694401.html,pmn-notice,,number also cited by motion(s) 2021-07-14 #11 with a different subject - probable clerk numbering typo; kept the date-corroborated motion,minutes/2021/2021-08-02/2021-08-04_special-city-council-meeting.md
2021-17,2021-08-11,2021-08-11,amending Title 2 of the Herriman City Code regarding Council appointed Boards and Commissions,https://www.utah.gov/pmn/sitemap/notice/696467.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_696467.html,no,The motion passed unanimously with Councilmember Sherrie Ohrn and Mayor David Watts being absent,2021-08-11,9,high,696467,https://www.utah.gov/pmn/sitemap/notice/696467.html,pmn-notice,,,pmn_backfill/text/pmn_council_2021-08-11_770437.md
2021-18,2021-08-11,2021-08-11,authorizing an amendment to the Land Development Code to remove the minimum area requirement for a Master Plan located within the TM Manufacturing Zone,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657558691_ORD%202021-18_Z2021-055_TM_AcreageRequirement.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2021-18.pdf,yes,The motion passed unanimously with Councilmember Sherrie Ohrn and Mayor David Watts being absent,2021-08-11,10,high,696465,https://www.utah.gov/pmn/sitemap/notice/696465.html,pmn-notice,Z2021-055,PMN adoption notice + signed archive PDF both retained,pmn_backfill/text/pmn_council_2021-08-11_770437.md
2021-19,2021-08-11,2021-08-11,approving a zoning map amendment for five acres located at 13440 S 7300 W from A-1 to A-.25,https://www.utah.gov/pmn/sitemap/notice/696463.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_696463.html,yes,The motion passed unanimously with Councilmember Sherrie Ohrn and Mayor David Watts being absent,2021-08-11,11,high,696463,https://www.utah.gov/pmn/sitemap/notice/696463.html,pmn-notice,,,pmn_backfill/text/pmn_council_2021-08-11_770437.md
2021-20,2021-08-11,2021-08-11,approving a general plan amendment for 1.7 acres of property located at 6387 w 13100 s from low density residential to commercial,https://www.utah.gov/pmn/sitemap/notice/696461.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_696461.html,yes,The motion passed unanimously with Mayor Watts being absent,2021-08-11,12,high,696461,https://www.utah.gov/pmn/sitemap/notice/696461.html,pmn-notice,,,pmn_backfill/text/pmn_council_2021-08-11_770437.md
2021-21,2021-08-11,2021-08-11,authorizing a zoning map amendment for 1.7 acres located at 6387 w 13100 S from A-.25 to C-2,https://www.utah.gov/pmn/sitemap/notice/696459.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_696459.html,yes,The motion passed unanimously with Mayor Watts being absent,2021-08-11,13,high,696459,https://www.utah.gov/pmn/sitemap/notice/696459.html,pmn-notice,,,pmn_backfill/text/pmn_council_2021-08-11_770437.md
2021-22,2021-08-25,2021-08-25,amending title 10 of the Herriman City Code to include Chapter 33 regarding the large project master planned community tool,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657558651_ORD%202021-22_MPC.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2021-22.pdf,yes,The motion passed unanimously with Councilmember Henderson being absent,2021-08-25,10,high,699833,https://www.utah.gov/pmn/sitemap/notice/699833.html,pmn-notice,,PMN adoption notice + signed archive PDF both retained,pmn_backfill/text/pmn_council_2021-08-25_801299.md
2021-23,2021-09-08,2021-09-08,amending section 10-3-5 and 10-29-18 to modify regulations pertaining to flag lot development,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657558602_ORD%202021-23_FlagLot_Z2021-053.pdf,2026-07-13,text,pdftotext -layout,raw/archive/2021-23.pdf,yes,The motion failed with a vote 3:2,2021-09-08,5,high,701709,https://www.utah.gov/pmn/sitemap/notice/701709.html,pmn-notice,Z2021-053,number also cited by motion(s) 2021-09-08 #6 with a different subject - probable clerk numbering typo; kept the date-corroborated motion; PMN adoption notice + signed archive PDF both retained,minutes/2021/2021-09-06/2021-09-08_city-council-meeting.md
2021-24,2021-09-08,2021-09-08,amending 10-16-1 to remove dwelling groups as a conditional use from the FR (Forestry Recreation) zone,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657558558_ORD%202021-24_DwellingGroups_Z2021-056.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2021-24.pdf,yes,The motion passed unanimously,2021-09-08,7,high,701711,https://www.utah.gov/pmn/sitemap/notice/701711.html,pmn-notice,Z2021-056,PMN adoption notice + signed archive PDF both retained,minutes/2021/2021-09-06/2021-09-08_city-council-meeting.md
2021-25,2021-09-22,2021-09-22,amending section 10-16-1 of Herriman City Code to add Personal Care Service as a Conditional Use in the R-2-15 Residential Zone,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657558516_ORD%202021-25_Z2021-068_PersonalCareService.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2021-25.pdf,yes,The motion passed unanimously,2021-09-22,9,high,705553,https://www.utah.gov/pmn/sitemap/notice/705553.html,pmn-notice,Z2021-068,PMN adoption notice + signed archive PDF both retained,minutes/2021/2021-09-20/2021-09-22_city-council-meeting.md
2021-26,2021-09-22,2021-09-22,approving an amendment to Title 12 of the Herriman City Code Regarding Flood Damage Prevention Regulation,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657558467_ORD%202021-26_FloodDamagePrevention.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2021-26.pdf,yes,The motion passed unanimously,2021-09-22,10,high,705549,https://www.utah.gov/pmn/sitemap/notice/705549.html,pmn-notice,,PMN adoption notice + signed archive PDF both retained,minutes/2021/2021-09-20/2021-09-22_city-council-meeting.md
2021-27,2021-09-29,2021-09-29,"approving an annexation petition relating to approximately 933 acres of land known as the Olympia Land, LLC annexation into Herriman City",https://www.utah.gov/pmn/sitemap/notice/706067.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_706067.html,yes,The motion passed with a vote 3:2,2021-09-29,1,high,706067,https://www.utah.gov/pmn/sitemap/notice/706067.html,pmn-notice,,,minutes/2021/2021-09-27/2021-09-29_special-city-council-meeting.md
2021-28,2021-09-29,2021-09-29,vesting certain development rights and approving the execution of master development agreement and accepting portions of the master development agreement as municipal land use ordinances for the Olymp,https://www.utah.gov/pmn/sitemap/notice/706069.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_706069.html,yes,The motion passed with a vote 3:2,2021-09-29,2,high,706069,https://www.utah.gov/pmn/sitemap/notice/706069.html,pmn-notice,,,minutes/2021/2021-09-27/2021-09-29_special-city-council-meeting.md
2021-29,2021-10-27,2021-10-27,amending Title 10 to comply with state code for internal accessory dwelling units,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657558080_ORD%202021-29_Z2021-078_AmendTitle10_InternalADU.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2021-29.pdf,yes,The motion passed unanimously with Councilmember Henderson and Councilmember Shields being absent,2021-10-27,3,high,714293,https://www.utah.gov/pmn/sitemap/notice/714293.html,pmn-notice,Z2021-078,PMN adoption notice + signed archive PDF both retained,minutes/2021/2021-10-25/2021-10-27_city-council-meeting.md
2021-30,2021-10-27,2021-10-27,amending title 10 to reflect recent changes in state code for single-family design standards,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1657557972_ORD%202021-30_Z2021-079_AmendTitle10_Single-FamilyDesignStandards.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2021-30.pdf,yes,The motion passed unanimously with Councilmember Henderson and Councilmember Shields being absent,2021-10-27,4,high,714295,https://www.utah.gov/pmn/sitemap/notice/714295.html,pmn-notice,Z2021-079,PMN adoption notice + signed archive PDF both retained,minutes/2021/2021-10-25/2021-10-27_city-council-meeting.md
2021-31,2021-12-08,2021-12-08,amending chapters 10-16 and 10-29 of Herriman City code to regulate the use of shipping containers as accessory structures,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1645032244_ORD%202021-31_Z2021-45_ShippingContainersAccessoryStructures.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2021-31.pdf,yes,The motion passed unanimously,2021-12-08,3,high,721787,https://www.utah.gov/pmn/sitemap/notice/721787.html,pmn-notice,Z2021-45,PMN adoption notice + signed archive PDF both retained,minutes/2021/2021-12-06/2021-12-08_city-council-meeting.md
2021-32,2021-12-08,2021-12-08,"adopting a biennial fiscal period starting July 1, 2022",https://www.utah.gov/pmn/sitemap/notice/721791.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_721791.html,no,The motion passed with a vote 3:2,2021-12-08,5,high,721791,https://www.utah.gov/pmn/sitemap/notice/721791.html,pmn-notice,,,minutes/2021/2021-12-06/2021-12-08_city-council-meeting.md
2022-01,2022-01-12,2022-01-12,changing salary of the mayor,https://www.utah.gov/pmn/sitemap/notice/729717.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_729717.html,no,The motion passed unanimously,2022-01-12,5,high,729717,https://www.utah.gov/pmn/sitemap/notice/729717.html,pmn-notice,,number also cited by motion(s) 2023-01-11 #5 with a different subject - probable clerk numbering typo; kept the date-corroborated motion,minutes/2022/2022-01-10/2022-01-12_city-council-meeting.md
2022-02,2022-01-12,2022-01-12,"Z2021-090 - Zoning map amendment of (+/-)2.7 acres from A-.25 agricultural to C-2 commercial, and (+/-)7.1 acres of A-.25 and A-.50 agricultural to R-1-10 residential located at 5652 W 13100 South",https://www.utah.gov/pmn/sitemap/notice/729719.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_729719.html,yes,The motion passed unanimously,2022-01-12,8,high,729719,https://www.utah.gov/pmn/sitemap/notice/729719.html,pmn-notice,,,minutes/2022/2022-01-10/2022-01-12_city-council-meeting.md
2022-03,2022-02-23,2022-02-23,Accessory Structures,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1648648495_ORD%202022-03_Z2021-054_AccessoryStructures.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2022-03.pdf,yes,The motion passed unanimously with Councilmember Henderson being absent,2022-02-23,5,high,,,motion,Z2021-054,,minutes/2022/2022-02-21/2022-02-23_city-council-meeting-part-1.md
2022-04,2022-02-23,2022-02-23,approve Ordinance No. 2022-04 authorizing a General Plan amendment for 3.47 acres of property located at 13208 South Rose Canyon Road from low density residential to agricultural residential,https://herriman.primegov.com/Public/CompiledDocument?meetingTemplateId=371,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,yes,The motion passed unanimously with Councilmember Henderson being absent,2022-02-23,6,within_source,,,motion,,,minutes/2022/2022-02-21/2022-02-23_city-council-meeting-part-1.md
2022-05,2022-02-23,2022-02-23,approve Ordinance No. 2022-05 authorizing a Zoning Map amendment for 3.47 acres of property located at 13208 South Rose Canyon Road from A-1 to A-.25,https://herriman.primegov.com/Public/CompiledDocument?meetingTemplateId=371,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,yes,The motion passed unanimously with Councilmember Henderson being absent,2022-02-23,7,within_source,,,motion,,,minutes/2022/2022-02-21/2022-02-23_city-council-meeting-part-1.md
2022-06,2022-02-23,2022-02-23,Warehouses-Churches,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1648492278_ORD%202022-06_Z2021-124_Warehouses-Churches.pdf,2026-07-13,text,pdftotext -layout,raw/archive/2022-06.pdf,yes,The motion passed unanimously with Councilmember Henderson being absent,2022-02-23,8,high,,,motion,Z2021-124,,minutes/2022/2022-02-21/2022-02-23_city-council-meeting-part-1.md
2022-07,2022-02-23,2022-02-23,"approve Ordinance No. 2022-07 amending the Herriman City Zoning Map for property located at 5222 West, 5230 West and 5301 West Herriman Boulevard from C-2 and R-2-10 to C-1",https://herriman.primegov.com/Public/CompiledDocument?meetingTemplateId=371,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,yes,The motion passed unanimously with Councilmember Henderson being absent,2022-02-23,9,within_source,,,motion,,,minutes/2022/2022-02-21/2022-02-23_city-council-meeting-part-1.md
2022-08,2022-03-09,2022-03-09,approve Ordinance No 2022-08 realigning the Council District boundaries,https://herriman.primegov.com/Public/CompiledDocument?meetingTemplateId=355,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,no,The motion passed unanimously,2022-03-09,5,within_source,,,motion,,,minutes/2022/2022-03-07/2022-03-09_city-council-work-meeting-2.md
2022-09,2022-03-09,2022-03-09,approve Ordinance No 2022-09 amending the Herriman City Zoning Map for (1) ±5.15 acres at 4001 W Bruin View Drive (pod 39) and ±4.46 acres at 4010 Real Vista Drive (pod 35) be rezoned from MU-2 (mixed,https://herriman.primegov.com/Public/CompiledDocument?meetingTemplateId=355,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,yes,The motion passed unanimously,2022-03-09,7,within_source,,,motion,,,minutes/2022/2022-03-07/2022-03-09_city-council-work-meeting-2.md
2022-10,2022-03-09,2022-03-09,approve Ordinance No 2022-10 approving the South Hills Master Development Agreement amendment of the approved Planned Unit Development and Land Use Summary,https://herriman.primegov.com/Public/CompiledDocument?meetingTemplateId=355,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,yes,The motion passed unanimously,2022-03-09,8,within_source,,,motion,,,minutes/2022/2022-03-07/2022-03-09_city-council-work-meeting-2.md
2022-11,2022-03-23,2022-03-23,Medical Services,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1648492454_ORD%202022-11_Z2021-151_MedicalServices.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2022-11.pdf,yes,The motion passed unanimously,2022-03-23,5,high,,,motion,Z2021-151,,pmn_backfill/text/pmn_council_2022-03-23_842231.md
2022-12,2022-03-23,2022-03-23,approve Ordinance No 2022-12 amending the Herriman City zoning map for 11.75 acres of property located at 12823 South 6300 West from A-1 (Agricultural) to R- 1-10 (Residential) with a zoning condition,,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,yes,The motion passed unanimously,2022-03-23,6,within_source,,,motion,,,pmn_backfill/text/pmn_council_2022-03-23_842231.md
2022-13,2022-04-13,2022-04-13,Amend City Code Title 10 regarding conditional use permit review standards,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1649968700_ORD%202022-13_Z2022-020_Title10Amendment_ConditionalUsePermitReviewStandards.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2022-13.pdf,yes,The motion passed unanimously,2022-04-13,5,high,748761,https://www.utah.gov/pmn/sitemap/notice/748761.html,pmn-notice,Z2022-020,PMN adoption notice + signed archive PDF both retained,minutes/2022/2022-04-11/2022-04-13_city-council-meeting.md
2022-14,2022-04-13,2022-04-13,Amend City Code Title 10 to allow Internal Accessory Dwelling Units in R-2 Zones,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1649968737_ORD%202022-14_Z2022-025_Title10Amendment_InternalAccessoryDwellingUnits.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2022-14.pdf,yes,The motion passed unanimously,2022-04-13,6,high,748759,https://www.utah.gov/pmn/sitemap/notice/748759.html,pmn-notice,Z2022-025,PMN adoption notice + signed archive PDF both retained,minutes/2022/2022-04-11/2022-04-13_city-council-meeting.md
2022-15,2022-04-13,2022-04-13,Amend Title 10 of Herriman City Code Regarding Electronic Signs,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1649968761_ORD%202022-15_Z2020-059_Title10Amendment_ElectronicSigns.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2022-15.pdf,yes,The motion passed unanimously,2022-04-13,7,high,748757,https://www.utah.gov/pmn/sitemap/notice/748757.html,pmn-notice,Z2020-059,PMN adoption notice + signed archive PDF both retained,minutes/2022/2022-04-11/2022-04-13_city-council-meeting.md
2022-16,2022-04-27,2022-04-27,"Regulating, preventing, and banning the discharge of fireworks within certain areas of Herriman City",https://www.utah.gov/pmn/sitemap/notice/751891.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_751891.html,no,,2022-04-27,,low,751891,https://www.utah.gov/pmn/sitemap/notice/751891.html,pmn-notice,,adoption date has minutes but subject evidence weak/tied; motion_no not attributed,
2022-17,2022-04-27,2022-04-27,Amend Title 10 of Herriman City Code to permit flag lots on large lots on minor collector streets in agricultural zones,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1651507935_ORD%202022-17_Z2022-026_PermitFlagLots.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2022-17.pdf,yes,The motion passed unanimously with Councilmember Henderson being absent,2022-04-27,3,high,751893,https://www.utah.gov/pmn/sitemap/notice/751893.html,pmn-notice,Z2022-026,PMN adoption notice + signed archive PDF both retained,minutes/2022/2022-04-25/2022-04-27_city-council-work-meeting.md
2022-18,2022-04-27,2022-04-27,"Amending Herriman City official zoning ordinance, Title 10, pertaining to renaming residential and agricultural zones",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1651507974_ORD%202022-18_Z2022-038_ZoningMapAmendment.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2022-18.pdf,yes,The motion passed unanimously with Councilmember Henderson being absent,2022-04-27,4,high,751899,https://www.utah.gov/pmn/sitemap/notice/751899.html,pmn-notice,Z2022-038,PMN adoption notice + signed archive PDF both retained,minutes/2022/2022-04-25/2022-04-27_city-council-work-meeting.md
2022-19,2022-04-27,2022-04-27,"Amending Title 2 of the Herriman City Code of Ordinances by adding Chapter 11, entitled Diversity Inclusion Advisory Board",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1651507995_ORD%202022-19_Title2_DiversityInclusionAdvisoryBoard.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2022-19.pdf,no,The motion passed unanimously with Councilmember Henderson being absent,2022-04-27,5,high,751903,https://www.utah.gov/pmn/sitemap/notice/751903.html,pmn-notice,,PMN adoption notice + signed archive PDF both retained,minutes/2022/2022-04-25/2022-04-27_city-council-work-meeting.md
2022-20,2022-05-11,2022-05-11,Title10Amendment Public Park Land Use Table,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1652808231_ORD%202022-20_Z2022-058_Title10Amendment_PublicParkLandUseTable.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2022-20.pdf,yes,The motion passed unanimously with Councilmember Ohrn being absent,2022-05-11,6,high,,,motion,Z2022-058,,pmn_backfill/text/pmn_council_2022-05-11_887543.md
2022-21,2022-05-25,2022-05-25,Amending Mountain View Office and Self Storage Master Development Agreement,https://www.utah.gov/pmn/sitemap/notice/760493.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_760493.html,yes,The motion passed unanimously with Councilmember Henderson being absent,2022-05-25,5,high,760493;760495,https://www.utah.gov/pmn/sitemap/notice/760493.html,pmn-notice,,,minutes/2022/2022-05-23/2022-05-25_city-council-agenda.md
2022-22,2022-05-25,2022-05-25,Title10Amendment Reduce Min Landscaping Requirements,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1655311508_ORD%202022-22_Title10Amendment_ReduceMinLandscapingRequirements.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2022-22.pdf,yes,The motion passed unanimously with Councilmember Henderson being absent,2022-05-25,4,high,,,motion,,,minutes/2022/2022-05-23/2022-05-25_city-council-agenda.md
2022-23,2022-06-08,2022-06-08,zoning map amendment of (+/-) 2.02 acres of a-1-43 (agricultural) zone to the c-2 (commercial) zone. located at 5077 w 12560 south,https://www.utah.gov/pmn/sitemap/notice/762575.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_762575.html,yes,The motion passed unanimously,2022-06-08,3,high,762575,https://www.utah.gov/pmn/sitemap/notice/762575.html,pmn-notice,,,minutes/2022/2022-06-06/2022-06-08_city-council-agenda.md
2022-24,2022-06-08,2022-06-08,An Ordinance to amend title 10 of Herriman city code title 10 in regards to the manufacturing zones including the adoption of the m-2 zone,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1655311596_ORD%202022-24_Z2021-051_Title10Amendment_ManufacturingZones.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2022-24.pdf,yes,The motion passed unanimously,2022-06-08,4,high,762579,https://www.utah.gov/pmn/sitemap/notice/762579.html,pmn-notice,Z2021-051,PMN adoption notice + signed archive PDF both retained,minutes/2022/2022-06-06/2022-06-08_city-council-agenda.md
2022-25,2022-06-08,2022-06-08,An Ordinance to amend title 10 of Herriman city code regarding home occupation regulations to allow additional employees and increase the maximum number of children in home daycare and group instructi,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/herriman/ordinances/documents/1655311615_ORD%202022-25_Z2021-121_Title10Amendment_Daycare.pdf,2026-07-13,scanned,tesseract OCR @300dpi (no text layer),raw/archive/2022-25.pdf,yes,The motion passed unanimously,2022-06-08,5,high,762581,https://www.utah.gov/pmn/sitemap/notice/762581.html,pmn-notice,Z2021-121,PMN adoption notice + signed archive PDF both retained,minutes/2022/2022-06-06/2022-06-08_city-council-agenda.md
2022-26,2022-06-08,2022-06-08,General Plan amendment for (+/-)13.66 acres of property located at 15880 S Redwood Road from Commercial to Light Industrial Park/Business Park,https://www.utah.gov/pmn/sitemap/notice/762583.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_762583.html,yes,The motion passed unanimously,2022-06-08,6,high,762583,https://www.utah.gov/pmn/sitemap/notice/762583.html,pmn-notice,,,minutes/2022/2022-06-06/2022-06-08_city-council-agenda.md
2022-27,2022-06-08,2022-06-08,Amending the Herriman city official zoning map for (+/-)25.33 acres from a-1 (agricultural) to m-1 (manufacturing) for property generally located at 15790 s Rockwell park lane,https://www.utah.gov/pmn/sitemap/notice/762585.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_762585.html,yes,The motion passed unanimously,2022-06-08,7,high,762585,https://www.utah.gov/pmn/sitemap/notice/762585.html,pmn-notice,,,minutes/2022/2022-06-06/2022-06-08_city-council-agenda.md
2022-28,2022-06-08,2022-06-08,"An ordinance of Herriman city adopting a final budget; making appropriations for the support of Herriman city for the fiscal year beginning July 1, 2022, and ending June 30, 2024; revising the 2021-20",https://www.utah.gov/pmn/sitemap/notice/762591.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_762591.html,no,The motion passed unanimously,2022-06-08,8,high,762591,https://www.utah.gov/pmn/sitemap/notice/762591.html,pmn-notice,,,minutes/2022/2022-06-06/2022-06-08_city-council-agenda.md
2022-29,2022-06-23,2022-06-23,An ordinance Revising the certified tax rate for the fiscal year 2022-2023,https://www.utah.gov/pmn/sitemap/notice/765193.html,2026-07-13,html,"html-strip (PMN Recorder adoption notice; summary only, not full ordinance text)",raw/pmn/notice_765193.html,no,The motion passed unanimously with Councilmember Jared Henderson being absent,2022-06-23,2,high,765193,https://www.utah.gov/pmn/sitemap/notice/765193.html,pmn-notice,,,minutes/2022/2022-06-20/2022-06-23_city-council-meeting.md
2022-30,2022-07-13,2022-07-13,approve Ordinance No. 2022-30 a comprehensive amendment to the Herriman City General Plan for the present and future needs of the city and for the growth and development of land within the city with t,https://herriman.primegov.com/Public/CompiledDocument?meetingTemplateId=113,2026-07-13,na,reconstructed from meeting_minutes motion text (no independent document found),,yes,The motion passed unanimously with Councilmember Shields being absent,2022-07-13,7,within_source,,,motion,,,minutes/2022/2022-07-11/2022-07-13_city-council-meeting.md
