year,election_type,office,district,contest,precinct,candidate,votes
2021,municipal primary,Council,At-Large,Orem City Council,OR32,TOM MACDONALD,180
2021,municipal primary,Council,At-Large,Orem City Council,OR32,LANAE MILLETT,134
2021,municipal primary,Council,At-Large,Orem City Council,OR32,DAVID M. SPENCER,131
2021,municipal primary,Council,At-Large,Orem City Council,OR32,QUINN MECHAM,83
2021,municipal primary,Council,At-Large,Orem City Council,OR32,NICHELLE JENSEN,57
2021,municipal primary,Council,At-Large,Orem City Council,OR32,SHAUNTE RUIZ ZUNDEL,48
2021,municipal primary,Council,At-Large,Orem City Council,OR32,MIKE CARPENTER,43
2021,municipal primary,Council,At-Large,Orem City Council,OR32,MICKEY W. COCHRAN,39
2021,municipal primary,Council,At-Large,Orem City Council,OR32,TODD LINSLEY,29
2021,municipal primary,Council,At-Large,Orem City Council,OR32,"JON ""JON J"" JENSEN",25
2021,municipal primary,Council,At-Large,Orem City Council,OR34,SHAUNTE RUIZ ZUNDEL,78
2021,municipal primary,Council,At-Large,Orem City Council,OR34,TOM MACDONALD,53
2021,municipal primary,Council,At-Large,Orem City Council,OR34,LANAE MILLETT,53
2021,municipal primary,Council,At-Large,Orem City Council,OR34,QUINN MECHAM,52
2021,municipal primary,Council,At-Large,Orem City Council,OR34,DAVID M. SPENCER,45
2021,municipal primary,Council,At-Large,Orem City Council,OR34,NICHELLE JENSEN,37
2021,municipal primary,Council,At-Large,Orem City Council,OR34,MIKE CARPENTER,29
2021,municipal primary,Council,At-Large,Orem City Council,OR34,TODD LINSLEY,22
2021,municipal primary,Council,At-Large,Orem City Council,OR34,"JON ""JON J"" JENSEN",18
2021,municipal primary,Council,At-Large,Orem City Council,OR34,MICKEY W. COCHRAN,15
2021,municipal primary,Council,At-Large,Orem City Council,OR35,DAVID M. SPENCER,166
2021,municipal primary,Council,At-Large,Orem City Council,OR35,LANAE MILLETT,157
2021,municipal primary,Council,At-Large,Orem City Council,OR35,MIKE CARPENTER,104
2021,municipal primary,Council,At-Large,Orem City Council,OR35,TOM MACDONALD,90
2021,municipal primary,Council,At-Large,Orem City Council,OR35,NICHELLE JENSEN,74
2021,municipal primary,Council,At-Large,Orem City Council,OR35,SHAUNTE RUIZ ZUNDEL,69
2021,municipal primary,Council,At-Large,Orem City Council,OR35,QUINN MECHAM,68
2021,municipal primary,Council,At-Large,Orem City Council,OR35,"JON ""JON J"" JENSEN",25
2021,municipal primary,Council,At-Large,Orem City Council,OR35,MICKEY W. COCHRAN,25
2021,municipal primary,Council,At-Large,Orem City Council,OR35,TODD LINSLEY,21
2021,municipal primary,Council,At-Large,Orem City Council,OR36,LANAE MILLETT,215
2021,municipal primary,Council,At-Large,Orem City Council,OR36,DAVID M. SPENCER,194
2021,municipal primary,Council,At-Large,Orem City Council,OR36,TOM MACDONALD,186
2021,municipal primary,Council,At-Large,Orem City Council,OR36,NICHELLE JENSEN,61
2021,municipal primary,Council,At-Large,Orem City Council,OR36,QUINN MECHAM,57
2021,municipal primary,Council,At-Large,Orem City Council,OR36,SHAUNTE RUIZ ZUNDEL,47
2021,municipal primary,Council,At-Large,Orem City Council,OR36,MIKE CARPENTER,22
2021,municipal primary,Council,At-Large,Orem City Council,OR36,TODD LINSLEY,17
2021,municipal primary,Council,At-Large,Orem City Council,OR36,MICKEY W. COCHRAN,14
2021,municipal primary,Council,At-Large,Orem City Council,OR36,"JON ""JON J"" JENSEN",11
2021,municipal primary,Council,At-Large,Orem City Council,OR37,LANAE MILLETT,97
2021,municipal primary,Council,At-Large,Orem City Council,OR37,DAVID M. SPENCER,93
2021,municipal primary,Council,At-Large,Orem City Council,OR37,SHAUNTE RUIZ ZUNDEL,73
2021,municipal primary,Council,At-Large,Orem City Council,OR37,TOM MACDONALD,72
2021,municipal primary,Council,At-Large,Orem City Council,OR37,NICHELLE JENSEN,54
2021,municipal primary,Council,At-Large,Orem City Council,OR37,QUINN MECHAM,45
2021,municipal primary,Council,At-Large,Orem City Council,OR37,MIKE CARPENTER,29
2021,municipal primary,Council,At-Large,Orem City Council,OR37,TODD LINSLEY,25
2021,municipal primary,Council,At-Large,Orem City Council,OR37,"JON ""JON J"" JENSEN",21
2021,municipal primary,Council,At-Large,Orem City Council,OR37,MICKEY W. COCHRAN,15
2021,municipal primary,Council,At-Large,Orem City Council,OR38,LANAE MILLETT,283
2021,municipal primary,Council,At-Large,Orem City Council,OR38,DAVID M. SPENCER,206
2021,municipal primary,Council,At-Large,Orem City Council,OR38,TOM MACDONALD,186
2021,municipal primary,Council,At-Large,Orem City Council,OR38,QUINN MECHAM,62
2021,municipal primary,Council,At-Large,Orem City Council,OR38,SHAUNTE RUIZ ZUNDEL,47
2021,municipal primary,Council,At-Large,Orem City Council,OR38,NICHELLE JENSEN,44
2021,municipal primary,Council,At-Large,Orem City Council,OR38,MIKE CARPENTER,37
2021,municipal primary,Council,At-Large,Orem City Council,OR38,TODD LINSLEY,31
2021,municipal primary,Council,At-Large,Orem City Council,OR38,MICKEY W. COCHRAN,18
2021,municipal primary,Council,At-Large,Orem City Council,OR38,"JON ""JON J"" JENSEN",13
2021,municipal primary,Council,At-Large,Orem City Council,OR39,LANAE MILLETT,58
2021,municipal primary,Council,At-Large,Orem City Council,OR39,TOM MACDONALD,56
2021,municipal primary,Council,At-Large,Orem City Council,OR39,DAVID M. SPENCER,47
2021,municipal primary,Council,At-Large,Orem City Council,OR39,QUINN MECHAM,40
2021,municipal primary,Council,At-Large,Orem City Council,OR39,SHAUNTE RUIZ ZUNDEL,31
2021,municipal primary,Council,At-Large,Orem City Council,OR39,NICHELLE JENSEN,31
2021,municipal primary,Council,At-Large,Orem City Council,OR39,MIKE CARPENTER,18
2021,municipal primary,Council,At-Large,Orem City Council,OR39,"JON ""JON J"" JENSEN",15
2021,municipal primary,Council,At-Large,Orem City Council,OR39,TODD LINSLEY,15
2021,municipal primary,Council,At-Large,Orem City Council,OR39,MICKEY W. COCHRAN,14
2021,municipal primary,Council,At-Large,Orem City Council,OR40,LANAE MILLETT,87
2021,municipal primary,Council,At-Large,Orem City Council,OR40,TOM MACDONALD,80
2021,municipal primary,Council,At-Large,Orem City Council,OR40,DAVID M. SPENCER,78
2021,municipal primary,Council,At-Large,Orem City Council,OR40,SHAUNTE RUIZ ZUNDEL,74
2021,municipal primary,Council,At-Large,Orem City Council,OR40,QUINN MECHAM,74
2021,municipal primary,Council,At-Large,Orem City Council,OR40,NICHELLE JENSEN,62
2021,municipal primary,Council,At-Large,Orem City Council,OR40,MIKE CARPENTER,49
2021,municipal primary,Council,At-Large,Orem City Council,OR40,"JON ""JON J"" JENSEN",33
2021,municipal primary,Council,At-Large,Orem City Council,OR40,TODD LINSLEY,24
2021,municipal primary,Council,At-Large,Orem City Council,OR40,MICKEY W. COCHRAN,22
2021,municipal primary,Council,At-Large,Orem City Council,OR41,DAVID M. SPENCER,178
2021,municipal primary,Council,At-Large,Orem City Council,OR41,TOM MACDONALD,174
2021,municipal primary,Council,At-Large,Orem City Council,OR41,LANAE MILLETT,173
2021,municipal primary,Council,At-Large,Orem City Council,OR41,NICHELLE JENSEN,41
2021,municipal primary,Council,At-Large,Orem City Council,OR41,QUINN MECHAM,40
2021,municipal primary,Council,At-Large,Orem City Council,OR41,MIKE CARPENTER,37
2021,municipal primary,Council,At-Large,Orem City Council,OR41,SHAUNTE RUIZ ZUNDEL,36
2021,municipal primary,Council,At-Large,Orem City Council,OR41,MICKEY W. COCHRAN,18
2021,municipal primary,Council,At-Large,Orem City Council,OR41,TODD LINSLEY,18
2021,municipal primary,Council,At-Large,Orem City Council,OR41,"JON ""JON J"" JENSEN",12
2021,municipal primary,Council,At-Large,Orem City Council,OR42,SHAUNTE RUIZ ZUNDEL,62
2021,municipal primary,Council,At-Large,Orem City Council,OR42,QUINN MECHAM,51
2021,municipal primary,Council,At-Large,Orem City Council,OR42,TOM MACDONALD,51
2021,municipal primary,Council,At-Large,Orem City Council,OR42,DAVID M. SPENCER,47
2021,municipal primary,Council,At-Large,Orem City Council,OR42,NICHELLE JENSEN,47
2021,municipal primary,Council,At-Large,Orem City Council,OR42,LANAE MILLETT,42
2021,municipal primary,Council,At-Large,Orem City Council,OR42,MIKE CARPENTER,36
2021,municipal primary,Council,At-Large,Orem City Council,OR42,"JON ""JON J"" JENSEN",19
2021,municipal primary,Council,At-Large,Orem City Council,OR42,TODD LINSLEY,15
2021,municipal primary,Council,At-Large,Orem City Council,OR42,MICKEY W. COCHRAN,14
2021,municipal primary,Council,At-Large,Orem City Council,OR42S,SHAUNTE RUIZ ZUNDEL,10
2021,municipal primary,Council,At-Large,Orem City Council,OR42S,TOM MACDONALD,10
2021,municipal primary,Council,At-Large,Orem City Council,OR42S,LANAE MILLETT,10
2021,municipal primary,Council,At-Large,Orem City Council,OR42S,MICKEY W. COCHRAN,9
2021,municipal primary,Council,At-Large,Orem City Council,OR42S,QUINN MECHAM,6
2021,municipal primary,Council,At-Large,Orem City Council,OR42S,NICHELLE JENSEN,5
2021,municipal primary,Council,At-Large,Orem City Council,OR42S,MIKE CARPENTER,5
2021,municipal primary,Council,At-Large,Orem City Council,OR42S,DAVID M. SPENCER,4
2021,municipal primary,Council,At-Large,Orem City Council,OR42S,"JON ""JON J"" JENSEN",4
2021,municipal primary,Council,At-Large,Orem City Council,OR42S,TODD LINSLEY,2
2021,municipal primary,Council,At-Large,Orem City Council,OR43,LANAE MILLETT,191
2021,municipal primary,Council,At-Large,Orem City Council,OR43,DAVID M. SPENCER,175
2021,municipal primary,Council,At-Large,Orem City Council,OR43,TOM MACDONALD,157
2021,municipal primary,Council,At-Large,Orem City Council,OR43,SHAUNTE RUIZ ZUNDEL,90
2021,municipal primary,Council,At-Large,Orem City Council,OR43,QUINN MECHAM,81
2021,municipal primary,Council,At-Large,Orem City Council,OR43,NICHELLE JENSEN,73
2021,municipal primary,Council,At-Large,Orem City Council,OR43,MIKE CARPENTER,69
2021,municipal primary,Council,At-Large,Orem City Council,OR43,TODD LINSLEY,39
2021,municipal primary,Council,At-Large,Orem City Council,OR43,MICKEY W. COCHRAN,33
2021,municipal primary,Council,At-Large,Orem City Council,OR43,"JON ""JON J"" JENSEN",25
2021,municipal primary,Council,At-Large,Orem City Council,OR44,LANAE MILLETT,137
2021,municipal primary,Council,At-Large,Orem City Council,OR44,TOM MACDONALD,114
2021,municipal primary,Council,At-Large,Orem City Council,OR44,DAVID M. SPENCER,94
2021,municipal primary,Council,At-Large,Orem City Council,OR44,QUINN MECHAM,84
2021,municipal primary,Council,At-Large,Orem City Council,OR44,SHAUNTE RUIZ ZUNDEL,68
2021,municipal primary,Council,At-Large,Orem City Council,OR44,NICHELLE JENSEN,60
2021,municipal primary,Council,At-Large,Orem City Council,OR44,MIKE CARPENTER,45
2021,municipal primary,Council,At-Large,Orem City Council,OR44,MICKEY W. COCHRAN,28
2021,municipal primary,Council,At-Large,Orem City Council,OR44,TODD LINSLEY,22
2021,municipal primary,Council,At-Large,Orem City Council,OR44,"JON ""JON J"" JENSEN",19
2021,municipal primary,Council,At-Large,Orem City Council,OR45,LANAE MILLETT,124
2021,municipal primary,Council,At-Large,Orem City Council,OR45,TOM MACDONALD,120
2021,municipal primary,Council,At-Large,Orem City Council,OR45,DAVID M. SPENCER,113
2021,municipal primary,Council,At-Large,Orem City Council,OR45,SHAUNTE RUIZ ZUNDEL,61
2021,municipal primary,Council,At-Large,Orem City Council,OR45,QUINN MECHAM,60
2021,municipal primary,Council,At-Large,Orem City Council,OR45,NICHELLE JENSEN,52
2021,municipal primary,Council,At-Large,Orem City Council,OR45,MIKE CARPENTER,38
2021,municipal primary,Council,At-Large,Orem City Council,OR45,TODD LINSLEY,26
2021,municipal primary,Council,At-Large,Orem City Council,OR45,MICKEY W. COCHRAN,23
2021,municipal primary,Council,At-Large,Orem City Council,OR45,"JON ""JON J"" JENSEN",18
2021,municipal primary,Council,At-Large,Orem City Council,OR46,LANAE MILLETT,94
2021,municipal primary,Council,At-Large,Orem City Council,OR46,DAVID M. SPENCER,92
2021,municipal primary,Council,At-Large,Orem City Council,OR46,TOM MACDONALD,89
2021,municipal primary,Council,At-Large,Orem City Council,OR46,QUINN MECHAM,73
2021,municipal primary,Council,At-Large,Orem City Council,OR46,SHAUNTE RUIZ ZUNDEL,63
2021,municipal primary,Council,At-Large,Orem City Council,OR46,NICHELLE JENSEN,47
2021,municipal primary,Council,At-Large,Orem City Council,OR46,MIKE CARPENTER,44
2021,municipal primary,Council,At-Large,Orem City Council,OR46,MICKEY W. COCHRAN,35
2021,municipal primary,Council,At-Large,Orem City Council,OR46,"JON ""JON J"" JENSEN",34
2021,municipal primary,Council,At-Large,Orem City Council,OR46,TODD LINSLEY,31
2021,municipal primary,Council,At-Large,Orem City Council,OR47,LANAE MILLETT,151
2021,municipal primary,Council,At-Large,Orem City Council,OR47,TOM MACDONALD,133
2021,municipal primary,Council,At-Large,Orem City Council,OR47,DAVID M. SPENCER,121
2021,municipal primary,Council,At-Large,Orem City Council,OR47,QUINN MECHAM,91
2021,municipal primary,Council,At-Large,Orem City Council,OR47,SHAUNTE RUIZ ZUNDEL,82
2021,municipal primary,Council,At-Large,Orem City Council,OR47,NICHELLE JENSEN,55
2021,municipal primary,Council,At-Large,Orem City Council,OR47,MIKE CARPENTER,52
2021,municipal primary,Council,At-Large,Orem City Council,OR47,"JON ""JON J"" JENSEN",37
2021,municipal primary,Council,At-Large,Orem City Council,OR47,TODD LINSLEY,33
2021,municipal primary,Council,At-Large,Orem City Council,OR47,MICKEY W. COCHRAN,27
2021,municipal primary,Council,At-Large,Orem City Council,OR47S,LANAE MILLETT,18
2021,municipal primary,Council,At-Large,Orem City Council,OR47S,DAVID M. SPENCER,16
2021,municipal primary,Council,At-Large,Orem City Council,OR47S,TOM MACDONALD,12
2021,municipal primary,Council,At-Large,Orem City Council,OR47S,NICHELLE JENSEN,7
2021,municipal primary,Council,At-Large,Orem City Council,OR47S,SHAUNTE RUIZ ZUNDEL,4
2021,municipal primary,Council,At-Large,Orem City Council,OR47S,QUINN MECHAM,3
2021,municipal primary,Council,At-Large,Orem City Council,OR47S,MIKE CARPENTER,2
2021,municipal primary,Council,At-Large,Orem City Council,OR47S,"JON ""JON J"" JENSEN",1
2021,municipal primary,Council,At-Large,Orem City Council,OR47S,TODD LINSLEY,1
2021,municipal primary,Council,At-Large,Orem City Council,OR48,DAVID M. SPENCER,76
2021,municipal primary,Council,At-Large,Orem City Council,OR48,TOM MACDONALD,65
2021,municipal primary,Council,At-Large,Orem City Council,OR48,LANAE MILLETT,62
2021,municipal primary,Council,At-Large,Orem City Council,OR48,NICHELLE JENSEN,20
2021,municipal primary,Council,At-Large,Orem City Council,OR48,SHAUNTE RUIZ ZUNDEL,16
2021,municipal primary,Council,At-Large,Orem City Council,OR48,QUINN MECHAM,16
2021,municipal primary,Council,At-Large,Orem City Council,OR48,MIKE CARPENTER,14
2021,municipal primary,Council,At-Large,Orem City Council,OR48,TODD LINSLEY,8
2021,municipal primary,Council,At-Large,Orem City Council,OR48,MICKEY W. COCHRAN,7
2021,municipal primary,Council,At-Large,Orem City Council,OR48,"JON ""JON J"" JENSEN",1
2021,municipal primary,Council,At-Large,Orem City Council,OR49,LANAE MILLETT,155
2021,municipal primary,Council,At-Large,Orem City Council,OR49,DAVID M. SPENCER,153
2021,municipal primary,Council,At-Large,Orem City Council,OR49,TOM MACDONALD,129
2021,municipal primary,Council,At-Large,Orem City Council,OR49,QUINN MECHAM,106
2021,municipal primary,Council,At-Large,Orem City Council,OR49,SHAUNTE RUIZ ZUNDEL,71
2021,municipal primary,Council,At-Large,Orem City Council,OR49,NICHELLE JENSEN,62
2021,municipal primary,Council,At-Large,Orem City Council,OR49,MIKE CARPENTER,37
2021,municipal primary,Council,At-Large,Orem City Council,OR49,TODD LINSLEY,25
2021,municipal primary,Council,At-Large,Orem City Council,OR49,MICKEY W. COCHRAN,22
2021,municipal primary,Council,At-Large,Orem City Council,OR49,"JON ""JON J"" JENSEN",19
2021,municipal primary,Council,At-Large,Orem City Council,OR50,TOM MACDONALD,193
2021,municipal primary,Council,At-Large,Orem City Council,OR50,LANAE MILLETT,171
2021,municipal primary,Council,At-Large,Orem City Council,OR50,DAVID M. SPENCER,165
2021,municipal primary,Council,At-Large,Orem City Council,OR50,QUINN MECHAM,98
2021,municipal primary,Council,At-Large,Orem City Council,OR50,NICHELLE JENSEN,83
2021,municipal primary,Council,At-Large,Orem City Council,OR50,SHAUNTE RUIZ ZUNDEL,79
2021,municipal primary,Council,At-Large,Orem City Council,OR50,MICKEY W. COCHRAN,28
2021,municipal primary,Council,At-Large,Orem City Council,OR50,MIKE CARPENTER,28
2021,municipal primary,Council,At-Large,Orem City Council,OR50,"JON ""JON J"" JENSEN",17
2021,municipal primary,Council,At-Large,Orem City Council,OR50,TODD LINSLEY,14
2021,municipal primary,Mayor,,Orem Mayor,OR01,JIM EVANS,147
2021,municipal primary,Mayor,,Orem Mayor,OR01,HAYSAM Z. SAKAR,90
2021,municipal primary,Mayor,,Orem Mayor,OR01,DAVID A. YOUNG,75
2021,municipal primary,Mayor,,Orem Mayor,OR01,ARCHIE A. WILLIAMS III,1
2021,municipal primary,Mayor,,Orem Mayor,OR02,DAVID A. YOUNG,68
2021,municipal primary,Mayor,,Orem Mayor,OR02,HAYSAM Z. SAKAR,50
2021,municipal primary,Mayor,,Orem Mayor,OR02,JIM EVANS,33
2021,municipal primary,Mayor,,Orem Mayor,OR02,ARCHIE A. WILLIAMS III,3
2021,municipal primary,Mayor,,Orem Mayor,OR03,HAYSAM Z. SAKAR,142
2021,municipal primary,Mayor,,Orem Mayor,OR03,JIM EVANS,130
2021,municipal primary,Mayor,,Orem Mayor,OR03,DAVID A. YOUNG,84
2021,municipal primary,Mayor,,Orem Mayor,OR04,HAYSAM Z. SAKAR,82
2021,municipal primary,Mayor,,Orem Mayor,OR04,JIM EVANS,71
2021,municipal primary,Mayor,,Orem Mayor,OR04,DAVID A. YOUNG,49
2021,municipal primary,Mayor,,Orem Mayor,OR04,ARCHIE A. WILLIAMS III,4
2021,municipal primary,Mayor,,Orem Mayor,OR05,JIM EVANS,217
2021,municipal primary,Mayor,,Orem Mayor,OR05,DAVID A. YOUNG,183
2021,municipal primary,Mayor,,Orem Mayor,OR05,HAYSAM Z. SAKAR,139
2021,municipal primary,Mayor,,Orem Mayor,OR05,ARCHIE A. WILLIAMS III,5
2021,municipal primary,Mayor,,Orem Mayor,OR06,DAVID A. YOUNG,103
2021,municipal primary,Mayor,,Orem Mayor,OR06,JIM EVANS,95
2021,municipal primary,Mayor,,Orem Mayor,OR06,HAYSAM Z. SAKAR,64
2021,municipal primary,Mayor,,Orem Mayor,OR06,ARCHIE A. WILLIAMS III,3
2021,municipal primary,Mayor,,Orem Mayor,OR07,JIM EVANS,158
2021,municipal primary,Mayor,,Orem Mayor,OR07,DAVID A. YOUNG,131
2021,municipal primary,Mayor,,Orem Mayor,OR07,HAYSAM Z. SAKAR,115
2021,municipal primary,Mayor,,Orem Mayor,OR07,ARCHIE A. WILLIAMS III,4
2021,municipal primary,Mayor,,Orem Mayor,OR08,HAYSAM Z. SAKAR,111
2021,municipal primary,Mayor,,Orem Mayor,OR08,DAVID A. YOUNG,52
2021,municipal primary,Mayor,,Orem Mayor,OR08,JIM EVANS,51
2021,municipal primary,Mayor,,Orem Mayor,OR08,ARCHIE A. WILLIAMS III,6
2021,municipal primary,Mayor,,Orem Mayor,OR09,DAVID A. YOUNG,63
2021,municipal primary,Mayor,,Orem Mayor,OR09,JIM EVANS,32
2021,municipal primary,Mayor,,Orem Mayor,OR09,HAYSAM Z. SAKAR,29
2021,municipal primary,Mayor,,Orem Mayor,OR09,ARCHIE A. WILLIAMS III,1
2021,municipal primary,Mayor,,Orem Mayor,OR10,JIM EVANS,175
2021,municipal primary,Mayor,,Orem Mayor,OR10,HAYSAM Z. SAKAR,35
2021,municipal primary,Mayor,,Orem Mayor,OR10,DAVID A. YOUNG,26
2021,municipal primary,Mayor,,Orem Mayor,OR11,JIM EVANS,138
2021,municipal primary,Mayor,,Orem Mayor,OR11,DAVID A. YOUNG,115
2021,municipal primary,Mayor,,Orem Mayor,OR11,HAYSAM Z. SAKAR,110
2021,municipal primary,Mayor,,Orem Mayor,OR11,ARCHIE A. WILLIAMS III,4
2021,municipal primary,Mayor,,Orem Mayor,OR12,HAYSAM Z. SAKAR,47
2021,municipal primary,Mayor,,Orem Mayor,OR12,DAVID A. YOUNG,28
2021,municipal primary,Mayor,,Orem Mayor,OR12,JIM EVANS,25
2021,municipal primary,Mayor,,Orem Mayor,OR12,ARCHIE A. WILLIAMS III,4
2021,municipal primary,Mayor,,Orem Mayor,OR13,HAYSAM Z. SAKAR,62
2021,municipal primary,Mayor,,Orem Mayor,OR13,JIM EVANS,61
2021,municipal primary,Mayor,,Orem Mayor,OR13,DAVID A. YOUNG,57
2021,municipal primary,Mayor,,Orem Mayor,OR13,ARCHIE A. WILLIAMS III,4
2021,municipal primary,Mayor,,Orem Mayor,OR14,HAYSAM Z. SAKAR,26
2021,municipal primary,Mayor,,Orem Mayor,OR14,JIM EVANS,24
2021,municipal primary,Mayor,,Orem Mayor,OR14,DAVID A. YOUNG,17
2021,municipal primary,Mayor,,Orem Mayor,OR14,ARCHIE A. WILLIAMS III,5
2021,municipal primary,Mayor,,Orem Mayor,OR15,JIM EVANS,89
2021,municipal primary,Mayor,,Orem Mayor,OR15,DAVID A. YOUNG,84
2021,municipal primary,Mayor,,Orem Mayor,OR15,HAYSAM Z. SAKAR,63
2021,municipal primary,Mayor,,Orem Mayor,OR15,ARCHIE A. WILLIAMS III,12
2021,municipal primary,Mayor,,Orem Mayor,OR16,DAVID A. YOUNG,99
2021,municipal primary,Mayor,,Orem Mayor,OR16,JIM EVANS,54
2021,municipal primary,Mayor,,Orem Mayor,OR16,HAYSAM Z. SAKAR,42
2021,municipal primary,Mayor,,Orem Mayor,OR16,ARCHIE A. WILLIAMS III,1
2021,municipal primary,Mayor,,Orem Mayor,OR17,JIM EVANS,105
2021,municipal primary,Mayor,,Orem Mayor,OR17,DAVID A. YOUNG,77
2021,municipal primary,Mayor,,Orem Mayor,OR17,HAYSAM Z. SAKAR,69
2021,municipal primary,Mayor,,Orem Mayor,OR17,ARCHIE A. WILLIAMS III,10
2021,municipal primary,Mayor,,Orem Mayor,OR18,JIM EVANS,80
2021,municipal primary,Mayor,,Orem Mayor,OR18,DAVID A. YOUNG,60
2021,municipal primary,Mayor,,Orem Mayor,OR18,HAYSAM Z. SAKAR,41
2021,municipal primary,Mayor,,Orem Mayor,OR18,ARCHIE A. WILLIAMS III,2
2021,municipal primary,Mayor,,Orem Mayor,OR19,JIM EVANS,141
2021,municipal primary,Mayor,,Orem Mayor,OR19,DAVID A. YOUNG,103
2021,municipal primary,Mayor,,Orem Mayor,OR19,HAYSAM Z. SAKAR,62
2021,municipal primary,Mayor,,Orem Mayor,OR20,JIM EVANS,177
2021,municipal primary,Mayor,,Orem Mayor,OR20,HAYSAM Z. SAKAR,84
2021,municipal primary,Mayor,,Orem Mayor,OR20,DAVID A. YOUNG,62
2021,municipal primary,Mayor,,Orem Mayor,OR20,ARCHIE A. WILLIAMS III,4
2021,municipal primary,Mayor,,Orem Mayor,OR21,DAVID A. YOUNG,109
2021,municipal primary,Mayor,,Orem Mayor,OR21,JIM EVANS,92
2021,municipal primary,Mayor,,Orem Mayor,OR21,HAYSAM Z. SAKAR,54
2021,municipal primary,Mayor,,Orem Mayor,OR21,ARCHIE A. WILLIAMS III,5
2021,municipal primary,Mayor,,Orem Mayor,OR22,DAVID A. YOUNG,142
2021,municipal primary,Mayor,,Orem Mayor,OR22,JIM EVANS,133
2021,municipal primary,Mayor,,Orem Mayor,OR22,HAYSAM Z. SAKAR,81
2021,municipal primary,Mayor,,Orem Mayor,OR22,ARCHIE A. WILLIAMS III,3
2021,municipal primary,Mayor,,Orem Mayor,OR23,DAVID A. YOUNG,140
2021,municipal primary,Mayor,,Orem Mayor,OR23,HAYSAM Z. SAKAR,119
2021,municipal primary,Mayor,,Orem Mayor,OR23,JIM EVANS,106
2021,municipal primary,Mayor,,Orem Mayor,OR23,ARCHIE A. WILLIAMS III,3
2021,municipal primary,Mayor,,Orem Mayor,OR24,JIM EVANS,184
2021,municipal primary,Mayor,,Orem Mayor,OR24,HAYSAM Z. SAKAR,121
2021,municipal primary,Mayor,,Orem Mayor,OR24,DAVID A. YOUNG,106
2021,municipal primary,Mayor,,Orem Mayor,OR24,ARCHIE A. WILLIAMS III,2
2021,municipal primary,Mayor,,Orem Mayor,OR25,HAYSAM Z. SAKAR,75
2021,municipal primary,Mayor,,Orem Mayor,OR25,DAVID A. YOUNG,74
2021,municipal primary,Mayor,,Orem Mayor,OR25,JIM EVANS,51
2021,municipal primary,Mayor,,Orem Mayor,OR25,ARCHIE A. WILLIAMS III,3
2021,municipal primary,Mayor,,Orem Mayor,OR26,DAVID A. YOUNG,114
2021,municipal primary,Mayor,,Orem Mayor,OR26,HAYSAM Z. SAKAR,66
2021,municipal primary,Mayor,,Orem Mayor,OR26,JIM EVANS,41
2021,municipal primary,Mayor,,Orem Mayor,OR26,ARCHIE A. WILLIAMS III,3
2021,municipal primary,Mayor,,Orem Mayor,OR27,JIM EVANS,88
2021,municipal primary,Mayor,,Orem Mayor,OR27,HAYSAM Z. SAKAR,79
2021,municipal primary,Mayor,,Orem Mayor,OR27,DAVID A. YOUNG,69
2021,municipal primary,Mayor,,Orem Mayor,OR28,DAVID A. YOUNG,131
2021,municipal primary,Mayor,,Orem Mayor,OR28,JIM EVANS,92
2021,municipal primary,Mayor,,Orem Mayor,OR28,HAYSAM Z. SAKAR,69
2021,municipal primary,Mayor,,Orem Mayor,OR28,ARCHIE A. WILLIAMS III,6
2021,municipal primary,Mayor,,Orem Mayor,OR29,HAYSAM Z. SAKAR,198
2021,municipal primary,Mayor,,Orem Mayor,OR29,DAVID A. YOUNG,152
2021,municipal primary,Mayor,,Orem Mayor,OR29,JIM EVANS,141
2021,municipal primary,Mayor,,Orem Mayor,OR29,ARCHIE A. WILLIAMS III,3
2021,municipal primary,Mayor,,Orem Mayor,OR30,JIM EVANS,188
2021,municipal primary,Mayor,,Orem Mayor,OR30,HAYSAM Z. SAKAR,113
2021,municipal primary,Mayor,,Orem Mayor,OR30,DAVID A. YOUNG,71
2021,municipal primary,Mayor,,Orem Mayor,OR31,JIM EVANS,162
2021,municipal primary,Mayor,,Orem Mayor,OR31,HAYSAM Z. SAKAR,90
2021,municipal primary,Mayor,,Orem Mayor,OR31,DAVID A. YOUNG,73
2021,municipal primary,Mayor,,Orem Mayor,OR32,JIM EVANS,146
2021,municipal primary,Mayor,,Orem Mayor,OR32,DAVID A. YOUNG,85
2021,municipal primary,Mayor,,Orem Mayor,OR32,HAYSAM Z. SAKAR,42
2021,municipal primary,Mayor,,Orem Mayor,OR32,ARCHIE A. WILLIAMS III,1
2021,municipal primary,Mayor,,Orem Mayor,OR34,HAYSAM Z. SAKAR,59
2021,municipal primary,Mayor,,Orem Mayor,OR34,JIM EVANS,50
2021,municipal primary,Mayor,,Orem Mayor,OR34,DAVID A. YOUNG,35
2021,municipal primary,Mayor,,Orem Mayor,OR34,ARCHIE A. WILLIAMS III,4
2021,municipal primary,Mayor,,Orem Mayor,OR35,DAVID A. YOUNG,180
2021,municipal primary,Mayor,,Orem Mayor,OR35,JIM EVANS,73
2021,municipal primary,Mayor,,Orem Mayor,OR35,HAYSAM Z. SAKAR,44
2021,municipal primary,Mayor,,Orem Mayor,OR35,ARCHIE A. WILLIAMS III,2
2021,municipal primary,Mayor,,Orem Mayor,OR36,JIM EVANS,235
