date,body,body_slug,packet_kind,title,clip_id,path,text_path,format,source_url,stored_locally,doc_class,fetch_status,sha256,text_chars
2026-01-13,Snyderville Basin Planning Commission,snyderville_basin_pc,agenda_packet,Snyderville Basin Planning Commission Agenda Packet 2026-01-13,1192,,packets/text/2026-01-13_snyderville_basin_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/99888e90-c49e-11f0-a7da-005056a89546-61ea15ff-f8c4-4ebc-b3dc-16faa4474f38-1767998086.pdf,no,staff_report,ok,a054ba4ea36d0b4c5ba28984e75f1df63f6ae34713de9abe101f5f2e359591b9,409996
2026-01-27,Snyderville Basin Planning Commission,snyderville_basin_pc,agenda_packet,Snyderville Basin Planning Commission Agenda Packet 2026-01-27,1208,,packets/text/2026-01-27_snyderville_basin_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/5c0ccd79-c4a7-11f0-a7da-005056a89546-7ae4fa04-4732-4852-989d-a040fe4a9e83-1769273289.pdf,no,staff_report,ok,6401027818514e9eed355aa64359b40b4fa7804edda321eb8a8674bedf33ad80,171301
2026-02-10,Snyderville Basin Planning Commission,snyderville_basin_pc,agenda_packet,Snyderville Basin Planning Commission Agenda Packet 2026-02-10,1220,,packets/text/2026-02-10_snyderville_basin_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/998b3ea1-c49e-11f0-a7da-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1770415585.pdf,no,staff_report,ok,651d992e77c759f9cfeb8f5050e761e81bfd462059ca68f2e1856b81d31e022b,58981
2026-02-24,Snyderville Basin Planning Commission,snyderville_basin_pc,agenda_packet,Snyderville Basin Planning Commission Agenda Packet 2026-02-24,1245,,packets/text/2026-02-24_snyderville_basin_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/998d5d2d-c49e-11f0-a7da-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1771625336.pdf,no,staff_report,ok,9d52154ad23569da5edb3d2759608a8ca2f4d6d291d8b38a7f7a951a18840074,185404
2026-03-10,Snyderville Basin Planning Commission,snyderville_basin_pc,agenda_packet,Snyderville Basin Planning Commission Agenda Packet 2026-03-10,1263,,packets/text/2026-03-10_snyderville_basin_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/99914c5b-c49e-11f0-a7da-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1772832352.pdf,no,staff_report,ok,7f3c027238af71f7335a25f2f3a102d24560ea402760117466a83f675dc06261,287831
2026-03-24,Snyderville Basin Planning Commission,snyderville_basin_pc,agenda_packet,Snyderville Basin Planning Commission Agenda Packet 2026-03-24,1272,,packets/text/2026-03-24_snyderville_basin_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/99959ed0-c49e-11f0-a7da-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1774044576.pdf,no,staff_report,ok,1cfa05c2b33da2c2c31d45e817c3f2f0a2dcceb3395048967e03a3306952b8e4,103531
2026-04-14,Snyderville Basin Planning Commission,snyderville_basin_pc,agenda_packet,Snyderville Basin Planning Commission Agenda Packet 2026-04-14,1287,,packets/text/2026-04-14_snyderville_basin_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/9997eb1c-c49e-11f0-a7da-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1775861218.pdf,no,staff_report,ok,ebd84fc8830b067be63769f548efc50389ad09fefe5365a9247ed37479f35a2d,94126
2026-04-28,Snyderville Basin Planning Commission,snyderville_basin_pc,agenda_packet,Snyderville Basin Planning Commission Agenda Packet 2026-04-28,1332,,packets/text/2026-04-28_snyderville_basin_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/9999f93e-c49e-11f0-a7da-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1777071723.pdf,no,staff_report,ok,11cbb5eaae75aeb6d91143dfb8bbe90ae776b0af54c945a2b4a7c1b4314236fa,114651
2026-05-12,Snyderville Basin Planning Commission,snyderville_basin_pc,agenda_packet,Snyderville Basin Planning Commission Agenda Packet 2026-05-12,1346,,packets/text/2026-05-12_snyderville_basin_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/999d1ce7-c49e-11f0-a7da-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1778270584.pdf,no,staff_report,ok,6bb39980923e59db78fa3ea030be0e4900b556abf8ef385e48586c3216bd2a80,261695
2026-05-26,Snyderville Basin Planning Commission,snyderville_basin_pc,agenda_packet,Snyderville Basin Planning Commission Agenda Packet 2026-05-26,1361,,packets/text/2026-05-26_snyderville_basin_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/999f2b60-c49e-11f0-a7da-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1779400398.pdf,no,staff_report,ok,22906d05e093d2199776ebd52e9e7570d6413ad1ccdcd1ecf165e9108a428aaf,74902
2026-06-09,Snyderville Basin Planning Commission,snyderville_basin_pc,agenda_packet,Snyderville Basin Planning Commission Agenda Packet 2026-06-09,,,packets/text/2026-06-09_snyderville_basin_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/99a0f59e-c49e-11f0-a7da-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1780922739.pdf,no,staff_report,ok,9a7d785b5fd891c78d8fd716e51a08258f50d791c52420f4f4898929c177599c,86306
2026-06-23,Snyderville Basin Planning Commission,snyderville_basin_pc,agenda_packet,Snyderville Basin Planning Commission Agenda Packet 2026-06-23,,,packets/text/2026-06-23_snyderville_basin_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/99a2d166-c49e-11f0-a7da-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1781822234.pdf,no,staff_report,ok,f1a67964f668a079dbdb2be1b972821add5635aea417f9becc8e454dad5af950,157360
2026-07-14,Snyderville Basin Planning Commission,snyderville_basin_pc,agenda_packet,Snyderville Basin Planning Commission Agenda Packet 2026-07-14,,,packets/text/2026-07-14_snyderville_basin_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/99a51241-c49e-11f0-a7da-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1783706568.pdf,no,staff_report,ok,8f5f1c7fa5b89d7f3f3945b8f8b9abc4ee0a53a164c8010e54503633c1f0ee68,229308
