year,election_type,office,district,contest,precinct,candidate,votes,suppressed,note
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN066,AARON DEKEYZER,50,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN066,BROOKE D'SOUSA,125,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN066,REBECCA COLLEY,15,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN066,STEVEN CALBERT,19,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN066,EVAN TOBIN,13,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN067,KRISTEN WRAY,38,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN067,AARON DEKEYZER,86,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN067,BROOKE D'SOUSA,114,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN067,REBECCA COLLEY,17,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN067,STEVEN CALBERT,16,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN067,EVAN TOBIN,26,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN068,KRISTEN WRAY,11,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN068,AARON DEKEYZER,37,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN068,BROOKE D'SOUSA,46,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN068,REBECCA COLLEY,18,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN068,STEVEN CALBERT,15,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN068,EVAN TOBIN,10,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN069,KRISTEN WRAY,38,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN069,AARON DEKEYZER,86,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN069,BROOKE D'SOUSA,64,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN069,REBECCA COLLEY,12,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN069,STEVEN CALBERT,20,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN069,EVAN TOBIN,20,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN071,KRISTEN WRAY,22,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN071,AARON DEKEYZER,83,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN071,BROOKE D'SOUSA,88,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN071,REBECCA COLLEY,77,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN071,STEVEN CALBERT,8,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN071,EVAN TOBIN,7,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN072,KRISTEN WRAY,46,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN072,AARON DEKEYZER,91,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN072,BROOKE D'SOUSA,141,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN072,REBECCA COLLEY,67,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN072,STEVEN CALBERT,20,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN072,EVAN TOBIN,9,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN073,KRISTEN WRAY,34,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN073,AARON DEKEYZER,99,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN073,BROOKE D'SOUSA,145,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN073,REBECCA COLLEY,53,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN073,STEVEN CALBERT,13,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN073,EVAN TOBIN,25,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN074,KRISTEN WRAY,37,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN074,AARON DEKEYZER,61,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN074,BROOKE D'SOUSA,89,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN074,REBECCA COLLEY,47,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN074,STEVEN CALBERT,18,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN074,EVAN TOBIN,14,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN075,KRISTEN WRAY,23,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN075,AARON DEKEYZER,94,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN075,BROOKE D'SOUSA,91,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN075,REBECCA COLLEY,38,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN075,STEVEN CALBERT,13,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN075,EVAN TOBIN,18,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN076,KRISTEN WRAY,14,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN076,AARON DEKEYZER,28,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN076,BROOKE D'SOUSA,59,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN076,REBECCA COLLEY,20,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN076,STEVEN CALBERT,9,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN076,EVAN TOBIN,8,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN077,KRISTEN WRAY,35,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN077,AARON DEKEYZER,98,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN077,BROOKE D'SOUSA,74,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN077,REBECCA COLLEY,21,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN077,STEVEN CALBERT,15,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN077,EVAN TOBIN,33,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN078,KRISTEN WRAY,42,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN078,AARON DEKEYZER,71,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN078,BROOKE D'SOUSA,54,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN078,REBECCA COLLEY,35,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN078,STEVEN CALBERT,43,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN078,EVAN TOBIN,14,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN079,KRISTEN WRAY,43,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN079,AARON DEKEYZER,61,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN079,BROOKE D'SOUSA,117,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN079,REBECCA COLLEY,45,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN079,STEVEN CALBERT,33,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN079,EVAN TOBIN,20,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN080,KRISTEN WRAY,11,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN080,AARON DEKEYZER,107,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN080,BROOKE D'SOUSA,20,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN080,REBECCA COLLEY,5,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN080,STEVEN CALBERT,11,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN080,EVAN TOBIN,16,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN081,KRISTEN WRAY,57,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN081,AARON DEKEYZER,104,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN081,BROOKE D'SOUSA,107,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN081,REBECCA COLLEY,50,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN081,STEVEN CALBERT,35,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN081,EVAN TOBIN,15,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN082,KRISTEN WRAY,156,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN082,AARON DEKEYZER,88,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN082,BROOKE D'SOUSA,91,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN082,REBECCA COLLEY,30,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN082,STEVEN CALBERT,26,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN082,EVAN TOBIN,19,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN084,KRISTEN WRAY,40,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN084,AARON DEKEYZER,108,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN084,BROOKE D'SOUSA,113,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN084,REBECCA COLLEY,43,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN084,STEVEN CALBERT,30,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN084,EVAN TOBIN,18,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN086,KRISTEN WRAY,49,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN086,AARON DEKEYZER,129,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN086,BROOKE D'SOUSA,181,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN086,REBECCA COLLEY,43,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN086,STEVEN CALBERT,22,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN086,EVAN TOBIN,15,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN087,KRISTEN WRAY,40,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN087,AARON DEKEYZER,99,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN087,BROOKE D'SOUSA,140,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN087,REBECCA COLLEY,35,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN087,STEVEN CALBERT,27,False,first-choice (round 1)
2021,municipal general,Council,At-Large,Sandy City Council At-Large,SAN087,EVAN TOBIN,16,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN003,KATIE JOHNSON,21,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN003,JEFFORY MULCAHY,14,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN003,RYAN MECHAM,21,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN004,KATIE JOHNSON,72,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN004,JEFFORY MULCAHY,35,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN004,RYAN MECHAM,79,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN005,KATIE JOHNSON,173,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN005,JEFFORY MULCAHY,78,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN005,RYAN MECHAM,117,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN006,KATIE JOHNSON,43,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN006,JEFFORY MULCAHY,11,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN006,RYAN MECHAM,34,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN007,KATIE JOHNSON,36,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN007,JEFFORY MULCAHY,9,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN007,RYAN MECHAM,35,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN009,KATIE JOHNSON,164,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN009,JEFFORY MULCAHY,88,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN009,RYAN MECHAM,162,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN016,KATIE JOHNSON,46,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN016,JEFFORY MULCAHY,15,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN016,RYAN MECHAM,34,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN039,KATIE JOHNSON,68,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN039,JEFFORY MULCAHY,24,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN039,RYAN MECHAM,68,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN040,KATIE JOHNSON,21,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN040,JEFFORY MULCAHY,15,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN040,RYAN MECHAM,19,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN041,KATIE JOHNSON,66,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN041,JEFFORY MULCAHY,53,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN041,RYAN MECHAM,55,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN042,KATIE JOHNSON,87,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN042,JEFFORY MULCAHY,107,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN042,RYAN MECHAM,124,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN043,KATIE JOHNSON,60,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN043,JEFFORY MULCAHY,70,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN043,RYAN MECHAM,92,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN044,KATIE JOHNSON,108,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN044,JEFFORY MULCAHY,72,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN044,RYAN MECHAM,115,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN045,KATIE JOHNSON,162,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN045,JEFFORY MULCAHY,101,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN045,RYAN MECHAM,167,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN061,KATIE JOHNSON,70,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN061,JEFFORY MULCAHY,38,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN061,RYAN MECHAM,83,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN062,KATIE JOHNSON,63,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN062,JEFFORY MULCAHY,24,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN062,RYAN MECHAM,44,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN063,KATIE JOHNSON,134,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN063,JEFFORY MULCAHY,52,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN063,RYAN MECHAM,93,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN064,KATIE JOHNSON,76,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN064,JEFFORY MULCAHY,20,False,first-choice (round 1)
2021,municipal general,Council,1,Sandy City Council District 1,SAN064,RYAN MECHAM,132,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN020,JIM EDWARDS,31,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN020,ZACH ROBINSON,33,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN020,BEKAH CRAIG,9,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN022,JIM EDWARDS,156,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN022,ZACH ROBINSON,225,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN022,BEKAH CRAIG,38,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN024,JIM EDWARDS,174,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN024,ZACH ROBINSON,82,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN024,BEKAH CRAIG,40,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN027,JIM EDWARDS,177,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN027,ZACH ROBINSON,187,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN027,BEKAH CRAIG,39,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN029,JIM EDWARDS,116,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN029,ZACH ROBINSON,147,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN029,BEKAH CRAIG,37,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN030,JIM EDWARDS,94,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN030,ZACH ROBINSON,104,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN030,BEKAH CRAIG,21,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN031,JIM EDWARDS,77,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN031,ZACH ROBINSON,128,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN031,BEKAH CRAIG,38,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN032,JIM EDWARDS,76,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN032,ZACH ROBINSON,110,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN032,BEKAH CRAIG,30,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN033,JIM EDWARDS,188,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN033,ZACH ROBINSON,293,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN033,BEKAH CRAIG,75,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN034,JIM EDWARDS,97,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN034,ZACH ROBINSON,127,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN034,BEKAH CRAIG,36,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN035,JIM EDWARDS,68,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN035,ZACH ROBINSON,124,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN035,BEKAH CRAIG,23,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN036,JIM EDWARDS,81,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN036,ZACH ROBINSON,130,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN036,BEKAH CRAIG,30,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN038,JIM EDWARDS,133,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN038,ZACH ROBINSON,218,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN038,BEKAH CRAIG,33,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN054,JIM EDWARDS,81,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN054,ZACH ROBINSON,175,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN054,BEKAH CRAIG,47,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN055,JIM EDWARDS,87,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN055,ZACH ROBINSON,174,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN055,BEKAH CRAIG,23,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN056,JIM EDWARDS,137,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN056,ZACH ROBINSON,223,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN056,BEKAH CRAIG,43,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN057,JIM EDWARDS,158,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN057,ZACH ROBINSON,267,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN057,BEKAH CRAIG,63,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN058,JIM EDWARDS,159,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN058,ZACH ROBINSON,287,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN058,BEKAH CRAIG,49,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN059,JIM EDWARDS,22,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN059,ZACH ROBINSON,42,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN059,BEKAH CRAIG,17,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN060,JIM EDWARDS,132,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN060,ZACH ROBINSON,238,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN060,BEKAH CRAIG,50,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN077,JIM EDWARDS,96,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN077,ZACH ROBINSON,143,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN077,BEKAH CRAIG,39,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN080,JIM EDWARDS,62,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN080,ZACH ROBINSON,100,False,first-choice (round 1)
2021,municipal general,Council,3,Sandy City Council District 3,SAN080,BEKAH CRAIG,9,False,first-choice (round 1)
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN001,AARON DEKEYZER,109,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN001,BROOKE CHRISTENSEN,88,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN001,JIM BENNETT,64,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN001,CYNDI SHARKEY,123,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN002,AARON DEKEYZER,2,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN002,BROOKE CHRISTENSEN,2,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN002,JIM BENNETT,1,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN002,CYNDI SHARKEY,4,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN003,AARON DEKEYZER,142,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN003,BROOKE CHRISTENSEN,105,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN003,JIM BENNETT,106,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN003,CYNDI SHARKEY,174,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN004,AARON DEKEYZER,70,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN004,BROOKE CHRISTENSEN,58,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN004,JIM BENNETT,35,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN004,CYNDI SHARKEY,84,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN005,AARON DEKEYZER,91,False,
2023,municipal general,Council,At-Large,Sandy City Council At-Large,SAN005,BROOKE CHRISTENSEN,36,False,
