date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path,platform,tab,duration_sec,stored,captions_available,date_source,date_precision,title_raw
2020-06-17,"June 17, 2020 Public Hearing: Budget & UFSA Boundary Adjustment, Work Session, Town Council Meeting",BudgetCommittee,https://www.youtube.com/watch?v=oH_dcDOG1bg,oH_dcDOG1bg,asr,https://www.youtube.com/watch?v=oH_dcDOG1bg,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,video,14352,no,asr,title,day,"June 17, 2020 Public Hearing: Budget & UFSA Boundary Adjustment, Work Session, Town Council Meeting"
2020-06-17,"June 17, 2020 Public Hearing, Work Session, Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=EhYFM8jPNnI,EhYFM8jPNnI,asr,https://www.youtube.com/watch?v=EhYFM8jPNnI,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,16637,no,asr,title,day,"June 17, 2020 Public Hearing, Work Session, Alta Town Council Meeting"
2020-05-06,"May 6, 2020 Town of Alta Work Session and Meeting",Council,https://www.youtube.com/watch?v=tSYnb2Gad1A,tSYnb2Gad1A,asr,https://www.youtube.com/watch?v=tSYnb2Gad1A,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,video,10724,no,asr,title,day,"May 6, 2020 Town of Alta Work Session and Meeting"
2020-05-06,"May 6, 2020 Alta Town Council Work Session & Meeting",Council,https://www.youtube.com/watch?v=xgHsdc7CSS0,xgHsdc7CSS0,asr,https://www.youtube.com/watch?v=xgHsdc7CSS0,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,10898,no,asr,title,day,"May 6, 2020 Alta Town Council Work Session & Meeting"
2020-05-01,"May 1, 2020 Dog License Drawing - Town of Alta",Other,https://www.youtube.com/watch?v=sWh99xAAhps,sWh99xAAhps,asr,https://www.youtube.com/watch?v=sWh99xAAhps,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,video,494,no,asr,title,day,"May 1, 2020 Dog License Drawing - Town of Alta"
2020-04-23,Budget Commitee Meeting #3,BudgetCommittee,https://www.youtube.com/watch?v=wpD-a6hiKsQ,wpD-a6hiKsQ,asr,https://www.youtube.com/watch?v=wpD-a6hiKsQ,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,4971,no,asr,release_timestamp(Denver),day,Budget Commitee Meeting #3
2020-04-23,"April 23, 2020 Town of Alta - Budget Committee Meeting 3",BudgetCommittee,https://www.youtube.com/watch?v=i7miZbEYzx0,i7miZbEYzx0,asr,https://www.youtube.com/watch?v=i7miZbEYzx0,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,video,5093,no,asr,title,day,"April 23, 2020 Town of Alta - Budget Committee Meeting 3"
2020-04-13,Town of Alta - Budget Committee Meeting,BudgetCommittee,https://www.youtube.com/watch?v=WDFC5z8l91s,WDFC5z8l91s,asr,https://www.youtube.com/watch?v=WDFC5z8l91s,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,3203,no,asr,release_timestamp(Denver),day,Town of Alta - Budget Committee Meeting
2020-04-13,"April 13, 2020 Town of Alta - Budget Committee Meeting",BudgetCommittee,https://www.youtube.com/watch?v=7fJLh7QI_us,7fJLh7QI_us,asr,https://www.youtube.com/watch?v=7fJLh7QI_us,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,video,3657,no,asr,title,day,"April 13, 2020 Town of Alta - Budget Committee Meeting"
2020-04-08,"April 8, 2020 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=S6BFpbYIw54,S6BFpbYIw54,asr,https://www.youtube.com/watch?v=S6BFpbYIw54,2026-07-13,caption,yt-dlp --write-auto-sub (en) + vtt-clean -> text/<date>.md,raw/2020-04-08_S6BFpbYIw54.en.vtt,youtube,stream,9129,yes,asr,title,day,"April 8, 2020 Alta Town Council Meeting"
2020-04-04,"April 4, 2020 Town Council Work Session and Meeting",Council,https://www.youtube.com/watch?v=GUbPGCR_0kU,GUbPGCR_0kU,asr,https://www.youtube.com/watch?v=GUbPGCR_0kU,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,video,11619,no,asr,title,day,"April 4, 2020 Town Council Work Session and Meeting"
