ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,pmn_notice_id,pmn_notice_url,adoption_date_source,linkage_note
1597,2023-12-06,2023-12-06,Ordinance #1597 — amending the regulations for winter street parking,https://www.utah.gov/pmn/files/1056761.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1597_n877845_f1056761.pdf,no,5-0 Pass,2023-12-06,8,high,877845,https://www.utah.gov/pmn/sitemap/notice/877845.html,pmn-notice,
1598,2024-01-09,2024-01-09,Ordinance #1598 — approving an adjustment to the common boundary between Draper City and Bluffdale City,https://www.utah.gov/pmn/files/1068627.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1598_n884965_f1068627.pdf,no,5-0 Pass,2024-01-09,3,high,884965,https://www.utah.gov/pmn/sitemap/notice/884965.html,pmn-notice,
1599,2024-01-09,2024-01-09,Ordinance #1599 — amending the Land Use map,https://www.utah.gov/pmn/files/1068631.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1599_n884969_f1068631.pdf,yes,5-0 Pass,2024-01-09,4,high,884969,https://www.utah.gov/pmn/sitemap/notice/884969.html,pmn-notice,
1600,2024-01-09,2024-01-09,Ordinance #1600 — amending the Zoning Use map,https://www.utah.gov/pmn/files/1068635.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1600_n884971_f1068635.pdf,yes,5-0 Pass,2024-01-09,4,high,884971,https://www.utah.gov/pmn/sitemap/notice/884971.html,pmn-notice,
1601,2024-01-16,2024-01-16,Ordinance #1601 — amending the text of the Land Use and Development Code of the Draper City Municipal Code regarding to a new process for subdivision review and approval based on Senate Bill 174,https://www.utah.gov/pmn/sitemap/notice/886845.html,2026-07-13,html,html-strip,raw/pmn/notice_886845.html,yes,5-0 Pass,2024-01-16,2,high,886845,https://www.utah.gov/pmn/sitemap/notice/886845.html,pmn-notice,no PDF attachment on PMN — HTML notice only
1602,2024-02-20,2024-02-20,"Ordinance #1602 — amending the Official Zoning Map of Draper City, otherwise known as the Chick-fil-A Zoning Map Amendment",https://www.utah.gov/pmn/files/1088047.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1602_n894713_f1088047.pdf,yes,5-0 Pass,2024-02-20,4,high,894713,https://www.utah.gov/pmn/sitemap/notice/894713.html,pmn-notice,
1603,2024-02-20,2024-02-20,"Ordinance #1603 — amending the Official Zoning Map of Draper City, otherwise known as the City-initiated Draper-Lehi Zoning Map Amendment",https://www.utah.gov/pmn/files/1088051.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1603_n894719_f1088051.pdf,yes,5-0 Pass,2024-02-20,5,high,894719,https://www.utah.gov/pmn/sitemap/notice/894719.html,pmn-notice,
1604,2024-02-20,2024-02-20,"Ordinance #1604 — amending the Official Land Use Map of Draper City, otherwise known as the City-initiated Draper-Lehi Zoning Map Amendment",https://www.utah.gov/pmn/files/1088053.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1604_n894725_f1088053.pdf,yes,5-0 Pass,2024-02-20,5,high,894725,https://www.utah.gov/pmn/sitemap/notice/894725.html,pmn-notice,
1605,2024-03-12,2024-03-12,"Ordinance #1605 — amending the Official Zoning Map of Draper City, otherwise known as the Federal Heights Holdings LLC Land Use Map Amendment",https://www.utah.gov/pmn/files/1096465.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1605_n899217_f1096465.pdf,yes,4-0 Pass,2024-03-12,4,high,899217,https://www.utah.gov/pmn/sitemap/notice/899217.html,pmn-notice,
1606,2024-03-12,2024-03-12,"Ordinance #1606 — amending the Official Zoning Map of Draper City, otherwise known as the Federal Heights Holdings LLC Zoning Map Amendment",https://www.utah.gov/pmn/sitemap/notice/899219.html,2026-07-13,html,html-strip,raw/pmn/notice_899219.html,yes,4-0 Pass,2024-03-12,4,high,899219,https://www.utah.gov/pmn/sitemap/notice/899219.html,pmn-notice,no PDF attachment on PMN — HTML notice only
1607,2024-03-12,2024-03-12,Ordinance #1607 — amending the First Amended Drape School Development (DSD) Development Agreement,https://www.utah.gov/pmn/sitemap/notice/899221.html,2026-07-13,html,html-strip,raw/pmn/notice_899221.html,yes,4-0 Pass,2024-03-12,5,high,899221,https://www.utah.gov/pmn/sitemap/notice/899221.html,pmn-notice,no PDF attachment on PMN — HTML notice only
1608,2024-08-20,2024-08-20,Ordinance #1608 — vacating a portion of the city right-of-way located at approximately 900 East 12200 South,https://www.utah.gov/pmn/files/1160043.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1608_n934921_f1160043.pdf,no,4-0 Pass,2024-08-20,5,high,934921,https://www.utah.gov/pmn/sitemap/notice/934921.html,pmn-notice,
1609,2024-04-23,2024-04-23,"Ordinance #1609 — amending the official Zoning map of Draper City, otherwise known as the Newell Zoning Map Amendment",https://www.utah.gov/pmn/files/1114209.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1609_n908863_f1114209.pdf,yes,4-0 Pass,2024-04-23,2,high,908863,https://www.utah.gov/pmn/sitemap/notice/908863.html,pmn-notice,
1610,2024-04-23,2024-04-23,"Ordinance #1610 — amending the Land Use and Development Code of Draper City, regarding landscaping",https://www.utah.gov/pmn/files/1114219.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1610_n908867_f1114219.pdf,yes,4-0 Pass,2024-04-23,3,high,908867,https://www.utah.gov/pmn/sitemap/notice/908867.html,pmn-notice,
1611,2024-05-14,2024-05-14,Ordinance #1611 — amending the official Zoning Map of Draper City otherwise known as the Banasky Rentals Zoning Map amendment,https://www.utah.gov/pmn/files/1122725.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1611_n913973_f1122725.pdf,yes,5-0 Pass,2024-05-14,6,high,913973,https://www.utah.gov/pmn/sitemap/notice/913973.html,pmn-notice,also noticed: 914317
1612,2024-05-14,2024-05-14,Ordinance #1612 — amending the text of the land use and development code of the Draper City Municipal Code relating to the allowed primary materials in the Southwestern Furniture Commercial Special District,https://www.utah.gov/pmn/files/1122727.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1612_n913975_f1122727.pdf,yes,5-0 Pass,2024-05-14,7,high,913975,https://www.utah.gov/pmn/sitemap/notice/913975.html,pmn-notice,
1613,2024-06-04,2024-06-04,Ordinance #1613 — amending the official Land Use map of Draper City,https://www.utah.gov/pmn/files/1135057.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1613_n920959_f1135057.pdf,yes,5-0 Pass,2024-06-04,3,high,920959,https://www.utah.gov/pmn/sitemap/notice/920959.html,pmn-notice,
1614,2024-06-04,2024-06-04,Ordinance #1614 — amending the official Zoning map of Draper City and approving a Development Agreement for property located approximately at 285 W. River Chapel Road,https://www.utah.gov/pmn/files/1135059.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1614_n920963_f1135059.pdf,yes,5-0 Pass,2024-06-04,3,high,920963,https://www.utah.gov/pmn/sitemap/notice/920963.html,pmn-notice,
1615,2024-06-18,2024-06-18,Ordinance #1615 — adopting the compensation schedule for statutory employees,https://www.utah.gov/pmn/files/1138149.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1615_n922683_f1138149.pdf,no,5-0 Pass,2024-06-18,7,high,922683,https://www.utah.gov/pmn/sitemap/notice/922683.html,pmn-notice,
1616,2024-06-18,2024-06-18,Ordinance #1616 — adjusting the municipal water rates for customers serviced by Draper City,https://www.utah.gov/pmn/sitemap/notice/922685.html,2026-07-13,html,html-strip,raw/pmn/notice_922685.html,no,5-0 Pass,2024-06-18,2,high,922685,https://www.utah.gov/pmn/sitemap/notice/922685.html,pmn-notice,no PDF attachment on PMN — HTML notice only
1617,2024-08-06,2024-08-06,Ordinance #1617 — amending the text of the land use and development code of the Draper City Municipal Code relating to the minimum lot size for detached accessory dwelling units in a specified portion of the South Mountain Development,https://www.utah.gov/pmn/files/1154219.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1617_n931779_f1154219.pdf,yes,4-0 Pass,2024-08-06,6,high,931779,https://www.utah.gov/pmn/sitemap/notice/931779.html,pmn-notice,
1620,2024-09-03,2024-09-03,Ordinance #1620 — amending the text of the Draper City Municipal Code regarding renaming the Diversity and Inclusion Advisory Committee to the Community Engagement Committee,https://www.utah.gov/pmn/files/1167269.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1620_n938601_f1167269.pdf,no,,2024-09-03,,low,938601,https://www.utah.gov/pmn/sitemap/notice/938601.html,pmn-notice,minutes exist for the stated adoption date but no extracted motion cites #1620 (consent/unattributed item)
1621,2024-09-17,2024-09-17,Ordinance #1621 — amending the Land Use Map of Draper City,https://www.utah.gov/pmn/files/1172425.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1621_n941347_f1172425.pdf,yes,4-0 Pass,2024-09-17,3,high,941347,https://www.utah.gov/pmn/sitemap/notice/941347.html,pmn-notice,
1622,2024-09-17,2024-09-17,Ordinance #1622 — amending the Zoning Map of Draper City,https://www.utah.gov/pmn/files/1172421.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1622_n941343_f1172421.pdf,yes,4-0 Pass,2024-09-17,3,high,941343,https://www.utah.gov/pmn/sitemap/notice/941343.html,pmn-notice,
1623,2024-09-17,2024-09-17,Ordinance #1623 — amending the text of Chapter Four of the Draper City General Plan,https://www.utah.gov/pmn/sitemap/notice/941341.html,2026-07-13,html,html-strip,raw/pmn/notice_941341.html,yes,4-0 Pass,2024-09-17,4,high,941341,https://www.utah.gov/pmn/sitemap/notice/941341.html,pmn-notice,no PDF attachment on PMN — HTML notice only
1624,2024-09-17,2024-09-17,Ordinance #1624 — amending the text of the land use and development code of the Draper City Municipal Code,https://www.utah.gov/pmn/files/1172415.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1624_n941337_f1172415.pdf,yes,4-0 Pass,2024-09-17,5,high,941337,https://www.utah.gov/pmn/sitemap/notice/941337.html,pmn-notice,
1625,2024-10-15,2024-10-15,Ordinance #1625 — vacating a city Right-of-Way located at approximately 984 E. Rosefield Lane,https://www.utah.gov/pmn/files/1183797.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1625_n947383_f1183797.pdf,yes,3-2 Pass,2024-10-15,3,medium,947383,https://www.utah.gov/pmn/sitemap/notice/947383.html,motion+attachment (notice body mis-copied),Recorder number/body error corrected (see build_index.py NOTICE_NUM_OVERRIDES); confidence capped: the notice/attachment body text was mis-copied from the #1624 notice (headline + motion agree on the number)
1626,2024-11-12,2024-11-12,Ordinance #1626,../meeting_minutes/minutes/2024/2024-11-11/2024-11-12_city-council.md,2026-07-13,na,,,no,5-0 Pass,2024-11-12,5,within_source,,,motion,witnessed only by the citing council motion (no PMN notice)
1627,2024-12-03,2024-12-03,Ordinance #1627 — amending the text Title 7 of the Draper City Municipal Code regarding the Draper City Cemetery,https://www.utah.gov/pmn/files/1204649.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1627_n958623_f1204649.pdf,no,5-0 Pass,2024-12-03,3,high,958623,https://www.utah.gov/pmn/sitemap/notice/958623.html,pmn-notice,
1628,2024-12-03,2024-12-03,Ordinance #1628 — amending the official zoning map of Draper City,https://www.utah.gov/pmn/files/1204659.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1628_n958625_f1204659.pdf,yes,5-0 Pass,2024-12-03,5,high,958625,https://www.utah.gov/pmn/sitemap/notice/958625.html,pmn-notice,
1629,2024-12-03,2024-12-03,Ordinance #1629 — amending the compensation for statutory officers of Draper City,https://www.utah.gov/pmn/files/1204661.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1629_n958627_f1204661.pdf,no,5-0 Pass,2024-12-03,6,high,958627,https://www.utah.gov/pmn/sitemap/notice/958627.html,pmn-notice,
1631,2025-01-07,2025-01-07,Ordinance #1631 — approving the 10th Amendment to the Hidden Canyon Estates-Mercer Mountain Estates Development agreement,https://www.utah.gov/pmn/files/1217675.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1631_n965977_f1217675.pdf,yes,4-0 Pass,2025-01-07,5,high,965977,https://www.utah.gov/pmn/sitemap/notice/965977.html,pmn-notice,
1632,2025-02-04,2025-02-04,Ordinance #1632 — approving the Development Agreement and amending the official Zoning Map of Draper. Otherwise known as the Warhorse Ranch Development Agreement and Zoning Map Amendment,https://www.utah.gov/pmn/files/1228635.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1632_n971743_f1228635.pdf,yes,5-0 Pass,2025-02-04,3,high,971743,https://www.utah.gov/pmn/sitemap/notice/971743.html,pmn-notice,
1633,2025-02-04,2025-02-04,Ordinance #1633 — amending the official Zoning Map of Draper. Otherwise known as the South Willow Zoning Map Amendment,https://www.utah.gov/pmn/files/1228639.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1633_n971747_f1228639.pdf,yes,5-0 Pass,2025-02-04,4,high,971747,https://www.utah.gov/pmn/sitemap/notice/971747.html,pmn-notice,
1634,2025-02-18,2025-02-18,Ordinance #1634 — providing a one-time incentive payment to the Mayor in recognition of his outstanding service and extensive involvement on various boards and commissions during the 2024-2025 period,https://www.utah.gov/pmn/files/1235127.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1634_n975275_f1235127.pdf,no,5-0 Pass,2025-02-18,2,high,975275,https://www.utah.gov/pmn/sitemap/notice/975275.html,pmn-notice,
1635,2025-03-04,2025-03-04,Ordinance #1635 — amending the text of the Draper City General Plan to add the Draper Town Center Station Area Plan,https://www.utah.gov/pmn/files/1242119.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1635_n978665_f1242119.pdf,yes,5-0 Pass,2025-03-04,2,high,978665,https://www.utah.gov/pmn/sitemap/notice/978665.html,pmn-notice,
1636,2025-03-04,2025-03-04,"Ordinance #1636 — amending the official zoning map of Draper City for approximately 0.15 acres of property from A2 (Agricultural) to RM2 (Multiple Family Residential) zone and approving a development agreement for the property located at approximately 285 W. River Chapel Road within Draper City, otherwise known as th",https://www.utah.gov/pmn/files/1242121.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1636_n978671_f1242121.pdf,yes,4-0 Pass,2025-03-04,3,high,978671,https://www.utah.gov/pmn/sitemap/notice/978671.html,pmn-notice,
1637,2025-03-04,2025-03-04,"Ordinance #1637 — amending the official zoning map of Draper City for approximately 0.15 acres of property from A2 (Agricultural) to RM2 (Multiple Family Residential) zone and approving a development agreement for the property located at approximately 285 W. River Chapel Road within Draper City, otherwise known as th",https://www.utah.gov/pmn/files/1242125.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1637_n978675_f1242125.pdf,yes,4-0 Pass,2025-03-04,3,high,978675,https://www.utah.gov/pmn/sitemap/notice/978675.html,pmn-notice,
1638,2025-03-04,2025-03-04,Ordinance #1638 — approving the Hidden Canyon Estates - Mercer Mountain Estates Development Agreement 11th amendment for approximately 25.9 acres of property located at approximately 2635 East 15040 South within Draper City,https://www.utah.gov/pmn/files/1242187.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1638_n978697_f1242187.pdf,yes,4-0 Pass,2025-03-04,4,high,978697,https://www.utah.gov/pmn/sitemap/notice/978697.html,pmn-notice,
1639,2025-03-18,2025-03-18,Ordinance #1639 — amending the text of the Land Use and Development Code of the Draper City Municipal Code relating to deviations for government buildings,https://www.utah.gov/pmn/files/1248039.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1639_n981767_f1248039.pdf,yes,4-0 Pass,2025-03-18,3,high,981767,https://www.utah.gov/pmn/sitemap/notice/981767.html,pmn-notice,
1640,2025-04-01,2025-04-01,Ordinance #1640 — amending a master area plan per the Land Use Development Code of the Draper City Municipal Code regarding the Veranda West Master Area Plan,https://www.utah.gov/pmn/files/1293877.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1640_n1007179_f1293877.pdf,yes,,2025-04-01,,low,1007179,https://www.utah.gov/pmn/sitemap/notice/1007179.html,pmn-notice,minutes exist for the stated adoption date but no extracted motion cites #1640 (consent/unattributed item)
1641,2025-04-01,2025-04-01,"Ordinance #1641 — amending the text of the Land Use Development Code of the Draper City Municipal Code Section 9-14-110, Exhibit 9-14-110, Exhibit 9-14-1, regarding the Veranda West Master Area Plan TSD Sub-Zone Designation Map",https://www.utah.gov/pmn/files/1293879.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1641_n1007183_f1293879.pdf,yes,,2025-04-01,,low,1007183,https://www.utah.gov/pmn/sitemap/notice/1007183.html,pmn-notice,minutes exist for the stated adoption date but no extracted motion cites #1641 (consent/unattributed item)
1642,2025-04-01,2025-04-01,Ordinance #1642 — amending the text of Title 7 and Title 9 of the Draper City Municipal Code Relating to Tree Maintenance,https://www.utah.gov/pmn/files/1253623.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1642_n984761_f1253623.pdf,no,4-0 Pass,2025-04-01,3,high,984761,https://www.utah.gov/pmn/sitemap/notice/984761.html,pmn-notice,
1643,2025-04-01,2025-04-01,"Ordinance #1643 — amending the official land use map of Draper City for approximately 0.86 acres of property from residential hillside low density to residential low/medium density, located at approximately 2020 E. Pioneer road, within Draper City, otherwise known as the Ty Wadsworth land use amendment",https://www.utah.gov/pmn/files/1253625.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1643_n984767_f1253625.pdf,yes,4-0 Pass,2025-04-01,4,high,984767,https://www.utah.gov/pmn/sitemap/notice/984767.html,pmn-notice,
1644,2025-04-01,2025-04-01,"Ordinance #1644 — amending the official zoning map of draper city for approximately 0.86 acres of property from a5 (agricultural) to ra2 (single family residential) zone for the property located at approximately 2020 E. Pioneer road within Draper City, otherwise known as the Ty Wadswoth zoning map amendment The compl",https://www.utah.gov/pmn/files/1253627.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1644_n984769_f1253627.pdf,yes,4-0 Pass,2025-04-01,4,high,984769,https://www.utah.gov/pmn/sitemap/notice/984769.html,pmn-notice,
1645,2025-04-01,2025-04-01,Ordinance #1645 — approving the Farmer's residence development agreement for approximately 0.32 acres of property located at approximately 902 e. 12650 s. Within Draper City. The complete Ordinance is on file at the Draper City Recorder's Office and available online at https://www.draperutah.gov/,https://www.utah.gov/pmn/files/1253637.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1645_n984765_f1253637.pdf,yes,4-0 Pass,2025-04-01,5,high,984765,https://www.utah.gov/pmn/sitemap/notice/984765.html,pmn-notice,
1648,2025-05-06,2025-05-06,Ordinance #1648 — Amending Title 6-4 of the Draper City Municipal Code pertaining to alcoholic beverage licenses - bar establishment licenses. The complete Ordinance is on file at the Draper City Recorder's Office and available online at https://www.draperutah.gov/,https://www.utah.gov/pmn/files/1268221.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1648_n993111_f1268221.pdf,no,,2025-05-06,,low,993111,https://www.utah.gov/pmn/sitemap/notice/993111.html,pmn-notice,minutes exist for the stated adoption date but no extracted motion cites #1648 (consent/unattributed item)
1649,2025-05-06,2025-05-06,"Ordinance #1649 — amending the official land use map of Draper City for approximately 0.046 acres of property from residential low-medium density to residential medium-high density, located at approximately 13040 South 1300 East within Draper City otherwise known as the Lingo Land Use Amendment. The complete Ordinanc",https://www.utah.gov/pmn/files/1268229.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1649_n993115_f1268229.pdf,yes,4-0 Pass,2025-05-06,5,high,993115,https://www.utah.gov/pmn/sitemap/notice/993115.html,pmn-notice,
1650,2025-05-06,2025-05-06,Ordinance #1650 — amending the official zoning map of Draper City for approximately 0.046 acres of property from RA2 (residential agricultural) to the RM2 (multiple family residential) zone and approving a development agreement amendment for the property located at approximately 13040 South 1300 East within Draper Ci,https://www.utah.gov/pmn/files/1268235.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1650_n993121_f1268235.pdf,yes,4-0 Pass,2025-05-06,5,high,993121,https://www.utah.gov/pmn/sitemap/notice/993121.html,pmn-notice,
1651,2025-05-20,2025-05-20,"Ordinance #1651 — amending the text of the Land Use and Development Code of the Draper City Municipal Code regarding new districts, permitted uses, and development standards in the Draper Pointe Mixed Use Commercial Special District zone. The complete Ordinance is on file at the Draper City Recorder's Office and avai",https://www.utah.gov/pmn/files/1275149.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1651_n996815_f1275149.pdf,yes,4-0 Pass,2025-05-20,3,high,996815,https://www.utah.gov/pmn/sitemap/notice/996815.html,pmn-notice,
1652,2025-05-20,2025-05-20,Ordinance #1652 — amending the official Zoning Map of Draper City for approximately 0.85 acres of property from CBP (business/ manufacturing park) to M1(light manufacturing) located at approximately 13488 S. 200 W. within Draper City otherwise known as the Granite Construction Zoning Map Amendment. The complete Ordin,https://www.utah.gov/pmn/files/1275151.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1652_n996819_f1275151.pdf,yes,4-0 Pass,2025-05-20,4,high,996819,https://www.utah.gov/pmn/sitemap/notice/996819.html,pmn-notice,
1653,2025-05-20,2025-05-20,Ordinance #1653 — amending Title 7-5 of the Draper City Municipal Code to align with Utah State Code Section 11-46-303 regarding the management and exemption of community cats. The complete Ordinance is on file at the Draper City Recorder's Office and available online at https://www.draperutah.gov/ Published this 21S,https://www.utah.gov/pmn/files/1275155.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1653_n996823_f1275155.pdf,no,4-0 Pass,2025-05-20,5,high,996823,https://www.utah.gov/pmn/sitemap/notice/996823.html,pmn-notice,
1654,2025-06-17,2025-06-17,Ordinance #1654 — amending Title 6-6 of the Draper City Municipal Code pertaining to fire prevention and licenses,https://www.utah.gov/pmn/files/1288065.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1654_n1004331_f1288065.pdf,no,5-0 Pass,2025-06-17,10,high,1004331,https://www.utah.gov/pmn/sitemap/notice/1004331.html,motion (notice stated posting date),notice states the posting date 2025-06-18 as the adoption date; no council meeting that day — adoption date taken from the approving motion (POSTED_DATE_RULE)
1655,2025-06-17,2025-06-17,"Ordinance #1655 — amending the official land use map of Draper City for approximately 20 acres of property from residential low/medium density to residential high density, located at approximately 600 East Kimballs Lane within Draper City otherwise known as the Kimballs Junction Land Use Amendment",https://www.utah.gov/pmn/files/1288079.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1655_n1004343_f1288079.pdf,yes,5-0 Pass,2025-06-17,4,high,1004343,https://www.utah.gov/pmn/sitemap/notice/1004343.html,motion (notice stated posting date),notice states the posting date 2025-06-18 as the adoption date; no council meeting that day — adoption date taken from the approving motion (POSTED_DATE_RULE)
1656,2025-06-17,2025-06-17,"Ordinance #1656 — amending the official zoning map of draper city for approximately 20 acres of property from RA1 (Residential Agricultural) and RA2 (Residential Agricultural) to RM2 (Multi-family Residential), together with a development agreement located at approximately 600 East Kimballs Lane within Draper City ot",https://www.utah.gov/pmn/files/1288089.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1656_n1004355_f1288089.pdf,yes,5-0 Pass,2025-06-17,4,high,1004355,https://www.utah.gov/pmn/sitemap/notice/1004355.html,motion (notice stated posting date),notice states the posting date 2025-06-18 as the adoption date; no council meeting that day — adoption date taken from the approving motion (POSTED_DATE_RULE)
1657,2025-06-17,2025-06-17,Ordinance #1657 — updating water rates for culinary water customers serviced by Draper City,https://www.utah.gov/pmn/files/1288099.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1657_n1004361_f1288099.pdf,no,5-0 Pass,2025-06-17,6,high,1004361,https://www.utah.gov/pmn/sitemap/notice/1004361.html,motion (notice stated posting date),notice states the posting date 2025-06-18 as the adoption date; no council meeting that day — adoption date taken from the approving motion (POSTED_DATE_RULE)
1658,2025-06-17,2025-06-17,Ordinance #1658 — approving compensation schedules for statutory officers for the fiscal year 2025-2026,https://www.utah.gov/pmn/files/1288105.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1658_n1004363_f1288105.pdf,no,5-0 Pass,2025-06-17,8,high,1004363,https://www.utah.gov/pmn/sitemap/notice/1004363.html,motion (notice stated posting date),notice states the posting date 2025-06-18 as the adoption date; no council meeting that day — adoption date taken from the approving motion (POSTED_DATE_RULE)
1659,2025-06-17,2025-06-17,"Ordinance #1659 — approving a development agreement for 110 acres of property located at 3235 East 15780 South in the RR-22 zone within Draper City, otherwise known as the Alpine Hollow development agreement",https://www.utah.gov/pmn/files/1288111.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1659_n1004367_f1288111.pdf,yes,5-0 Pass,2025-06-17,3,high,1004367,https://www.utah.gov/pmn/sitemap/notice/1004367.html,motion (notice stated posting date),notice states the posting date 2025-06-18 as the adoption date; no council meeting that day — adoption date taken from the approving motion (POSTED_DATE_RULE)
1660,2025-07-01,2025-07-01,Ordinance #1660 — amending Title 6-4 of the Draper City Municipal Code pertaining to alcoholic beverage licenses - hospitality amenity licenses,https://www.utah.gov/pmn/files/1293915.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1660_n1007199_f1293915.pdf,no,5-0 Pass,2025-07-01,3,high,1007199,https://www.utah.gov/pmn/sitemap/notice/1007199.html,pmn-notice,
1661,2025-07-01,2025-07-01,"Ordinance #1661 — amending the text of Titles 6 and 9 of the Draper City Municipal Code related to seasonal farm stands, otherwise known as the City Initiated Seasonal Farm Stand Text Amendment",https://www.utah.gov/pmn/sitemap/notice/1007201.html,2026-07-13,html,html-strip,raw/pmn/notice_1007201.html,no,5-0 Pass,2025-07-01,6,high,1007201,https://www.utah.gov/pmn/sitemap/notice/1007201.html,pmn-notice,PMN PDF attachment is a Recorder mis-upload of the sibling ordinance's notice (byte-identical; retained in raw/ under this notice's stem) — the notice HTML body is this row's witness; no PDF attachment on PMN — HTML notice only
1662,2025-07-01,2025-07-01,"Ordinance #1662 — amending Sections 9-3-040, 9-3-060 and 9-8-050 of the Draper City Municipal Code relating to new and unlisted land uses, otherwise known as the City Initiated New and Unlisted Land Uses Zoning Text Amendment",https://www.utah.gov/pmn/files/1293919.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1662_n1007203_f1293919.pdf,yes,5-0 Pass,2025-07-01,7,high,1007203,https://www.utah.gov/pmn/sitemap/notice/1007203.html,pmn-notice,
1663,2025-07-01,2025-07-01,"Ordinance #1663 — amending the official zoning map of Draper City for approximately 0.93 acres of property from RA1 (residential agricultural) to RA2 (residential agricultural) located at approximately 13232 S. 300 E., otherwise known as the Whittington Zoning Map Amendment",https://www.utah.gov/pmn/files/1293921.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1663_n1007205_f1293921.pdf,yes,5-0 Pass,2025-07-01,8,high,1007205,https://www.utah.gov/pmn/sitemap/notice/1007205.html,pmn-notice,
1664,2025-07-01,2025-07-01,"Ordinance #1664 — approving a development agreement amendment for the property located at approximately 285 W. River Chapel Road within Draper City, otherwise known as the Urbana 2nd Development Agreement Amendment",https://www.utah.gov/pmn/files/1293927.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1664_n1007207_f1293927.pdf,yes,5-0 Pass,2025-07-01,9,high,1007207,https://www.utah.gov/pmn/sitemap/notice/1007207.html,pmn-notice,
1667,2025-08-19,2025-08-19,"Ordinance #1667 — amending the official zoning map of Draper City for approximately 2.84 acres of property from CO2 (professional office) to CR (regional commercial) located at approximately 14193 S Minuteman within Draper City, otherwise known as the Indigo Tech Center Zoning Map Amendment",https://www.utah.gov/pmn/files/1312269.pdf,2026-07-13,text,pdftotext -layout,raw/pmn/ord1667_n1017277_f1312269.pdf,yes,5-0 Pass,2025-08-19,2,high,1017277,https://www.utah.gov/pmn/sitemap/notice/1017277.html,pmn-notice,
