date,candidate,office,seat,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,source,document_id,sha256,filer_type,has_text,has_itemized
2012-01-01,Steve Harmsen,County Council,At-Large C,2012,statement,2012 Interim Reports / 2012 Summary Report,Steve Harmsen (Council At-Large C) — 2012 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/YearEnd_Final/Harmsen_S_12_Final_CouncilC_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Harmsen_S_12_Final_CouncilC_Redacted.pdf,clerk_legacy,,b51af2e1d75350aeb2f3222b9bc55c6a003fca2132e396e1a28c527361ca674b,,no,no
2012-01-01,Steve Harmsen,County Council,At-Large C,2012,statement,2012 Interim Reports / Dissolution,Steve Harmsen (Council At-Large C) — Dissolution,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/YearEnd_Final/Harmsen_S_Dissolution_CouncilC.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Harmsen_S_Dissolution_CouncilC.pdf,clerk_legacy,,520fd9f784d81682b9e7958c036a3aa03d15501bbd61de0ff623091c4aa0749f,,no,no
2013-01-01,Steven L. DeBry,County Council,District 5,2012,statement,2010 Interim Reports / 2013 Summary Report,Steven L. DeBry (Council #5) — 2013 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2013_Disclosures/DeBry_S_Council5_2013_YearEnd.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/DeBry_S_Council5_2013_YearEnd.pdf,clerk_legacy,,49a322e0b5ea85ddf03a4f5d1a23cff420b0446edc898811a438a828c4efa701,,no,no
2012-01-01,Steven L. DeBry,County Council,District 5,2012,statement,2010 Interim Reports / 2012 Summary Report,Steven L. DeBry (Council #5) — 2012 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/YearEnd_Final/Debry_S_12_Final_Council5_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Debry_S_12_Final_Council5_Redacted.pdf,clerk_legacy,,1aee6dd5d1680b0192fd75a5b0dc13cc7db64db94f0da83c746e160535731706,,no,no
2013-01-01,Wade Marshall Miller,County Council,District 3,2012,statement,2013 Summary Report/Dissolution,Wade Marshall Miller (Council #3) — 2013 Summary Report/Dissolution,https://slco.org/clerk/financialDisclosurePDF/2013_Disclosures/Miller_W_Council3_2013_YearEnd_Dissolution.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Miller_W_Council3_2013_YearEnd_Dissolution.pdf,clerk_legacy,,ea26e68a36f6ee02a9a7bee6c7b85bd693e0eebb0839d29e6113c335a8bec87e,,no,no
2012-01-01,Warren T. Rogers,County Council,At-Large B,2012,statement,2010 Interim Report / 2012 Dissolution,Warren T. Rogers (Council At-Large B) — 2012 Dissolution,https://slco.org/clerk/financialDisclosurePDF/2012Disclosures/Rogers_W_12_Final_CntyCncl_AtLrgB_Redacted.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Rogers_W_12_Final_CntyCncl_AtLrgB_Redacted.pdf,clerk_legacy,,66e761971239db70f2752fafe13616c13869164e63ae32d6ed0f52a41b79903e,,no,no
2014-01-01,Ben McAdams,Mayor,,2014,statement,2012 Interim Reports / 2014 Summary Report,Ben McAdams (Mayor) — 2014 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/2014_Year_End/McAdams_B_Mayor_YearEnd.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/McAdams_B_Mayor_YearEnd.pdf,clerk_legacy,,3dffc443e5f31d716fb20ee18816e85a94b6edd0310a18d59975883114b41964,,no,no
2014-01-01,Brent Goodfellow,County Council,District 2,2014,statement,2012 Interim Reports / 2014 Summary Report,Brent Goodfellow (Council #2) — 2014 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/2014_Year_End/Goodfellow_Brent_Council2_YearEnd.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Goodfellow_Brent_Council2_YearEnd.pdf,clerk_legacy,,b1d24d9ff6d758aecb1784b63bf35d251d51b40547b11d00acdacead018bff6e,,no,no
2014-01-01,Brett Helsten,County Council,At-Large A,2014,statement,2014 Interim Reports / Amendment to April,Brett Helsten (Council At-Large A) — Amendment to April,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/April/HelstenB-2014-AprilAmendment.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/HelstenB-2014-AprilAmendment.pdf,clerk_legacy,,f4ed8e84a24e7ed1e55f43c8403d211092fa1f96f2de5bf36026c1a55db87f8d,,no,no
2014-01-01,Brett Helsten,County Council,At-Large A,2014,statement,2014 Interim Reports / April,Brett Helsten (Council At-Large A) — April,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/April/HelstenB-2014_April.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/HelstenB-2014_April.pdf,clerk_legacy,,74e126b1230fa326dca15d2b522e7d0e03d3bafdad20ee16815b6ea398fa1891,,no,no
2015-01-01,Brett Helsten,County Council,At-Large A,2014,statement,2014 Interim Reports / Dissolution,Brett Helsten (Council At-Large A) — Dissolution,https://slco.org/clerk/financialDisclosurePDF/2015Disclosures/Dissolutions/Helsten_B_CouncilA_Dissolution.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Helsten_B_CouncilA_Dissolution.pdf,clerk_legacy,,1ddd7d2d6a9e6ada58978d3042fb24835f74a5743e058bf868caf7c0f23c7ab7,,no,no
2014-01-01,Brett Helsten,County Council,At-Large A,2014,statement,2014 Interim Reports / June,Brett Helsten (Council At-Large A) — June,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/June/Helsten_B_CouncilA_June14.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Helsten_B_CouncilA_June14.pdf,clerk_legacy,,e78f6fef37ac0646495ef49cc315c442936bb17a6513d7d51e5b52cbb6b89f27,,no,no
2014-01-01,Brett Helsten,County Council,At-Large A,2014,statement,2014 Interim Reports / 2014 Summary Report,Brett Helsten (Council At-Large A) — 2014 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/2014_Year_End/Helsten_B_CouncilA_YearEnd.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Helsten_B_CouncilA_YearEnd.pdf,clerk_legacy,,eb0217505f19db7e2518eced29d9378099732a799d74e4412918c0325b88f63f,,no,no
2014-01-01,Brett Helsten,County Council,At-Large A,2014,statement,2014 Interim Reports / October,Brett Helsten (Council At-Large A) — October,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/October/Helsten_Brett_CouncilA-Oct14.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Helsten_Brett_CouncilA-Oct14.pdf,clerk_legacy,,ae852b0275e775cd541b6d23607f045cce1f2e5fda1d0a3fd7e04afd924ba5f8,,no,no
2014-01-01,Brett Helsten,County Council,At-Large A,2014,statement,2014 Interim Reports / September,Brett Helsten (Council At-Large A) — September,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/September/Helsten_HBrett_CouncilA_Sept.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Helsten_HBrett_CouncilA_Sept.pdf,clerk_legacy,,e76eb08790ff62615ff8a88dbe38c42419b12b6b35f4494f3843c0e0efcd63ad,,no,no
2014-01-01,Christopher Stout,Auditor,,2014,statement,2014 Interim Reports / April,Christopher Stout (Auditor) — April,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/April/StoutC_2014_April.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/StoutC_2014_April.pdf,clerk_legacy,,ef7601e0e5c107cbec863ad6d7d7176debc3358595b05d0c724e5c535f85ea22,,no,no
2014-01-01,Dan Snarr,County Council,District 3,2014,statement,2014 Interim Reports / April,Dan Snarr (Council #3) — April,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/April/SnarrD_2014_April.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/SnarrD_2014_April.pdf,clerk_legacy,,f22d2495643403e3b240e9d49983a806172a3364ac24b104b01796a17dc2556a,,no,no
2015-01-01,Dan Snarr,County Council,District 3,2014,statement,2014 Interim Reports / Dissolution,Dan Snarr (Council #3) — Dissolution,https://slco.org/clerk/financialDisclosurePDF/2015Disclosures/Dissolutions/Snarr_D_Council3_Dissolution.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Snarr_D_Council3_Dissolution.pdf,clerk_legacy,,99f241c65a36d61371ce85457f211e2f91fc9b5a8325c80d64bd72c19655f382,,no,no
2014-01-01,Dan Snarr,County Council,District 3,2014,statement,2014 Interim Reports / June,Dan Snarr (Council #3) — June,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/June/Snarr_D_Council3_June14.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Snarr_D_Council3_June14.pdf,clerk_legacy,,2cb89d877bcef8cc89ce23ead66b289400da10f19c1f94d3dd9b73fe52cd0893,,no,no
2014-01-01,Dan Snarr,County Council,District 3,2014,statement,2014 Interim Reports / 2014 Summary Report,Dan Snarr (Council #3) — 2014 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/2014_Year_End/Snarr_D_Council3_YearEnd.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Snarr_D_Council3_YearEnd.pdf,clerk_legacy,,80ec5777376ced21f75e4f1bb051b7018302547c9010376b724d464f326c286c,,no,no
2014-01-01,Dan Snarr,County Council,District 3,2014,statement,2014 Interim Reports / October,Dan Snarr (Council #3) — October,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/October/Snarr_Daniel_Council3_Oct14.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Snarr_Daniel_Council3_Oct14.pdf,clerk_legacy,,d95f81adb3d8c1a366071a7f15a737e3bace147747d71caec7cc7586e46fff11,,no,no
2014-01-01,Dan Snarr,County Council,District 3,2014,statement,2014 Interim Reports / September,Dan Snarr (Council #3) — September,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/September/Snarr_Daniel_Council3_Sept.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Snarr_Daniel_Council3_Sept.pdf,clerk_legacy,,e504db8aa46e6cd779c2fd442e2bd1c206cb92d89d8ed6eec73c4b86f183fbbd,,no,no
2014-01-01,Gregory Hawkins,Auditor,,2014,statement,2014 Interim Reports / Dissolution,Gregory Hawkins (Auditor) — Dissolution,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/October/Hawkins_Gregory_Dissolution.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Hawkins_Gregory_Dissolution.pdf,clerk_legacy,,afb47746037214a7844d1dc31b244e8a8847b06f57eb6c4af59098c3cf8002a1,,no,no
2014-01-01,Jake Parkinson,Assessor,,2014,statement,2014 Interim Reports / Amendment to April,Jake Parkinson (Assessor) — Amendment to April,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/April/ParkinsonJ2014AprilAmended.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/ParkinsonJ2014AprilAmended.pdf,clerk_legacy,,d95490e18db533a123225e9e24d641be1f54a3a878c73e13c27e51a9cfbc1f38,,no,no
2014-01-01,Jake Parkinson,Assessor,,2014,statement,2014 Interim Reports / April,Jake Parkinson (Assessor) — April,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/April/ParkinsonJ_2014_April.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/ParkinsonJ_2014_April.pdf,clerk_legacy,,8ff1a1ce3ad2101febe675bca79a3106669a5f415505719da8dc7e86f1b43a88,,no,no
2014-01-01,Jake Parkinson,Assessor,,2014,statement,2014 Interim Reports / Dissolution,Jake Parkinson (Assessor) — Dissolution,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/September/Parkinson_Jake_Dissolution.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Parkinson_Jake_Dissolution.pdf,clerk_legacy,,24775918e3d8e662117e10159a095b3b8818e256f787ba8cf3f0560eeb3b862b,,no,no
2014-01-01,Jennifer Wilson,County Council,At-Large A,2014,statement,2014 Interim Reports / Amendment to April,Jennifer Wilson (Council At-Large A) — Amendment to April,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/April/WilsonJ2014AprilAmendment.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/WilsonJ2014AprilAmendment.pdf,clerk_legacy,,0e4addc375aae015849675e9b0d6789bdfc6310c0547e49267e6deb123f4504c,,no,no
2014-01-01,Jennifer Wilson,County Council,At-Large A,2014,statement,2014 Interim Reports / April,Jennifer Wilson (Council At-Large A) — April,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/April/WilsonJ_2014_April.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/WilsonJ_2014_April.pdf,clerk_legacy,,dfd347485bda6f051cbfad7fdca813cce4447a4103315efbee1e136c404e3407,,no,no
2014-01-01,Jennifer Wilson,County Council,At-Large A,2014,statement,2014 Interim Reports / 2014 Summary Report,Jennifer Wilson (Council At-Large A) — 2014 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/2014_Year_End/Wilson_J_CouncilA-YearEnd.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Wilson_J_CouncilA-YearEnd.pdf,clerk_legacy,,91871f750c63b29007d0771824aed8e6590856958cda5c673d8abd58b5c13555,,no,no
2014-01-01,Jennifer Wilson,County Council,At-Large A,2014,statement,2014 Interim Reports / June,Jennifer Wilson (Council At-Large A) — June,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/June/Wilson_J_CouncilA_June14.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Wilson_J_CouncilA_June14.pdf,clerk_legacy,,865e56e20ec72f1a021e64ae643a9f3183ddf7d72c3304294a72d3c29bfd6296,,no,no
2014-01-01,Jennifer Wilson,County Council,At-Large A,2014,statement,2014 Interim Reports / Amendment to June,Jennifer Wilson (Council At-Large A) — Amendment to June,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/June/Wilson_J_CouncilA_June14_Amend.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Wilson_J_CouncilA_June14_Amend.pdf,clerk_legacy,,b242aa19aa2224385870dc10cb48d1a6cb6d8efeed3024f8e6ed243723c44ad3,,no,no
2014-01-01,Jennifer Wilson,County Council,At-Large A,2014,statement,2014 Interim Reports / September,Jennifer Wilson (Council At-Large A) — September,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/September/Wilson_Jennifer_CouncilA_Sept.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Wilson_Jennifer_CouncilA_Sept.pdf,clerk_legacy,,939c57615367381cbd425e044181be99fca9d6918aae82477377c572daa5b5f1,,no,no
2014-01-01,Jennifer Wilson,County Council,At-Large A,2014,statement,2014 Interim Reports / October,Jennifer Wilson (Council At-Large A) — October,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/October/Wilson_Jenny_CouncilA_Oct14.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Wilson_Jenny_CouncilA_Oct14.pdf,clerk_legacy,,f32c0fe7d731c8b59fdba56d9b4408cdce784239060e97fe07afed2674ba07b6,,no,no
2014-01-01,Jim Bradley,County Council,At-Large C,2014,statement,2012 Interim Reports / 2014 Summary Report,Jim Bradley (Council At-Large C) — 2014 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/2014_Year_End/Bradley_Jim_CouncilC_YearEnd.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Bradley_Jim_CouncilC_YearEnd.pdf,clerk_legacy,,e4c057b65fee67b098bf478688f088b310d126a024c8c38cbbac1fb9c7489839,,no,no
2014-01-01,Kevin E. Jacobs,Assessor,,2014,statement,2014 Interim Reports / June,Kevin E. Jacobs (Assessor) — June,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/June/Jacobs_K_Assessor_June141.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Jacobs_K_Assessor_June141.pdf,clerk_legacy,,977e22988d7d5ac19821ec64f2253a74a54af8cdcb2f10fb8f5759d59a1b34f0,,no,no
2014-01-01,Kevin E. Jacobs,Assessor,,2014,statement,2014 Interim Reports / September,Kevin E. Jacobs (Assessor) — September,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/September/Jacobs_Kevin_Assessor_Sept.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Jacobs_Kevin_Assessor_Sept.pdf,clerk_legacy,,6c16b7b7fff5dabf4284dcf14e0141f6a15711c5f4ab779874ba9a287380c750,,no,no
2014-01-01,Kevin E. Jacobs,Assessor,,2014,statement,2014 Interim Reports / April,Kevin E. Jacobs (Assessor) — April,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/April/jacobsk_2014_April.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/jacobsk_2014_April.pdf,clerk_legacy,,baa9402db0b06b9c2d8414eccbe9f34a664ab0d6c98484a5bcbbc01d6fb81a2a,,no,no
2014-01-01,Kit Erickson,County Council,District 5,2014,statement,2014 Interim Reports / Amendment to April,Kit Erickson (Council #5) — Amendment to April,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/April/EricksonK_2014April_Amend.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/EricksonK_2014April_Amend.pdf,clerk_legacy,,e8c8e5256695a6f30b07d7f139aa4b9a51fa1de586850c5cad153782a6699b4c,,no,no
2014-01-01,Kit Erickson,County Council,District 5,2014,statement,2014 Interim Reports / April,Kit Erickson (Council #5) — April,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/April/EricksonK_2014_April.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/EricksonK_2014_April.pdf,clerk_legacy,,c16ffdd84a9b7d60ff4ecb911b11b7b1241f2c7c1e1f2944f8f7e7bde94a09f7,,no,no
2014-01-01,Kit Erickson,County Council,District 5,2014,statement,2014 Interim Reports / Dissolution,Kit Erickson (Council #5) — Dissolution,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/April/EricksonK_2014_April_Dissolution.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/EricksonK_2014_April_Dissolution.pdf,clerk_legacy,,aa443902cff1678c172076677305931a8195eb98015e2ec2010eba1ca8caed7b,,no,no
2014-01-01,Mary Bishop,Recorder,,2014,statement,2014 Interim Reports / April,Mary Bishop (Recorder) — April,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/April/BishopM_2014_April.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/BishopM_2014_April.pdf,clerk_legacy,,3e2d5ef60e40a7eca4e0d38e3cbe37b396769236426f79406b1cf4820ed92425,,no,no
2014-01-01,Mary Bishop,Recorder,,2014,statement,2014 Interim Reports / June,Mary Bishop (Recorder) — June,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/June/Bishop_M_Recorder_June14.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Bishop_M_Recorder_June14.pdf,clerk_legacy,,b125f3cc65655df8018e996b99d011273c057d47b42bac695fd70a2c1cb5af55,,no,no
2014-01-01,Mary Bishop,Recorder,,2014,statement,2014 Interim Reports / 2014 Summary Report/Dissolution,Mary Bishop (Recorder) — 2014 Summary Report/Dissolution,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/2014_Year_End/Bishop_M_Recorder_YearEnd_Dissolution.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Bishop_M_Recorder_YearEnd_Dissolution.pdf,clerk_legacy,,201f3bc54d2af540bfb6e6b28ebbaaeeea8f5853b493c09ed00067ec028b399f,,no,no
2014-01-01,Mary Bishop,Recorder,,2014,statement,2014 Interim Reports / October,Mary Bishop (Recorder) — October,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/October/Bishop_Mary_Recorder_Oct14.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Bishop_Mary_Recorder_Oct14.pdf,clerk_legacy,,abceab994f6487e3770b317abadda20ff9b6e4a89ac0673430d20576e0c4d6e8,,no,no
2014-01-01,Mary Bishop,Recorder,,2014,statement,2014 Interim Reports / September,Mary Bishop (Recorder) — September,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/September/Bishop_Mary_Recorder_Sept.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Bishop_Mary_Recorder_Sept.pdf,clerk_legacy,,9d5626551f11f82db522ab5c139ea347596b240233f2d06ceceabbb74e758f09,,no,no
2014-01-01,Max Burdick,County Council,District 6,2014,statement,2012 Interim Reports / 2014 Summary Report,Max Burdick (Council #6) — 2014 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/2014_Year_End/Burdick_M_Council6_YearEnd.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Burdick_M_Council6_YearEnd.pdf,clerk_legacy,,5a5b94fe1e808c4f3a744040a6af066f628b8e01538b79a896161a5f7de094ae,,no,no
2014-01-01,Mel Nimer,County Council,At-Large A,2014,statement,2014 Interim Reports / Dissolution,Mel Nimer (Council At-Large A) — Dissolution,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/September/Nimer_M_CouncilA_Dissolution.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Nimer_M_CouncilA_Dissolution.pdf,clerk_legacy,,c38a87ec4ca93774742ebb943af8d38af0a876cac5d47e8d24e434db4e149efd,,no,no
2014-01-01,Mel Nimer,County Council,At-Large C,2014,statement,2012 Interim Reports / Dissolution,Mel Nimer (Council At-Large C) — Dissolution,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/September/Nimer_M_CouncilC_Dissolution.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Nimer_M_CouncilC_Dissolution.pdf,clerk_legacy,,7bbd5e3dbbd3c62b3a483381fcc86a4560776e3e96ac16c59fd787709949a14e,,no,no
2014-01-01,Micah Bruner,County Council,At-Large A,2014,statement,2014 Interim Reports / Amendment to April,Micah Bruner (Council At-Large A) — Amendment to April,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/April/BrunerM2014AprilAmendment.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/BrunerM2014AprilAmendment.pdf,clerk_legacy,,4e69641ce34f0c536f4ebb057b5bd5f0833c88f302d24a4adb3db04c8b0ae09f,,no,no
2014-01-01,Micah Bruner,County Council,At-Large A,2014,statement,2014 Interim Reports / April,Micah Bruner (Council At-Large A) — April,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/April/BrunerM_2014_April.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/BrunerM_2014_April.pdf,clerk_legacy,,b6cc20040a2a1d10f544f8f3c31b27ba7d2310e0d69c13ce299dfaebcdc86a0f,,no,no
2014-01-01,Micah Bruner,County Council,At-Large A,2014,statement,2014 Interim Reports / June,Micah Bruner (Council At-Large A) — June,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/June/Bruner_M_CouncilA_June14.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Bruner_M_CouncilA_June14.pdf,clerk_legacy,,a848fe8522a5332b77eea6ae3236a0fe4774541c56baafc81c1c2990826217d6,,no,no
2014-01-01,Micah Bruner,County Council,At-Large A,2014,statement,2014 Interim Reports / 2014 Summary Report,Micah Bruner (Council At-Large A) — 2014 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/2014_Year_End/Bruner_M_CouncilA_YearEnd.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Bruner_M_CouncilA_YearEnd.pdf,clerk_legacy,,6a237d694b653f253120a729e6fc2dbd35dbeadee6d95d87fcc2e0ff0782e4e6,,no,no
2014-01-01,Micah Bruner,County Council,At-Large A,2014,statement,2014 Interim Reports / September,Micah Bruner (Council At-Large A) — September,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/September/Bruner_Miach_CouncilA_Sept.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Bruner_Miach_CouncilA_Sept.pdf,clerk_legacy,,b3d12d6486b8bdf47e4fde3f788ca7c0d0c630acab34225a5458e6188bc02b21,,no,no
2014-01-01,Micah Bruner,County Council,At-Large A,2014,statement,2014 Interim Reports / October,Micah Bruner (Council At-Large A) — October,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/October/Bruner_Micah_CouncilA_Oct14.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Bruner_Micah_CouncilA_Oct14.pdf,clerk_legacy,,a7f0f65be2529a32f07ce51d3736c0dcf1c2e40e54036d1f160d4c9576429c26,,no,no
2015-01-01,Richard Snelgrove,Mayor,,2014,statement,2012 Interim Reports / Dissolution,Richard Snelgrove (Mayor) — Dissolution,https://slco.org/clerk/financialDisclosurePDF/2015Disclosures/Dissolutions/Snelgrove_R_Mayor_Dissolution.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Snelgrove_R_Mayor_Dissolution.pdf,clerk_legacy,,de8c205d9c71c799510093b6ccbff32f802bd13e97cd2e352575ee71cbf972dd,,no,no
2014-01-01,Richard Snelgrove,Mayor,,2014,statement,2012 Interim Reports / 2014 Summary Report,Richard Snelgrove (Mayor) — 2014 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/2014_Year_End/Snelgrove_R_Mayor_YearEnd.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Snelgrove_R_Mayor_YearEnd.pdf,clerk_legacy,,574380840f9f0fc91f84eebe21f5e9c9161a2ede84722369ae84638c1f6d25f3,,no,no
2014-01-01,Sam Granato,County Council,District 4,2014,statement,2012 Interim Reports / 2014 Summary Report,Sam Granato (Council #4) — 2014 Summary Report,https://slco.org/clerk/financialDisclosurePDF/2014Disclosures/2014_Year_End/Granato_S_Council4_YearEnd.pdf,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/clerk_legacy/Granato_S_Council4_YearEnd.pdf,clerk_legacy,,9d66e8aa4fbb6254038dc514faae73c6599c4c993a12944ab1e834479ecefbab,,no,no
