ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,instrument_type,canonical_no,dup_raw,source_last_modified,subfolder,linkage_note
TITLE-18,2023-07-05,2023-07-05,1688584527_Title 18 Copperton Subdivision Ordinance,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/ordinances/documents/1688584527_Title%2018%20Copperton%20Subdivision%20Ordinance.pdf,2026-07-14,text,pdftotext_layout,raw/1688584527_Title_18_Copperton_Subdivision_Ordinance.pdf,yes,,,,none,ordinance,TITLE-18,,2023-07-05,ordinances,date=upload_date (no adoption date in doc / number carries no month)
TITLE-19,2023-07-05,2023-07-05,1688584558_Title 19 Copperton Zoning Ordinance,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/ordinances/documents/1688584558_Title%2019%20Copperton%20Zoning%20Ordinance.pdf,2026-07-14,text,pdftotext_layout,raw/1688584558_Title_19_Copperton_Zoning_Ordinance.pdf,yes,,,,none,ordinance,TITLE-19,,2023-07-05,ordinances,date=upload_date (no adoption date in doc / number carries no month)
2023-07-01,2023-07-19,2023-07-19,AN ORDINANCE OF THE COPPERTON METRO TOWNSHIP COUNCIL AMENDING THE ZONING MAP TO CHANGE THE ZONING OF THE PROPERTY AT 8580 WEST STATE HIGHWAY FROM C-2 (COMMERCIAL) ZONE TO THE NMU (NEIGHBORHOOD MIXED-USE) ZONE.,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/landordinances/documents/1713813855_Ordinance%202023-07-01.pdf,2026-07-14,text,pdftotext_layout,raw/landordinances__1713813855_Ordinance_2023-07-01.pdf,yes,Pass (unanimous),2023-07-19,3,low,ordinance,2023-07-01,,2024-04-22,landordinances,date-only: header adoption date matches a meeting with an unnumbered approving motion
2023-09-01,2023-09-20,2023-09-20,"A RESOLUTION OF THE COPPERTON METRO TOWNSHIP COUNCIL APPROVING AND AUTHORIZING THE EXECUTION OF THE AMENDMENT TO THE INTERLOCAL COOPERATION AGREEMENT WITH SALT LAKE COUNTY, TOWN OF ALTA, TOWN OF BRIGHTON, BLUFFDALE CITY, COTTONWOOD HEIGHTS CITY, DRAPER CITY, EMIGRATION CANYON METRO TOWNSHIP, KEARNS ",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/resolutions/documents/1713815165_Resolution%202023-09-01.pdf,2026-07-14,text,pdftotext_layout,raw/1713815165_Resolution_2023-09-01.pdf,no,Pass (unanimous),2023-09-20,4,medium,resolution,2023-09-01,,2024-04-22,resolutions,"subject match, 2 shared terms (within 20d of header date)"
2023-11-01,2023-11-15,2023-11-15,A RESOLUTION ADOPTING THE COPPERTON METRO TOWNSHIP’S TENTATIVE 2024 BUDGET,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/fees/documents/1713815450_Resolution%202023-11-01.pdf,2026-07-14,scanned,ocr_tesseract,raw/fees__1713815450_Resolution_2023-11-01.pdf,no,Pass (unanimous),2023-11-15,5,high,resolution,2023-11-01,,2024-04-22,fees,number cited in recorded motion (type-matched)
2023-12-01,2023-12-05,2023-12-05,A RESOLUTION OF THE COPPERTON METRO TOWNSHIP CERTIFYING THE 2023 MUNICIPAL GENERAL ELECTION RESULTS,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/resolutions/documents/1713815962_Resolution%202023-12-01.pdf,2026-07-14,text,pdftotext_layout,raw/1713815962_Resolution_2023-12-01.pdf,no,Pass (unanimous),2023-12-05,5,low,resolution,2023-12-01,,2024-04-22,resolutions,date-only: header adoption date matches a meeting with an unnumbered approving motion
2023-12-02,2023-12-05,2023-12-05,A RESOLUTION ADOPTING THE COPPERTON METRO TOWNSHIP’S FINAL 2024 BUDGET,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/resolutions/documents/1713816326_Resolution%202023-12-02.pdf,2026-07-14,text,pdftotext_layout,raw/1713816326_Resolution_2023-12-02.pdf,no,Pass (unanimous),2023-12-05,5,high,resolution,2023-12-02,,2024-04-22,resolutions,number cited in recorded motion (type-matched)
2023-12-03,2023-12-05,2023-12-05,AN ORDINANCE OF THE COPPERTON METRO TOWNSHIP COUNCIL ADOPTING THE FEE 2024 FEE SCHEDULE,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/fees/documents/1713816515_Resolution%202023-12-03.pdf,2026-07-14,text,pdftotext_layout,raw/fees__1713816515_Resolution_2023-12-03.pdf,no,Pass (unanimous),2023-12-05,8,high,resolution,2023-12-03,,2024-04-22,fees,number cited in recorded motion (type-matched)
2024-05-01,2024-05-15,2024-05-15,AN ORDINANCE OF THE COPPERTON TOWN COUNCIL READOPTING PORTIONS OF THE SALT LAKE CODE OF ORDINANCES AS PART OF THE COPPERTON MUNICIPAL CODE,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/ordinances/documents/1721250475_Ordinance%202024-05-01.pdf,2026-07-14,text,pdftotext_layout,raw/1721250475_Ordinance_2024-05-01.pdf,no,Pass (unanimous),2024-05-15,5,high,ordinance,2024-05-01,,2024-07-17,ordinances,number cited in recorded motion (type-matched)
2024-06-01,2024-06-19,2024-06-19,AN ORDINANCE ADOPTING “TOWN OF COPPERTON” AS THE OFFICIAL NAME FOR COPPERTON AND ADOPTING AN ACCOMPANYIG SEAL AND LOGO,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/ordinances/documents/1742500296_Ordinance%202024-06-01.pdf,2026-07-14,text,pdftotext_layout,raw/1742500296_Ordinance_2024-06-01.pdf,no,Pass (unanimous),2024-06-19,8,high,ordinance,2024-06-01,,2025-03-20,ordinances,number cited in recorded motion (type-matched)
2024-09-01,2024-09-18,2024-09-18,AN ORDINANCE OF THE COPPERTON COUNCIL AMENDING SUBDIVISION PROVISIONS AND PROCEDURES,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/ordinances/documents/1741810598_Ordinance%202024-09-01%20Title%2018%20Subdivision%20Changes.pdf,2026-07-14,scanned,ocr_tesseract,raw/1741810598_Ordinance_2024-09-01_Title_18_Subdivision_Changes.pdf,yes,4-0 Pass (unanimous),2024-09-18,3,high,ordinance,2024-09-01,,2025-03-12,ordinances,number cited in recorded motion (type-matched)
TITLE-18,2024-09-18,2024-09-18,AN ORDINANCE OF THE COPPERTON COUNCIL AMENDING SUBDIVISION PROVISIONS AND PROCEDURES,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/ordinances/documents/1727122396_Title%2018%20Copperton%20Subdivision%20Ordinance%20Amendment.pdf,2026-07-14,scanned,ocr_tesseract,raw/1727122396_Title_18_Copperton_Subdivision_Ordinance_Amendment.pdf,yes,4-0 Pass (unanimous),2024-09-18,3,low,ordinance,TITLE-18,,2024-09-23,ordinances,date-only: header adoption date matches a meeting with an unnumbered approving motion
2024-12-01,2024-12-18,2024-12-18,AN ORDINANCE OF THE COPPERTON COUNCIL ELIMINATING SETBACK REGULATIONS FOR ACCESSORY BUILDINGS AND ELIMINATING CERTAIN REGULATIONS LIMITING HOME OCCUPATIONS,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/ordinances/documents/1741808753_Ordinance%202024-12-01%20Eliminating%20Setbacks%20and%20limits%20on%20home%20occupations%20-%20SIGNED.pdf,2026-07-14,scanned,ocr_tesseract,raw/1741808753_Ordinance_2024-12-01_Eliminating_Setbacks_and_limits_on_home_occupations_-_SIGNED.pdf,yes,,,,none,ordinance,2024-12-01,,2025-03-12,ordinances,
2025-O-01,2025-01-15,2025-01-15,AN ORDINANCE REVISING THE COPPERTON TOWN COUNCIL’S AT-LARGE SEATS AND ENACTING CONFORMING EDITS TO TITLE 2 OF THE COPPERTON MUNICIPAL CODE TO COMPLY WITH H.B 35,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/ordinances/documents/1742569236_Ordinance%202025-O-01%20-%20Title%202%20Amendments%20-%20SIGNED.pdf,2026-07-14,scanned,ocr_tesseract,raw/1742569236_Ordinance_2025-O-01_-_Title_2_Amendments_-_SIGNED.pdf,no,4-0 Pass (unanimous),2025-01-15,3,high,ordinance,2025-O-01,,2025-03-21,ordinances,number cited in recorded motion (type-matched)
2025-O-02,2025-05-21,2025-05-21,"AN ORDINANCE OF THE COPPERTON COUNCIL UPDATING SUBSECTION 19,46.140 REGARDING THE INSTALLATION OF INFRASTRUCTURE AI\D PUBLIC IMPROVEMENTS, SUBJECT TO THE LIMITATIONS ON EXAC. TIONS IN THE UTAH CODE",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/ordinances/documents/1749736302_Copperton%20Ordinance%202025-O-02%20Infrastructure%20and%20Public%20Improvments%20-%20SIGNED.pdf,2026-07-14,text,pdftotext_layout,raw/1749736302_Copperton_Ordinance_2025-O-02_Infrastructure_and_Public_Improvments_-_SIGNED.pdf,yes,5-0 Pass (unanimous),2025-05-21,3,medium,ordinance,2025-O-02,,2025-06-12,ordinances,"subject match, 6 shared terms (same-year)"
2025-O-03,2025-05-21,2025-05-21,1748358522_Ordinance 2025-O-03 - Adopting FY 2026 Fee Schedule,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/fees/documents/1748358522_Ordinance%202025-O-03%20-%20Adopting%20FY%202026%20Fee%20Schedule.pdf,2026-07-14,text,pdftotext_layout,raw/fees__1748358522_Ordinance_2025-O-03_-_Adopting_FY_2026_Fee_Schedule.pdf,no,4-0 Pass (w/ named abstention),2025-05-21,4,high,ordinance,2025-O-03,,2025-05-27,fees,number cited in recorded motion (type-matched); header DATE 2025-07-01 differs from motion date (source typo?)
2025-O-04,2025-05-21,2025-05-21,AN ORDINANCE OF THE TOWN OF COPPERTON APPROVING AND ADOPTING ENGINEERING STANDARD DRAWINGS AND SPECIFICATIONS FOR THE TOWN OF COPPERTON,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/orddoc/documents/1753803097_Ordinance%202025-O-04%20Adopting%20Engineering%20Standards%20for%20the%20City.pdf,2026-07-14,scanned,ocr_tesseract,raw/orddoc__1753803097_Ordinance_2025-O-04_Adopting_Engineering_Standards_for_the_City.pdf,yes,5-0 Pass (unanimous),2025-05-21,5,high,ordinance,2025-O-04,,2025-07-29,orddoc,number cited in recorded motion (type-matched)
2025-O-06,2025-12-17,2025-12-17,AN ORDINANCE TO INITIATE THE ESTABLISHMENT OF THE TOWN OF COPPERTON DATA PRIVACY PROGRAM; DESIGNATE CHIEF ADMINISTRATIVE AND AUTHORIZED RECORDS OFFICERS; REQUIRE RECORDS FOR PROOF OF OFFICER AND EMPLOYEE PRIVACY TRAINING; PREPARE WEBSITE DATA PRIVACY NOTICE; ENDORSE THE STATE OF UTAH’S DATA PRIVACY ,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/orddoc/documents/1766595414_Ordinance%202025-O-06%20Data%20Privacy%20Program.pdf,2026-07-14,scanned,ocr_tesseract,raw/orddoc__1766595414_Ordinance_2025-O-06_Data_Privacy_Program.pdf,no,,,,none,ordinance,2025-O-06,,2025-12-24,orddoc,
2025-O-07,2025-12-17,2025-12-17,AN ORDINANCE OF THE COPPERTON TOWN COUNCIL ENACTING SECTION 15.08.011 OF THE COPPERTON MUNICIPAL CODE TO ADOPT THE 2006 EDITION OF THE UTAH WILDLAND-URBAN INTERFACE CODE AND TO ADOPT AN OFFICIAL WILDLAND-URBAN INTERFACE MAP FOR THE TOWN OF COPPERTON TO COMPLY WITH H.B. 48,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/orddoc/documents/1766595343_Ordinance%202025-O-07%20Wildland%20Urban%20Interface%20Adoption.pdf,2026-07-14,scanned,ocr_tesseract,raw/orddoc__1766595343_Ordinance_2025-O-07_Wildland_Urban_Interface_Adoption.pdf,yes,,,,none,ordinance,2025-O-07,1766595881_Ordinance_2025-O-07_Wildland_Urban_Interface_Adoption.pdf,2025-12-24,orddoc,
2025-O-08,2025-12-24,2025-12-24,"AN ORDINANCE OF THE COPPERTON TOWN COUNCIL AMENDING TITLE 18 SUBDIVISIONS AND TITLE 19 ZONING TO: ELIMINATE RECLAMATION BOND REQUIREMENTS; BRING PERFORMANCE AND WARRANTY BOND PROCEDURES, AND FINAL DISPOSITION AND RELEASE REQUIREMENTS INTO COMPLIANCE WITH RECENT LEGISLATION; ELIMINATE FEES IN LIEU OF",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/orddoc/documents/1766595440_Ordinance%202025-O-08%20Title%2018%20and%2019%20Amendments.pdf,2026-07-14,scanned,ocr_tesseract,raw/orddoc__1766595440_Ordinance_2025-O-08_Title_18_and_19_Amendments.pdf,yes,,,,none,ordinance,2025-O-08,1766596036_Ordinance_2025-O-08_Title_18_and_19_Amendments.pdf,2025-12-24,orddoc,date=upload_date (no adoption date in doc / number carries no month)
R2026-02,2026-01-21,2026-01-21,A RESOLUTION APPOINTING Ssafu COPPERTON'S REPRESENTATIVE TO THE GREATER SALT LAKE MUNICIPAL AS,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/resolutions/documents/1769637645_Copperton%20R2026-02%20Appointing%20to%20MSD%20Board.pdf,2026-07-14,text,pdftotext_layout,raw/1769637645_Copperton_R2026-02_Appointing_to_MSD_Board.pdf,no,5-0 Pass (unanimous),2026-01-21,3,high,resolution,R2026-02,,2026-01-28,resolutions,number cited in recorded motion (type-matched)
R2026-01,2026-01-28,2026-01-28,A RESOLUTION APPOINTING Ya+'n\el-n bai\<-q AS THE REpRESENTATIvE ApporNTEE oF THE TowN oF corhnnroN To rHE SOUTH SALT LAKE VALLEY MOSQUITO ABATEMENT DISTRICT BOARI) OF TRUSTEES,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/resolutions/documents/1769637626_Copperton%20R2026-01%20Appointing%20to%20SSLV%20Mosquito%20Abatement%20Board.pdf,2026-07-14,text,pdftotext_layout,raw/1769637626_Copperton_R2026-01_Appointing_to_SSLV_Mosquito_Abatement_Board.pdf,no,,,,none,resolution,R2026-01,,2026-01-28,resolutions,date=upload_date (no adoption date in doc / number carries no month)
R2026-03,2026-02-18,2026-02-18,A RESOLUTION APPROVING AND IMPLEMENTING THE UPDATED 2025 TOWI\ OF COPPERTON HAZARD MITIGATION PLAN,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/resolutions/documents/1772053891_Copperton%20R2026-03%20Adopting%20Amended%20Hazard%20Mitigation%20Plan.pdf,2026-07-14,text,pdftotext_layout,raw/1772053891_Copperton_R2026-03_Adopting_Amended_Hazard_Mitigation_Plan.pdf,no,4-0 Pass (unanimous) (w/ named abstention),2026-02-18,4,high,resolution,R2026-03,,2026-02-25,resolutions,number cited in recorded motion (type-matched)
R2026-04,2026-02-25,2026-02-25,A RESOLUTION OF THE COPPERTON TOWN COUNCIL EXPRESSING APPRECIATION FOR COUNCILMEMBER KEVIN SEVERSON,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/resolutions/documents/1772044306_Copperton%20R2026-04%20-%20Appreciating%20Kevin%20Severson.pdf,2026-07-14,text,pdftotext_layout,raw/1772044306_Copperton_R2026-04_-_Appreciating_Kevin_Severson.pdf,no,,,,none,resolution,R2026-04,,2026-02-25,resolutions,date=upload_date (no adoption date in doc / number carries no month)
R2026-05,2026-03-18,2026-03-18,A RESOLUTION OF THE TOWN OF COPPERTON COUNCIL ADOPTING A,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/policies/documents/1774052390_Copperton%20R2026-05%20Adopting%20Town%20Personnel%20Policy.pdf,2026-07-14,scanned,ocr_tesseract,raw/policies__1774052390_Copperton_R2026-05_Adopting_Town_Personnel_Policy.pdf,no,,,,none,resolution,R2026-05,1774051870_Copperton_R2026-05_Adopting_Town_Personnel_Policy.pdf,2026-03-21,policies,
R2026-07,2026-05-20,2026-05-20,A RESOLUTION ADOPTING THE TOWN OF COPPERTON’S 2026-2027 - TENTATIVE BUDGET :,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/resolutions/documents/1781214580_Copperton%20R2026-07%20Approving%20FY2027%20Tentative%20Budget.pdf,2026-07-14,scanned,ocr_tesseract,raw/1781214580_Copperton_R2026-07_Approving_FY2027_Tentative_Budget.pdf,no,5-0 Pass,2026-05-20,3,high,resolution,R2026-07,,2026-06-11,resolutions,number cited in recorded motion (type-matched)
2026-O-01,2026-06-17,2026-06-17,"AN ORDINANCE OF THE COPPERTON TOWN COUNCIL REPEALING, RENAMING, AND REPLACING COPPERTON MUNICIPAL CODE CHAPTER 3.71 TO ENACT A PROCESS THAT WILL GOVERN HOW THE TOWN REVIEWS AND APPROVES REQUESTS FOR FUNDING",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/orddoc/documents/1781815243_Copperton%202026-O-01%20Repealing%20and%20Replacing%20Chapter%203.71%20requests%20for%20funding.pdf,2026-07-14,scanned,ocr_tesseract,raw/orddoc__1781815243_Copperton_2026-O-01_Repealing_and_Replacing_Chapter_3.71_requests_for_funding.pdf,no,,,,none,ordinance,2026-O-01,1781816480_Copperton_2026-O-01_Repealing_and_Replacing_Chapter_3.71_requests_for_funding.pdf,2026-06-18,orddoc,
2026-O-03,2026-06-17,2026-06-17,AN ORDINANCE ADOPTING THE TOWN OF COPPERTON 2026-2027 FISCAL YEAR BUDGET,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/orddoc/documents/1781815075_Copperton%202026-O-03%20Adopting%20FY2027%20City%20Budget.pdf,2026-07-14,scanned,ocr_tesseract,raw/orddoc__1781815075_Copperton_2026-O-03_Adopting_FY2027_City_Budget.pdf,no,,,,none,ordinance,2026-O-03,,2026-06-18,orddoc,
R2026-08,2026-06-17,2026-06-17,A RESOLUTION AMENDING THE 2025-2026 FISCAL YEAR BUDGET FOR THE | TOWN OF COPPERTON | |,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/resolutions/documents/1781808753_Copperton%20R2026-08%20FY2026%20Budget%20Amendment.pdf,2026-07-14,scanned,ocr_tesseract,raw/1781808753_Copperton_R2026-08_FY2026_Budget_Amendment.pdf,no,,,,none,resolution,R2026-08,,2026-06-18,resolutions,
R2026-10,2026-06-17,2026-06-17,"A RESOLUTION OF THE COPPERTON TOWN COUNCIL RESTATING THE TOWN’S PURCHASING POLICY . ,",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/policies/documents/1781809575_Copperton%20R2026-10%20Restating%20Purchasing%20Policy.pdf,2026-07-14,scanned,ocr_tesseract,raw/policies__1781809575_Copperton_R2026-10_Restating_Purchasing_Policy.pdf,no,,,,none,resolution,R2026-10,1781808802_Copperton_R2026-10_Restating_Purchasing_Policy.pdf,2026-06-18,policies,
R2026-11,2026-06-17,2026-06-17,A RESOLUTION OF THE COPPERTON TOWN COUNCIL RESTATING THE COUNCIL’S RULES OF ORDER AND PROCEDURE,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/policies/documents/1781809111_Copperton%20R2026-11%20Restating%20Council%20Rules%20of%20Order%20and%20Procedure.pdf,2026-07-14,scanned,ocr_tesseract,raw/policies__1781809111_Copperton_R2026-11_Restating_Council_Rules_of_Order_and_Procedure.pdf,no,,,,none,resolution,R2026-11,1781808780_Copperton_R2026-11_Restating_Council_Rules_of_Order_and_Procedure.pdf,2026-06-18,policies,
R2026-12,2026-06-17,2026-06-17,A RESOLUTION OF THE COPPERTON TOWN COUNCIL APPROVING AN } AMENDMENT TO AN INTERLOCAL AGREEMENT WITH SALT LAKE COUNTY ) FOR GRANT FUNDS REGARDING COPPERTON PARK,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/copperton/resolutions/documents/1781808713_Copperton%20R2026-12%20Amendment%20to%20ILA%20TRCC%20Grant%20for%20Park.pdf,2026-07-14,scanned,ocr_tesseract,raw/1781808713_Copperton_R2026-12_Amendment_to_ILA_TRCC_Grant_for_Park.pdf,no,,,,none,resolution,R2026-12,,2026-06-18,resolutions,
