ordinance_no,series,filename_date,s3_filename,size_bytes,s3_last_modified,s3_key,source_url,in_minutes_window,cited_in_motions
2018-22,general,,1705692013_2018-22 Amend 5.82 Regulation of Wireless Facilities.pdf,170169,2024-01-19T19:20:15.000Z,southjordan/ordinances/documents/1705692013_2018-22 Amend 5.82 Regulation of Wireless Facilities.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705692013_2018-22%20Amend%205.82%20Regulation%20of%20Wireless%20Facilities.pdf,no,no
2018-23,general,,1707155671_2018-23 Text Amen to 16.04.160 E wall requirements on double frontage lots.pdf,128709,2024-02-05T17:54:32.000Z,southjordan/ordinances/documents/1707155671_2018-23 Text Amen to 16.04.160 E wall requirements on double frontage lots.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1707155671_2018-23%20Text%20Amen%20to%2016.04.160%20E%20wall%20requirements%20on%20double%20frontage%20lots.pdf,no,no
2018-25,general,,1705692038_2018-25 Text Amendment to the small cell infrastructure design guidelines..pdf,1198877,2024-01-19T19:20:39.000Z,southjordan/ordinances/documents/1705692038_2018-25 Text Amendment to the small cell infrastructure design guidelines..pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705692038_2018-25%20Text%20Amendment%20to%20the%20small%20cell%20infrastructure%20design%20guidelines..pdf,no,no
2018-26,general,,1710270384_2018-26 amend 17.16.020.020 Appeals.pdf,121722,2024-03-12T19:06:25.000Z,southjordan/ordinances/documents/1710270384_2018-26 amend 17.16.020.020 Appeals.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710270384_2018-26%20amend%2017.16.020.020%20Appeals.pdf,no,no
2019-01,general,,1683131404_2019-01 Amend Title 17 references to departments etc.pdf,210012,2023-05-03T16:30:05.000Z,southjordan/ordinances/documents/1683131404_2019-01 Amend Title 17 references to departments etc.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1683131404_2019-01%20Amend%20Title%2017%20references%20to%20departments%20etc.pdf,no,no
2019-02,general,,1646877577_2019-02 City Treasurer & Recorder Appointment & CC Stipends.pdf,172970,2022-03-10T01:59:38.000Z,southjordan/ordinances/documents/1646877577_2019-02 City Treasurer & Recorder Appointment & CC Stipends.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1646877577_2019-02%20City%20Treasurer%20%26%20Recorder%20Appointment%20%26%20CC%20Stipends.pdf,no,no
2019-06,general,,1710356587_2019-06 (Accessory Building Roof Pitch).pdf,197921,2024-03-13T19:03:08.000Z,southjordan/ordinances/documents/1710356587_2019-06 (Accessory Building Roof Pitch).pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710356587_2019-06%20%28Accessory%20Building%20Roof%20Pitch%29.pdf,no,no
2019-08,general,,1710435253_2019-08 Amending 17.112.060 Wireless Communications Facilities.pdf,200584,2024-03-14T16:54:15.000Z,southjordan/ordinances/documents/1710435253_2019-08 Amending 17.112.060 Wireless Communications Facilities.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710435253_2019-08%20Amending%2017.112.060%20Wireless%20Communications%20Facilities.pdf,no,no
2019-09,general,,1704737429_2019-09 Amend Storage in P-O Zone.pdf,422086,2024-01-08T18:10:30.000Z,southjordan/ordinances/documents/1704737429_2019-09 Amend Storage in P-O Zone.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1704737429_2019-09%20Amend%20Storage%20in%20P-O%20Zone.pdf,no,no
2019-12,general,,1705692818_2019-12 Amend 5.82 Small Cell Infrastructure Design Guidelines.pdf,992108,2024-01-19T19:33:40.000Z,southjordan/ordinances/documents/1705692818_2019-12 Amend 5.82 Small Cell Infrastructure Design Guidelines.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705692818_2019-12%20Amend%205.82%20Small%20Cell%20Infrastructure%20Design%20Guidelines.pdf,no,no
2020-01,general,,1710270356_Ordinance 2020-01 Amending City Code Section 17.16.010 (Planning Commission Requirements) (2).pdf,280965,2024-03-12T19:05:57.000Z,southjordan/ordinances/documents/1710270356_Ordinance 2020-01 Amending City Code Section 17.16.010 (Planning Commission Requirements) (2).pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710270356_Ordinance%202020-01%20Amending%20City%20Code%20Section%2017.16.010%20%28Planning%20Commission%20Requirements%29%20%282%29.pdf,yes,no
2020-02,general,,1705613643_Ordinance 2020-02 Amending Chapter 5 of the SJ Municipal Code (Business License Transferability and Alcohol Beverage Licenses).pdf,119487,2024-01-18T21:34:04.000Z,southjordan/ordinances/documents/1705613643_Ordinance 2020-02 Amending Chapter 5 of the SJ Municipal Code (Business License Transferability and Alcohol Beverage Licenses).pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705613643_Ordinance%202020-02%20Amending%20Chapter%205%20of%20the%20SJ%20Municipal%20Code%20%28Business%20License%20Transferability%20and%20Alcohol%20Beverage%20Licenses%29.pdf,yes,no
2020-03,general,,1710436697_Ordinance 2020-03 - Signed.pdf,2251931,2024-03-14T17:18:18.000Z,southjordan/ordinances/documents/1710436697_Ordinance 2020-03 - Signed.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710436697_Ordinance%202020-03%20-%20Signed.pdf,yes,yes
2020-07,general,,"1710435230_Ordinance 2020-07 Amending Chapter 17.112, Wireless Communication Facilities.pdf",2118225,2024-03-14T16:53:52.000Z,"southjordan/ordinances/documents/1710435230_Ordinance 2020-07 Amending Chapter 17.112, Wireless Communication Facilities.pdf",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710435230_Ordinance%202020-07%20Amending%20Chapter%2017.112%2C%20Wireless%20Communication%20Facilities.pdf,yes,no
2020-08,general,,1710266141_Ordinance 2020-08 Re-adopting Construction Standards & Specifications.pdf,191378,2024-03-12T17:55:43.000Z,southjordan/ordinances/documents/1710266141_Ordinance 2020-08 Re-adopting Construction Standards & Specifications.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710266141_Ordinance%202020-08%20Re-adopting%20Construction%20Standards%20%26%20Specifications.pdf,yes,no
2020-10,general,,1710269030_Ordinance 2020-10 - Signed.pdf,1849183,2024-03-12T18:43:51.000Z,southjordan/ordinances/documents/1710269030_Ordinance 2020-10 - Signed.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710269030_Ordinance%202020-10%20-%20Signed.pdf,yes,yes
2020-11,general,,1705101683_Ordinance 2020-11 - Final.pdf,114127,2024-01-12T23:21:25.000Z,southjordan/ordinances/documents/1705101683_Ordinance 2020-11 - Final.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705101683_Ordinance%202020-11%20-%20Final.pdf,yes,no
2020-15,general,,1706296650_Ordinance 2020-15 Parking Ordiance During a Snowstorm.pdf,275059,2024-01-26T19:17:31.000Z,southjordan/ordinances/documents/1706296650_Ordinance 2020-15 Parking Ordiance During a Snowstorm.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1706296650_Ordinance%202020-15%20Parking%20Ordiance%20During%20a%20Snowstorm.pdf,yes,yes
2021-02,general,,1707166987_ORDINANCE 2021-02 - FINAL.pdf,445377,2024-02-05T21:03:08.000Z,southjordan/ordinances/documents/1707166987_ORDINANCE 2021-02 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1707166987_ORDINANCE%202021-02%20-%20FINAL.pdf,yes,yes
2021-03,general,,1705686293_Ordinance 2021-03 - FINAL.pdf,481659,2024-01-19T17:44:55.000Z,southjordan/ordinances/documents/1705686293_Ordinance 2021-03 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1705686293_Ordinance%202021-03%20-%20FINAL.pdf,yes,yes
2021-06,general,,1710357194_ORDINANCE 2021-06 - FINAL.pdf,260409,2024-03-13T19:13:16.000Z,southjordan/ordinances/documents/1710357194_ORDINANCE 2021-06 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710357194_ORDINANCE%202021-06%20-%20FINAL.pdf,yes,yes
2021-08,general,,1706894588_ORDINANCE 2021-08 - FINAL.pdf,192488,2024-02-02T17:23:09.000Z,southjordan/ordinances/documents/1706894588_ORDINANCE 2021-08 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1706894588_ORDINANCE%202021-08%20-%20FINAL.pdf,yes,yes
2021-09,general,,1706897870_ORDINANCE 2021-09 - FINAL.pdf,2820591,2024-02-02T18:17:51.000Z,southjordan/ordinances/documents/1706897870_ORDINANCE 2021-09 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1706897870_ORDINANCE%202021-09%20-%20FINAL.pdf,yes,no
2021-10,general,,1706638893_ORDINANCE 2021-10 - FINAL.pdf,812402,2024-01-30T18:21:34.000Z,southjordan/ordinances/documents/1706638893_ORDINANCE 2021-10 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1706638893_ORDINANCE%202021-10%20-%20FINAL.pdf,yes,yes
2021-11,general,,1706897801_ORDINANCE 2021-11 - FINAL.pdf,522743,2024-02-02T18:16:43.000Z,southjordan/ordinances/documents/1706897801_ORDINANCE 2021-11 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1706897801_ORDINANCE%202021-11%20-%20FINAL.pdf,yes,yes
2021-13,general,,1646673328_ORDINANCE 2021-13 - FINAL.pdf,216589,2022-03-07T17:15:29.000Z,southjordan/ordinances/documents/1646673328_ORDINANCE 2021-13 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1646673328_ORDINANCE%202021-13%20-%20FINAL.pdf,yes,yes
2021-15,general,,1706894002_ORDINANCE 2021-15 - FINAL.pdf,146648,2024-02-02T17:13:24.000Z,southjordan/ordinances/documents/1706894002_ORDINANCE 2021-15 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1706894002_ORDINANCE%202021-15%20-%20FINAL.pdf,yes,yes
2021-16,general,,1710269089_ORDINANCE 2021-16 - FINAL.pdf,591617,2024-03-12T18:44:51.000Z,southjordan/ordinances/documents/1710269089_ORDINANCE 2021-16 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710269089_ORDINANCE%202021-16%20-%20FINAL.pdf,yes,yes
2021-19,general,,1710357879_ORDINANCE 2021-19 - FINAL.pdf,135584,2024-03-13T19:24:40.000Z,southjordan/ordinances/documents/1710357879_ORDINANCE 2021-19 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710357879_ORDINANCE%202021-19%20-%20FINAL.pdf,yes,yes
2021-20,general,,1710269147_ORDINANCE 2021-20 - FINAL.pdf,310694,2024-03-12T18:45:48.000Z,southjordan/ordinances/documents/1710269147_ORDINANCE 2021-20 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1710269147_ORDINANCE%202021-20%20-%20FINAL.pdf,yes,yes
2022-03,general,,1646674357_Ordinance No. 2022-03.pdf,93995,2022-03-07T17:32:39.000Z,southjordan/ordinances/documents/1646674357_Ordinance No. 2022-03.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1646674357_Ordinance%20No.%202022-03.pdf,yes,yes
2022-05,general,,1646877355_Ordinance No. 2022-05.pdf,96497,2022-03-10T01:55:57.000Z,southjordan/ordinances/documents/1646877355_Ordinance No. 2022-05.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1646877355_Ordinance%20No.%202022-05.pdf,yes,yes
2022-12,general,,1658871436_Ordinance No. 2022-12.pdf,2357155,2022-07-26T21:37:17.000Z,southjordan/ordinances/documents/1658871436_Ordinance No. 2022-12.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1658871436_Ordinance%20No.%202022-12.pdf,yes,yes
2022-13,general,,1656350109_Ordinance No. 2022-13.pdf,141476,2022-06-27T17:15:11.000Z,southjordan/ordinances/documents/1656350109_Ordinance No. 2022-13.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1656350109_Ordinance%20No.%202022-13.pdf,yes,yes
2022-14,general,,1656350801_Ordinance No. 2022-14.pdf,251283,2022-06-27T17:26:42.000Z,southjordan/ordinances/documents/1656350801_Ordinance No. 2022-14.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1656350801_Ordinance%20No.%202022-14.pdf,yes,yes
2022-15,general,,1664996982_Ordinance No. 2022-15.pdf,398467,2022-10-05T19:09:44.000Z,southjordan/ordinances/documents/1664996982_Ordinance No. 2022-15.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1664996982_Ordinance%20No.%202022-15.pdf,yes,yes
2022-16,general,,1671135953_Ordinance No. 2022-16.pdf,1276834,2022-12-15T20:25:55.000Z,southjordan/ordinances/documents/1671135953_Ordinance No. 2022-16.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1671135953_Ordinance%20No.%202022-16.pdf,yes,yes
2023-07,general,,1683131290_ORDINANCE 2023-07.pdf,142761,2023-05-03T16:28:12.000Z,southjordan/ordinances/documents/1683131290_ORDINANCE 2023-07.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1683131290_ORDINANCE%202023-07.pdf,yes,yes
2023-09,general,,1686165886_ORDINANCE 2023-09.pdf,1226621,2023-06-07T19:24:47.000Z,southjordan/ordinances/documents/1686165886_ORDINANCE 2023-09.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1686165886_ORDINANCE%202023-09.pdf,yes,yes
2024-01,general,,1704736626_ORDINANCE 2024-01 - FINAL.pdf,538689,2024-01-08T17:57:07.000Z,southjordan/ordinances/documents/1704736626_ORDINANCE 2024-01 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1704736626_ORDINANCE%202024-01%20-%20FINAL.pdf,yes,no
2024-02,general,,1707158846_ORDINANCE 2024-02 - FINAL.pdf,319867,2024-02-05T18:47:27.000Z,southjordan/ordinances/documents/1707158846_ORDINANCE 2024-02 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1707158846_ORDINANCE%202024-02%20-%20FINAL.pdf,yes,yes
2024-08,general,,1712774186_ORDINANCE 2024-08 - FINAL.pdf,1727388,2024-04-10T18:36:27.000Z,southjordan/ordinances/documents/1712774186_ORDINANCE 2024-08 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1712774186_ORDINANCE%202024-08%20-%20FINAL.pdf,yes,no
2024-10,general,,1717097532_ORDINANCE 2024-10 - FINAL.pdf,332039,2024-05-30T19:32:13.000Z,southjordan/ordinances/documents/1717097532_ORDINANCE 2024-10 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1717097532_ORDINANCE%202024-10%20-%20FINAL.pdf,yes,no
2024-12,general,,1719249222_ORDINANCE 2024-12 - FINAL.pdf,129924,2024-06-24T17:13:44.000Z,southjordan/ordinances/documents/1719249222_ORDINANCE 2024-12 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1719249222_ORDINANCE%202024-12%20-%20FINAL.pdf,yes,no
2024-17,general,,1725556860_ORDINANCE 2024-17 - FINAL.pdf,250606,2024-09-05T17:21:02.000Z,southjordan/ordinances/documents/1725556860_ORDINANCE 2024-17 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1725556860_ORDINANCE%202024-17%20-%20FINAL.pdf,yes,no
2024-20,general,,1733778643_ORDINANCE 2024-20 - FINAL.pdf,426198,2024-12-09T21:10:44.000Z,southjordan/ordinances/documents/1733778643_ORDINANCE 2024-20 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1733778643_ORDINANCE%202024-20%20-%20FINAL.pdf,yes,yes
2024-24,general,,1732136996_ORDINANCE 2024-24 - FINAL.pdf,207001,2024-11-20T21:09:57.000Z,southjordan/ordinances/documents/1732136996_ORDINANCE 2024-24 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1732136996_ORDINANCE%202024-24%20-%20FINAL.pdf,yes,no
2025-06,general,,1739991942_ORDINANCE 2025-06 - FINAL.pdf,248651,2025-02-19T19:05:44.000Z,southjordan/ordinances/documents/1739991942_ORDINANCE 2025-06 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1739991942_ORDINANCE%202025-06%20-%20FINAL.pdf,yes,yes
2025-07,general,,1741629606_ORDINANCE 2025-07 - FINAL.pdf,642634,2025-03-10T18:00:08.000Z,southjordan/ordinances/documents/1741629606_ORDINANCE 2025-07 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1741629606_ORDINANCE%202025-07%20-%20FINAL.pdf,yes,yes
2025-09,general,,1751558087_ORDINANCE 2025-09 - FINAL.pdf,818286,2025-07-03T15:54:49.000Z,southjordan/ordinances/documents/1751558087_ORDINANCE 2025-09 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1751558087_ORDINANCE%202025-09%20-%20FINAL.pdf,yes,yes
2025-15,general,,1755710266_ORDINANCE 2025-15 - FINAL.pdf,83644,2025-08-20T17:17:48.000Z,southjordan/ordinances/documents/1755710266_ORDINANCE 2025-15 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1755710266_ORDINANCE%202025-15%20-%20FINAL.pdf,yes,yes
2025-16,general,,1760381776_ORDINANCE 2025-16 - FINAL.pdf,1838856,2025-10-13T18:56:17.000Z,southjordan/ordinances/documents/1760381776_ORDINANCE 2025-16 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1760381776_ORDINANCE%202025-16%20-%20FINAL.pdf,yes,yes
2025-17,general,,1773690457_ORDINANCE 2025-17 - FINAL.pdf,878786,2026-03-16T19:47:39.000Z,southjordan/ordinances/documents/1773690457_ORDINANCE 2025-17 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1773690457_ORDINANCE%202025-17%20-%20FINAL.pdf,yes,yes
2025-19,general,,1761262595_ORDINANCE 2025-19 - FINAL.pdf,121017,2025-10-23T23:36:36.000Z,southjordan/ordinances/documents/1761262595_ORDINANCE 2025-19 - FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1761262595_ORDINANCE%202025-19%20-%20FINAL.pdf,yes,yes
2026-03,general,,1773412845_ORDINANCE 2026-03_FINAL.pdf,718465,2026-03-13T14:40:47.000Z,southjordan/ordinances/documents/1773412845_ORDINANCE 2026-03_FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1773412845_ORDINANCE%202026-03_FINAL.pdf,yes,yes
2026-04,general,,1771435704_ORDINANCE 2026-04_FINAL.pdf,121572,2026-02-18T17:28:26.000Z,southjordan/ordinances/documents/1771435704_ORDINANCE 2026-04_FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1771435704_ORDINANCE%202026-04_FINAL.pdf,yes,yes
2026-05,general,,1776714575_ORDINANCE 2026-05_FINAL.pdf,418342,2026-04-20T19:49:36.000Z,southjordan/ordinances/documents/1776714575_ORDINANCE 2026-05_FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1776714575_ORDINANCE%202026-05_FINAL.pdf,yes,yes
2026-06,general,,1773072635_ORDINANCE 2026-06_FINAL.pdf,259313,2026-03-09T16:10:37.000Z,southjordan/ordinances/documents/1773072635_ORDINANCE 2026-06_FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1773072635_ORDINANCE%202026-06_FINAL.pdf,yes,yes
2026-07,general,,1776714600_ORDINANCE 2026-07_FINAL.pdf,208784,2026-04-20T19:50:01.000Z,southjordan/ordinances/documents/1776714600_ORDINANCE 2026-07_FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1776714600_ORDINANCE%202026-07_FINAL.pdf,yes,yes
2026-11,general,,1779385102_ORDINANCE 2026-11_FINAL.pdf,311225,2026-05-21T17:38:24.000Z,southjordan/ordinances/documents/1779385102_ORDINANCE 2026-11_FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1779385102_ORDINANCE%202026-11_FINAL.pdf,yes,yes
2026-12,general,,1778784885_ORDINANCE 2026-12_FINAL.pdf,217005,2026-05-14T18:54:48.000Z,southjordan/ordinances/documents/1778784885_ORDINANCE 2026-12_FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1778784885_ORDINANCE%202026-12_FINAL.pdf,yes,yes
2026-15,general,,1780507439_ORDINANCE 2026-15_FINAL.pdf,194117,2026-06-03T17:24:00.000Z,southjordan/ordinances/documents/1780507439_ORDINANCE 2026-15_FINAL.pdf,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/southjordan/ordinances/documents/1780507439_ORDINANCE%202026-15_FINAL.pdf,yes,no
