folder_id,folder_label,reporting_year,report_id,report_label,dead_url,folder_wayback
145,"Swensen, Sherrie (2018 Clerk-Salt Lake County)",2018,1611,2018 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1611,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/145
145,"Swensen, Sherrie (2018 Clerk-Salt Lake County)",2019,1775,2019 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1775,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/145
145,"Swensen, Sherrie (2018 Clerk-Salt Lake County)",2020,2066,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2066,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/145
145,"Swensen, Sherrie (2018 Clerk-Salt Lake County)",2021,2086,2021 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2086,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/145
215,"Threats, Roderick (2018 Council-At Large C)",2018,1667,2018 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1667,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/215
215,"Threats, Roderick (2018 Council-At Large C)",2018,1668,2018 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1668,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/215
215,"Threats, Roderick (2018 Council-At Large C)",2018,1669,2018 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1669,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/215
215,"Threats, Roderick (2018 Council-At Large C)",2018,1670,2018 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1670,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/215
215,"Threats, Roderick (2018 Council-At Large C)",2018,1671,2018 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1671,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/215
129,"Tingey, Nancy (2015 Local School Board-Canyons 3)",2015,1069,2015 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1069,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/129
129,"Tingey, Nancy (2015 Local School Board-Canyons 3)",2015,1070,2015 - Interim Report,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1070,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/129
185,"Tingley, Scott (2018 Auditor-Salt Lake County)",2018,1409,2018 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1409,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/185
185,"Tingley, Scott (2018 Auditor-Salt Lake County)",2018,1410,2018 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1410,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/185
185,"Tingley, Scott (2018 Auditor-Salt Lake County)",2018,1411,2018 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1411,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/185
185,"Tingley, Scott (2018 Auditor-Salt Lake County)",2018,1412,2018 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1412,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/185
185,"Tingley, Scott (2018 Auditor-Salt Lake County)",2018,1413,2018 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1413,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/185
185,"Tingley, Scott (2018 Auditor-Salt Lake County)",2019,1789,2019 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1789,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/185
185,"Tingley, Scott (2018 Auditor-Salt Lake County)",2020,2072,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2072,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/185
185,"Tingley, Scott (2018 Auditor-Salt Lake County)",2021,2087,2021 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2087,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/185
176,"White, Jeffrey (2016 Council-District 2)",2016,1335,2016 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1335,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/176
176,"White, Jeffrey (2016 Council-District 2)",2016,1336,2016 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1336,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/176
176,"White, Jeffrey (2016 Council-District 2)",2016,1337,2016 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1337,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/176
178,"Wilson, Jenny (2017 Council-At Large A)",2016,1344,2016 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1344,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/178
178,"Wilson, Jenny (2017 Council-At Large A)",2017,1355,2017 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1355,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/178
178,"Wilson, Jenny (2017 Council-At Large A)",2018,1382,2018 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1382,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/178
228,"Wilson, Jenny (2019 Mayor-Salt Lake County)",2020,1851,2020 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1851,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/228
228,"Wilson, Jenny (2019 Mayor-Salt Lake County)",2020,1852,2020 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1852,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/228
228,"Wilson, Jenny (2019 Mayor-Salt Lake County)",2020,1853,2020 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1853,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/228
228,"Wilson, Jenny (2019 Mayor-Salt Lake County)",2020,1854,2020 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1854,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/228
228,"Wilson, Jenny (2019 Mayor-Salt Lake County)",2020,1855,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1855,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/228
228,"Wilson, Jenny (2019 Mayor-Salt Lake County)",2021,2090,2021 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2090,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/228
143,"Winder, James (2015 Sheriff-Salt Lake County)",2015,1152,2015 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1152,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/143
143,"Winder, James (2015 Sheriff-Salt Lake County)",2015,1153,2015 - Interim Report,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1153,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/143
143,"Winder, James (2015 Sheriff-Salt Lake County)",2016,1151,2016 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1151,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/143
143,"Winder, James (2015 Sheriff-Salt Lake County)",2017,1384,2017 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1384,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/143
143,"Winder, James (2015 Sheriff-Salt Lake County)",2018,1383,2018 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1383,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/143
143,"Winder, James (2015 Sheriff-Salt Lake County)",2019,1797,2019 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1797,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/143
143,"Winder, James (2015 Sheriff-Salt Lake County)",2020,2074,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2074,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/143
143,"Winder, James (2015 Sheriff-Salt Lake County)",2021,2089,2021 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2089,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/143
172,"Wright, Abigail (2016 Council-District 6)",2016,1301,2016 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1301,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/172
172,"Wright, Abigail (2016 Council-District 6)",2016,1302,2016 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1302,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/172
172,"Wright, Abigail (2016 Council-District 6)",2016,1303,2016 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1303,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/172
172,"Wright, Abigail (2016 Council-District 6)",2016,1304,2016 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1304,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/172
172,"Wright, Abigail (2016 Council-District 6)",2016,1305,2016 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1305,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/172
