vote_id,motion_id,person,vote_value
1666,642,Larry A. Ellertson,Aye
1667,642,William C. Lee,Aye
1668,642,Greg Graves,Aye
1669,643,Larry A. Ellertson,Aye
1670,643,William C. Lee,Aye
1671,643,Greg Graves,Aye
1672,644,Larry A. Ellertson,Aye
1673,644,William C. Lee,Aye
1674,644,Greg Graves,Aye
1675,646,Larry A. Ellertson,Aye
1676,646,William C. Lee,Aye
1677,646,Greg Graves,Aye
1678,647,Larry A. Ellertson,Aye
1679,647,William C. Lee,Aye
1680,647,Greg Graves,Aye
1681,648,Larry A. Ellertson,Aye
1682,648,William C. Lee,Aye
1683,648,Greg Graves,Aye
1684,649,Larry A. Ellertson,Aye
1685,649,William C. Lee,Aye
1686,649,Greg Graves,Aye
1687,650,Larry A. Ellertson,Aye
1688,650,William C. Lee,Aye
1689,650,Greg Graves,Aye
1690,651,Larry A. Ellertson,Aye
1691,651,William C. Lee,Aye
1692,651,Greg Graves,Aye
1693,652,Larry A. Ellertson,Aye
1694,652,William C. Lee,Aye
1695,652,Greg Graves,Aye
1696,653,Larry A. Ellertson,Aye
1697,653,William C. Lee,Aye
1698,653,Greg Graves,Aye
1699,654,Larry A. Ellertson,Aye
1700,654,William C. Lee,Aye
1701,654,Greg Graves,Aye
1702,655,Larry A. Ellertson,Aye
1703,655,William C. Lee,Aye
1704,655,Greg Graves,Aye
1705,656,Larry A. Ellertson,Aye
1706,656,William C. Lee,Aye
1707,656,Greg Graves,Aye
1708,657,Larry A. Ellertson,Aye
1709,657,William C. Lee,Aye
1710,657,Greg Graves,Aye
1711,658,Larry A. Ellertson,Aye
1712,658,William C. Lee,Aye
1713,658,Greg Graves,Aye
1714,659,Larry A. Ellertson,Aye
1715,659,William C. Lee,Aye
1716,659,Greg Graves,Aye
1717,660,Larry A. Ellertson,Aye
1718,660,William C. Lee,Aye
1719,660,Greg Graves,Aye
1720,662,Larry A. Ellertson,Aye
1721,662,William C. Lee,Aye
1722,662,Greg Graves,Aye
1723,663,Larry A. Ellertson,Aye
1724,663,William C. Lee,Aye
1725,663,Greg Graves,Aye
1726,664,Larry A. Ellertson,Aye
1727,664,William C. Lee,Aye
1728,664,Greg Graves,Aye
1729,665,Larry A. Ellertson,Aye
1730,665,William C. Lee,Aye
1731,665,Greg Graves,Aye
1732,666,Larry A. Ellertson,Aye
1733,666,William C. Lee,Aye
1734,666,Greg Graves,Aye
1735,667,Larry A. Ellertson,Aye
1736,667,William C. Lee,Aye
1737,667,Greg Graves,Aye
1738,668,Larry A. Ellertson,Aye
1739,668,William C. Lee,Aye
1740,668,Greg Graves,Aye
1741,669,Larry A. Ellertson,Aye
1742,669,William C. Lee,Aye
1743,669,Greg Graves,Aye
1744,670,Larry A. Ellertson,Aye
1745,670,William C. Lee,Aye
1746,670,Greg Graves,Aye
1747,671,Larry A. Ellertson,Aye
1748,671,William C. Lee,Aye
1749,671,Greg Graves,Aye
1750,672,Larry A. Ellertson,Aye
1751,672,William C. Lee,Aye
1752,672,Greg Graves,Aye
1753,673,Larry A. Ellertson,Aye
1754,673,William C. Lee,Aye
1755,673,Greg Graves,Aye
1756,675,Larry A. Ellertson,Aye
1757,675,William C. Lee,Aye
1758,675,Greg Graves,Aye
1759,676,Larry A. Ellertson,Aye
1760,676,William C. Lee,Aye
1761,676,Greg Graves,Aye
1762,677,Larry A. Ellertson,Aye
1763,677,Greg Graves,Aye
1764,677,William C. Lee,Nay
1765,678,Larry A. Ellertson,Aye
1766,678,William C. Lee,Aye
1767,678,Greg Graves,Aye
1768,679,Larry A. Ellertson,Aye
1769,679,William C. Lee,Aye
1770,679,Greg Graves,Aye
1771,680,Larry A. Ellertson,Aye
1772,680,William C. Lee,Aye
1773,680,Greg Graves,Aye
1774,681,Larry A. Ellertson,Aye
1775,681,William C. Lee,Aye
1776,681,Greg Graves,Aye
1777,682,Larry A. Ellertson,Aye
1778,682,William C. Lee,Aye
1779,682,Greg Graves,Aye
1780,683,Larry A. Ellertson,Aye
1781,683,William C. Lee,Aye
1782,683,Greg Graves,Aye
1783,684,Larry A. Ellertson,Aye
1784,684,William C. Lee,Aye
1785,684,Greg Graves,Aye
1786,685,Larry A. Ellertson,Aye
1787,685,William C. Lee,Aye
1788,685,Greg Graves,Aye
1789,686,Larry A. Ellertson,Aye
1790,686,William C. Lee,Aye
1791,686,Greg Graves,Aye
1792,687,Larry A. Ellertson,Aye
1793,687,William C. Lee,Aye
1794,687,Greg Graves,Aye
1795,688,Larry A. Ellertson,Aye
1796,688,William C. Lee,Aye
1797,688,Greg Graves,Aye
1798,689,Larry A. Ellertson,Aye
1799,689,William C. Lee,Aye
1800,689,Greg Graves,Aye
1801,690,Larry A. Ellertson,Aye
1802,690,William C. Lee,Aye
1803,690,Greg Graves,Aye
1804,691,Larry A. Ellertson,Aye
1805,691,William C. Lee,Aye
1806,691,Greg Graves,Aye
1807,692,Larry A. Ellertson,Aye
1808,692,William C. Lee,Aye
1809,692,Greg Graves,Aye
1810,693,Larry A. Ellertson,Aye
1811,693,William C. Lee,Aye
1812,693,Greg Graves,Aye
1813,694,Larry A. Ellertson,Aye
1814,694,William C. Lee,Aye
1815,694,Greg Graves,Aye
1816,695,Larry A. Ellertson,Aye
1817,695,William C. Lee,Aye
1818,695,Greg Graves,Aye
1819,696,Larry A. Ellertson,Aye
1820,696,William C. Lee,Aye
1821,696,Greg Graves,Aye
1822,698,Larry A. Ellertson,Aye
1823,698,William C. Lee,Aye
1824,698,Greg Graves,Aye
1825,699,Larry A. Ellertson,Aye
1826,699,William C. Lee,Aye
1827,699,Greg Graves,Aye
1828,700,Larry A. Ellertson,Aye
1829,700,William C. Lee,Aye
1830,700,Greg Graves,Aye
1831,701,Larry A. Ellertson,Aye
1832,701,William C. Lee,Aye
1833,701,Greg Graves,Aye
1834,702,Larry A. Ellertson,Aye
1835,702,William C. Lee,Aye
1836,702,Greg Graves,Aye
1837,703,Larry A. Ellertson,Aye
1838,703,William C. Lee,Aye
1839,703,Greg Graves,Aye
1840,705,Larry A. Ellertson,Aye
1841,705,William C. Lee,Aye
1842,705,Greg Graves,Aye
1843,707,Larry A. Ellertson,Aye
1844,707,William C. Lee,Aye
1845,707,Greg Graves,Aye
1846,708,Larry A. Ellertson,Aye
1847,708,William C. Lee,Aye
1848,708,Greg Graves,Aye
1849,709,Larry A. Ellertson,Aye
1850,709,William C. Lee,Aye
1851,709,Greg Graves,Aye
1852,710,Larry A. Ellertson,Aye
1853,710,William C. Lee,Aye
1854,710,Greg Graves,Aye
1855,712,Larry A. Ellertson,Aye
1856,712,William C. Lee,Aye
1857,712,Greg Graves,Aye
1858,713,Larry A. Ellertson,Aye
1859,713,William C. Lee,Aye
1860,713,Greg Graves,Aye
1861,714,Larry A. Ellertson,Aye
1862,714,William C. Lee,Aye
1863,714,Greg Graves,Aye
1864,715,Larry A. Ellertson,Aye
1865,715,William C. Lee,Aye
1866,715,Greg Graves,Aye
1867,717,Larry A. Ellertson,Aye
1868,717,William C. Lee,Aye
1869,717,Greg Graves,Aye
1870,718,Larry A. Ellertson,Aye
1871,718,William C. Lee,Aye
1872,718,Greg Graves,Aye
1873,719,Larry A. Ellertson,Aye
1874,719,William C. Lee,Aye
1875,719,Greg Graves,Aye
1876,720,Larry A. Ellertson,Aye
1877,720,William C. Lee,Aye
1878,720,Greg Graves,Aye
1879,721,Larry A. Ellertson,Aye
1880,721,William C. Lee,Aye
1881,721,Greg Graves,Aye
1882,722,Larry A. Ellertson,Aye
1883,722,William C. Lee,Aye
1884,722,Greg Graves,Aye
1885,723,Larry A. Ellertson,Aye
1886,723,William C. Lee,Aye
1887,723,Greg Graves,Aye
1888,724,Larry A. Ellertson,Aye
1889,724,William C. Lee,Aye
1890,724,Greg Graves,Aye
1891,725,Larry A. Ellertson,Aye
1892,725,William C. Lee,Aye
1893,725,Greg Graves,Aye
1894,727,Larry A. Ellertson,Aye
1895,727,William C. Lee,Aye
1896,727,Greg Graves,Aye
1897,728,Larry A. Ellertson,Aye
1898,728,William C. Lee,Aye
1899,728,Greg Graves,Aye
1900,729,Larry A. Ellertson,Aye
1901,729,Greg Graves,Aye
1902,730,Larry A. Ellertson,Aye
1903,730,William C. Lee,Aye
1904,730,Greg Graves,Aye
1905,731,Larry A. Ellertson,Aye
1906,731,William C. Lee,Aye
1907,731,Greg Graves,Aye
1908,732,Larry A. Ellertson,Aye
1909,732,William C. Lee,Aye
1910,732,Greg Graves,Aye
1911,733,Larry A. Ellertson,Aye
1912,733,William C. Lee,Aye
1913,733,Greg Graves,Aye
1914,735,Larry A. Ellertson,Aye
1915,735,William C. Lee,Aye
1916,735,Greg Graves,Aye
1917,736,William C. Lee,Aye
1918,736,Greg Graves,Aye
1919,737,Larry A. Ellertson,Aye
1920,737,William C. Lee,Aye
1921,737,Greg Graves,Aye
1922,738,Larry A. Ellertson,Aye
1923,738,William C. Lee,Aye
1924,739,Larry A. Ellertson,Aye
1925,739,William C. Lee,Aye
1926,740,Larry A. Ellertson,Aye
1927,740,William C. Lee,Aye
1928,741,Larry A. Ellertson,Aye
1929,741,William C. Lee,Aye
1930,742,Larry A. Ellertson,Aye
1931,742,William C. Lee,Aye
1932,743,Larry A. Ellertson,Aye
1933,743,William C. Lee,Aye
1934,744,Larry A. Ellertson,Aye
1935,744,William C. Lee,Aye
1936,744,Greg Graves,Aye
1937,745,Larry A. Ellertson,Aye
1938,745,William C. Lee,Aye
1939,745,Greg Graves,Aye
1940,746,Larry A. Ellertson,Aye
1941,746,William C. Lee,Aye
1942,746,Greg Graves,Aye
1943,747,Larry A. Ellertson,Aye
1944,747,William C. Lee,Aye
1945,747,Greg Graves,Aye
1946,748,Larry A. Ellertson,Aye
1947,748,William C. Lee,Aye
1948,748,Greg Graves,Aye
1949,749,Larry A. Ellertson,Aye
1950,749,William C. Lee,Aye
1951,749,Greg Graves,Aye
1952,750,Larry A. Ellertson,Aye
1953,750,William C. Lee,Aye
1954,750,Greg Graves,Aye
1955,751,Larry A. Ellertson,Aye
1956,751,William C. Lee,Aye
1957,752,Larry A. Ellertson,Aye
1958,752,William C. Lee,Aye
1959,753,Larry A. Ellertson,Aye
1960,753,Greg Graves,Aye
1961,754,Larry A. Ellertson,Aye
1962,754,Greg Graves,Aye
1963,754,William C. Lee,Aye
1964,755,Larry A. Ellertson,Aye
1965,755,Greg Graves,Aye
1966,755,William C. Lee,Aye
1967,756,Larry A. Ellertson,Aye
1968,756,William C. Lee,Aye
1969,756,Greg Graves,Aye
1970,757,Larry A. Ellertson,Aye
1971,757,William C. Lee,Aye
1972,757,Greg Graves,Aye
1973,759,Larry A. Ellertson,Aye
1974,759,William C. Lee,Aye
1975,759,Greg Graves,Aye
1976,760,Larry A. Ellertson,Aye
1977,760,William C. Lee,Aye
1978,760,Greg Graves,Aye
1979,761,Larry A. Ellertson,Aye
1980,761,William C. Lee,Aye
1981,761,Greg Graves,Aye
1982,762,Larry A. Ellertson,Aye
1983,762,William C. Lee,Aye
1984,762,Greg Graves,Aye
1985,763,Larry A. Ellertson,Aye
1986,763,Greg Graves,Aye
1987,763,William C. Lee,Aye
1988,764,Larry A. Ellertson,Aye
1989,764,William C. Lee,Aye
1990,764,Greg Graves,Aye
1991,765,Larry A. Ellertson,Aye
1992,765,Greg Graves,Aye
1993,765,William C. Lee,Aye
1994,766,Larry A. Ellertson,Aye
1995,766,Greg Graves,Aye
1996,766,William C. Lee,Aye
1997,767,Larry A. Ellertson,Aye
1998,767,William C. Lee,Aye
1999,767,Greg Graves,Aye
2000,768,Larry A. Ellertson,Aye
2001,768,Greg Graves,Aye
2002,768,William C. Lee,Aye
2003,769,Larry A. Ellertson,Aye
2004,769,Greg Graves,Aye
2005,769,William C. Lee,Nay
2006,770,William C. Lee,Aye
2007,770,Larry A. Ellertson,Nay
2008,770,Greg Graves,Nay
2009,771,Larry A. Ellertson,Aye
2010,771,Greg Graves,Aye
2011,771,William C. Lee,Nay
2012,773,Larry A. Ellertson,Aye
2013,773,William C. Lee,Aye
2014,773,Greg Graves,Aye
2015,775,William C. Lee,Aye
2016,775,Greg Graves,Aye
2017,776,William C. Lee,Aye
2018,776,Greg Graves,Aye
2019,777,Larry A. Ellertson,Aye
2020,777,Greg Graves,Aye
2021,777,William C. Lee,Aye
2022,778,Larry A. Ellertson,Aye
2023,778,William C. Lee,Aye
2024,778,Greg Graves,Aye
2025,779,Larry A. Ellertson,Aye
2026,779,Greg Graves,Aye
2027,779,William C. Lee,Aye
2028,780,Larry A. Ellertson,Aye
2029,780,Greg Graves,Aye
2030,780,William C. Lee,Aye
2031,781,Larry A. Ellertson,Aye
2032,781,William C. Lee,Aye
2033,781,Greg Graves,Aye
2034,783,Larry A. Ellertson,Aye
2035,783,William C. Lee,Aye
2036,783,Greg Graves,Aye
2037,784,William C. Lee,Aye
2038,784,Greg Graves,Aye
2039,784,Larry A. Ellertson,Nay
2040,785,William C. Lee,Aye
2041,785,Greg Graves,Aye
2042,785,Larry A. Ellertson,Nay
2043,786,Larry A. Ellertson,Aye
2044,786,William C. Lee,Aye
2045,786,Greg Graves,Aye
2046,787,William C. Lee,Aye
2047,787,Greg Graves,Aye
2048,787,Nathan Ivie,Aye
2049,788,William C. Lee,Aye
2050,788,Greg Graves,Aye
2051,788,Nathan Ivie,Aye
2052,790,William C. Lee,Aye
2053,790,Greg Graves,Aye
2054,790,Nathan Ivie,Aye
2055,791,William C. Lee,Aye
2056,791,Greg Graves,Aye
2057,791,Nathan Ivie,Aye
2058,792,William C. Lee,Aye
2059,792,Greg Graves,Aye
2060,792,Nathan Ivie,Aye
2061,793,William C. Lee,Aye
2062,793,Greg Graves,Aye
2063,793,Nathan Ivie,Aye
2064,794,William C. Lee,Aye
2065,794,Greg Graves,Aye
2066,794,Nathan Ivie,Aye
2067,795,William C. Lee,Aye
2068,795,Greg Graves,Aye
2069,795,Nathan Ivie,Aye
2070,796,William C. Lee,Aye
2071,796,Greg Graves,Aye
2072,796,Nathan Ivie,Aye
2073,797,William C. Lee,Aye
2074,797,Greg Graves,Aye
2075,797,Nathan Ivie,Aye
2076,798,William C. Lee,Aye
2077,798,Greg Graves,Aye
2078,798,Nathan Ivie,Aye
2079,799,William C. Lee,Aye
2080,799,Greg Graves,Aye
2081,799,Nathan Ivie,Aye
2082,800,William C. Lee,Aye
2083,800,Greg Graves,Aye
2084,800,Nathan Ivie,Aye
2085,801,William C. Lee,Aye
2086,801,Greg Graves,Aye
2087,801,Nathan Ivie,Aye
2088,802,William C. Lee,Aye
2089,802,Greg Graves,Aye
2090,802,Nathan Ivie,Aye
2091,803,William C. Lee,Aye
2092,803,Greg Graves,Aye
2093,803,Nathan Ivie,Aye
2094,804,William C. Lee,Aye
2095,804,Greg Graves,Aye
2096,804,Nathan Ivie,Aye
2097,805,William C. Lee,Aye
2098,805,Greg Graves,Aye
2099,805,Nathan Ivie,Aye
2100,806,William C. Lee,Aye
2101,806,Greg Graves,Aye
2102,806,Nathan Ivie,Aye
2103,807,William C. Lee,Aye
2104,807,Greg Graves,Aye
2105,807,Nathan Ivie,Aye
2106,809,William C. Lee,Aye
2107,809,Greg Graves,Aye
2108,809,Nathan Ivie,Aye
2109,810,William C. Lee,Aye
2110,810,Greg Graves,Aye
2111,810,Nathan Ivie,Aye
2112,811,William C. Lee,Aye
2113,811,Greg Graves,Aye
2114,811,Nathan Ivie,Aye
2115,812,William C. Lee,Aye
2116,812,Greg Graves,Aye
2117,812,Nathan Ivie,Aye
2118,814,William C. Lee,Aye
2119,814,Greg Graves,Aye
2120,814,Nathan Ivie,Aye
2121,815,William C. Lee,Aye
2122,815,Greg Graves,Aye
2123,815,Nathan Ivie,Aye
2124,816,William C. Lee,Aye
2125,816,Greg Graves,Aye
2126,816,Nathan Ivie,Aye
2127,820,William C. Lee,Aye
2128,820,Greg Graves,Aye
2129,820,Nathan Ivie,Aye
2130,821,William C. Lee,Aye
2131,821,Greg Graves,Aye
2132,821,Nathan Ivie,Aye
2133,823,William C. Lee,Aye
2134,823,Greg Graves,Aye
2135,823,Nathan Ivie,Aye
2136,824,William C. Lee,Aye
2137,824,Greg Graves,Aye
2138,824,Nathan Ivie,Aye
2139,825,William C. Lee,Aye
2140,825,Greg Graves,Aye
2141,825,Nathan Ivie,Aye
2142,827,William C. Lee,Aye
2143,827,Greg Graves,Aye
2144,827,Nathan Ivie,Aye
2145,829,William C. Lee,Aye
2146,829,Greg Graves,Aye
2147,829,Nathan Ivie,Aye
2148,830,William C. Lee,Aye
2149,830,Greg Graves,Aye
2150,830,Nathan Ivie,Aye
2151,831,William C. Lee,Aye
2152,831,Greg Graves,Aye
2153,831,Nathan Ivie,Aye
2154,832,William C. Lee,Aye
2155,832,Greg Graves,Aye
2156,832,Nathan Ivie,Aye
2157,833,Greg Graves,Aye
2158,833,Nathan Ivie,Aye
2159,833,William C. Lee,Nay
2160,834,William C. Lee,Aye
2161,834,Greg Graves,Aye
2162,834,Nathan Ivie,Aye
2163,835,William C. Lee,Aye
2164,835,Greg Graves,Aye
2165,835,Nathan Ivie,Aye
2166,836,William C. Lee,Aye
2167,836,Greg Graves,Aye
2168,836,Nathan Ivie,Aye
2169,837,William C. Lee,Aye
2170,837,Greg Graves,Aye
2171,837,Nathan Ivie,Aye
2172,838,William C. Lee,Aye
2173,838,Greg Graves,Aye
2174,838,Nathan Ivie,Aye
2175,839,William C. Lee,Aye
2176,839,Greg Graves,Aye
2177,839,Nathan Ivie,Aye
2178,840,William C. Lee,Aye
2179,840,Greg Graves,Aye
2180,840,Nathan Ivie,Aye
2181,841,William C. Lee,Aye
2182,841,Greg Graves,Aye
2183,841,Nathan Ivie,Aye
2184,842,William C. Lee,Aye
2185,842,Greg Graves,Aye
2186,842,Nathan Ivie,Aye
2187,843,William C. Lee,Aye
2188,843,Greg Graves,Aye
2189,843,Nathan Ivie,Aye
2190,844,William C. Lee,Aye
2191,844,Greg Graves,Aye
2192,844,Nathan Ivie,Aye
2193,846,William C. Lee,Aye
2194,846,Greg Graves,Aye
2195,846,Nathan Ivie,Aye
2196,847,William C. Lee,Aye
2197,847,Greg Graves,Aye
2198,847,Nathan Ivie,Aye
2199,848,William C. Lee,Aye
2200,848,Greg Graves,Aye
2201,848,Nathan Ivie,Aye
2202,849,William C. Lee,Aye
2203,849,Greg Graves,Aye
2204,849,Nathan Ivie,Aye
2205,850,William C. Lee,Aye
2206,850,Greg Graves,Aye
2207,850,Nathan Ivie,Aye
2208,851,William C. Lee,Aye
2209,851,Greg Graves,Aye
2210,851,Nathan Ivie,Aye
2211,852,William C. Lee,Aye
2212,852,Greg Graves,Aye
2213,852,Nathan Ivie,Aye
2214,854,William C. Lee,Aye
2215,854,Greg Graves,Aye
2216,854,Nathan Ivie,Aye
2217,855,William C. Lee,Aye
2218,855,Greg Graves,Aye
2219,855,Nathan Ivie,Aye
2220,856,William C. Lee,Aye
2221,856,Greg Graves,Aye
2222,856,Nathan Ivie,Aye
2223,857,William C. Lee,Aye
2224,857,Greg Graves,Aye
2225,857,Nathan Ivie,Aye
2226,858,William C. Lee,Aye
2227,858,Greg Graves,Aye
2228,858,Nathan Ivie,Aye
2229,859,William C. Lee,Aye
2230,859,Greg Graves,Aye
2231,859,Nathan Ivie,Aye
2232,860,William C. Lee,Aye
2233,860,Greg Graves,Aye
2234,860,Nathan Ivie,Aye
2235,861,William C. Lee,Aye
2236,861,Greg Graves,Aye
2237,861,Nathan Ivie,Aye
2238,862,William C. Lee,Aye
2239,862,Greg Graves,Aye
2240,862,Nathan Ivie,Aye
2241,863,Greg Graves,Aye
2242,863,Nathan Ivie,Aye
2243,863,William C. Lee,Nay
2244,864,William C. Lee,Aye
2245,864,Greg Graves,Aye
2246,864,Nathan Ivie,Aye
2247,865,William C. Lee,Aye
2248,865,Greg Graves,Aye
2249,865,Nathan Ivie,Aye
2250,866,William C. Lee,Aye
2251,866,Greg Graves,Aye
2252,866,Nathan Ivie,Aye
2253,867,William C. Lee,Aye
2254,867,Greg Graves,Aye
2255,867,Nathan Ivie,Aye
2256,869,William C. Lee,Aye
2257,869,Greg Graves,Aye
2258,869,Nathan Ivie,Aye
2259,870,William C. Lee,Aye
2260,870,Greg Graves,Aye
2261,870,Nathan Ivie,Aye
2262,871,William C. Lee,Aye
2263,871,Greg Graves,Aye
2264,871,Nathan Ivie,Aye
2265,872,William C. Lee,Aye
2266,872,Greg Graves,Aye
2267,872,Nathan Ivie,Aye
2268,873,William C. Lee,Aye
2269,873,Greg Graves,Aye
2270,873,Nathan Ivie,Aye
2271,874,William C. Lee,Aye
2272,874,Greg Graves,Aye
2273,874,Nathan Ivie,Aye
2274,875,William C. Lee,Aye
2275,875,Greg Graves,Aye
2276,875,Nathan Ivie,Aye
2277,876,William C. Lee,Aye
2278,876,Greg Graves,Aye
2279,876,Nathan Ivie,Aye
2280,877,William C. Lee,Aye
2281,877,Greg Graves,Aye
2282,877,Nathan Ivie,Aye
2283,878,William C. Lee,Aye
2284,878,Greg Graves,Aye
2285,878,Nathan Ivie,Aye
2286,879,William C. Lee,Aye
2287,879,Nathan Ivie,Aye
2288,882,William C. Lee,Aye
2289,882,Greg Graves,Aye
2290,882,Nathan Ivie,Aye
2291,884,William C. Lee,Aye
2292,884,Greg Graves,Aye
2293,884,Nathan Ivie,Aye
2294,885,William C. Lee,Aye
2295,885,Greg Graves,Aye
2296,885,Nathan Ivie,Aye
2297,886,William C. Lee,Aye
2298,886,Greg Graves,Aye
2299,886,Nathan Ivie,Aye
2300,887,William C. Lee,Aye
2301,887,Greg Graves,Aye
2302,887,Nathan Ivie,Aye
2303,889,William C. Lee,Aye
2304,889,Greg Graves,Aye
2305,889,Nathan Ivie,Aye
2306,890,William C. Lee,Aye
2307,890,Greg Graves,Aye
2308,890,Nathan Ivie,Aye
2309,891,William C. Lee,Aye
2310,891,Greg Graves,Aye
2311,891,Nathan Ivie,Aye
2312,892,William C. Lee,Aye
2313,892,Greg Graves,Aye
2314,892,Nathan Ivie,Aye
2315,893,William C. Lee,Aye
2316,893,Greg Graves,Aye
2317,893,Nathan Ivie,Aye
2318,894,William C. Lee,Aye
2319,894,Greg Graves,Aye
2320,894,Nathan Ivie,Aye
2321,895,William C. Lee,Aye
2322,895,Nathan Ivie,Aye
2323,896,William C. Lee,Aye
2324,896,Nathan Ivie,Aye
2325,897,William C. Lee,Aye
2326,897,Greg Graves,Aye
2327,897,Nathan Ivie,Aye
2328,898,William C. Lee,Aye
2329,898,Greg Graves,Aye
2330,898,Nathan Ivie,Aye
2331,899,William C. Lee,Aye
2332,899,Greg Graves,Aye
2333,899,Nathan Ivie,Aye
2334,900,William C. Lee,Aye
2335,900,Greg Graves,Aye
2336,900,Nathan Ivie,Aye
2337,901,William C. Lee,Aye
2338,901,Greg Graves,Aye
2339,901,Nathan Ivie,Aye
2340,902,William C. Lee,Aye
2341,902,Greg Graves,Aye
2342,902,Nathan Ivie,Aye
2343,903,William C. Lee,Aye
2344,903,Greg Graves,Aye
2345,903,Nathan Ivie,Aye
2346,905,Greg Graves,Aye
2347,905,Nathan Ivie,Aye
2348,905,William C. Lee,Nay
2349,906,William C. Lee,Aye
2350,906,Greg Graves,Aye
2351,906,Nathan Ivie,Aye
2352,907,William C. Lee,Aye
2353,907,Greg Graves,Aye
2354,907,Nathan Ivie,Aye
2355,908,William C. Lee,Aye
2356,908,Greg Graves,Aye
2357,908,Nathan Ivie,Aye
2358,909,William C. Lee,Aye
2359,909,Greg Graves,Aye
2360,909,Nathan Ivie,Aye
2361,910,William C. Lee,Aye
2362,910,Greg Graves,Aye
2363,910,Nathan Ivie,Aye
2364,911,William C. Lee,Aye
2365,911,Greg Graves,Aye
2366,911,Nathan Ivie,Aye
2367,912,William C. Lee,Aye
2368,912,Greg Graves,Aye
2369,912,Nathan Ivie,Aye
2370,913,William C. Lee,Aye
2371,913,Greg Graves,Aye
2372,913,Nathan Ivie,Aye
2373,914,William C. Lee,Aye
2374,914,Greg Graves,Aye
2375,914,Nathan Ivie,Aye
2376,915,William C. Lee,Aye
2377,915,Greg Graves,Aye
2378,915,Nathan Ivie,Aye
2379,916,William C. Lee,Aye
2380,916,Greg Graves,Aye
2381,916,Nathan Ivie,Aye
2382,917,William C. Lee,Aye
2383,917,Greg Graves,Aye
2384,917,Nathan Ivie,Aye
2385,918,William C. Lee,Aye
2386,918,Greg Graves,Aye
2387,918,Nathan Ivie,Aye
2388,919,William C. Lee,Aye
2389,919,Greg Graves,Aye
2390,919,Nathan Ivie,Aye
2391,920,William C. Lee,Aye
2392,920,Greg Graves,Aye
2393,920,Nathan Ivie,Aye
2394,921,William C. Lee,Aye
2395,921,Greg Graves,Aye
2396,921,Nathan Ivie,Aye
2397,922,William C. Lee,Aye
2398,922,Greg Graves,Aye
2399,922,Nathan Ivie,Aye
2400,923,William C. Lee,Aye
2401,923,Greg Graves,Aye
2402,923,Nathan Ivie,Aye
2403,924,William C. Lee,Aye
2404,924,Greg Graves,Aye
2405,924,Nathan Ivie,Aye
2406,925,William C. Lee,Aye
2407,925,Greg Graves,Aye
2408,925,Nathan Ivie,Aye
2409,926,William C. Lee,Aye
2410,926,Greg Graves,Aye
2411,926,Nathan Ivie,Aye
2412,927,William C. Lee,Aye
2413,927,Greg Graves,Aye
2414,927,Nathan Ivie,Aye
2415,928,William C. Lee,Aye
2416,928,Greg Graves,Aye
2417,928,Nathan Ivie,Aye
2418,929,William C. Lee,Aye
2419,929,Greg Graves,Aye
2420,929,Nathan Ivie,Aye
2421,930,William C. Lee,Aye
2422,930,Greg Graves,Aye
2423,930,Nathan Ivie,Aye
2424,932,William C. Lee,Aye
2425,932,Greg Graves,Aye
2426,932,Nathan Ivie,Aye
2427,933,William C. Lee,Aye
2428,933,Greg Graves,Aye
2429,933,Nathan Ivie,Aye
2430,934,William C. Lee,Aye
2431,934,Greg Graves,Aye
2432,934,Nathan Ivie,Aye
2433,935,William C. Lee,Aye
2434,935,Greg Graves,Aye
2435,935,Nathan Ivie,Aye
2436,936,William C. Lee,Aye
2437,936,Greg Graves,Aye
2438,936,Nathan Ivie,Aye
2439,937,William C. Lee,Aye
2440,937,Greg Graves,Aye
2441,937,Nathan Ivie,Aye
2442,938,William C. Lee,Aye
2443,938,Greg Graves,Aye
2444,938,Nathan Ivie,Aye
2445,939,William C. Lee,Aye
2446,939,Greg Graves,Aye
2447,939,Nathan Ivie,Aye
2448,940,William C. Lee,Aye
2449,940,Greg Graves,Aye
2450,941,William C. Lee,Aye
2451,941,Greg Graves,Aye
2452,941,Nathan Ivie,Aye
2453,942,William C. Lee,Aye
2454,942,Greg Graves,Aye
2455,942,Nathan Ivie,Aye
2456,943,William C. Lee,Aye
2457,943,Greg Graves,Aye
2458,943,Nathan Ivie,Aye
2459,944,William C. Lee,Aye
2460,944,Greg Graves,Aye
2461,944,Nathan Ivie,Aye
2462,945,William C. Lee,Aye
2463,945,Greg Graves,Aye
2464,945,Nathan Ivie,Aye
2465,946,William C. Lee,Aye
2466,946,Greg Graves,Aye
2467,946,Nathan Ivie,Aye
2468,947,William C. Lee,Aye
2469,947,Greg Graves,Aye
2470,947,Nathan Ivie,Aye
2471,948,William C. Lee,Aye
2472,948,Greg Graves,Aye
2473,948,Nathan Ivie,Aye
2474,949,William C. Lee,Aye
2475,949,Greg Graves,Aye
2476,949,Nathan Ivie,Aye
2477,950,William C. Lee,Aye
2478,950,Greg Graves,Aye
2479,950,Nathan Ivie,Aye
2480,951,William C. Lee,Aye
2481,951,Greg Graves,Aye
2482,951,Nathan Ivie,Aye
2483,952,William C. Lee,Aye
2484,952,Greg Graves,Aye
2485,952,Nathan Ivie,Aye
2486,953,William C. Lee,Aye
2487,953,Greg Graves,Aye
2488,953,Nathan Ivie,Aye
