motion_id,meeting_id,body,motion_no,motion_text,subject,result_raw,outcome,mover,seconder,names_recorded,provenance,source_file,kind
6819,386,Board of Commissioners,18,APPROVE AND AUTHORIZE AN AGREEMENT BETWEEN UTAH COUNTY AND UTAH,APPROVE AND AUTHORIZE AN AGREEMENT BETWEEN UTAH COUNTY AND UTAH,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6820,386,Board of Commissioners,19,APPROVE with addition of ‘post 13’ added,APPROVE AND AUTHORIZE AN AGREEMENT BETWEEN UTAH COUNTY AND UTAH,PASSED: 3/0,Pass,GORDON,SAKIEVICH,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,motion
6821,386,Board of Commissioners,20,APPROVE AND AUTHORIZE A RESOLUTION AUTHORIZING THE UTAH COUNTY,APPROVE AND AUTHORIZE A RESOLUTION AUTHORIZING THE UTAH COUNTY,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6822,386,Board of Commissioners,21,APPROVE AND AUTHORIZE COMMISSION SIGNATURE ON QUOTE/AGREEMENT,APPROVE AND AUTHORIZE COMMISSION SIGNATURE ON QUOTE/AGREEMENT,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6823,386,Board of Commissioners,22,APPROVE AND AUTHORIZE COMMISSION SIGNATURE ON AGREEMENT FOR,APPROVE AND AUTHORIZE COMMISSION SIGNATURE ON AGREEMENT FOR,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6824,386,Board of Commissioners,23,APPROVE AND RATIFY THE DETERMINATION OF THE GRAMA APPEAL FILED BY,APPROVE AND RATIFY THE DETERMINATION OF THE GRAMA APPEAL FILED BY,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6825,386,Board of Commissioners,24,APPROVE AND RATIFY THE COMMISSION SIGNATURE ON THE DECISION ON THE,APPROVE AND RATIFY THE COMMISSION SIGNATURE ON THE DECISION ON THE,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6826,386,Board of Commissioners,25,APPROVE AND AUTHORIZE THE SIGNING OF A MEMO FOR SURPLUS OR DISPOSAL,APPROVE AND AUTHORIZE THE SIGNING OF A MEMO FOR SURPLUS OR DISPOSAL,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6827,386,Board of Commissioners,26,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN THE ANNUAL,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN THE ANNUAL,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6828,386,Board of Commissioners,27,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN AMENDMENT NO. 3,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN AMENDMENT NO. 3,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6829,386,Board of Commissioners,28,APPROVE AND AUTHORIZE COMMISSION SIGNATURE ON AN AGREEMENT WITH,APPROVE AND AUTHORIZE COMMISSION SIGNATURE ON AN AGREEMENT WITH,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6830,386,Board of Commissioners,29,APPROVE AND AUTHORIZE THE SIGNING OF A SUBDIVISION IMPROVEMENT AND,APPROVE AND AUTHORIZE THE SIGNING OF A SUBDIVISION IMPROVEMENT AND,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6831,386,Board of Commissioners,30,APPROVE AND AUTHORIZE THE SIGNING OF A MEMO ACCEPTING THE,APPROVE AND AUTHORIZE THE SIGNING OF A MEMO ACCEPTING THE,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6832,386,Board of Commissioners,31,APPROVE AND AUTHORIZE THE SIGNING OF A MEMORANDUM TO END THE ONE,APPROVE AND AUTHORIZE THE SIGNING OF A MEMORANDUM TO END THE ONE,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6833,386,Board of Commissioners,32,APPROVE AND AUTHORIZE THE SIGNING OF A MEMORANDUM TO END THE ONE,APPROVE AND AUTHORIZE THE SIGNING OF A MEMORANDUM TO END THE ONE,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6834,386,Board of Commissioners,33,APPROVE AND AUTHORIZE THE SIGNING OF THE PLAT FOR THE SKYVIEW,APPROVE AND AUTHORIZE THE SIGNING OF THE PLAT FOR THE SKYVIEW,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6835,386,Board of Commissioners,34,APPROVE THE LIST OF 2022 MAG APPROVED PROJECTS USING COUNTY SALES,APPROVE THE LIST OF 2022 MAG APPROVED PROJECTS USING COUNTY SALES,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6836,386,Board of Commissioners,35,APPROVE AND AUTHORIZE THE SIGNING OF A SURPLUS MEMO FOR 3 EXMARK,APPROVE AND AUTHORIZE THE SIGNING OF A SURPLUS MEMO FOR 3 EXMARK,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6837,386,Board of Commissioners,36,APPROVE AND AUTHORIZE THE SIGNING OF CHANGE ORDER #1 TO AGREEMENT,APPROVE AND AUTHORIZE THE SIGNING OF CHANGE ORDER #1 TO AGREEMENT,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6838,386,Board of Commissioners,37,APPROVE AND RATIFY A REDUCTION IN FORCE IN ACCORDANCE WITH HR,APPROVE AND RATIFY A REDUCTION IN FORCE IN ACCORDANCE WITH HR,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6839,386,Board of Commissioners,38,APPROVE AND AUTHORIZE THE SIGNING OF AN ENGAGEMENT LETTER WITH,APPROVE AND AUTHORIZE THE SIGNING OF AN ENGAGEMENT LETTER WITH,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6840,386,Board of Commissioners,39,ADOPT A RESOLUTION APPROVING VOLUNTEERS WHO WISH TO DONATE THEIR,ADOPT A RESOLUTION APPROVING VOLUNTEERS WHO WISH TO DONATE THEIR,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6841,386,Board of Commissioners,40,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN AN AGREEMENT,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN AN AGREEMENT,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6842,386,Board of Commissioners,41,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN A CHANGE ORDER,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN A CHANGE ORDER,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6843,386,Board of Commissioners,42,RECEIVE THE RECOMMENDATION OF THE UTAH COUNTY,RECEIVE THE RECOMMENDATION OF THE UTAH COUNTY,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6844,386,Board of Commissioners,43,"APPROVE SUNDANCE RECREATIONAL RESORT, PLAT ""N"" SUBDIVISION, SUBJECT","APPROVE SUNDANCE RECREATIONAL RESORT, PLAT ""N"" SUBDIVISION, SUBJECT",APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6845,386,Board of Commissioners,44,APPROVE AND AUTHORIZE THE SIGNING OF AN AGREEMENT WITH SANOFI,APPROVE AND AUTHORIZE THE SIGNING OF AN AGREEMENT WITH SANOFI,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6846,386,Board of Commissioners,45,APPROVE AND AUTHORIZE THE SIGNING OF AN AGREEMENT WITH UTAH,APPROVE AND AUTHORIZE THE SIGNING OF AN AGREEMENT WITH UTAH,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6847,386,Board of Commissioners,46,APPROVE AND AUTHORIZE THE SIGNING OF AMENDMENT #30 TO UTAH COUNTY,APPROVE AND AUTHORIZE THE SIGNING OF AMENDMENT #30 TO UTAH COUNTY,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6848,386,Board of Commissioners,47,APPROVE AND AUTHORIZE THE COMMISSION SIGNATURE FOR AN AGREEMENT,APPROVE AND AUTHORIZE THE COMMISSION SIGNATURE FOR AN AGREEMENT,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6849,386,Board of Commissioners,48,APPROVE AND AUTHORIZE AN AGREEMENT TO AMEND UTAH COUNTY,APPROVE AND AUTHORIZE AN AGREEMENT TO AMEND UTAH COUNTY,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6850,386,Board of Commissioners,49,"APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING TO","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING TO",APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6851,386,Board of Commissioners,50,"APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A",STRICKEN ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6852,386,Board of Commissioners,51,"APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A",STRICKEN ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6853,386,Board of Commissioners,52,"APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A",APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,consent
6854,386,Board of Commissioners,53,"ADJOURN — APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A",PASSED: 3/0,Pass,SAKIEVICH,GORDON,0,poppler,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,motion
6855,387,Board of Commissioners,1,"RATIFICATION OF WARRANT REGISTER FOR FEBRUARY 1, 2023 INCLUDING NOTES","RATIFICATION OF WARRANT REGISTER FOR FEBRUARY 1, 2023 INCLUDING NOTES",APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6856,387,Board of Commissioners,2,APPROVAL OF THE PAYROLL WARRANT SUMMARY FOR PAY PERIOD 2-2023,APPROVAL OF THE PAYROLL WARRANT SUMMARY FOR PAY PERIOD 2-2023,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6857,387,Board of Commissioners,3,"APPROVAL OF THE MINUTES FOR THE JANUARY 4, 2023 BOARD OF","APPROVAL OF THE MINUTES FOR THE JANUARY 4, 2023 BOARD OF",APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6858,387,Board of Commissioners,4,"APPROVAL OF THE MINUTES FOR THE JANUARY 11, 2023 BOARD OF","APPROVAL OF THE MINUTES FOR THE JANUARY 11, 2023 BOARD OF",APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6859,387,Board of Commissioners,5,APPROVE TAX CREDITS AND REFUNDS RECOMMENDED BY THE COUNTY,APPROVE TAX CREDITS AND REFUNDS RECOMMENDED BY THE COUNTY,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6860,387,Board of Commissioners,6,APPROVE TAX CREDITS AND REFUNDS RECOMMENDED BY THE COUNTY,APPROVE TAX CREDITS AND REFUNDS RECOMMENDED BY THE COUNTY,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6861,387,Board of Commissioners,7,APPROVE AND AUTHORIZE THE SIGNING OF CHANGE ORDER #4 TO THE PATROL,APPROVE AND AUTHORIZE THE SIGNING OF CHANGE ORDER #4 TO THE PATROL,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6862,387,Board of Commissioners,8,APPROVE AND AUTHORIZE THE SIGNING OF CHANGE ORDER #1 TO AGREEMENT,APPROVE AND AUTHORIZE THE SIGNING OF CHANGE ORDER #1 TO AGREEMENT,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6863,387,Board of Commissioners,9,APPROVE AND AUTHORIZE THE SIGNING OF CHANGE ORDER #4 TO THE PATROL,APPROVE AND AUTHORIZE THE SIGNING OF CHANGE ORDER #4 TO THE PATROL,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6864,387,Board of Commissioners,10,APPROVE AND AUTHORIZE THE SIGNING OF A REQUEST TO HOLD OVER VEHICLE,APPROVE AND AUTHORIZE THE SIGNING OF A REQUEST TO HOLD OVER VEHICLE,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6865,387,Board of Commissioners,11,APPROVE AND AUTHORIZE THE SIGNING OF AN AGREEMENT WITH,APPROVE AND AUTHORIZE THE SIGNING OF AN AGREEMENT WITH,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6866,387,Board of Commissioners,12,APPROVE AND AUTHORIZE THE SIGNING OF AN AGREEMENT WITH LINKEDALL,APPROVE AND AUTHORIZE THE SIGNING OF AN AGREEMENT WITH LINKEDALL,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6867,387,Board of Commissioners,13,APPROVE AND AUTHORIZE THE SIGNING OF AN AGREEMENT WITH PREMIER,APPROVE AND AUTHORIZE THE SIGNING OF AN AGREEMENT WITH PREMIER,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6868,387,Board of Commissioners,14,APPROVE AND AUTHORIZE THE SIGNING OF AN AGREEMENT WITH ERIKS NORTH,APPROVE AND AUTHORIZE THE SIGNING OF AN AGREEMENT WITH ERIKS NORTH,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6869,387,Board of Commissioners,15,UNTABLE — RECEIVE THE PROPOSALS FOR GOVERNMENTAL AFFAIRS SPECIALIST(S) TO,RECEIVE THE PROPOSALS FOR GOVERNMENTAL AFFAIRS SPECIALIST(S) TO,PASSED: 3/0,Pass,GORDON,SAKIEVICH,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,motion
6870,387,Board of Commissioners,16,"APPROVE WITH FURTHER NEGOTIATIONS WITH HEMMCO, LLC, LEGISLATIVE EXECUTIVE CONSULTANTS AND LINCOLN HILL PARTNERS",RECEIVE THE PROPOSALS FOR GOVERNMENTAL AFFAIRS SPECIALIST(S) TO,PASSED: 3/0,Pass,GORDON,SAKIEVICH,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,motion
6871,387,Board of Commissioners,17,APPROVE AND AUTHORIZE THE SIGNING OF THE PROVO RIVER DELTA,APPROVE AND AUTHORIZE THE SIGNING OF THE PROVO RIVER DELTA,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6872,387,Board of Commissioners,18,APPROVE AND AUTHORIZE THE SIGNING OF A RESOLUTION AUTHORIZING THE,APPROVE AND AUTHORIZE THE SIGNING OF A RESOLUTION AUTHORIZING THE,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6873,387,Board of Commissioners,19,APPROVE AND AUTHORIZE THE SIGNING OF A MEMORANDUM TO DECLARE,APPROVE AND AUTHORIZE THE SIGNING OF A MEMORANDUM TO DECLARE,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6874,387,Board of Commissioners,20,APPROVE AND AUTHORIZE COMMISSION SIGNATURE ON THE FY 22 GOSHEN,APPROVE AND AUTHORIZE COMMISSION SIGNATURE ON THE FY 22 GOSHEN,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6875,387,Board of Commissioners,21,APPROVE AND AUTHORIZE THE SIGNING OF AGREEMENT BETWEEN UTAH,APPROVE AND AUTHORIZE THE SIGNING OF AGREEMENT BETWEEN UTAH,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6876,387,Board of Commissioners,22,APPROVE AND AUTHORIZE THE SIGNING OF A RESOLUTION OF APPOINTMENT,APPROVE AND AUTHORIZE THE SIGNING OF A RESOLUTION OF APPOINTMENT,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6877,387,Board of Commissioners,23,APPROVE AND AUTHORIZE THE EXECUTION OF AN AGREEMENT WITH LIVE A,APPROVE AND AUTHORIZE THE EXECUTION OF AN AGREEMENT WITH LIVE A,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6878,387,Board of Commissioners,24,ADOPT A RESOLUTION APPROVING REVISIONS TO HUMAN RESOURCE,ADOPT A RESOLUTION APPROVING REVISIONS TO HUMAN RESOURCE,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6879,387,Board of Commissioners,25,ADOPT A RESOLUTION APPROVING REVISIONS TO HUMAN RESOURCE,ADOPT A RESOLUTION APPROVING REVISIONS TO HUMAN RESOURCE,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6880,387,Board of Commissioners,26,ADOPT A RESOLUTION APPROVING REVISIONS TO HUMAN RESOURCE,ADOPT A RESOLUTION APPROVING REVISIONS TO HUMAN RESOURCE,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6881,387,Board of Commissioners,27,"APPROVE AN ADMINISTRATIVE TRANSFER OF A FULL-TIME, CAREER SERVICE,","APPROVE AN ADMINISTRATIVE TRANSFER OF A FULL-TIME, CAREER SERVICE,",APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6882,387,Board of Commissioners,28,AUTHORIZE AN ADDITION TO THE STAFFING PLAN OF ONE (1) THREE-QUARTER-,AUTHORIZE AN ADDITION TO THE STAFFING PLAN OF ONE (1) THREE-QUARTER-,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6883,387,Board of Commissioners,29,AUTHORIZE A CHANGE TO THE STAFFING PLAN IN THE FAMILY AND PERSONAL,AUTHORIZE A CHANGE TO THE STAFFING PLAN IN THE FAMILY AND PERSONAL,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6884,387,Board of Commissioners,30,APPROVE AND AUTHORIZE THE SIGNING OF AN AGREEMENT WITH PROVO CITY,APPROVE AND AUTHORIZE THE SIGNING OF AN AGREEMENT WITH PROVO CITY,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6885,387,Board of Commissioners,31,APPROVE AND AUTHORIZE THE SIGNING OF AN AGREEMENT WITH NEBO,APPROVE AND AUTHORIZE THE SIGNING OF AN AGREEMENT WITH NEBO,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6886,387,Board of Commissioners,32,APPROVE AND AUTHORIZE THE SIGNING OF AN AGREEMENT WITH ALPINE,APPROVE AND AUTHORIZE THE SIGNING OF AN AGREEMENT WITH ALPINE,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6887,387,Board of Commissioners,33,APPROVE AND AUTHORIZE THE SIGNING OF A MEMORANDUM OF,APPROVE AND AUTHORIZE THE SIGNING OF A MEMORANDUM OF,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6888,387,Board of Commissioners,34,"APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING TO","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING TO",APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6889,387,Board of Commissioners,35,"APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A",STRICKEN ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6890,387,Board of Commissioners,36,"APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A",STRICKEN ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6891,387,Board of Commissioners,37,"APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING FOR A",APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6892,387,Board of Commissioners,38,"APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING TO","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING TO",APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,consent
6893,387,Board of Commissioners,39,"ADJOURN — APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING TO","APPROVE AND SET A DATE, TIME AND LOCATION FOR A CLOSED MEETING TO",PASSED: 3/0,Pass,SAKIEVICH,GORDON,0,poppler,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,motion
6894,388,Board of Commissioners,1,"RATIFICATION OF WARRANT REGISTER FOR FEBRUARY 8, 2023 INCLUDING NOTES","RATIFICATION OF WARRANT REGISTER FOR FEBRUARY 8, 2023 INCLUDING NOTES",APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-08_board_of_commissioners.md,consent
6895,388,Board of Commissioners,2,APPROVE TAX CREDITS AND REFUNDS RECOMMENDED BY THE COUNTY,APPROVE TAX CREDITS AND REFUNDS RECOMMENDED BY THE COUNTY,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-08_board_of_commissioners.md,consent
6896,388,Board of Commissioners,3,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN AN AGREEMENT,APPROVE AND AUTHORIZE THE COMMISSION CHAIR TO SIGN AN AGREEMENT,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-08_board_of_commissioners.md,consent
6897,388,Board of Commissioners,4,"AUTHORIZE A CHANGE TO THE STAFFING PLAN TO ADD A FULL-TIME, APPOINTED","AUTHORIZE A CHANGE TO THE STAFFING PLAN TO ADD A FULL-TIME, APPOINTED",APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-08_board_of_commissioners.md,consent
6898,388,Board of Commissioners,5,APPROVE AND AUTHORIZE COMMISSION CHAIR TO SIGN AN AGREEMENT WITH,APPROVE AND AUTHORIZE COMMISSION CHAIR TO SIGN AN AGREEMENT WITH,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-08_board_of_commissioners.md,consent
6899,388,Board of Commissioners,6,APPROVE AND AUTHORIZE COMMISSION CHAIR TO SIGN AN AGREEMENT WITH,APPROVE AND AUTHORIZE COMMISSION CHAIR TO SIGN AN AGREEMENT WITH,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-08_board_of_commissioners.md,consent
6900,388,Board of Commissioners,7,APPROVE — APPROVE AND AUTHORIZE THE EXECUTION OF THE 2023 UTAH COUNTY,APPROVE AND AUTHORIZE THE EXECUTION OF THE 2023 UTAH COUNTY,PASSED: 3/0,Pass,GORDON,SAKIEVICH,0,poppler,legislative/minutes/2023/2023-02-08_board_of_commissioners.md,motion
6901,388,Board of Commissioners,8,APPROVE AND AUTHORIZE THE EXECUTION OF A FULL RELEASE OF THE,APPROVE AND AUTHORIZE THE EXECUTION OF A FULL RELEASE OF THE,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-08_board_of_commissioners.md,consent
6902,388,Board of Commissioners,9,APPROVE OR RATIFY AN AGREEMENT BETWEEN HEMMCO AND UTAH COUNTY,APPROVE OR RATIFY AN AGREEMENT BETWEEN HEMMCO AND UTAH COUNTY,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-08_board_of_commissioners.md,consent
6903,388,Board of Commissioners,10,APPROVE OR RATIFY AN AGREEMENT BETWEEN LINCOLN HILL PARTNERS AND,APPROVE OR RATIFY AN AGREEMENT BETWEEN LINCOLN HILL PARTNERS AND,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-08_board_of_commissioners.md,consent
6904,388,Board of Commissioners,11,APPROVE OR RATIFY AN AGREEMENT BETWEEN LEGISLATIVE EXECUTIVE,APPROVE OR RATIFY AN AGREEMENT BETWEEN LEGISLATIVE EXECUTIVE,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-08_board_of_commissioners.md,consent
6905,388,Board of Commissioners,12,APPROVE AND AUTHORIZE THE SIGNING OF A RESOLUTION OF APPOINTMENT,APPROVE AND AUTHORIZE THE SIGNING OF A RESOLUTION OF APPOINTMENT,APPROVED ON CONSENT,Pass,,,0,poppler,legislative/minutes/2023/2023-02-08_board_of_commissioners.md,consent
