meeting_id,date,body,md_path,provenance,kind,source_url
279,2020-10-12,Commission Work Session,legislative/minutes/2020/2020-10-12_commission_work_session.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/10.12.2020BudgetWorkSessionPUBLICWORKS.pdf
280,2020-10-13,Commission Work Session,legislative/minutes/2020/2020-10-13_commission_work_session.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/10.13.2020BudgetWorkSessionASSESSOR.pdf
281,2020-10-14,Commission Work Session,legislative/minutes/2020/2020-10-14_commission_work_session.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/10.14.2020WorkSessionMinutes.pdf
282,2020-10-15,Commission Work Session,legislative/minutes/2020/2020-10-15_commission_work_session.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/10.15.2020BudgetWorkSessionTREASURER.pdf
283,2020-10-19,Commission Work Session,legislative/minutes/2020/2020-10-19_commission_work_session.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/10.19.2020BudgetWorkSessionHEALTH.pdf
284,2020-10-21,Board of Commissioners,legislative/minutes/2020/2020-10-21_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/10.21.2020CommissionMeetingMinutes.pdf
285,2020-10-28,Board of Commissioners,legislative/minutes/2020/2020-10-28_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/10.28.2020CommissionMeetingMinutes.pdf
286,2020-11-04,Board of Commissioners,legislative/minutes/2020/2020-11-04_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/11.04.2020CommissionMeetingMinutes.pdf
287,2020-11-11,Commission Work Session,legislative/minutes/2020/2020-11-11_commission_work_session.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/11.12.2020WorkSessionMinutes.pdf
288,2020-11-18,Board of Commissioners,legislative/minutes/2020/2020-11-18_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/11.18.2020CommissionMeetingMinutes.pdf
289,2020-12-02,Board of Commissioners,legislative/minutes/2020/2020-12-02_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/12.02.2020CommissionMeetingMinutes.pdf
290,2020-12-03,Commission Work Session,legislative/minutes/2020/2020-12-03_commission_work_session.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/12.03.2020WorkSessionMinutes.pdf
291,2020-12-09,Board of Commissioners,legislative/minutes/2020/2020-12-09_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/12.09.2020Part1.pdf
292,2020-12-16,Board of Commissioners,legislative/minutes/2020/2020-12-16_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/12.16.2020CommissionMeetingMinutes.pdf
293,2020-12-30,Board of Commissioners,legislative/minutes/2020/2020-12-30_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2020/12.30.2020CommissionMeetingMinutes_1.pdf
294,2021-01-06,Board of Commissioners,legislative/minutes/2021/2021-01-06_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/01.06.2021CommissionMeetingMinutes.pdf
295,2021-01-13,Board of Commissioners,legislative/minutes/2021/2021-01-13_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/01.13.2021CommissionMeetingMinutes.pdf
296,2021-01-20,Board of Commissioners,legislative/minutes/2021/2021-01-20_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/01.20.2021CommissionMeetingMinutes.pdf
297,2021-01-27,Board of Commissioners,legislative/minutes/2021/2021-01-27_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/01.27.2021CommissionMeetingMinutes.pdf
298,2021-02-03,Board of Commissioners,legislative/minutes/2021/2021-02-03_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/02.03.2021CommissionMeetingMinutes_1.pdf
299,2021-02-08,Board of Commissioners,legislative/minutes/2021/2021-02-08_board_of_commissioners.md,tesseract,special,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/02.08.2021SPECIALCommissionMeetingMinutes.pdf
300,2021-02-10,Board of Commissioners,legislative/minutes/2021/2021-02-10_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/02.10.2021CommissionMeetingMinutes.pdf
301,2021-02-17,Board of Commissioners,legislative/minutes/2021/2021-02-17_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/02.17.2021CommissionMeetingMinutes.pdf
302,2021-02-24,Board of Commissioners,legislative/minutes/2021/2021-02-24_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/02.24.2021CommissionMeetingMinutes.pdf
303,2021-03-03,Board of Commissioners,legislative/minutes/2021/2021-03-03_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/03.03.2021CommissionMeetingMinutes.pdf
304,2021-03-10,Board of Commissioners,legislative/minutes/2021/2021-03-10_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/03.10.2021CommissionMeetingMinutes.pdf
305,2021-03-17,Board of Commissioners,legislative/minutes/2021/2021-03-17_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/03.17.2021CommissionMeetingMinutes.pdf
306,2021-03-18,Board of Commissioners,legislative/minutes/2021/2021-03-18_board_of_commissioners.md,tesseract,special,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/03.18.2021and03.22.2021combinedSPECIALCommissionMeetingMinutes.pdf
307,2021-03-24,Board of Commissioners,legislative/minutes/2021/2021-03-24_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/03.24.2021CommissionMeetingMinutes.pdf
308,2021-03-31,Board of Commissioners,legislative/minutes/2021/2021-03-31_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/03.31.2021CommissionMeetingMinutes.pdf
309,2021-04-07,Board of Commissioners,legislative/minutes/2021/2021-04-07_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/04.07.2021CommissionMeetingMinutes.pdf
310,2021-04-14,Board of Commissioners,legislative/minutes/2021/2021-04-14_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/04.14.2021CommissionMeetingMinutes.pdf
311,2021-04-21,Board of Commissioners,legislative/minutes/2021/2021-04-21_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/04.21.2021CommissionMeetingMinutes.pdf
312,2021-04-28,Board of Commissioners,legislative/minutes/2021/2021-04-28_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/04.28.2021CommissionMeetingMinutes.pdf
313,2021-05-05,Board of Commissioners,legislative/minutes/2021/2021-05-05_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/05.05.2021CommissionMeetingMinutes.pdf
314,2021-05-12,Board of Commissioners,legislative/minutes/2021/2021-05-12_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/05.12.2021CommissionMeetingMinutes.pdf
315,2021-05-19,Board of Commissioners,legislative/minutes/2021/2021-05-19_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/05.19.2021CommissionMeetingMinutes.pdf
316,2021-05-26,Board of Commissioners,legislative/minutes/2021/2021-05-26_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/05.26.2021CommissionMeetingMinutes.pdf
317,2021-06-08,Board of Commissioners,legislative/minutes/2021/2021-06-08_board_of_commissioners.md,tesseract,special,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/06.08.2021SPECIALCommissionMeetingMinutes.pdf
318,2021-06-09,Board of Commissioners,legislative/minutes/2021/2021-06-09_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/06.09.2021CommissionMeetingMinutes.pdf
319,2021-06-16,Board of Commissioners,legislative/minutes/2021/2021-06-16_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/06.16.2021CommissionMeetingMinutes.pdf
320,2021-06-23,Board of Commissioners,legislative/minutes/2021/2021-06-23_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/06.23.2021CommissionMeetingMinutes-compressed.pdf
321,2021-06-30,Board of Commissioners,legislative/minutes/2021/2021-06-30_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/06.30.2021CommissionMeetingMinutes_compressed.pdf
322,2021-07-14,Board of Commissioners,legislative/minutes/2021/2021-07-14_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/07.14.2021CommissionMeetingMinutes_compressed.pdf
323,2021-07-21,Board of Commissioners,legislative/minutes/2021/2021-07-21_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/07.21.2021CommissionMeetingMinutes.pdf
324,2021-07-28,Board of Commissioners,legislative/minutes/2021/2021-07-28_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/07.28.2021CommissionMeetingMinutes.pdf
325,2021-08-11,Board of Commissioners,legislative/minutes/2021/2021-08-11_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/08.11.2021%20Commission%20Meeting%20Minutes_compressed.pdf
326,2021-08-18,Board of Commissioners,legislative/minutes/2021/2021-08-18_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/08.18.2021CommissionMeetingMinutes_compressed.pdf
327,2021-09-01,Board of Commissioners,legislative/minutes/2021/2021-09-01_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/09.01.2021CommissionMeetingMinutes_compressed.pdf
328,2021-09-08,Board of Commissioners,legislative/minutes/2021/2021-09-08_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/09.08.2021CommissionMeetingMinutes.pdf
329,2021-09-22,Board of Commissioners,legislative/minutes/2021/2021-09-22_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/09.22.2021CommissionMeetingMinutes_compressed.pdf
330,2021-09-29,Board of Commissioners,legislative/minutes/2021/2021-09-29_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/09.29.2021CommissionMeetingMinutes_compressed.pdf
331,2021-10-06,Board of Commissioners,legislative/minutes/2021/2021-10-06_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/10.06.2021Minutes_compressed.pdf
332,2021-10-20,Board of Commissioners,legislative/minutes/2021/2021-10-20_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/10.20.2021Minutes_compressed.pdf
333,2021-10-27,Board of Commissioners,legislative/minutes/2021/2021-10-27_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/10.27.2021CommissionMeetingMinutes_compressed.pdf
334,2021-11-03,Board of Commissioners,legislative/minutes/2021/2021-11-03_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/11.03.2021CommissionMeetingMinutes.pdf
335,2021-11-10,Board of Commissioners,legislative/minutes/2021/2021-11-10_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/11.10.2021CommissionMeetingMinutes_compressed.pdf
336,2021-11-17,Board of Commissioners,legislative/minutes/2021/2021-11-17_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/11.17.2021CommissionMeetingMinutes.pdf
337,2021-11-29,Board of Commissioners,legislative/minutes/2021/2021-11-29_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/11.29.2021CommissionMeetingMinutes.pdf
338,2021-12-01,Board of Commissioners,legislative/minutes/2021/2021-12-01_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/12.01.2021CommissionMeetingMinutes_compressed.pdf
339,2021-12-08,Board of Commissioners,legislative/minutes/2021/2021-12-08_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/12.08.2021CommissionMeetingMinutes_compressed.pdf
340,2021-12-15,Board of Commissioners,legislative/minutes/2021/2021-12-15_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/12.15.2021CommissionMeetingMinutes_compressed.pdf
341,2021-12-22,Board of Commissioners,legislative/minutes/2021/2021-12-22_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2021/12.22.2021CommissionMeetingMinutes_compressed.pdf
342,2022-01-05,Board of Commissioners,legislative/minutes/2022/2022-01-05_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/01.05.2022.pdf
343,2022-01-12,Board of Commissioners,legislative/minutes/2022/2022-01-12_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/01.12.2022.pdf
344,2022-01-19,Board of Commissioners,legislative/minutes/2022/2022-01-19_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/01.19.2022.pdf
345,2022-01-26,Board of Commissioners,legislative/minutes/2022/2022-01-26_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/01.26.2022.pdf
346,2022-02-02,Board of Commissioners,legislative/minutes/2022/2022-02-02_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/02.02.2022.pdf
347,2022-02-09,Board of Commissioners,legislative/minutes/2022/2022-02-09_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/02.09.2022.pdf
348,2022-02-23,Board of Commissioners,legislative/minutes/2022/2022-02-23_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/02.23.2022.pdf
349,2022-03-02,Board of Commissioners,legislative/minutes/2022/2022-03-02_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/03.02.2022.pdf
350,2022-03-09,Board of Commissioners,legislative/minutes/2022/2022-03-09_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/03.09.2022.pdf
351,2022-03-16,Board of Commissioners,legislative/minutes/2022/2022-03-16_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/03.16.2022.pdf
352,2022-03-23,Board of Commissioners,legislative/minutes/2022/2022-03-23_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/03.23.2022.pdf
353,2022-03-30,Board of Commissioners,legislative/minutes/2022/2022-03-30_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/03.30.2022.pdf
354,2022-04-13,Board of Commissioners,legislative/minutes/2022/2022-04-13_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/04.13.2022.pdf
355,2022-04-20,Board of Commissioners,legislative/minutes/2022/2022-04-20_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/04.20.2022.pdf
356,2022-05-04,Board of Commissioners,legislative/minutes/2022/2022-05-04_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/05.04.2022.pdf
357,2022-05-11,Board of Commissioners,legislative/minutes/2022/2022-05-11_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/05.11.2022.pdf
358,2022-05-25,Board of Commissioners,legislative/minutes/2022/2022-05-25_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/05.25.2022.pdf
359,2022-06-08,Board of Commissioners,legislative/minutes/2022/2022-06-08_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/06.08.2022.pdf
360,2022-06-15,Board of Commissioners,legislative/minutes/2022/2022-06-15_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/06.15.2022.pdf
361,2022-06-22,Board of Commissioners,legislative/minutes/2022/2022-06-22_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/06.22.2022.pdf
362,2022-06-29,Board of Commissioners,legislative/minutes/2022/2022-06-29_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/06.29.2022.pdf
363,2022-07-13,Board of Commissioners,legislative/minutes/2022/2022-07-13_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/07.13.2022.pdf
364,2022-07-20,Board of Commissioners,legislative/minutes/2022/2022-07-20_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/07.20.2022.pdf
365,2022-07-27,Board of Commissioners,legislative/minutes/2022/2022-07-27_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/07.27.2022.pdf
366,2022-08-03,Board of Commissioners,legislative/minutes/2022/2022-08-03_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/08.03.2022.pdf
367,2022-08-10,Board of Commissioners,legislative/minutes/2022/2022-08-10_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/08.10.2022.pdf
368,2022-08-17,Board of Commissioners,legislative/minutes/2022/2022-08-17_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/08.17.2022.pdf
369,2022-08-24,Board of Commissioners,legislative/minutes/2022/2022-08-24_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/08.24.2022.pdf
370,2022-08-31,Board of Commissioners,legislative/minutes/2022/2022-08-31_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/08.31.2022.pdf
371,2022-09-14,Board of Commissioners,legislative/minutes/2022/2022-09-14_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/09.14.2022.pdf
372,2022-09-28,Board of Commissioners,legislative/minutes/2022/2022-09-28_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/09.28.2022.pdf
373,2022-10-05,Board of Commissioners,legislative/minutes/2022/2022-10-05_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/10.05.2022.pdf
374,2022-10-12,Board of Commissioners,legislative/minutes/2022/2022-10-12_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/10.12.2022.pdf
375,2022-10-19,Board of Commissioners,legislative/minutes/2022/2022-10-19_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/10.19.2022.pdf
376,2022-10-26,Board of Commissioners,legislative/minutes/2022/2022-10-26_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/10.26.2022.pdf
377,2022-11-02,Board of Commissioners,legislative/minutes/2022/2022-11-02_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/11.02.2022.pdf
378,2022-11-09,Board of Commissioners,legislative/minutes/2022/2022-11-09_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/11.09.2022.pdf
379,2022-11-22,Board of Commissioners,legislative/minutes/2022/2022-11-22_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/11.22.2022.pdf
380,2022-11-30,Board of Commissioners,legislative/minutes/2022/2022-11-30_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/11.30.2022.pdf
381,2022-12-07,Board of Commissioners,legislative/minutes/2022/2022-12-07_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/12.07.2022.pdf
382,2022-12-14,Board of Commissioners,legislative/minutes/2022/2022-12-14_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/12.14.2022.pdf
383,2022-12-21,Board of Commissioners,legislative/minutes/2022/2022-12-21_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2022/12.21.2022.pdf
384,2023-01-04,Board of Commissioners,legislative/minutes/2023/2023-01-04_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/01.04.2023.pdf
385,2023-01-11,Board of Commissioners,legislative/minutes/2023/2023-01-11_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/01.11.2023.pdf
386,2023-01-25,Board of Commissioners,legislative/minutes/2023/2023-01-25_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/01.25.2023.pdf
387,2023-02-01,Board of Commissioners,legislative/minutes/2023/2023-02-01_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/02.01.2023.pdf
388,2023-02-08,Board of Commissioners,legislative/minutes/2023/2023-02-08_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/02.03.2023.pdf
389,2023-03-01,Board of Commissioners,legislative/minutes/2023/2023-03-01_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/03.01.2023.pdf
390,2023-03-08,Board of Commissioners,legislative/minutes/2023/2023-03-08_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/03.08.2023.pdf
391,2023-03-22,Board of Commissioners,legislative/minutes/2023/2023-03-22_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/03.22.2023.pdf
392,2023-03-29,Board of Commissioners,legislative/minutes/2023/2023-03-29_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/03.29.2023.pdf
393,2023-04-12,Board of Commissioners,legislative/minutes/2023/2023-04-12_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/04.12.2023.pdf
394,2023-04-19,Board of Commissioners,legislative/minutes/2023/2023-04-19_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/04.19.2023.pdf
395,2023-05-03,Board of Commissioners,legislative/minutes/2023/2023-05-03_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/05.03.2023.pdf
396,2023-05-10,Board of Commissioners,legislative/minutes/2023/2023-05-10_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/05.10.2023.pdf
397,2023-05-24,Board of Commissioners,legislative/minutes/2023/2023-05-24_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/05.24.2023.pdf
398,2023-05-31,Board of Commissioners,legislative/minutes/2023/2023-05-31_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/05.31.2023.pdf
399,2023-06-07,Board of Commissioners,legislative/minutes/2023/2023-06-07_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/06.07.2023.pdf
400,2023-06-14,Board of Commissioners,legislative/minutes/2023/2023-06-14_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/06.14.2023.pdf
401,2023-06-20,Board of Commissioners,legislative/minutes/2023/2023-06-20_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/06.20.2023.pdf
402,2023-06-21,Board of Commissioners,legislative/minutes/2023/2023-06-21_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/06.21.2023.pdf
403,2023-06-28,Board of Commissioners,legislative/minutes/2023/2023-06-28_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/06.28.2023.pdf
404,2023-07-12,Board of Commissioners,legislative/minutes/2023/2023-07-12_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/07.12.2023.pdf
405,2023-07-19,Board of Commissioners,legislative/minutes/2023/2023-07-19_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/07.19.2023.pdf
406,2023-07-26,Board of Commissioners,legislative/minutes/2023/2023-07-26_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/07.26.2023.pdf
407,2023-08-02,Board of Commissioners,legislative/minutes/2023/2023-08-02_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/08.02.2023.pdf
408,2023-08-16,Board of Commissioners,legislative/minutes/2023/2023-08-16_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/08.16.2023.pdf
409,2023-08-23,Board of Commissioners,legislative/minutes/2023/2023-08-23_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/08.23.2023.pdf
410,2023-08-30,Board of Commissioners,legislative/minutes/2023/2023-08-30_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/08.30.2023.pdf
411,2023-09-13,Board of Commissioners,legislative/minutes/2023/2023-09-13_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/09.13.2023.pdf
412,2023-09-20,Board of Commissioners,legislative/minutes/2023/2023-09-20_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/09.20.2023.pdf
413,2023-10-04,Board of Commissioners,legislative/minutes/2023/2023-10-04_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/10.04.2023.pdf
414,2023-10-11,Board of Commissioners,legislative/minutes/2023/2023-10-11_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/10.11.2023.pdf
415,2023-10-25,Board of Commissioners,legislative/minutes/2023/2023-10-25_board_of_commissioners.md,tesseract,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/10.25.2023.pdf
416,2023-11-01,Board of Commissioners,legislative/minutes/2023/2023-11-01_board_of_commissioners.md,poppler,,https://www.utahcounty.gov/dept/commish/data/minutes/CM/2023/11.01.2023.pdf
