date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2020-03-11,2020,"2020, City Council Regular Meeting Agenda and Packet PDF",Council,6,"The Council was in Closed Session from 8:27 p.m. to 9:27 p.m. 13. Adjournment. The City Council Meeting adjourned at approximately 9:29 p.m. __________________________________ Wendy L. Deppe, CMC City Recorder Approved: April 8, 2020_______________ 14 BLUFFDALE CITY COUNCIL CLOSED MEETING MINUTES Wednesday, March 11, 2020 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Vaughn Pickell, City Attorney Bruce Kartchner, Administrative Services Director At approximately 8:27 p.m., Mayor Derk Timothy called the meeting to order.",Procedural/Administrative,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-03-09/council_2020-03-11_731.md
2020-04-01,2020,"2020, City Council Electronic Meeting Agenda and Packet",Council,1,"iJ BLUFFDALE ~~ EST . 1848 ~~ BLUFFDALE CITY COUNCIL MEETING AGENDA Wednesday, April 01, 2020 *This meeting will be conducted electronically* Notice is hereby given that the Bluffdale City Council will hold an electronic meeting Wednesday, April 01, 2020 at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah schedu led to begin promptly at 6 :00 p.m. or as soon thereafter as possible. View the meeting on Facebook Live: https://www.facebook.com/bluffdalecity Please feel free to provide com ments via email to: councilmeetingcomment@bluffdale.com. BLUFFDALE CITY COUNCIL REGULAR BUSINE",Appointment,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-03-30/council_2020-04-01_737.md
2020-04-01,2020,"2020, City Council Electronic Meeting Agenda and Packet",Council,2,"3. Closed Meeting Pursuant to Utah Code §52-4-205(1) to Discuss the Character, Professional Competence, or Health of an Individual, Collective Bargaining, Pending or Imminent Litigation, Strategies to Discuss Real Property Acquisition, Including any Form of a Water Right or Water Share, Security Issues, or any Alleged Criminal Misconduct. Mark Hales moved to go into Closed Meeting pursuant to Utah Code §52-4-205(1) to discuss the character, professional competence, or health of an individual, collective bargaining, pending or imminent litigation, strategies to discuss real property acquisition",Procedural/Administrative,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-03-30/council_2020-04-01_737.md
2020-04-01,2020,"2020, City Council Electronic Meeting Agenda and Packet",Council,3,"The City Council was in Closed Session from 6: 19 p.m. to 6:33 p.m. CONTINUATION OF BUSINESS MEETING 4. Consideration and Vote on a Resolution of the Governing Body of the City of Bluffdale Appointing a City Attorney. The above matter was removed from the agenda. 5. Adiournment. Prior to adjournment, Jeff Gaston was reported that nearly 200 masks were donated earlier in the day by PC Laptops and Dan Young through the Utah Attorney General's Office to the Fire and Police Departments. A thank you was to be issued the following day. The Mayor reported that Allison Wilcox received a call from the ",Appointment,The motion passed with the unanimous consent of the Council,,Traci,,,minutes/2020/2020-03-30/council_2020-04-01_737.md
2020-04-01,2020,"2020, City Council Electronic Meeting Agenda and Packet",Council,4,"The City Council Meeting adjourned at approximately 6:35 p.m. Wendy L. Deppe, CMC City Recorder Approved: May 13, 2020 2 BLUFFDALE CITY COUNCIL CLOSED MEETING MINUTES Wednesday, April 1, 2020 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas At approximately 6: 19 p.m., Mayor Derk Timothy called the meeting to order. Motion: Mark Hales moved to go into Closed Session pursuant to Utah Code §52-4-205(1) to discuss the character, professional competence, or health of an individual, collective bargaining, pending or imminent litigation, strategies to discuss",Procedural/Administrative,The motion passed with the unanimous consent of the Council,,,,,minutes/2020/2020-03-30/council_2020-04-01_737.md
2020-04-08,2020,"2020, City Council, LBA & RDA Combined Electronic Meeting Agenda and Packet",Council,1,"a BLUFFDALE ~~ EST. 1 848 ~~ BLUFFDALE CITY COUNCIL LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD REDEVELOPMENT AGENCY BOARD COMBINED MEETING AGENDA Wednesday,AprilOS,2020 *This meeting will only be conducted electronically* Notice is hereby give n that the Bluffdale City Council, LBA & RDA will hold a joint electronic meeting Wednesday, April 08, 2020, scheduled to begin promptly at 6:00 p.m . or as soon thereafter as possible. There are various ways to participate in this electronic meeting: 1. Please check the City website for the most up-to-date details to access the electronic m",Land-Use/Zoning,The motion passed unanimously,,,Jeff Gaston,Aye,minutes/2020/2020-04-06/council_2020-04-08_739.md
2020-04-08,2020,"2020, City Council, LBA & RDA Combined Electronic Meeting Agenda and Packet",Council,1,"a BLUFFDALE ~~ EST. 1 848 ~~ BLUFFDALE CITY COUNCIL LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD REDEVELOPMENT AGENCY BOARD COMBINED MEETING AGENDA Wednesday,AprilOS,2020 *This meeting will only be conducted electronically* Notice is hereby give n that the Bluffdale City Council, LBA & RDA will hold a joint electronic meeting Wednesday, April 08, 2020, scheduled to begin promptly at 6:00 p.m . or as soon thereafter as possible. There are various ways to participate in this electronic meeting: 1. Please check the City website for the most up-to-date details to access the electronic m",Land-Use/Zoning,The motion passed unanimously,,,Mark Hales,Aye,minutes/2020/2020-04-06/council_2020-04-08_739.md
2020-04-08,2020,"2020, City Council, LBA & RDA Combined Electronic Meeting Agenda and Packet",Council,1,"a BLUFFDALE ~~ EST. 1 848 ~~ BLUFFDALE CITY COUNCIL LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD REDEVELOPMENT AGENCY BOARD COMBINED MEETING AGENDA Wednesday,AprilOS,2020 *This meeting will only be conducted electronically* Notice is hereby give n that the Bluffdale City Council, LBA & RDA will hold a joint electronic meeting Wednesday, April 08, 2020, scheduled to begin promptly at 6:00 p.m . or as soon thereafter as possible. There are various ways to participate in this electronic meeting: 1. Please check the City website for the most up-to-date details to access the electronic m",Land-Use/Zoning,The motion passed unanimously,,,Wendy Aston,Aye,minutes/2020/2020-04-06/council_2020-04-08_739.md
2020-04-08,2020,"2020, City Council, LBA & RDA Combined Electronic Meeting Agenda and Packet",Council,1,"a BLUFFDALE ~~ EST. 1 848 ~~ BLUFFDALE CITY COUNCIL LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD REDEVELOPMENT AGENCY BOARD COMBINED MEETING AGENDA Wednesday,AprilOS,2020 *This meeting will only be conducted electronically* Notice is hereby give n that the Bluffdale City Council, LBA & RDA will hold a joint electronic meeting Wednesday, April 08, 2020, scheduled to begin promptly at 6:00 p.m . or as soon thereafter as possible. There are various ways to participate in this electronic meeting: 1. Please check the City website for the most up-to-date details to access the electronic m",Land-Use/Zoning,The motion passed unanimously,,,Dave Kallas,Aye,minutes/2020/2020-04-06/council_2020-04-08_739.md
2020-04-08,2020,"2020, City Council, LBA & RDA Combined Electronic Meeting Agenda and Packet",Council,1,"a BLUFFDALE ~~ EST. 1 848 ~~ BLUFFDALE CITY COUNCIL LOCAL BUILDING AUTHORITY OF THE CITY OF BLUFFDALE BOARD REDEVELOPMENT AGENCY BOARD COMBINED MEETING AGENDA Wednesday,AprilOS,2020 *This meeting will only be conducted electronically* Notice is hereby give n that the Bluffdale City Council, LBA & RDA will hold a joint electronic meeting Wednesday, April 08, 2020, scheduled to begin promptly at 6:00 p.m . or as soon thereafter as possible. There are various ways to participate in this electronic meeting: 1. Please check the City website for the most up-to-date details to access the electronic m",Land-Use/Zoning,The motion passed unanimously,,,Traci Crockett,Aye,minutes/2020/2020-04-06/council_2020-04-08_739.md
2020-04-08,2020,"2020, City Council, LBA & RDA Combined Electronic Meeting Agenda and Packet",Council,2,"4. COVID-19 Briefmg; Staff Presenters, Battalion Fire Chief Warren James and Natalie Hall. Emergency Program Manager, Natalie Hall reported on the Emergency Management response to the earthquake that recently occurred in Bluffdale. The Engineering Department inspected all City facilities and reported back formally to Salt Lake County. Ms. Hall also noted that City employees were moved out of the Public Works Building on Redwood Road. The only damage that occurred within the City was a crack on Boulden Falls Road and minor stucco cracking in nearby residences. There was no other damage reported",Land-Use/Zoning,The motion passed unanimously,,,Mark Hales,Aye,minutes/2020/2020-04-06/council_2020-04-08_739.md
2020-04-08,2020,"2020, City Council, LBA & RDA Combined Electronic Meeting Agenda and Packet",Council,2,"4. COVID-19 Briefmg; Staff Presenters, Battalion Fire Chief Warren James and Natalie Hall. Emergency Program Manager, Natalie Hall reported on the Emergency Management response to the earthquake that recently occurred in Bluffdale. The Engineering Department inspected all City facilities and reported back formally to Salt Lake County. Ms. Hall also noted that City employees were moved out of the Public Works Building on Redwood Road. The only damage that occurred within the City was a crack on Boulden Falls Road and minor stucco cracking in nearby residences. There was no other damage reported",Land-Use/Zoning,The motion passed unanimously,,,Wendy Aston,Aye,minutes/2020/2020-04-06/council_2020-04-08_739.md
2020-04-08,2020,"2020, City Council, LBA & RDA Combined Electronic Meeting Agenda and Packet",Council,2,"4. COVID-19 Briefmg; Staff Presenters, Battalion Fire Chief Warren James and Natalie Hall. Emergency Program Manager, Natalie Hall reported on the Emergency Management response to the earthquake that recently occurred in Bluffdale. The Engineering Department inspected all City facilities and reported back formally to Salt Lake County. Ms. Hall also noted that City employees were moved out of the Public Works Building on Redwood Road. The only damage that occurred within the City was a crack on Boulden Falls Road and minor stucco cracking in nearby residences. There was no other damage reported",Land-Use/Zoning,The motion passed unanimously,,,Traci Crockett,Aye,minutes/2020/2020-04-06/council_2020-04-08_739.md
2020-04-08,2020,"2020, City Council, LBA & RDA Combined Electronic Meeting Agenda and Packet",Council,2,"4. COVID-19 Briefmg; Staff Presenters, Battalion Fire Chief Warren James and Natalie Hall. Emergency Program Manager, Natalie Hall reported on the Emergency Management response to the earthquake that recently occurred in Bluffdale. The Engineering Department inspected all City facilities and reported back formally to Salt Lake County. Ms. Hall also noted that City employees were moved out of the Public Works Building on Redwood Road. The only damage that occurred within the City was a crack on Boulden Falls Road and minor stucco cracking in nearby residences. There was no other damage reported",Land-Use/Zoning,The motion passed unanimously,,,Dave Kallas,Aye,minutes/2020/2020-04-06/council_2020-04-08_739.md
2020-04-08,2020,"2020, City Council, LBA & RDA Combined Electronic Meeting Agenda and Packet",Council,2,"4. COVID-19 Briefmg; Staff Presenters, Battalion Fire Chief Warren James and Natalie Hall. Emergency Program Manager, Natalie Hall reported on the Emergency Management response to the earthquake that recently occurred in Bluffdale. The Engineering Department inspected all City facilities and reported back formally to Salt Lake County. Ms. Hall also noted that City employees were moved out of the Public Works Building on Redwood Road. The only damage that occurred within the City was a crack on Boulden Falls Road and minor stucco cracking in nearby residences. There was no other damage reported",Land-Use/Zoning,The motion passed unanimously,,,Jeff Gaston,Aye,minutes/2020/2020-04-06/council_2020-04-08_739.md
