date,body,dev_type,title,matter,location,outcome,names_recorded,motion_id,minutes_path
2024-06-18,County Council,other_land_use,"Resolution of the Salt Lake County Council Adopting Adjustments to the Fiscal Year 2024 Budgets for Salt Lake County Offices, Departments, and Agencies; Adopting Proposed Ad Valorem Tax Rates on the Taxable Property in the County for Fiscal Year 2024; Certifying Compliance with Certain Requirements ",,,Pass,0,2387,
2024-06-20,Mountainous Planning District Planning Commission,zoning_ord_text,"To recommend approval to County Council with staff recommendations of file # OAM2024- 001119 An ordinance amending Title 9, entitled “Health and Safety” and Title 19, entitled “Zoning” of the Salt Lake Code Of Ordinances, 2001, to provide greater consistency with the Wildland -Urban Interface Code (",,,Pass,0,4461,
2024-06-25,County Council,zoning_ord_text,"Final Approval an Ordinance Amending Section 19.15.110 Of the Salt Lake County Code Of Ordinances, 2001, Entitled “ADU Design Standards,” to Allow Accessory Dwelling Units In Front Yards Under Certain Limited Circumstances; And Making Other Related Changes.",,,Pass,0,2380,
2024-07-10,Planning Commission,subdivision_plat,To approve application # PER2024-001079 Bill VanSickle is requesting a Waiver of Slope Protection standards for a lot of record located in the Alta approach PUD subdivision (lot #12). The proposal is for the development of a new single-family dwelling to be built on slopes between 30% and 40% (exist,,,Pass,0,4463,
2024-08-06,County Council,other_land_use,Final Adoption of an Ordinance of the Legislative Body of Salt Lake County Amending Section 2.80.150 of the Salt Lake County Code of Ordinances Concerning Criminal Background Checks,,,Pass,0,2408,
2024-08-13,County Council,other_land_use,Final Adoption of an Ordinance of the Legislative Body of Salt Lake County Amending Section 2.40.020 of the Salt Lake County Code of Ordinances Concerning the Fleet Board,,,Pass,0,2425,
2024-09-17,County Council,land_use_ordinance,"Final Adoption of an Ordinance of General Revision, Amending Title 9, Entitled “Health and Safety” and Title 19, Entitled “Zoning” of the Salt Lake Code of Ordinances, 2001, to Provide Greater Consistency with the Wildland Urban Interface Code",,,Pass,0,2453,
2024-10-29,County Council,other_land_use,"First Reading of an Ordinance of the Legislative Body of Salt Lake County, Utah, Amending Section 2.07.401 Of the Salt Lake County Code of Ordinances, 2001, Entitled “Political Activities of Employees,” And Section 2.07.402 Of the Salt Lake County Code Of Ordinances, 2001, Entitled “Prohibitions on ",,,Pass,0,2549,
2024-11-05,County Council,other_land_use,"Final Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah, Amending Section 2.07.401 of the Salt Lake County Code of Ordinances, 2001, Entitled “Political Activities of Employees,” And Section 2.07.402 of the Salt Lake County Code Of Ordinances, 2001, Entitled “Prohibitions on",,,Pass,0,2509,
2024-12-10,County Council,other_land_use,"Consideration of a Resolution of the Salt Lake County Council Adopting a Final Budget for Fiscal Year 2025 for Salt Lake County Offices, Departments, and Agencies, Including Proposed Tax Revenues, Budget Appropriations, and Personnel Allocations; Adopting Compensation Adjustments for County Official",,,Pass,1,2583,
2024-12-10,Planning Commission,subdivision_plat,"To approve application #SUB2023-000919 (Christa Moon is requesting preliminary plat approval for the Moon Subdivision), with staff recommendations.",,,Pass,0,4472,
2024-12-10,Planning Commission,conditional_use,"To approve application #CUP2024-001276 (Dakota Hawks is requesting conditional use approval for a stealth monopole), with staff recommendations.",,,Pass,0,4473,
2024-12-11,Planning Commission,subdivision_plat,"To approve application #SUB2023-000919 (Christa Moon is requesting preliminary plat approval for the Moon Subdivision), with staff recommendations.",,,Pass,0,4476,
2024-12-11,Planning Commission,conditional_use,"To approve application #CUP2024-001276 (Dakota Hawks is requesting conditional use approval for a stealth monopole), with staff recommendations.",,,Pass,0,4477,
2025-02-04,County Council,land_use_ordinance,Formal Adoption of an Ordinance of the Salt Lake County Council Dissolving the Arbor Park Neighborhood Development Project Area,,,Pass,0,2620,
2025-02-18,County Council,other_land_use,"Final Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah, Enacting Chapter 3.13 of the Salt Lake County Code Of Ordinances, 2001, Entitled “Optional Sales And Use Tax to Fund Highways, a System for Public Transit, and Public Safety Purposes,” for the Purpose of Imposing A Cou",,,Pass,1,2665,
2025-02-18,County Council,other_land_use,"Final Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah Amending Chapter 2.98 of the Salt Lake County Code of Ordinances, 2001, Entitled “Information Technology Advisory Board”",,,Pass,0,2667,
2025-03-18,County Council,annexation,Consideration of an Approval of an Annexation that Creates an Island - Salt Lake City Northpoint Annexation,,,Pass,1,2679,
2025-03-20,Mountainous Planning District Planning Commission,other_land_use,"To recommend approval to the County Council of file # OAM2025-001349 An Ordinance of General Revision, Amending Section 19.15.140, Entitled “Retention of Single -Family Residence Status and Verification of Water and Sewer” of the Salt Lake Code of Ordinances, 2001, to Allow Separate Metering for Det",,,Pass,0,4479,
2025-04-01,County Council,other_land_use,"Final Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah, Amending Section 1.06.020 of the Salt Lake County Code of Ordinances, 2001, Entitled ""Holidays"" Establishing the Date on Which the Juneteenth Independence Day is Observed",,,Pass,0,2702,
2025-04-08,County Council,other_land_use,"Final Adoption of an Ordinance of General Revision, Amending Section 19.15.140, Entitled “Retention of Single-Family Residence Status and Verification of Water and Sewer” of the Salt Lake Code Of Ordinances, 2001, to Allow Separate Metering for Detached Accessory Dwelling Units; and Making Other Rel",,,Pass,0,2688,
2025-04-08,County Council,annexation,Consideration for Approval of an Annexation that Creates a Peninsula - Cottonwood Heights (“Tavaci” Annexation),,,Pass,0,2689,
2025-04-16,Planning Commission,subdivision_plat,To approve application # PUD2024-001312 Keystone Construction is requesting approval of the proposed Condominiums at Sky Ranch Preliminary Plat and associated planned unit development with staff recommendations.,,,Pass,0,4489,
2025-04-16,Planning Commission,subdivision_plat,To approve application # PAM2025-001327 Woodside Homes of Utah is requesting approval of the proposed Sky Ranch Townhomes Phase 4 Amended Plat.,,,Pass,0,4490,
2025-04-29,County Council,general_plan_amendment,"Budget Adjustment: The Office of Regional Development Requests to Recognize $100,000 in One-Time Revenue and Corresponding Expense of a Qualified Contractor to Update the County’s General Plans to Incorporate a Water Use and Preservation Element as Required by Utah Code 17-27a-403",,,Pass,0,2707,
2025-04-29,County Council,other_land_use,"Final Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah, Repealing Chapter 9.26 of the Salt Lake County Code of Ordinances, 2001, Entitled “Fluoridation of Public Water Supplies in Salt Lake County”",,,Pass,0,2713,
2025-05-06,County Council,other_land_use,"Final Adoption of an Ordinance of the Legislative Body of Salt Lake County, Utah Amending Chapter 2.50 of the Salt Lake County Code of Ordinances, 2001, Entitled “County Constables” in Order to Update Provisions Related to the Appointment of Constables by Salt Lake County",,,Pass,0,2740,
2025-05-14,Planning Commission,other_land_use,To recommend approval to the County Council of file #OAM2025-001372 Consideration of an ordinance adopting Salt Lake County Engineering Standard Drawings and Specifications. The proposed ordinance includes the adoption by reference of the latest revision of AASHTO “A Policy on Geometric Design of Hi,,,Pass,0,4495,
2025-05-14,Planning Commission,other_land_use,To recommend approval to the County Council of file #OAM2025-001375 Consideration of a resolution amending Salt Lake County’s land use fee schedule.,,,Pass,0,4496,
2025-05-15,Mountainous Planning District Planning Commission,other_land_use,To recommend approval to the County Council of file #OAM2025-001372 Consideration of an ordinance adopting Salt Lake County Engineering Standard Drawings and Specifications. The proposed ordinance includes the adoption by reference of the latest revision of AASHTO “A Policy on Geometric Design of Hi,,,Pass,0,4499,
2025-05-15,Mountainous Planning District Planning Commission,other_land_use,To recommend approval to the County Council of file #OAM2025-001375 Consideration of a resolution amending Salt Lake County’s land use fee schedule.,,,Pass,0,4500,
2025-07-16,Planning Commission,rezone,To recommend application # REZ2025-001420 Tom Peterson is requesting to rezone property from A-20 to M-2 for approval to the County Council with staff recommendations.,,,Pass,0,4502,
2025-08-13,Planning Commission,conditional_use,To approve application # CUP2025-001401 Angie and Matt Dorenbosch are requesting a Conditional Use Permit for a Contractor Equipment Storage and an exception request with staff recommendations.,,,Pass,0,4504,
2025-12-10,Planning Commission,subdivision_plat,To approve application #SUB2025-001403 Walt Hoffman is requesting Preliminary Plat Approval for the Salt Lake Valley Panorama Views Subdivision with staff recommendations and conditions.,,,Pass,0,4506,
2025-12-10,Planning Commission,general_plan_amendment,To recommend file #OAM2025-001554 Consideration of Proposed Amendment to Salt Lake County’s West General Plan and Sandy Hills General Plan to add a Water Use and Preservation Element to Each Plan for approval to the Salt Lake County Council.,,,Pass,0,4507,
2025-12-18,Mountainous Planning District Planning Commission,general_plan_amendment,To recommend file #OAM2025-001554 Consideration of Proposed Amendment to Salt Lake County’s Wasatch Canyons General Plan to add a Water Use and Preservation Element for approval to the Salt Lake County Council.,,,Pass,0,4509,
2026-03-11,Planning Commission,zoning_ord_text,"To recommend approve of file #OAM2026-001589 An ordinance amending section 19.72.110, entitled “Tree and Vegetation Protection” and enacting section 19.72.115, entitled “Forest Management Plan, Fuels Reduction Plan” of the Salt Lake Code Of Ordinances, 2001, to provide greater clarity on the standar",,,Pass,0,4510,
2026-03-19,Mountainous Planning District Planning Commission,zoning_ord_text,"To recommend file #OAM2026-001589 An ordinance amending section 19.72.110, entitled “Tree and Vegetation Protection” and enacting section 19.72.115, entitled “Forest Management Plan, Fuels Reduction Plan” of the Salt Lake Code Of Ordinances, 2001, to provide greater clarity on the standards and proc",,,Pass,0,4514,
