year,election_type,source_file,contest_id,contest,vote_for,precinct,candidate,party,votes,suppressed,vote_method
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Eureka #2,TINA CANNON,REP,65,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Eureka #3,CATHERINE VOUTAZ,DEM,27,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Eureka #3,JEFFREY L. OSTLER,CON,11,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Eureka #3,TINA CANNON,REP,89,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Eureka #4,CATHERINE VOUTAZ,DEM,16,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Eureka #4,JEFFREY L. OSTLER,CON,6,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Eureka #4,TINA CANNON,REP,53,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Eureka #5,CATHERINE VOUTAZ,DEM,4,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Eureka #5,JEFFREY L. OSTLER,CON,5,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Eureka #5,TINA CANNON,REP,14,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Eureka #6,CATHERINE VOUTAZ,DEM,,True,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Eureka #6,JEFFREY L. OSTLER,CON,,True,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Eureka #6,TINA CANNON,REP,,True,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Levan #1,CATHERINE VOUTAZ,DEM,37,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Levan #1,JEFFREY L. OSTLER,CON,18,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Levan #1,TINA CANNON,REP,385,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Levan #1:U,CATHERINE VOUTAZ,DEM,3,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Levan #1:U,JEFFREY L. OSTLER,CON,2,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Levan #1:U,TINA CANNON,REP,79,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Mona #1,CATHERINE VOUTAZ,DEM,51,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Mona #1,JEFFREY L. OSTLER,CON,26,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Mona #1,TINA CANNON,REP,485,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Mona #1:U,CATHERINE VOUTAZ,DEM,4,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Mona #1:U,JEFFREY L. OSTLER,CON,10,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Mona #1:U,TINA CANNON,REP,107,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Mona #2,CATHERINE VOUTAZ,DEM,30,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Mona #2,JEFFREY L. OSTLER,CON,18,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Mona #2,TINA CANNON,REP,373,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Mona #2:U,CATHERINE VOUTAZ,DEM,3,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Mona #2:U,JEFFREY L. OSTLER,CON,8,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Mona #2:U,TINA CANNON,REP,121,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #1,CATHERINE VOUTAZ,DEM,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #1,JEFFREY L. OSTLER,CON,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #1,TINA CANNON,REP,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #2,CATHERINE VOUTAZ,DEM,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #2,JEFFREY L. OSTLER,CON,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #2,TINA CANNON,REP,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #3,CATHERINE VOUTAZ,DEM,37,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #3,JEFFREY L. OSTLER,CON,32,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #3,TINA CANNON,REP,405,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #3:U,CATHERINE VOUTAZ,DEM,9,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #3:U,JEFFREY L. OSTLER,CON,3,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #3:U,TINA CANNON,REP,119,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #4,CATHERINE VOUTAZ,DEM,81,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #4,JEFFREY L. OSTLER,CON,49,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #4,TINA CANNON,REP,633,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #4:U1,CATHERINE VOUTAZ,DEM,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #4:U1,JEFFREY L. OSTLER,CON,1,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #4:U1,TINA CANNON,REP,13,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #5,CATHERINE VOUTAZ,DEM,80,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #5,JEFFREY L. OSTLER,CON,51,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #5,TINA CANNON,REP,652,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #5:U1,CATHERINE VOUTAZ,DEM,6,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #5:U1,JEFFREY L. OSTLER,CON,2,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #5:U1,TINA CANNON,REP,88,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #5:U2,CATHERINE VOUTAZ,DEM,,True,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #5:U2,JEFFREY L. OSTLER,CON,,True,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #5:U2,TINA CANNON,REP,,True,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #6,CATHERINE VOUTAZ,DEM,50,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #6,JEFFREY L. OSTLER,CON,32,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #6,TINA CANNON,REP,527,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #6:U,CATHERINE VOUTAZ,DEM,1,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #6:U,JEFFREY L. OSTLER,CON,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #6:U,TINA CANNON,REP,28,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #7,CATHERINE VOUTAZ,DEM,77,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #7,JEFFREY L. OSTLER,CON,43,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Nephi #7,TINA CANNON,REP,632,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Rocky Ridge #1,CATHERINE VOUTAZ,DEM,7,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Rocky Ridge #1,JEFFREY L. OSTLER,CON,60,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Rocky Ridge #1,TINA CANNON,REP,269,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Rocky Ridge #1:U,CATHERINE VOUTAZ,DEM,2,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Rocky Ridge #1:U,JEFFREY L. OSTLER,CON,2,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Rocky Ridge #1:U,TINA CANNON,REP,9,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Rocky Ridge #1:U2,CATHERINE VOUTAZ,DEM,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Rocky Ridge #1:U2,JEFFREY L. OSTLER,CON,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Rocky Ridge #1:U2,TINA CANNON,REP,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Rocky Ridge #1:USQ,CATHERINE VOUTAZ,DEM,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Rocky Ridge #1:USQ,JEFFREY L. OSTLER,CON,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,01000000-a212-ee10-9f5d-08dce8b6fa4b,State Auditor,1,Rocky Ridge #1:USQ,TINA CANNON,REP,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a276-08dce8b6fa4b.json,01000000-a212-ee10-a276-08dce8b6fa4b,State House 29 (Multi-County),1,,BRIDGER BOLINDER,REP,85,False,Certified Total
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a276-08dce8b6fa4b.json,01000000-a212-ee10-a276-08dce8b6fa4b,State House 29 (Multi-County),1,,RON DRAPER,DEM,16,False,Certified Total
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a276-08dce8b6fa4b.json,01000000-a212-ee10-a276-08dce8b6fa4b,State House 29 (Multi-County),1,Callao #1,BRIDGER BOLINDER,REP,83,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a276-08dce8b6fa4b.json,01000000-a212-ee10-a276-08dce8b6fa4b,State House 29 (Multi-County),1,Callao #1,RON DRAPER,DEM,16,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a276-08dce8b6fa4b.json,01000000-a212-ee10-a276-08dce8b6fa4b,State House 29 (Multi-County),1,Eureka #6,BRIDGER BOLINDER,REP,,True,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a276-08dce8b6fa4b.json,01000000-a212-ee10-a276-08dce8b6fa4b,State House 29 (Multi-County),1,Eureka #6,RON DRAPER,DEM,,True,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a276-08dce8b6fa4b.json,01000000-a212-ee10-a276-08dce8b6fa4b,State House 29 (Multi-County),1,Nephi #1,BRIDGER BOLINDER,REP,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a276-08dce8b6fa4b.json,01000000-a212-ee10-a276-08dce8b6fa4b,State House 29 (Multi-County),1,Nephi #1,RON DRAPER,DEM,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a276-08dce8b6fa4b.json,01000000-a212-ee10-a276-08dce8b6fa4b,State House 29 (Multi-County),1,Nephi #2,BRIDGER BOLINDER,REP,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a276-08dce8b6fa4b.json,01000000-a212-ee10-a276-08dce8b6fa4b,State House 29 (Multi-County),1,Nephi #2,RON DRAPER,DEM,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,,TROY SHELLEY,REP,5280,False,Certified Total
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Eureka #1,TROY SHELLEY,REP,63,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Eureka #2,TROY SHELLEY,REP,70,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Eureka #3,TROY SHELLEY,REP,108,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Eureka #4,TROY SHELLEY,REP,70,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Eureka #5,TROY SHELLEY,REP,15,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Levan #1,TROY SHELLEY,REP,397,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Levan #1:U,TROY SHELLEY,REP,79,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Mona #1,TROY SHELLEY,REP,476,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Mona #1:U,TROY SHELLEY,REP,101,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Mona #2,TROY SHELLEY,REP,370,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Mona #2:U,TROY SHELLEY,REP,118,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Nephi #3,TROY SHELLEY,REP,417,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Nephi #3:U,TROY SHELLEY,REP,117,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Nephi #4,TROY SHELLEY,REP,651,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Nephi #4:U1,TROY SHELLEY,REP,12,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Nephi #5,TROY SHELLEY,REP,667,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Nephi #5:U1,TROY SHELLEY,REP,82,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Nephi #5:U2,TROY SHELLEY,REP,,True,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Nephi #6,TROY SHELLEY,REP,526,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Nephi #6:U,TROY SHELLEY,REP,26,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Nephi #7,TROY SHELLEY,REP,641,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Rocky Ridge #1,TROY SHELLEY,REP,262,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Rocky Ridge #1:U,TROY SHELLEY,REP,9,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Rocky Ridge #1:U2,TROY SHELLEY,REP,0,False,Precinct
2024,general,raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,01000000-a212-ee10-a2fd-08dce8b6fa4b,State House 66 (Multi-County),1,Rocky Ridge #1:USQ,TROY SHELLEY,REP,0,False,Precinct
