ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence
2025-19,2025-03-25,2025-03-25,"AN ORDINANCE AMENDING THE ZONE MAP CLASSIFICATION OF APPROXIMATELY 0.29 ACRES OF REAL PROPERTY, LOCATED AT 4150 NORTH CANYON ROAD FROM THE RESIDENTIAL AGRICULTURAL (RA) ZONE TO THE ONE-FAMILY RESIDENTIAL (R1.10) ZONE. NORTH TIMPVIEW NEIGHBORHOOD (PLRZ20250003)",https://www.utah.gov/pmn/sitemap/notice/983515.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-03-25_notice983515_1251431.docx,,,2025-03-25,1,high
2025-20,2025-03-25,2025-03-25,"AN ORDINANCE AMENDING THE ZONE MAP CLASSIFICATION OF REAL PROPERTY, GENERALLY LOCATED AT 2601 WEST 280 SOUTH, FROM THE AGRICULTURAL (A1.1) ZONE TO THE AGRICULTURAL WITH AGRITOURISM OVERLAY (A1.1(AT)) ZONE. PROVO BAY NEIGHBORHOOD. (PLRZ20230196)",https://www.utah.gov/pmn/sitemap/notice/983515.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-03-25_notice983515_1251431.docx,,,2025-03-25,7,high
2025-21,2025-04-08,2025-04-08,"An implied motion to approve Ordinance 2025-21, as currently constituted, has been made by council rule. Betsy Fowler Russon, Attorney with White Bear Ankele Tanaka & Waldron, presented.",provo_city_council/meeting_minutes/minutes/2025/2025-04-07/2025-04-08_council-regular-meeting.md,2026-07-03,na,motion_citation (all_votes.csv),,,,2025-04-08,4,within_source
2025-22,2025-04-22,2025-04-22,"An implied motion to approve Ordinance 2025-22, as currently constituted, has been made by Council rule. City Planner Hannah Salzl presented proposed Ordinance 2025-22 to amend the Conservation and Resiliency Plan to include a new appendix committing Provo to be a Bee City USA affiliate.",provo_city_council/meeting_minutes/minutes/2025/2025-04-21/2025-04-22_council-regular-meeting.md,2026-07-03,na,motion_citation (all_votes.csv),,,,2025-04-22,2,within_source
2025-23,2025-04-22,2025-04-22,"An implied motion to approve Ordinance 2025-23, as currently constituted, has been made by Council rule. City Attorney Brian Jones said the proposed ordinance would remove references in City Code to the Utah Alcoholic Beverage Control Act, which no longer existed.",provo_city_council/meeting_minutes/minutes/2025/2025-04-21/2025-04-22_council-regular-meeting.md,2026-07-03,na,motion_citation (all_votes.csv),,,,2025-04-22,3,within_source
2025-24,2025-04-22,2025-04-22,"An implied motion to approve Ordinance 2025-24, as currently constituted, has been made by Council rule. Zoning Administrator Scott Johnson presented proposed updates to Title 17 of City Code to: change verbiage from “fee(s)” to “fine(s)”; increase and standardize daily civil fines; define “subsequent",provo_city_council/meeting_minutes/minutes/2025/2025-04-21/2025-04-22_council-regular-meeting.md,2026-07-03,na,motion_citation (all_votes.csv),,,,2025-04-22,4,within_source
2025-25,2025-04-22,2025-04-22,"An implied motion to approve Ordinance 2025-25, as currently constituted, has been made by Council rule. Ms.",provo_city_council/meeting_minutes/minutes/2025/2025-04-21/2025-04-22_council-regular-meeting.md,2026-07-03,na,motion_citation (all_votes.csv),,,,2025-04-22,6,within_source
2025-26,2025-04-22,2025-04-22,Councilor Whipple moved to amend Ordinance 2025-26 to include Exhibit B with the 34%. Councilor Handley seconded the motion.,provo_city_council/meeting_minutes/minutes/2025/2025-04-21/2025-04-22_council-regular-meeting.md,2026-07-03,na,motion_citation (all_votes.csv),,,,2025-04-22,11,within_source
2025-27,2025-04-22,2025-04-22,"An implied motion to approve Ordinance 2025-27, as currently constituted, has been made by Council rule. Councilor Hoban said he was supportive.",provo_city_council/meeting_minutes/minutes/2025/2025-04-21/2025-04-22_council-regular-meeting.md,2026-07-03,na,motion_citation (all_votes.csv),,,,2025-04-22,7,within_source
2025-28,2025-04-22,2025-04-22,"An implied motion to approve Ordinance 2025-28, as currently constituted, has been made by Council rule. Ms.",provo_city_council/meeting_minutes/minutes/2025/2025-04-21/2025-04-22_council-regular-meeting.md,2026-07-03,na,motion_citation (all_votes.csv),,,,2025-04-22,13,within_source
2025-29,2025-04-22,2025-04-22,"An implied motion to approve Ordinance 2025-29, as currently constituted, has been made by Council rule. Dustin Wright, Planner, explained an application to apply the Performance Development Overlay (PDO) to three acres currently zoned One-Family Residential to build clustered townhomes.",provo_city_council/meeting_minutes/minutes/2025/2025-04-21/2025-04-22_council-regular-meeting.md,2026-07-03,na,motion_citation (all_votes.csv),,,,2025-04-22,15,within_source
2025-30,2025-05-06,2025-05-06,AN ORDINANCE AMENDING PROVO CITY CODE REGARDING MAYORAL COMPENSATION. (25-010),https://www.utah.gov/pmn/sitemap/notice/993429.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-05-06_notice993429_1268917.docx,,,2025-05-06,8,high
2025-31,2025-05-06,2025-05-06,AN ORDINANCE AMENDING PROVO CITY CODE REGARDING MUNICIPAL COUNCILORS’ COMPENSATION. (25-010),https://www.utah.gov/pmn/sitemap/notice/993429.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-05-06_notice993429_1268917.docx,,,2025-05-06,9,high
2025-32,2025-05-06,2025-05-06,AN ORDINANCE AMMENDING PROVO CITY CODE 14.34.450 ELDERLY PERSONS – EXTRA LIVING SPACES (25-040),https://www.utah.gov/pmn/sitemap/notice/993429.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-05-06_notice993429_1268917.docx,,,2025-05-06,10,high
2025-33,2025-05-06,2025-05-06,"AN ORDINANCE AMENDING THE ZONE MAP CLASSIFICATION OF REAL PROPERTY, GENERALLY LOCATED AT 2087 WEST CENTER STREET, FROM THE ONE FAMILY RESIDENTIAL (R1.8) ZONE TO THE GENERAL COMMERCIAL (CG) ZONE. PROVO BAY NEIGHBORHOOD. (PLRZ20230258)",https://www.utah.gov/pmn/sitemap/notice/993429.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-05-06_notice993429_1268917.docx,,,2025-05-06,11,high
2025-34,2025-05-20,2025-05-20,"AN ORDINANCE AMENDING THE ZONE MAP CLASSIFICATION OF REAL PROPERTY, GENERALLY LOCATED AT 3185 WEST 550 SOUTH, FROM THE AGRICULTURAL (A1.5) ZONE TO THE AIRPORT INDUSTRIAL (AI) ZONE. PROVO BAY NEIGHBORHOOD. (PLRZ20250011)",https://www.utah.gov/pmn/sitemap/notice/996903.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-05-20_notice996903_1275251.docx,,,2025-05-20,2,high
2025-35,2025-05-20,2025-05-20,"AN ORDINANCE AMENDING THE ZONE MAP CLASSIFICATION OF REAL PROPERTY, GENERALLY LOCATED AT 2000 N CANYON ROAD, FROM THE ONE-FAMILY RESIDENTIAL (R1.8) ZONE TO THE ONE-FAMILY RESIDENTIAL (R1.6) ZONE. PLEASANT VIEW NEIGHBORHOOD. (PLRZ20250097)",https://www.utah.gov/pmn/sitemap/notice/996903.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-05-20_notice996903_1275251.docx,,,2025-05-20,3,high
2025-36,2025-06-17,2025-06-17,AN ORDINANCE AMENDING PROVO CITY CODE REGARDING COVERED PARKING STRUCTURES ON HISTORIC LANDMARK PROPERTIES. (PLOTA20250179),https://www.utah.gov/pmn/sitemap/notice/1004281.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-06-17_notice1004281_1287979.docx,,,2025-06-17,1,high
2025-37,2025-06-17,2025-06-17,AN ORDINANCE AMENDING PROVO CITY CODE REGARDING CERTAIN EMPLOYEE RETIREMENT PROGRAMS. (25-064),https://www.utah.gov/pmn/sitemap/notice/1004281.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-06-17_notice1004281_1287979.docx,,,2025-06-17,3,high
2025-38,2025-06-17,2025-06-17,AN ORDINANCE ADOPTING A PUBLIC SAFETY IMPACT FEE COMBINED TABLE AND AMENDING CITY CODE IN REFERENCE TO IT. (25-065),https://www.utah.gov/pmn/sitemap/notice/1004281.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-06-17_notice1004281_1287979.docx,,,2025-06-17,4,high
2025-39,2025-06-17,2025-06-17,"AN ORDINANCE ADOPTING A BUDGET FOR PROVO CITY FOR THE FISCAL YEAR BEGINNING JULY 1, 2025 AND ENDING JUNE 30, 2026, IN THE AMOUNT OF $319,675,508. (25-025)",https://www.utah.gov/pmn/sitemap/notice/1004281.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-06-17_notice1004281_1287979.docx,,,2025-06-17,5,high
2025-40,2025-07-08,2025-07-08,AN ORDINANCE AMENDING PROVO CITY CODE REGARDING NUISANCE ABATEMENT AND CHRONIC NUISANCES. (25-068),https://www.utah.gov/pmn/sitemap/notice/1008713.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-07-08_notice1008713_1296385.docx,,,,,none
2025-41,2025-07-08,2025-07-08,AN ORDINANCE AMENDING THE GENERAL PLAN APPENDIX B TO INCLUDE NEW MODERATE INCOME HOUSING STRATEGIES. (PLGPA20250197),https://www.utah.gov/pmn/sitemap/notice/1008713.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-07-08_notice1008713_1296385.docx,,,,,none
2025-42,2025-07-08,2025-07-08,"AN ORDINANCE AMENDING THE ZONE MAP CLASSIFICATION OF REAL PROPERTY, GENERALLY LOCATED AT 1200 NORTH INDEPENDENCE AVENUE, FROM THE MANUFACTURING PARK (MP) ZONE TO THE LOW DENSITY RESIDENTIAL (LDR) ZONE. GRANDVIEW SOUTH NEIGHBORHOOD. (PLRZ20250072)",https://www.utah.gov/pmn/sitemap/notice/1008713.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-07-08_notice1008713_1296385.docx,,,,,none
2025-43,2025-07-22,2025-07-22,AN ORDINANCE AMENDING THE CONSOLIDATED FEE SCHEDULE TO ADD A CONGRESSIONAL EXPEDITE PASSPORT POSTAGE FEE. (25-079),https://www.utah.gov/pmn/sitemap/notice/1011393.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-07-22_notice1011393_1301399.docx,,,2025-07-22,2,high
2025-44,2025-08-05,2025-08-05,AN ORDINANCE UPDATING PROVO CITY CODE REGARDING AN URBAN FARMING POLICY FOR CULINARY WATER RATES. (25-080),https://www.utah.gov/pmn/sitemap/notice/1014899.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-08-05_notice1014899_1307561.docx,,,2025-08-05,3,high
2025-45,2025-08-05,2025-08-05,"AN ORDINANCE AMENDING THE ZONE MAP CLASSIFICATION OF REAL PROPERTY, GENERALLY LOCATED AT 71 WEST 880 NORTH, FROM THE RESIDENTIAL CONSERVATION (RC) ZONE TO THE CAMPUS RESIDENTIAL (CR) ZONE. NORTH PARK NEIGHBORHOOD. (PLRZ20250033)",https://www.utah.gov/pmn/sitemap/notice/1014899.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-08-05_notice1014899_1307561.docx,,,2025-08-05,4,high
2025-46,2025-08-05,2025-08-05,"AN ORDINANCE AMENDING THE ZONE MAP CLASSIFICATION OF REAL PROPERTY, GENERALLY LOCATED AT 1400 SOUTH STATE STREET, FROM THE ONE-FAMILY RESIDENTIAL (R1) ZONE TO THE LIGHT MANUFACTURING (M1) ZONE. SPRING CREEK NEIGHBORHOOD. (PLRZ20250222)",https://www.utah.gov/pmn/sitemap/notice/1014899.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-08-05_notice1014899_1307561.docx,,,2025-08-05,5,high
2025-47,2025-09-09,2025-09-09,"AN ORDINANCE AMENDING THE ZONE MAP CLASSIFICATION OF REAL PROPERTY, GENERALLY LOCATED AT 2525 WEST 620 NORTH, FROM THE R1.8 (ONE FAMILY RESIDENTIAL) ZONE TO THE A1.1 (AGRICULTURAL) ZONE. LAKEVIEW SOUTH NEIGHBORHOOD. (PLRZ20250348)",https://www.utah.gov/pmn/sitemap/notice/1021917.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-09-09_notice1021917_1321087.docx,,,,,none
2025-48,2025-09-09,2025-09-09,"AN ORDINANCE AMENDING THE ZONE MAP CLASSIFICATION OF REAL PROPERTY, GENERALLY LOCATED AT 1050 WEST 100 NORTH FROM THE ONE-FAMILY RESIDENTIAL (R1.6) ZONE TO THE VERY LOW DENSITY RESIDENTIAL (VLDR) ZONE. DIXON NEIGHBORHOOD. (PLRZ20250332)",https://www.utah.gov/pmn/sitemap/notice/1021917.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-09-09_notice1021917_1321087.docx,,,,,none
2025-49,2025-09-23,2025-09-23,"AN ORDINANCE AMENDING THE ZONE MAP CLASSIFICATION OF REAL PROPERTY, GENERALLY LOCATED AT 920 SOUTH 1020 WEST FROM THE ONE-FAMILY RESIDENTIAL (R1.8) AND RESIDENTIAL AGRICULTURAL (RA) ZONES TO THE ONE-FAMILY RESIDENTIAL (R1.7) ZONE. SUNSET NEIGHBORHOOD. (PLRZ20250388)",https://www.utah.gov/pmn/sitemap/notice/1025613.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-09-23_notice1025613_1328497.docx,,,,,none
2025-50,2025-09-23,2025-09-23,"AN ORDINANCE AMENDING THE ZONE MAP CLASSIFICATION OF REAL PROPERTY, GENERALLY LOCATED AT 3200 W BULLDOG LANE, FROM THE OPEN SPACE, PRESERVATION AND RECREATION (OSPR) AND ONE-FAMILY RESIDENTIAL (R1.20) ZONES TO THE ONE-FAMILY RESIDENTIAL WITH PERFORMANCE DEVELOPMENT OVERLAY (R1.6(PD)) ZONE. LAKEVIEW NORTH NEIGHBORHOOD. (PLRZ20250397",https://www.utah.gov/pmn/sitemap/notice/1025613.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-09-23_notice1025613_1328497.docx,,,,,none
2025-51,2025-09-23,2025-09-23,"AN ORDINANCE AMENDING THE ZONE MAP CLASSIFICATION OF REAL PROPERTY, GENERALLY LOCATED AT 2858 WEST CENTER STREET, FROM THE AGRICULTURAL (A1.1) ZONE TO THE ONE-FAMILY RESIDENTIAL (R1.7) ZONE. FORT UTAH NEIGHBORHOOD. (PLRZ20250384)",https://www.utah.gov/pmn/sitemap/notice/1025613.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-09-23_notice1025613_1328497.docx,,,,,none
2025-52,2025-09-23,2025-09-23,AN ORDINANCE AMENDING PROVO CITY CODE TITLE 14 TO REMOVE DATA CENTERS AS PERMITTED OR CONDITIONAL USES. (PLOTA20250458),https://www.utah.gov/pmn/sitemap/notice/1025613.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-09-23_notice1025613_1328497.docx,,,,,none
2025-53,2025-09-23,2025-09-23,AN ORDINANCE ENACTING PROVO CITY CODE CHAPTER 14.34A TO CREATE A DATA CENTER OVERLAY ZONE. (PLOTA20250182),https://www.utah.gov/pmn/sitemap/notice/1025613.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-09-23_notice1025613_1328497.docx,,,,,none
2025-54,2025-10-07,2025-10-07,AN ORDINANCE AMENDING THE GENERAL PLAN TO ADOPT THE FRONTRUNNER AND 400 SOUTH STATION AREAS PLAN. (PLGPA20250216),https://www.utah.gov/pmn/sitemap/notice/1030253.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-10-07_notice1030253_1336167.docx,,,,,none
2025-55,2025-10-07,2025-10-07,AN ORDINANCE AMENDING THE GENERAL PLAN TO ADOPT THE UNIVERSITY AVENUE STATION AREAS PLAN. (PLGPA20250208),https://www.utah.gov/pmn/sitemap/notice/1030253.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-10-07_notice1030253_1336167.docx,,,,,none
2025-56,2025-10-07,2025-10-07,AN ORDINANCE AMENDING THE GENERAL PLAN TO ADOPT THE JOAQUIN STATION AREA PLAN. (PLGPA20250215),https://www.utah.gov/pmn/sitemap/notice/1030253.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-10-07_notice1030253_1336167.docx,,,,,none
2025-57,2025-10-07,2025-10-07,AN ORDINANCE AMENDING THE GENERAL PLAN TO ADOPT THE 2230 NORTH STATION AREA PLAN. (PLGPA20250206),https://www.utah.gov/pmn/sitemap/notice/1030253.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-10-07_notice1030253_1336167.docx,,,,,none
2025-58,2025-10-21,2025-10-21,AN ORDINANCE AMENDING PROVO CITY CODE 14.06.020 REGARDING THE DEFINITION OF OWNER OCCUPANT. (PLOTA20250503),https://www.utah.gov/pmn/sitemap/notice/1032681.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-10-21_notice1032681_1342633.docx,,,2025-10-21,3,high
2025-59,2025-10-21,2025-10-21,AN ORDINANCE APPROVING THE PETITION TO ANNEX APPROXIMATELY 16.67 ACRES OF PROPERTY LOCATED AT APPROXIMATELY 4505 NORTH CANYON ROAD. NORTH TIMPVIEW NEIGHBORHOOD.(PLANEX20240291),https://www.utah.gov/pmn/sitemap/notice/1032681.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-10-21_notice1032681_1342633.docx,,,2025-10-21,2,high
2025-60,2025-11-11,2025-11-11,AN ORDINANCE AMENDING PROVO CITY CODE TO REFORMAT A MAP RELATED TO SOME ADUs AND TO REPEAL THE SECTION RELATED TO SPECIAL APPLICATIONS FOR ADUs (PLOTA20250562),https://www.utah.gov/pmn/sitemap/notice/1037313.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-11-11_notice1037313_1349323.docx,,,2025-11-11,1,high
2025-61,2025-11-11,2025-11-11,AN ORDINANCE ADJUSTING DESIGN STANDARDS IN THE PROVO CITY CODE FOR CERTAIN DEVELOPMENT IN THE CAMPUS RESIDENTIAL ZONE. (PLOTA20250535),https://www.utah.gov/pmn/sitemap/notice/1037313.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-11-11_notice1037313_1349323.docx,,,2025-11-11,2,high
2025-67,2025-12-16,2025-12-16,AN ORDINANCE AMENDING PROVO CITY CODE REGARDING THE NEIGHBORHOOD DISTRICT PROGRAM MAP. (25-093),https://www.utah.gov/pmn/sitemap/notice/1046759.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-12-16_notice1046759_1368327.docx,,,,,none
2025-68,2025-12-16,2025-12-16,"AN ORDINANCE AMENDING PROVO CITY CODE CHAPTER 5.09 (RECREATION, ARTS, AND PARKS TAX) PROVIDING FOR THE IMPOSITION, COLLECTION, AND DISTRIBUTION OF A LOCAL SALES AND USE TAX TO FUND RECREATION, ARTS, AND PARKS. (25-076)",https://www.utah.gov/pmn/sitemap/notice/1046759.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-12-16_notice1046759_1368327.docx,,,,,none
2025-69,2025-12-16,2025-12-16,AN ORDINANCE AMENDING THE AUTHORITY TO SETTLE CLAIMS UNDER PROVO CODE SECTION 3.10.050. (25-111),https://www.utah.gov/pmn/sitemap/notice/1046759.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-12-16_notice1046759_1368327.docx,,,,,none
2025-70,2025-12-16,2025-12-16,AN ORDINANCE AMENDING THE PROVO CITY CODE CHAPTER 9.51.010 (25-101),https://www.utah.gov/pmn/sitemap/notice/1046759.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-12-16_notice1046759_1368327.docx,,,,,none
2025-71,2025-12-16,2025-12-16,AN ORDINANCE AMENDING PROVO CITY CODE § 4.04.100 TO ALLOW PENSION-ELIGIBLE EMPLOYEES TO RECEIVE MATCHING 401(K) CONTRIBUTIONS FROM THE CITY (25-109),https://www.utah.gov/pmn/sitemap/notice/1046759.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-12-16_notice1046759_1368327.docx,,,,,none
2025-72,2025-12-16,2025-12-16,AN ORDINANCE AMENDING THE CONSOLIDATED FEE SCHEDULE TO UPDATE FEES RELATED TO BUSINESS LICENSES. (25-072),https://www.utah.gov/pmn/sitemap/notice/1046759.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2025-12-16_notice1046759_1368327.docx,,,,,none
2026-1,2026-01-13,2026-01-13,"An implied motion to approve Ordinance 2026-1, as currently constituted, has been made by council rule. Dustin Wright, City Planner, presented the proposed rezone request for a property the applicant is seeking to rezone to the Medium Density Residential (MDR) zone.",provo_city_council/meeting_minutes/minutes/2026/2026-01-12/2026-01-13_council-regular-meeting.md,2026-07-03,na,motion_citation (all_votes.csv),,,,2026-01-13,4,within_source
2026-2,2026-01-13,2026-01-13,"An implied motion to approve Ordinance 2026-2, as currently constituted, has been made by council rule. Nancy Robison, City Planner, presented a proposed rezone for a 0.6-acre, irregularly shaped property located near 850 West and 1149 North.",provo_city_council/meeting_minutes/minutes/2026/2026-01-12/2026-01-13_council-regular-meeting.md,2026-07-03,na,motion_citation (all_votes.csv),,,,2026-01-13,5,within_source
2026-3,2026-01-13,2026-01-13,"An implied motion to approve Ordinance 2026-3, as currently constituted, has been made by council rule. Aaron Ardmore, Planning Supervisor, presented.",provo_city_council/meeting_minutes/minutes/2026/2026-01-12/2026-01-13_council-regular-meeting.md,2026-07-03,na,motion_citation (all_votes.csv),,,,2026-01-13,6,within_source
2026-4,2026-01-27,2026-01-27,"An implied motion to approve Ordinance 2026-4, as currently constituted, has been made by council rule. Matthew Griffiths, Assistant City Attorney, presented.",provo_city_council/meeting_minutes/minutes/2026/2026-01-26/2026-01-27_council-regular-meeting.md,2026-07-03,na,motion_citation (all_votes.csv),,,,2026-01-27,1,within_source
2026-5,2026-01-27,2026-01-27,"An implied motion to approve Ordinance 2026-5, as currently constituted, has been made by council rule. Agenda Items 2 and 3 were read into the record, discussed by the Council, and opened for public comment concurrently.",provo_city_council/meeting_minutes/minutes/2026/2026-01-26/2026-01-27_council-regular-meeting.md,2026-07-03,na,motion_citation (all_votes.csv),,,,2026-01-27,2,within_source
2026-6,2026-02-10,2026-02-10,"AN ORDINANCE AMENDING THE ZONE MAP CLASSIFICATION OF REAL PROPERTY, GENERALLY LOCATED AT 1560 SOUTH 1100 WEST, FROM THE AGRICULTURAL (A1.5) AND RESIDENTIAL AGRICULTURAL (RA) ZONES TO THE NEIGHBORHOOD SHOPPING CENTER (SC1) AND VERY LOW DENSITY (VLDR) ZONES. LAKEWOOD NEIGHBORHOOD. (PLRZ20250028)",https://www.utah.gov/pmn/sitemap/notice/1060861.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2026-02-10_notice1060861_1394005.docx,,,,,none
2026-8,2026-02-10,2026-02-10,AN ORDINANCE APPROVING THE LAKEVIEW PARKWAY COMMUNITY REINVESTMENT PROJECT AREA PLAN. (25-005),https://www.utah.gov/pmn/sitemap/notice/1060861.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2026-02-10_notice1060861_1394005.docx,,,2026-02-10,7,high
2026-9,2026-03-10,2026-03-10,AN ORDINANCE AMENDING PROVO CITY CODE REGARDING DEVELOPMENT STANDARDS FOR THE YEAR 2026. (PLOTA20250658),https://www.utah.gov/pmn/sitemap/notice/1065631.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2026-03-10_notice1065631_1403731.docx,,,2026-03-10,1,high
2026-10,2026-03-24,2026-03-24,AN ORDINANCE AMENDING PROVO CITY CODE TO REQUIRE PLANNING COMMISSIONERS RUNNING FOR PUBLIC OFFICE TO TAKE A LEAVE OF ABSENCE (26-006),https://www.utah.gov/pmn/sitemap/notice/1068699.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2026-03-24_notice1068699_1410097.docx,,,2026-03-24,1,high
2026-11,2026-03-24,2026-03-24,AN ORDINANCE ENACTING ANTI-IDLING RESTRICTIONS FOR CERTAIN COMMERCIAL TRUCKS. (26-021),https://www.utah.gov/pmn/sitemap/notice/1068699.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2026-03-24_notice1068699_1410097.docx,,,2026-03-24,2,high
2026-12,2026-03-24,2026-03-24,AN ORDINANCE REQUIRING PAYMENT OF CIVIL FINES TO RENEW A RENTAL DWELLING LICENSE. (26-022),https://www.utah.gov/pmn/sitemap/notice/1068699.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2026-03-24_notice1068699_1410097.docx,,,2026-03-24,3,high
2026-13,2026-04-28,2026-04-28,"AN ORDINANCE AMENDING POWER GENERATION, EVAPORATIVE COOLING, AND ENVIRONMENTAL REPORTING REQUIREMENTS FOR DATA CENTERS. (PLOTA20250458)",https://www.utah.gov/pmn/sitemap/notice/1076547.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2026-04-28_notice1076547_1425401.docx,,,2026-04-28,4,high
2026-14,2026-05-26,2026-05-26,AN ORDINANCE AMENDING PROVO CITY CODE TO ADD A CARETAKER DWELLING AS A PERMITTED ACCESSORY USE IN THE GENERAL COMMERCIAL ZONE. (PLOTA20260119),https://www.utah.gov/pmn/sitemap/notice/1087119.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2026-05-26_notice1087119_1445225.docx,,,,,none
2026-15,2026-05-26,2026-05-26,AN ORDINANCE PROHIBITING VIRTUAL CURRENCY KIOSKS WITHIN PROVO CITY. (26-027),https://www.utah.gov/pmn/sitemap/notice/1087119.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2026-05-26_notice1087119_1445225.docx,,,,,none
2026-16,2026-06-09,2026-06-09,"AN ORDINANCE AMENDING THE ZONE MAP CLASSIFICATION OF REAL PROPERTY, GENERALLY LOCATED AT 5568 N CANYON ROAD, FROM THE MEDIUM DENSITY RESIDENTIAL (MDR) ZONE TO THE ARBORS ON THE AVENUE (PRO-A10) ZONE. NORTH TIMPVIEW NEIGHBORHOOD. (PLRZ20260076)",https://www.utah.gov/pmn/sitemap/notice/1087945.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2026-06-09_notice1087945_1446717.docx,,,,,none
2026-17,2026-06-09,2026-06-09,AN ORDINANCE AMENDING PROVO CITY CODE REGARDING FLOODPLAIN MANAGEMENT AND DEVELOPMENT STANDARDS. (PLOTA20260185),https://www.utah.gov/pmn/sitemap/notice/1087945.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2026-06-09_notice1087945_1446717.docx,,,,,none
2026-18,2026-06-23,2026-06-23,AN ORDINANCE CHANGING SOLID WASTE REGULATIONS AND RELATED NOISE ORDINANCE EXEMPTIONS. (26-042),https://www.utah.gov/pmn/sitemap/notice/1092255.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2026-06-23_notice1092255_1455779.docx,,,,,none
2026-19,2026-06-23,2026-06-23,AN ORDINANCE AMENDING THE GENERAL PLAN TO ADD THE STORM DRAIN MASTER PLAN. (PLGPA20260193),https://www.utah.gov/pmn/sitemap/notice/1092255.html,2026-07-03,text,pmn_docx_notice; python-docx-xml,raw/pmn_2026-06-23_notice1092255_1455779.docx,,,,,none
