body,date,year,title,minutes_md,source_pdf,source_url,pages,provenance
MPO TAC,2024-02-26,2024,"DRAFT CUWCD: 1426 E 750 N, Orem UT Recording Attending: Representing: Austin Roy Alpine Jed Muhlestein Alpine Ben Hunter",legislative/minutes/2024/2024-02-26_mpo_tac.md,legislative/raw_pdf/MPO TAC/2024/MPO TAC Minutes 2.26.24.docx.pdf,https://magutah.gov/static/files/committees/tac/meetings/2024/2024_02_26/MPO%20TAC%20Minutes%202.26.24.docx.pdf,5,magutah_site
MPO TAC,2024-04-22,2024,"MPO Technical Advisory Committee MEETING MINUTES April 22, 2024 | 9:00 am ATTENDEES ABSENCES Ryan Robinson, Alpine Ben H",legislative/minutes/2024/2024-04-22_mpo_tac.md,legislative/raw_pdf/MPO TAC/2024/MPO TAC Minutes 4.22.2024.pdf,https://magutah.gov/static/files/committees/tac/meetings/2024/2024_04_22/MPO%20TAC%20Minutes%204.22.2024.pdf,4,magutah_site
MPO TAC,2024-05-20,2024,"MPO Technical Advisory Committee MEETING MINUTES May 20, 2024 | 1:30 pm ATTENDEES ABSENCES Ryan Robinson, Alpine Brandon",legislative/minutes/2024/2024-05-20_mpo_tac.md,legislative/raw_pdf/MPO TAC/2024/MPO TAC Minutes 5.20.2024.pdf,https://magutah.gov/static/files/committees/tac/meetings/2024/2024_05_20/MPO%20TAC%20Minutes%205.20.2024.pdf,9,magutah_site
MPO TAC,2024-05-28,2024,"MPO Technical Advisory Committee MEETING MINUTES May 28, 2024 | 1:30 pm ATTENDEES ABSENCES Ryan Robinson, Alpine Brandon",legislative/minutes/2024/2024-05-28_mpo_tac.md,legislative/raw_pdf/MPO TAC/2024/MPO TAC Minutes 5.28.2024.pdf,https://magutah.gov/static/files/committees/tac/meetings/2024/2024_05_28/MPO%20TAC%20Minutes%205.28.2024.pdf,3,magutah_site
MPO TAC,2024-07-29,2024,"MPO Technical Advisory Committee MEETING MINUTES July 29, 2024 | 1:30 pm ATTENDEES ABSENCES Ryan Robinson, Alpine Brad K",legislative/minutes/2024/2024-07-29_mpo_tac.md,legislative/raw_pdf/MPO TAC/2024/MPO TAC Minutes 7.29.2024.pdf,https://magutah.gov/static/files/committees/tac/meetings/2024/2024_07_29/MPO%20TAC%20Minutes%207.29.2024.pdf,6,magutah_site
MPO TAC,2024-08-26,2024,"MPO TAC Meeting August 26, 2024 | 1:30 pm - 3:00 pm Member Attendees Present Member Attendees Present Shane Sorensen, Al",legislative/minutes/2024/2024-08-26_mpo_tac.md,legislative/raw_pdf/MPO TAC/2024/MPO TAC minutes 8.26.2024.pdf,https://magutah.gov/static/files/committees/tac/meetings/2024/2024_08_26/MPO%20TAC%20minutes%208.26.2024.pdf,6,magutah_site
MPO TAC,2024-09-23,2024,"MPO TAC Meeting September 23, 2024| 1:30 pm - 3:00 pm Member Attendees Present Member Attendees Present Shane Sorensen,",legislative/minutes/2024/2024-09-23_mpo_tac.md,legislative/raw_pdf/MPO TAC/2024/MPO TAC Minutes 9.23.2024.pdf,https://magutah.gov/static/files/committees/tac/meetings/2024/2024_09_23/MPO%20TAC%20Minutes%209.23.2024.pdf,4,magutah_site
MPO TAC,2024-10-28,2024,"MPO TAC Meeting October 28, 2024 | 1:30 pm - 3:00 pm Member Attendees Present Member Attendees Present Shane Sorensen, A",legislative/minutes/2024/2024-10-28_mpo_tac.md,legislative/raw_pdf/MPO TAC/2024/MPO TAC Minutes 10.28.2024.pdf,https://magutah.gov/static/files/committees/tac/meetings/2024/2024_10_28/MPO%20TAC%20Minutes%2010.28.2024.pdf,4,magutah_site
MPO TAC,2025-01-06,2025,"MPO TAC Meeting January 6, 2025| 1:30 pm - 3:00 pm Member Attendees Present Member Attendees Present Shane Sorensen, Alp",legislative/minutes/2025/2025-01-06_mpo_tac.md,legislative/raw_pdf/MPO TAC/2025/MPO TAC Minutes 1.6.2025.pdf,https://magutah.gov/static/files/committees/tac/meetings/2025/2025_01_06/MPO%20TAC%20Minutes%201.6.2025.pdf,5,magutah_site
MPO TAC,2025-01-27,2025,"MPO TAC Meeting January 27, 2025 | 1:30 pm - 3:00 pm Member Attendees Present Member Attendees Present Shane Sorensen, A",legislative/minutes/2025/2025-01-27_mpo_tac.md,legislative/raw_pdf/MPO TAC/2025/MPO TAC Minutes 1.27.2025.pdf,https://magutah.gov/static/files/committees/tac/meetings/2025/2025_01_27/MPO%20TAC%20Minutes%201.27.2025.pdf,4,magutah_site
MPO TAC,2025-02-24,2025,"MPO TAC Meeting February 24, 2025 | 1:30 pm - 3:00 pm Member Attendees Present Member Attendees Present Shane Sorensen,",legislative/minutes/2025/2025-02-24_mpo_tac.md,legislative/raw_pdf/MPO TAC/2025/MPO TAC Minutes 2.24.2025.pdf,https://magutah.gov/static/files/committees/tac/meetings/2025/2025_02_24/MPO%20TAC%20Minutes%202.24.2025.pdf,5,magutah_site
MPO TAC,2025-03-24,2025,"MPO TAC Meeting March 24, 2025 | 1:30 pm - 3:00 pm Member Attendees Present MAG Staff Present Ryan Robinson, Alpine Ben",legislative/minutes/2025/2025-03-24_mpo_tac.md,legislative/raw_pdf/MPO TAC/2025/MPO TAC Minutes 3.24.2025.pdf,https://magutah.gov/static/files/committees/tac/meetings/2025/2025_03_24/MPO%20TAC%20Minutes%203.24.2025.pdf,3,magutah_site
MPO TAC,2025-04-28,2025,"MPO TAC Meeting April 28, 2025 | 1:30 pm - 3:00 pm Member Attendees Present MAG Staff Present Ryan Robinson, Alpine Ben",legislative/minutes/2025/2025-04-28_mpo_tac.md,legislative/raw_pdf/MPO TAC/2025/MPO TAC Minutes 4.28.2025.pdf,https://magutah.gov/static/files/committees/tac/meetings/2025/2025_04_28/MPO%20TAC%20Minutes%204.28.2025.pdf,4,magutah_site
MPO TAC,2025-06-23,2025,"MPO TAC Meeting June 23, 2025 | 1:30 pm - 3:00 pm Member Attendees Present MAG Staff Present Ryan Robinson, Alpine Ben H",legislative/minutes/2025/2025-06-23_mpo_tac.md,legislative/raw_pdf/MPO TAC/2025/MPO TAC Minutes 6.23.2025.pdf,https://magutah.gov/static/files/committees/tac/meetings/2025/2025_06_23/MPO%20TAC%20Minutes%206.23.2025.pdf,5,magutah_site
MPO TAC,2025-07-28,2025,"MPO TAC Meeting July 28, 2025 | 1:30 pm - 3:00 pm Member Attendees Present MAG Staff Present Ryan Robinson, Alpine Ben H",legislative/minutes/2025/2025-07-28_mpo_tac.md,legislative/raw_pdf/MPO TAC/2025/MPO TAC Minutes 7.28.2025.pdf,https://magutah.gov/static/files/committees/tac/meetings/2025/2025_07_28/MPO%20TAC%20Minutes%207.28.2025.pdf,4,magutah_site
MPO TAC,2025-08-25,2025,"MPO TAC Meeting August 25, 2025 | 1:30 pm - 3:00 pm Member Attendees Present MAG Staff Present Ryan Robinson, Alpine Ben",legislative/minutes/2025/2025-08-25_mpo_tac.md,legislative/raw_pdf/MPO TAC/2025/MPO TAC Minutes 8.25.2025.pdf,https://magutah.gov/static/files/committees/tac/meetings/2025/2025_08_25/MPO%20TAC%20Minutes%208.25.2025.pdf,5,magutah_site
MPO TAC,2025-09-22,2025,"MPO TAC Meeting September 22, 2025 | 1:30 pm - 3:00 pm Member Attendees Present MAG Staff Present Ryan Robinson, Alpine",legislative/minutes/2025/2025-09-22_mpo_tac.md,legislative/raw_pdf/MPO TAC/2025/MPO TAC Minutes 9.22.2025.pdf,https://magutah.gov/static/files/committees/tac/meetings/2025/2025_09_22/MPO%20TAC%20Minutes%209.22.2025.pdf,5,magutah_site
MPO TAC,2025-10-27,2025,"MPO TAC Meeting October 27, 2025 | 1:30 pm - 3:00 pm Member Attendees Present MAG Staff Present Ryan Robinson, Alpine Be",legislative/minutes/2025/2025-10-27_mpo_tac.md,legislative/raw_pdf/MPO TAC/2025/MPO TAC Minutes 10.27.2025.pdf,https://magutah.gov/static/files/committees/tac/meetings/2025/2025_10_27/MPO%20TAC%20Minutes%2010.27.2025.pdf,5,magutah_site
MPO TAC,2026-01-05,2026,"MPO TAC Meeting January 5, 2026 | 1:30 pm - 3:00 pm Member Attendees Present MAG Staff Present Ryan Robinson, Alpine Ben",legislative/minutes/2026/2026-01-05_mpo_tac.md,legislative/raw_pdf/MPO TAC/2026/MPO TAC Minutes 1.5.2026.pdf,https://magutah.gov/static/files/committees/tac/meetings/2026/2026_01_05/MPO%20TAC%20Minutes%201.5.2026.pdf,5,magutah_site
MPO TAC,2026-02-02,2026,"MPO TAC Meeting February 2, 2026 | 1:30 pm - 3:00 pm Member Attendees Present MAG Staff Present Jason Judd, Alpine Ben H",legislative/minutes/2026/2026-02-02_mpo_tac.md,legislative/raw_pdf/MPO TAC/2026/MPO TAC Minutes 2.2.2026.pdf,https://magutah.gov/static/files/committees/tac/meetings/2026/2026_02_02/MPO%20TAC%20Minutes%202.2.2026.pdf,4,magutah_site
MPO TAC,2026-02-23,2026,"MPO TAC Meeting February 23, 2026 | 1:30 pm - 3:00 pm Member Attendees Present MAG Staff Present Jason Judd, Alpine Ben",legislative/minutes/2026/2026-02-23_mpo_tac.md,legislative/raw_pdf/MPO TAC/2026/MPO TAC Minutes 2.23.2026.pdf,https://magutah.gov/static/files/committees/tac/meetings/2026/2026_02_23/MPO%20TAC%20Minutes%202.23.2026.pdf,12,magutah_site
MPO TAC,2026-04-13,2026,"MPO TAC M EETING April 13, 2026 | 2:00 pm - 3:30 pm Member Attendees Present MAG Staff Present Jason Judd, Alpine Ben Hu",legislative/minutes/2026/2026-04-13_mpo_tac.md,legislative/raw_pdf/MPO TAC/2026/MPO TAC Minutes 4.13.2026.pdf,https://magutah.gov/static/files/committees/tac/meetings/2026/2026_04_13/MPO%20TAC%20Minutes%204.13.2026.pdf,4,magutah_site
