source,year,week_start,meeting_date,title,slug,chars,ref_id,source_url,file
primegov,2023,2023-10-02,2023-10-03,Council Formal Meeting ,council-formal-meeting,35019,3317,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3317,minutes/2023/2023-10-02/2023-10-03_council-formal-meeting.md
primegov,2023,2023-10-02,2023-10-03,Council Work Session Meeting ,council-work-session-meeting,44125,3313,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3313,minutes/2023/2023-10-02/2023-10-03_council-work-session-meeting.md
primegov,2023,2023-10-09,2023-10-10,Council Work Session Meeting ,council-work-session-meeting,25293,3320,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3320,minutes/2023/2023-10-09/2023-10-10_council-work-session-meeting.md
primegov,2023,2023-10-09,2023-10-10,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,10195,3324,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3324,minutes/2023/2023-10-09/2023-10-10_redevelopment-agency-rda-meeting.md
primegov,2023,2023-10-16,2023-10-17,Council Formal Meeting ,council-formal-meeting,58694,3331,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3331,minutes/2023/2023-10-16/2023-10-17_council-formal-meeting.md
primegov,2023,2023-10-16,2023-10-17,REVISED - Council Work Session Meeting,revised-council-work-session-meeting,34269,3327,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3327,minutes/2023/2023-10-16/2023-10-17_revised-council-work-session-meeting.md
primegov,2023,2023-11-06,2023-11-07,Revised Council Formal Meeting ,revised-council-formal-meeting,54122,3338,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3338,minutes/2023/2023-11-06/2023-11-07_revised-council-formal-meeting.md
primegov,2023,2023-11-06,2023-11-07,Revised Council Work Session Meeting,revised-council-work-session-meeting,28590,3334,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3334,minutes/2023/2023-11-06/2023-11-07_revised-council-work-session-meeting.md
primegov,2023,2023-11-13,2023-11-14,Council Formal Meeting,council-formal-meeting,39149,3348,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3348,minutes/2023/2023-11-13/2023-11-14_council-formal-meeting.md
primegov,2023,2023-11-13,2023-11-14,Council Work Session Meeting,council-work-session-meeting,26256,3344,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3344,minutes/2023/2023-11-13/2023-11-14_council-work-session-meeting.md
primegov,2023,2023-11-13,2023-11-14,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,15854,3341,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3341,minutes/2023/2023-11-13/2023-11-14_redevelopment-agency-rda-meeting.md
primegov,2023,2023-12-04,2023-12-05,Council Formal Meeting ,council-formal-meeting,36027,3355,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3355,minutes/2023/2023-12-04/2023-12-05_council-formal-meeting.md
primegov,2023,2023-12-04,2023-12-05,Council Work Session Meeting,council-work-session-meeting,26697,3351,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3351,minutes/2023/2023-12-04/2023-12-05_council-work-session-meeting.md
primegov,2023,2023-12-04,2023-12-08,Special Council Work Session Meeting,special-council-work-session-meeting,4871,3408,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3408,minutes/2023/2023-12-04/2023-12-08_special-council-work-session-meeting.md
primegov,2023,2023-12-11,2023-12-12,Council Formal Meeting,council-formal-meeting,30386,3365,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3365,minutes/2023/2023-12-11/2023-12-12_council-formal-meeting.md
primegov,2023,2023-12-11,2023-12-12,Council Work Session Meeting,council-work-session-meeting,20327,3361,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3361,minutes/2023/2023-12-11/2023-12-12_council-work-session-meeting.md
primegov,2023,2023-12-11,2023-12-12,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,20425,3358,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3358,minutes/2023/2023-12-11/2023-12-12_redevelopment-agency-rda-meeting.md
primegov,2024,2024-01-08,2024-01-09,Council Formal Meeting,council-formal-meeting,17177,3378,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3378,minutes/2024/2024-01-08/2024-01-09_council-formal-meeting.md
primegov,2024,2024-01-08,2024-01-09,Council Work Session Meeting,council-work-session-meeting,21674,3374,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3374,minutes/2024/2024-01-08/2024-01-09_council-work-session-meeting.md
primegov,2024,2024-01-08,2024-01-09,Revised Redevelopment Agency (RDA) Meeting,revised-redevelopment-agency-rda-meeting,15179,3371,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3371,minutes/2024/2024-01-08/2024-01-09_revised-redevelopment-agency-rda-meeting.md
primegov,2024,2024-01-15,2024-01-16,Council Formal Meeting,council-formal-meeting,17023,3385,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3385,minutes/2024/2024-01-15/2024-01-16_council-formal-meeting.md
primegov,2024,2024-01-15,2024-01-16,Council Work Session Meeting,council-work-session-meeting,33469,3381,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3381,minutes/2024/2024-01-15/2024-01-16_council-work-session-meeting.md
primegov,2024,2024-01-22,2024-01-23,City Council Retreat ,city-council-retreat,14437,3425,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3425,minutes/2024/2024-01-22/2024-01-23_city-council-retreat.md
primegov,2024,2024-02-05,2024-02-06,Council Formal Meeting,council-formal-meeting,40365,3397,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3397,minutes/2024/2024-02-05/2024-02-06_council-formal-meeting.md
primegov,2024,2024-02-05,2024-02-06,Council Work Session Meeting,council-work-session-meeting,33336,3400,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3400,minutes/2024/2024-02-05/2024-02-06_council-work-session-meeting.md
primegov,2024,2024-02-12,2024-02-13,Council Work Session Meeting ,council-work-session-meeting,21220,3404,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3404,minutes/2024/2024-02-12/2024-02-13_council-work-session-meeting.md
primegov,2024,2024-02-12,2024-02-13,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,12202,3412,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3412,minutes/2024/2024-02-12/2024-02-13_redevelopment-agency-rda-meeting.md
primegov,2024,2024-02-19,2024-02-20,Council Work Session Meeting,council-work-session-meeting,37845,3415,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3415,minutes/2024/2024-02-19/2024-02-20_council-work-session-meeting.md
primegov,2024,2024-02-19,2024-02-20,Revised Council Formal Meeting,revised-council-formal-meeting,44055,3419,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3419,minutes/2024/2024-02-19/2024-02-20_revised-council-formal-meeting.md
primegov,2024,2024-03-04,2024-03-05,Revised Council Formal Meeting,revised-council-formal-meeting,61491,3438,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3438,minutes/2024/2024-03-04/2024-03-05_revised-council-formal-meeting.md
primegov,2024,2024-03-04,2024-03-05,Revised Council Work Session Meeting,revised-council-work-session-meeting,32762,3434,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3434,minutes/2024/2024-03-04/2024-03-05_revised-council-work-session-meeting.md
primegov,2024,2024-03-18,2024-03-19,Revised Council Work Session Meeting,revised-council-work-session-meeting,28208,3444,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3444,minutes/2024/2024-03-18/2024-03-19_revised-council-work-session-meeting.md
primegov,2024,2024-03-18,2024-03-19,Revised Redevelopment Agency (RDA) Meeting,revised-redevelopment-agency-rda-meeting,22564,3441,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3441,minutes/2024/2024-03-18/2024-03-19_revised-redevelopment-agency-rda-meeting.md
primegov,2024,2024-03-25,2024-03-26,Council Formal Meeting,council-formal-meeting,34958,3452,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3452,minutes/2024/2024-03-25/2024-03-26_council-formal-meeting.md
primegov,2024,2024-03-25,2024-03-26,Council Work Session Meeting,council-work-session-meeting,20666,3448,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3448,minutes/2024/2024-03-25/2024-03-26_council-work-session-meeting.md
primegov,2024,2024-04-01,2024-04-02,Revised Council Formal Meeting,revised-council-formal-meeting,29572,3467,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3467,minutes/2024/2024-04-01/2024-04-02_revised-council-formal-meeting.md
primegov,2024,2024-04-01,2024-04-02,Revised Council Work Session Meeting,revised-council-work-session-meeting,37418,3455,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3455,minutes/2024/2024-04-01/2024-04-02_revised-council-work-session-meeting.md
primegov,2024,2024-04-15,2024-04-16,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,23117,3473,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3473,minutes/2024/2024-04-15/2024-04-16_redevelopment-agency-rda-meeting.md
primegov,2024,2024-04-15,2024-04-16,Revised - Council Formal Meeting,revised-council-formal-meeting,54542,3470,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3470,minutes/2024/2024-04-15/2024-04-16_revised-council-formal-meeting.md
primegov,2024,2024-04-15,2024-04-16,Revised - Council Work Session Meeting,revised-council-work-session-meeting,28705,3463,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3463,minutes/2024/2024-04-15/2024-04-16_revised-council-work-session-meeting.md
primegov,2024,2024-05-06,2024-05-07,"LBA, RDA and Council Formal Meeting",lba-rda-and-council-formal-meeting,75015,3482,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3482,minutes/2024/2024-05-06/2024-05-07_lba-rda-and-council-formal-meeting.md
primegov,2024,2024-05-13,2024-05-14,Council Work Session Meeting,council-work-session-meeting,33431,3492,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3492,minutes/2024/2024-05-13/2024-05-14_council-work-session-meeting.md
primegov,2024,2024-05-13,2024-05-14,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,17360,3485,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3485,minutes/2024/2024-05-13/2024-05-14_redevelopment-agency-rda-meeting.md
primegov,2024,2024-05-20,2024-05-21,Council Work Session Meeting,council-work-session-meeting,30754,3499,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3499,minutes/2024/2024-05-20/2024-05-21_council-work-session-meeting.md
primegov,2024,2024-05-20,2024-05-21,"LBA, RDA and Council Formal Meeting ",lba-rda-and-council-formal-meeting,87738,3537,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3537,minutes/2024/2024-05-20/2024-05-21_lba-rda-and-council-formal-meeting.md
primegov,2024,2024-05-20,2024-05-21,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,9387,3496,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3496,minutes/2024/2024-05-20/2024-05-21_redevelopment-agency-rda-meeting.md
primegov,2024,2024-05-27,2024-05-30,Council Work Session Meeting,council-work-session-meeting,36492,3503,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3503,minutes/2024/2024-05-27/2024-05-30_council-work-session-meeting.md
primegov,2024,2024-06-03,2024-06-04,Council Work Session Meeting,council-work-session-meeting,37511,3507,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3507,minutes/2024/2024-06-03/2024-06-04_council-work-session-meeting.md
primegov,2024,2024-06-03,2024-06-04,"LBA, RDA and Council Formal Meeting",lba-rda-and-council-formal-meeting,41946,3531,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3531,minutes/2024/2024-06-03/2024-06-04_lba-rda-and-council-formal-meeting.md
primegov,2024,2024-06-03,2024-06-06,Council Work Session Meeting,council-work-session-meeting,30249,3511,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3511,minutes/2024/2024-06-03/2024-06-06_council-work-session-meeting.md
primegov,2024,2024-06-10,2024-06-11,Council Work Session Meeting,council-work-session-meeting,23049,3521,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3521,minutes/2024/2024-06-10/2024-06-11_council-work-session-meeting.md
primegov,2024,2024-06-10,2024-06-11,"LBA, RDA and Council Formal Meeting",lba-rda-and-council-formal-meeting,57586,3543,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3543,minutes/2024/2024-06-10/2024-06-11_lba-rda-and-council-formal-meeting.md
primegov,2024,2024-06-10,2024-06-11,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,25185,3518,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3518,minutes/2024/2024-06-10/2024-06-11_redevelopment-agency-rda-meeting.md
primegov,2024,2024-07-01,2024-07-02,Council Work Session Meeting,council-work-session-meeting,46519,3546,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3546,minutes/2024/2024-07-01/2024-07-02_council-work-session-meeting.md
primegov,2024,2024-07-01,2024-07-02,Revised Council Formal Meeting,revised-council-formal-meeting,27364,3550,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3550,minutes/2024/2024-07-01/2024-07-02_revised-council-formal-meeting.md
primegov,2024,2024-07-08,2024-07-09,Council Work Session Meeting,council-work-session-meeting,31195,3556,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3556,minutes/2024/2024-07-08/2024-07-09_council-work-session-meeting.md
primegov,2024,2024-07-08,2024-07-09,RDA and Council Formal Meeting,rda-and-council-formal-meeting,69850,3583,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3583,minutes/2024/2024-07-08/2024-07-09_rda-and-council-formal-meeting.md
primegov,2024,2024-07-08,2024-07-09,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,10571,3560,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3560,minutes/2024/2024-07-08/2024-07-09_redevelopment-agency-rda-meeting.md
primegov,2024,2024-08-12,2024-08-13,Council Formal Meeting ,council-formal-meeting,49575,3571,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3571,minutes/2024/2024-08-12/2024-08-13_council-formal-meeting.md
primegov,2024,2024-08-12,2024-08-13,Council Work Session Meeting,council-work-session-meeting,35136,3563,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3563,minutes/2024/2024-08-12/2024-08-13_council-work-session-meeting.md
primegov,2024,2024-08-12,2024-08-13,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,18549,3577,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3577,minutes/2024/2024-08-12/2024-08-13_redevelopment-agency-rda-meeting.md
primegov,2024,2024-08-26,2024-08-27,Council Formal Meeting,council-formal-meeting,36119,3580,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3580,minutes/2024/2024-08-26/2024-08-27_council-formal-meeting.md
primegov,2024,2024-08-26,2024-08-27,Council Work Session Meeting,council-work-session-meeting,50684,3567,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3567,minutes/2024/2024-08-26/2024-08-27_council-work-session-meeting.md
primegov,2024,2024-09-02,2024-09-03,Council Formal Meeting,council-formal-meeting,20533,3598,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3598,minutes/2024/2024-09-02/2024-09-03_council-formal-meeting.md
primegov,2024,2024-09-02,2024-09-03,Council Work Session Meeting,council-work-session-meeting,20324,3586,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3586,minutes/2024/2024-09-02/2024-09-03_council-work-session-meeting.md
primegov,2024,2024-09-09,2024-09-10,Council Work Session Meeting,council-work-session-meeting,17509,3590,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3590,minutes/2024/2024-09-09/2024-09-10_council-work-session-meeting.md
primegov,2024,2024-09-09,2024-09-10,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,9578,3604,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3604,minutes/2024/2024-09-09/2024-09-10_redevelopment-agency-rda-meeting.md
primegov,2024,2024-09-16,2024-09-17,Council Work Session Meeting,council-work-session-meeting,22348,3594,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3594,minutes/2024/2024-09-16/2024-09-17_council-work-session-meeting.md
primegov,2024,2024-09-16,2024-09-17,Revised Council Formal Meeting,revised-council-formal-meeting,39562,3601,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3601,minutes/2024/2024-09-16/2024-09-17_revised-council-formal-meeting.md
primegov,2024,2024-09-30,2024-10-01,Council Formal Meeting,council-formal-meeting,73871,3611,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3611,minutes/2024/2024-09-30/2024-10-01_council-formal-meeting.md
primegov,2024,2024-09-30,2024-10-01,Council Work Session Meeting,council-work-session-meeting,31405,3607,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3607,minutes/2024/2024-09-30/2024-10-01_council-work-session-meeting.md
primegov,2024,2024-10-07,2024-10-08,Council Work Session Meeting,council-work-session-meeting,18817,3617,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3617,minutes/2024/2024-10-07/2024-10-08_council-work-session-meeting.md
primegov,2024,2024-10-07,2024-10-08,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,19072,3614,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3614,minutes/2024/2024-10-07/2024-10-08_redevelopment-agency-rda-meeting.md
primegov,2024,2024-10-14,2024-10-15,Council Formal Meeting,council-formal-meeting,28804,3625,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3625,minutes/2024/2024-10-14/2024-10-15_council-formal-meeting.md
primegov,2024,2024-10-14,2024-10-15,Council Work Session Meeting,council-work-session-meeting,38136,3621,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3621,minutes/2024/2024-10-14/2024-10-15_council-work-session-meeting.md
primegov,2024,2024-11-11,2024-11-12,Council Formal Meeting,council-formal-meeting,33629,3635,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3635,minutes/2024/2024-11-11/2024-11-12_council-formal-meeting.md
primegov,2024,2024-11-11,2024-11-12,Council Work Session Meeting,council-work-session-meeting,29572,3631,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3631,minutes/2024/2024-11-11/2024-11-12_council-work-session-meeting.md
primegov,2024,2024-11-11,2024-11-12,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,19160,3628,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3628,minutes/2024/2024-11-11/2024-11-12_redevelopment-agency-rda-meeting.md
primegov,2024,2024-11-18,2024-11-19,Council Formal Meeting,council-formal-meeting,38009,3642,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3642,minutes/2024/2024-11-18/2024-11-19_council-formal-meeting.md
primegov,2024,2024-11-18,2024-11-19,Council Work Session Meeting,council-work-session-meeting,24774,3638,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3638,minutes/2024/2024-11-18/2024-11-19_council-work-session-meeting.md
primegov,2024,2024-12-02,2024-12-03,Council Formal Meeting,council-formal-meeting,22484,3649,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3649,minutes/2024/2024-12-02/2024-12-03_council-formal-meeting.md
primegov,2024,2024-12-02,2024-12-03,Council Work Session Meeting,council-work-session-meeting,26793,3645,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3645,minutes/2024/2024-12-02/2024-12-03_council-work-session-meeting.md
primegov,2024,2024-12-09,2024-12-10,Council Work Session Meeting,council-work-session-meeting,20690,3655,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3655,minutes/2024/2024-12-09/2024-12-10_council-work-session-meeting.md
primegov,2024,2024-12-09,2024-12-10,Redevelopment Agency (RDA) Meeting,redevelopment-agency-rda-meeting,13412,3652,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3652,minutes/2024/2024-12-09/2024-12-10_redevelopment-agency-rda-meeting.md
primegov,2024,2024-12-09,2024-12-10,Revised Council Formal Meeting ,revised-council-formal-meeting,34734,3659,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3659,minutes/2024/2024-12-09/2024-12-10_revised-council-formal-meeting.md
primegov,2025,2025-01-06,2025-01-07,Council Formal Meeting,council-formal-meeting,34428,3670,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3670,minutes/2025/2025-01-06/2025-01-07_council-formal-meeting.md
primegov,2025,2025-01-06,2025-01-07,Council Work Session Meeting,council-work-session-meeting,21406,3666,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3666,minutes/2025/2025-01-06/2025-01-07_council-work-session-meeting.md
primegov,2025,2025-01-13,2025-01-14,City Council Retreat ,city-council-retreat,11483,3690,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3690,minutes/2025/2025-01-13/2025-01-14_city-council-retreat.md
primegov,2025,2025-01-20,2025-01-21,Community Reinvestment Agency (CRA) Meeting,community-reinvestment-agency-cra-meeting,12826,3673,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3673,minutes/2025/2025-01-20/2025-01-21_community-reinvestment-agency-cra-meeting.md
primegov,2025,2025-01-20,2025-01-21,Council Formal Meeting,council-formal-meeting,17403,3687,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3687,minutes/2025/2025-01-20/2025-01-21_council-formal-meeting.md
primegov,2025,2025-01-20,2025-01-21,Council Work Session Meeting,council-work-session-meeting,22169,3676,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3676,minutes/2025/2025-01-20/2025-01-21_council-work-session-meeting.md
primegov,2025,2025-02-03,2025-02-04,Council Work Session Meeting,council-work-session-meeting,25236,3683,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3683,minutes/2025/2025-02-03/2025-02-04_council-work-session-meeting.md
primegov,2025,2025-02-03,2025-02-04,Revised Council Formal Meeting ,revised-council-formal-meeting,31706,3696,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3696,minutes/2025/2025-02-03/2025-02-04_revised-council-formal-meeting.md
primegov,2025,2025-02-10,2025-02-11,Community Reinvestment Agency (CRA) Meeting,community-reinvestment-agency-cra-meeting,8629,3699,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3699,minutes/2025/2025-02-10/2025-02-11_community-reinvestment-agency-cra-meeting.md
primegov,2025,2025-02-10,2025-02-11,Council Work Session Meeting ,council-work-session-meeting,13738,3702,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3702,minutes/2025/2025-02-10/2025-02-11_council-work-session-meeting.md
primegov,2025,2025-02-17,2025-02-18,Council Formal Meeting,council-formal-meeting,21213,3713,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3713,minutes/2025/2025-02-17/2025-02-18_council-formal-meeting.md
primegov,2025,2025-02-17,2025-02-18,Council Work Session Meeting ,council-work-session-meeting,23544,3706,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3706,minutes/2025/2025-02-17/2025-02-18_council-work-session-meeting.md
primegov,2025,2025-03-03,2025-03-04,Council Formal Meeting,council-formal-meeting,26248,3723,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3723,minutes/2025/2025-03-03/2025-03-04_council-formal-meeting.md
primegov,2025,2025-03-03,2025-03-04,Council Work Session Meeting,council-work-session-meeting,21228,3719,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3719,minutes/2025/2025-03-03/2025-03-04_council-work-session-meeting.md
primegov,2025,2025-03-17,2025-03-18,Community Reinvestment Agency (CRA) Meeting,community-reinvestment-agency-cra-meeting,24816,3726,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3726,minutes/2025/2025-03-17/2025-03-18_community-reinvestment-agency-cra-meeting.md
primegov,2025,2025-03-17,2025-03-18,Council Work Session Meeting,council-work-session-meeting,18995,3729,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3729,minutes/2025/2025-03-17/2025-03-18_council-work-session-meeting.md
primegov,2025,2025-03-24,2025-03-25,Council Formal Meeting,council-formal-meeting,19300,3737,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3737,minutes/2025/2025-03-24/2025-03-25_council-formal-meeting.md
primegov,2025,2025-03-24,2025-03-25,Council Work Session Meeting,council-work-session-meeting,17974,3733,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3733,minutes/2025/2025-03-24/2025-03-25_council-work-session-meeting.md
primegov,2025,2025-03-24,2025-03-25,Limited Community Reinvestment Agency (CRA) Meeting,limited-community-reinvestment-agency-cra-meeting,6162,3761,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3761,minutes/2025/2025-03-24/2025-03-25_limited-community-reinvestment-agency-cra-meeting.md
primegov,2025,2025-03-31,2025-04-01,Council Formal Meeting,council-formal-meeting,20845,3744,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3744,minutes/2025/2025-03-31/2025-04-01_council-formal-meeting.md
primegov,2025,2025-03-31,2025-04-01,Council Work Session Meeting,council-work-session-meeting,25787,3740,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3740,minutes/2025/2025-03-31/2025-04-01_council-work-session-meeting.md
primegov,2025,2025-04-07,2025-04-08,Community Reinvestment Agency (CRA) Meeting,community-reinvestment-agency-cra-meeting,14735,3747,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3747,minutes/2025/2025-04-07/2025-04-08_community-reinvestment-agency-cra-meeting.md
primegov,2025,2025-04-07,2025-04-08,Council Work Session Meeting,council-work-session-meeting,24570,3750,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3750,minutes/2025/2025-04-07/2025-04-08_council-work-session-meeting.md
primegov,2025,2025-04-07,2025-04-08,Limited Council Formal Meeting ,limited-council-formal-meeting,5872,3767,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3767,minutes/2025/2025-04-07/2025-04-08_limited-council-formal-meeting.md
primegov,2025,2025-04-14,2025-04-15,Council Work Session Meeting,council-work-session-meeting,28884,3754,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3754,minutes/2025/2025-04-14/2025-04-15_council-work-session-meeting.md
primegov,2025,2025-04-14,2025-04-15,LBA and Council Formal Meeting,lba-and-council-formal-meeting,48930,3758,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3758,minutes/2025/2025-04-14/2025-04-15_lba-and-council-formal-meeting.md
primegov,2025,2025-05-05,2025-05-06,Revised Council Work Session Meeting ,revised-council-work-session-meeting,21778,3770,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3770,minutes/2025/2025-05-05/2025-05-06_revised-council-work-session-meeting.md
primegov,2025,2025-05-05,2025-05-06,"Revised LBA, CRA and Council Formal Meeting",revised-lba-cra-and-council-formal-meeting,41271,3774,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3774,minutes/2025/2025-05-05/2025-05-06_revised-lba-cra-and-council-formal-meeting.md
primegov,2025,2025-05-12,2025-05-13,Community Reinvestment Agency (CRA) Meeting,community-reinvestment-agency-cra-meeting,14869,3764,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3764,minutes/2025/2025-05-12/2025-05-13_community-reinvestment-agency-cra-meeting.md
primegov,2025,2025-05-12,2025-05-13,Council Work Session Meeting,council-work-session-meeting,23032,3777,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3777,minutes/2025/2025-05-12/2025-05-13_council-work-session-meeting.md
primegov,2025,2025-05-19,2025-05-20,Community Reinvestment Agency (CRA) Meeting,community-reinvestment-agency-cra-meeting,6981,3785,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3785,minutes/2025/2025-05-19/2025-05-20_community-reinvestment-agency-cra-meeting.md
primegov,2025,2025-05-19,2025-05-20,Council Work Session Meeting,council-work-session-meeting,24622,3781,https://slc.primegov.com/Portal/Meeting?meetingTemplateId=3781,minutes/2025/2025-05-19/2025-05-20_council-work-session-meeting.md
