ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,kind,adoption_date_source,sha256,linkage_note
2021-O-04,2021-03-02,2021-03-02,2021-O-04,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O04.pdf?t=202309190901230,2026-07-13,scanned,tesseract 5 OCR @300dpi (4pg),raw/2021-O-04.pdf,yes,5-0 Pass,2021-03-02,3,high,ordinance,minutes-motion,0cc1292bbae5f7ca081c1737def35e42e884eb640f65dbb57815caf83a0a5434,
2021-O-05,2021-03-02,2021-03-02,2021-O-05,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O05.pdf?t=202309190901230,2026-07-13,scanned,tesseract 5 OCR @300dpi (10pg),raw/2021-O-05.pdf,yes,5-0 Pass,2021-03-02,6,high,ordinance,minutes-motion,7a82faf9b3e278ecdca0740055c78d782c9b6837d506630a734cf0f3380ec561,
2021-O-06,2021-03-16,2021-03-16,2021-O-06,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O06.pdf?t=202309190901240,2026-07-13,scanned,tesseract 5 OCR @300dpi (5pg),raw/2021-O-06.pdf,no,,2021-03-16,,low,ordinance,pdf,a404238a5d4593dc49811dcee3ab9e9b507eada1fed5e14d2f92bb34f8cbe5d7,
2021-O-08,2021-04-06,2021-04-06,2021-O-08,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O08.pdf?t=202309190901240,2026-07-13,scanned,tesseract 5 OCR @300dpi (15pg),raw/2021-O-08.pdf,yes,5-0 Pass,2021-04-06,26,high,ordinance,minutes-motion,9d944e8c2801eb34e2584edefb977562c25cc0cac641b142214bc35a005253c6,
2021-O-09,2021-04-06,2021-04-06,2021-O-09,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O09.pdf?t=202309190901240,2026-07-13,scanned,tesseract 5 OCR @300dpi (6pg),raw/2021-O-09.pdf,yes,5-0 Pass,2021-04-06,7,high,ordinance,minutes-motion,ccd185a0dbaac64c393d67d052a482fcb3865ece7e4b7ba2e8f6b9868fadfced,
2021-O-10,2021-04-06,2021-04-06,2021-O-10,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O10.pdf?t=202309190901240,2026-07-13,scanned,tesseract 5 OCR @300dpi (6pg),raw/2021-O-10.pdf,yes,2-0 Pass,2021-04-06,12,high,ordinance,minutes-motion,4dd02ffe58bee3c1048ad049c44b7e26e9dbe1b439ec8d3465ed6794ae801bc5,
2021-O-11,2021-04-20,2021-04-20,2021-O-11,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O11.pdf?t=202309190901240,2026-07-13,scanned,tesseract 5 OCR @300dpi (4pg),raw/2021-O-11.pdf,yes,4-1 Pass,2021-04-20,6,high,ordinance,minutes-motion,a29270155e936ab747dc393e91e894105596f611dde34f9cee39efce1158297b,
2021-O-12,2021-04-20,2021-04-20,2021-O-12,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O12.pdf?t=202309190901240,2026-07-13,scanned,tesseract 5 OCR @300dpi (9pg),raw/2021-O-12.pdf,no,5-0 Pass,2021-04-20,10,high,ordinance,pdf,badc520eefd90eeb7941c3cca5ba2054ec253e68b571c702b64c778d719fa0ca,
2021-O-13,2021-05-04,2021-05-04,2021-O-13,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O13.pdf?t=202309190901240,2026-07-13,scanned,tesseract 5 OCR @300dpi (13pg),raw/2021-O-13.pdf,no,5-0 Pass,2021-05-04,6,high,ordinance,minutes-motion,d84cae0c6b6ff2efe6c5a49fea379b4f8815d8fc8c53353e7a9085459459a051,
2021-O-14,2021-06-01,2021-06-01,2021-O-14,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O14.pdf?t=202309190901240,2026-07-13,scanned,tesseract 5 OCR @300dpi (4pg),raw/2021-O-14.pdf,yes,5-0 Pass,2021-06-01,5,high,ordinance,minutes-motion,6ea87aa9c871d6984205fed46f3e0d686b45be12420b12cb11eec0c36b251dcf,
2021-O-15,,2021-01-01,2021-O-15,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O15.pdf?t=202309190901240,2026-07-13,scanned,tesseract 5 OCR @300dpi (15pg),raw/2021-O-15.pdf,yes,,,,none,ordinance,year-only,15fb3460e69cf48c330b45866b717b4fa78b00b34bbda1083c5055630c54b7e8,
2021-O-16,2021-06-22,2021-06-22,2021-O-16001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O16001.pdf?t=202309190901240,2026-07-13,text,pdftotext -layout,raw/2021-O-16.pdf,no,5-0 Pass,2021-06-22,1,high,ordinance,minutes-motion,750e46ec0a29557ad468fd56f6c59c48edee6392f09f54e52cd8cd49c29e1a17,
2021-O-17,2021-07-20,2021-07-20,2021-O-17001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O17001.pdf?t=202309190901240,2026-07-13,text,pdftotext -layout,raw/2021-O-17.pdf,yes,5-0 Pass,2021-07-20,3,high,ordinance,minutes-motion,37a0df8f8ef709952ade65cb1ccac6307dfd8dd74db438c06997e7ff178903b0,
2021-O-18,2021-07-20,2021-07-20,2021-O-18001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O18001.pdf?t=202309190901240,2026-07-13,text,pdftotext -layout,raw/2021-O-18.pdf,yes,5-0 Pass,2021-07-20,6,high,ordinance,minutes-motion,5824abe3671c67db813e04b6c14129caf0638417f105da255d5ecfbdff6bbf57,
2021-O-19,,2021-01-01,2021-O-19001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O19001.pdf?t=202309190901240,2026-07-13,text,pdftotext -layout,raw/2021-O-19.pdf,yes,,,,none,ordinance,year-only,c89594160676832105afddb4d2252d1e3a6f227cad975bb286d40070c1eee00f,
2021-O-20,,2021-10-19,2021-O-20001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O20001.pdf?t=202309190901240,2026-07-13,text,pdftotext -layout,raw/2021-O-20.pdf,no,Recorded (voice vote),2021-10-19,3,low,ordinance,,7eb51a4e317cc45bd103184c7dcfd364d863b7ca7d1317cc0da4fa10f0e99c1c,signed ordinance on file; the only motion citing its number is a table/deny/continue action (adoption motion not identified)
2021-O-21,2021-11-09,2021-11-09,2021-O-21001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O21001.pdf?t=202309190901240,2026-07-13,text,pdftotext -layout,raw/2021-O-21.pdf,no,5-0 Pass,2021-11-09,2,high,ordinance,minutes-motion,c13c4b3540a9bdc26787bb65d8e3c98fcbdec7098fa7fe998ddd0874010530be,
2021-O-22,2021-11-16,2021-11-16,2021-O-22001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O22001.pdf?t=202309190901240,2026-07-13,text,pdftotext -layout,raw/2021-O-22.pdf,no,5-0 Pass,2021-11-16,9,high,ordinance,minutes-motion,99c6b68e04362209f9cac5d81175b5ef2bb20906ba388aeec0d15f8cd07059b0,
2021-O-23,2021-12-07,2021-12-07,2021-O-23001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O23001.pdf?t=202309190901240,2026-07-13,text,pdftotext -layout,raw/2021-O-23.pdf,yes,,2021-12-07,,low,ordinance,pdf,d5d2fb713d9abc0791059d43f2095f4ce18f836ee013568154d063a3d197dd24,
2021-O-24,2021-12-07,2021-12-07,2021-O-24001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2021/2021O24001.pdf?t=202309190901240,2026-07-13,text,pdftotext -layout,raw/2021-O-24.pdf,yes,5-0 Pass,2021-12-07,3,high,ordinance,pdf,41acfcb9fa1edbdaf1b5b7165941371d6aae21ecb2611e239ae1b86321df82ee,
2022-O-01,2022-01-04,2022-01-04,2022-O-01001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O01001.pdf?t=202309190901230,2026-07-13,text,pdftotext -layout,raw/2022-O-01.pdf,yes,5-0 Pass,2022-01-04,3,high,ordinance,pdf,a5c47235e3ae8c0e5825334715679ab0d429d3ca607484787e6ef0250d664930,2 motions cite this number; linked the adopting one
2022-O-02,2022-01-04,2022-01-04,2022-O-02001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O02001.pdf?t=202309190901230,2026-07-13,text,pdftotext -layout,raw/2022-O-02.pdf,yes,,2022-01-04,,low,ordinance,pdf,7ef974126da348f6098dd8d5bc40ccb3df1ac532174d1cd6bd332646cf25a493,
2022-O-03,2022-01-18,2022-01-18,2022-O-03a,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O03a.pdf?t=202309190901230,2026-07-13,scanned,tesseract 5 OCR @300dpi (15pg),raw/2022-O-03.pdf,yes,5-0 Pass,2022-01-18,2,high,ordinance,minutes-motion,48cd1d530c42e9a3c9cc4ac55529ab991182490090bcdfb97eb25ada57bf2bcd,3 motions cite this number; linked the adopting one
2022-O-03,2022-01-18,2022-01-18,Ordinance No. 2022-O-03 Amending Zone Ord HB 1003,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/Ordinance%20No%202022O03%20Amend.pdf?t=202309190901230,2026-07-13,scanned,tesseract 5 OCR @300dpi (15pg),raw/2022-O-03_b.pdf,yes,5-0 Pass,2022-01-18,2,high,ordinance,minutes-motion,48cd1d530c42e9a3c9cc4ac55529ab991182490090bcdfb97eb25ada57bf2bcd,3 motions cite this number; linked the adopting one
2022-O-04,,2022-01-01,Ordinance No. 2022-O-04 Amend Zoning Ordinance,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/Ordinance%20No%202022O04%20Amend.pdf?t=202309190901230,2026-07-13,scanned,tesseract 5 OCR @300dpi (3pg),raw/2022-O-04.pdf,yes,,,,none,ordinance,year-only,046e402db7cda7dba5a3b8605ff7acfbb2bdf3ce6b09c6f249eeff3ca261e410,
2022-O-05,2022-02-15,2022-02-15,Ordinance No. 2022-O-05 Rezone 170 E 7200 S,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/Ordinance%20No%202022O05%20Rezon.pdf?t=202309190901230,2026-07-13,scanned,tesseract 5 OCR @300dpi (4pg),raw/2022-O-05.pdf,yes,3-1 Pass,2022-02-15,15,high,ordinance,minutes-motion,76c737f6b0d8f33e6a4e0b5e9a683d0d5c4e85f27402c3282ef70901d7263411,
2022-O-07,2022-02-15,2022-02-15,Ordinance No. 2022-O-07 Solar Fencing Signed.docx,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/Ordinance%20No%202022O07%20Solar.pdf?t=202309190901230,2026-07-13,scanned,tesseract 5 OCR @300dpi (6pg),raw/2022-O-07.pdf,yes,4-0 Pass,2022-02-15,22,high,ordinance,pdf,228f22a5a01b87835de08add70f60f17517580eadd2c93f79466a55cb727a83e,
2022-O-09,2022-04-05,2022-04-05,2022-O-09001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O09001.pdf?t=202309190901230,2026-07-13,text,pdftotext -layout,raw/2022-O-09.pdf,yes,5-0 Pass,2022-04-05,3,high,ordinance,minutes-motion,40f1e3f82312b603bbda6c2536ef5cb71fc7636b1ef4b04d4ec337304c40ad8e,
2022-O-10,2022-05-17,2022-05-17,2022-O-10001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O10001.pdf?t=202309190901230,2026-07-13,text,pdftotext -layout,raw/2022-O-10.pdf,no,5-0 Pass,2022-05-17,5,high,ordinance,minutes-motion,540e62c4a3705eaf7080eae6178239a3e33e93c09e93b7769c8cce9b49dc56fb,
2022-O-11,,2022-01-01,2022-O-11001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O11001.pdf?t=202309190901230,2026-07-13,text,pdftotext -layout,raw/2022-O-11.pdf,yes,,,,none,ordinance,year-only,4c669b39b6298df6efa004aa27f85a3affa854578869223122fdea79b20e52f7,
2022-O-12,,2022-01-01,2022-O-12001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O12001.pdf?t=202309190901230,2026-07-13,text,pdftotext -layout,raw/2022-O-12.pdf,yes,,,,none,ordinance,year-only,5089b8696d0ee257f1d313e50b0b42b0d120055e338ee766b7ad79996987d684,
2022-O-13,2022-08-09,2022-08-09,2022-O-13001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O13001.pdf?t=202309190901230,2026-07-13,text,pdftotext -layout,raw/2022-O-13.pdf,yes,4-0 Pass,2022-08-09,3,high,ordinance,minutes-motion,b26a7aaef5dda7baf54ad8a3d308549bd1ef3faeb8ea37d98fe7d234dea3c20b,
2022-O-14,,2022-01-01,Ordinance No. 2022-O-14001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/Ordinance%20No%202022O14001.pdf?t=202309190901230,2026-07-13,text,pdftotext -layout,raw/2022-O-14.pdf,yes,,,,none,ordinance,year-only,5c120249747082e3579055e30baa117ceafec04bd1930b07705082755ffd3c5c,
2022-O-15,2022-10-04,2022-10-04,2022-O-15001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O15001.pdf?t=202309190901230,2026-07-13,text,pdftotext -layout,raw/2022-O-15.pdf,yes,5-0 Pass,2022-10-04,3,high,ordinance,pdf,07722cc927cd15563fc0e9bfca5df1523baf531c2bc2ba8c316016d6682f095e,
2022-O-17,,2022-01-01,2022-O-17001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O17001.pdf?t=202309190901230,2026-07-13,text,pdftotext -layout,raw/2022-O-17.pdf,yes,,,,none,ordinance,year-only,1452d13e76b7791a33c3d8835ba0a094b0292b9031bec2bd46c9aff24586a1ea,
2022-O-18,,2022-11-01,2022-O-18001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O18001.pdf?t=202309190901230,2026-07-13,text,pdftotext -layout,raw/2022-O-18.pdf,yes,5-0 Pass,2022-11-01,6,low,ordinance,,1b71af3517cd97f5fbf5427fc61bbe5e183bc761b10e7e86df7af1dbaa4078ab,signed ordinance on file; the only motion citing its number is a table/deny/continue action (adoption motion not identified)
2022-O-19,2022-11-15,2022-11-15,2022-O-19001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O19001.pdf?t=202309190901230,2026-07-13,text,pdftotext -layout,raw/2022-O-19.pdf,yes,,2022-11-15,,low,ordinance,pdf,aa5ecd99f7848aedba6fff2d3e64dbcf47968b47925d1b152b8b5c90ba81dede,
2022-O-20,,2022-01-01,2022-O-20001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022O20001.pdf?t=202309190901230,2026-07-13,text,pdftotext -layout,raw/2022-O-20.pdf,no,,,,none,ordinance,year-only,3df6291b01d0d3290baa66a6e442f17bb7898aa18b30e174ceb5e1372aa4d6f0,
2022-R-08,2022-03-15,2022-03-15,2022-R-08001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2022/2022R08001.pdf?t=202309190901310,2026-07-13,text,pdftotext -layout,raw/2022-R-08.pdf,yes,5-0 Pass,2022-03-15,8,high,ordinance,minutes-motion,890e022b68cc63e31a10199e97d732258a7bdc33b2e38b0b7f11f5ba7aa5543a,
2023-O-01,2023-01-17,2023-01-17,2023-O-01001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O01001.pdf?t=202309190901220,2026-07-13,text,pdftotext -layout,raw/2023-O-01.pdf,no,5-0 Pass,2023-01-17,2,high,ordinance,minutes-motion,9fc347a2a95d90497e7101fe1e010d2938cecc030735946d772fb6bdaa47a749,4 motions cite this number; linked the adopting one
2023-O-02,2023-02-07,2023-02-07,2023-O-02001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O02001.pdf?t=202309190901220,2026-07-13,text,pdftotext -layout,raw/2023-O-02.pdf,no,5-0 Pass,2023-02-07,6,high,ordinance,minutes-motion,99b87a23fae7efbaeb0c804d29d7bd45d515d226c21741ce69e51b4bd1d82245,
2023-O-03,2023-02-07,2023-02-07,2023-O-03001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O03001.pdf?t=202309190901220,2026-07-13,text,pdftotext -layout,raw/2023-O-03.pdf,no,5-0 Pass,2023-02-07,7,high,ordinance,pdf,cfe790ab8164cbea6ea044d5cbfd2702b05b5455ee4e519eaf7f264e0bf76229,
2023-O-04,2023-02-07,2023-02-07,2023-O-04001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O04001.pdf?t=202309190901220,2026-07-13,text,pdftotext -layout,raw/2023-O-04.pdf,yes,5-0 Pass,2023-02-07,8,high,ordinance,pdf,ac350a52082b36b191da4d011c7cc75d3a4414b00cef4a83125b375bc17da049,
2023-O-05,2023-04-04,2023-04-04,2023-O-05001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O05001.pdf?t=202309190901220,2026-07-13,text,pdftotext -layout,raw/2023-O-05.pdf,no,4-0 Pass,2023-04-04,5,high,ordinance,minutes-motion,7c406004de682a651f624e2f0579f5f1129d55c5584062c09a926170c01ea2ea,
2023-O-06,2023-05-02,2023-05-02,2023-O-06001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O06001.pdf?t=202309190901220,2026-07-13,text,pdftotext -layout,raw/2023-O-06.pdf,yes,4-0 Pass,2023-05-02,3,high,ordinance,minutes-motion,c828261dc75991356e1276363b5498c48f511c1ff9272666fad42ac8433657e1,
2023-O-07,2023-05-02,2023-05-02,2023-O-07001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O07001.pdf?t=202309190901230,2026-07-13,text,pdftotext -layout,raw/2023-O-07.pdf,no,5-0 Pass,2023-05-02,8,high,ordinance,pdf,20b7a14a937d5fcbcd099b80252abacc4aeae487ae131ced85025b7d5fc69d3d,
2023-O-08,2023-05-02,2023-05-02,2023-O-08001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O08001.pdf?t=202309190901230,2026-07-13,text,pdftotext -layout,raw/2023-O-08.pdf,yes,5-0 Pass,2023-05-02,9,high,ordinance,minutes-motion,95887fe071685be8059d23c6292fe07757718a8cbcdf9f0b60e6bd27bd999c58,
2023-O-09,2023-06-20,2023-06-20,2023-O-09001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O09001.pdf?t=202309190901230,2026-07-13,text,pdftotext -layout,raw/2023-O-09.pdf,yes,3-0 Pass,2023-06-20,6,high,ordinance,minutes-motion,21d984b35d5207d3acdd73005303013467e92ebfcfe5aa52d0d83ecb44eb1985,
2023-O-10,2023-06-20,2023-06-20,2023-O-10001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O10001.pdf?t=202309190901230,2026-07-13,text,pdftotext -layout,raw/2023-O-10.pdf,no,4-0 Pass,2023-06-20,18,high,ordinance,minutes-motion,120af8379764cf802e1a1547d0f09f4d3c68655ed3065119b6c931e43975e69d,
2023-O-11,2023-07-18,2023-07-18,2023-O-11001,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023O11001.pdf?t=202309190901230,2026-07-13,text,pdftotext -layout,raw/2023-O-11.pdf,no,4-0 Pass,2023-07-18,13,medium,ordinance,pdf-monthyear+calendar,1bfa966ee0838ef76b86588db47fd343703656d1108020c750ea1cb7d64dc4c7,
2023-O-12,2023-09-19,2023-09-19,to Adopt Ordinance No. 2023- O-12 adopting Midvale Municipal Code Section 8.06.280 Negligent Discharge of Fireworks,https://www.midvale.utah.gov/Document%20Center/Agendas%20&%20Minutes/Recorders%20Office/2023/Minutes/CC%20Minutes%209192023001.pdf?t=202310161930120,2026-07-13,na,,,no,5-0 Pass,2023-09-19,2,within_source,motion-only,minutes-motion,,no signed PDF posted by the city; derived from the adopting motion
2023-O-13,2023-10-03,2023-10-03,to adopt Ordinance No. 2023-O-13 creating Chapter 12.18 within the Midvale Municipal Code and creating Section 12.18.010 within that Chapter…,https://www.midvale.utah.gov/Document%20Center/Agendas%20&%20Minutes/Recorders%20Office/2023/Minutes/CC%20Minutes%2010-03-2023.docx?t=202411211407180,2026-07-13,na,,,no,5-0 Pass,2023-10-03,5,within_source,motion-only,minutes-motion,,no signed PDF posted by the city; derived from the adopting motion
2023-O-14,2023-10-17,2023-10-17,2023-O-14,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/2023-O-14001.pdf?t=202310251641190,2026-07-13,text,pdftotext -layout,raw/2023-O-14.pdf,yes,3-0 Pass,2023-10-17,3,high,ordinance,minutes-motion,c61e1fd91b6197fc168e0560efb16d45ab2347f24ef551eeea055d196ed18a4a,
2023-O-15,2023-11-14,2023-11-14,Public Notice - Ordinance No. 2023-O-15,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2023/Ordinance%20Publications%20Utah%20Public%20Notice%20Website.doc?t=202311151708520,2026-07-13,text,textutil,raw/2023-O-15_pub.doc,no,5-0 Pass,2023-11-14,2,high,publication,minutes-motion,68df3f5abc3420ec2bcb8cce8baec560042b9124493d566567f397487d303e83,
2023-O-16,2023-12-06,2023-12-06,2023-O-16,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2023/ORD%202023-O-16.pdf?t=202406041411140,2026-07-13,text,pdftotext -layout,raw/2023-O-16.pdf,yes,5-0 Pass,2023-12-06,3,high,ordinance,minutes-motion,b0e9854d30059b408fb437ccd4522c7c17139c85f5b429214f4901e07a58408f,
2024-O-01,2024-01-16,2024-01-16,2024-O-01,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/2024-O-01.pdf?t=202401181955200,2026-07-13,scanned,tesseract 5 OCR @300dpi (15pg),raw/2024-O-01.pdf,yes,,,,none,ordinance,pdf,00a92226e56441fa4a5a11272f23a35ddf2cefaa84fe628b0453616d35731a7f,
2024-O-02,2024-02-27,2024-02-27,"Ordinance No. 2024-O-02 Establishing Temporary Land Use Regulations for Commercial Parking Lots, Parking Lots, Parking Structures, and Private Parking Lots under Midvale Municipal Code Sections 17-2-3 and 17-2-16.",https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/Ordinance%20Publications.pdf?t=202402291344430,2026-07-13,text,pdftotext -layout,raw/2024-O-02_pub.pdf,yes,5-0 Pass,2024-02-27,1,high,publication,minutes-motion,91010a63beb471b4ee7e6391684b0dd2f136a9ffb5007d93cf815e3e1a03a835,
2024-O-03,2024-03-26,2024-03-26,2024-O-03,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%20No.%202024-O-03.pdf?t=202404101601460,2026-07-13,text,pdftotext -layout,raw/2024-O-03.pdf,yes,5-0 Pass,2024-03-26,3,high,ordinance,minutes-motion,6896a0269bd72b7dfce54f6109356fb3715bcffe1e2083a9128d23779fbc31d3,
2024-O-04,2024-03-26,2024-03-26,2024-O-04,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%20No.%202024-O-04.tiff.pdf?t=202404101558550,2026-07-13,text,pdftotext -layout,raw/2024-O-04.pdf,yes,5-0 Pass,2024-03-26,6,high,ordinance,minutes-motion,8fc49c1b1834bf6e1a739619d83600212a6cd74b4d406d0d906df19b57cab26b,
2024-O-05,2024-04-02,2024-04-02,2024-O-05,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%20No.%202024-O-05.tiff.pdf?t=202404101552220,2026-07-13,text,pdftotext -layout,raw/2024-O-05.pdf,no,3-2 Pass,2024-04-02,1,high,ordinance,pdf,30866cfd1b50018b3a6dafcf3bc821f85fd89b8d5fb9e7d6cc3c647e5ac454bb,2 motions cite this number; linked the adopting one
2024-O-06,2024-04-16,2024-04-16,2024-O-06,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%202024-O-06.pdf?t=202404231410110,2026-07-13,text,pdftotext -layout,raw/2024-O-06.pdf,yes,5-0 Pass,2024-04-16,3,high,ordinance,minutes-motion,0f7794e3b8097fa64391f77c9ab353ecb85c8f90bdfa5bfc5ce95568845a084e,
2024-O-07,2024-04-16,2024-04-16,2024-O-07,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%202024-O-07.pdf?t=202404231411180,2026-07-13,text,pdftotext -layout,raw/2024-O-07.pdf,yes,5-0 Pass,2024-04-16,6,high,ordinance,minutes-motion,fb27efc3d80b3661414dd2fcc0d2ca6b02d0ea62587cf96a178a8ab576db0851,
2024-O-08,2024-04-16,2024-04-16,2024-O-08,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/ORD%202024-O-08%20%282%29.pdf?t=202404231412090,2026-07-13,text,pdftotext -layout,raw/2024-O-08.pdf,yes,5-0 Pass,2024-04-16,9,high,ordinance,pdf,e01c4893bf87ef180f32aa0d65738e4b291192db30920b4b9e8ac14e9413c0a2,
