ord_no,year,kind,fetch,name,label,fname,url
2025-O-17,2025,ordinance,yes,2025-O-17.pdf,2025-O-17,ORD 2025-O-17.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-17.pdf?t=202510161714550
2025-O-18,2025,ordinance,yes,2025-O-18.pdf,2025-O-18,Ord 2025-O-18.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/Ord%202025-O-18.pdf?t=202510231807380
2025-O-19,2025,ordinance,yes,2025-O-19.pdf,2025-O-19,ORD 2025-O-19.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-19.pdf?t=202510221604400
2025-O-20,2025,ordinance,yes,2025-O-20.pdf,2025-O-20,2025-O-20.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/2025-O-20.pdf?t=202510231809210
2025-O-21,2025,ordinance,yes,2025-O-21.pdf,2025-O-21,2025-O-21.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/2025-O-21.pdf?t=202511261433500
2025-O-23,2025,ordinance,yes,2025-O-23.pdf,2025-O-23,ORD 2025-O-23.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2025/ORD%202025-O-23.pdf?t=202512091423160
2026-O-01,2026,ordinance,yes,2026-O-01.pdf,2026-O-01,ORD 2026-O-01.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-01.pdf?t=202601131714200
2026-O-02,2026,ordinance,yes,2026-O-02.pdf,2026-O-02,ORD 2026-O-02.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-02.pdf?t=202601131701330
2026-O-03,2026,ordinance,yes,2026-O-03.pdf,2026-O-03,ORD 2026-O-03.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-03.pdf?t=202602051719290
2026-O-04,2026,ordinance,yes,2026-O-04.pdf,2026-O-04,ORD 2026-O-04.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-04.pdf?t=202602051723410
2026-O-06,2026,ordinance,yes,2026-O-06.pdf,2026-O-06,ORD 2026-O-06.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-06.pdf?t=202603091528250
2026-O-07,2026,ordinance,yes,2026-O-07.pdf,2026-O-07,ORD 2026-O-07.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-07.pdf?t=202603091530470
2026-O-08,2026,ordinance,yes,2026-O-08.pdf,2026-O-08,ORD 2026-O-08.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-08.pdf?t=202603311929030
2026-O-09,2026,ordinance,yes,2026-O-09.pdf,2026-O-09,ORD 2026-O-09.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-09.pdf?t=202604141545300
2026-O-10,2026,ordinance,yes,2026-O-10.pdf,2026-O-10,ORD 2026-O-10.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-10.pdf?t=202604141547340
2026-O-11,2026,ordinance,yes,2026-O-11.pdf,2026-O-11,ORD 2026-O-11.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-11.pdf?t=202604281404280
2026-O-12,2026,ordinance,yes,2026-O-12.pdf,2026-O-12,ORD 2026-O-12.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-12.pdf?t=202604281444240
2026-O-14,2026,ordinance,yes,2026-O-14.pdf,2026-O-14,ORD 2026-O-14.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/ORD%202026-O-14.pdf?t=202605271502060
2026-O-15,2026,ordinance,yes,2026-O-15.pdf,2026-O-15,2026-O-15.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/2026-O-15.pdf?t=202606161854350
2026-O-16,2026,ordinance,yes,2026-O-16.pdf,2026-O-16,2026-O-16.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/2026-O-16.pdf?t=202606151735420
2026-O-17,2026,ordinance,yes,2026-O-17.pdf,2026-O-17,2026-O-17.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/2026-O-17.pdf?t=202606151737110
2026-O-19,2026,ordinance,yes,2026-O-19.pdf,2026-O-19,2026-O-19.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/2026-O-19.pdf?t=202606161855470
2026-O-20,2026,ordinance,yes,2026-O-20.pdf,2026-O-20,2026-O-20.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/2026-O-20.pdf?t=202606231332170
2026-O-21,2026,ordinance,yes,2026-O-21.pdf,2026-O-21,2026-O-21.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/2026-O-21.pdf?t=202606231326200
2026-O-22,2026,ordinance,yes,2026-O-22.pdf,2026-O-22,2026-O-22.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2026/2026-O-22.pdf?t=202606231329520
2022-O-14,2022,publication,no,,Public Notice: Ordinance Adoption No. 2022-O-14,CC Noticing 092022 Ordinance 2022 O 14.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2022/CC%20Noticing%20092022%20Ordinance%202022%20O%2014.pdf?t=202311081634410
2022-O-15,2022,publication,no,,Public Notice: Ordinance Adoption No. 2022-O-15,CC Noticing 100422 Ordinance 2022 O 15.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2022/CC%20Noticing%20100422%20Ordinance%202022%20O%2015.pdf?t=202311081637410
2022-O-17,2022,publication,no,,Public Notice: Ordinance Adoption No. 2022-O-17,CC Noticing 101822 Ordinance 2022 O 17.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2022/CC%20Noticing%20101822%20Ordinance%202022%20O%2017.pdf?t=202311081640400
2022-O-18,2022,publication,no,,Public Notice: Ordinance Adoption No. 2022-O-18,CC Noticing Ordinance 2022 O 18.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2022/CC%20Noticing%20Ordinance%202022%20O%2018.pdf?t=202311081641390
2023-O-01,2023,publication,no,,Public Notice: Ordinance Adoption No. 2023-O-01,CC Noticing 020723 Ordinance 2023 O 01.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2023/CC%20Noticing%20020723%20Ordinance%202023%20O%2001.pdf?t=202311081624580
2023-O-02,2023,publication,no,,Public Notice: Ordinance Adoption No. 2023-O-02,CC Noticing 020723 Ordinance 2023 O 02.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2023/CC%20Noticing%20020723%20Ordinance%202023%20O%2002.pdf?t=202311081625040
2023-O-03,2023,publication,no,,Public Notice: Ordinance Adoption No. 2023-O-03,CC Noticing 020723 Ordinance 2023 O 03.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2023/CC%20Noticing%20020723%20Ordinance%202023%20O%2003.pdf?t=202311081625060
2023-O-04,2023,publication,no,,Public Notice: Ordinance Adoption No. 2023-O-04,CC Noticing 020723 Ordinance 2023 O 04.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2023/CC%20Noticing%20020723%20Ordinance%202023%20O%2004.pdf?t=202311081625170
2023-O-05,2023,publication,no,,Public Notice: Ordinance Adoption No. 2023-O-05,CC Noticing 050223 Ordinance 2023 0 05.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2023/CC%20Noticing%20050223%20Ordinance%202023%200%2005.pdf?t=202311081626090
2023-O-06,2023,publication,no,,Public Notice: Ordinance Adoption No. 2023-O-06,CC Noticing 050223 Ordinance 2023 0 06.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2023/CC%20Noticing%20050223%20Ordinance%202023%200%2006.pdf?t=202311081626120
2023-O-07,2023,publication,no,,Public Notice: Ordinance Adoption No. 2023-O-07,CC Hearing 050723 Ordinance.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2023/CC%20Hearing%20050723%20Ordinance.pdf?t=202311081625200
2023-O-08,2023,publication,no,,Public Notice: Ordinance Adoption No. 2023-O-08,CC Noticing 050223.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2023/CC%20Noticing%20050223.pdf?t=202311081626160
2023-O-09,2023,publication,no,,Public Notice: Ordinance Adoption No. 2023-O-9,Ordinance No 2023-O-09.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2023/Ordinance%20No%202023-O-09.pdf?t=202311081630010
2023-O-10,2023,publication,no,,Public Notice: Ordinance Adoption No. 2023-O-10,Ordinance No. 2023-0-10.doc,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2023/Ordinance%20No.%202023-0-10.doc?t=202311081631380
2023-O-15,2023,publication,yes,2023-O-15_pub.doc,Public Notice - Ordinance No. 2023-O-15,Ordinance Publications Utah Public Notice Website.doc,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2023/Ordinance%20Publications%20Utah%20Public%20Notice%20Website.doc?t=202311151708520
2023-O-16,2024,publication,no,,Public Notice - Ordinance 2023-O-16,2023-O-16 Ordinance Publications City Website.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2024/2023-O-16%20Ordinance%20Publications%20City%20Website.pdf?t=202406041407180
2024-O-01,2024,publication,no,,Public Notice - Ordinance No. 2024-O-01,Ordinance Publications.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Midvale%20City%20Ordinances/2024/Ordinance%20Publications.pdf?t=202401171922450
2024-O-02,2024,publication,yes,2024-O-02_pub.pdf,"Ordinance No. 2024-O-02 Establishing Temporary Land Use Regulations for Commercial Parking Lots, Parking Lots, Parking Structures, and Private Parking Lots under Midvale Municipal Code Sections 17-2-3 and 17-2-16.",Ordinance Publications.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/Ordinance%20Publications.pdf?t=202402291344430
2024-O-03,2024,publication,no,,Adopt Ordinance No. 2024-O-03,Ordinance Publications ORD 2024-O-03.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Ordinance%20Publications%20ORD%202024-O-03.pdf?t=202404011617550
2024-O-04,2024,publication,no,,Adopt Ordinance No. 2024-O-04,Ordinance Publications Utah Public Notice Website Ord 2024-O-04.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%20Ord%202024-O-04.pdf?t=202404011619550
2024-O-04,2024,publication,no,,Public Notice - Ordinance No. 2024-O-04,Ordinance Publications.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Ordinance%20Publications.pdf?t=202404041452560
2024-O-07,2024,publication,no,,Public Notice - Ordinance No 2024-O-07,2024-O-07 Ordinance Publications Utah Public Notice Website.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2024/2024-O-07%20Ordinance%20Publications%20Utah%20Public%20Notice%20Website.pdf?t=202404231347080
2024-O-10,2024,publication,no,,Public Notice - Ordinance No. 2024-O-10,Ordinance Publications.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2024/Ordinance%20Publications.pdf?t=202405081920230
2024-O-14,2024,publication,no,,Public Notice - Ordinance 2024-O-14,Ordinance Publications 2024-O-14.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2024/Ordinance%20Publications%202024-O-14.pdf?t=202405231828490
2024-O-15,2024,publication,no,,Public Notice - Ordinance 2024-O-15 - 19,Ordinance Publications City Website.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2024/Ordinance%20Publications%20City%20Website.pdf?t=202406051858240
2024-O-21,2024,publication,no,,Public Notice - Ordinance No 2024-O-21,Ordinance Publications Utah Public Notice Website 2024-O-21.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2024/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%202024-O-21.pdf?t=202408141501310
2024-O-23,2024,publication,no,,Midvale City Public Notice Ordinance 2024-O-23,Ordinance Publications Utah Public Notice Website 2024-O-23.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2024/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%202024-O-23.pdf?t=202409191924080
2024-O-24,2024,publication,no,,Midvale City Public Notice Ordinance 2024-O-24,Ordinance Publications Utah Public Notice Website 2024-O-24.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2024/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%202024-O-24.pdf?t=202409191925410
2024-O-25,2024,publication,no,,Midvale City Public Notice Ordinance 2024-O-25,Ordinance Publications Utah Public Notice Website 2024-O-25.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2024/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%202024-O-25.pdf?t=202409191928100
2024-O-26,2024,publication,no,,Midvale City Public Notice Ordinance 2024-O-26,Ordinance Publications Utah Public Notice Website 2024-O-26.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2024/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%202024-O-26.pdf?t=202410081351590
2024-O-27,2024,publication,no,,Midvale City Public Notice Ordinance 2024-O-27,Ordinance Publications Utah Public Notice Website 2024-O-27.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2024/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%202024-O-27.pdf?t=202411181524110
2024-O-28,2024,publication,no,,Midvale City Public Notice Ordinance 2024-O-28,Ordinance Publications Utah Public Notice Website 2024-O-28.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2024/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%202024-O-28.pdf?t=202411181526030
2024-O-29,2024,publication,no,,"Midvale City Public Notice Ordinance 2024-O-29, 30, 31","Ordinance Publications City Website 2024-O-29,30,31.pdf",https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2024/Ordinance%20Publications%20City%20Website%202024-O-29%2C30%2C31.pdf?t=202412091604230
2024-R-06,2024,publication,yes,2024-R-06_pub.pdf,Public Notice - Ordinance No 2024-R-06,2024-O-06 Ordinance Publications City Website.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2024/2024-O-06%20Ordinance%20Publications%20City%20Website.pdf?t=202404231344430
2024-R-08,2024,publication,yes,2024-R-08_pub.pdf,Public Notice - Ordinance No 2024-R-08,2024-O-08 Ordinance Publications.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2024/2024-O-08%20Ordinance%20Publications.pdf?t=202404231349140
2024-R-20,2024,publication,yes,2024-R-20_pub.pdf,Public Notice - Ordinance 2024-R-20,Ordinance Publications Utah Public Notice Website.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2024/Ordinance%20Publications%20Utah%20Public%20Notice%20Website.pdf?t=202407171827220
2025-O-01,2025,publication,no,,Midvale City Public Notice Ordinance 2025-O-01,Ordinance Publications Utah Public Notice Website.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2025/Ordinance%20Publications%20Utah%20Public%20Notice%20Website.pdf?t=202501221340560
2025-O-02,2025,publication,no,,Midvale City Public Notice Ordinance 2025-O-02,Ordinance Publications Utah Public Notice Website 2025-O-02.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2025/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%202025-O-02.pdf?t=202502051626020
2025-O-03,2025,publication,no,,Midvale City Public Notice Ordinance 2025-O-03,Ordinance Publications Utah Public Notice Website 2025-O-03.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2025/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%202025-O-03.pdf?t=202502191944520
2025-O-04,2025,publication,no,,Midvale City Public Notice City Ordinance 2025-O-04,Ordinance Publications Utah Public Notice Website 2025-O-04.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2025/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%202025-O-04.pdf?t=202503191946320
2025-O-05,2025,publication,no,,Midvale City Public Notice City Ordinance 2025-O-05,Ordinance Publications Utah Public Notice Website 2025-O-05.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2025/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%202025-O-05.pdf?t=202504171428170
2025-O-06,2025,publication,no,,Ordinance No. 2025-O-06 Amending Section 17-7-7.2 of the Midvale City Municipal Code,Ordinance Publications Utah Public Notice Website.pdf,https://www.midvale.utah.gov/Document%20Center/Government/Departments/Recorders%20Office/Ordinance%20Publications%20Utah%20Public%20Notice%20Website.pdf?t=202505071306270
2025-O-07,2025,publication,no,,Midvale City Public Notice City Ordinance 2025-O-07,Ordinance Publications City Website 2025-O-07.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2025/Ordinance%20Publications%20City%20Website%202025-O-07.pdf?t=202504171430170
2025-O-10,2025,publication,no,,Public Notice Ordinance No. 2025-O-10,Ordinance Publications City Website.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2025/Ordinance%20Publications%20City%20Website.pdf?t=202506051508480
2025-O-11,2025,publication,no,,Public Notice Ordinance No. 2025-O-11,2025-O-11 Public Notice.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2025/2025-O-11%20Public%20Notice.pdf?t=202506181802530
2025-O-12,2025,publication,no,,Public Notice Ordinance No. 2025-O-12,2025-O-12 Public Notice.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2025/2025-O-12%20Public%20Notice.pdf?t=202506181804380
2025-O-13,2025,publication,no,,Public Notice Ordinance No. 2025-O-13,Ordinance Publications Utah Public Notice Website 2025-O-13.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2025/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%202025-O-13.pdf?t=202508261608380
2025-O-14,2025,publication,no,,Public Notice Ordinance No. 2025-O-14,Ordinance Publications Utah Public Notice Website 2025-O-14.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2025/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%202025-O-14.pdf?t=202509031343080
2025-O-15,2025,publication,no,,Public Notice Ordinance No. 2025-O-15,Ordinance Publications Utah Public Notice Website 2025-O-15.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2025/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%202025-O-15.pdf?t=202509031344420
2025-O-16,2025,publication,no,,Midvale City Public Notice Ordinance 2025-O-16,Ordinance Publications Utah Public Notice Website2025-O-16.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2025/Ordinance%20Publications%20Utah%20Public%20Notice%20Website2025-O-16.pdf?t=202510091521060
2025-O-17,2025,publication,no,,Midvale City Public Notice Ordinance 2025-O-17,Ordinance Publications 2025-O-17.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2025/Ordinance%20Publications%202025-O-17.pdf?t=202510091522440
2025-O-18,2025,publication,no,,Midvale City Public Notice Ordinance 2025-O-18,Ordinance Publications Utah Public Notice Website ORD 2025-O-18.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2025/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%20ORD%202025-O-18.pdf?t=202510231553450
2025-O-19,2025,publication,no,,Midvale City Public Notice Ordinance 2025-O-19,Ordinance Publications Utah Public Notice Website 19.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2025/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%2019.pdf?t=202510161501310
2025-O-20,2025,publication,no,,Midvale City Public Notice Ordinance 2025-O-20,Ordinance Publications Utah Public Notice Website ORD 2025-O-20.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2025/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%20ORD%202025-O-20.pdf?t=202510231550190
2025-O-21,2025,publication,no,,Midvale City Public Notice Ordinance 2025-O-21,Ordinance Publications City Website 2025-O-21.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2025/Ordinance%20Publications%20City%20Website%202025-O-21.pdf?t=202511201855590
2025-O-23,2025,publication,no,,Midvale City Public Notice Ordinance 2025-O-23,Ordinance Publications City Website 2025-O-23.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2025/Ordinance%20Publications%20City%20Website%202025-O-23.pdf?t=202512031709170
2026-O-01,2026,publication,no,,Midvale City Public Notice Ordinance 2026-O-01,Ordinance Publications City Website 2026-O-01.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2026/Ordinance%20Publications%20City%20Website%202026-O-01.pdf?t=202601071748030
2026-O-02,2026,publication,no,,Midvale City Public Notice Ordinance 2026-O-02,Ordinance Publications Utah Public Notice Website 02.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2026/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%2002.pdf?t=202601071750260
2026-O-03,2026,publication,no,,Midvale City Public Notice Ordinance 2026-O-03,Ordinance Publications Utah Public Notice Website 2026-O-03.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2026/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%202026-O-03.pdf?t=202602041834410
2026-O-04,2026,publication,no,,Midvale City Public Notice Ordinance 2026-O-04,Ordinance Publications Utah Public Notice Website 2026-O-04.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2026/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%202026-O-04.pdf?t=202602041836140
2026-O-06,2026,publication,no,,Midvale City Public Notice Ordinance 2026-O-06,Ordinance Publications City Website 2026-O-06.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2026/Ordinance%20Publications%20City%20Website%202026-O-06.pdf?t=202603041531570
2026-O-07,2026,publication,no,,Midvale City Public Notice Ordinance 2026-O-07,Ordinance Publications Utah Public Notice Website 2026-O-07.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2026/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%202026-O-07.pdf?t=202603041534200
2026-O-08,2026,publication,no,,Midvale City Public Notice Ordinance 2026-O-08,Ordinance Publications City Website 2026-O-08.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2026/Ordinance%20Publications%20City%20Website%202026-O-08.pdf?t=202603261429120
2026-O-09,2026,publication,no,,Midvale City Public Notice Ordinance 2026-O-09,Ordinance Publications City Website ORD 2026-O-09.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2026/Ordinance%20Publications%20City%20Website%20ORD%202026-O-09.pdf?t=202604081835590
2026-O-10,2026,publication,no,,Midvale City Public Notice Ordinance 2026-O-10,Ordinance Publications Utah Public Notice Website  ORD 2026-O-10.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2026/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%20%20ORD%202026-O-10.pdf?t=202604081839170
2026-O-11,2026,publication,no,,Midvale City Public Notice Ordinance 2026-O-11,Ordinance Publications City Website 2026-O-11.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2026/Ordinance%20Publications%20City%20Website%202026-O-11.pdf?t=202604221441250
2026-O-12,2026,publication,no,,Midvale City Public Notice Ordinance 2026-O-12,Ordinance Publications Utah Public Notice Website 2026-O-12.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2026/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%202026-O-12.pdf?t=202604221443090
2026-O-14,2026,publication,no,,Midvale City Public Notice Ordinance No. 2026-O-14,Ordinance Publications City Website 2026-O-14.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2026/Ordinance%20Publications%20City%20Website%202026-O-14.pdf?t=202605201912580
2026-O-15,2026,publication,no,,Ordinance No. 2026-O-15,Ordinance Publications.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2026/Ordinance%20Publications.pdf?t=202606041230450
2026-O-16,2026,publication,no,,Ordinance No. 2026-O-16,Ordinance Publications Utah Public Notice Website.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2026/Ordinance%20Publications%20Utah%20Public%20Notice%20Website.pdf?t=202606041236370
2026-O-17,2026,publication,no,,Ordinance No. 2026-O-17,Ordinance Publications City Website.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2026/Ordinance%20Publications%20City%20Website.pdf?t=202606041239280
2026-O-19,2026,publication,no,,Ordinance No. 2026-O-19,Ordinance Publications 1.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2026/Ordinance%20Publications%201.pdf?t=202606041240340
2026-O-20,2026,publication,no,,Midvale City Public Notice Ordinance 2026-O-20,Ordinance Publications 2026-O-20.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2026/Ordinance%20Publications%202026-O-20.pdf?t=202606171732270
2026-O-21,2026,publication,no,,Midvale City Public Notice Ordinance 2026-O-21,Ordinance Publications Utah Public Notice Website 2026-O-21.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2026/Ordinance%20Publications%20Utah%20Public%20Notice%20Website%202026-O-21.pdf?t=202606171734080
2026-O-22,2026,publication,no,,Midvale City Public Notice Ordinance 2026-O-22,Ordinance Publications City Website 2026-O-22.pdf,https://www.midvale.utah.gov/Document%20Center/Transparency/Public%20Notices/2026/Ordinance%20Publications%20City%20Website%202026-O-22.pdf?t=202606171735520
