EventItemId,EventItemEventId,EventBodyId,EventItemAgendaSequence,EventItemMinutesSequence,EventItemAgendaNumber,EventItemTitle,EventItemMatterId,EventItemMatterFile,EventItemMatterType,EventItemMatterStatus,EventItemActionName,EventItemMover,EventItemSeconder,EventItemPassedFlag,EventItemPassedFlagName,EventItemRollCallFlag,EventItemConsent
39844,1908,138,9,5,,Council Business,,,,,,,,,,0,0
39845,1908,138,10,6,,Informational Items,,,,,,,,,,0,0
39846,1908,138,13,9,,Council Voting Items,,,,,,,,,,0,0
39847,1908,138,11,7,1.,"Community Development Department presenting Appendix A (Station Area Planning) and Appendix B (Neighborhood Activity Centers) of the draft Pace of Progress: Sandy General Plan 2050, and addressing any follow up questions on previously reviewed sections of the General Plan.",6088,24-405,Informational Report,Agenda Ready,,,,,,0,0
39848,1908,138,14,10,3.,Recess of the City Council meeting and convene a meeting of the Sandy City Redevelopment Agency.,6092,24-410,Resolution,Agenda Ready,,,,,,0,0
39849,1908,138,12,8,2.,First Reading: Council Member Mecham proposing the creation of a new Sister City relationship with the Ukrainian City of Bucha,6095,24-413,Informational Report,Agenda Ready,,,,,,0,0
39850,1908,138,15,11,,Standing Reports,,,,,,,,,,0,0
39851,1908,138,16,12,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
39852,1908,138,17,13,,Council Member Business,,,,,,,,,,0,0
39853,1908,138,18,14,,Mayor's Report,,,,,,,,,,0,0
39854,1908,138,19,15,,CAO Report,,,,,,,,,,0,0
39855,1908,138,20,16,,Adjournment,,,,,,,,,,0,0
39860,1908,138,,2,,,,,,,,,,,,0,0
39861,1911,138,1,,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
39862,1911,138,2,,,"This Council Meeting will be conducted  both in-person, in the Sandy City Council Chambers at City Hall, and via Zoom Webinar. Residents may attend and participate in the meeting either in-person or via the webinar link below. Virtual participation is offered as a courtesy. If for any reason the virtual meeting is inoperable, virtual attendees are encouraged to instead attend in-person. The meeting will be held regardless of the availability of a virtual option.",,,,,,,,,,0,0
39863,1911,138,3,,,"Register in advance for this webinar:
https://us02web.zoom.us/webinar/register/WN_ls9eSIUfTJiINieE-hJIuA

After registering, you will receive a confirmation email containing information about joining the webinar.

Or listen by phone:
Dial(for higher quality, dial a number based on your current location):     
US: +1 719 359 4580 or +1 253 205 0468 or +1 253 215 8782 or +1 346 248 7799 or +1 669 444 9171

Webinar ID: 871 7264 4499
Passcode: 602748",,,,,,,,,,0,0
39864,1911,138,4,,,"NOTICE OF SPECIAL ACCOMMODATION DURING PUBLIC MEETINGS In compliance with the Americans with Disabilities Act, individuals needing special accommodations during this meeting should notify the City Council Office at 801-568-7141.",,,,,,,,,,0,0
39865,1911,138,5,1,5:15,Council Meeting,,,,,,,,,,1,0
39866,1911,138,6,3,,"Prayer, Pledge of Allegiance, and Introductions",,,,,,,,,,0,0
39867,1911,138,7,4,,General Citizen Comment Period (No earlier than 6:00 PM),,,,,,,,,,0,0
39868,1911,138,8,,,"The General Citizen Comment period is the time set aside for the public to comment on any City business, including any item listed on tonight's agenda. General Citizen Comment will begin no earlier than 6:00 PM.  Citizen comment will also be taken during each Council Voting Item and each Public Hearing Item for comments related to those items.

Each speaker is allowed three minutes during each comment period.  A speaker may comment during multiple comment periods, so long as the topic of the comment is different each time. No speaker will be permitted to comment more than once during any individual comment period.

Speakers wishing to comment live should attend the meeting in person or access the meeting virtually via the Zoom Webinar link. The call-in number is generally for listening only. You may also leave a written comment by emailing CitizenComment@sandy.utah.gov.",,,,,,,,,,0,0
39869,1911,138,9,5,,Council Business,,,,,,,,,,0,0
39870,1911,138,10,6,,Special Recognition,,,,,,,,,,0,0
39871,1911,138,11,7,1.,Special Recognition by the Sandy City Council and Administration of Representative Robert Spendlove and Representative Susan Pulsipher honoring their service to Sandy City,6097,24-415,Special Recognition,Agenda Ready,,,,,,0,0
39872,1911,138,23,19,,Informational Items,,,,,,,,,,0,0
39873,1911,138,16,12,,Consent Calendar,,,,,approved the Consent Calendar,,,1,Pass,0,0
39874,1911,138,21,17,9.,"Approval of the November 12, 2024 Draft Minutes",6096,24-414,Minutes,Consent Agenda,,,,,,0,1
39875,1911,138,18,14,6.,"The Community Development Department is recommending the City Council adopt Resolution #24-55C indicating the intent to annex a contiguous unincorporated area located at 2182 E. Creek Road (approximately 1.13 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",6102,ANX11212024-006891(R),Resolution,Consent Agenda,,,,,,0,1
39876,1911,138,19,15,7.,"The Community Development Department is recommending that the City Council adopt Resolution #24-56C indicating the intent to annex a contiguous unincorporated area located at 10191 S. Dimple Dell Road (approximately 0.61 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",6103,ANX11212024-006892(R),Resolution,Consent Agenda,,,,,,0,1
39877,1911,138,20,16,8.,"The Community Development Department is recommending the City Council adopt Resolution #24-58C indicating the intent to annex a contiguous area located at 2068 E. - 2131 E. Oak Haven Place and 2106 E. - 2136 E. Willow Park Lane (approximately 8.36 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",6104,ANX12032024-006896(R),Resolution,Consent Agenda,,,,,,0,1
39878,1911,138,17,13,5.,City Council considering adoption of its 2025 Annual Meeting Schedule,6106,24-424,Resolution,Consent Agenda,,,,,,0,1
39879,1911,138,22,18,10.,"Approval of the November 19, 2024 Draft Minutes",6113,24-431,Minutes,Consent Agenda,,,,,,0,1
39880,1911,138,12,8,,Public Hearing(s),,,,,,,,,,0,0
39881,1911,138,15,11,4.,"Shoshone Annexation (R-1-8)
Homes along Shoshone Avenue, Shoshone Circle and Shoshone Court
[Community #17]",6100,ANX10142024-006869(CC),Ordinance,Passed,adopted,,,1,Pass,0,0
39882,1911,138,14,10,3.,"Bay Annexation (R-1-10)
10175 S. Dimple Dell Road
[Community #29]",6101,ANX10152024-006870(CC),Ordinance,Passed,adopted,,,1,Pass,0,0
39883,1911,138,13,9,2.,"City Council considering the adoption of Resolution 24-54C, a resolution increasing total appropriations for the fiscal year commencing July 1, 2024 and ending June 30, 2025",6105,24-423,Resolution,Passed,adopted,,,1,Pass,0,0
39884,1911,138,26,22,,Council Voting Items,,,,,,,,,,0,0
39886,1911,138,25,21,12.,"Community Development Department presenting Sections 3-6 (Community, Mobility, Economic Development, Environmental Stewardship) of the draft Pace of Progress: Sandy General Plan 2050, and addressing any follow up questions on previously reviewed sections of the General Plan.",6098,24-416,Informational Report,Agenda Ready,,,,,,0,0
39887,1911,138,24,20,11.,"Community Development Department presenting the 886 E. 7800 S. Rezone Application (File #REZ06212024-006789), submitted by Andrew Gutierrez, requesting that two parcels (0..93 acres) be rezoned from the R-1-8 Zone to the RM (12) Zone.",6099,REZ06212024-6789 (CC 1st),Informational Report,Agenda Ready,,,,,,0,0
39888,1911,138,27,23,13.,City Council providing staff with direction on council member proposed amendments to the General Plan,6107,24-425,Resolution,Agenda Ready,,,,,,0,0
39889,1911,138,28,24,14.,Recess City Council meeting and convene a meeting of the Sandy City Redevelopment Agency.,6111,24-429,Resolution,Agenda Ready,,,,,,0,0
39890,1911,138,29,25,,Standing Reports,,,,,,,,,,0,0
39891,1911,138,30,26,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
39892,1911,138,31,27,,Council Member Business,,,,,,,,,,0,0
39893,1911,138,32,28,,Mayor's Report,,,,,,,,,,0,0
39894,1911,138,33,29,,CAO Report,,,,,,,,,,0,0
39895,1911,138,34,30,,Adjournment,,,,,,,,,,0,0
39896,1911,138,,2,,,,,,,,,,,,0,0
39996,1955,138,2,2,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
39997,1955,138,3,3,,"This Council Meeting will be conducted  both in-person, in the Sandy City Council Chambers at City Hall, and via Zoom Webinar. Residents may attend and participate in the meeting either in-person or via the webinar link below. Virtual participation is offered as a courtesy. If for any reason the virtual meeting is inoperable, virtual attendees are encouraged to instead attend in-person. The meeting will be held regardless of the availability of a virtual option.",,,,,,,,,,0,0
39998,1955,138,4,4,,"Register in advance for this webinar:
https://us02web.zoom.us/webinar/register/WN_ls9eSIUfTJiINieE-hJIuA

After registering, you will receive a confirmation email containing information about joining the webinar.

Or listen by phone:
Dial(for higher quality, dial a number based on your current location):     
US: +1 719 359 4580 or +1 253 205 0468 or +1 253 215 8782 or +1 346 248 7799 or +1 669 444 9171

Webinar ID: 871 7264 4499
Passcode: 602748",,,,,,,,,,0,0
39999,1955,138,5,5,,"NOTICE OF SPECIAL ACCOMMODATION DURING PUBLIC MEETINGS In compliance with the Americans with Disabilities Act, individuals needing special accommodations during this meeting should notify the City Council Office at 801-568-7141.",,,,,,,,,,0,0
40000,1955,138,6,6,5:15,Council Meeting,,,,,,,,,,0,0
40001,1955,138,7,7,,"Prayer, Pledge of Allegiance, and Introductions",,,,,,,,,,0,0
40002,1955,138,8,8,,General Citizen Comment Period (No earlier than 6:00 PM),,,,,,,,,,0,0
40003,1955,138,9,9,,"The General Citizen Comment period is the time set aside for the public to comment on any City business, including any item listed on tonight's agenda. General Citizen Comment will begin no earlier than 6:00 PM.  Citizen comment will also be taken during each Council Voting Item and each Public Hearing Item for comments related to those items.

Each speaker is allowed three minutes during each comment period.  A speaker may comment during multiple comment periods, so long as the topic of the comment is different each time. No speaker will be permitted to comment more than once during any individual comment period.

Speakers wishing to comment live should attend the meeting in person or access the meeting virtually via the Zoom Webinar link. The call-in number is generally for listening only. You may also leave a written comment by emailing CitizenComment@sandy.utah.gov.",,,,,,,,,,0,0
40004,1955,138,10,10,,Council Business,,,,,,,,,,0,0
40005,1955,138,11,11,,Informational Items,,,,,,,,,,0,0
40006,1955,138,12,12,,Council Voting Items,,,,,,,,,,0,0
40007,1955,138,13,13,1.,Test File,6137,24-455,Resolution,Agenda Ready,,,,,,0,0
40008,1955,138,14,14,,Standing Reports,,,,,,,,,,0,0
40009,1955,138,15,15,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
40010,1955,138,16,16,,Council Member Business,,,,,,,,,,0,0
40011,1955,138,17,17,,Mayor's Report,,,,,,,,,,0,0
40012,1955,138,18,18,,CAO Report,,,,,,,,,,0,0
40013,1955,138,19,19,,Adjournment,,,,,,,,,,0,0
40014,1955,138,1,1,,*THIS IS A TEST MEETING FOR TRAINING PURPOSES*,,,,,,,,,,0,0
39963,1912,138,1,,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
39964,1912,138,2,,,"This Council Meeting will be conducted  both in-person, in the Sandy City Council Chambers at City Hall, and via Zoom Webinar. Residents may attend and participate in the meeting either in-person or via the webinar link below. Virtual participation is offered as a courtesy. If for any reason the virtual meeting is inoperable, virtual attendees are encouraged to instead attend in-person. The meeting will be held regardless of the availability of a virtual option.",,,,,,,,,,0,0
39965,1912,138,3,,,"Register in advance for this webinar:
https://us02web.zoom.us/webinar/register/WN_ls9eSIUfTJiINieE-hJIuA

After registering, you will receive a confirmation email containing information about joining the webinar.

Or listen by phone:
Dial(for higher quality, dial a number based on your current location):     
US: +1 719 359 4580 or +1 253 205 0468 or +1 253 215 8782 or +1 346 248 7799 or +1 669 444 9171

Webinar ID: 871 7264 4499
Passcode: 602748",,,,,,,,,,0,0
39966,1912,138,4,,,"NOTICE OF SPECIAL ACCOMMODATION DURING PUBLIC MEETINGS In compliance with the Americans with Disabilities Act, individuals needing special accommodations during this meeting should notify the City Council Office at 801-568-7141.",,,,,,,,,,0,0
39967,1912,138,5,1,5:15,Council Meeting,,,,,,,,,,1,0
39968,1912,138,6,3,,"Prayer, Pledge of Allegiance, and Introductions",,,,,,,,,,0,0
39969,1912,138,7,4,,General Citizen Comment Period (No earlier than 6:00 PM),,,,,,,,,,0,0
39970,1912,138,8,,,"The General Citizen Comment period is the time set aside for the public to comment on any City business, including any item listed on tonight's agenda. General Citizen Comment will begin no earlier than 6:00 PM.  Citizen comment will also be taken during each Council Voting Item and each Public Hearing Item for comments related to those items.

Each speaker is allowed three minutes during each comment period.  A speaker may comment during multiple comment periods, so long as the topic of the comment is different each time. No speaker will be permitted to comment more than once during any individual comment period.

Speakers wishing to comment live should attend the meeting in person or access the meeting virtually via the Zoom Webinar link. The call-in number is generally for listening only. You may also leave a written comment by emailing CitizenComment@sandy.utah.gov.",,,,,,,,,,0,0
39971,1912,138,9,5,,Council Business,,,,,,,,,,0,0
39972,1912,138,10,6,,Informational Items,,,,,,,,,,0,0
39973,1912,138,17,13,,Consent Calendar,,,,,,,,,,0,0
39974,1912,138,18,15,6.,Council reappointment of members to the Historic Committee,6108,24-426,Appointment,Consent Agenda,approved,Ryan Mecham,Alison Stroud,1,Pass,0,1
39975,1912,138,19,16,7.,Council reappointment of members to the Alta Canyon Advisory Committee,6109,24-427,Appointment,Consent Agenda,approved,Ryan Mecham,Alison Stroud,1,Pass,0,1
39976,1912,138,20,17,8.,Council reappointment of members to the Public Utilities Advisory Board (PUAB),6110,24-428,Appointment,Consent Agenda,approved,Ryan Mecham,Alison Stroud,1,Pass,0,1
39977,1912,138,22,19,10.,"Approval of the December 10, 2024 Draft Minutes",6136,24-454,Minutes,Consent Agenda,approved,Ryan Mecham,Alison Stroud,1,Pass,0,1
39978,1912,138,15,11,,Public Hearing(s),,,,,,,,,,0,0
39979,1912,138,16,12,5.,Public Hearing: City Council Appointment to the Metropolitan Water District of Salt Lake and Sandy,6127,24-445,Resolution,Public Hearing,adopted,Cyndi Sharkey,Ryan Mecham,1,Pass,0,0
39980,1912,138,23,20,,Council Voting Items,,,,,,,,,,0,0
39981,1912,138,25,22,12.,"Community Development Department requesting City Council action regarding the 886 E. 7800 S. Rezone Application (File #REZ06212024-006789), submitted by Andrew Gutierrez, requesting that two parcels (0.91 acres) be rezoned from the R-1-8 Zone to the RM(10) Zone.",6122,REZ06212024-6789 (CC Ord),Ordinance,Agenda Ready,adopted,Brooke D'Sousa,Ryan Mecham,1,Pass,0,0
39982,1912,138,21,18,9.,"The Community Development Department is recommending the City Council adopt Resolution #24-67C indicating the intent to annex a contiguous unincorporated area located at approximately 8700 S. 700 W. (approximately 5 acres), setting a public hearing date to consider such annexation, and directing publication of a hearing notice.",6123,ANX12112024-006899(R),Resolution,Agenda Ready,,,,,,0,0
39983,1912,138,13,9,3.,Metropolitan Water District of Salt Lake and Sandy Board of Trustees Vacancy Interviews,6124,24-442,Informational Report,Agenda Ready,,,,,,0,0
39984,1912,138,26,23,13.,"Community Development Department presenting potential amendments to the draft Pace of Progress: Sandy General Plan 2050, and addressing any follow up questions on previously reviewed sections of the General Plan.",6126,24-444,Informational Report,Agenda Ready,,,,,,0,0
39985,1912,138,12,8,2.,City Council interviewing Greg Christiansen to serve as a Sandy City Administrative Hearing Officer,6128,24-446,Informational Report,Agenda Ready,,,,,,0,0
39986,1912,138,11,7,1.,Council Member Stroud recommending that the Council interview Parry Harrison  to serve as a regular member of the Sandy City Community Development Block Grant (CDBG) Committee,6129,24-447,Informational Report,Agenda Ready,,,,,,0,0
39987,1912,138,24,21,11.,Parks and Recreation Department presenting the Council with an update on the Alta Canyon Sports Center design and requesting direction on how to proceed.,6130,24-448,Resolution,Agenda Ready,approved,Zach Robinson,Aaron Dekeyzer,1,Pass,0,0
39988,1912,138,14,10,4.,"Possible Closed Session: character, professional competence, or physical or mental health of an individual.",6131,24-449,Resolution,Agenda Ready,approved with conditions,Ryan Mecham,Alison Stroud,1,Pass,0,0
39989,1912,138,27,24,,Standing Reports,,,,,,,,,,0,0
39990,1912,138,28,25,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
39991,1912,138,29,26,,Council Member Business,,,,,,,,,,0,0
39992,1912,138,30,27,,Mayor's Report,,,,,,,,,,0,0
39993,1912,138,31,28,,CAO Report,,,,,,,,,,0,0
39994,1912,138,32,29,,Adjournment,,,,,,,,,,0,0
40015,1912,138,,14,,Approval of the Consent Calendar,,,,,approved the Consent Calendar,Ryan Mecham,Alison Stroud,1,Pass,0,1
40016,1912,138,,2,,,,,,,,,,,,0,0
40018,1956,138,1,,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
40019,1956,138,2,,,"This Council Meeting will be conducted  both in-person, in the Sandy City Council Chambers at City Hall, and via Zoom Webinar. Residents may attend and participate in the meeting either in-person or via the webinar link below. Virtual participation is offered as a courtesy. If for any reason the virtual meeting is inoperable, virtual attendees are encouraged to instead attend in-person. The meeting will be held regardless of the availability of a virtual option.",,,,,,,,,,0,0
40020,1956,138,3,,,"Register in advance for this webinar:
https://us02web.zoom.us/webinar/register/WN_7QBNhYZtRRefMI37E2qKmA

After registering, you will receive a confirmation email containing information about joining the webinar.

Or listen by phone:
Dial(for higher quality, dial a number based on your current location):     
US: +1 669 444 9171 or +1 669 900 6833 or +1 719 359 4580 or +1 253 205 0468

Webinar ID: 870 3054 2937
Passcode: 844222",,,,,,,,,,0,0
40021,1956,138,4,,,"NOTICE OF SPECIAL ACCOMMODATION DURING PUBLIC MEETINGS In compliance with the Americans with Disabilities Act, individuals needing special accommodations during this meeting should notify the City Council Office at 801-568-7141.",,,,,,,,,,0,0
40022,1956,138,5,1,5:15,Council Meeting,,,,,,,,,,1,0
40023,1956,138,6,3,,"Prayer, Pledge of Allegiance, and Introductions",,,,,,,,,,0,0
40024,1956,138,7,4,,General Citizen Comment Period (No earlier than 6:00 PM),,,,,,,,,,0,0
40025,1956,138,8,,,"The General Citizen Comment period is the time set aside for the public to comment on any City business, including any item listed on tonight's agenda. General Citizen Comment will begin no earlier than 6:00 PM.  Citizen comment will also be taken during each Council Voting Item and each Public Hearing Item for comments related to those items.

Each speaker is allowed three minutes during each comment period.  A speaker may comment during multiple comment periods, so long as the topic of the comment is different each time. No speaker will be permitted to comment more than once during any individual comment period.

Speakers wishing to comment live should attend the meeting in person or access the meeting virtually via the Zoom Webinar link. The call-in number is generally for listening only. You may also leave a written comment by emailing CitizenComment@sandy.utah.gov.",,,,,,,,,,0,0
40026,1956,138,9,5,,Council Business,,,,,,,,,,0,0
40027,1956,138,12,8,,Informational Items,,,,,,,,,,0,0
40028,1956,138,15,11,,Consent Calendar,,,,,,,,,,0,0
40029,1956,138,16,13,4.,City Council appointing Parry Harrison to serve as a regular member of the  Community Develop Block Grant (CDBG) Committee,6143,25-004,Appointment,Consent Agenda,approved,Ryan Mecham,Alison Stroud,1,Pass,0,1
40030,1956,138,17,14,5.,City Council providing its consent to the appointment of Greg Christiansen to serve as a Sandy City Administrative Hearing Officer (Administrative Law Judge),6144,25-005,Appointment,Consent Agenda,approved,Ryan Mecham,Alison Stroud,1,Pass,0,1
40031,1956,138,18,15,,Council Voting Items,,,,,,,,,,0,0
40032,1956,138,14,10,3.,Community Development Department presenting the Moretto Rezone Application (File #REZ09302024-006858) requesting that one parcel (0.18 acre) be rezoned from the LC Zone to the R-1-6 Zone.,6139,REZ-9302024-6858 (CC 1st),Informational Report,Agenda Ready,,,,,,0,0
40033,1956,138,19,16,6.,Community Development Department requesting City Council action regarding the draft Pace of Progress: Sandy General Plan 2050.,6140,25-003,Ordinance,Agenda Ready,adopted,Aaron Dekeyzer,Ryan Mecham,1,Pass,0,0
40034,1956,138,11,7,1.,Election of City Council Chair and Vice Chair,6141,25-001,Appointment,Passed,approved,,,1,Pass,0,0
40035,1956,138,13,9,2.,City Council Office recommending annually required Open and Public Meeting Act training.,6142,25-002,Informational Report,Agenda Ready,,,,,,0,0
40036,1956,138,21,18,,Standing Reports,,,,,,,,,,0,0
40037,1956,138,22,19,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
40038,1956,138,23,20,,Council Member Business,,,,,,,,,,0,0
40039,1956,138,24,21,,Mayor's Report,,,,,,,,,,0,0
40040,1956,138,25,22,,CAO Report,,,,,,,,,,0,0
40041,1956,138,26,23,,Adjournment,,,,,,,,,,0,0
40042,1956,138,10,6,,Election,,,,,,Ryan Mecham,Cyndi Sharkey,,,0,0
40044,1956,138,20,17,7.,The appointment of Council Members as liaisons to various committees for Calendar Year 2025,6145,25-006,Appointment,Agenda Ready,adopted,Ryan Mecham,Brooke D'Sousa,1,Pass,0,0
40045,1956,138,,12,,Approval of the Consent Calendar,,,,,approved the Consent Calendar,Ryan Mecham,Alison Stroud,1,Pass,0,1
40145,1956,138,,2,,,,,,,,,,,,0,0
40130,2010,138,1,1,,"This is a public notice of the Sandy City Pre-Legislative Update. This notice, with attached agenda, is intended to notify the public that the update may be attended by a quorum of City Council Members. The Council will not convene a meeting nor take action on any item.",,,,,,,,,,0,0
40133,2010,138,2,2,6:00,Legislative Update - Meet Your Legislators,,,,,,,,,,0,0
40140,2010,138,3,3,,"Welcome - Mayor Zoltanski
Utah State Senator Kirk Cullimore
Utah State Senator Kathleen Riebe
Utah State Representative Steve Eliason
Utah State Representative Clint Okerlund
Utah State Representative Tracy Miller",,,,,,,,,,0,0
40111,1957,138,1,1,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
40112,1957,138,2,2,,"This Council budget priorities workshop will be conducted  both in-person, in the Sandy City Hall Third Floor Multipurpose Room, and via Zoom Webinar. Residents may attend the meeting either in-person or via the webinar link below. Virtual participation is offered as a courtesy. If for any reason the virtual meeting is inoperable, virtual attendees are encouraged to instead attend in-person. The meeting will be held regardless of the availability of a virtual option.",,,,,,,,,,0,0
40113,1957,138,3,3,,"Register in advance for this webinar:
https://us02web.zoom.us/webinar/register/WN_7QBNhYZtRRefMI37E2qKmA

After registering, you will receive a confirmation email containing information about joining the webinar.

Or listen by phone:
Dial(for higher quality, dial a number based on your current location):     
US: +1 669 444 9171 or +1 669 900 6833 or +1 719 359 4580 or +1 253 205 0468

Webinar ID: 870 3054 2937
Passcode: 844222",,,,,,,,,,0,0
40114,1957,138,4,4,,"NOTICE OF SPECIAL ACCOMMODATION DURING PUBLIC MEETINGS In compliance with the Americans with Disabilities Act, individuals needing special accommodations during this meeting should notify the City Council Office at 801-568-7141.",,,,,,,,,,0,0
40115,1957,138,5,6,5:15,Budget Priorities Workshop,,,,,,,,,,0,0
40122,1957,138,6,7,1.,City Council Holding a Council Budget Priorities Workshop,6155,25-016,Informational Report,Agenda Ready,,,,,,0,0
40128,1957,138,7,8,,Adjournment,,,,,,,,,,0,0
40274,1957,138,,5,,,,,,,,,,,,0,0
40149,1958,138,1,,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
40150,1958,138,2,,,"This Council Meeting will be conducted  both in-person, in the Sandy City Council Chambers at City Hall, and via Zoom Webinar. Residents may attend and participate in the meeting either in-person or via the webinar link below. Virtual participation is offered as a courtesy. If for any reason the virtual meeting is inoperable, virtual attendees are encouraged to instead attend in-person. The meeting will be held regardless of the availability of a virtual option.",,,,,,,,,,0,0
40151,1958,138,3,,,"Register in advance for this webinar:
https://us02web.zoom.us/webinar/register/WN_7QBNhYZtRRefMI37E2qKmA

After registering, you will receive a confirmation email containing information about joining the webinar.

Or listen by phone:
Dial(for higher quality, dial a number based on your current location):     
US: +1 669 444 9171 or +1 669 900 6833 or +1 719 359 4580 or +1 253 205 0468

Webinar ID: 870 3054 2937
Passcode: 844222",,,,,,,,,,0,0
40152,1958,138,4,,,"NOTICE OF SPECIAL ACCOMMODATION DURING PUBLIC MEETINGS In compliance with the Americans with Disabilities Act, individuals needing special accommodations during this meeting should notify the City Council Office at 801-568-7141.",,,,,,,,,,0,0
40153,1958,138,5,1,5:15,Council Meeting,,,,,,,,,,1,0
40154,1958,138,6,3,,"Prayer, Pledge of Allegiance, and Introductions",,,,,,,,,,0,0
40155,1958,138,7,4,,General Citizen Comment Period (No earlier than 6:00 PM),,,,,,,,,,0,0
40156,1958,138,8,,,"The General Citizen Comment period is the time set aside for the public to comment on any City business, including any item listed on tonight's agenda. General Citizen Comment will begin no earlier than 6:00 PM.  Citizen comment will also be taken during each Council Voting Item and each Public Hearing Item for comments related to those items.

Each speaker is allowed three minutes during each comment period.  A speaker may comment during multiple comment periods, so long as the topic of the comment is different each time. No speaker will be permitted to comment more than once during any individual comment period.

Speakers wishing to comment live should attend the meeting in person or access the meeting virtually via the Zoom Webinar link. The call-in number is generally for listening only. You may also leave a written comment by emailing CitizenComment@sandy.utah.gov.",,,,,,,,,,0,0
40157,1958,138,9,5,,Council Business,,,,,,,,,,0,0
40158,1958,138,10,6,,Special Recognition,,,,,,,,,,0,0
40159,1958,138,11,7,1.,Special Recognition of former Salt Lake County Council Member Jim Bradley,6160,25-021,Special Recognition,Agenda Ready,,,,,,0,0
40160,1958,138,12,8,,Informational Items,,,,,,,,,,0,0
40161,1958,138,15,11,,Consent Calendar,,,,,approved,,,1,Pass,0,0
40162,1958,138,16,12,4.,"Approval of the December 17, 2024 Draft Minutes",6157,25-018,Appointment,Consent Agenda,,,,,,0,1
40163,1958,138,17,13,5.,"Approval of the January 7, 2025 Draft Minutes",6162,25-023,Minutes,Consent Agenda,,,,,,0,1
40164,1958,138,23,19,,Council Voting Items,,,,,,,,,,0,0
40165,1958,138,20,16,7.,"Orgill Annexation (R-1-10 Zone)
10191 S. Dimple Dell Road
[Community #29]",6148,ANX11212024-006892(CC),Ordinance,Passed,adopted,,,1,Pass,0,0
40166,1958,138,19,15,6.,"Varney Annexation (R-1-40 Zone)
2182 E. Creek Road
[Community #18]",6149,ANX11212024-006891(CC),Ordinance,Passed,adopted,,,1,Pass,0,0
40167,1958,138,21,17,8.,"Oak Haven Annexation (R-1-20 Zone)
2068 E. - 2131 E. Oak Haven Place and 2106 E.  - 2136 E. Willow Park Lane
[Community #18]",6150,ANX12032024-006896(CC),Ordinance,Passed,adopted,,,1,Pass,0,0
40168,1958,138,22,18,9.,"FBAC Development II Annexation (ID Zone)
8700 S. 700 W.
[Community #1, Northwest Exposure]",6151,ANX12112024-006899(CC),Ordinance,Passed,adopted,,,1,Pass,0,0
40169,1958,138,14,10,3.,Sandy Justice Court Recommending that the Council adopt a resolution appointing temporary judges in the Sandy Justice Court for Calendar Year 2025,6158,25-019,Informational Report,Agenda Ready,,,,,,0,0
40170,1958,138,24,20,10.,"Community Development Department requesting City Council action regarding the Moretto Rezone Application (File #REZ09302024-006858), proposing  a zone change of one parcel (0.18 acre) from the LC Zone to the R-1-6 Zone.",6159,REZ09302024-006858 (CC Ord),Ordinance,Agenda Ready,adopted,Ryan Mecham,Cyndi Sharkey,1,Pass,0,0
40172,1958,138,13,9,2.,Council Office recommending the Council receive a quarterly update on the Medically Vulnerable People (MVP) Facility,6161,25-022,Informational Report,Agenda Ready,,,,,,0,0
40173,1958,138,25,21,,Standing Reports,,,,,,,,,,0,0
40174,1958,138,26,22,,Agenda Planning Calendar Review & Council Office Director's Report,,,,,,,,,,0,0
40175,1958,138,27,23,,Council Member Business,,,,,,,,,,0,0
40176,1958,138,28,24,,Mayor's Report,,,,,,,,,,0,0
40177,1958,138,29,25,,CAO Report,,,,,,,,,,0,0
40178,1958,138,30,26,,Adjournment,,,,,,,,,,0,0
40179,1958,138,18,14,,Public Hearing(s),,,,,,,,,,0,0
40275,1958,138,,2,,,,,,,,,,,,0,0
40180,1959,138,1,,,Web address to view complete packet: http://sandyutah.legistar.com,,,,,,,,,,0,0
40181,1959,138,2,,,"This Council Meeting will be conducted  both in-person, in the Sandy City Council Chambers at City Hall, and via Zoom Webinar. Residents may attend and participate in the meeting either in-person or via the webinar link below. Virtual participation is offered as a courtesy. If for any reason the virtual meeting is inoperable, virtual attendees are encouraged to instead attend in-person. The meeting will be held regardless of the availability of a virtual option.",,,,,,,,,,0,0
