year,election_type,office,contest,precinct_code,precinct_name,candidate,votes
2023,municipal primary,Council,St George City Council,0065,STG14,DANNIELLE LARKIN,148
2023,municipal primary,Council,St George City Council,0065,STG14,GREG ALDRED,68
2023,municipal primary,Council,St George City Council,0065,STG14,GREGG MCARTHUR,84
2023,municipal primary,Council,St George City Council,0065,STG14,JIMMIE B. HUGHES,190
2023,municipal primary,Council,St George City Council,0065,STG14,KATHERYNE KNIGHT,14
2023,municipal primary,Council,St George City Council,0065,STG14,KIMBALL WILLARD,17
2023,municipal primary,Council,St George City Council,0065,STG14,MATTHEW L HEATON,63
2023,municipal primary,Council,St George City Council,0065,STG14,PAULA SMITH,97
2023,municipal primary,Council,St George City Council,0065,STG14,STEVE KEMP,109
2023,municipal primary,Council,St George City Council,0065,STG14,STEVEN G JENNINGS,90
2023,municipal primary,Council,St George City Council,0065,STG14,WENDI PRINCE BULKLEY,125
2023,municipal primary,Council,St George City Council,0066,STG15,AROS MACKEY,101
2023,municipal primary,Council,St George City Council,0066,STG15,AUSTIN HODGES,21
2023,municipal primary,Council,St George City Council,0066,STG15,BRAD BENNETT,113
2023,municipal primary,Council,St George City Council,0066,STG15,DANNIELLE LARKIN,126
2023,municipal primary,Council,St George City Council,0066,STG15,GREG ALDRED,64
2023,municipal primary,Council,St George City Council,0066,STG15,GREGG MCARTHUR,128
2023,municipal primary,Council,St George City Council,0066,STG15,JIMMIE B. HUGHES,135
2023,municipal primary,Council,St George City Council,0066,STG15,KATHERYNE KNIGHT,25
2023,municipal primary,Council,St George City Council,0066,STG15,KIMBALL WILLARD,28
2023,municipal primary,Council,St George City Council,0066,STG15,MATTHEW L HEATON,103
2023,municipal primary,Council,St George City Council,0066,STG15,PAULA SMITH,125
2023,municipal primary,Council,St George City Council,0066,STG15,STEVE KEMP,96
2023,municipal primary,Council,St George City Council,0066,STG15,STEVEN G JENNINGS,86
2023,municipal primary,Council,St George City Council,0066,STG15,WENDI PRINCE BULKLEY,167
2023,municipal primary,Council,St George City Council,0067,STG16,AROS MACKEY,102
2023,municipal primary,Council,St George City Council,0067,STG16,AUSTIN HODGES,23
2023,municipal primary,Council,St George City Council,0067,STG16,BRAD BENNETT,123
2023,municipal primary,Council,St George City Council,0067,STG16,DANNIELLE LARKIN,158
2023,municipal primary,Council,St George City Council,0067,STG16,GREG ALDRED,96
2023,municipal primary,Council,St George City Council,0067,STG16,GREGG MCARTHUR,129
2023,municipal primary,Council,St George City Council,0067,STG16,JIMMIE B. HUGHES,146
2023,municipal primary,Council,St George City Council,0067,STG16,KATHERYNE KNIGHT,32
2023,municipal primary,Council,St George City Council,0067,STG16,KIMBALL WILLARD,30
2023,municipal primary,Council,St George City Council,0067,STG16,MATTHEW L HEATON,61
2023,municipal primary,Council,St George City Council,0067,STG16,PAULA SMITH,127
2023,municipal primary,Council,St George City Council,0067,STG16,STEVE KEMP,102
2023,municipal primary,Council,St George City Council,0067,STG16,STEVEN G JENNINGS,72
2023,municipal primary,Council,St George City Council,0067,STG16,WENDI PRINCE BULKLEY,82
2023,municipal primary,Council,St George City Council,0068,STG17,AROS MACKEY,37
2023,municipal primary,Council,St George City Council,0068,STG17,AUSTIN HODGES,21
2023,municipal primary,Council,St George City Council,0068,STG17,BRAD BENNETT,55
2023,municipal primary,Council,St George City Council,0068,STG17,DANNIELLE LARKIN,91
2023,municipal primary,Council,St George City Council,0068,STG17,GREG ALDRED,55
2023,municipal primary,Council,St George City Council,0068,STG17,GREGG MCARTHUR,67
2023,municipal primary,Council,St George City Council,0068,STG17,JIMMIE B. HUGHES,79
2023,municipal primary,Council,St George City Council,0068,STG17,KATHERYNE KNIGHT,34
2023,municipal primary,Council,St George City Council,0068,STG17,KIMBALL WILLARD,15
2023,municipal primary,Council,St George City Council,0068,STG17,MATTHEW L HEATON,47
2023,municipal primary,Council,St George City Council,0068,STG17,PAULA SMITH,75
2023,municipal primary,Council,St George City Council,0068,STG17,STEVE KEMP,77
2023,municipal primary,Council,St George City Council,0068,STG17,STEVEN G JENNINGS,38
2023,municipal primary,Council,St George City Council,0068,STG17,WENDI PRINCE BULKLEY,64
2023,municipal primary,Council,St George City Council,0069,STG18,AROS MACKEY,97
2023,municipal primary,Council,St George City Council,0069,STG18,AUSTIN HODGES,22
2023,municipal primary,Council,St George City Council,0069,STG18,BRAD BENNETT,107
2023,municipal primary,Council,St George City Council,0069,STG18,DANNIELLE LARKIN,129
2023,municipal primary,Council,St George City Council,0069,STG18,GREG ALDRED,58
2023,municipal primary,Council,St George City Council,0069,STG18,GREGG MCARTHUR,75
2023,municipal primary,Council,St George City Council,0069,STG18,JIMMIE B. HUGHES,101
2023,municipal primary,Council,St George City Council,0069,STG18,KATHERYNE KNIGHT,43
2023,municipal primary,Council,St George City Council,0069,STG18,KIMBALL WILLARD,16
2023,municipal primary,Council,St George City Council,0069,STG18,MATTHEW L HEATON,73
2023,municipal primary,Council,St George City Council,0069,STG18,PAULA SMITH,126
2023,municipal primary,Council,St George City Council,0069,STG18,STEVE KEMP,89
2023,municipal primary,Council,St George City Council,0069,STG18,STEVEN G JENNINGS,50
2023,municipal primary,Council,St George City Council,0069,STG18,WENDI PRINCE BULKLEY,99
2023,municipal primary,Council,St George City Council,0070,STG19,AROS MACKEY,107
2023,municipal primary,Council,St George City Council,0070,STG19,AUSTIN HODGES,19
2023,municipal primary,Council,St George City Council,0070,STG19,BRAD BENNETT,115
2023,municipal primary,Council,St George City Council,0070,STG19,DANNIELLE LARKIN,119
2023,municipal primary,Council,St George City Council,0070,STG19,GREG ALDRED,36
2023,municipal primary,Council,St George City Council,0070,STG19,GREGG MCARTHUR,83
2023,municipal primary,Council,St George City Council,0070,STG19,JIMMIE B. HUGHES,84
2023,municipal primary,Council,St George City Council,0070,STG19,KATHERYNE KNIGHT,22
2023,municipal primary,Council,St George City Council,0070,STG19,KIMBALL WILLARD,15
2023,municipal primary,Council,St George City Council,0070,STG19,MATTHEW L HEATON,54
2023,municipal primary,Council,St George City Council,0070,STG19,PAULA SMITH,120
2023,municipal primary,Council,St George City Council,0070,STG19,STEVE KEMP,113
2023,municipal primary,Council,St George City Council,0070,STG19,STEVEN G JENNINGS,56
2023,municipal primary,Council,St George City Council,0070,STG19,WENDI PRINCE BULKLEY,83
2023,municipal primary,Council,St George City Council,0071,STG20,AROS MACKEY,94
2023,municipal primary,Council,St George City Council,0071,STG20,AUSTIN HODGES,5
2023,municipal primary,Council,St George City Council,0071,STG20,BRAD BENNETT,113
2023,municipal primary,Council,St George City Council,0071,STG20,DANNIELLE LARKIN,85
2023,municipal primary,Council,St George City Council,0071,STG20,GREG ALDRED,44
2023,municipal primary,Council,St George City Council,0071,STG20,GREGG MCARTHUR,56
2023,municipal primary,Council,St George City Council,0071,STG20,JIMMIE B. HUGHES,83
2023,municipal primary,Council,St George City Council,0071,STG20,KATHERYNE KNIGHT,6
2023,municipal primary,Council,St George City Council,0071,STG20,KIMBALL WILLARD,13
2023,municipal primary,Council,St George City Council,0071,STG20,MATTHEW L HEATON,47
2023,municipal primary,Council,St George City Council,0071,STG20,PAULA SMITH,127
2023,municipal primary,Council,St George City Council,0071,STG20,STEVE KEMP,88
2023,municipal primary,Council,St George City Council,0071,STG20,STEVEN G JENNINGS,23
2023,municipal primary,Council,St George City Council,0071,STG20,WENDI PRINCE BULKLEY,73
2023,municipal primary,Council,St George City Council,0072,STG21,AROS MACKEY,116
2023,municipal primary,Council,St George City Council,0072,STG21,AUSTIN HODGES,6
2023,municipal primary,Council,St George City Council,0072,STG21,BRAD BENNETT,129
2023,municipal primary,Council,St George City Council,0072,STG21,DANNIELLE LARKIN,82
2023,municipal primary,Council,St George City Council,0072,STG21,GREG ALDRED,31
2023,municipal primary,Council,St George City Council,0072,STG21,GREGG MCARTHUR,49
2023,municipal primary,Council,St George City Council,0072,STG21,JIMMIE B. HUGHES,73
2023,municipal primary,Council,St George City Council,0072,STG21,KATHERYNE KNIGHT,12
2023,municipal primary,Council,St George City Council,0072,STG21,KIMBALL WILLARD,43
2023,municipal primary,Council,St George City Council,0072,STG21,MATTHEW L HEATON,39
2023,municipal primary,Council,St George City Council,0072,STG21,PAULA SMITH,147
2023,municipal primary,Council,St George City Council,0072,STG21,STEVE KEMP,61
2023,municipal primary,Council,St George City Council,0072,STG21,STEVEN G JENNINGS,30
2023,municipal primary,Council,St George City Council,0072,STG21,WENDI PRINCE BULKLEY,53
2023,municipal primary,Council,St George City Council,0073,STG22,AROS MACKEY,68
2023,municipal primary,Council,St George City Council,0073,STG22,AUSTIN HODGES,27
2023,municipal primary,Council,St George City Council,0073,STG22,BRAD BENNETT,90
2023,municipal primary,Council,St George City Council,0073,STG22,DANNIELLE LARKIN,70
2023,municipal primary,Council,St George City Council,0073,STG22,GREG ALDRED,34
2023,municipal primary,Council,St George City Council,0073,STG22,GREGG MCARTHUR,30
2023,municipal primary,Council,St George City Council,0073,STG22,JIMMIE B. HUGHES,34
2023,municipal primary,Council,St George City Council,0073,STG22,KATHERYNE KNIGHT,26
2023,municipal primary,Council,St George City Council,0073,STG22,KIMBALL WILLARD,7
2023,municipal primary,Council,St George City Council,0073,STG22,MATTHEW L HEATON,45
2023,municipal primary,Council,St George City Council,0073,STG22,PAULA SMITH,68
2023,municipal primary,Council,St George City Council,0073,STG22,STEVE KEMP,55
2023,municipal primary,Council,St George City Council,0073,STG22,STEVEN G JENNINGS,30
2023,municipal primary,Council,St George City Council,0073,STG22,WENDI PRINCE BULKLEY,36
2023,municipal primary,Council,St George City Council,0074,STG23,AROS MACKEY,68
2023,municipal primary,Council,St George City Council,0074,STG23,AUSTIN HODGES,15
2023,municipal primary,Council,St George City Council,0074,STG23,BRAD BENNETT,72
2023,municipal primary,Council,St George City Council,0074,STG23,DANNIELLE LARKIN,82
2023,municipal primary,Council,St George City Council,0074,STG23,GREG ALDRED,43
2023,municipal primary,Council,St George City Council,0074,STG23,GREGG MCARTHUR,34
2023,municipal primary,Council,St George City Council,0074,STG23,JIMMIE B. HUGHES,41
2023,municipal primary,Council,St George City Council,0074,STG23,KATHERYNE KNIGHT,10
2023,municipal primary,Council,St George City Council,0074,STG23,KIMBALL WILLARD,17
2023,municipal primary,Council,St George City Council,0074,STG23,MATTHEW L HEATON,47
2023,municipal primary,Council,St George City Council,0074,STG23,PAULA SMITH,84
2023,municipal primary,Council,St George City Council,0074,STG23,STEVE KEMP,89
2023,municipal primary,Council,St George City Council,0074,STG23,STEVEN G JENNINGS,28
2023,municipal primary,Council,St George City Council,0074,STG23,WENDI PRINCE BULKLEY,65
2023,municipal primary,Council,St George City Council,0075,STG24,AROS MACKEY,64
2023,municipal primary,Council,St George City Council,0075,STG24,AUSTIN HODGES,11
2023,municipal primary,Council,St George City Council,0075,STG24,BRAD BENNETT,61
2023,municipal primary,Council,St George City Council,0075,STG24,DANNIELLE LARKIN,36
2023,municipal primary,Council,St George City Council,0075,STG24,GREG ALDRED,33
2023,municipal primary,Council,St George City Council,0075,STG24,GREGG MCARTHUR,30
2023,municipal primary,Council,St George City Council,0075,STG24,JIMMIE B. HUGHES,32
2023,municipal primary,Council,St George City Council,0075,STG24,KATHERYNE KNIGHT,18
2023,municipal primary,Council,St George City Council,0075,STG24,KIMBALL WILLARD,5
2023,municipal primary,Council,St George City Council,0075,STG24,MATTHEW L HEATON,25
2023,municipal primary,Council,St George City Council,0075,STG24,PAULA SMITH,64
2023,municipal primary,Council,St George City Council,0075,STG24,STEVE KEMP,42
2023,municipal primary,Council,St George City Council,0075,STG24,STEVEN G JENNINGS,14
2023,municipal primary,Council,St George City Council,0075,STG24,WENDI PRINCE BULKLEY,27
2023,municipal primary,Council,St George City Council,0076,STG25,AROS MACKEY,116
2023,municipal primary,Council,St George City Council,0076,STG25,AUSTIN HODGES,12
2023,municipal primary,Council,St George City Council,0076,STG25,BRAD BENNETT,154
2023,municipal primary,Council,St George City Council,0076,STG25,DANNIELLE LARKIN,106
2023,municipal primary,Council,St George City Council,0076,STG25,GREG ALDRED,68
2023,municipal primary,Council,St George City Council,0076,STG25,GREGG MCARTHUR,68
2023,municipal primary,Council,St George City Council,0076,STG25,JIMMIE B. HUGHES,132
2023,municipal primary,Council,St George City Council,0076,STG25,KATHERYNE KNIGHT,24
2023,municipal primary,Council,St George City Council,0076,STG25,KIMBALL WILLARD,34
2023,municipal primary,Council,St George City Council,0076,STG25,MATTHEW L HEATON,73
2023,municipal primary,Council,St George City Council,0076,STG25,PAULA SMITH,158
2023,municipal primary,Council,St George City Council,0076,STG25,STEVE KEMP,97
2023,municipal primary,Council,St George City Council,0076,STG25,STEVEN G JENNINGS,61
2023,municipal primary,Council,St George City Council,0076,STG25,WENDI PRINCE BULKLEY,83
2023,municipal primary,Council,St George City Council,0077,STG26,AROS MACKEY,128
2023,municipal primary,Council,St George City Council,0077,STG26,AUSTIN HODGES,14
2023,municipal primary,Council,St George City Council,0077,STG26,BRAD BENNETT,138
2023,municipal primary,Council,St George City Council,0077,STG26,DANNIELLE LARKIN,48
2023,municipal primary,Council,St George City Council,0077,STG26,GREG ALDRED,36
2023,municipal primary,Council,St George City Council,0077,STG26,GREGG MCARTHUR,46
2023,municipal primary,Council,St George City Council,0077,STG26,JIMMIE B. HUGHES,82
2023,municipal primary,Council,St George City Council,0077,STG26,KATHERYNE KNIGHT,11
2023,municipal primary,Council,St George City Council,0077,STG26,KIMBALL WILLARD,21
2023,municipal primary,Council,St George City Council,0077,STG26,MATTHEW L HEATON,44
2023,municipal primary,Council,St George City Council,0077,STG26,PAULA SMITH,150
2023,municipal primary,Council,St George City Council,0077,STG26,STEVE KEMP,61
2023,municipal primary,Council,St George City Council,0077,STG26,STEVEN G JENNINGS,38
2023,municipal primary,Council,St George City Council,0077,STG26,WENDI PRINCE BULKLEY,46
2023,municipal primary,Council,St George City Council,0078,STG27,AROS MACKEY,31
2023,municipal primary,Council,St George City Council,0078,STG27,AUSTIN HODGES,30
2023,municipal primary,Council,St George City Council,0078,STG27,BRAD BENNETT,68
2023,municipal primary,Council,St George City Council,0078,STG27,DANNIELLE LARKIN,220
2023,municipal primary,Council,St George City Council,0078,STG27,GREG ALDRED,102
2023,municipal primary,Council,St George City Council,0078,STG27,GREGG MCARTHUR,151
2023,municipal primary,Council,St George City Council,0078,STG27,JIMMIE B. HUGHES,194
2023,municipal primary,Council,St George City Council,0078,STG27,KATHERYNE KNIGHT,54
2023,municipal primary,Council,St George City Council,0078,STG27,KIMBALL WILLARD,22
2023,municipal primary,Council,St George City Council,0078,STG27,MATTHEW L HEATON,67
2023,municipal primary,Council,St George City Council,0078,STG27,PAULA SMITH,83
2023,municipal primary,Council,St George City Council,0078,STG27,STEVE KEMP,164
2023,municipal primary,Council,St George City Council,0078,STG27,STEVEN G JENNINGS,67
2023,municipal primary,Council,St George City Council,0078,STG27,WENDI PRINCE BULKLEY,108
2023,municipal primary,Council,St George City Council,0079,STG28,AROS MACKEY,102
2023,municipal primary,Council,St George City Council,0079,STG28,AUSTIN HODGES,34
2023,municipal primary,Council,St George City Council,0079,STG28,BRAD BENNETT,154
2023,municipal primary,Council,St George City Council,0079,STG28,DANNIELLE LARKIN,208
2023,municipal primary,Council,St George City Council,0079,STG28,GREG ALDRED,124
2023,municipal primary,Council,St George City Council,0079,STG28,GREGG MCARTHUR,131
2023,municipal primary,Council,St George City Council,0079,STG28,JIMMIE B. HUGHES,224
2023,municipal primary,Council,St George City Council,0079,STG28,KATHERYNE KNIGHT,83
2023,municipal primary,Council,St George City Council,0079,STG28,KIMBALL WILLARD,43
2023,municipal primary,Council,St George City Council,0079,STG28,MATTHEW L HEATON,76
2023,municipal primary,Council,St George City Council,0079,STG28,PAULA SMITH,195
2023,municipal primary,Council,St George City Council,0079,STG28,STEVE KEMP,179
2023,municipal primary,Council,St George City Council,0079,STG28,STEVEN G JENNINGS,72
2023,municipal primary,Council,St George City Council,0079,STG28,WENDI PRINCE BULKLEY,138
2023,municipal primary,Council,St George City Council,0080,STG29,AROS MACKEY,33
2023,municipal primary,Council,St George City Council,0080,STG29,AUSTIN HODGES,23
2023,municipal primary,Council,St George City Council,0080,STG29,BRAD BENNETT,71
2023,municipal primary,Council,St George City Council,0080,STG29,DANNIELLE LARKIN,159
2023,municipal primary,Council,St George City Council,0080,STG29,GREG ALDRED,94
2023,municipal primary,Council,St George City Council,0080,STG29,GREGG MCARTHUR,113
2023,municipal primary,Council,St George City Council,0080,STG29,JIMMIE B. HUGHES,132
2023,municipal primary,Council,St George City Council,0080,STG29,KATHERYNE KNIGHT,41
2023,municipal primary,Council,St George City Council,0080,STG29,KIMBALL WILLARD,21
2023,municipal primary,Council,St George City Council,0080,STG29,MATTHEW L HEATON,63
2023,municipal primary,Council,St George City Council,0080,STG29,PAULA SMITH,84
2023,municipal primary,Council,St George City Council,0080,STG29,STEVE KEMP,112
2023,municipal primary,Council,St George City Council,0080,STG29,STEVEN G JENNINGS,39
2023,municipal primary,Council,St George City Council,0080,STG29,WENDI PRINCE BULKLEY,97
2023,municipal primary,Council,St George City Council,0081,STG30,AROS MACKEY,51
2023,municipal primary,Council,St George City Council,0081,STG30,AUSTIN HODGES,26
2023,municipal primary,Council,St George City Council,0081,STG30,BRAD BENNETT,76
2023,municipal primary,Council,St George City Council,0081,STG30,DANNIELLE LARKIN,175
2023,municipal primary,Council,St George City Council,0081,STG30,GREG ALDRED,106
2023,municipal primary,Council,St George City Council,0081,STG30,GREGG MCARTHUR,138
2023,municipal primary,Council,St George City Council,0081,STG30,JIMMIE B. HUGHES,157
2023,municipal primary,Council,St George City Council,0081,STG30,KATHERYNE KNIGHT,46
2023,municipal primary,Council,St George City Council,0081,STG30,KIMBALL WILLARD,28
2023,municipal primary,Council,St George City Council,0081,STG30,MATTHEW L HEATON,68
2023,municipal primary,Council,St George City Council,0081,STG30,PAULA SMITH,124
2023,municipal primary,Council,St George City Council,0081,STG30,STEVE KEMP,122
2023,municipal primary,Council,St George City Council,0081,STG30,STEVEN G JENNINGS,25
2023,municipal primary,Council,St George City Council,0081,STG30,WENDI PRINCE BULKLEY,90
2023,municipal primary,Council,St George City Council,0082,STG31,AROS MACKEY,68
2023,municipal primary,Council,St George City Council,0082,STG31,AUSTIN HODGES,11
2023,municipal primary,Council,St George City Council,0082,STG31,BRAD BENNETT,72
2023,municipal primary,Council,St George City Council,0082,STG31,DANNIELLE LARKIN,80
2023,municipal primary,Council,St George City Council,0082,STG31,GREG ALDRED,46
2023,municipal primary,Council,St George City Council,0082,STG31,GREGG MCARTHUR,53
2023,municipal primary,Council,St George City Council,0082,STG31,JIMMIE B. HUGHES,76
2023,municipal primary,Council,St George City Council,0082,STG31,KATHERYNE KNIGHT,7
2023,municipal primary,Council,St George City Council,0082,STG31,KIMBALL WILLARD,23
2023,municipal primary,Council,St George City Council,0082,STG31,MATTHEW L HEATON,45
2023,municipal primary,Council,St George City Council,0082,STG31,PAULA SMITH,99
2023,municipal primary,Council,St George City Council,0082,STG31,STEVE KEMP,52
2023,municipal primary,Council,St George City Council,0082,STG31,STEVEN G JENNINGS,30
2023,municipal primary,Council,St George City Council,0082,STG31,WENDI PRINCE BULKLEY,53
2023,municipal primary,Council,St George City Council,0083,STG32,AROS MACKEY,58
2023,municipal primary,Council,St George City Council,0083,STG32,AUSTIN HODGES,17
2023,municipal primary,Council,St George City Council,0083,STG32,BRAD BENNETT,87
2023,municipal primary,Council,St George City Council,0083,STG32,DANNIELLE LARKIN,112
2023,municipal primary,Council,St George City Council,0083,STG32,GREG ALDRED,42
2023,municipal primary,Council,St George City Council,0083,STG32,GREGG MCARTHUR,59
2023,municipal primary,Council,St George City Council,0083,STG32,JIMMIE B. HUGHES,71
2023,municipal primary,Council,St George City Council,0083,STG32,KATHERYNE KNIGHT,16
2023,municipal primary,Council,St George City Council,0083,STG32,KIMBALL WILLARD,13
2023,municipal primary,Council,St George City Council,0083,STG32,MATTHEW L HEATON,29
2023,municipal primary,Council,St George City Council,0083,STG32,PAULA SMITH,68
2023,municipal primary,Council,St George City Council,0083,STG32,STEVE KEMP,106
2023,municipal primary,Council,St George City Council,0083,STG32,STEVEN G JENNINGS,41
2023,municipal primary,Council,St George City Council,0083,STG32,WENDI PRINCE BULKLEY,81
2023,municipal primary,Council,St George City Council,0084,STG33,AROS MACKEY,61
2023,municipal primary,Council,St George City Council,0084,STG33,AUSTIN HODGES,24
2023,municipal primary,Council,St George City Council,0084,STG33,BRAD BENNETT,94
2023,municipal primary,Council,St George City Council,0084,STG33,DANNIELLE LARKIN,95
2023,municipal primary,Council,St George City Council,0084,STG33,GREG ALDRED,53
2023,municipal primary,Council,St George City Council,0084,STG33,GREGG MCARTHUR,68
2023,municipal primary,Council,St George City Council,0084,STG33,JIMMIE B. HUGHES,112
2023,municipal primary,Council,St George City Council,0084,STG33,KATHERYNE KNIGHT,16
2023,municipal primary,Council,St George City Council,0084,STG33,KIMBALL WILLARD,20
2023,municipal primary,Council,St George City Council,0084,STG33,MATTHEW L HEATON,40
2023,municipal primary,Council,St George City Council,0084,STG33,PAULA SMITH,96
2023,municipal primary,Council,St George City Council,0084,STG33,STEVE KEMP,110
2023,municipal primary,Council,St George City Council,0084,STG33,STEVEN G JENNINGS,148
2023,municipal primary,Council,St George City Council,0084,STG33,WENDI PRINCE BULKLEY,57
2023,municipal primary,Council,St George City Council,0085,STG34,AROS MACKEY,70
2023,municipal primary,Council,St George City Council,0085,STG34,AUSTIN HODGES,27
2023,municipal primary,Council,St George City Council,0085,STG34,BRAD BENNETT,121
2023,municipal primary,Council,St George City Council,0085,STG34,DANNIELLE LARKIN,126
2023,municipal primary,Council,St George City Council,0085,STG34,GREG ALDRED,85
2023,municipal primary,Council,St George City Council,0085,STG34,GREGG MCARTHUR,104
2023,municipal primary,Council,St George City Council,0085,STG34,JIMMIE B. HUGHES,98
2023,municipal primary,Council,St George City Council,0085,STG34,KATHERYNE KNIGHT,34
2023,municipal primary,Council,St George City Council,0085,STG34,KIMBALL WILLARD,25
2023,municipal primary,Council,St George City Council,0085,STG34,MATTHEW L HEATON,77
2023,municipal primary,Council,St George City Council,0085,STG34,PAULA SMITH,96
2023,municipal primary,Council,St George City Council,0085,STG34,STEVE KEMP,98
2023,municipal primary,Council,St George City Council,0085,STG34,STEVEN G JENNINGS,57
2023,municipal primary,Council,St George City Council,0085,STG34,WENDI PRINCE BULKLEY,91
2023,municipal primary,Council,St George City Council,0086,STG35,AROS MACKEY,110
2023,municipal primary,Council,St George City Council,0086,STG35,AUSTIN HODGES,20
2023,municipal primary,Council,St George City Council,0086,STG35,BRAD BENNETT,116
2023,municipal primary,Council,St George City Council,0086,STG35,DANNIELLE LARKIN,90
2023,municipal primary,Council,St George City Council,0086,STG35,GREG ALDRED,32
2023,municipal primary,Council,St George City Council,0086,STG35,GREGG MCARTHUR,58
2023,municipal primary,Council,St George City Council,0086,STG35,JIMMIE B. HUGHES,74
2023,municipal primary,Council,St George City Council,0086,STG35,KATHERYNE KNIGHT,19
2023,municipal primary,Council,St George City Council,0086,STG35,KIMBALL WILLARD,10
2023,municipal primary,Council,St George City Council,0086,STG35,MATTHEW L HEATON,39
2023,municipal primary,Council,St George City Council,0086,STG35,PAULA SMITH,136
2023,municipal primary,Council,St George City Council,0086,STG35,STEVE KEMP,90
2023,municipal primary,Council,St George City Council,0086,STG35,STEVEN G JENNINGS,32
2023,municipal primary,Council,St George City Council,0086,STG35,WENDI PRINCE BULKLEY,58
2023,municipal primary,Council,St George City Council,0087,STG36,AROS MACKEY,101
2023,municipal primary,Council,St George City Council,0087,STG36,AUSTIN HODGES,12
2023,municipal primary,Council,St George City Council,0087,STG36,BRAD BENNETT,128
2023,municipal primary,Council,St George City Council,0087,STG36,DANNIELLE LARKIN,74
2023,municipal primary,Council,St George City Council,0087,STG36,GREG ALDRED,63
2023,municipal primary,Council,St George City Council,0087,STG36,GREGG MCARTHUR,80
2023,municipal primary,Council,St George City Council,0087,STG36,JIMMIE B. HUGHES,97
2023,municipal primary,Council,St George City Council,0087,STG36,KATHERYNE KNIGHT,24
2023,municipal primary,Council,St George City Council,0087,STG36,KIMBALL WILLARD,20
2023,municipal primary,Council,St George City Council,0087,STG36,MATTHEW L HEATON,48
2023,municipal primary,Council,St George City Council,0087,STG36,PAULA SMITH,116
2023,municipal primary,Council,St George City Council,0087,STG36,STEVE KEMP,82
2023,municipal primary,Council,St George City Council,0087,STG36,STEVEN G JENNINGS,61
2023,municipal primary,Council,St George City Council,0087,STG36,WENDI PRINCE BULKLEY,59
2023,municipal primary,Council,St George City Council,0088,STG37,AROS MACKEY,72
2023,municipal primary,Council,St George City Council,0088,STG37,AUSTIN HODGES,14
2023,municipal primary,Council,St George City Council,0088,STG37,BRAD BENNETT,99
2023,municipal primary,Council,St George City Council,0088,STG37,DANNIELLE LARKIN,77
2023,municipal primary,Council,St George City Council,0088,STG37,GREG ALDRED,51
2023,municipal primary,Council,St George City Council,0088,STG37,GREGG MCARTHUR,80
2023,municipal primary,Council,St George City Council,0088,STG37,JIMMIE B. HUGHES,101
2023,municipal primary,Council,St George City Council,0088,STG37,KATHERYNE KNIGHT,26
2023,municipal primary,Council,St George City Council,0088,STG37,KIMBALL WILLARD,13
2023,municipal primary,Council,St George City Council,0088,STG37,MATTHEW L HEATON,35
2023,municipal primary,Council,St George City Council,0088,STG37,PAULA SMITH,82
2023,municipal primary,Council,St George City Council,0088,STG37,STEVE KEMP,62
2023,municipal primary,Council,St George City Council,0088,STG37,STEVEN G JENNINGS,64
2023,municipal primary,Council,St George City Council,0088,STG37,WENDI PRINCE BULKLEY,36
2023,municipal primary,Council,St George City Council,0089,STG38,AROS MACKEY,59
2023,municipal primary,Council,St George City Council,0089,STG38,AUSTIN HODGES,23
2023,municipal primary,Council,St George City Council,0089,STG38,BRAD BENNETT,82
2023,municipal primary,Council,St George City Council,0089,STG38,DANNIELLE LARKIN,86
2023,municipal primary,Council,St George City Council,0089,STG38,GREG ALDRED,32
2023,municipal primary,Council,St George City Council,0089,STG38,GREGG MCARTHUR,63
2023,municipal primary,Council,St George City Council,0089,STG38,JIMMIE B. HUGHES,93
2023,municipal primary,Council,St George City Council,0089,STG38,KATHERYNE KNIGHT,20
2023,municipal primary,Council,St George City Council,0089,STG38,KIMBALL WILLARD,1
2023,municipal primary,Council,St George City Council,0089,STG38,MATTHEW L HEATON,31
2023,municipal primary,Council,St George City Council,0089,STG38,PAULA SMITH,62
2023,municipal primary,Council,St George City Council,0089,STG38,STEVE KEMP,49
2023,municipal primary,Council,St George City Council,0089,STG38,STEVEN G JENNINGS,55
2023,municipal primary,Council,St George City Council,0089,STG38,WENDI PRINCE BULKLEY,43
2023,municipal primary,Council,St George City Council,0090,STG39,AROS MACKEY,59
2023,municipal primary,Council,St George City Council,0090,STG39,AUSTIN HODGES,16
2023,municipal primary,Council,St George City Council,0090,STG39,BRAD BENNETT,66
2023,municipal primary,Council,St George City Council,0090,STG39,DANNIELLE LARKIN,63
2023,municipal primary,Council,St George City Council,0090,STG39,GREG ALDRED,28
2023,municipal primary,Council,St George City Council,0090,STG39,GREGG MCARTHUR,46
2023,municipal primary,Council,St George City Council,0090,STG39,JIMMIE B. HUGHES,62
2023,municipal primary,Council,St George City Council,0090,STG39,KATHERYNE KNIGHT,6
2023,municipal primary,Council,St George City Council,0090,STG39,KIMBALL WILLARD,2
2023,municipal primary,Council,St George City Council,0090,STG39,MATTHEW L HEATON,20
2023,municipal primary,Council,St George City Council,0090,STG39,PAULA SMITH,52
2023,municipal primary,Council,St George City Council,0090,STG39,STEVE KEMP,39
2023,municipal primary,Council,St George City Council,0090,STG39,STEVEN G JENNINGS,40
2023,municipal primary,Council,St George City Council,0090,STG39,WENDI PRINCE BULKLEY,44
