ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,doc_source,variant_adopted,pmn_notice_id,pmn_notice_url,adoption_date_source,n_docs,linkage_note
440,2025-05-20,2025-05-20,MOTION: Council Member Hyland moved to APPROVE Ordinance 440 Approving “Creek Road West” Annexation and Imposing Temporary Zoning Regulations. The motion was seconded by Council Member Holton. Vote on,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10171/638899890787500000,2026-07-13,na,,,yes,Passed unanimously,2025-05-20,2,within_source,,,,,motion,0,adopted via approve motion 2 on 2025-05-20
441,2025-08-19,2025-08-19,MOTION: Council Member Newell moved to APPROVE Ordinance 441-A Approving a General Plan Amendment for .95 Acre of Realty at 3526 East Fort Union Boulevard from Residential Office to Residential Medium,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10278/638929285187370000,2026-07-13,na,,,yes,Passed unanimously,2025-08-19,2,within_source,,A,,,motion,0,adopted via approve motion 2 on 2025-08-19; variant 441-A
442,2025-08-19,2025-08-19,MOTION: Council Member Hyland moved to APPROVE Ordinance 442-A Approving the Rezone of .95 Acre of Real Property Located at 3526 East Fort Union Boulevard from R-1-8 (Residential Single Family) to R-2,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10278/638929285187370000,2026-07-13,na,,,yes,Passed unanimously,2025-08-19,3,within_source,,A,,,motion,0,adopted via approve motion 3 on 2025-08-19; variant 442-A
443,2025-06-17,2025-06-17,MOTION: Council Member Holton moved to APPROVE Ordinance 443 Approving a Final Budget for 1 July 2025 through 30 June 2026. The motion was seconded by Council Member Newell. Vote on motion: Council Me,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10175/638899890797230000,2026-07-13,na,,,no,Passed unanimously,2025-06-17,2,within_source,,,,,motion,0,adopted via approve motion 2 on 2025-06-17
444,2025-06-17,2025-06-17,"MOTION: Council Member Hyland moved to APPROVE Ordinance 444 Amending Code Chapters 19.04 and 19.37 Regarding Neighborhood Commercial/Mixed Uses, as amended. The motion was seconded by Council Member ",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1751386013_Ordinance%20No%20444.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1751386013_Ord444.pdf,no,Passed unanimously,2025-06-17,3,high,s3,,,,motion,1,adopted via approve motion 3 on 2025-06-17
445,2025-07-01,2025-07-01,MOTION: Council Member Newell moved to APPROVE Ordinance 445 – Amending Code Section 2.20.120 Concerning Campaign Finance Disclosure Requirements. The motion was seconded by Council Member Holton. Vot,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1751484106_Ordinance%20No.%20445%20%28An%20Ordinance%20Amending%20Section%202.20.120%20of%20the%20Cottonwood%20Heights%20Code%20of%20Ordinances%29.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1751484106_Ord445.pdf,no,Passed unanimously,2025-07-01,2,high,s3,,,,motion,1,adopted via approve motion 2 on 2025-07-01
446,2025-07-01,2025-07-01,MOTION: Council Member Hyland moved to APPROVE Ordinance 446 – Approving the “Water Vista Way” Annexation. The motion was seconded by Council Member Birrell. Vote on Motion: Council Member Hyland-Aye;,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10177/638899890802630000,2026-07-13,na,,,yes,Passed unanimously,2025-07-01,3,within_source,,,,,motion,0,adopted via approve motion 3 on 2025-07-01
447,2025-07-15,2025-07-15,MOTION: Council Member Hyland moved to APPROVE Ordinance 447 – Confirming and Ratifying the “Creek Road West” Annexation. The motion was seconded by Council Member Birrell. Vote on Motion: Council Mem,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10183/638900665128970000,2026-07-13,na,,,yes,Passed unanimously,2025-07-15,5,within_source,,,,,motion,0,adopted via approve motion 5 on 2025-07-15
448,2025-09-16,2025-09-16,MOTION: Council Member Newell moved to APPROVE Ordinance 448 – Adopting an Amended Budget for 1 July 2025 through 30 June 2026. The motion was seconded by Council Member Holton. Vote on Motion: Counci,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10377/638955286052230000,2026-07-13,na,,,no,Passed unanimously,2025-09-16,3,within_source,,,,,motion,0,adopted via approve motion 3 on 2025-09-16
449,2025-11-18,2025-11-18,MOTION: Council Member Birrell moved to APPROVE Ordinance 449 Confirming and Ratifying the “Creek Road West” Annexation. The motion was seconded by Council Member Hyland. Vote on Motion: Council Membe,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10555/639005271507870000,2026-07-13,na,,,yes,Passed unanimously,2025-11-18,5,within_source,,,,,motion,0,adopted via approve motion 5 on 2025-11-18
450,2025-11-18,2025-11-18,MOTION: Council Member Birrell moved to APPROVE Ordinance 450 Amending Chapters 9.65 and 15.08 of the Cottonwood Heights Code of Ordinances and Adopting a Wildland Urban Interface Map. The motion was ,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10555/639005271507870000,2026-07-13,na,,,no,Passed unanimously,2025-11-18,6,within_source,,,,,motion,0,adopted via approve motion 6 on 2025-11-18
451,2025-11-18,2025-11-18,MOTION: Council Member Newell moved to APPROVE Ordinance 451 Approving a Second Driveway Exception at 3396 East Antler Way. The motion was seconded by Council Member Birrell. Vote on Motion: Council M,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10555/639005271507870000,2026-07-13,na,,,no,Passed unanimously,2025-11-18,7,within_source,,,,,motion,0,adopted via approve motion 7 on 2025-11-18
452,2025-11-18,2025-11-18,MOTION: Council Member Birrell moved to APPROVE Ordinance 452 Approving a General Plan Amendment for .48 Acre of Realty at 3425 East Bengal Boulevard from Neighborhood Commercial to Residential Medium,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10555/639005271507870000,2026-07-13,na,,,yes,Passed unanimously,2025-11-18,8,within_source,,,,,motion,0,adopted via approve motion 8 on 2025-11-18
453,2025-11-18,2025-11-18,MOTION: Council Member Birrell moved to APPROVE Ordinance 453 Approving the Re-zone of .48 Acre of Real Property Located at 3425 East Bengal Boulevard from NC (Neighborhood Commercial) to RM (Resident,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10555/639005271507870000,2026-07-13,na,,,yes,Passed unanimously,2025-11-18,9,within_source,,,,,motion,0,adopted via approve motion 9 on 2025-11-18
454,2025-12-16,2025-12-16,MOTION: Council Member Holton moved to APPROVE Ordinance 454 Amending Chapter 8.13 (Chickens) of the Cottonwood Heights Code. The motion was seconded by Council Member Hyland. Vote on Motion: Council ,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/cottonwoodheights/ordinances/documents/1765824704_Ordinance%20No.%20454%20%28An%20Ordinance%20Amending%20Chapter%208.13%20%28Chickens%29%20Cottonwood%20Heights%20Code%20of%20Ordinances%29.pdf,2026-07-13,scanned,tesseract 5 OCR @300dpi (scanned/image PDF),raw/s3_1765824704_Ord454.pdf,no,Passed unanimously,2025-12-16,2,high,s3,,,,motion,2,adopted via approve motion 2 on 2025-12-16; 2 PDFs (s3)
458,2026-01-06,2026-01-06,"MOTION: Council Member Hyland moved to APPROVE Ordinance 458 – Adopting an Annual Meeting Schedule for 2026, as amended to remove November 3, 2026, from the City Council meeting schedule. The motion w",https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10825/639062254869170000,2026-07-13,na,,,no,Passed unanimously,2026-01-06,2,within_source,,,,,motion,0,adopted via approve motion 2 on 2026-01-06
459,2026-01-06,2026-01-06,MOTION: Council Member Birell moved to APPROVE Ordinance 459 Imposing a Telecommunications Tax. The motion was seconded by Council Member Newell. Vote on Motion: Council Member Holton-No; Council Memb,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10825/639062254869170000,2026-07-13,na,,,no,Passed 4-to-1,2026-01-06,3,within_source,,,,,motion,0,adopted via approve motion 3 on 2026-01-06
460,2026-01-06,2026-01-06,MOTION: Council Member Newell moved to APPROVE Ordinance 460 Granting a Telecommunications Franchise. The motion was seconded by Council Member Birrell. Vote on Motion: Council Member Holton-Yes; Coun,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10825/639062254869170000,2026-07-13,na,,,no,Passed unanimously,2026-01-06,4,within_source,,,,,motion,0,adopted via approve motion 4 on 2026-01-06
461,2026-01-06,2026-01-06,MOTION: Council Member Hyland moved to APPROVE Ordinance 461 Amending the Cottonwood Heights Code Regarding Bonding of Officers. The motion was seconded by Council Member Birrell. Vote on Motion: Coun,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10825/639062254869170000,2026-07-13,na,,,no,Passed unanimously,2026-01-06,5,within_source,,,,,motion,0,adopted via approve motion 5 on 2026-01-06
462,2026-02-17,2026-02-17,"MOTION: Council Member Newell moved to APPROVE Ordinance 462 , Adopting an Amended Budget for 1 July 2025 through 30 June 2026. The motion was seconded by Council Member Hyland. Vote on Motion: Counci",https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/10881/639082268101700000,2026-07-13,na,,,no,Passed unanimously,2026-02-17,2,within_source,,,,,motion,0,adopted via approve motion 2 on 2026-02-17
463,2026-04-21,2026-04-21,MOTION: Council Member Hyland moved to APPROVE Ordinance 463 Approving a Second Driveway Exception at 1720 East 6670 South. The motion was seconded by Council Member Newell. Vote on Motion: Council Me,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/12238/639191198168466622,2026-07-13,na,,,no,Passed unanimously,2026-04-21,2,within_source,,,,,motion,0,adopted via approve motion 2 on 2026-04-21
465,2026-05-19,2026-05-19,MOTION: Council Member Newell moved to APPROVE Ordinance 465 Amending Code Sections 19.75.050 and 19.76.030 Regarding Separate Utility Meters. The motion was seconded by Council Member Holton. Vote on,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/12242/639191198173971302,2026-07-13,na,,,no,Passed unanimously,2026-05-19,4,within_source,,,,,motion,0,adopted via approve motion 4 on 2026-05-19
466,2026-05-19,2026-05-19,MOTION: Council Member Birrell moved to APPROVE Ordinance 466 Adopting a Revised Map provided by UFA showing the hazardous areas in the City being closed to fireworks as amended with the following han,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/12242/639191198173971302,2026-07-13,na,,,no,Passed unanimously,2026-05-19,5,within_source,,,,,motion,0,adopted via approve motion 5 on 2026-05-19
467,2026-05-19,2026-05-19,"MOTION: Council Member Hyland moved to APPROVE Ordinance 467 Granting a Cable TV System Franchise to Comcast of Utah II, Inc. The motion was seconded by Council Member Birrell. Vote on Motion: Council",https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/12242/639191198173971302,2026-07-13,na,,,no,Passed unanimously,2026-05-19,6,within_source,,,,,motion,0,adopted via approve motion 6 on 2026-05-19
2024-58,2024-09-10,2024-09-10,MOTION: Council Member Holton moved to APPROVE Ordinance 2024-58 – Declaring Certain Property Surplus. The motion was seconded by Council Member Hyland. Vote on Motion: Council Member Hyland-Aye; Coun,https://www.cottonwoodheights.utah.gov/home/showpublisheddocument/9109/638652986688970000,2026-07-13,na,,,no,Passed (unanimous consent),2024-09-10,6,within_source,,,,,motion,0,adopted via approve motion 6 on 2024-09-10
