notice_id,notice_title,event_date,file_id,filename,label
625849,City Council work Session and Business Meeting,2020/09/01 05:00 PM,645839,09-01-2020 CHCC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
625849,City Council work Session and Business Meeting,2020/09/01 05:00 PM,633899,09-01-20 CH CC Work Session Agenda and Business Meeting Agendas.pdf,Public Information Handout
625849,City Council work Session and Business Meeting,2020/09/01 05:00 PM,635559,Financial Report Aug 2020.pdf,Public Information Handout
625849,City Council work Session and Business Meeting,2020/09/01 05:00 PM,635561,PW Report 2020 August.pdf,Public Information Handout
625849,City Council work Session and Business Meeting,2020/09/01 05:00 PM,635563,CHPD Statistics Review 2020 August.pdf,Public Information Handout
625849,City Council work Session and Business Meeting,2020/09/01 05:00 PM,635565,PW Storm Water 9-1-20.pdf,Public Information Handout
625849,City Council work Session and Business Meeting,2020/09/01 05:00 PM,635567,Resolution 2020-40 (Consenting to an Appointment to the CH Arts Council).pdf,Public Information Handout
625849,City Council work Session and Business Meeting,2020/09/01 05:00 PM,635569,Resolution 2020-41 (Approving an Agreement for Land Use Appeals Hearing Officer Services).pdf,Public Information Handout
622821,City Council work Session and Business Meeting,2020/08/18 05:00 PM,639978,08-18-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
622821,City Council work Session and Business Meeting,2020/08/18 05:00 PM,628705,08-18-20 CH CC Work Session Agenda and Business Meeting Agendas.pdf,Public Information Handout
622821,City Council work Session and Business Meeting,2020/08/18 05:00 PM,631309,Business Meeting Financial Report.pdf,Public Information Handout
622821,City Council work Session and Business Meeting,2020/08/18 05:00 PM,631311,Resolution 2020-37.pdf,Public Information Handout
622821,City Council work Session and Business Meeting,2020/08/18 05:00 PM,631313,Resolution 2020-38.pdf,Public Information Handout
622821,City Council work Session and Business Meeting,2020/08/18 05:00 PM,631315,Resolution 2020-39.pdf,Public Information Handout
620033,City Council work Session and Business Meeting,2020/08/04 05:00 PM,635571,08-04-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
620033,City Council work Session and Business Meeting,2020/08/04 05:00 PM,624783,08-04-20 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
620033,City Council work Session and Business Meeting,2020/08/04 05:00 PM,625027,08-04-20 CH CC Work Session Agenda and Amended Business Meeting Agenda.pdf,Public Information Handout
620033,City Council work Session and Business Meeting,2020/08/04 05:00 PM,625847,08.04.2020_Property Watch Presentation_Cottonwood Heights Council.pdf,Public Information Handout
620033,City Council work Session and Business Meeting,2020/08/04 05:00 PM,625849,Resolution 2020-36.pdf,Public Information Handout
620033,City Council work Session and Business Meeting,2020/08/04 05:00 PM,626161,Public Comment 8-4-2020_Redacted.pdf,Public Information Handout
620475,NOTICE OF CITY COUNCIL EMERGENCY MEETING,2020/08/03 03:00 PM,631319,08-03-20 CH CC Emergency Meeting Agenda.pdf,Public Information Handout
620475,NOTICE OF CITY COUNCIL EMERGENCY MEETING,2020/08/03 03:00 PM,631321,08-03-2020 CH CC Emergency Meeting Minutes - APPROVED.pdf,Public Information Handout
617897,"City Council Work Session, CDRA Board Meeting and Business Meeting",2020/07/21 05:00 PM,621235,"07-21-20 CH CC Work Session, CDRA Board Meeting and Business Meeting Agendas.pdf",Public Information Handout
617897,"City Council Work Session, CDRA Board Meeting and Business Meeting",2020/07/21 05:00 PM,622563,council presentation on training 4.1.pdf,Public Information Handout
617897,"City Council Work Session, CDRA Board Meeting and Business Meeting",2020/07/21 05:00 PM,622565,Public Comments for July 21-2020_Redacted.pdf,Public Information Handout
617897,"City Council Work Session, CDRA Board Meeting and Business Meeting",2020/07/21 05:00 PM,622567,CDRA Resolution 2020-01.pdf,Public Information Handout
617897,"City Council Work Session, CDRA Board Meeting and Business Meeting",2020/07/21 05:00 PM,622569,Resolution 2020-34.pdf,Public Information Handout
617897,"City Council Work Session, CDRA Board Meeting and Business Meeting",2020/07/21 05:00 PM,622571,Resolution 2020-35.pdf,Public Information Handout
617897,"City Council Work Session, CDRA Board Meeting and Business Meeting",2020/07/21 05:00 PM,631325,"07-21-2020 CH CC Work Seesion, CDRA and Business Meeting Minutes-APPROVED.pdf",Public Information Handout
615191,City Council Work Session and Business Meeting,2020/07/07 05:00 PM,616475,07-07-20 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
615191,City Council Work Session and Business Meeting,2020/07/07 05:00 PM,616477,07-01-2020 Determination of the Mayor Letter.pdf,Public Information Handout
615191,City Council Work Session and Business Meeting,2020/07/07 05:00 PM,617541,LCC_EIS_LocalGovt_Presentation_DraftAlts_22June2020_FINAL-WEB.pdf,Public Information Handout
615191,City Council Work Session and Business Meeting,2020/07/07 05:00 PM,617697,ORD 343 (Amending the CH Code of Ordinances Regarding Trees and Park Strips).pdf,Public Information Handout
615191,City Council Work Session and Business Meeting,2020/07/07 05:00 PM,617699,Resolution 2020-31.pdf,Public Information Handout
615191,City Council Work Session and Business Meeting,2020/07/07 05:00 PM,617701,Resolution 2020-32.pdf,Public Information Handout
615191,City Council Work Session and Business Meeting,2020/07/07 05:00 PM,617703,Resolution 2020-33.pdf,Public Information Handout
615191,City Council Work Session and Business Meeting,2020/07/07 05:00 PM,617711,Public Comments Compilation_Redacted.pdf,Public Information Handout
615191,City Council Work Session and Business Meeting,2020/07/07 05:00 PM,625845,07-07-20 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Public Information Handout
609545,NOTICE OF PUBLIC HEARING - PROPOSED BUDGET AMENDMENT FOR 2019-20 FISCAL YEAR,2020/06/16 07:00 PM,607939,Notice of Public Hearing on Budget Amendment for Fiscal Year 2019-2020 (June 2020).pdf,Public Information Handout
611313,City Council Work Session and Business Meeting,2020/06/16 05:00 PM,622577,06-16-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
611313,City Council Work Session and Business Meeting,2020/06/16 05:00 PM,610397,06-16-20 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
611313,City Council Work Session and Business Meeting,2020/06/16 05:00 PM,611875,CARES Act Presentation.pdf,Public Information Handout
611313,City Council Work Session and Business Meeting,2020/06/16 05:00 PM,611877,Chapter 14.44 Trees - CC Presentation.pdf,Public Information Handout
611313,City Council Work Session and Business Meeting,2020/06/16 05:00 PM,611879,Ord 341 (Adopting an Amended Budget for the Period of 1 July 2019 through 30 June 2020).pdf,Public Information Handout
611313,City Council Work Session and Business Meeting,2020/06/16 05:00 PM,611881,Ord 342 (Adopting a Final Budget for the Period of 1 July 2020 through 30 June 2021).pdf,Public Information Handout
611313,City Council Work Session and Business Meeting,2020/06/16 05:00 PM,611883,Resolution 2020-27.pdf,Public Information Handout
611313,City Council Work Session and Business Meeting,2020/06/16 05:00 PM,611885,Resolution 2020-28.pdf,Public Information Handout
611313,City Council Work Session and Business Meeting,2020/06/16 05:00 PM,611887,Resolution 2020-29.pdf,Public Information Handout
611313,City Council Work Session and Business Meeting,2020/06/16 05:00 PM,611889,Resolution 2020-30.pdf,Public Information Handout
611313,City Council Work Session and Business Meeting,2020/06/16 05:00 PM,612131,"Public Comments for June 16, 2020 City Council Business Meeting.pdf",Public Information Handout
606951,NOTICE OF PUBLIC HEARING - PROPOSED BUDGET FOR 2020-2021 FISCAL YEAR,2020/06/02 07:00 PM,603865,WST-Cottonwood Heights-Notice of Public Hearing (FY 2020-2021 budget).pdf,Public Information Handout
608161,City Council Work Session and Business Meeting,2020/06/02 05:00 PM,611869,06-02-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
608161,City Council Work Session and Business Meeting,2020/06/02 05:00 PM,605499,06-02-20 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
608161,City Council Work Session and Business Meeting,2020/06/02 05:00 PM,605909,06-02-20 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
608161,City Council Work Session and Business Meeting,2020/06/02 05:00 PM,607239,CH Parks and Recreation Service Area Presentation.pdf,Public Information Handout
608161,City Council Work Session and Business Meeting,2020/06/02 05:00 PM,607241,Eric Kraan - Public Comment_Redacted.pdf,Public Information Handout
608161,City Council Work Session and Business Meeting,2020/06/02 05:00 PM,607243,Joseph Bycroft - Public Comment_Redacted.pdf,Public Information Handout
608161,City Council Work Session and Business Meeting,2020/06/02 05:00 PM,607245,Tim Hallbeck - Public Comment_Redacted.pdf,Public Information Handout
608161,City Council Work Session and Business Meeting,2020/06/02 05:00 PM,607247,Resolution 2020-22.pdf,Public Information Handout
608161,City Council Work Session and Business Meeting,2020/06/02 05:00 PM,607249,Resolution 2020-23.pdf,Public Information Handout
608161,City Council Work Session and Business Meeting,2020/06/02 05:00 PM,607251,Resolution 2020-24.pdf,Public Information Handout
608161,City Council Work Session and Business Meeting,2020/06/02 05:00 PM,607253,Resolution 2020-25.pdf,Public Information Handout
608161,City Council Work Session and Business Meeting,2020/06/02 05:00 PM,607255,Resolution 2020-26.pdf,Public Information Handout
605597,City Council Work Session and Business Meeting,2020/05/19 05:00 PM,607107,05-19-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
605597,City Council Work Session and Business Meeting,2020/05/19 05:00 PM,602485,05-19-20 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
605597,City Council Work Session and Business Meeting,2020/05/19 05:00 PM,602487,May 2020 public works quartley report.pdf,Public Information Handout
605597,City Council Work Session and Business Meeting,2020/05/19 05:00 PM,602489,CWH UFA Quarterly Report Jan-March 2020.pdf,Public Information Handout
605597,City Council Work Session and Business Meeting,2020/05/19 05:00 PM,603049,Resolution 2020-20.pdf,Public Information Handout
605597,City Council Work Session and Business Meeting,2020/05/19 05:00 PM,603051,Resolution 2020-21.pdf,Public Information Handout
602447,City Council Work Session and Business Meeting,2020/05/05 05:00 PM,607105,05-05-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
602447,City Council Work Session and Business Meeting,2020/05/05 05:00 PM,596711,05-05-20 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
602447,City Council Work Session and Business Meeting,2020/05/05 05:00 PM,598193,CHPD Statistics Review 2020 April.pdf,Public Information Handout
602447,City Council Work Session and Business Meeting,2020/05/05 05:00 PM,598195,Tentative Budget Package May 5 - Apr 30 draft.pdf,Public Information Handout
602447,City Council Work Session and Business Meeting,2020/05/05 05:00 PM,598197,05-06-2020 City Council Presentation-Proposed Tree Ordinance.pdf,Public Information Handout
602447,City Council Work Session and Business Meeting,2020/05/05 05:00 PM,598199,Resolution 2020-13.pdf,Public Information Handout
602447,City Council Work Session and Business Meeting,2020/05/05 05:00 PM,598201,Resolution 2020-18.pdf,Public Information Handout
602447,City Council Work Session and Business Meeting,2020/05/05 05:00 PM,598203,Resolution 2020-19.pdf,Public Information Handout
601429,City Council Work Session and Business Meeting,2020/04/28 05:00 PM,603047,04-28-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
601429,City Council Work Session and Business Meeting,2020/04/28 05:00 PM,595293,04-28-20 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
601429,City Council Work Session and Business Meeting,2020/04/28 05:00 PM,596565,Resolution 2020-14.pdf,Public Information Handout
601429,City Council Work Session and Business Meeting,2020/04/28 05:00 PM,596567,Resolution 2020-15.pdf,Public Information Handout
601429,City Council Work Session and Business Meeting,2020/04/28 05:00 PM,596569,Resolution 2020-16.pdf,Public Information Handout
601429,City Council Work Session and Business Meeting,2020/04/28 05:00 PM,596571,Resolution 2020-17.pdf,Public Information Handout
600225,City Council Work Session,2020/04/21 05:00 PM,598207,04-21-2020 CH CC Work Session Minutes-APPROVED.pdf,Meeting Minutes
600225,City Council Work Session,2020/04/21 05:00 PM,593475,04-21-20 CH CC Work Session Agenda.pdf,Public Information Handout
597761,City Council Work Session and Business Meeting,2020/04/07 05:00 PM,596563,04-07-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
597761,City Council Work Session and Business Meeting,2020/04/07 05:00 PM,589087,04-07-20 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
597761,City Council Work Session and Business Meeting,2020/04/07 05:00 PM,592049,Proclamation 2020-03 A Proclamation Celebrating Arbor Day.pdf,Public Information Handout
597761,City Council Work Session and Business Meeting,2020/04/07 05:00 PM,592051,Proclamation 2020-04 A Proclamation Designating Each April as Child Abuse Prevention Month.pdf,Public Information Handout
597761,City Council Work Session and Business Meeting,2020/04/07 05:00 PM,592053,Resolution 2020-08.pdf,Public Information Handout
597761,City Council Work Session and Business Meeting,2020/04/07 05:00 PM,592055,Resolution 2020-09.pdf,Public Information Handout
597761,City Council Work Session and Business Meeting,2020/04/07 05:00 PM,592057,Resolution 2020-10.pdf,Public Information Handout
597761,City Council Work Session and Business Meeting,2020/04/07 05:00 PM,592059,Resolution 2020-11.pdf,Public Information Handout
597761,City Council Work Session and Business Meeting,2020/04/07 05:00 PM,592061,Resolution 2020-12.pdf,Public Information Handout
597761,City Council Work Session and Business Meeting,2020/04/07 05:00 PM,592069,Public Comment - Eric Kraan_Redacted.pdf,Public Information Handout
595289,NOTICE OF CANCELLATION - City Council Work Session and Business Meeting,2020/03/17 05:00 PM,585535,03-17-20 CH CC Work Session and Business Meeting Agendas - CANCELLED.pdf,Public Information Handout
594737,CANCELLED - City Council Work Session and Business Meeting,2020/03/17 05:00 PM,584963,03-17-20 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
594737,CANCELLED - City Council Work Session and Business Meeting,2020/03/17 05:00 PM,585533,03-17-20 CH CC Work Session and Business Meeting Agendas - CANCELLED.pdf,Public Information Handout
591559,City Council Work Session and Business Meeting,2020/03/03 05:00 PM,592073,03-03-2020 CH CC work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
591559,City Council Work Session and Business Meeting,2020/03/03 05:00 PM,580445,03-03-20 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
591559,City Council Work Session and Business Meeting,2020/03/03 05:00 PM,581347,CH Storm Water Master Plan - TO Engineers-Zions Public Finance.pdf,Public Information Handout
591559,City Council Work Session and Business Meeting,2020/03/03 05:00 PM,581349,CED Presentation - Outdoor Recreation Grant 3-3-20.pdf,Public Information Handout
591559,City Council Work Session and Business Meeting,2020/03/03 05:00 PM,582315,Resolution 2020-07.pdf,Public Information Handout
588793,City Council Work Session and Business Meeting,2020/02/18 05:00 PM,592071,02-18-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
588793,City Council Work Session and Business Meeting,2020/02/18 05:00 PM,575807,02-18-20 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
588793,City Council Work Session and Business Meeting,2020/02/18 05:00 PM,577267,PW Report - Cottonwood Heights pci.pdf,Public Information Handout
588793,City Council Work Session and Business Meeting,2020/02/18 05:00 PM,577269,Ord 340 (Granting a Telecommunications System Franchise to UTOPIA).pdf,Public Information Handout
588793,City Council Work Session and Business Meeting,2020/02/18 05:00 PM,577271,Resolution 2020-04 (Consenting to an Appointment to the CH Historic Committee).pdf,Public Information Handout
588793,City Council Work Session and Business Meeting,2020/02/18 05:00 PM,577273,Resolution 2020-05.pdf,Public Information Handout
588793,City Council Work Session and Business Meeting,2020/02/18 05:00 PM,577275,Resolution 2020-06.pdf,Public Information Handout
585349,City Council Work Session and Business Meeting,2020/02/04 05:00 PM,582321,02-04-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
585349,City Council Work Session and Business Meeting,2020/02/04 05:00 PM,570427,02-04-20 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
585349,City Council Work Session and Business Meeting,2020/02/04 05:00 PM,571603,Equal Rights Amendment to the United States Constitution.pdf,Public Information Handout
585349,City Council Work Session and Business Meeting,2020/02/04 05:00 PM,571605,ERA Handouts from Council Member Tali Bruce.pdf,Public Information Handout
585349,City Council Work Session and Business Meeting,2020/02/04 05:00 PM,571607,public works yard.pdf,Public Information Handout
585349,City Council Work Session and Business Meeting,2020/02/04 05:00 PM,571609,Scott Jurges - Municipal Telecommunications Franchise Tax.pdf,Public Information Handout
585349,City Council Work Session and Business Meeting,2020/02/04 05:00 PM,571611,ERA - Ms. Jones - 4 Feb 2020 Handout.pdf,Public Information Handout
585349,City Council Work Session and Business Meeting,2020/02/04 05:00 PM,572941,Ord 339-A (Approving the Re-Zone of Real Property located at 2540 E Bengal Blvd R-1-8 to NC and Amending the Zoning Map).pdf,Public Information Handout
585349,City Council Work Session and Business Meeting,2020/02/04 05:00 PM,572943,Resolution 2020-03.pdf,Public Information Handout
583425,City Council Retreat,2020/01/22 10:00 AM,567391,01-22-20 CH CC Retreat Agenda.pdf,Public Information Handout
583425,City Council Retreat,2020/01/22 10:00 AM,582317,01-22-2020 CH CC Retreat Minutes-APPROVED.pdf,Public Information Handout
582914,City Council Work Session and Business Meeting,2020/01/21 05:00 PM,572957,01-21-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
582914,City Council Work Session and Business Meeting,2020/01/21 05:00 PM,566526,01-21-20 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
582914,City Council Work Session and Business Meeting,2020/01/21 05:00 PM,567385,Zone Map Amendment 2540 E Bengal Blvd.pdf,Public Information Handout
582914,City Council Work Session and Business Meeting,2020/01/21 05:00 PM,567387,UFA Quarterly Report for Oct Nov Dec 2019.pdf,Public Information Handout
582914,City Council Work Session and Business Meeting,2020/01/21 05:00 PM,567389,December 2019 Financial Report.pdf,Public Information Handout
582914,City Council Work Session and Business Meeting,2020/01/21 05:00 PM,567393,Budget Calendar 2020-21 (002).pdf,Public Information Handout
582914,City Council Work Session and Business Meeting,2020/01/21 05:00 PM,567395,2019 12 December Council Report.pdf,Public Information Handout
582914,City Council Work Session and Business Meeting,2020/01/21 05:00 PM,567727,Intterra Report - UFA.pdf,Public Information Handout
582914,City Council Work Session and Business Meeting,2020/01/21 05:00 PM,567729,Proclamation 2020-02.pdf,Public Information Handout
582914,City Council Work Session and Business Meeting,2020/01/21 05:00 PM,567731,Resolution 2020-02.pdf,Public Information Handout
582914,City Council Work Session and Business Meeting,2020/01/21 05:00 PM,567733,Ord 337.pdf,Public Information Handout
582914,City Council Work Session and Business Meeting,2020/01/21 05:00 PM,567735,Ord 338.pdf,Public Information Handout
579589,CITY COUNCIL WORK SESSION AND BUSINESS MEETING,2020/01/07 05:00 PM,592063,01-07-2020 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
579589,CITY COUNCIL WORK SESSION AND BUSINESS MEETING,2020/01/07 05:00 PM,561475,01-07-20 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
579589,CITY COUNCIL WORK SESSION AND BUSINESS MEETING,2020/01/07 05:00 PM,562763,CED Presentation - 1.07.20.pdf,Public Information Handout
579589,CITY COUNCIL WORK SESSION AND BUSINESS MEETING,2020/01/07 05:00 PM,562765,CHPD Statistics Review 2019 December.pdf,Public Information Handout
579589,CITY COUNCIL WORK SESSION AND BUSINESS MEETING,2020/01/07 05:00 PM,562767,Public Works - January 2020 Quarterly Report.pdf,Public Information Handout
579589,CITY COUNCIL WORK SESSION AND BUSINESS MEETING,2020/01/07 05:00 PM,562769,CH 2019 SURVEY RESULTS.pdf,Public Information Handout
579589,CITY COUNCIL WORK SESSION AND BUSINESS MEETING,2020/01/07 05:00 PM,564087,Resolution 2020-01 (Approving and Ratifying Committee Assignments).pdf,Public Information Handout
579589,CITY COUNCIL WORK SESSION AND BUSINESS MEETING,2020/01/07 05:00 PM,564089,Proclamation 2020-01.pdf,Public Information Handout
579589,CITY COUNCIL WORK SESSION AND BUSINESS MEETING,2020/01/07 05:00 PM,564091,Roger Kehr - Dog Parks - Public Comment Handout 1-7-20.pdf,Public Information Handout
579589,CITY COUNCIL WORK SESSION AND BUSINESS MEETING,2020/01/07 05:00 PM,564093,Public Comment - Eric Kraan - Dog parks.pdf,Public Information Handout
579589,CITY COUNCIL WORK SESSION AND BUSINESS MEETING,2020/01/07 05:00 PM,567223,Ord. 336.pdf,Public Information Handout
579585,CITY COUNCIL LEGISLATIVE BREAKFAST,2020/01/07 07:00 AM,572959,01-07-20 CH CC Legislative Breakfast Meeting Minutes-APPROVED.pdf,Meeting Minutes
579585,CITY COUNCIL LEGISLATIVE BREAKFAST,2020/01/07 07:00 AM,561461,01-07-20 CH CC Legislative Breakfast Agenda.pdf,Public Information Handout
579583,OATH OF OFFICE ADMINISTRATION AND RECEPTION,2020/01/06 07:00 PM,567739,01-06-20 CH CC Oath of Office Minutes-APPROVED.pdf,Meeting Minutes
579583,OATH OF OFFICE ADMINISTRATION AND RECEPTION,2020/01/06 07:00 PM,561459,01-06-20 CH CC Oath of Office Administration and Reception Agenda.pdf,Public Information Handout
579583,OATH OF OFFICE ADMINISTRATION AND RECEPTION,2020/01/06 07:00 PM,562757,Oath of Office - Douglas Petersen - City Council.pdf,Public Information Handout
579583,OATH OF OFFICE ADMINISTRATION AND RECEPTION,2020/01/06 07:00 PM,562759,Oath of Office - Scott Bracken - City Council.pdf,Public Information Handout
576613,"City Council Work Session, Reception and Business Meeting",2019/12/17 05:00 PM,567737,12-17-19 CH CC Work Session Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
576613,"City Council Work Session, Reception and Business Meeting",2019/12/17 05:00 PM,557903,"12-17-19 CH CC Work Session, Reception and Business Meeting Agendas.pdf",Public Information Handout
576613,"City Council Work Session, Reception and Business Meeting",2019/12/17 05:00 PM,559095,CED Presentation - 12-17-19.pdf,Public Information Handout
576613,"City Council Work Session, Reception and Business Meeting",2019/12/17 05:00 PM,559097,CWH City FY 2019 CAFR Final.pdf,Public Information Handout
576613,"City Council Work Session, Reception and Business Meeting",2019/12/17 05:00 PM,559099,Landmark Design PDD Presentation - 12-17-19.pdf,Public Information Handout
576613,"City Council Work Session, Reception and Business Meeting",2019/12/17 05:00 PM,559499,"335 (Establishing a schedule for regular meetings of the City Council, the Planning Commission and the ARC for 2020).pdf",Public Information Handout
576613,"City Council Work Session, Reception and Business Meeting",2019/12/17 05:00 PM,559501,2019-77 (Expressing Appreciation to and Honoring Michael L. Shelton).pdf,Public Information Handout
576613,"City Council Work Session, Reception and Business Meeting",2019/12/17 05:00 PM,559503,2019-78 (Approving an exception to certain requirements for a flag lot located at 8564 S Little Willow Circle).pdf,Public Information Handout
576613,"City Council Work Session, Reception and Business Meeting",2019/12/17 05:00 PM,559505,2019-79 (Consenting to Appointments to the CH Historic Committee).pdf,Public Information Handout
574231,"City Council Work Session, CDRA Meeting and Business Meeting",2019/12/03 05:00 PM,572953,12-03-2019 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
574231,"City Council Work Session, CDRA Meeting and Business Meeting",2019/12/03 05:00 PM,553971,"12-03-19 CH CC Work Session, CDRA and Business Meeting Agendas.pdf",Public Information Handout
574231,"City Council Work Session, CDRA Meeting and Business Meeting",2019/12/03 05:00 PM,554309,UFA Report - Work Session of 12-03-2019.pdf,Public Information Handout
574231,"City Council Work Session, CDRA Meeting and Business Meeting",2019/12/03 05:00 PM,554311,Process for Review of a Dog Park in Cottonwood Heights.pdf,Public Information Handout
574231,"City Council Work Session, CDRA Meeting and Business Meeting",2019/12/03 05:00 PM,554313,WST-Cottonwood Heights-Ordinance 334 Amending Title 19 of the Cottonwood Heights Code re Tandem Parking (FINAL 11.29.2019).pdf,Public Information Handout
570856,"City Council Work Session, Board of Canvassers and Business Meeting",2019/11/19 05:00 PM,564095,"11-19-2019 CH CC Work Session, Board of Canvassers and Busniness Meeting Minutes-APPROVED.pdf",Meeting Minutes
570856,"City Council Work Session, Board of Canvassers and Business Meeting",2019/11/19 05:00 PM,549370,"11-19-19 CH CC Work Session, Board of Canvassers and Business Meeting Agendas.pdf",Public Information Handout
570856,"City Council Work Session, Board of Canvassers and Business Meeting",2019/11/19 05:00 PM,550673,Little Cottonwood Canyon EIS - UDOT.pdf,Public Information Handout
570856,"City Council Work Session, Board of Canvassers and Business Meeting",2019/11/19 05:00 PM,550675,11-19-19 CED Presentation.pdf,Public Information Handout
570856,"City Council Work Session, Board of Canvassers and Business Meeting",2019/11/19 05:00 PM,550689,"Canvass Official Final Results - 2019 General Municipal Election of Nov 5, 2019.pdf",Public Information Handout
570856,"City Council Work Session, Board of Canvassers and Business Meeting",2019/11/19 05:00 PM,550691,Candidate Certificate of General Election - Scott Bracken.pdf,Public Information Handout
570856,"City Council Work Session, Board of Canvassers and Business Meeting",2019/11/19 05:00 PM,550693,Candidate Certificate of General Election - Douglas Petersen.pdf,Public Information Handout
570856,"City Council Work Session, Board of Canvassers and Business Meeting",2019/11/19 05:00 PM,552531,DECLARATION 2019-02 A DECLARATION OF THE CH BOARD OF CANVASSERS APPROVING THE CANVASS OF THE 2019 CH MUNICIPAL ELECTION.pdf,Public Information Handout
570856,"City Council Work Session, Board of Canvassers and Business Meeting",2019/11/19 05:00 PM,552533,2019-69 (Approving Entry Into a JAG Grant Agreement Through the Utah Commission and Criminal and Juvenile Justice).pdf,Public Information Handout
570856,"City Council Work Session, Board of Canvassers and Business Meeting",2019/11/19 05:00 PM,552535,2019-70 (Approving Entry Into a State Asset Forfeiture Grant Agreement Through the CCJJ).pdf,Public Information Handout
570856,"City Council Work Session, Board of Canvassers and Business Meeting",2019/11/19 05:00 PM,552537,2019-71 (Approving Entry Into Amend 1 to an Amended & Restated ILA w SLCo Transferring $2 Million in Transportation Funds).pdf,Public Information Handout
570856,"City Council Work Session, Board of Canvassers and Business Meeting",2019/11/19 05:00 PM,552539,2019-72 (Approving an Update of the City's Moderate-Income-Affordable Housing Plan).pdf,Public Information Handout
570856,"City Council Work Session, Board of Canvassers and Business Meeting",2019/11/19 05:00 PM,552541,2019-73 (Approving an Agreement for Engineering Services w Gilson Engineering (East Jordan Canal Trail)).pdf,Public Information Handout
566631,Notice of Public Hearing on Budget Amendment for Fiscal Year 2019-2020,2019/11/05 07:00 PM,543525,Notice of Public Hearing on Budget Amendment for Fiscal Year 2019-2020.pdf,Public Information Handout
567493,City Council Work Session and Business Meeting,2019/11/05 05:00 PM,559495,11-05-19 CH CC Work Session and Business Meeting Minutes-Approved.pdf,Meeting Minutes
567493,City Council Work Session and Business Meeting,2019/11/05 05:00 PM,544579,11-05-19 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
567493,City Council Work Session and Business Meeting,2019/11/05 05:00 PM,545871,Public Comment - Kimberly Simons-Kraan.pdf,Public Information Handout
567493,City Council Work Session and Business Meeting,2019/11/05 05:00 PM,545873,11-5-19 CED Presentation.pdf,Public Information Handout
567493,City Council Work Session and Business Meeting,2019/11/05 05:00 PM,545875,Split Falure Presentation - PW.pdf,Public Information Handout
567493,City Council Work Session and Business Meeting,2019/11/05 05:00 PM,546611,2019-2020 Budget Adjustments.pdf,Public Information Handout
567493,City Council Work Session and Business Meeting,2019/11/05 05:00 PM,546613,332 (Adopting an Amended Budget for the Period of 1 July 2019 Through 30 June 2020).pdf,Public Information Handout
567493,City Council Work Session and Business Meeting,2019/11/05 05:00 PM,546615,333 (Amending Section 14.28.080 of the CH Code of Ordinances Regarding Wireless Facilities in the Public Right-of-Way).pdf,Public Information Handout
564143,City Council Work Session and Business Meeting,2019/10/15 05:00 PM,552545,10-15-2019 CH CC Work Session and Business Meeting Minutes-APPROVED.pdf,Meeting Minutes
564143,City Council Work Session and Business Meeting,2019/10/15 05:00 PM,539321,10-15-19 CH CC Work Session and Business Meeting Agendas.pdf,Public Information Handout
564143,City Council Work Session and Business Meeting,2019/10/15 05:00 PM,539737,10-15-19 CH CC Work Session and AMENDED Business Meeting Agendas.pdf,Public Information Handout
