meeting_date,motion_no,person,vote_value
2020-05-05,2,Harvey,Aye
2020-05-05,2,Jenkins,Aye
2020-05-05,2,Froerer,Aye
2020-05-05,3,Harvey,Aye
2020-05-05,3,Jenkins,Aye
2020-05-05,3,Froerer,Aye
2020-05-05,4,Harvey,Aye
2020-05-05,4,Jenkins,Aye
2020-05-05,4,Froerer,Aye
2020-05-05,5,Harvey,Aye
2020-05-05,5,Jenkins,Aye
2020-05-05,5,Froerer,Aye
2020-05-05,6,Harvey,Aye
2020-05-05,6,Jenkins,Aye
2020-05-05,6,Froerer,Aye
2020-05-05,7,Harvey,Aye
2020-05-05,7,Jenkins,Aye
2020-05-05,7,Froerer,Aye
2020-05-05,8,Harvey,Aye
2020-05-05,8,Jenkins,Aye
2020-05-05,8,Froerer,Aye
2020-05-12,1,Harvey,Aye
2020-05-12,1,Jenkins,Aye
2020-05-12,1,Froerer,Aye
2020-05-12,2,Harvey,Aye
2020-05-12,2,Jenkins,Aye
2020-05-12,2,Froerer,Aye
2020-05-12,3,Harvey,Aye
2020-05-12,3,Jenkins,Aye
2020-05-12,3,Froerer,Aye
2020-05-12,4,Harvey,Aye
2020-05-12,4,Jenkins,Aye
2020-05-12,4,Froerer,Aye
2020-05-12,5,Harvey,Aye
2020-05-12,5,Jenkins,Aye
2020-05-12,5,Froerer,Aye
2020-05-12,6,Harvey,Aye
2020-05-12,6,Jenkins,Aye
2020-05-12,6,Froerer,Aye
2020-05-12,7,Harvey,Aye
2020-05-12,7,Jenkins,Aye
2020-05-12,7,Froerer,Aye
2020-05-12,8,Harvey,Aye
2020-05-12,8,Jenkins,Aye
2020-05-12,8,Froerer,Aye
2020-05-19,1,Harvey,Aye
2020-05-19,1,Jenkins,Aye
2020-05-19,1,Froerer,Aye
2020-05-19,2,Harvey,Aye
2020-05-19,2,Jenkins,Aye
2020-05-19,2,Froerer,Aye
2020-05-19,3,Harvey,Aye
2020-05-19,3,Jenkins,Aye
2020-05-19,3,Froerer,Aye
2020-05-19,4,Harvey,Aye
2020-05-19,4,Jenkins,Aye
2020-05-19,4,Froerer,Aye
2020-05-19,5,Harvey,Aye
2020-05-19,5,Jenkins,Aye
2020-05-19,5,Froerer,Aye
2020-05-19,6,Harvey,Aye
2020-05-19,6,Jenkins,Aye
2020-05-19,6,Froerer,Aye
2020-05-19,7,Harvey,Aye
2020-05-19,7,Jenkins,Aye
2020-05-19,7,Froerer,Aye
2020-05-19,8,Harvey,Aye
2020-05-19,8,Jenkins,Aye
2020-05-19,8,Froerer,Aye
2020-05-19,9,Harvey,Aye
2020-05-19,9,Jenkins,Aye
2020-05-19,9,Froerer,Aye
2020-05-19,10,Harvey,Aye
2020-05-19,10,Jenkins,Aye
2020-05-19,10,Froerer,Aye
2020-05-26,1,Harvey,Aye
2020-05-26,1,Jenkins,Aye
2020-05-26,1,Froerer,Aye
2020-05-26,2,Harvey,Aye
2020-05-26,2,Jenkins,Aye
2020-05-26,2,Froerer,Aye
2020-05-26,3,Harvey,Aye
2020-05-26,3,Jenkins,Aye
2020-05-26,3,Froerer,Aye
2020-05-26,4,Harvey,Aye
2020-05-26,4,Jenkins,Aye
2020-05-26,4,Froerer,Aye
2020-05-26,5,Harvey,Aye
2020-05-26,5,Jenkins,Aye
2020-05-26,5,Froerer,Aye
2020-05-26,6,Harvey,Aye
2020-05-26,6,Jenkins,Aye
2020-05-26,6,Froerer,Aye
2020-05-26,7,Harvey,Aye
2020-05-26,7,Jenkins,Aye
2020-05-26,7,Froerer,Aye
2020-05-26,8,Harvey,Aye
2020-05-26,8,Jenkins,Aye
2020-05-26,8,Froerer,Aye
2020-05-26,9,Harvey,Aye
2020-05-26,9,Jenkins,Aye
2020-05-26,9,Froerer,Aye
2020-05-26,10,Harvey,Aye
2020-05-26,10,Jenkins,Aye
2020-05-26,10,Froerer,Aye
2020-05-26,11,Harvey,Aye
2020-05-26,11,Jenkins,Aye
2020-05-26,11,Froerer,Aye
2020-06-02,1,Jenkins,Aye
2020-06-02,1,Froerer,Aye
2020-06-02,2,Jenkins,Aye
2020-06-02,2,Froerer,Aye
2020-06-02,3,Jenkins,Aye
2020-06-02,3,Froerer,Aye
2020-06-02,4,Jenkins,Aye
2020-06-02,4,Froerer,Aye
2020-06-09,1,Harvey,Aye
2020-06-09,1,Jenkins,Aye
2020-06-09,1,Froerer,Aye
2020-06-09,2,Harvey,Aye
2020-06-09,2,Jenkins,Aye
2020-06-09,2,Froerer,Aye
2020-06-09,3,Harvey,Aye
2020-06-09,3,Jenkins,Aye
2020-06-09,3,Froerer,Aye
2020-06-09,4,Harvey,Aye
2020-06-09,4,Jenkins,Aye
2020-06-09,4,Froerer,Aye
2020-06-09,5,Harvey,Aye
2020-06-09,5,Jenkins,Aye
2020-06-09,5,Froerer,Aye
2020-06-09,6,Harvey,Aye
2020-06-09,6,Jenkins,Aye
2020-06-09,6,Froerer,Aye
2020-06-09,7,Harvey,Aye
2020-06-09,7,Jenkins,Aye
2020-06-09,7,Froerer,Aye
2020-06-16,1,Harvey,Aye
2020-06-16,1,Jenkins,Aye
2020-06-16,1,Froerer,Aye
2020-06-16,2,Harvey,Aye
2020-06-16,2,Jenkins,Aye
2020-06-16,2,Froerer,Aye
2020-06-16,3,Harvey,Aye
2020-06-16,3,Jenkins,Aye
2020-06-16,3,Froerer,Aye
2020-06-16,4,Harvey,Aye
2020-06-16,4,Jenkins,Aye
2020-06-16,4,Froerer,Aye
2020-06-16,5,Harvey,Aye
2020-06-16,5,Jenkins,Aye
2020-06-16,5,Froerer,Aye
2020-06-16,6,Harvey,Aye
2020-06-16,6,Jenkins,Aye
2020-06-16,6,Froerer,Aye
2020-06-16,7,Harvey,Aye
2020-06-16,7,Jenkins,Aye
2020-06-16,7,Froerer,Aye
2020-06-16,8,Harvey,Aye
2020-06-16,8,Jenkins,Aye
2020-06-16,8,Froerer,Aye
2020-06-16,9,Harvey,Aye
2020-06-16,9,Jenkins,Aye
2020-06-16,9,Froerer,Aye
2020-06-23,1,Harvey,Aye
2020-06-23,1,Jenkins,Aye
2020-06-23,1,Froerer,Aye
2020-06-23,2,Harvey,Aye
2020-06-23,2,Jenkins,Aye
2020-06-23,2,Froerer,Aye
2020-06-23,3,Harvey,Aye
2020-06-23,3,Jenkins,Aye
2020-06-23,3,Froerer,Aye
2020-06-23,4,Harvey,Aye
2020-06-23,4,Jenkins,Aye
2020-06-23,4,Froerer,Aye
2020-06-23,5,Harvey,Aye
2020-06-23,5,Jenkins,Aye
2020-06-23,5,Froerer,Aye
2020-06-23,6,Harvey,Aye
2020-06-23,6,Jenkins,Aye
2020-06-23,6,Froerer,Aye
2020-06-23,7,Harvey,Aye
2020-06-23,7,Jenkins,Aye
2020-06-23,7,Froerer,Aye
2020-06-23,8,Harvey,Aye
2020-06-23,8,Jenkins,Aye
2020-06-23,8,Froerer,Aye
2020-06-23,9,Harvey,Aye
2020-06-23,9,Jenkins,Aye
2020-06-23,9,Froerer,Aye
2020-06-30,1,Harvey,Aye
2020-06-30,1,Jenkins,Aye
2020-06-30,1,Froerer,Aye
2020-06-30,2,Harvey,Aye
2020-06-30,2,Jenkins,Aye
2020-06-30,2,Froerer,Aye
2020-06-30,3,Harvey,Aye
2020-06-30,3,Jenkins,Aye
2020-06-30,3,Froerer,Aye
2020-06-30,4,Harvey,Aye
2020-06-30,4,Jenkins,Aye
2020-06-30,4,Froerer,Aye
2020-06-30,5,Harvey,Aye
2020-06-30,5,Jenkins,Aye
2020-06-30,5,Froerer,Aye
2020-06-30,6,Harvey,Aye
2020-06-30,6,Jenkins,Aye
2020-06-30,6,Froerer,Aye
2020-06-30,7,Harvey,Aye
2020-06-30,7,Jenkins,Aye
2020-06-30,7,Froerer,Aye
2020-06-30,8,Harvey,Aye
2020-06-30,8,Jenkins,Aye
2020-06-30,8,Froerer,Aye
2020-06-30,9,Harvey,Aye
2020-06-30,9,Jenkins,Aye
2020-06-30,9,Froerer,Aye
2020-06-30,10,Harvey,Aye
2020-06-30,10,Jenkins,Aye
2020-06-30,10,Froerer,Aye
2020-06-30,11,Harvey,Aye
2020-06-30,11,Jenkins,Aye
2020-06-30,11,Froerer,Aye
2020-07-07,1,Harvey,Aye
2020-07-07,1,Jenkins,Aye
2020-07-07,1,Froerer,Aye
2020-07-07,2,Harvey,Aye
2020-07-07,2,Jenkins,Aye
2020-07-07,2,Froerer,Aye
2020-07-07,3,Harvey,Aye
2020-07-07,3,Jenkins,Aye
2020-07-07,3,Froerer,Aye
2020-07-07,4,Harvey,Aye
2020-07-07,4,Jenkins,Aye
2020-07-07,4,Froerer,Aye
2020-07-07,5,Harvey,Aye
2020-07-07,5,Jenkins,Aye
2020-07-07,5,Froerer,Aye
2020-07-07,6,Harvey,Aye
2020-07-07,6,Jenkins,Aye
2020-07-07,6,Froerer,Aye
2020-07-07,7,Harvey,Aye
2020-07-07,7,Jenkins,Aye
2020-07-07,7,Froerer,Aye
2020-07-14,1,Harvey,Aye
2020-07-14,1,Jenkins,Aye
2020-07-14,1,Froerer,Aye
2020-07-14,2,Harvey,Aye
2020-07-14,2,Jenkins,Aye
2020-07-14,2,Froerer,Aye
2020-07-14,3,Harvey,Aye
2020-07-14,3,Jenkins,Aye
2020-07-14,3,Froerer,Aye
2020-07-14,4,Harvey,Aye
2020-07-14,4,Jenkins,Aye
2020-07-14,4,Froerer,Aye
2020-07-14,5,Harvey,Aye
2020-07-14,5,Jenkins,Aye
2020-07-14,5,Froerer,Aye
2020-07-14,6,Harvey,Aye
2020-07-14,6,Jenkins,Aye
2020-07-14,6,Froerer,Aye
2020-07-14,7,Harvey,Aye
2020-07-14,7,Jenkins,Aye
2020-07-14,7,Froerer,Aye
2020-07-14,8,Harvey,Aye
2020-07-14,8,Jenkins,Aye
2020-07-14,8,Froerer,Aye
2020-07-14,9,Harvey,Aye
2020-07-14,9,Jenkins,Aye
2020-07-14,9,Froerer,Aye
2020-07-14,10,Harvey,Aye
2020-07-14,10,Jenkins,Aye
2020-07-14,10,Froerer,Aye
2020-07-21,1,Harvey,Aye
2020-07-21,1,Jenkins,Aye
2020-07-21,1,Froerer,Aye
2020-07-21,2,Harvey,Aye
2020-07-21,2,Jenkins,Aye
2020-07-21,2,Froerer,Aye
2020-07-21,3,Harvey,Aye
2020-07-21,3,Jenkins,Aye
2020-07-21,3,Froerer,Aye
2020-07-21,4,Harvey,Aye
2020-07-21,4,Jenkins,Aye
2020-07-21,4,Froerer,Aye
2020-07-21,5,Harvey,Aye
2020-07-21,5,Jenkins,Aye
2020-07-21,5,Froerer,Aye
2020-07-28,1,Harvey,Aye
2020-07-28,1,Jenkins,Aye
2020-07-28,1,Froerer,Aye
2020-07-28,2,Harvey,Aye
2020-07-28,2,Jenkins,Aye
2020-07-28,2,Froerer,Aye
2020-07-28,3,Harvey,Aye
2020-07-28,3,Jenkins,Aye
2020-07-28,3,Froerer,Aye
2020-07-28,4,Harvey,Aye
2020-07-28,4,Jenkins,Aye
2020-07-28,4,Froerer,Aye
2020-07-28,5,Harvey,Aye
2020-07-28,5,Jenkins,Aye
2020-07-28,5,Froerer,Aye
2020-07-28,6,Harvey,Aye
2020-07-28,6,Jenkins,Aye
2020-07-28,6,Froerer,Aye
2020-07-28,7,Harvey,Aye
2020-07-28,7,Jenkins,Aye
2020-07-28,7,Froerer,Aye
2020-07-28,8,Harvey,Aye
2020-07-28,8,Jenkins,Aye
2020-07-28,8,Froerer,Aye
2020-07-28,9,Harvey,Aye
2020-07-28,9,Jenkins,Aye
2020-07-28,9,Froerer,Aye
2020-07-28,10,Harvey,Aye
2020-07-28,10,Jenkins,Aye
2020-07-28,10,Froerer,Aye
2020-07-28,11,Harvey,Aye
2020-07-28,11,Jenkins,Aye
2020-07-28,11,Froerer,Aye
2020-07-28,12,Harvey,Aye
2020-07-28,12,Jenkins,Aye
2020-07-28,12,Froerer,Aye
2020-07-28,13,Harvey,Aye
2020-07-28,13,Jenkins,Aye
2020-07-28,13,Froerer,Aye
2020-07-28,14,Harvey,Aye
2020-07-28,14,Jenkins,Aye
2020-07-28,14,Froerer,Aye
2020-07-28,15,Harvey,Nay
2020-07-28,15,Jenkins,Aye
2020-07-28,15,Froerer,Aye
2020-07-28,16,Harvey,Aye
2020-07-28,16,Jenkins,Aye
2020-07-28,16,Froerer,Aye
2020-08-04,1,Harvey,Aye
2020-08-04,1,Jenkins,Aye
2020-08-04,1,Froerer,Aye
2020-08-04,2,Harvey,Aye
2020-08-04,2,Jenkins,Aye
2020-08-04,2,Froerer,Aye
2020-08-04,3,Harvey,Aye
2020-08-04,3,Jenkins,Aye
2020-08-04,3,Froerer,Aye
2020-08-04,4,Harvey,Aye
2020-08-04,4,Jenkins,Aye
2020-08-04,4,Froerer,Aye
2020-08-04,5,Harvey,Aye
2020-08-04,5,Jenkins,Aye
2020-08-04,5,Froerer,Aye
2020-08-04,6,Harvey,Aye
2020-08-04,6,Jenkins,Aye
2020-08-04,6,Froerer,Aye
2020-08-04,7,Harvey,Aye
2020-08-04,7,Jenkins,Aye
2020-08-04,7,Froerer,Aye
2020-08-04,8,Harvey,Aye
2020-08-04,8,Jenkins,Aye
2020-08-04,8,Froerer,Aye
2020-08-04,9,Harvey,Aye
2020-08-04,9,Jenkins,Aye
2020-08-04,9,Froerer,Aye
2020-08-04,10,Harvey,Aye
2020-08-04,10,Jenkins,Aye
2020-08-04,10,Froerer,Aye
2020-08-11,1,Harvey,Aye
2020-08-11,1,Jenkins,Aye
2020-08-11,1,Froerer,Aye
2020-08-11,2,Harvey,Aye
2020-08-11,2,Jenkins,Aye
2020-08-11,2,Froerer,Aye
2020-08-11,3,Harvey,Aye
2020-08-11,3,Jenkins,Aye
2020-08-11,3,Froerer,Aye
2020-08-11,4,Harvey,Aye
2020-08-11,4,Jenkins,Aye
2020-08-11,4,Froerer,Aye
2020-08-11,5,Harvey,Aye
2020-08-11,5,Jenkins,Aye
2020-08-11,5,Froerer,Aye
2020-08-11,6,Harvey,Aye
2020-08-11,6,Jenkins,Aye
2020-08-11,6,Froerer,Aye
2020-08-11,7,Harvey,Aye
2020-08-11,7,Jenkins,Aye
2020-08-11,7,Froerer,Aye
2020-08-11,8,Harvey,Aye
2020-08-11,8,Jenkins,Aye
2020-08-11,8,Froerer,Aye
2020-08-18,1,Harvey,Aye
2020-08-18,1,Jenkins,Aye
2020-08-18,1,Froerer,Aye
2020-08-18,2,Harvey,Aye
2020-08-18,2,Jenkins,Aye
2020-08-18,2,Froerer,Aye
2020-08-18,3,Harvey,Aye
2020-08-18,3,Jenkins,Aye
2020-08-18,3,Froerer,Aye
2020-08-18,4,Harvey,Aye
2020-08-18,4,Jenkins,Aye
2020-08-18,4,Froerer,Aye
2020-08-18,5,Harvey,Aye
2020-08-18,5,Jenkins,Aye
2020-08-18,5,Froerer,Aye
2020-08-18,6,Harvey,Aye
2020-08-18,6,Jenkins,Aye
2020-08-18,6,Froerer,Aye
2020-08-18,7,Harvey,Aye
2020-08-18,7,Jenkins,Aye
2020-08-18,7,Froerer,Aye
2020-08-25,1,Harvey,Aye
2020-08-25,1,Jenkins,Aye
2020-08-25,1,Froerer,Aye
2020-08-25,2,Harvey,Aye
2020-08-25,2,Jenkins,Aye
2020-08-25,2,Froerer,Aye
2020-08-25,3,Harvey,Aye
2020-08-25,3,Jenkins,Aye
2020-08-25,3,Froerer,Aye
2020-08-25,4,Harvey,Aye
2020-08-25,4,Jenkins,Aye
2020-08-25,4,Froerer,Aye
2020-08-25,5,Harvey,Aye
2020-08-25,5,Jenkins,Aye
2020-08-25,5,Froerer,Aye
2020-08-25,6,Harvey,Aye
2020-08-25,6,Jenkins,Aye
2020-08-25,6,Froerer,Aye
2020-08-25,7,Harvey,Aye
2020-08-25,7,Jenkins,Aye
2020-08-25,7,Froerer,Aye
2020-09-01,1,Harvey,Aye
2020-09-01,1,Jenkins,Aye
2020-09-01,1,Froerer,Aye
2020-09-01,2,Harvey,Aye
2020-09-01,2,Jenkins,Aye
2020-09-01,2,Froerer,Aye
2020-09-01,3,Harvey,Aye
2020-09-01,3,Jenkins,Aye
2020-09-01,3,Froerer,Aye
2020-09-01,4,Harvey,Aye
2020-09-01,4,Jenkins,Aye
2020-09-01,4,Froerer,Aye
2020-09-01,5,Harvey,Aye
2020-09-01,5,Jenkins,Aye
2020-09-01,5,Froerer,Aye
2020-09-01,6,Harvey,Aye
2020-09-01,6,Jenkins,Aye
2020-09-01,6,Froerer,Aye
2020-09-01,7,Harvey,Aye
2020-09-01,7,Jenkins,Aye
2020-09-01,7,Froerer,Aye
2020-09-01,8,Harvey,Aye
2020-09-01,8,Jenkins,Aye
2020-09-01,8,Froerer,Aye
2020-09-15,1,Jenkins,Aye
2020-09-15,1,Harvey,Aye
2020-09-15,1,Froerer,Aye
2020-09-15,2,Jenkins,Aye
2020-09-15,2,Harvey,Aye
2020-09-15,2,Froerer,Abstain
2020-09-15,3,Jenkins,Aye
2020-09-15,3,Harvey,Aye
2020-09-15,3,Froerer,Aye
2020-09-15,4,Jenkins,Aye
2020-09-15,4,Harvey,Aye
2020-09-15,4,Froerer,Aye
2020-09-15,5,Jenkins,Aye
2020-09-15,5,Harvey,Aye
2020-09-15,5,Froerer,Aye
2020-09-15,6,Jenkins,Aye
2020-09-15,6,Harvey,Aye
2020-09-15,6,Froerer,Aye
2020-09-15,7,Jenkins,Aye
2020-09-15,7,Harvey,Aye
2020-09-15,7,Froerer,Aye
2020-09-15,8,Jenkins,Aye
2020-09-15,8,Harvey,Aye
2020-09-15,8,Froerer,Aye
2020-09-15,9,Jenkins,Aye
2020-09-15,9,Harvey,Aye
2020-09-15,9,Froerer,Aye
2020-09-15,10,Jenkins,Aye
2020-09-15,10,Harvey,Aye
2020-09-15,10,Froerer,Aye
2020-09-15,11,Jenkins,Aye
2020-09-15,11,Harvey,Aye
2020-09-15,11,Froerer,Aye
2020-09-22,1,Jenkins,Aye
2020-09-22,1,Harvey,Aye
2020-09-22,1,Froerer,Aye
2020-09-22,2,Jenkins,Aye
2020-09-22,2,Harvey,Aye
2020-09-22,2,Froerer,Aye
2020-09-22,3,Jenkins,Aye
2020-09-22,3,Harvey,Aye
2020-09-22,3,Froerer,Aye
2020-09-22,4,Jenkins,Aye
2020-09-22,4,Harvey,Aye
2020-09-22,4,Froerer,Aye
2020-09-22,5,Jenkins,Aye
2020-09-22,5,Harvey,Aye
2020-09-22,5,Froerer,Aye
2020-09-22,6,Jenkins,Aye
2020-09-22,6,Harvey,Aye
2020-09-22,6,Froerer,Aye
2020-09-22,7,Jenkins,Aye
2020-09-22,7,Harvey,Aye
2020-09-22,7,Froerer,Aye
2020-09-22,8,Jenkins,Aye
2020-09-22,8,Harvey,Aye
2020-09-22,8,Froerer,Aye
2020-09-22,10,Jenkins,Aye
2020-09-22,10,Harvey,Aye
2020-09-22,10,Froerer,Aye
2020-09-22,11,Jenkins,Aye
2020-09-22,11,Harvey,Aye
2020-09-22,11,Froerer,Aye
2020-09-22,12,Jenkins,Aye
2020-09-22,12,Harvey,Aye
2020-09-22,12,Froerer,Aye
2020-09-22,13,Jenkins,Aye
2020-09-22,13,Harvey,Aye
2020-09-22,13,Froerer,Aye
2020-09-22,14,Jenkins,Aye
2020-09-22,14,Harvey,Aye
2020-09-22,14,Froerer,Aye
2020-09-29,1,Jenkins,Aye
2020-09-29,1,Harvey,Aye
2020-09-29,1,Froerer,Aye
2020-09-29,2,Jenkins,Aye
2020-09-29,2,Harvey,Aye
2020-09-29,2,Froerer,Aye
2020-09-29,3,Jenkins,Aye
2020-09-29,3,Harvey,Aye
2020-09-29,3,Froerer,Aye
2020-09-29,4,Jenkins,Aye
2020-09-29,4,Harvey,Aye
2020-09-29,4,Froerer,Aye
2020-09-29,5,Jenkins,Aye
2020-09-29,5,Harvey,Aye
2020-09-29,5,Froerer,Aye
2020-09-29,6,Jenkins,Aye
2020-09-29,6,Harvey,Aye
2020-09-29,6,Froerer,Aye
2020-09-29,7,Jenkins,Aye
2020-09-29,7,Harvey,Aye
2020-09-29,7,Froerer,Aye
2020-09-29,8,Jenkins,Aye
2020-09-29,8,Harvey,Aye
2020-09-29,8,Froerer,Aye
2020-09-29,9,Jenkins,Aye
2020-09-29,9,Harvey,Aye
2020-09-29,9,Froerer,Aye
2020-09-29,10,Jenkins,Aye
2020-09-29,10,Harvey,Aye
2020-09-29,10,Froerer,Aye
2020-10-06,1,Jenkins,Aye
2020-10-06,1,Harvey,Aye
2020-10-06,1,Froerer,Aye
2020-10-06,2,Jenkins,Aye
2020-10-06,2,Harvey,Aye
2020-10-06,2,Froerer,Aye
2020-10-06,3,Jenkins,Aye
2020-10-06,3,Harvey,Aye
2020-10-06,3,Froerer,Aye
2020-10-06,4,Jenkins,Aye
2020-10-06,4,Harvey,Aye
2020-10-06,4,Froerer,Aye
2020-10-06,5,Jenkins,Aye
2020-10-06,5,Harvey,Aye
2020-10-06,5,Froerer,Aye
2020-10-13,1,Jenkins,Aye
2020-10-13,1,Harvey,Aye
2020-10-13,1,Froerer,Aye
2020-10-13,2,Jenkins,Aye
2020-10-13,2,Harvey,Aye
2020-10-13,2,Froerer,Aye
2020-10-13,3,Jenkins,Aye
2020-10-13,3,Harvey,Aye
2020-10-13,3,Froerer,Aye
2020-10-13,4,Jenkins,Aye
2020-10-13,4,Harvey,Aye
2020-10-13,4,Froerer,Aye
2020-10-13,5,Jenkins,Aye
2020-10-13,5,Harvey,Aye
2020-10-13,5,Froerer,Aye
2020-10-13,6,Jenkins,Aye
2020-10-13,6,Harvey,Aye
2020-10-13,6,Froerer,Aye
2020-10-14,1,Jenkins,Aye
2020-10-14,1,Harvey,Aye
2020-10-14,1,Froerer,Aye
2020-10-14,2,Harvey,Aye
2020-10-14,2,Froerer,Aye
2020-10-14,3,Harvey,Aye
2020-10-14,3,Froerer,Aye
2020-10-14,4,Harvey,Aye
2020-10-14,4,Froerer,Aye
2020-10-20,1,Jenkins,Aye
2020-10-20,1,Harvey,Aye
2020-10-20,1,Froerer,Aye
2020-10-20,2,Jenkins,Aye
2020-10-20,2,Harvey,Aye
2020-10-20,2,Froerer,Aye
2020-10-20,3,Jenkins,Aye
2020-10-20,3,Harvey,Aye
2020-10-20,3,Froerer,Aye
2020-10-27,1,Jenkins,Aye
2020-10-27,1,Harvey,Aye
2020-10-27,1,Froerer,Aye
2020-10-27,2,Jenkins,Aye
2020-10-27,2,Harvey,Aye
2020-10-27,2,Froerer,Aye
2020-10-27,3,Jenkins,Aye
2020-10-27,3,Harvey,Aye
2020-10-27,3,Froerer,Aye
2020-10-27,4,Jenkins,Aye
2020-10-27,4,Harvey,Aye
2020-10-27,4,Froerer,Aye
2020-10-27,5,Jenkins,Aye
2020-10-27,5,Harvey,Aye
2020-10-27,5,Froerer,Aye
2020-11-03,1,Jenkins,Aye
2020-11-03,1,Harvey,Aye
2020-11-03,1,Froerer,Aye
2020-11-03,2,Jenkins,Nay
2020-11-03,2,Harvey,Aye
2020-11-03,2,Froerer,Aye
2020-11-03,3,Jenkins,Aye
2020-11-03,3,Harvey,Aye
2020-11-03,3,Froerer,Aye
2020-11-03,4,Jenkins,Aye
2020-11-03,4,Harvey,Aye
2020-11-03,4,Froerer,Aye
2020-11-03,5,Jenkins,Aye
2020-11-03,5,Harvey,Aye
2020-11-03,5,Froerer,Aye
2020-11-03,6,Jenkins,Aye
2020-11-03,6,Harvey,Aye
2020-11-03,6,Froerer,Aye
2020-11-03,7,Jenkins,Aye
2020-11-03,7,Harvey,Aye
2020-11-03,7,Froerer,Aye
2020-11-03,8,Jenkins,Aye
2020-11-03,8,Harvey,Aye
2020-11-03,8,Froerer,Aye
2020-11-03,9,Jenkins,Aye
2020-11-03,9,Harvey,Aye
2020-11-03,9,Froerer,Aye
2020-11-03,10,Jenkins,Aye
2020-11-03,10,Harvey,Aye
2020-11-03,10,Froerer,Aye
2020-11-03,11,Jenkins,Aye
2020-11-03,11,Harvey,Aye
2020-11-03,11,Froerer,Aye
2020-11-03,12,Jenkins,Aye
2020-11-03,12,Harvey,Aye
2020-11-03,12,Froerer,Aye
2020-11-10,1,Jenkins,Aye
2020-11-10,1,Harvey,Aye
2020-11-10,1,Froerer,Aye
2020-11-10,2,Jenkins,Aye
2020-11-10,2,Harvey,Aye
2020-11-10,2,Froerer,Aye
2020-11-10,3,Jenkins,Aye
2020-11-10,3,Harvey,Aye
2020-11-10,3,Froerer,Aye
2020-11-10,4,Jenkins,Aye
2020-11-10,4,Harvey,Aye
2020-11-10,4,Froerer,Aye
2020-11-10,5,Jenkins,Aye
2020-11-10,5,Harvey,Aye
2020-11-10,5,Froerer,Aye
2020-11-24,1,Jenkins,Aye
2020-11-24,1,Harvey,Aye
2020-11-24,1,Froerer,Aye
2020-11-24,2,Jenkins,Aye
2020-11-24,2,Harvey,Aye
2020-11-24,2,Froerer,Aye
2020-11-24,3,Jenkins,Aye
2020-11-24,3,Harvey,Aye
2020-11-24,3,Froerer,Aye
2020-11-24,4,Jenkins,Aye
2020-11-24,4,Harvey,Aye
2020-11-24,4,Froerer,Aye
2020-11-24,5,Jenkins,Aye
2020-11-24,5,Harvey,Aye
2020-11-24,5,Froerer,Aye
2020-11-24,6,Jenkins,Aye
2020-11-24,6,Harvey,Aye
2020-11-24,6,Froerer,Aye
2020-11-24,7,Jenkins,Aye
2020-11-24,7,Harvey,Aye
2020-11-24,7,Froerer,Aye
2020-12-01,1,Jenkins,Aye
2020-12-01,1,Harvey,Aye
2020-12-01,1,Froerer,Aye
2020-12-01,2,Jenkins,Aye
2020-12-01,2,Harvey,Aye
2020-12-01,2,Froerer,Aye
2020-12-01,3,Jenkins,Aye
2020-12-01,3,Harvey,Aye
2020-12-01,3,Froerer,Aye
2020-12-01,4,Jenkins,Aye
2020-12-01,4,Harvey,Aye
2020-12-01,4,Froerer,Aye
2020-12-01,5,Jenkins,Aye
2020-12-01,5,Harvey,Aye
2020-12-01,5,Froerer,Aye
2020-12-01,6,Jenkins,Aye
2020-12-01,6,Harvey,Aye
2020-12-01,6,Froerer,Aye
2020-12-01,7,Jenkins,Aye
2020-12-01,7,Harvey,Aye
2020-12-01,7,Froerer,Aye
2020-12-01,8,Jenkins,Aye
2020-12-01,8,Harvey,Aye
2020-12-01,8,Froerer,Aye
2020-12-01,9,Jenkins,Aye
2020-12-01,9,Harvey,Aye
2020-12-01,9,Froerer,Aye
2020-12-01,10,Jenkins,Aye
2020-12-01,10,Harvey,Aye
2020-12-01,10,Froerer,Aye
2020-12-01,11,Jenkins,Aye
2020-12-01,11,Harvey,Aye
2020-12-01,11,Froerer,Aye
2020-12-01,12,Jenkins,Aye
2020-12-01,12,Harvey,Aye
2020-12-01,12,Froerer,Aye
2020-12-08,1,Jenkins,Aye
2020-12-08,1,Harvey,Aye
2020-12-08,1,Froerer,Aye
2020-12-08,2,Jenkins,Nay
2020-12-08,2,Harvey,Aye
2020-12-08,2,Froerer,Aye
2020-12-08,3,Jenkins,Aye
2020-12-08,3,Harvey,Aye
2020-12-08,3,Froerer,Aye
2020-12-08,4,Jenkins,Aye
2020-12-08,4,Harvey,Aye
2020-12-08,4,Froerer,Aye
2020-12-08,5,Jenkins,Aye
2020-12-08,5,Harvey,Aye
2020-12-08,5,Froerer,Aye
2020-12-08,6,Jenkins,Aye
2020-12-08,6,Harvey,Aye
2020-12-08,6,Froerer,Aye
2020-12-08,7,Jenkins,Aye
2020-12-08,7,Harvey,Aye
2020-12-08,7,Froerer,Aye
2020-12-08,8,Jenkins,Aye
2020-12-08,8,Harvey,Aye
2020-12-08,8,Froerer,Aye
2020-12-08,9,Jenkins,Aye
2020-12-08,9,Harvey,Aye
2020-12-08,9,Froerer,Aye
2020-12-08,10,Jenkins,Aye
