date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,agenda_internal_id,content_length_bytes,size_mb,stored_locally,doc_class,fetch_status,sha256,text_path,text_chars
2024-10-16,Bluffdale City Planning Commission Meeting Agenda 10-16-2024 PACKET,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_10162024-1505,2026-07-13,text,pdftotext,,1505,463387,0.46,no,,ok,f597a47e9ef7bf2f7c6568bcab79847846d6d0a3b5d0bd0a067925353786a6a0,text/pc_2024-10-16_packet_1505.txt,99580
2024-11-06,Bluffdale City Planning Commission Meeting Agenda 11-06-2024 PACKET,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_11062024-1513,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1513,11626218,11.63,no,,,,,
2024-11-13,Bluffdale City Council & LBA Meeting Agenda 11-13-2024 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_11132024-1520,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1520,17349706,17.35,no,,,,,
2024-12-04,Bluffdale Planning Commission Meeting Packet - 12.04.2024,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_12042024-1528,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1528,2343589,2.34,no,,,,,
2024-12-11,"Bluffdale City Council, LBA & RDA Meeting Agenda 12-11-2024 PACKET amended",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_12112024-1537,2026-07-13,text,pdftotext,,1537,10199897,10.2,no,,ok,f071fc7bfe5a2edbf9f876350ef19d9f9e986f9ec88b7eebeac0bf906f29ca3a,text/council_2024-12-11_packet_1537.txt,642152
2025-01-08,"Bluffdale City Council, LBA & RDA Meeting Agenda 01-08-2025 PACKET",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_01082025-1550,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1550,6973794,6.97,no,,,,,
2025-01-15,Bluffdale Planning Commission Meeting Packet - 01-15-2025,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_01152025-1553,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1553,1258944,1.26,no,,,,,
2025-01-22,Bluffdale City Council Meeting Agenda 01-22-2025 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_01222025-1558,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1558,11603647,11.6,no,,,,,
2025-02-05,Bluffdale City Planning Commission Meeting Packet 02-05-2025,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_02052025-1564,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1564,80167898,80.17,no,,,,,
2025-02-12,Bluffdale City Council Meeting Agenda 02-12-2025 PACKET amended,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_02122025-1569,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1569,18031849,18.03,no,,,,,
2025-02-19,Bluffdale Planning Commission Meeting Packet - 02-19-2025,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_02192025-1573,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1573,1548415,1.55,no,,,,,
2025-02-26,Bluffdale City Council & RDA Meeting Agenda 02-26-2025 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_02262025-1578,2026-07-13,text,pdftotext,,1578,12367321,12.37,no,,ok,ca5d9ccd3bfcc5e00ff0ea27d0c313acc8f062566bd10169ed07da3a870d2fdf,text/council_2025-02-26_packet_1578.txt,341146
2025-03-12,Bluffdale City Council Meeting Agenda 03-12-2025 PACKET amended,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_03122025-1586,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1586,4712611,4.71,no,,,,,
2025-03-19,Bluffdale Planning Commission Packet 03-19-2025,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_03192025-1589,2026-07-13,text,pdftotext,,1589,536721,0.54,no,,ok,5c88955c925fed337d2b647c6594852a08daedef00db7c471505be120c251111,text/pc_2025-03-19_packet_1589.txt,32274
2025-03-26,Bluffdale City Council & RDA Meeting Agenda 03-26-2025 PACKET amended,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_03262025-1596,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1596,13063934,13.06,no,,,,,
2025-04-09,"Bluffdale City Council, LBA & RDA Meeting Agenda 04-09-2025 PACKET",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_04092025-1601,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1601,4051921,4.05,no,,,,,
2025-04-16,Bluffdale Planning Commission Packet 04-16-2025,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_04162025-1605,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1605,5743636,5.74,no,,,,,
2025-05-07,Bluffdale Planning Commission Packet 05-07-2025,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_05072025-1619,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1619,4331825,4.33,no,,,,,
2025-05-14,Bluffdale City Council Meeting Agenda 05-14-2025 PACKET second amended 3,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_05142025-1622,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1622,54948848,54.95,no,,,,,
2025-05-28,Bluffdale City Council & RDA Meeting Agenda 05-28-2025 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_05282025-1630,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1630,2669102,2.67,no,,,,,
2025-06-04,Bluffdale Planning Commission Meeting Packet- 06-04-2025,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_06042025-1634,2026-07-13,text,pdftotext,,1634,12621731,12.62,no,,ok,7e41bbfd586ea7041a2ab18853fa5d6956dc52dbd96aa5c98f442e80649228cc,text/pc_2025-06-04_packet_1634.txt,104985
2025-06-11,Bluffdale City Council & RDA Meeting Agenda 06-11-2025 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_06112025-1638,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1638,3392350,3.39,no,,,,,
2025-06-25,"Bluffdale City Council, LBA & RDA Meeting Agenda 06-25-2025 PACKET",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_06252025-1645,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1645,3247740,3.25,no,,,,,
2025-07-02,07-02-2025 Planning Commission Agenda and Packet,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_07022025-1650,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1650,21590436,21.59,no,,,,,
2025-07-09,Bluffdale City Council Meeting Agenda 07-09-2025 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_07092025-1652,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1652,3801243,3.8,no,,,,,
2025-08-13,Bluffdale City Council Meeting Agenda 08-13-2025 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_08132025-1665,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1665,6320079,6.32,no,,,,,
2025-08-20,Planning Commission Packet 08-20-2025,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_08202025-1669,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1669,23529716,23.53,no,,,,,
2025-09-03,Planning Commission Packet 09-03-2025 *Amended*,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_09032025-1681,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1681,117650719,117.65,no,,,,,
2025-09-10,Bluffdale City Council & RDA Meeting Agenda 09-10-2025 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_09102025-1686,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1686,144374185,144.37,no,,,,,
2025-09-17,Planning Commission Packet 09-17-2025,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_09172025-1690,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1690,17602755,17.6,no,,,,,
2025-09-24,Bluffdale City Council Meeting Agenda 09-24-2025 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_09242025-1694,2026-07-13,text,pdftotext,,1694,2988500,2.99,no,,ok,f82bf87caf3f69f120377ade9584ab55649d8c88b1a6da3bffc1bd825d3bcf9e,text/council_2025-09-24_packet_1694.txt,145900
2025-10-01,Planning Commission Packet 10-01-2025,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_10012025-1699,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1699,6273783,6.27,no,,,,,
2025-10-08,BLUFFDALE CITY COUNCIL-MEETING AGENDA 10-08-2025 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_10082025-1704,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1704,10116347,10.12,no,,,,,
2025-10-15,Planning Commission Packet 10-15-2025,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_10152025-1707,2026-07-13,text,pdftotext,,1707,869780,0.87,no,,ok,1c5dc6565fbeebfb142b59b28ebd23f9d2ed9cc561bb75ed45a7e8e572dd1ada,text/pc_2025-10-15_packet_1707.txt,132287
2025-11-05,Planning Commission Packet 11-5-2025,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_11052025-1718,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1718,4039588,4.04,no,,,,,
2025-11-12,BLUFFDALE CITY COUNCIL-MEETING AGENDA 11-12-2025 PACKET amended,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_11122025-1723,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1723,22933116,22.93,no,,,,,
2025-12-03,Bluffdale City Planning Commission Agenda 12-03-2025 PACKET,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_12032025-1736,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1736,14860131,14.86,no,,,,,
2025-12-10,"Bluffdale City Council, LBA & RDA 12-10-2025 PACKET amended",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_12102025-1740,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1740,7397302,7.4,no,,,,,
2026-01-14,Bluffdale City Council LBA & RDA Meeting Agenda 1-14-2026 packet,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_01142026-1749,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1749,498998,0.5,no,,,,,
2026-01-21,Bluffdale City Council & Planning Commission Work Session 1-21-2026 Packet,Council,work_session,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_01212026-1754,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1754,363949,0.36,no,,,,,
2026-01-28,Bluffdale City Council Meeting Agenda 1-28-2026 PACKET Amended,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_01282026-1758,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1758,742604,0.74,no,,,,,
2026-02-04,Planning Commission Packet 02-04-2026,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_02042026-1760,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1760,829490,0.83,no,,,,,
2026-02-11,Bluffdale City Council & RDA Meeting Agenda 2-11-2026 Packet,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_02112026-1766,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1766,653169,0.65,no,,,,,
2026-02-18,Planning Commission Packet 02-18-2026,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_02182026-1771,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1771,24854600,24.85,no,,,,,
2026-02-25,Bluffdale City Council Meeting Agenda 2-25-2026 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_02252026-1775,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1775,1451290,1.45,no,,,,,
2026-03-04,Planning Commission Packet 03-04-2026,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_03042026-1777,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1777,29151977,29.15,no,,,,,
2026-03-11,Bluffdale City Council Meeting & Work Session Agenda 3-11-2026 PACKET,Council,work_session,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_03112026-1779,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1779,3129545,3.13,no,,,,,
2026-03-18,Planning Commission Packet 03-18-2026,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_03182026-1784,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1784,1984150,1.98,no,,,,,
2026-03-25,Bluffdale City Council Meeting Agenda 03-25-2026 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_03252026-1789,2026-07-13,text,pdftotext,,1789,2035794,2.04,no,,ok,847120f3815cac1aa1510a7014fd2349b24bbcd68bfc1b9731cd2e866ca64379,text/council_2026-03-25_packet_1789.txt,81403
2026-04-08,"Bluffdale City Council, LBA & RDA Meeting Agenda 04-08-2026 PACKET",Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_04082026-1794,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1794,4509759,4.51,no,,,,,
2026-04-15,Planning Commission Packet 04-15-2026,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_04152026-1797,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1797,60871864,60.87,no,,,,,
2026-05-13,Bluffdale City Council Meeting Agenda 05-13-2026 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_05132026-1811,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1811,5000859,5.0,no,,,,,
2026-05-20,Planning Commission Packet 05-20-2026,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_05202026-1814,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1814,8914022,8.91,no,,,,,
2026-05-27,Bluffdale City Council Meeting Agenda 05-27-2026 PACKET amended,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_05272026-1816,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1816,8497017,8.5,no,,,,,
2026-06-03,Planning Commission Packet 06-03-2026,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_06032026-1822,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1822,1681101,1.68,no,,,,,
2026-06-10,Bluffdale City Council Meeting Agenda LBA RDA 06-10-2026 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_06102026-1827,2026-07-13,text,pdftotext,,1827,4519518,4.52,no,,ok,3124be7741268e2dc1d44b5d651a62c8e6b28817cd7da807ff9262cba8c28ae9,text/council_2026-06-10_packet_1827.txt,420416
2026-06-22,Bluffdale City Council Meeting Agenda 06-22-2026 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_06222026-1833,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1833,293905,0.29,no,,,,,
2026-06-24,Bluffdale City Council Meeting Agenda LBA RDA 06-24-2026 PACKET,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_06242026-1836,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1836,4679504,4.68,no,,,,,
2026-07-01,Planning Commission Packet 07-01-2026,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_07012026-1840,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1840,1124817,1.12,no,,,,,
2026-07-08,Bluffdale City Council Meeting Agenda 07-08-2026 PACKET amended,Council,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_07082026-1843,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1843,25231970,25.23,no,,,,,
2026-07-15,Planning Commission Packet 07-15-2026,PlanningCommission,regular,full_packet,https://www.bluffdale.gov/AgendaCenter/ViewFile/Agenda/_07152026-1850,2026-07-13,na,"not_retrieved (index-only; fetch source_url on demand — pdftotext for born-digital staff-report text, vision/OCR for map/plat exhibits)",,1850,33854178,33.85,no,,,,,
