date,title,body,tab,duration_s,video_id,video_url
2021-08-03,"Provo City Council Work Meeting | August 3, 2021",council_work,streams,9245.0,nlorlZ2Rt9A,https://www.youtube.com/watch?v=nlorlZ2Rt9A
2021-07-20,"Provo City Council Work Meeting | July 20, 2021",council_work,videos,14186.0,SIUXujP4TeM,https://www.youtube.com/watch?v=SIUXujP4TeM
2021-07-06,"Provo City Council Meeting | July 6, 2021",council,streams,7872.0,Dcb___yQBHg,https://www.youtube.com/watch?v=Dcb___yQBHg
2021-07-06,"Provo City Council Work Meeting | July 6, 2021",council_work,streams,11053.0,FtLKlxf93Nc,https://www.youtube.com/watch?v=FtLKlxf93Nc
2021-06-15,"Provo City Council Meeting | June 15, 2021",council,streams,14615.0,e1xed3D9AKI,https://www.youtube.com/watch?v=e1xed3D9AKI
2021-06-15,"Provo City Council Work Meeting | June 15, 2021",council_work,streams,14865.0,p9dEgpj-Z_Q,https://www.youtube.com/watch?v=p9dEgpj-Z_Q
2021-06-01,"Provo City Council Meeting | June 1, 2021",council,streams,2965.0,qA6ywBCOauQ,https://www.youtube.com/watch?v=qA6ywBCOauQ
2021-06-01,"Provo City Council Work Meeting | June 1, 2021",council_work,streams,17038.0,BD8YctHkDsc,https://www.youtube.com/watch?v=BD8YctHkDsc
2021-05-25,"Provo City Council Budget Work Meeting | May 25, 2021",council_work,streams,11097.0,VSNbdKKh3_k,https://www.youtube.com/watch?v=VSNbdKKh3_k
2021-05-18,"Provo City Council Meeting | May 18, 2021",council,videos,8269.0,Jkxx8n5P0uM,https://www.youtube.com/watch?v=Jkxx8n5P0uM
2021-05-18,"Provo City Council Work Meeting | May 18, 2021",council_work,streams,8722.0,ze06WTjmvoE,https://www.youtube.com/watch?v=ze06WTjmvoE
2021-05-11,"Provo City Council Work Meeting | May 11, 2021",council_work,streams,12568.0,gBn9xrSIJhw,https://www.youtube.com/watch?v=gBn9xrSIJhw
2021-05-04,"Provo City Council Meeting | May 4, 2021",council,streams,10160.0,oWKKPSXcyqg,https://www.youtube.com/watch?v=oWKKPSXcyqg
2021-05-04,"Provo City Council Work Meeting | May 4, 2021",council_work,streams,15793.0,TQbr4KYzxR4,https://www.youtube.com/watch?v=TQbr4KYzxR4
2021-04-20,"Provo City Council Meeting | April 20, 2021",council,streams,13226.0,HsHr7NBrGqo,https://www.youtube.com/watch?v=HsHr7NBrGqo
2021-04-20,"Provo City Council Work Meeting | April 20, 2021",council_work,streams,16277.0,IOBZPOIHGSY,https://www.youtube.com/watch?v=IOBZPOIHGSY
2021-04-13,"Provo City Council Work Meeting | April 13, 2021",council_work,streams,4367.0,rf60-3bvgmo,https://www.youtube.com/watch?v=rf60-3bvgmo
2021-03-30,"Provo City Council Meeting | March 30, 2021",council,streams,11259.0,qWfTkgIst3c,https://www.youtube.com/watch?v=qWfTkgIst3c
2021-03-30,"Provo City Council Work Meeting | March 30, 2021",council_work,streams,16741.0,5VjeZEMrXdk,https://www.youtube.com/watch?v=5VjeZEMrXdk
2021-03-16,"Provo City Council | March 16, 2021",other,streams,12095.0,1CJJukW9O7E,https://www.youtube.com/watch?v=1CJJukW9O7E
2021-03-16,"Provo City Council Work Meeting | March 16, 2021",council_work,streams,16370.0,qIMM6KqKlKE,https://www.youtube.com/watch?v=qIMM6KqKlKE
2021-03-02,"Provo City Council Meeting | March 2, 2021",council,streams,7743.0,U4rd_4HPdqs,https://www.youtube.com/watch?v=U4rd_4HPdqs
2021-03-02,"Provo City Council Work Meeting | March 2, 2021",council_work,streams,16768.0,WXIuwYxnKVA,https://www.youtube.com/watch?v=WXIuwYxnKVA
2021-02-16,"Provo City Council Meeting | February 16, 2021",council,streams,15357.0,TlXyqDbSu3M,https://www.youtube.com/watch?v=TlXyqDbSu3M
2021-02-16,"Provo City Council Work Meeting | February 16, 2021",council_work,streams,12237.0,vMcXjabD7_o,https://www.youtube.com/watch?v=vMcXjabD7_o
2021-02-02,"Provo City Council Meeting | February 2, 2021",council,streams,12945.0,0jUiVL3jumM,https://www.youtube.com/watch?v=0jUiVL3jumM
2021-02-02,"Provo City Council Work Meeting | February 2, 2021",council_work,streams,10361.0,PmLgAwTAbnQ,https://www.youtube.com/watch?v=PmLgAwTAbnQ
2021-01-19,"Provo City Council Meeting | January 19, 2021",council,streams,7601.0,2vFq7NU2rpA,https://www.youtube.com/watch?v=2vFq7NU2rpA
2021-01-19,"Provo City Council Work Meeting | January 19, 2021",council_work,streams,16141.0,6K7R4WxhJtU,https://www.youtube.com/watch?v=6K7R4WxhJtU
2021-01-12,"Provo City Council  | Joint Meeting With State Legislators | January 12, 2021",council,streams,5855.0,difx3MzYNFM,https://www.youtube.com/watch?v=difx3MzYNFM
2021-01-05,"Provo City Council Meeting | January 5, 2021",council,streams,8109.0,Hu97Ghfj8no,https://www.youtube.com/watch?v=Hu97Ghfj8no
2021-01-05,"Provo City Council Work Meeting | January 5, 2021",council_work,streams,16704.0,trB0MMWyanA,https://www.youtube.com/watch?v=trB0MMWyanA
2020-12-15,"Provo City Council Meeting | December 15, 2020",council,streams,11345.0,oBNHtMOaAAs,https://www.youtube.com/watch?v=oBNHtMOaAAs
2020-12-15,"Provo City Council Work Meeting | December 15, 2020",council_work,streams,15590.0,WUF4b0d3-78,https://www.youtube.com/watch?v=WUF4b0d3-78
2020-12-01,"Provo City Council Meeting | December 1, 2020",council,streams,6385.0,5icyFds7czE,https://www.youtube.com/watch?v=5icyFds7czE
2020-12-01,"Provo City Council Work Meeting | December 1, 2020",council_work,streams,13171.0,409RAOxmwMA,https://www.youtube.com/watch?v=409RAOxmwMA
2020-11-10,"Provo City Council Meeting | November 10, 2020",council,streams,12219.0,pKa61X-dxAs,https://www.youtube.com/watch?v=pKa61X-dxAs
2020-11-10,"Provo City Council Work Meeting | November 10, 2020",council_work,streams,12659.0,AMO2ccCdSyo,https://www.youtube.com/watch?v=AMO2ccCdSyo
2020-10-27,"Provo City Council Meeting | Transportation Retreat | October 27, 2020",council,streams,14271.0,EXYNRuesHb8,https://www.youtube.com/watch?v=EXYNRuesHb8
2020-10-20,"Provo City Council Meeting | October 20, 2020",council,streams,5743.0,JZTJoxHDlic,https://www.youtube.com/watch?v=JZTJoxHDlic
2020-10-20,"Provo City Council Work Meeting | October 20, 2020",council_work,streams,13433.0,40pUyD-_29Q,https://www.youtube.com/watch?v=40pUyD-_29Q
2020-10-06,"Provo City Council Meeting | October 6, 2020",council,streams,12049.0,5kYDJ831-N0,https://www.youtube.com/watch?v=5kYDJ831-N0
2020-10-06,"Provo City Council Work Meeting | October 6, 2020",council_work,streams,14847.0,ZUF5jxOlhTw,https://www.youtube.com/watch?v=ZUF5jxOlhTw
2020-09-15,"Provo City Council Meeting | September 15, 2020",council,streams,7521.0,6dkjcz4IWx8,https://www.youtube.com/watch?v=6dkjcz4IWx8
2020-09-15,"Provo City Council Work Meeting | September 15, 2020",council_work,streams,12266.0,xsxxjE8bp9U,https://www.youtube.com/watch?v=xsxxjE8bp9U
2020-09-10,"Provo City Council Joint Meeting With Orem City Council | September 10, 2020",council,streams,5021.0,X3NmbjafowI,https://www.youtube.com/watch?v=X3NmbjafowI
2020-09-01,"Provo City Council Meeting | September 1, 2020",council,streams,3661.0,_0VJnoJOgn0,https://www.youtube.com/watch?v=_0VJnoJOgn0
2020-09-01,"Provo City Council Work Meeting | September 1, 2020",council_work,streams,11279.0,sbu-VYc3ruA,https://www.youtube.com/watch?v=sbu-VYc3ruA
2020-08-27,"Provo City Council Meeting | August 27, 2020",council,streams,2337.0,1_ulVNT9Gic,https://www.youtube.com/watch?v=1_ulVNT9Gic
2020-08-25,"Provo City Council Meeting | August 25, 2020",council,streams,13781.0,boX7SjzWyOo,https://www.youtube.com/watch?v=boX7SjzWyOo
2020-08-20,"Provo City Council Meeting | August 20, 2020",council,streams,13961.0,XwQtQ0r0K10,https://www.youtube.com/watch?v=XwQtQ0r0K10
2020-08-18,"Provo City Council Meeting | August 18, 2020",council,streams,4473.0,0FlzMw4qGms,https://www.youtube.com/watch?v=0FlzMw4qGms
2020-08-18,"Provo City Council Work Meeting | August 18, 2020",council_work,streams,11295.0,y54bNNbiYH4,https://www.youtube.com/watch?v=y54bNNbiYH4
2020-08-13,"Provo City Council - Joint Meeting with the Provo School District - August 13, 2020",council,streams,5275.0,CJ3xqkWoVyo,https://www.youtube.com/watch?v=CJ3xqkWoVyo
2020-08-04,"Provo City Council Meeting | August 4, 2020",council,streams,2981.0,PMhFE38t-ZE,https://www.youtube.com/watch?v=PMhFE38t-ZE
2020-08-04,"Provo City Council Work Meeting | August 4, 2020",council_work,streams,3879.0,rG6Ol62xkr8,https://www.youtube.com/watch?v=rG6Ol62xkr8
2020-07-21,"Provo City Council Meeting | July 21, 2020",council,streams,5005.0,6-OI75UYhr8,https://www.youtube.com/watch?v=6-OI75UYhr8
2020-07-21,"Provo City Council Work Meeting | July 21, 2020",council_work,streams,5400.0,WhjBekpPEFE,https://www.youtube.com/watch?v=WhjBekpPEFE
2020-07-07,"Provo City Council Meeting | July 7, 2020",council,streams,4676.0,yxaPar-7x_g,https://www.youtube.com/watch?v=yxaPar-7x_g
2020-07-07,"Provo City Council Work Meeting | July 7, 2020",council_work,streams,6535.0,TA5dfTniUoM,https://www.youtube.com/watch?v=TA5dfTniUoM
2020-06-16,"Provo City Council  Meeting | June 16, 2020",council,streams,16010.0,_qQ8eaDc4b0,https://www.youtube.com/watch?v=_qQ8eaDc4b0
2020-06-16,"Provo City Council Work Meeting | June 16, 2020",council_work,streams,13245.0,LyYqPj3jwn8,https://www.youtube.com/watch?v=LyYqPj3jwn8
2020-06-02,"Provo City Council Meeting | June 2, 2020",council,streams,7300.0,FaT1efFG2sQ,https://www.youtube.com/watch?v=FaT1efFG2sQ
2020-06-02,"Provo City Council Work Meeting | June 2, 2020",council_work,streams,9941.0,CvITMS0_4qY,https://www.youtube.com/watch?v=CvITMS0_4qY
2020-05-19,"Provo City Council Meeting | May 19, 2020",council,streams,9806.0,yu31rmW1jq8,https://www.youtube.com/watch?v=yu31rmW1jq8
2020-05-19,"Provo City Council Work Meeting | May 19, 2020",council_work,streams,13886.0,iZ34__R-p4w,https://www.youtube.com/watch?v=iZ34__R-p4w
2020-05-12,"Provo City Council | Budget Retreat | May 12, 2020",other,streams,12706.0,J73PxztV9lg,https://www.youtube.com/watch?v=J73PxztV9lg
2020-05-05,"Provo City Council Meeting | May 5, 2020",council,streams,12301.0,ZpoDc9yxM7c,https://www.youtube.com/watch?v=ZpoDc9yxM7c
2020-05-05,"Provo City Council Work Session | May 5, 2020",council_work,streams,13076.0,0kdOi3rzwA8,https://www.youtube.com/watch?v=0kdOi3rzwA8
2020-04-21,"Provo City Council Meeting | April 21, 2020",council,streams,3080.0,YHGrjV7QPuo,https://www.youtube.com/watch?v=YHGrjV7QPuo
2020-04-21,"Provo City Council Work Meeting | April 21, 2020",council_work,streams,7958.0,F6kLMfMYGo4,https://www.youtube.com/watch?v=F6kLMfMYGo4
2020-04-14,"Provo City Council Meeting | April 14, 2020",council,streams,12385.0,jWSNW46JksI,https://www.youtube.com/watch?v=jWSNW46JksI
2020-04-14,"Provo City Council Work Meeting | April 14, 2020",council_work,streams,15350.0,hA2kPkSQbtA,https://www.youtube.com/watch?v=hA2kPkSQbtA
2020-04-07,"Provo City Council | Budget Retreat | April 7, 2020",other,streams,14032.0,eerDAMwnl6o,https://www.youtube.com/watch?v=eerDAMwnl6o
2020-03-31,"Provo City Council Meeting | March 31, 2020",council,streams,8220.0,boz563spv9s,https://www.youtube.com/watch?v=boz563spv9s
2020-03-31,"Provo City Council Work Meeting | March 31, 2020",council_work,streams,17640.0,h4x2Awm8k7U,https://www.youtube.com/watch?v=h4x2Awm8k7U
2020-03-10,"Provo City Council Meeting | March 10, 2020",council,streams,13315.0,EiPhyW3iddA,https://www.youtube.com/watch?v=EiPhyW3iddA
2020-03-10,"Provo City Council  Work Meeting | March 10, 2020",council_work,streams,16653.0,2XMkJw35NGo,https://www.youtube.com/watch?v=2XMkJw35NGo
2020-02-18,"Provo City Council Meeting | February 18, 2020",council,streams,12045.0,ONmYIZCPPqQ,https://www.youtube.com/watch?v=ONmYIZCPPqQ
2020-02-18,"Provo City Work Meeting | February 18, 2020",council_work,streams,12479.0,KbbmHU9-ia4,https://www.youtube.com/watch?v=KbbmHU9-ia4
2020-02-04,"Provo City Council Meeting| February 4, 2020",council,streams,11648.0,JeNrQDb2d4E,https://www.youtube.com/watch?v=JeNrQDb2d4E
2020-02-04,"Provo City Council Wok Meeting | February 4, 2020",council,streams,11553.0,sZt5Z5iNeec,https://www.youtube.com/watch?v=sZt5Z5iNeec
2020-01-22,"Provo City Legislative Breakfast | January 22, 2020",other,streams,5409.0,s75QBfmp7vI,https://www.youtube.com/watch?v=s75QBfmp7vI
2020-01-21,"Provo City Council Meeting | January 21, 2020",council,streams,10658.0,M79vJ2lzsJ4,https://www.youtube.com/watch?v=M79vJ2lzsJ4
2020-01-21,"Provo City Council Work Meeting | January 21, 2020",council_work,streams,12842.0,7B6BD7EItXc,https://www.youtube.com/watch?v=7B6BD7EItXc
2020-01-07,"Provo City Council Meeting | January 7, 2020",council,streams,13411.0,n4Eh4da2wsc,https://www.youtube.com/watch?v=n4Eh4da2wsc
2020-01-07,"Provo City Council Work Meeting | January 7, 2020",council_work,streams,12733.0,fA6nfgNqmgo,https://www.youtube.com/watch?v=fA6nfgNqmgo
2020-01-06,"Provo City Council Inauguration | January 6, 2020",other,streams,2275.0,oQot79n7ets,https://www.youtube.com/watch?v=oQot79n7ets
2019-12-10,"Provo City Council Meeting | December 10, 2019",council,streams,10950.0,Q9k1j3Y105A,https://www.youtube.com/watch?v=Q9k1j3Y105A
2019-11-19,"Provo City Council Meeting | November 19, 2019",council,streams,5659.0,wfzhSb2xJ78,https://www.youtube.com/watch?v=wfzhSb2xJ78
2019-11-19,"Provo City Board of Canvassers | November 19, 2019",board,streams,1177.0,37WAi_ZSPx0,https://www.youtube.com/watch?v=37WAi_ZSPx0
2019-11-19,"Provo City Council Work Meeting | November 19, 2019",council_work,streams,14311.0,2pRyWkTvIUo,https://www.youtube.com/watch?v=2pRyWkTvIUo
2019-11-12,"Provo City Council Meeting | November 12, 2019",council,streams,5137.0,0lQAI1Rm6dw,https://www.youtube.com/watch?v=0lQAI1Rm6dw
2019-11-12,"Provo City Council Work Meeting | November 12, 2019",council_work,streams,11581.0,b49DjMxeoNc,https://www.youtube.com/watch?v=b49DjMxeoNc
2019-10-29,"Provo City Council Meeting | October 29, 2019",council,streams,10231.0,1-Cu3QIOkZU,https://www.youtube.com/watch?v=1-Cu3QIOkZU
2019-10-29,"Provo City Council Work Meeting | October 29, 2019",council_work,streams,12851.0,PuaD0atwv48,https://www.youtube.com/watch?v=PuaD0atwv48
2019-10-08,"Provo City Council Meeting | October 8, 2019",council,streams,11384.0,yHDMRHx7bnc,https://www.youtube.com/watch?v=yHDMRHx7bnc
2019-10-08,"Provo City Council Work Meeting | October 8, 2019",council_work,streams,10156.0,b4WxZELFQgU,https://www.youtube.com/watch?v=b4WxZELFQgU
2019-09-24,"Provo City Council Meeting | September 24, 2019",council,videos,5174.0,HHik-s5fmXc,https://www.youtube.com/watch?v=HHik-s5fmXc
2019-09-24,"Provo City Council Work Meeting | September 24, 2019",council_work,streams,9778.0,nz4AHuaq4YY,https://www.youtube.com/watch?v=nz4AHuaq4YY
2019-09-10,"Provo City Council Meeting | September 10, 2019",council,streams,3987.0,YLc12ot4tzo,https://www.youtube.com/watch?v=YLc12ot4tzo
2019-09-10,"Provo City Council Work Meeting | September 10, 2019",council_work,streams,11967.0,mOoKIrh5DWU,https://www.youtube.com/watch?v=mOoKIrh5DWU
2019-08-27,"Provo City Council Meeting | August 27, 2019",council,streams,7739.0,NTX2KD5DUmk,https://www.youtube.com/watch?v=NTX2KD5DUmk
2019-08-27,"Provo City Council Work Meeting | August 27, 2019",council_work,streams,13669.0,x2nC0NZjIys,https://www.youtube.com/watch?v=x2nC0NZjIys
2019-07-23,"Provo City Council Work Meeting | July 23, 2019 (part 2)",council_work,videos,628.0,1eKflEBK5vs,https://www.youtube.com/watch?v=1eKflEBK5vs
2019-07-23,"Provo City Council Meeting | July 23, 2019",council,streams,8175.0,d2kJUtQ6RIs,https://www.youtube.com/watch?v=d2kJUtQ6RIs
2019-07-23,"Provo City Council Work Meeting | July 23, 2019",council_work,streams,7301.0,O6YiXbaH3ns,https://www.youtube.com/watch?v=O6YiXbaH3ns
2019-07-09,"Provo City Council Meeting | July 9, 2019",council,streams,5844.0,_fahlTH--OY,https://www.youtube.com/watch?v=_fahlTH--OY
2019-07-09,"Provo City Council Work Meeting | July 9, 2019",council_work,streams,6238.0,62kH_LcKLmc,https://www.youtube.com/watch?v=62kH_LcKLmc
2019-06-18,"Provo City Council Meeting | June 18, 2019",council,streams,21756.0,DQvfUl7p9OM,https://www.youtube.com/watch?v=DQvfUl7p9OM
2019-06-18,"Provo City Council Work Meeting | June 18, 2019",council_work,streams,15857.0,VflCnctkSBY,https://www.youtube.com/watch?v=VflCnctkSBY
2019-06-04,"Provo City Council | Work Meeting | June 4, 2019",council_work,videos,6026.0,72Zm60TRzjw,https://www.youtube.com/watch?v=72Zm60TRzjw
2019-06-04,"Provo City Council Meeting | June 4, 2019",council,streams,12770.0,U4wXKfNKc8M,https://www.youtube.com/watch?v=U4wXKfNKc8M
2019-06-04,"Provo City Council Work Meeting | June 4, 2019 (incomplete)",council_work,streams,4286.0,BoLCqLKZ6QM,https://www.youtube.com/watch?v=BoLCqLKZ6QM
2019-05-28,"Provo City Council Special Meeting | May 28, 2019",council,streams,4228.0,j83ghIGf-VU,https://www.youtube.com/watch?v=j83ghIGf-VU
2019-05-28,"Provo City Council Joint Meeting with Metropolitan Water Board | May 28, 2019",council,streams,4065.0,r240W5SRM9Q,https://www.youtube.com/watch?v=r240W5SRM9Q
2019-05-21,"Provo City Council Meeting | May 21, 2019",council,streams,15824.0,OCT6XLyf8eo,https://www.youtube.com/watch?v=OCT6XLyf8eo
2019-05-21,"Provo City Council Work Meeting | May 21, 2019",council_work,streams,14042.0,OUKkOVQ1B8M,https://www.youtube.com/watch?v=OUKkOVQ1B8M
2019-05-14,"Provo City Council Work Meeting | May 14, 2019",council_work,streams,15422.0,Qzj4Cz4Yh3U,https://www.youtube.com/watch?v=Qzj4Cz4Yh3U
2019-05-08,"Provo City Planning Commission | May 8, 2019",planning_commission,streams,40.0,yxH_mySjrv4,https://www.youtube.com/watch?v=yxH_mySjrv4
2019-05-07,"Provo City Council Meeting | May 7, 2019",council,streams,11196.0,ZvmxvNiVemU,https://www.youtube.com/watch?v=ZvmxvNiVemU
2019-05-07,"Provo City Council Work Meeting | May 7, 2019",council_work,streams,13389.0,5YxvDJAmuwI,https://www.youtube.com/watch?v=5YxvDJAmuwI
2019-05-07,"Provo City Council Joint  Meeting with Parks and Recreation Board | May 7, 2019",council,streams,3205.0,zzNH1XIGif8,https://www.youtube.com/watch?v=zzNH1XIGif8
2019-04-23,"Provo City Council Meeting | April 23, 2019",council,streams,21791.0,5v2ygt17mt0,https://www.youtube.com/watch?v=5v2ygt17mt0
2019-04-23,"Provo City Council Work Meeting | April 23, 2019",council_work,streams,13580.0,wkpyeU1t4bQ,https://www.youtube.com/watch?v=wkpyeU1t4bQ
2019-04-23,"Provo City Council Joint  Meeting with TMAC | April 23, 2019",council,streams,3183.0,Zb9mdcdFsAA,https://www.youtube.com/watch?v=Zb9mdcdFsAA
2019-04-09,"Provo City Council Meeting | April 9, 2019",council,streams,3371.0,KGvtA5qoQ38,https://www.youtube.com/watch?v=KGvtA5qoQ38
2019-04-09,"Provo City Council Work Meeting | April 9, 2019",council_work,streams,13051.0,duuE94pzyFg,https://www.youtube.com/watch?v=duuE94pzyFg
2019-03-28,"Provo City Council Joint  Meeting with Provo School District | March 28, 2019",council,streams,5362.0,D4swmQ8GadI,https://www.youtube.com/watch?v=D4swmQ8GadI
2019-03-19,"Provo City Council Meeting | March 19, 2019",council,streams,6502.0,x9MzcZSCU9c,https://www.youtube.com/watch?v=x9MzcZSCU9c
2019-03-19,"Provo City Council Work Meeting | March 19, 2019",council_work,streams,12840.0,vir0DMPDqvU,https://www.youtube.com/watch?v=vir0DMPDqvU
2019-03-05,"Provo City Council Meeting | March 5, 2019",council,streams,3701.0,UsNTcHGBRnQ,https://www.youtube.com/watch?v=UsNTcHGBRnQ
2019-03-05,"Provo City Council Work Meeting | March 5, 2019",council_work,streams,13899.0,7A6d9JovZmU,https://www.youtube.com/watch?v=7A6d9JovZmU
2019-02-19,"Provo City Council Meeting | February 19, 2019",council,streams,7466.0,UQXw5hVOHI4,https://www.youtube.com/watch?v=UQXw5hVOHI4
2019-02-19,"Provo City Council Work Meeting | February 19, 2019",council_work,streams,9591.0,1K8_FSexStE,https://www.youtube.com/watch?v=1K8_FSexStE
2019-02-05,"Provo City Council Meeting | February 5, 2019",council,streams,5707.0,WpXdbDJO_c0,https://www.youtube.com/watch?v=WpXdbDJO_c0
2019-02-05,"Provo City Council Work Meeting | February 5, 2019",council_work,streams,15304.0,6iusDSXZhV4,https://www.youtube.com/watch?v=6iusDSXZhV4
2019-01-31,"Provo City Council Joint Meeting with Orem | January 31, 2019",council,streams,6031.0,RCLjW3rCzUk,https://www.youtube.com/watch?v=RCLjW3rCzUk
2019-01-22,"Provo City Council Meeting | January 22, 2019",council,streams,4253.0,vnROHIAPb54,https://www.youtube.com/watch?v=vnROHIAPb54
2019-01-22,"Provo City Council Work Meeting | January 22, 2019",council_work,streams,13720.0,kBkFW-B2H-U,https://www.youtube.com/watch?v=kBkFW-B2H-U
2019-01-10,"Provo City Council | Legislative Breakfast | January 10, 2019",other,videos,4523.0,CEMa1Qaf4No,https://www.youtube.com/watch?v=CEMa1Qaf4No
2019-01-08,"Provo City Council Meeting | January 8, 2019",council,streams,4477.0,MMvURe6r6Dg,https://www.youtube.com/watch?v=MMvURe6r6Dg
2019-01-08,"Provo City Council Work Meeting | January 8, 2019",council_work,streams,9477.0,QRnnwum2gno,https://www.youtube.com/watch?v=QRnnwum2gno
2018-12-18,"Provo City Council Work Meeting | December 18, 2018",council_work,streams,8445.0,OabDySy4gPo,https://www.youtube.com/watch?v=OabDySy4gPo
2018-12-11,"Provo City Council Meeting | December 11, 2018",council,streams,9198.0,jImzVDB05mE,https://www.youtube.com/watch?v=jImzVDB05mE
2018-12-11,"Provo City Council Work Meeting | December 11, 2018",council_work,streams,16031.0,PDPPY_TERCc,https://www.youtube.com/watch?v=PDPPY_TERCc
2018-11-27,"Provo City Council Meeting | November 27, 2018",council,streams,11299.0,Mx_EfCbU4mw,https://www.youtube.com/watch?v=Mx_EfCbU4mw
2018-11-27,"Provo City Council Work Meeting | November 27, 2018",council_work,streams,15870.0,Y0GBBZvjk94,https://www.youtube.com/watch?v=Y0GBBZvjk94
2018-11-20,"Provo City Board of Canvassers | November 20, 2018",board,streams,1474.0,C4xznhtvzlY,https://www.youtube.com/watch?v=C4xznhtvzlY
2018-11-13,"Provo City Council Meeting | November 13, 2018",council,streams,10168.0,Wb_74Ud5PjU,https://www.youtube.com/watch?v=Wb_74Ud5PjU
2018-11-13,"Provo City Council Work Meeting | November 13, 2018",council_work,streams,12473.0,AHrNq3n3WfU,https://www.youtube.com/watch?v=AHrNq3n3WfU
2018-10-23,"Provo City Town Hall Meeting  | Bond Discussion | October 23, 2018",other,streams,6543.0,UNDUhsk31FE,https://www.youtube.com/watch?v=UNDUhsk31FE
2018-10-23,"Provo City Council Meeting | October 23, 2018",council,streams,6496.0,fsaFJnnYicA,https://www.youtube.com/watch?v=fsaFJnnYicA
2018-10-23,"Provo City Council Work Meeting | October 23, 2018",council_work,streams,4233.0,WRYyVZ-AvLw,https://www.youtube.com/watch?v=WRYyVZ-AvLw
2018-10-09,"Provo City Council Meeting | October 9, 2018",council,videos,7596.0,5zOxe3rHPnY,https://www.youtube.com/watch?v=5zOxe3rHPnY
2018-10-09,"Provo City Council Work Meeting | October 9, 2018",council_work,streams,8317.0,N5P6LlotfEE,https://www.youtube.com/watch?v=N5P6LlotfEE
2018-09-25,"Provo City Council Meeting | September 25, 2018",council,streams,7227.0,6pmT7sCiLTA,https://www.youtube.com/watch?v=6pmT7sCiLTA
2018-09-25,"Provo City Council Work Meeting | September 25, 2018",council_work,streams,11485.0,TYq2ofpYUZs,https://www.youtube.com/watch?v=TYq2ofpYUZs
2018-09-25,"Provo City Council Joint Meeting with Energy Board | September 25, 2018",council,streams,4236.0,IYeGOKpV66k,https://www.youtube.com/watch?v=IYeGOKpV66k
2018-09-11,"Provo City Council Meeting | September 11, 2018",council,streams,5728.0,MqdpHGBRhx4,https://www.youtube.com/watch?v=MqdpHGBRhx4
2018-09-11,"Provo City Council Work Meeting | September 11, 2018",council_work,streams,12319.0,zVK14-TGx6g,https://www.youtube.com/watch?v=zVK14-TGx6g
2018-08-21,"Provo City Council Meeting | August 21, 2018",council,streams,7177.0,sOUQLFlNvxs,https://www.youtube.com/watch?v=sOUQLFlNvxs
2018-08-21,"Provo City Council Work Meeting | August 21, 2018",council_work,streams,13557.0,0EiehdNjIRM,https://www.youtube.com/watch?v=0EiehdNjIRM
2018-08-21,"Provo City Council Joint Meeting with Airport Board | August 21, 2018",council,streams,3993.0,ce8M1WwL3JU,https://www.youtube.com/watch?v=ce8M1WwL3JU
2018-08-16,"Provo City Council Joint Meeting with School Board | August 16, 2018",council,streams,5916.0,vfG62u0a8jE,https://www.youtube.com/watch?v=vfG62u0a8jE
2018-08-07,"Provo City Council Meeting | August 7, 2018",council,streams,20757.0,sHFF2dFOIts,https://www.youtube.com/watch?v=sHFF2dFOIts
2018-08-07,"Provo City Council Work Meeting | August 7, 2018",council_work,streams,19234.0,4pDvPQEI6jk,https://www.youtube.com/watch?v=4pDvPQEI6jk
2018-08-06,"Provo City Council Work Meeting | August 6, 2018",council_work,streams,7091.0,8-PEzxGb-y8,https://www.youtube.com/watch?v=8-PEzxGb-y8
2018-07-17,"Provo City Council Meeting | July 17, 2018",council,streams,12466.0,0vVVVqz297E,https://www.youtube.com/watch?v=0vVVVqz297E
2018-07-17,"Provo City Council Work Meeting | July 17, 2018",council_work,streams,12773.0,gWZQLCof9zs,https://www.youtube.com/watch?v=gWZQLCof9zs
2018-07-17,"Provo City Council Joint Meeting with Provo Housing Authority | July 17, 2018",council,streams,3217.0,zasHwqA46MI,https://www.youtube.com/watch?v=zasHwqA46MI
2018-07-10,"Provo City Council Meeting | July 10, 2018",council,streams,4478.0,913AD6ldB58,https://www.youtube.com/watch?v=913AD6ldB58
2018-07-10,"Provo City Council Work Meeting | July 10, 2018",council_work,streams,14691.0,gCEySzAM4Mo,https://www.youtube.com/watch?v=gCEySzAM4Mo
2018-06-19,"Provo City Council Meeting | June 19, 2018",council,streams,4972.0,FrGAp6CggOw,https://www.youtube.com/watch?v=FrGAp6CggOw
2018-06-19,"Council Work Meeting | June 19, 2018",council_work,streams,13127.0,GT0YFctdOSs,https://www.youtube.com/watch?v=GT0YFctdOSs
2018-06-05,"Provo City Council Meeting | June 5, 2018",council,streams,5742.0,GaQvfZnPAeE,https://www.youtube.com/watch?v=GaQvfZnPAeE
2018-06-05,"Provo City Council Work Meeting | June 5, 2018",council_work,streams,3196.0,jvXkwlSpFWc,https://www.youtube.com/watch?v=jvXkwlSpFWc
2018-06-05,"Council Work Meeting | June 5, 2018",council_work,streams,11111.0,4J5ihWYHFWI,https://www.youtube.com/watch?v=4J5ihWYHFWI
2018-05-22,"Council Work Meeting | May 22, 2018",council_work,streams,13733.0,Cm8jzxC5Nc8,https://www.youtube.com/watch?v=Cm8jzxC5Nc8
