meeting_date,body,meeting_type,minutes_md,source_pdf,source_url,source_index,n_chars,provenance
2020-04-07,Board of Commissioners,regular,legislative/minutes/2020/2020-04-07_commission.md,legislative/raw/min_04072020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_04072020.pdf,commission_meetings.php,7281,county_portal
2020-04-14,Board of Commissioners,regular,legislative/minutes/2020/2020-04-14_commission.md,legislative/raw/min_04142020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_04142020.pdf,archive:minute_id=1053,5763,county_portal
2020-04-21,Board of Commissioners,regular,legislative/minutes/2020/2020-04-21_commission.md,legislative/raw/min_04212020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_04212020.pdf,commission_meetings.php,4953,county_portal
2020-04-28,Board of Commissioners,regular,legislative/minutes/2020/2020-04-28_commission.md,legislative/raw/min_04282020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_04282020.pdf,commission_meetings.php,10094,county_portal
2020-05-05,Board of Commissioners,regular,legislative/minutes/2020/2020-05-05_commission.md,legislative/raw/min_05052020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_05052020.pdf,commission_meetings.php,9360,county_portal
2020-05-12,Board of Commissioners,regular,legislative/minutes/2020/2020-05-12_commission.md,legislative/raw/min_05122020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_05122020.pdf,commission_meetings.php,9596,county_portal
2020-05-19,Board of Commissioners,regular,legislative/minutes/2020/2020-05-19_commission.md,legislative/raw/min_05192020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_05192020.pdf,commission_meetings.php,9064,county_portal
2020-05-26,Board of Commissioners,regular,legislative/minutes/2020/2020-05-26_commission.md,legislative/raw/min_05262020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_05262020.pdf,commission_meetings.php,9416,county_portal
2020-06-02,Board of Commissioners,regular,legislative/minutes/2020/2020-06-02_commission.md,legislative/raw/min_06022020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_06022020.pdf,commission_meetings.php,4553,county_portal
2020-06-09,Board of Commissioners,regular,legislative/minutes/2020/2020-06-09_commission.md,legislative/raw/min_06092020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_06092020.pdf,commission_meetings.php,11106,county_portal
2020-06-16,Board of Commissioners,regular,legislative/minutes/2020/2020-06-16_commission.md,legislative/raw/min_06162020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_06162020.pdf,commission_meetings.php,21805,county_portal
2020-06-23,Board of Commissioners,regular,legislative/minutes/2020/2020-06-23_commission.md,legislative/raw/min_06232020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_06232020.pdf,commission_meetings.php,16498,county_portal
2020-06-30,Board of Commissioners,regular,legislative/minutes/2020/2020-06-30_commission.md,legislative/raw/min_06302020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_06302020.pdf,commission_meetings.php,9956,county_portal
2020-07-07,Board of Commissioners,regular,legislative/minutes/2020/2020-07-07_commission.md,legislative/raw/min_07072020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_07072020.pdf,commission_meetings.php,12779,county_portal
2020-07-14,Board of Commissioners,regular,legislative/minutes/2020/2020-07-14_commission.md,legislative/raw/min_07142020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_07142020.pdf,commission_meetings.php,11169,county_portal
2020-07-21,Board of Commissioners,regular,legislative/minutes/2020/2020-07-21_commission.md,legislative/raw/min_07212020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_07212020.pdf,commission_meetings.php,4656,county_portal
2020-07-28,Board of Commissioners,regular,legislative/minutes/2020/2020-07-28_commission.md,legislative/raw/min_07282020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_07282020.pdf,commission_meetings.php,24919,county_portal
2020-08-04,Board of Commissioners,regular,legislative/minutes/2020/2020-08-04_commission.md,legislative/raw/min_08042020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08042020.pdf,commission_meetings.php,10920,county_portal
2020-08-11,Board of Commissioners,regular,legislative/minutes/2020/2020-08-11_commission.md,legislative/raw/min_08112020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08112020.pdf,commission_meetings.php,8865,county_portal
2020-08-18,Board of Commissioners,regular,legislative/minutes/2020/2020-08-18_commission.md,legislative/raw/min_08182020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08182020.pdf,commission_meetings.php,5534,county_portal
2020-08-25,Board of Commissioners,regular,legislative/minutes/2020/2020-08-25_commission.md,legislative/raw/min_08252020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08252020.pdf,commission_meetings.php,23659,county_portal
2020-09-01,Board of Commissioners,regular,legislative/minutes/2020/2020-09-01_commission.md,legislative/raw/min_09012020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09012020.pdf,commission_meetings.php,7923,county_portal
2020-09-15,Board of Commissioners,regular,legislative/minutes/2020/2020-09-15_commission.md,legislative/raw/min_09152020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09152020.pdf,commission_meetings.php,9476,county_portal
2020-09-22,Board of Commissioners,regular,legislative/minutes/2020/2020-09-22_commission.md,legislative/raw/min_09222020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09222020.pdf,commission_meetings.php,15709,county_portal
2020-09-29,Board of Commissioners,regular,legislative/minutes/2020/2020-09-29_commission.md,legislative/raw/min_09292020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09292020.pdf,commission_meetings.php,10571,county_portal
2020-10-06,Board of Commissioners,regular,legislative/minutes/2020/2020-10-06_commission.md,legislative/raw/min_10062020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10062020.pdf,commission_meetings.php,9382,county_portal
2020-10-13,Board of Commissioners,regular,legislative/minutes/2020/2020-10-13_commission.md,legislative/raw/min_10132020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10132020.pdf,commission_meetings.php,7123,county_portal
2020-10-14,Board of Commissioners,regular,legislative/minutes/2020/2020-10-14_commission.md,legislative/raw/min_10142020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10142020.pdf,commission_meetings.php,9859,county_portal
2020-10-20,Board of Commissioners,regular,legislative/minutes/2020/2020-10-20_commission.md,legislative/raw/min_10202020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10202020.pdf,commission_meetings.php,5647,county_portal
2020-10-27,Board of Commissioners,regular,legislative/minutes/2020/2020-10-27_commission.md,legislative/raw/min_10272020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10272020.pdf,archive:minute_id=1084,5726,county_portal
2020-11-03,Board of Commissioners,regular,legislative/minutes/2020/2020-11-03_commission.md,legislative/raw/min_11032020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11032020.pdf,commission_meetings.php,16970,county_portal
2020-11-10,Board of Commissioners,regular,legislative/minutes/2020/2020-11-10_commission.md,legislative/raw/min_11102020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11102020.pdf,commission_meetings.php,5471,county_portal
2020-11-24,Board of Commissioners,regular,legislative/minutes/2020/2020-11-24_commission.md,legislative/raw/min_11242020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11242020.pdf,commission_meetings.php,16153,county_portal
2020-12-01,Board of Commissioners,regular,legislative/minutes/2020/2020-12-01_commission.md,legislative/raw/min_12012020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_12012020.pdf,commission_meetings.php,9785,county_portal
2020-12-08,Board of Commissioners,regular,legislative/minutes/2020/2020-12-08_commission.md,legislative/raw/min_12082020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_12082020.pdf,commission_meetings.php,19379,county_portal
2020-12-15,Board of Commissioners,regular,legislative/minutes/2020/2020-12-15_commission.md,legislative/raw/min_12152020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_12152020.pdf,commission_meetings.php,16327,county_portal
2020-12-22,Board of Commissioners,regular,legislative/minutes/2020/2020-12-22_commission.md,legislative/raw/min_12222020.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_12222020.pdf,commission_meetings.php,27700,county_portal
2021-01-05,Board of Commissioners,regular,legislative/minutes/2021/2021-01-05_commission.md,legislative/raw/min_01052021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_01052021.pdf,commission_meetings.php,14233,county_portal
2021-01-12,Board of Commissioners,regular,legislative/minutes/2021/2021-01-12_commission.md,legislative/raw/min_01122021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_01122021.pdf,commission_meetings.php,10955,county_portal
2021-01-19,Board of Commissioners,regular,legislative/minutes/2021/2021-01-19_commission.md,legislative/raw/min_01192021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_01192021.pdf,commission_meetings.php,10067,county_portal
2021-01-26,Board of Commissioners,regular,legislative/minutes/2021/2021-01-26_commission.md,legislative/raw/min_01262021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_01262021.pdf,commission_meetings.php,5135,county_portal
2021-02-02,Board of Commissioners,regular,legislative/minutes/2021/2021-02-02_commission.md,legislative/raw/min_02022021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_02022021.pdf,commission_meetings.php,8905,county_portal
2021-02-09,Board of Commissioners,regular,legislative/minutes/2021/2021-02-09_commission.md,legislative/raw/min_02092021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_02092021.pdf,commission_meetings.php,8596,county_portal
2021-02-16,Board of Commissioners,regular,legislative/minutes/2021/2021-02-16_commission.md,legislative/raw/min_02162021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_02162021.pdf,commission_meetings.php,11140,county_portal
2021-02-23,Board of Commissioners,regular,legislative/minutes/2021/2021-02-23_commission.md,legislative/raw/min_02232021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_02232021.pdf,commission_meetings.php,2975,county_portal
2021-03-02,Board of Commissioners,regular,legislative/minutes/2021/2021-03-02_commission.md,legislative/raw/min_03022021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_03022021.pdf,commission_meetings.php,4274,county_portal
2021-03-16,Board of Commissioners,regular,legislative/minutes/2021/2021-03-16_commission.md,legislative/raw/min_03162021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_03162021.pdf,commission_meetings.php,15879,county_portal
2021-03-23,Board of Commissioners,regular,legislative/minutes/2021/2021-03-23_commission.md,legislative/raw/min_03232021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_03232021.pdf,commission_meetings.php,20129,county_portal
2021-03-30,Board of Commissioners,regular,legislative/minutes/2021/2021-03-30_commission.md,legislative/raw/min_03302021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_03302021.pdf,commission_meetings.php,5247,county_portal
2021-04-06,Board of Commissioners,regular,legislative/minutes/2021/2021-04-06_commission.md,legislative/raw/min_04062021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_04062021.pdf,commission_meetings.php,18145,county_portal
2021-04-13,Board of Commissioners,regular,legislative/minutes/2021/2021-04-13_commission.md,legislative/raw/min_04132021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_04132021.pdf,commission_meetings.php,4557,county_portal
2021-04-20,Board of Commissioners,regular,legislative/minutes/2021/2021-04-20_commission.md,legislative/raw/min_04202021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_04202021.pdf,commission_meetings.php,10937,county_portal
2021-05-04,Board of Commissioners,regular,legislative/minutes/2021/2021-05-04_commission.md,legislative/raw/min_05042021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_05042021.pdf,commission_meetings.php,15360,county_portal
2021-05-11,Board of Commissioners,regular,legislative/minutes/2021/2021-05-11_commission.md,legislative/raw/min_05112021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_05112021.pdf,commission_meetings.php,14247,county_portal
2021-05-25,Board of Commissioners,regular,legislative/minutes/2021/2021-05-25_commission.md,legislative/raw/min_05252021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_05252021.pdf,commission_meetings.php,33382,county_portal
2021-06-01,Board of Commissioners,regular,legislative/minutes/2021/2021-06-01_commission.md,legislative/raw/min_06012021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_06012021.pdf,commission_meetings.php,14247,county_portal
2021-06-15,Board of Commissioners,regular,legislative/minutes/2021/2021-06-15_commission.md,legislative/raw/min_06152021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_06152021.pdf,commission_meetings.php,8504,county_portal_ocr
2021-06-22,Board of Commissioners,regular,legislative/minutes/2021/2021-06-22_commission.md,legislative/raw/min_06222021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_06222021.pdf,commission_meetings.php,6849,county_portal_ocr
2021-06-29,Board of Commissioners,regular,legislative/minutes/2021/2021-06-29_commission.md,legislative/raw/min_06292021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_06292021.pdf,commission_meetings.php,14976,county_portal_ocr
2021-07-06,Board of Commissioners,regular,legislative/minutes/2021/2021-07-06_commission.md,legislative/raw/min_07062021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_07062021.pdf,commission_meetings.php,11018,county_portal_ocr
2021-07-20,Board of Commissioners,regular,legislative/minutes/2021/2021-07-20_commission.md,legislative/raw/min_07202021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_07202021.pdf,commission_meetings.php,12369,county_portal_ocr
2021-07-27,Board of Commissioners,regular,legislative/minutes/2021/2021-07-27_commission.md,legislative/raw/min_07272021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_07272021.pdf,commission_meetings.php,6210,county_portal
2021-08-03,Board of Commissioners,regular,legislative/minutes/2021/2021-08-03_commission.md,legislative/raw/min_08032021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08032021.pdf,commission_meetings.php,7991,county_portal
2021-08-10,Board of Commissioners,regular,legislative/minutes/2021/2021-08-10_commission.md,legislative/raw/min_08102021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08102021.pdf,commission_meetings.php,6924,county_portal
2021-08-17,Board of Commissioners,regular,legislative/minutes/2021/2021-08-17_commission.md,legislative/raw/min_08172021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08172021.pdf,commission_meetings.php,4290,county_portal_ocr
2021-09-07,Board of Commissioners,regular,legislative/minutes/2021/2021-09-07_commission.md,legislative/raw/min_09072021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09072021.pdf,commission_meetings.php,6768,county_portal_ocr
2021-09-14,Board of Commissioners,regular,legislative/minutes/2021/2021-09-14_commission.md,legislative/raw/min_09142021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09142021.pdf,commission_meetings.php,3951,county_portal_ocr
2021-09-21,Board of Commissioners,regular,legislative/minutes/2021/2021-09-21_commission.md,legislative/raw/min_09212021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09212021.pdf,commission_meetings.php,4935,county_portal_ocr
2021-09-28,Board of Commissioners,regular,legislative/minutes/2021/2021-09-28_commission.md,legislative/raw/min_09282021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09282021.pdf,commission_meetings.php,6515,county_portal_ocr
2021-10-05,Board of Commissioners,regular,legislative/minutes/2021/2021-10-05_commission.md,legislative/raw/min_10052021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10052021.pdf,commission_meetings.php,9531,county_portal_ocr
2021-10-12,Board of Commissioners,regular,legislative/minutes/2021/2021-10-12_commission.md,legislative/raw/min_10122021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10122021.pdf,commission_meetings.php,7142,county_portal_ocr
2021-10-19,Board of Commissioners,regular,legislative/minutes/2021/2021-10-19_commission.md,legislative/raw/min_10192021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10192021.pdf,commission_meetings.php,8781,county_portal_ocr
2021-10-26,Board of Commissioners,regular,legislative/minutes/2021/2021-10-26_commission.md,legislative/raw/min_10262021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10262021.pdf,commission_meetings.php,5689,county_portal_ocr
2021-11-02,Board of Commissioners,regular,legislative/minutes/2021/2021-11-02_commission.md,legislative/raw/min_11022021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11022021.pdf,commission_meetings.php,9265,county_portal_ocr
2021-11-09,Board of Commissioners,regular,legislative/minutes/2021/2021-11-09_commission.md,legislative/raw/min_11092021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11092021.pdf,commission_meetings.php,8592,county_portal_ocr
2021-11-16,Board of Commissioners,regular,legislative/minutes/2021/2021-11-16_commission.md,legislative/raw/min_11162021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11162021.pdf,commission_meetings.php,6793,county_portal
2021-11-23,Board of Commissioners,regular,legislative/minutes/2021/2021-11-23_commission.md,legislative/raw/min_11232021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11232021.pdf,commission_meetings.php,8469,county_portal_ocr
2021-11-30,Board of Commissioners,regular,legislative/minutes/2021/2021-11-30_commission.md,legislative/raw/min_11302021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11302021.pdf,commission_meetings.php,5681,county_portal_ocr
2021-12-14,Board of Commissioners,regular,legislative/minutes/2021/2021-12-14_commission.md,legislative/raw/min_12142021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_12142021.pdf,commission_meetings.php,15265,county_portal_ocr
2021-12-21,Board of Commissioners,regular,legislative/minutes/2021/2021-12-21_commission.md,legislative/raw/min_12212021.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_12212021.pdf,commission_meetings.php,13898,county_portal
2022-01-04,Board of Commissioners,regular,legislative/minutes/2022/2022-01-04_commission.md,legislative/raw/min_01042022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_01042022.pdf,commission_meetings.php,14547,county_portal
2022-01-11,Board of Commissioners,regular,legislative/minutes/2022/2022-01-11_commission.md,legislative/raw/min_01112022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_01112022.pdf,archive:minute_id=1158,16711,county_portal
2022-02-01,Board of Commissioners,regular,legislative/minutes/2022/2022-02-01_commission.md,legislative/raw/min_02012022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_02012022.pdf,commission_meetings.php,9685,county_portal
2022-02-08,Board of Commissioners,regular,legislative/minutes/2022/2022-02-08_commission.md,legislative/raw/min_02082022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_02082022.pdf,commission_meetings.php,8659,county_portal
2022-02-15,Board of Commissioners,regular,legislative/minutes/2022/2022-02-15_commission.md,legislative/raw/min_02152022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_02152022.pdf,commission_meetings.php,5858,county_portal
2022-02-22,Board of Commissioners,regular,legislative/minutes/2022/2022-02-22_commission.md,legislative/raw/min_02222022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_02222022.pdf,commission_meetings.php,5849,county_portal
2022-03-01,Board of Commissioners,regular,legislative/minutes/2022/2022-03-01_commission.md,legislative/raw/min_03012022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_03012022.pdf,commission_meetings.php,7839,county_portal
2022-03-15,Board of Commissioners,regular,legislative/minutes/2022/2022-03-15_commission.md,legislative/raw/min_03152022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_03152022.pdf,commission_meetings.php,7813,county_portal
2022-03-22,Board of Commissioners,regular,legislative/minutes/2022/2022-03-22_commission.md,legislative/raw/min_03222022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_03222022.pdf,commission_meetings.php,5582,county_portal
2022-03-29,Board of Commissioners,regular,legislative/minutes/2022/2022-03-29_commission.md,legislative/raw/min_03292022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_03292022.pdf,commission_meetings.php,13819,county_portal
2022-04-05,Board of Commissioners,regular,legislative/minutes/2022/2022-04-05_commission.md,legislative/raw/min_04052022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_04052022.pdf,commission_meetings.php,13334,county_portal
2022-04-12,Board of Commissioners,regular,legislative/minutes/2022/2022-04-12_commission.md,legislative/raw/min_04122022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_04122022.pdf,commission_meetings.php,8944,county_portal
2022-04-19,Board of Commissioners,regular,legislative/minutes/2022/2022-04-19_commission.md,legislative/raw/min_04192022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_04192022.pdf,archive:minute_id=1169,7497,county_portal
2022-04-26,Board of Commissioners,regular,legislative/minutes/2022/2022-04-26_commission.md,legislative/raw/min_04262022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_04262022.pdf,commission_meetings.php,11232,county_portal
2022-05-03,Board of Commissioners,regular,legislative/minutes/2022/2022-05-03_commission.md,legislative/raw/min_05032022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_05032022.pdf,commission_meetings.php,6897,county_portal
2022-05-10,Board of Commissioners,regular,legislative/minutes/2022/2022-05-10_commission.md,legislative/raw/min_05102022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_05102022.pdf,commission_meetings.php,7558,county_portal
2022-05-17,Board of Commissioners,regular,legislative/minutes/2022/2022-05-17_commission.md,legislative/raw/min_05172022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_05172022.pdf,commission_meetings.php,8731,county_portal
2022-05-24,Board of Commissioners,regular,legislative/minutes/2022/2022-05-24_commission.md,legislative/raw/min_05242022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_05242022.pdf,commission_meetings.php,6947,county_portal
2022-05-31,Board of Commissioners,regular,legislative/minutes/2022/2022-05-31_commission.md,legislative/raw/min_05312022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_05312022.pdf,commission_meetings.php,11854,county_portal
2022-06-07,Board of Commissioners,regular,legislative/minutes/2022/2022-06-07_commission.md,legislative/raw/min_06072022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_06072022.pdf,commission_meetings.php,10315,county_portal
2022-06-14,Board of Commissioners,regular,legislative/minutes/2022/2022-06-14_commission.md,legislative/raw/min_06142022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_06142022.pdf,commission_meetings.php,13720,county_portal
2022-06-21,Board of Commissioners,regular,legislative/minutes/2022/2022-06-21_commission.md,legislative/raw/min_06212022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_06212022.pdf,commission_meetings.php,9154,county_portal
2022-07-05,Board of Commissioners,regular,legislative/minutes/2022/2022-07-05_commission.md,legislative/raw/min_07052022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_07052022.pdf,commission_meetings.php,10924,county_portal
2022-07-12,Board of Commissioners,regular,legislative/minutes/2022/2022-07-12_commission.md,legislative/raw/min_07122022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_07122022.pdf,commission_meetings.php,14930,county_portal
2022-07-19,Board of Commissioners,regular,legislative/minutes/2022/2022-07-19_commission.md,legislative/raw/min_07192022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_07192022.pdf,commission_meetings.php,23206,county_portal
2022-07-26,Board of Commissioners,regular,legislative/minutes/2022/2022-07-26_commission.md,legislative/raw/min_07262022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_07262022.pdf,commission_meetings.php,7490,county_portal
2022-08-02,Board of Commissioners,regular,legislative/minutes/2022/2022-08-02_commission.md,legislative/raw/min_08022022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08022022.pdf,commission_meetings.php,7117,county_portal
2022-08-09,Board of Commissioners,regular,legislative/minutes/2022/2022-08-09_commission.md,legislative/raw/min_08092022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08092022.pdf,commission_meetings.php,16704,county_portal
2022-08-16,Board of Commissioners,regular,legislative/minutes/2022/2022-08-16_commission.md,legislative/raw/min_08162022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08162022.pdf,commission_meetings.php,16550,county_portal
2022-08-23,Board of Commissioners,regular,legislative/minutes/2022/2022-08-23_commission.md,legislative/raw/min_08232022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08232022.pdf,commission_meetings.php,7177,county_portal
2022-08-30,Board of Commissioners,regular,legislative/minutes/2022/2022-08-30_commission.md,legislative/raw/min_08302022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_08302022.pdf,commission_meetings.php,9385,county_portal
2022-09-06,Board of Commissioners,regular,legislative/minutes/2022/2022-09-06_commission.md,legislative/raw/min_09062022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09062022.pdf,commission_meetings.php,9495,county_portal
2022-09-20,Board of Commissioners,regular,legislative/minutes/2022/2022-09-20_commission.md,legislative/raw/min_09202022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09202022.pdf,commission_meetings.php,9990,county_portal
2022-09-27,Board of Commissioners,regular,legislative/minutes/2022/2022-09-27_commission.md,legislative/raw/min_09272022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_09272022.pdf,commission_meetings.php,5020,county_portal
2022-10-04,Board of Commissioners,regular,legislative/minutes/2022/2022-10-04_commission.md,legislative/raw/min_10042022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10042022.pdf,commission_meetings.php,7337,county_portal
2022-10-11,Board of Commissioners,regular,legislative/minutes/2022/2022-10-11_commission.md,legislative/raw/min_10112022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10112022.pdf,commission_meetings.php,6028,county_portal
2022-10-18,Board of Commissioners,regular,legislative/minutes/2022/2022-10-18_commission.md,legislative/raw/min_10182022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10182022.pdf,commission_meetings.php,6647,county_portal
2022-10-25,Board of Commissioners,regular,legislative/minutes/2022/2022-10-25_commission.md,legislative/raw/min_10252022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_10252022.pdf,commission_meetings.php,10195,county_portal
2022-11-01,Board of Commissioners,regular,legislative/minutes/2022/2022-11-01_commission.md,legislative/raw/min_11012022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11012022.pdf,commission_meetings.php,14140,county_portal
2022-11-08,Board of Commissioners,regular,legislative/minutes/2022/2022-11-08_commission.md,legislative/raw/min_11082022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11082022.pdf,commission_meetings.php,8422,county_portal
2022-11-15,Board of Commissioners,regular,legislative/minutes/2022/2022-11-15_commission.md,legislative/raw/min_11152022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11152022.pdf,commission_meetings.php,7890,county_portal
2022-11-22,Board of Commissioners,regular,legislative/minutes/2022/2022-11-22_commission.md,legislative/raw/min_11222022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11222022.pdf,commission_meetings.php,21609,county_portal
2022-11-29,Board of Commissioners,regular,legislative/minutes/2022/2022-11-29_commission.md,legislative/raw/min_11292022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_11292022.pdf,commission_meetings.php,11366,county_portal
2022-12-13,Board of Commissioners,regular,legislative/minutes/2022/2022-12-13_commission.md,legislative/raw/min_12132022.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_12132022.pdf,commission_meetings.php,23047,county_portal
2023-01-03,Board of Commissioners,regular,legislative/minutes/2023/2023-01-03_commission.md,legislative/raw/min_01032023.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_01032023.pdf,commission_meetings.php,2883,county_portal
2023-01-10,Board of Commissioners,regular,legislative/minutes/2023/2023-01-10_commission.md,legislative/raw/min_01102023.pdf,https://www.webercountyutah.gov/commission/documents/minutes/min_01102023.pdf,commission_meetings.php,16486,county_portal
