date,year,body,doc_status,pages,format,ocr,extraction_confidence,provenance,source_url,md_path,basename,snapshot_url,snapshot_timestamp
2023-03-28,2023,Council,,1,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/CLOSED MEETING DECLARATION 03-28-2023.pdf,legislative/minutes/2023/2023-03-28_council.md,CLOSED MEETING DECLARATION 03-28-2023.pdf,,
2023-04-11,2023,Council,approved,77,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/04-11-2023 APPROVED.pdf,legislative/minutes/2023/2023-04-11_council.md,04-11-2023 APPROVED.pdf,,
2023-04-25,2023,Council,final,105,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/04-25-2023 APPROVED FINAL.pdf,legislative/minutes/2023/2023-04-25_council.md,04-25-2023 APPROVED FINAL.pdf,,
2023-05-09,2023,Council,approved,55,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/05-09-2023 APPROVED.pdf,legislative/minutes/2023/2023-05-09_council.md,05-09-2023 APPROVED.pdf,,
2023-05-23,2023,Council,approved,10,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/05-23-2023 APPROVED.pdf,legislative/minutes/2023/2023-05-23_council.md,05-23-2023 APPROVED.pdf,,
2023-05-30,2023,Council,final,2,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/05-30-2023 MINUTES FINAL.pdf,legislative/minutes/2023/2023-05-30_council.md,05-30-2023 MINUTES FINAL.pdf,,
2023-06-13,2023,Council,approved,23,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/06-13-2023 APPROVED.pdf,legislative/minutes/2023/2023-06-13_council.md,06-13-2023 APPROVED.pdf,,
2023-06-27,2023,Council,approved,50,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/06-27-2023 APPROVED.pdf,legislative/minutes/2023/2023-06-27_council.md,06-27-2023 APPROVED.pdf,,
2023-06-30,2023,Council,signed,1,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/06-30-2023 MINUTES SIGNED.pdf,legislative/minutes/2023/2023-06-30_council_2.md,06-30-2023 MINUTES SIGNED.pdf,,
2023-07-11,2023,Council,final,14,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/07-11-2023 MINUTES FINAL.pdf,legislative/minutes/2023/2023-07-11_council_2.md,07-11-2023 MINUTES FINAL.pdf,,
2023-07-25,2023,Council,signed,23,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/07-25-2023 MINUTES UNSIGNED.pdf,legislative/minutes/2023/2023-07-25_council.md,07-25-2023 MINUTES UNSIGNED.pdf,,
2023-08-08,2023,Council,approved,34,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/08-08-2023 APPROVED.pdf,legislative/minutes/2023/2023-08-08_council.md,08-08-2023 APPROVED.pdf,,
2023-08-15,2023,Council,signed,1,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/08-15-2023 MINUTES SIGNED.pdf,legislative/minutes/2023/2023-08-15_council_2.md,08-15-2023 MINUTES SIGNED.pdf,,
2023-08-22,2023,Council,approved,71,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/08-22-2023 APPROVED.pdf,legislative/minutes/2023/2023-08-22_council.md,08-22-2023 APPROVED.pdf,,
2023-08-31,2023,Council,,1,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/08-31-2023 MINUTES.pdf,legislative/minutes/2023/2023-08-31_council.md,08-31-2023 MINUTES.pdf,,
2023-09-12,2023,Council,final,37,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/09-12-2023 MINUTES FINAL.pdf,legislative/minutes/2023/2023-09-12_council.md,09-12-2023 MINUTES FINAL.pdf,,
2023-09-26,2023,Council,final,51,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/09-26-2023 MINUTES FINAL.pdf,legislative/minutes/2023/2023-09-26_council.md,09-26-2023 MINUTES FINAL.pdf,,
2023-10-10,2023,Council,final,13,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/10-10-2023 MINUTES FINAL.pdf,legislative/minutes/2023/2023-10-10_council.md,10-10-2023 MINUTES FINAL.pdf,,
2023-10-24,2023,Council,final,169,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/10-24-2023 MINUTES FINAL.pdf,legislative/minutes/2023/2023-10-24_council.md,10-24-2023 MINUTES FINAL.pdf,,
2023-11-07,2023,Council,final,174,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/11-07-2023 MINUTES FINAL.pdf,legislative/minutes/2023/2023-11-07_council_2.md,11-07-2023 MINUTES FINAL.pdf,,
2023-11-28,2023,Council,final,66,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/11-28-2023 MINUTES FINAL.pdf,legislative/minutes/2023/2023-11-28_council.md,11-28-2023 MINUTES FINAL.pdf,,
2023-12-05,2023,Council,final,102,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/12-05-2023 MINUTES FINAL.pdf,legislative/minutes/2023/2023-12-05_council.md,12-05-2023 MINUTES FINAL.pdf,,
2023-12-12,2023,Council,final,96,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2023/Minutes/12-12-2023 MINUTES FINAL.pdf,legislative/minutes/2023/2023-12-12_council.md,12-12-2023 MINUTES FINAL.pdf,,
2024-01-09,2024,Council,final,6,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/01-09-2024 MINUTES FINAL.pdf,legislative/minutes/2024/2024-01-09_council.md,01-09-2024 MINUTES FINAL.pdf,https://web.archive.org/web/20240518224523id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/01-09-2024%20MINUTES%20FINAL.pdf,20240518224523
2024-01-23,2024,Council,final,11,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/01-23-2024 MINUTES FINAL.pdf,legislative/minutes/2024/2024-01-23_council.md,01-23-2024 MINUTES FINAL.pdf,https://web.archive.org/web/20240613175521id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/01-23-2024%20MINUTES%20FINAL.pdf,20240613175521
2024-02-27,2024,Council,final,7,ocr,true,low,wayback_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/02-27-24 MINUTES FINAL.pdf,legislative/minutes/2024/2024-02-27_council_2.md,02-27-24 MINUTES FINAL.pdf,https://web.archive.org/web/20240613175703id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/02-27-24%20MINUTES%20FINAL.pdf,20240613175703
2024-03-07,2024,Council,final,1,ocr,true,low,wayback_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/03-07-2024 MINUTES FINAL.pdf,legislative/minutes/2024/2024-03-07_council_2.md,03-07-2024 MINUTES FINAL.pdf,https://web.archive.org/web/20240613174425id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/03-07-2024%20MINUTES%20FINAL.pdf,20240613174425
2024-03-12,2024,Council,final,14,ocr,true,low,wayback_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/03-12-2024 MINUTES FINAL.pdf,legislative/minutes/2024/2024-03-12_council_2.md,03-12-2024 MINUTES FINAL.pdf,https://web.archive.org/web/20240518223936id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/03-12-2024%20MINUTES%20FINAL.pdf,20240518223936
2024-03-18,2024,BoardOfCanvassers,final,13,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/03-18-24 Board of Canvassers MINUTES FINAL.pdf,legislative/minutes/2024/2024-03-18_boardofcanvassers.md,03-18-24 Board of Canvassers MINUTES FINAL.pdf,https://web.archive.org/web/20240518230358id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/03-18-24%20Board%20of%20Canvassers%20MINUTES%20FINAL.pdf,20240518230358
2024-03-26,2024,Council,final,48,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/03-26-24 MINUTES FINAL.pdf,legislative/minutes/2024/2024-03-26_council.md,03-26-24 MINUTES FINAL.pdf,https://web.archive.org/web/20240520070827id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/03-26-24%20MINUTES%20FINAL.pdf,20240520070827
2024-04-09,2024,Council,final,9,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/04-09-24 MINUTES FINAL.pdf,legislative/minutes/2024/2024-04-09_council.md,04-09-24 MINUTES FINAL.pdf,https://web.archive.org/web/20240613193536id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/04-09-24%20MINUTES%20FINAL.pdf,20240613193536
2024-04-16,2024,Council,final,1,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/04-16-2024 MINUTES FINAL.pdf,legislative/minutes/2024/2024-04-16_council.md,04-16-2024 MINUTES FINAL.pdf,https://web.archive.org/web/20240613220917id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/04-16-2024%20MINUTES%20FINAL.pdf,20240613220917
2024-04-23,2024,Council,final,35,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/04-23-2024 MINUTES FINAL.pdf,legislative/minutes/2024/2024-04-23_council.md,04-23-2024 MINUTES FINAL.pdf,https://web.archive.org/web/20240613175457id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/04-23-2024%20MINUTES%20FINAL.pdf,20240613175457
2024-05-14,2024,Council,final,18,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/05-14-2024 MINUTES FINAL.pdf,legislative/minutes/2024/2024-05-14_council.md,05-14-2024 MINUTES FINAL.pdf,https://web.archive.org/web/20240601155250id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/05-14-2024%20MINUTES%20FINAL.pdf,20240601155250
2024-05-28,2024,Council,final,11,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/05-28-2024 MINUTES FINAL.pdf,legislative/minutes/2024/2024-05-28_council.md,05-28-2024 MINUTES FINAL.pdf,https://web.archive.org/web/20240910212135id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/05-28-2024%20MINUTES%20FINAL.pdf,20240910212135
2024-06-11,2024,Council,final,47,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/06-11-2024 MINUTES FINAL.pdf,legislative/minutes/2024/2024-06-11_council.md,06-11-2024 MINUTES FINAL.pdf,https://web.archive.org/web/20240901164430id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/06-11-2024%20MINUTES%20FINAL.pdf,20240901164430
2024-06-25,2024,Council,final,100,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/06-25-2024 MINUTES FINAL.pdf,legislative/minutes/2024/2024-06-25_council.md,06-25-2024 MINUTES FINAL.pdf,https://web.archive.org/web/20240808194113id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/06-25-2024%20MINUTES%20FINAL.pdf,20240808194113
2024-07-09,2024,Council,final,4,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/07-09-2024 MINUTES FINAL.pdf,legislative/minutes/2024/2024-07-09_council.md,07-09-2024 MINUTES FINAL.pdf,https://web.archive.org/web/20240911013435id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/07-09-2024%20MINUTES%20FINAL.pdf,20240911013435
2024-07-23,2024,Council,final,14,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/07-23-2024 MINUTES FINAL.pdf,legislative/minutes/2024/2024-07-23_council.md,07-23-2024 MINUTES FINAL.pdf,https://web.archive.org/web/20240911013631id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/07-23-2024%20MINUTES%20FINAL.pdf,20240911013631
2024-07-23,2024,Workshop,final,2,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/07-23-2024 WORKSHOP MINUTES FINAL.pdf,legislative/minutes/2024/2024-07-23_workshop.md,07-23-2024 WORKSHOP MINUTES FINAL.pdf,https://web.archive.org/web/20240911013522id_/https://www.cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/07-23-2024%20WORKSHOP%20MINUTES%20FINAL.pdf,20240911013522
2024-08-13,2024,Council,final,179,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/08-13-2024 MINUTES FINAL.pdf,legislative/minutes/2024/2024-08-13_council.md,08-13-2024 MINUTES FINAL.pdf,https://web.archive.org/web/20250413142132id_/https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/08-13-2024%20MINUTES%20FINAL.pdf,20250413142132
2024-08-27,2024,Council,final,85,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/08-27-2024 MINUTES FINAL.pdf,legislative/minutes/2024/2024-08-27_council.md,08-27-2024 MINUTES FINAL.pdf,https://web.archive.org/web/20250413130125id_/https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/08-27-2024%20MINUTES%20FINAL.pdf,20250413130125
2024-09-17,2024,Council,final,70,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/09-17-2024 MINUTES FINAL.pdf,legislative/minutes/2024/2024-09-17_council.md,09-17-2024 MINUTES FINAL.pdf,https://web.archive.org/web/20250413130911id_/https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/09-17-2024%20MINUTES%20FINAL.pdf,20250413130911
2024-09-24,2024,Council,final,45,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/09-24-2024 MINUTES FINAL.pdf,legislative/minutes/2024/2024-09-24_council.md,09-24-2024 MINUTES FINAL.pdf,https://web.archive.org/web/20250413130713id_/https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/09-24-2024%20MINUTES%20FINAL.pdf,20250413130713
2024-10-08,2024,Council,final,116,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/10-08-2024 MINUTES FINAL.pdf,legislative/minutes/2024/2024-10-08_council.md,10-08-2024 MINUTES FINAL.pdf,https://web.archive.org/web/20250413154809id_/https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/10-08-2024%20MINUTES%20FINAL.pdf,20250413154809
2024-11-26,2024,Council,amended,5,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/amended-cache-county-minutes-11.26.2024.pdf,legislative/minutes/2024/2024-11-26_council.md,amended-cache-county-minutes-11.26.2024.pdf,,
2024-12-10,2024,Council,approved,8,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/cache-county-minutes-12.10.2024-(approved).pdf,legislative/minutes/2024/2024-12-10_council_2.md,cache-county-minutes-12.10.2024-(approved).pdf,https://web.archive.org/web/20250413135900id_/https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/cache-county-minutes-12.10.2024-%28approved%29.pdf,20250413135900
2024-12-10,2024,Council,approved,2,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/cache-county-minutes-for-special-meeting-12.10.2024-(approved).pdf,legislative/minutes/2024/2024-12-10_council.md,cache-county-minutes-for-special-meeting-12.10.2024-(approved).pdf,https://web.archive.org/web/20250413125304id_/https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/cache-county-minutes-for-special-meeting-12.10.2024-%28approved%29.pdf,20250413125304
2024-12-17,2024,Council,approved,3,text,false,high,wayback_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/cache-county-minutes-12.17.2024-(approved).pdf,legislative/minutes/2024/2024-12-17_council.md,cache-county-minutes-12.17.2024-(approved).pdf,https://web.archive.org/web/20250413130154id_/https://cachecounty.gov/assets/meetings/countycouncil/2024/Minutes/cache-county-minutes-12.17.2024-%28approved%29.pdf,20250413130154
2025-01-07,2025,Council,approved,1,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/cache-county-minutes-swearing-in-ceremony-01.07.2025-(approved).pdf,legislative/minutes/2025/2025-01-07_council.md,cache-county-minutes-swearing-in-ceremony-01.07.2025-(approved).pdf,,
2025-01-14,2025,Council,approved,8,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/cache-county-minutes-01.14.2025-(approved-and-combined).pdf,legislative/minutes/2025/2025-01-14_council.md,cache-county-minutes-01.14.2025-(approved-and-combined).pdf,,
2025-01-28,2025,Council,approved,10,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/cache-county-minutes-01.28.2025-–-(approved-and-combined).pdf,legislative/minutes/2025/2025-01-28_council.md,cache-county-minutes-01.28.2025-–-(approved-and-combined).pdf,,
2025-02-11,2025,Council,approved,5,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/cache-county-council-minutes-02.11.2025-(approved).pdf,legislative/minutes/2025/2025-02-11_council.md,cache-county-council-minutes-02.11.2025-(approved).pdf,,
2025-03-11,2025,Council,approved,7,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/Cache County Minutes 03.11.2025 – (Approved).pdf,legislative/minutes/2025/2025-03-11_council.md,Cache County Minutes 03.11.2025 – (Approved).pdf,,
2025-03-28,2025,Council,approved,7,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/Cache County Minutes 03.28.2025 (Approved).pdf,legislative/minutes/2025/2025-03-28_council.md,Cache County Minutes 03.28.2025 (Approved).pdf,,
2025-04-08,2025,Council,approved,4,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/Cache County Council Minutes 4.8.2025 Approved.pdf,legislative/minutes/2025/2025-04-08_council.md,Cache County Council Minutes 4.8.2025 Approved.pdf,,
2025-04-22,2025,Council,approved,8,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/Cache County Council Minutes 04.22.2025 (Approved).pdf,legislative/minutes/2025/2025-04-22_council.md,Cache County Council Minutes 04.22.2025 (Approved).pdf,,
2025-05-13,2025,Council,approved,8,ocr,true,low,citysite_ocr,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/Cache County Minutes 05.13.2025 (Approved).pdf,legislative/minutes/2025/2025-05-13_council_2.md,Cache County Minutes 05.13.2025 (Approved).pdf,,
2025-06-10,2025,Council,,6,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/06-10-2025 County Council Minutes.pdf,legislative/minutes/2025/2025-06-10_council.md,06-10-2025 County Council Minutes.pdf,,
2025-06-24,2025,Council,approved,4,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/6.24.2025 Cache County Minutes Approved.pdf,legislative/minutes/2025/2025-06-24_council.md,6.24.2025 Cache County Minutes Approved.pdf,,
2025-07-22,2025,Council,,6,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/07-22-2025 Regular County Council Minutes.pdf,legislative/minutes/2025/2025-07-22_council.md,07-22-2025 Regular County Council Minutes.pdf,,
2025-07-22,2025,Workshop,,2,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/07-22-2025 Workshop County Council Minutes.pdf,legislative/minutes/2025/2025-07-22_workshop.md,07-22-2025 Workshop County Council Minutes.pdf,,
2025-08-12,2025,Council,,5,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/08-12-2025 Regular County Council Meeting Minutes.pdf,legislative/minutes/2025/2025-08-12_council.md,08-12-2025 Regular County Council Meeting Minutes.pdf,,
2025-08-19,2025,Council,,3,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/08-19-2025 Special County Council Meeting Minutes.pdf,legislative/minutes/2025/2025-08-19_council.md,08-19-2025 Special County Council Meeting Minutes.pdf,,
2025-08-26,2025,Council,,6,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/08-26-2025 Regular County Council Meeting Minutes.pdf,legislative/minutes/2025/2025-08-26_council.md,08-26-2025 Regular County Council Meeting Minutes.pdf,,
2025-10-23,2025,Council,,2,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/10.23.2025 Cache County Minutes Special Meeting.pdf,legislative/minutes/2025/2025-10-23_council.md,10.23.2025 Cache County Minutes Special Meeting.pdf,,
2025-11-04,2025,Council,,5,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/11.4.2025 Regular Meeting Minutes.pdf,legislative/minutes/2025/2025-11-04_council.md,11.4.2025 Regular Meeting Minutes.pdf,,
2025-11-18,2025,Council,,4,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/04-a--11.18.2025 Cache County Council Minutes Regular Meeting (with corrections).pdf,legislative/minutes/2025/2025-11-18_council.md,04-a--11.18.2025 Cache County Council Minutes Regular Meeting (with corrections).pdf,,
2025-11-18,2025,Council,,3,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/04-a--Cache County Truth in Taxation Meeting Minutes 11-18-2025 (with corrections).pdf,legislative/minutes/2025/2025-11-18_council_2.md,04-a--Cache County Truth in Taxation Meeting Minutes 11-18-2025 (with corrections).pdf,,
2025-12-02,2025,Council,signed,7,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/Cache County Regular Meeting Minutes 12.02.2025 (signed).pdf,legislative/minutes/2025/2025-12-02_council.md,Cache County Regular Meeting Minutes 12.02.2025 (signed).pdf,,
2025-12-02,2025,Workshop,signed,2,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/Cache County Council Workshop Minutes 12.02.2025 (signed).pdf,legislative/minutes/2025/2025-12-02_workshop.md,Cache County Council Workshop Minutes 12.02.2025 (signed).pdf,,
2025-12-09,2025,Council,signed,6,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/Cache County Minutes 12.09.2025 (signed).pdf,legislative/minutes/2025/2025-12-09_council.md,Cache County Minutes 12.09.2025 (signed).pdf,,
2025-12-17,2025,Council,final,26,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2025/Minutes/Cache County Special Meeting Minutes 12.17.2025 FINAL.pdf,legislative/minutes/2025/2025-12-17_council.md,Cache County Special Meeting Minutes 12.17.2025 FINAL.pdf,,
2026-01-20,2026,Council,final,3,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2026/Minutes/Combined Final 01-20-2026 Meeting Minutes.pdf,legislative/minutes/2026/2026-01-20_council.md,Combined Final 01-20-2026 Meeting Minutes.pdf,,
2026-01-27,2026,Council,final,149,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2026/Minutes/Combined Final 01-27-2026 Meeting Minutes.pdf,legislative/minutes/2026/2026-01-27_council.md,Combined Final 01-27-2026 Meeting Minutes.pdf,,
2026-02-10,2026,Council,final,149,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2026/Minutes/Cache County Minutes 02.10.2026 - Final.pdf,legislative/minutes/2026/2026-02-10_council.md,Cache County Minutes 02.10.2026 - Final.pdf,,
2026-02-17,2026,Council,final,98,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2026/Minutes/Cache County Minutes 02.17.2026 - Final.pdf,legislative/minutes/2026/2026-02-17_council.md,Cache County Minutes 02.17.2026 - Final.pdf,,
2026-03-10,2026,Council,final,262,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2026/Minutes/Cache County Minutes 03.10.2026 - Final.pdf,legislative/minutes/2026/2026-03-10_council.md,Cache County Minutes 03.10.2026 - Final.pdf,,
2026-03-24,2026,Council,final,153,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2026/Minutes/Cache County Minutes 03.24.2026 - FINAL.pdf,legislative/minutes/2026/2026-03-24_council.md,Cache County Minutes 03.24.2026 - FINAL.pdf,,
2026-04-21,2026,Council,finalized,66,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2026/Minutes/Cache County Council Minutes 4.21.2026 - Finalized (1).pdf,legislative/minutes/2026/2026-04-21_council.md,Cache County Council Minutes 4.21.2026 - Finalized (1).pdf,,
2026-05-12,2026,Council,finalized,250,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2026/Minutes/Cache County Council Minutes 05.12.2026 - Finalized.pdf,legislative/minutes/2026/2026-05-12_council.md,Cache County Council Minutes 05.12.2026 - Finalized.pdf,,
2026-05-12,2026,Workshop,signed,2,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2026/Minutes/Cache County Council Workshop Meeting Minutes 05.12.2026 (signed).pdf,legislative/minutes/2026/2026-05-12_workshop.md,Cache County Council Workshop Meeting Minutes 05.12.2026 (signed).pdf,,
2026-05-26,2026,Council,finalized,302,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2026/Minutes/05-26-2026 Council Regular Meeting Minutes Finalized.pdf,legislative/minutes/2026/2026-05-26_council.md,05-26-2026 Council Regular Meeting Minutes Finalized.pdf,,
2026-05-26,2026,Workshop,finalized,299,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2026/Minutes/05-26-2026 Council Workshop Minutes Finalized.pdf,legislative/minutes/2026/2026-05-26_workshop.md,05-26-2026 Council Workshop Minutes Finalized.pdf,,
2026-06-09,2026,Council,finalized,297,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2026/Minutes/Cache County Council Minutes 6.9.2026 - Finalized.pdf,legislative/minutes/2026/2026-06-09_council.md,Cache County Council Minutes 6.9.2026 - Finalized.pdf,,
2026-06-09,2026,Workshop,finalized,2,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2026/Minutes/Cache County Workshop Minutes 6.9.2026 - Finalized.pdf,legislative/minutes/2026/2026-06-09_workshop.md,Cache County Workshop Minutes 6.9.2026 - Finalized.pdf,,
2026-06-23,2026,Council,finalized,92,text,false,high,citysite_minutes,https://cachecounty.gov/assets/meetings/countycouncil/2026/Minutes/Cache County Minutes 6.23.2026 – FINALIZED.pdf,legislative/minutes/2026/2026-06-23_council.md,Cache County Minutes 6.23.2026 – FINALIZED.pdf,,
