year,election_date,election_type,contest,jurisdiction_slug,office,district,seats,candidate,party,votes,certified_votes,votes_basis,rank_in_contest,n_precincts,suppressed,source_file
2024,2024-11-05,general,SALT LAKE COUNTY JAIL BOND,salt_lake_county,Ballot Measure,,1,Unresolved Write-In,,0,0,exact,3,979,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY COUNCIL DISTRICT 2,salt_lake_county,Council,2,1,CARLOS MORENO ((REP)),REP,39159,39171,suppressed-deficit,1,149,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY COUNCIL DISTRICT 2,salt_lake_county,Council,2,1,KATIE OLSON ((DEM)),DEM,32984,32989,suppressed-deficit,2,149,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY COUNCIL DISTRICT 2,salt_lake_county,Council,2,1,Unresolved Write-In,,0,0,exact,3,149,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY COUNCIL DISTRICT 4,salt_lake_county,Council,4,1,ROSS I. ROMERO ((DEM)),DEM,60705,60709,suppressed-deficit,1,186,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY COUNCIL DISTRICT 4,salt_lake_county,Council,4,1,ROGER A. LIVINGSTON ((REP)),REP,32677,32681,suppressed-deficit,2,186,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY COUNCIL DISTRICT 4,salt_lake_county,Council,4,1,NOLAN KRUSE ((UFP)),UFP,3991,3991,exact,3,186,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY COUNCIL DISTRICT 4,salt_lake_county,Council,4,1,Unresolved Write-In,,0,0,exact,4,186,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY COUNCIL DISTRICT 6,salt_lake_county,Council,6,1,DEA THEODORE ((REP)),REP,48381,48438,suppressed-deficit,1,234,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY COUNCIL DISTRICT 6,salt_lake_county,Council,6,1,ZACH ROBINSON ((DEM)),DEM,42910,42942,suppressed-deficit,2,234,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY COUNCIL DISTRICT 6,salt_lake_county,Council,6,1,Unresolved Write-In,,0,0,exact,3,234,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY COUNCIL AT-LARGE C,salt_lake_county,Council,At-Large C,1,NATALIE PINKNEY ((DEM)),DEM,245835,245898,suppressed-deficit,1,979,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY COUNCIL AT-LARGE C,salt_lake_county,Council,At-Large C,1,RACHELLE MORRIS ((REP)),REP,237646,237744,suppressed-deficit,2,979,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY COUNCIL AT-LARGE C,salt_lake_county,Council,At-Large C,1,Unresolved Write-In,,0,0,exact,3,979,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY MAYOR,salt_lake_county,Mayor,,1,JENNY WILSON ((DEM)),DEM,273148,273227,suppressed-deficit,1,979,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY MAYOR,salt_lake_county,Mayor,,1,ERIN RIDER ((REP)),REP,224234,224325,suppressed-deficit,2,979,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY MAYOR,salt_lake_county,Mayor,,1,Unresolved Write-In,,0,0,exact,3,979,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY RECORDER,salt_lake_county,Recorder,,1,RASHELLE HOBBS ((DEM)),DEM,249955,250018,suppressed-deficit,1,979,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY RECORDER,salt_lake_county,Recorder,,1,RICHARD SNELGROVE ((REP)),REP,232925,233025,suppressed-deficit,2,979,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY RECORDER,salt_lake_county,Recorder,,1,Unresolved Write-In,,0,0,exact,3,979,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY SURVEYOR,salt_lake_county,Surveyor,,1,BRADLEY PARK ((REP)),REP,241565,241667,suppressed-deficit,1,979,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY SURVEYOR,salt_lake_county,Surveyor,,1,KENT D. SETTERBERG ((DEM)),DEM,237956,238017,suppressed-deficit,2,979,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY SURVEYOR,salt_lake_county,Surveyor,,1,Unresolved Write-In,,0,0,exact,3,979,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY TREASURER,salt_lake_county,Treasurer,,1,SHEILA SRIVASTAVA ((DEM)),DEM,244166,244229,suppressed-deficit,1,979,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY TREASURER,salt_lake_county,Treasurer,,1,PHIL CONDER ((REP)),REP,236678,236779,suppressed-deficit,2,979,true,statementofvotescastrpt-11-19-2024.xlsx
2024,2024-11-05,general,COUNTY TREASURER,salt_lake_county,Treasurer,,1,Unresolved Write-In,,0,0,exact,3,979,true,statementofvotescastrpt-11-19-2024.xlsx
2026,2026-06-23,primary,COUNTY COUNCIL DISTRICT 5 (REP) (REP),salt_lake_county,Council,5,1,TRACI CROCKETT ((REP)),REP,8448,8451,suppressed-deficit,1,144,true,statementofvotescastrptvoterprivacy.xlsx
2026,2026-06-23,primary,COUNTY COUNCIL DISTRICT 5 (REP) (REP),salt_lake_county,Council,5,1,CHRIS NULL ((REP)),REP,8148,8149,suppressed-deficit,2,144,true,statementofvotescastrptvoterprivacy.xlsx
2026,2026-06-23,primary,COUNTY COUNCIL DISTRICT 5 (REP) (REP),salt_lake_county,Council,5,1,Unresolved Write-In,,0,0,exact,3,144,true,statementofvotescastrptvoterprivacy.xlsx
2026,2026-06-23,primary,COUNTY DISTRICT ATTORNEY (DEM) (DEM),salt_lake_county,District Attorney,,1,SIM GILL ((DEM)),DEM,33872,34080,suppressed-deficit,1,1006,true,statementofvotescastrptvoterprivacy.xlsx
2026,2026-06-23,primary,COUNTY DISTRICT ATTORNEY (DEM) (DEM),salt_lake_county,District Attorney,,1,SHAWN ROBINSON ((DEM)),DEM,31499,31713,suppressed-deficit,2,1006,true,statementofvotescastrptvoterprivacy.xlsx
2026,2026-06-23,primary,COUNTY DISTRICT ATTORNEY (DEM) (DEM),salt_lake_county,District Attorney,,1,Unresolved Write-In,,0,0,exact,3,1006,true,statementofvotescastrptvoterprivacy.xlsx
