source_file,scope,contest,parsed_sum,printed_total,match
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR002,COUNTY COMMISSION SEAT C,363,363,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR002,COUNTY ASSESSOR,343,343,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR002,COUNTY RECORDER/SURVEYOR,361,361,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR002,COUNTY TREASURER,305,305,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR003,COUNTY COMMISSION SEAT C,732,732,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR003,COUNTY ASSESSOR,677,677,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR003,COUNTY RECORDER/SURVEYOR,729,729,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR003,COUNTY TREASURER,616,616,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR004,COUNTY COMMISSION SEAT C,728,728,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR004,COUNTY ASSESSOR,665,665,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR004,COUNTY RECORDER/SURVEYOR,721,721,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR004,COUNTY TREASURER,572,572,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR005,COUNTY COMMISSION SEAT C,791,791,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR005,COUNTY ASSESSOR,721,721,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR005,COUNTY RECORDER/SURVEYOR,779,779,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR005,COUNTY TREASURER,616,616,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR006,COUNTY COMMISSION SEAT C,803,803,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR006,COUNTY ASSESSOR,731,731,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR006,COUNTY RECORDER/SURVEYOR,791,791,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HPR006,COUNTY TREASURER,661,661,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HSV001,COUNTY COMMISSION SEAT C,925,925,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HSV001,COUNTY ASSESSOR,825,825,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HSV001,COUNTY RECORDER/SURVEYOR,922,922,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HSV001,COUNTY TREASURER,677,677,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HSV002,COUNTY COMMISSION SEAT C,789,789,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HSV002,COUNTY ASSESSOR,736,736,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HSV002,COUNTY RECORDER/SURVEYOR,783,783,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HSV002,COUNTY TREASURER,592,592,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HSV003,COUNTY COMMISSION SEAT C,190,190,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HSV003,COUNTY ASSESSOR,173,173,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HSV003,COUNTY RECORDER/SURVEYOR,187,187,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HSV003,COUNTY TREASURER,151,151,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HSV004,COUNTY COMMISSION SEAT C,998,998,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HSV004,COUNTY ASSESSOR,892,892,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HSV004,COUNTY RECORDER/SURVEYOR,991,991,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HSV004,COUNTY TREASURER,728,728,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HTV001,COUNTY COMMISSION SEAT C,358,358,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HTV001,COUNTY ASSESSOR,286,286,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HTV001,COUNTY RECORDER/SURVEYOR,347,347,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct HTV001,COUNTY TREASURER,252,252,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct MSC001,COUNTY COMMISSION SEAT C,45,45,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct MSC001,COUNTY ASSESSOR,38,38,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct MSC001,COUNTY RECORDER/SURVEYOR,45,45,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct MSC001,COUNTY TREASURER,38,38,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct MSC002,COUNTY COMMISSION SEAT C,402,402,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct MSC002,COUNTY ASSESSOR,352,352,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct MSC002,COUNTY RECORDER/SURVEYOR,398,398,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct MSC002,COUNTY TREASURER,298,298,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct MSC003,COUNTY COMMISSION SEAT C,235,235,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct MSC003,COUNTY ASSESSOR,217,217,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct MSC003,COUNTY RECORDER/SURVEYOR,233,233,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct MSC003,COUNTY TREASURER,193,193,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct MSC004,COUNTY COMMISSION SEAT C,278,278,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct MSC004,COUNTY ASSESSOR,254,254,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct MSC004,COUNTY RECORDER/SURVEYOR,274,274,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct MSC004,COUNTY TREASURER,242,242,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG001,COUNTY COMMISSION SEAT C,685,685,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG001,COUNTY ASSESSOR,604,604,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG001,COUNTY RECORDER/SURVEYOR,682,682,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG001,COUNTY TREASURER,527,527,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG002,COUNTY COMMISSION SEAT C,797,797,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG002,COUNTY ASSESSOR,736,736,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG002,COUNTY RECORDER/SURVEYOR,794,794,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG002,COUNTY TREASURER,566,566,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG003,COUNTY COMMISSION SEAT C,814,814,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG003,COUNTY ASSESSOR,701,701,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG003,COUNTY RECORDER/SURVEYOR,811,811,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG003,COUNTY TREASURER,612,612,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG004,COUNTY COMMISSION SEAT C,517,517,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG004,COUNTY ASSESSOR,475,475,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG004,COUNTY RECORDER/SURVEYOR,515,515,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG004,COUNTY TREASURER,415,415,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG005,COUNTY COMMISSION SEAT C,827,827,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG005,COUNTY ASSESSOR,758,758,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG005,COUNTY RECORDER/SURVEYOR,804,804,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG005,COUNTY TREASURER,642,642,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG006,COUNTY COMMISSION SEAT C,716,716,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG006,COUNTY ASSESSOR,627,627,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG006,COUNTY RECORDER/SURVEYOR,715,715,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG006,COUNTY TREASURER,503,503,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG007,COUNTY COMMISSION SEAT C,661,661,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG007,COUNTY ASSESSOR,597,597,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG007,COUNTY RECORDER/SURVEYOR,654,654,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG007,COUNTY TREASURER,503,503,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG008,COUNTY COMMISSION SEAT C,863,863,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG008,COUNTY ASSESSOR,784,784,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG008,COUNTY RECORDER/SURVEYOR,849,849,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG008,COUNTY TREASURER,654,654,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG009,COUNTY COMMISSION SEAT C,965,965,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG009,COUNTY ASSESSOR,871,871,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG009,COUNTY RECORDER/SURVEYOR,953,953,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG009,COUNTY TREASURER,728,728,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG010,COUNTY COMMISSION SEAT C,941,941,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG010,COUNTY ASSESSOR,844,844,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG010,COUNTY RECORDER/SURVEYOR,938,938,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG010,COUNTY TREASURER,736,736,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG011,COUNTY COMMISSION SEAT C,807,807,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG011,COUNTY ASSESSOR,726,726,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG011,COUNTY RECORDER/SURVEYOR,801,801,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG011,COUNTY TREASURER,593,593,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG012,COUNTY COMMISSION SEAT C,869,869,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG012,COUNTY ASSESSOR,784,784,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG012,COUNTY RECORDER/SURVEYOR,855,855,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG012,COUNTY TREASURER,638,638,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG013,COUNTY COMMISSION SEAT C,962,962,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG013,COUNTY ASSESSOR,843,843,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG013,COUNTY RECORDER/SURVEYOR,951,951,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct NOG013,COUNTY TREASURER,681,681,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD001,COUNTY COMMISSION SEAT C,657,657,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD001,COUNTY ASSESSOR,566,566,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD001,COUNTY RECORDER/SURVEYOR,649,649,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD001,COUNTY TREASURER,348,348,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD002,COUNTY COMMISSION SEAT C,940,940,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD002,COUNTY ASSESSOR,810,810,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD002,COUNTY RECORDER/SURVEYOR,934,934,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD002,COUNTY TREASURER,567,567,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD003,COUNTY COMMISSION SEAT C,655,655,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD003,COUNTY ASSESSOR,555,555,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD003,COUNTY RECORDER/SURVEYOR,652,652,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD003,COUNTY TREASURER,392,392,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD004,COUNTY COMMISSION SEAT C,747,747,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD004,COUNTY ASSESSOR,651,651,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD004,COUNTY RECORDER/SURVEYOR,739,739,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD004,COUNTY TREASURER,389,389,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD005,COUNTY COMMISSION SEAT C,706,706,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD005,COUNTY ASSESSOR,616,616,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD005,COUNTY RECORDER/SURVEYOR,712,712,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD005,COUNTY TREASURER,398,398,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD006,COUNTY COMMISSION SEAT C,526,526,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD006,COUNTY ASSESSOR,465,465,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD006,COUNTY RECORDER/SURVEYOR,528,528,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD006,COUNTY TREASURER,312,312,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD007,COUNTY COMMISSION SEAT C,456,456,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD007,COUNTY ASSESSOR,387,387,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD007,COUNTY RECORDER/SURVEYOR,449,449,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD007,COUNTY TREASURER,252,252,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD008,COUNTY COMMISSION SEAT C,657,657,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD008,COUNTY ASSESSOR,546,546,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD008,COUNTY RECORDER/SURVEYOR,651,651,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD008,COUNTY TREASURER,367,367,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD009,COUNTY COMMISSION SEAT C,634,634,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD009,COUNTY ASSESSOR,531,531,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD009,COUNTY RECORDER/SURVEYOR,633,633,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD009,COUNTY TREASURER,344,344,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD010,COUNTY COMMISSION SEAT C,641,641,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD010,COUNTY ASSESSOR,531,531,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD010,COUNTY RECORDER/SURVEYOR,636,636,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD010,COUNTY TREASURER,346,346,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD011,COUNTY COMMISSION SEAT C,613,613,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD011,COUNTY ASSESSOR,521,521,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD011,COUNTY RECORDER/SURVEYOR,607,607,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD011,COUNTY TREASURER,365,365,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD012,COUNTY COMMISSION SEAT C,510,510,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD012,COUNTY ASSESSOR,439,439,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD012,COUNTY RECORDER/SURVEYOR,511,511,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD012,COUNTY TREASURER,303,303,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD013,COUNTY COMMISSION SEAT C,718,718,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD013,COUNTY ASSESSOR,594,594,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD013,COUNTY RECORDER/SURVEYOR,713,713,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD013,COUNTY TREASURER,385,385,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD014,COUNTY COMMISSION SEAT C,826,826,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD014,COUNTY ASSESSOR,687,687,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD014,COUNTY RECORDER/SURVEYOR,820,820,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD014,COUNTY TREASURER,448,448,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD015,COUNTY COMMISSION SEAT C,775,775,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD015,COUNTY ASSESSOR,588,588,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD015,COUNTY RECORDER/SURVEYOR,771,771,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD015,COUNTY TREASURER,341,341,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD016,COUNTY COMMISSION SEAT C,505,505,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD016,COUNTY ASSESSOR,417,417,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD016,COUNTY RECORDER/SURVEYOR,498,498,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD016,COUNTY TREASURER,229,229,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD017,COUNTY COMMISSION SEAT C,694,694,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD017,COUNTY ASSESSOR,580,580,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD017,COUNTY RECORDER/SURVEYOR,685,685,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD017,COUNTY TREASURER,321,321,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD018,COUNTY COMMISSION SEAT C,850,850,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD018,COUNTY ASSESSOR,716,716,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD018,COUNTY RECORDER/SURVEYOR,843,843,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD018,COUNTY TREASURER,466,466,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD019,COUNTY COMMISSION SEAT C,209,209,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD019,COUNTY ASSESSOR,179,179,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD019,COUNTY RECORDER/SURVEYOR,207,207,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD019,COUNTY TREASURER,136,136,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD020,COUNTY COMMISSION SEAT C,312,312,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD020,COUNTY ASSESSOR,245,245,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD020,COUNTY RECORDER/SURVEYOR,309,309,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD020,COUNTY TREASURER,153,153,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD021,COUNTY COMMISSION SEAT C,611,611,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD021,COUNTY ASSESSOR,481,481,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD021,COUNTY RECORDER/SURVEYOR,598,598,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD021,COUNTY TREASURER,295,295,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD022,COUNTY COMMISSION SEAT C,694,694,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD022,COUNTY ASSESSOR,550,550,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD022,COUNTY RECORDER/SURVEYOR,678,678,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD022,COUNTY TREASURER,314,314,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD023,COUNTY COMMISSION SEAT C,824,824,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD023,COUNTY ASSESSOR,669,669,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD023,COUNTY RECORDER/SURVEYOR,814,814,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD023,COUNTY TREASURER,425,425,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD024,COUNTY COMMISSION SEAT C,726,726,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD024,COUNTY ASSESSOR,553,553,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD024,COUNTY RECORDER/SURVEYOR,715,715,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD024,COUNTY TREASURER,355,355,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD025,COUNTY COMMISSION SEAT C,864,864,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD025,COUNTY ASSESSOR,660,660,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD025,COUNTY RECORDER/SURVEYOR,834,834,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD025,COUNTY TREASURER,421,421,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD026,COUNTY COMMISSION SEAT C,533,533,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD026,COUNTY ASSESSOR,404,404,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD026,COUNTY RECORDER/SURVEYOR,517,517,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD026,COUNTY TREASURER,241,241,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD027,COUNTY COMMISSION SEAT C,600,600,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD027,COUNTY ASSESSOR,440,440,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD027,COUNTY RECORDER/SURVEYOR,590,590,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD027,COUNTY TREASURER,246,246,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD028,COUNTY COMMISSION SEAT C,524,524,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD028,COUNTY ASSESSOR,417,417,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD028,COUNTY RECORDER/SURVEYOR,516,516,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD028,COUNTY TREASURER,221,221,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD029,COUNTY COMMISSION SEAT C,537,537,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD029,COUNTY ASSESSOR,415,415,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD029,COUNTY RECORDER/SURVEYOR,528,528,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD029,COUNTY TREASURER,255,255,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD030,COUNTY COMMISSION SEAT C,577,577,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD030,COUNTY ASSESSOR,445,445,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD030,COUNTY RECORDER/SURVEYOR,566,566,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD030,COUNTY TREASURER,259,259,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD031,COUNTY COMMISSION SEAT C,542,542,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD031,COUNTY ASSESSOR,405,405,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD031,COUNTY RECORDER/SURVEYOR,535,535,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD031,COUNTY TREASURER,212,212,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD032,COUNTY COMMISSION SEAT C,730,730,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD032,COUNTY ASSESSOR,585,585,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD032,COUNTY RECORDER/SURVEYOR,723,723,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD032,COUNTY TREASURER,381,381,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD033,COUNTY COMMISSION SEAT C,491,491,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD033,COUNTY ASSESSOR,416,416,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD033,COUNTY RECORDER/SURVEYOR,487,487,True
92078f_c4085e1a640b4548b65500d49f7affaf.pdf,precinct OGD033,COUNTY TREASURER,255,255,True
