ordinance_no,adoption_date,title,land_use_type,result,source_url,format,path,text_path,motion_id,match_confidence,reading_stage,prior_readings,source_file
2021-27,2021-11-02,"Commissioner Froerer moved to approve Final Reading of Ordinance 2021-27 of the County Commissioners of Weber County updating Section 6-4-5 “Restraining Animals and Leash Law” prescribing a monetary fine for animal attacks, bites, etc., resulting in injury; Commissioner Jenkins seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_11022021.pdf,pdf,,,2781,high,Final Reading,,legislative/minutes/2021/2021-11-02_commission.md
2021-28,2021-11-30,"Commissioner Froerer moved to approve to vacate the 10-foot public utility easement, located along the north side of lot 2 of the Lake View Estates, 1282 N 7100 E, Eden; Commissioner Jenkins seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_11302021.pdf,pdf,,,,ambiguous,,2021-11-30#5,legislative/minutes/2021/2021-11-30_commission.md
2021-29,2021-12-14,"Commissioner Jenkins moved for approval of Ordinance 2021-29 to vacate the 10-foot public utility easement, located along the north side of lot 2 of the Lake View Estates, 1282 N 7100 E, Eden- (UVL110121); Commissioner Froerer seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_12142021.pdf,pdf,,,2817,high,,,legislative/minutes/2021/2021-12-14_commission.md
2021-30,2021-12-14,Commissioner Jenkins moved approve to final reading of Ordinance 2021-30 of the County Commissioners of Weber County amending certain provisions of the purchasing code; Commissioner Froerer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_12142021.pdf,pdf,,,2816,high,Final Reading,,legislative/minutes/2021/2021-12-14_commission.md
2021-31,2021-12-21,Commissioner Jenkins moved approve final reading of Ordinance 2021-31 of the County Commissioners of Weber County updating County Park Fees (16-2-3); Commissioner Froerer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_12212021.pdf,pdf,,,2836,high,Final Reading,,legislative/minutes/2021/2021-12-21_commission.md
2021-32,2021-12-21,Commissioner Froerer moved approve final reading of Ordinance 2021-32 of the County Commissioners of Weber County updating Public Infrastructure Fees- (16-2-17); Commissioner Jenkins seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_12212021.pdf,pdf,,,2837,high,Final Reading,,legislative/minutes/2021/2021-12-21_commission.md
2021-33,2021-12-21,Commissioner Froerer moved for approval of Ordinance 2021-33 updating Clerk/Auditor fees (16-2-2); Commissioner Jenkins seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_12212021.pdf,pdf,,,2838,high,First Reading,2021-12-21#6,legislative/minutes/2021/2021-12-21_commission.md
2022-01,2022-01-04,"Commissioner Froerer moved approved Ordinance 2022-01 to take action to rezone on approximately 5 acres, changing the zone from AV-3 to CV-2, located at approximately 4708 E 2650 N, Eden; Commissioner Harvey seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_01042022.pdf,pdf,,,2866,high,,,legislative/minutes/2022/2022-01-04_commission.md
2022-02,2022-01-11,"Commissioner Harvey moved approved Ordinance 2022-02 to vacate 2 feet of a 10 foot public utility easement, located along the west boundary of lot 2, Fremont Subdivision; Commissioner Harvey seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_01112022.pdf,pdf,,,2883,high,,,legislative/minutes/2022/2022-01-11_commission.md
2022-03,2022-01-11,"Commissioner Harvey moved to approve rezone approval as presented until Western Weber Master Plan completed and irrigation, second",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_01112022.pdf,pdf,,,,ambiguous,,2022-01-11#16,legislative/minutes/2022/2022-01-11_commission.md
2022-06,2022-02-01,"Commissioner Froerer moved to approve Ordinance 2022-06 amending various sections of the Weber County Land Use Code to define and regulate Animal Grazing, Animal Feeding Operations, and Large Concentrated Animal Feeding Operations, and to include general administrative and clerical amendments to cre",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_02012022.pdf,pdf,,,2895,high,,,legislative/minutes/2022/2022-02-01_commission.md
2022-07,2022-02-01,"Commissioner Harvey moved to approve Ordinance 2022-07 to vacate a 10 foot public utility easement, located along the west boundary of lot 3, Fox Crossing Subdivision; Commissioner Froerer seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_02012022.pdf,pdf,,,2896,high,,,legislative/minutes/2022/2022-02-01_commission.md
2022-08,2022-03-01,Chair Jenkins moved to approve the final reading of Ordinance 2022-08 to change the name of streets within unincorporated areas of Weber County’s Upper Valley; Commissioner Harvey seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_03012022.pdf,pdf,,,2923,high,Final Reading,2022-02-22#5(First Reading),legislative/minutes/2022/2022-03-01_commission.md
2022-09,2022-03-29,"Commissioner Harvey moved to approve Ordinance 2022-09 to amend various sections of the County’s land use code to adjust and clarify permitted and conditional uses and site development standards in the manufacturing zones (MV-1, M-1, M-2, & M-3), and to include general administrative and clerical am",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_03292022.pdf,pdf,,,2953,high,,,legislative/minutes/2022/2022-03-29_commission.md
2022-10,2022-04-05,Commissioner Harvey moved to approve the contract with Weber School District to hold the LEAP Festival at the Ogden Eccles Conference Center and the Peery’s Egyptian Theater; Commissioner Froerer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_04052022.pdf,pdf,,,,ambiguous,Final Reading,2022-04-05#4(Final Reading),legislative/minutes/2022/2022-04-05_commission.md
2022-11,2022-04-12,Commissioner Harvey moved to approve Ordinance 2022-11 to vacate a 10’ public utility easement within lot 4 of Valley Lake Estates No 1; Commissioner Froerer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_04122022.pdf,pdf,,,2978,high,,2022-04-05#13,legislative/minutes/2022/2022-04-12_commission.md
2022-12,2022-04-26,"Commissioner Harvey moved to approve Ordinance 2022-12 a county initiated text amendment, amending the Ogden Valley Stream Corridor Setbacks for certain subdivided lots; Commissioner Froerer seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_04262022.pdf,pdf,,,2997,high,,,legislative/minutes/2022/2022-04-26_commission.md
2022-13,2022-05-10,"Commissioner Harvey moved to approve Ordinance 2022-13 to vacate the side and rear 10’ easements within lot 11 of Cottonwood Hills Estates Subdivision Phase 2, (EV2022-03); Commissioner Froerer seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_05102022.pdf,pdf,,,3012,high,,,legislative/minutes/2022/2022-05-10_commission.md
2022-14,2022-05-17,"Commissioner Harvey moved to approve Ordinance 2022-14 defining specific zones in the Ogden Valley Planning Area where dwelling unit rights may be transferred from for the purposes of constructing detached accessory dwelling units, and to include general administrative and clerical amendments-ZTA 20",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_05172022.pdf,pdf,,,3019,high,,,legislative/minutes/2022/2022-05-17_commission.md
2022-15,2022-05-24,"Commissioner Froerer moved to approve Ordinance 2022-15 amending regulations in the manufacturing zones (MV-1, M-1, M-2, & M-3) regarding garbage dumps, landfills, incinerators, transfer stations, automobile wrecking or junk yards, and similar uses - ZTA 2022-01; Commissioner Froerer seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_05242022.pdf,pdf,,,3026,high,,,legislative/minutes/2022/2022-05-24_commission.md
2022-16,2022-06-14,Commissioner Harvey moved to approve final reading of Ordinance 2022-16 amending fees for the Weber County Transfer Station and Other Solid Waste Fees (Sec 16-2-9 Solid Waste Fees); Commissioner Froerer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_06142022.pdf,pdf,,,3048,high,Final Reading,,legislative/minutes/2022/2022-06-14_commission.md
2022-17,2022-06-14,Commissioner Froerer moved to approve Ordinance 2022-17 to vacate the side and rear 10’ public utility easements within lot 5 of Fenster Farm Subdivision Phase 2- EV2022-04; Commissioner Harvey seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_06142022.pdf,pdf,,,3057,high,,,legislative/minutes/2022/2022-06-14_commission.md
2022-18,2022-07-19,Commissioner Froerer moved to hold until time uncertain Ordinances 2022-19 and 2022-20 to take action on two ordinances intended to amend the Form-Based Village zoning ordinance along with other sections of the Weber County Land Use Code intended to create a Nordic Valley Village Area; Commissioner ,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_07192022.pdf,pdf,,,,ambiguous,,2022-07-19#7,legislative/minutes/2022/2022-07-19_commission.md
2022-19,2022-08-02,"Commissioner Harvey moved to approve Ordinance 2022-19 to vacate 5 feet of a 15 foot public utility and drainage easement, located along the north boundary of lot 45 Highlands Bluff Estates Subdivision Phase 5, VAC 2022-03; Commissioner Froerer seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_08022022.pdf,pdf,,,3105,high,,,legislative/minutes/2022/2022-08-02_commission.md
2022-20,2022-08-16,Commissioner Harvey moved to approve Ordinance 2022-20 amending text to Weber County’s Land Use Code to amend the Form-Based Village zoning ordinance along with other sections of the Weber County Land Use Code to add provisions and exhibits intended to create a Nordic Valley Area Street Regulating P,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_08162022.pdf,pdf,,,3116,high,,,legislative/minutes/2022/2022-08-16_commission.md
2022-21,2022-08-16,"Commissioner Froerer moved to approve Ordinance 2022-21 amending text to Weber County’s Land Use Code to allow development to occur on a substandard street under certain circumstances, to modify the threshold of small subdivision; Commissioner Harvey seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_08162022.pdf,pdf,,,3117,high,,,legislative/minutes/2022/2022-08-16_commission.md
2022-22,2022-08-30,Commissioner Froerer moved for final approval of Ordinance 2022-22 amending Section 16-2-12 of the Weber County Code of Ordinances; Commissioner Harvey seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_08302022.pdf,pdf,,,3130,high,Final Reading,2022-08-23#2(First Reading),legislative/minutes/2022/2022-08-30_commission.md
2022-23,2022-08-30,Commissioner Harvey moved for final approval of Ordinance 2022-23 County amending Section 45-3 of the Weber County Code of Ordinances; Commissioner Freorer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_08302022.pdf,pdf,,,3131,high,First Reading,2022-08-23#4(First Reading); 2022-08-23#3(First Reading),legislative/minutes/2022/2022-08-30_commission.md
2022-24,2022-09-06,Commissioner Harvey moved to approve Ordinance 2022-24 for a development agreement and a rezone from A-1 to R-1-10 on approximately 19.47 acres; Commissioner Freorer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_09062022.pdf,pdf,,,3138,high,,,legislative/minutes/2022/2022-09-06_commission.md
2022-25,2022-09-20,Commissioner Harvey moved to approve Ordinance 2022-25 to vacate the North East (rear) and South East (side) property line public utility easements on Lot 11 of the Uintah Highlands Subdivision No. 6. (EV 2021- 07); Commissioner Froerer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_09202022.pdf,pdf,,,3151,high,,,legislative/minutes/2022/2022-09-20_commission.md
2022-26,2022-09-27,Commissioner Harvey moved for final approval of Ordinance 2022-26 amending certain fees to Weber County Parks and Recreation department facilities; Commissioner Froerer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_09272022.pdf,pdf,,,3154,high,Final Reading,,legislative/minutes/2022/2022-09-27_commission.md
2022-27,2022-11-29,"Commissioner Froerer moved to approve a contract with Clark’s Quality Roofing, Inc. for the Weber County Jail roof replacement; Commissioner Harvey seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_11292022.pdf,pdf,,,,ambiguous,Final Reading,2022-11-29#3(Final Reading),legislative/minutes/2022/2022-11-29_commission.md
2022-28,2022-11-29,Commissioner Harvey moved to approve Ordinance 2022-28 for the vacation of an open space easement on the common area parcel in the Jacquelyn Estates Cluster Subdivision; Commissioner Froerer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_11292022.pdf,pdf,,,3214,high,,,legislative/minutes/2022/2022-11-29_commission.md
2022-29,2022-12-13,"Commissioner Harvey moved for approval of Ordinance 2022-29 to vacate 10 foot public utility easements, located along the west and north boundaries of lot 4, Cameron Crossing Subdivision- (VAC 2022-01); Commissioner Froerer seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_12132022.pdf,pdf,,,3228,high,,,legislative/minutes/2022/2022-12-13_commission.md
2023-01,2023-01-10,Commissioner Bolos moved for approval Ordinance 2023-01 approving Short-Term Rental Code Text Amendments; Commissioner Harvey seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_01102023.pdf,pdf,,,3243,high,,,legislative/minutes/2023/2023-01-10_commission.md
2023-02,2023-02-07,Commissioner Froerer moved to approve Resolution 15-2023 to amend the Western Weber and Ogden Valley General Plans. File Number: GPA 2022-03; Commissioner Harvey seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_02072023.pdf,pdf,,,,ambiguous,,2023-02-07#9,legislative/minutes/2023/2023-02-07_commission.md
2023-03,2024-04-16,Commissioner Froerer moved to approve a First Reading of fee ordinance amendments relating to solid waste fees at the Weber County Transfer Station; Commissioner Bolos seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_04162024.pdf,pdf,,,3708,high,First Reading,2023-02-21#5(First Reading),legislative/minutes/2024/2024-04-16_commission.md
2023-04,2023-02-28,Commissioner Bolos moved for approval of the Final Reading of Ordinance 2023-04 amending Section 42-4- 2-1 of the Weber County Code regarding parking on county roads between the hours of 12:00 a.m. and 7:00 a.m.; Commissioner Harvey seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_02282023.pdf,pdf,,,3285,high,Final Reading,,legislative/minutes/2023/2023-02-28_commission.md
2023-05,2023-03-07,Commissioner Harvey moved to approve the Final Reading of Ordinance 2023-05 of Weber County amending Section 28-1-3 of the Weber County Code; Commissioner Bolos seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_03072023.pdf,pdf,,,3293,high,Final Reading,,legislative/minutes/2023/2023-03-07_commission.md
2023-06,2023-03-14,"Commissioner Bolos moved to approve Ordinance 2023-06 and zoning development agreement contract to rezone property from A-1 to RE-15 on approximately 14.93 acres, located at approximately 4175 W 1400 S, Ogden, ZMA 2022-05; Commissioner Froerer seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_03142023.pdf,pdf,,,3307,high,,,legislative/minutes/2023/2023-03-14_commission.md
2023-07,2023-04-18,Commissioner Harvey moved to approve Ordinance 2023-07 and applicant driven text amendment to amend the Ogden Valley Signs ordinance to allow a neighborhood identification sign to be placed on a retaining wall- ZTA 2022-03; Commissioner Bolos seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_04182023.pdf,pdf,,,3331,high,,,legislative/minutes/2023/2023-04-18_commission.md
2023-08,2023-05-02,"Commissioner Harvey moved to approve Ordinance 2023-08 of the proposed text amendment to the Weber County Land Use Code, creating an M-T (Manufacturing-Technology) zoning district, and allowing for certain uses within that zone, together with other regulations and requirements for the new zone. File",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_05022023.pdf,pdf,,,3339,high,,,legislative/minutes/2023/2023-05-02_commission.md
2023-09,2023-05-16,"Commissioner Harvey moved to approve Ordinance 2023-09 of the proposed text amendment to the Weber County Land Use Code, creating an M-T (Manufacturing-Technology) zoning district, and allowing for certain uses within that zone, together with other regulations and requirements for the new zone. File",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_05162023.pdf,pdf,,,3349,high,,,legislative/minutes/2023/2023-05-16_commission.md
2023-10,2023-05-16,"Commissioner Harvey moved to approve Ordinance 2023-10 that will amend the Weber County Code to provide zones, regulations, permissions, and restrictions that will help implement the Western Weber General Plan as it generally relates to residential zoning and residential development and provide rela",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_05162023.pdf,pdf,,,3350,high,,,legislative/minutes/2023/2023-05-16_commission.md
2023-11,2023-05-23,"Commissioner Froerer moved to approve Ordinance 2023-11 to vacate a portion of 10000 East St., located at approximately 394 S. 10000 E. Huntsville, UT 84317. File No: VAC 2022-01; Commissioner Bolos seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_05232023.pdf,pdf,,,3359,high,,,legislative/minutes/2023/2023-05-23_commission.md
2023-12,2023-05-30,"Commissioner Bolos moved to approve requested rezone, and associated Ordinance 2023-12, from A-1 to R1- 15, on approximately 40.00 acres. Applicant is Soderby, LLC (Pat Burns, Rep), located at approximately 3800 W 1800 S, Ogden, UT, 84401- ZMA 2023-01; Commissioner Harvey seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_05302023.pdf,pdf,,,3367,high,,,legislative/minutes/2023/2023-05-30_commission.md
2023-13,2023-05-30,"Commissioner Harvey moved to approve Ordinance 2023-13 approval of a requested rezone, and associated Ordinance 2023-13, from A-1 to R1-15 on approximately 10.00 acres. Applicant is Singletree Acres LLC (Chad Buck, Developer); ensuring Lots 20 and 21 have fences no higher than 3ft and no structures ",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_05302023.pdf,pdf,,,3371,high,,,legislative/minutes/2023/2023-05-30_commission.md
2023-14,2023-06-06,"Commissioner Harvey moved to approve the final reading of Ordinance 2023-14 amending Title 2, Chapter 11 of the Weber County Code, to add a definition of overpayment and to clarify and simplify the refund process; Commissioner Bolos seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_06062023.pdf,pdf,,,3376,high,Final Reading,,legislative/minutes/2023/2023-06-06_commission.md
2023-15,2023-06-06,Commissioner Harvey moved to approve final reading of Ordinance 2023-15 establishing fees for Weber County’s weed spraying services; Commissioner Bolos seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_06062023.pdf,pdf,,,3377,high,Final Reading,,legislative/minutes/2023/2023-06-06_commission.md
2023-16,2023-06-06,"Commissioner Bolos moved to approve a request to vacate, by Ordinance 2023-16, a five foot wide public utility easement along the northern property line of lot 28 of the Wolf Creek Subdivision No. 2. (VAC 2023- 02); Commissioner Harvey seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_06062023.pdf,pdf,,,3386,high,,,legislative/minutes/2023/2023-06-06_commission.md
2023-17,2023-06-06,Commissioner Harvey moved to approve second,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_06062023.pdf,pdf,,,3387,high,Second Reading,,legislative/minutes/2023/2023-06-06_commission.md
2023-18,2023-06-06,Commissioner Bolos moved to approve request to vacate by Ordinance 2023-18 the public utility easement within lot 29 of the Silver Bell Estates Subdivision No. 1. (VAC 2023-01); Commissioner Bolos seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_06062023.pdf,pdf,,,3388,high,,,legislative/minutes/2023/2023-06-06_commission.md
2023-19,2023-06-13,"Commissioner Harvey moved to approve Ordinance 2023-19 and proposal to rezone 2.7 acres from AV-3 and CV-2 to the Form Based (FB) zone, property located at 5461 E 2300 N, Eden, (ZMA 2023-05); Commissioner Harvey seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_06132023.pdf,pdf,,,3396,high,,,legislative/minutes/2023/2023-06-13_commission.md
2023-20,2023-06-13,"Commissioner Bolos moved to approve Ordinance 2023-20 and proposal to rezone 22.94 acres from AV-3 to the Form Based (FB) zone, property located at 2700 N 5600 E, Eden, (ZMA 2023-06); Commissioner Harvey seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_06132023.pdf,pdf,,,3397,high,,,legislative/minutes/2023/2023-06-13_commission.md
2023-25,2023-08-15,"Commissioner Bolos moved to approve Ordinance 2023-25 and development agreement to apply a Master Planned Development Overlay zone on 257 acres of property zoned RE-15, RE-20, FR-3, F-5, CVR1 and AV- 3. Project located near 3718 N Wolf Creek Drive, Eden. - ZMA 2022-01.2; Commissioner Harvey seconded",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_08152023.pdf,pdf,,,3445,high,,,legislative/minutes/2023/2023-08-15_commission.md
2023-26,2023-08-15,Commissioner Bolos moved to approve Ordinance 2023-26 and development agreement to rezone 29.61 acres from the Agricultural A-1 Zone to the Residential R1-15 Zone. The approximate location is 4300 West 1800 South- ZMA 2023-03; Commissioner Harvey seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_08152023.pdf,pdf,,,3446,high,,,legislative/minutes/2023/2023-08-15_commission.md
2023-27,2023-08-22,Commissioner Harvey moved to approval of a contract with Marie Osmond for entertainment services for the 100th Anniversary of Peery’s Egyptian Theater; Commissioner Bolos seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_08222023.pdf,pdf,,,,ambiguous,Final Reading,2023-08-22#2(Final Reading),legislative/minutes/2023/2023-08-22_commission.md
2023-28,2023-09-19,"Commissioner Harvey moved to approve applicant initiated Ordinance 2023-28 amending Section 104-21-3, Manufacturing Zones Land Use Tables, providing for the allowance of “Data Services: Data Centers, Data Warehousing, Data Processing” as a permitted use in the M-T (Manufacturing and Technology) zone",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_09192023.pdf,pdf,,,3481,high,,,legislative/minutes/2023/2023-09-19_commission.md
2023-29,2023-09-26,"Commissioner Harvey moved to approve county initiated Ordinance 2023-29 implementing water-wise landscaping regulations that align with the Weber Basin Water Conservancy District and State of Utah turf removal incentives, ZTA 2023-04; Commissioner Bolos seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_09262023.pdf,pdf,,,3493,high,,,legislative/minutes/2023/2023-09-26_commission.md
2023-30,2023-10-10,Commissioner Bolos moved to approve vacating the west side public utility easement within lot 89 of the Elkhorn Subdivision Phase 4 and related Ordinance 2023-30; Commissioner Harvey seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_10102023.pdf,pdf,,,3510,high,,,legislative/minutes/2023/2023-10-10_commission.md
2023-31,2023-11-14,"Commissioner Bolos moved to approve Ordinance 2023-31 amending the county’s land use map, changing certain property in the Ogden Valley Planning Area from AV-3 (Agricultural) to FB (Form Based Zone); Commissioner Harvey seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_11142023.pdf,pdf,,,3534,high,,,legislative/minutes/2023/2023-11-14_commission.md
2023-32,2023-11-21,Commissioner Bolos moved to approve Ordinance 2023-32 to vacate the west public utility easement within lot 15 of the Cameron Village Cluster Subdivision- VAC2023-04; Commissioner Harvey seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_11212023.pdf,pdf,,,3546,high,,,legislative/minutes/2023/2023-11-21_commission.md
2023-33,2023-11-28,Commissioner Harvey moved to approve Ordinance 2023-33 revising County Code Title 22 - Flood Damage Prevention section; Commissioner Bolos seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_11282023.pdf,pdf,,,3551,high,Second Reading,,legislative/minutes/2023/2023-11-28_commission.md
2023-36,2023-12-05,Commissioner Bolos moved to approve Ordinance 2023-36 amending the Street Regulating Plan for New Town Eden and Old Town Eden and proposed amendments to the architectural theme requirements and standards of the Form-Based Zone to allow a wider range of style options; Commissioner Harvey seconded,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_12052023_2.pdf,pdf,,,3558,high,,,legislative/minutes/2023/2023-12-05_commission.md
2023-37,2023-12-05,"Commissioner Harvey moved to approve Ordinance 2023-37 amending the Weber County Zoning Map, rezoning, and possible development agreement on approximately 20 acres of land at approximately 5204 East, Hwy 166, from the AV-3 Zone to the FB Zone with Commissioner Harvey’s comments (see above*) addresse",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_12052023_2.pdf,pdf,,,3559,high,,,legislative/minutes/2023/2023-12-05_commission.md
2024-01,2024-01-09,Commissioner Bolos moved to approve Ordinance 2024-01 of Weber County amending Title 6 Chapter 4 of the Weber County Code of Ordinances; Commissioner Froerer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_01092024.pdf,pdf,,,3573,high,First Reading,,legislative/minutes/2024/2024-01-09_commission.md
2024-02,2024-01-09,Commissioner Bolos moved to approve Weber County Ordinance 2024-02 Amending Chapter 2-15 of the Weber County Code; Commissioner Froerer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_01092024.pdf,pdf,,,3576,high,First Reading,,legislative/minutes/2024/2024-01-09_commission.md
2024-03,2024-01-16,"Commissioner Bolos moved to approve Ordinance 2024-03 amending Title 106, Subdivisions, providing for changes relative to administrative land use authority, subdivision application review and approval procedures, and financial guarantees required for public improvements. ZTA 2023-11 and ZTA 2023-12;",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_01162024.pdf,pdf,,,3590,high,,,legislative/minutes/2024/2024-01-16_commission.md
2024-04,2024-01-30,"Commissioner Froerer moved to approve a Final reading of Fee Ordinance 2024-04 containing amendments relating to the Weber County Transfer Station, Construction and Demolition Landfill, and residential solid waste collection and disposal; Commissioner Bolos seconded.",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_01302024.pdf,pdf,,,3605,high,Final Reading,,legislative/minutes/2024/2024-01-30_commission.md
2024-06,2024-02-06,"Commissioner Bolos moved to approve Ordinance 2024-06 amending Section 106-4-2.080, Street Trees, providing for the requirement for street trees including financial guarantees required for public improvements, installation and maintenance of street trees, and the adoption of a species list of approv",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_02062024.pdf,pdf,,,3619,high,,,legislative/minutes/2024/2024-02-06_commission.md
2024-07,2024-03-05,Commissioner Froerer moved to approve Resolution 12-2024 reappointing Rich Morrow to the Public Defender Board; Commissioner Bolos seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_03052024.pdf,pdf,,,,ambiguous,Final Reading,2024-03-05#3(Final Reading),legislative/minutes/2024/2024-03-05_commission.md
2024-08,2024-03-12,Commissioner Bolos moved to approve a contract with Restaurant & Store Equipment Company for the 12th Street Jail fridge and freezer replacement; Commissioner Froerer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_03122024.pdf,pdf,,,,ambiguous,Final Reading,2024-03-12#2(Final Reading),legislative/minutes/2024/2024-03-12_commission.md
2024-09,2024-03-19,"Commissioner Harvey moved to approve Ordinance 2024-09 for a zoning map amendment to rezone 25.21 acres of property located at approximately 900 S 4700 W, Ogden from A-1 (Agricultural) to R1-15 (Residential, roughly 15,000 square foot lots) and R-3 (multi-family lots), together with an associated de",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_03192024.pdf,pdf,,,3676,high,,,legislative/minutes/2024/2024-03-19_commission.md
2024-10,2024-03-26,"Commissioner Froerer moved to approve Ordinance 2024-10 and development agreement to rezone 52.689 acres from A-2 to R1-15. The proposal is located at approximately 670 South 7100 West, ZMA 2023-04. (Longhorn Estates) with amendments to the development agreement that we have legitimate easements and",,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_03262024.pdf,pdf,,,3690,high,,,legislative/minutes/2024/2024-03-26_commission.md
2024-11,2024-04-23,Commissioner Froerer moved to approve a contract with Morgan Asphalt to improve the east side of 4300 West in front of the new high school so it has uniform grade and drainage; Commissioner Bolos seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_04232024.pdf,pdf,,,,ambiguous,Final Reading,2024-04-23#2(Final Reading),legislative/minutes/2024/2024-04-23_commission.md
2024-12,2024-05-28,Commissioner Bolos moved to approve a Final Reading of Ordinance 2024-12 amending section 16-2-12 “Surveyor’s Office Fees” and portions of Title 45 “Surveying ad Survey Monuments” of the Weber County Code of Ordinances; Commissioner Froerer seconded.,,adopted,https://www.webercountyutah.gov/commission/documents/minutes/min_05282024.pdf,pdf,,,3736,high,Final Reading,,legislative/minutes/2024/2024-05-28_commission.md
