EventItemId,EventItemEventId,_body_id,EventItemTitle,EventItemMatterId,EventItemMatterName,EventItemMatterType,EventItemMover,EventItemSeconder,EventItemPassedFlagName,EventItemActionName,EventItemAgendaSequence,EventItemMinutesSequence
59093,3481,138,CALL TO ORDER ,,,,,,,,3,3
59094,3481,138,"Invocation - Reading or Thought - Pledge of Allegiance 

",,,,,,,,4,4
59095,3481,138,PUBLIC COMMENT,,,,,,,,5,5
59096,3481,138,"
TESTING",,,,,,,,6,6
59097,3481,138,REPORT OF ELECTED OFFICIALS: ,,,,,,,,7,7
59098,3481,138,County Council Members,,,,,,,,8,8
59099,3481,138,County Mayor,,,,,,,,9,9
59100,3481,138,Other Elected County Officials,,,,,,,,10,10
59101,3481,138,WORK SESSION,,,,,,,,11,11
59102,3481,138,PUBLIC HEARINGS AND ISSUANCE OF PUBLIC NOTICES,,,,,,,,13,13
59103,3481,138,PENDING LEGISLATIVE BUSINESS ,,,,,,,,14,14
59104,3481,138,POTENTIAL CLOSED SESSION,,,,,,,,15,15
59105,3481,138,APPROVAL OF TAX LETTERS,,,,,,,,16,16
59106,3481,138,ACCEPTANCE OF ETHICS DISCLOSURES ,,,,,,,,17,17
59107,3481,138,APPROVAL OF COUNCIL MEETING MINUTES,,,,,,,,18,18
59108,3481,138,OTHER ITEMS REQUIRING COUNCIL APPROVAL,,,,,,,,19,19
59109,3481,138,"PROCLAMATIONS, MEMORIALS, AND OTHER CEREMONIAL OR COMMEMORATIVE MATTERS",,,,,,,,20,20
59110,3481,138,OTHER BUSINESS,,,,,,,,21,21
59111,3481,138,ADJOURN,,,,,,,,22,22
59112,3481,138,,,,,,,,,12,12
59115,3482,138,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711.

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.",,,,,,,,1,1
59116,3482,138,"This meeting will be simulcast electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at:

https://slco.webex.com/slco/onstage/g.php?MTID=e978ceeb80941036b21740906fe754ee7

Individuals wishing to comment electronically must access the meeting using the Webex link above by the beginning of the “Public Comment” portion of the meeting. If an individual is unable to attend the meeting, they may also email their comments to councilwebex@slco.org by 10:00 AM the day of the meeting to have those comments distributed to the Council and read into the record at the appropriate time.

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. 

Please include ""Resident"" ahead of your first name when you join the meeting or you will
not be identified as wanting to give comment.

This website has helpful tips for using Webex for Events:
https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events
",,,,,,,,2,2
59117,3482,138,CALL TO ORDER ,,,,,,,,3,3
59118,3482,138,"Invocation - Reading or Thought - Pledge of Allegiance 

",,,,,,,,4,4
59119,3482,138,PUBLIC COMMENT,,,,,,,,5,5
59120,3482,138,"
",,,,,,,,6,6
59121,3482,138,REPORT OF ELECTED OFFICIALS: ,,,,,,,,7,7
59122,3482,138,County Council Members,,,,,,,,8,8
59123,3482,138,County Mayor,,,,,,,,9,9
59124,3482,138,Other Elected County Officials,,,,,,,,10,10
59125,3482,138,WORK SESSION,,,,,,,,11,11
59126,3482,138,PUBLIC HEARINGS AND ISSUANCE OF PUBLIC NOTICES,,,,,,,,12,12
59127,3482,138,PENDING LEGISLATIVE BUSINESS ,,,,,,,,13,13
59128,3482,138,POTENTIAL CLOSED SESSION,,,,,,,,14,14
59129,3482,138,APPROVAL OF TAX LETTERS,,,,,,,,15,15
59130,3482,138,ACCEPTANCE OF ETHICS DISCLOSURES ,,,,,,,,16,16
59131,3482,138,APPROVAL OF COUNCIL MEETING MINUTES,,,,,,,,17,17
59132,3482,138,OTHER ITEMS REQUIRING COUNCIL APPROVAL,,,,,,,,18,18
59133,3482,138,"PROCLAMATIONS, MEMORIALS, AND OTHER CEREMONIAL OR COMMEMORATIVE MATTERS",,,,,,,,19,19
59134,3482,138,OTHER BUSINESS,,,,,,,,20,20
59135,3482,138,ADJOURN,,,,,,,,21,21
59190,3485,138,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711.

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.",,,,,,,,1,
59191,3485,138,"This meeting will be simulcast electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at:

https://slco.webex.com/weblink/register/r169c4ea7c88dffa4f2f83db48dc0bd31

Individuals wishing to comment electronically must access the meeting using the Webex link above by the beginning of the “Public Comment” portion of the meeting. If an individual is unable to attend the meeting, they may also email their comments to councilwebex@slco.org by 10:00 AM the day of the meeting to have those comments distributed to the Council and read into the record at the appropriate time.

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. 

Please include ""Resident"" ahead of your first name when you join the meeting or you will
not be identified as wanting to give comment.

This website has helpful tips for using Webex for Events:
https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events
",,,,,,,,2,
59192,3485,138,CALL TO ORDER ,,,,,,,,3,1
59193,3485,138,"Invocation - Reading or Thought - Pledge of Allegiance 

",,,,,,,,4,2
59194,3485,138,PUBLIC COMMENT,,,,,,,,5,3
59196,3485,138,REPORT OF ELECTED OFFICIALS: ,,,,,,,,6,4
59197,3485,138,County Council Members,,,,,,,,7,5
59198,3485,138,County Mayor,,,,,,,,8,6
59199,3485,138,Other Elected County Officials,,,,,,,,9,7
59200,3485,138,WORK SESSION,,,,,,,,10,8
59201,3485,138,PUBLIC HEARINGS AND ISSUANCE OF PUBLIC NOTICES,,,,,,,,23,31
59202,3485,138,PENDING LEGISLATIVE BUSINESS ,,,,,,,,26,37
59203,3485,138,POTENTIAL CLOSED SESSION,,,,,,,,34,48
59204,3485,138,APPROVAL OF TAX LETTERS,,,,,,,,35,49
59205,3485,138,ACCEPTANCE OF ETHICS DISCLOSURES ,,,,,,,,36,50
59206,3485,138,APPROVAL OF COUNCIL MEETING MINUTES,,,,,,,,37,51
59207,3485,138,OTHER ITEMS REQUIRING COUNCIL APPROVAL,,,,,,,,39,54
59208,3485,138,"PROCLAMATIONS, MEMORIALS, AND OTHER CEREMONIAL OR COMMEMORATIVE MATTERS",,,,,,,,40,55
59209,3485,138,OTHER BUSINESS,,,,,,,,41,56
59210,3485,138,ADJOURN,,,,,,,,42,57
59211,3485,138,A Resolution of the Salt Lake County Council Approving the Filing of Appeals Before the Utah State Tax Commission.,9399,,Discussion Items,,,,,32,46
59249,3485,138,"Consideration of Local Emergency Planning Committee (LEPC) Reappointments:
·Kevin Arthur, Primary Children’s Hospital - Intermountain Healthcare Emergency Manager
·Ronald Lund, SLCo Environmental Health Director, Health Department.  

And Appointment:
·Emily Paskett, SLCo Environmental Program Director
  


",9386,,Discussion Items,,,,,31,45
59274,3485,138,"Approval of August 22, 2023 County Council Minutes",9412,,Discussion Items,Suzanne Harrison,Laurie Stringham,Pass,approved,38,52
59300,3485,138,CONSENT ITEMS,,,,Suzanne Harrison,Laurie Stringham,Pass,approved the Consent Agenda,30,43
59302,3485,138,Presentation of Audit of Countywide Policies,9415,,Discussion Items,,,,,22,30
59318,3485,138,Consideration of a Resolution of the Salt Lake County Council Revoking and Repealing Certain Countywide Policies,9428,,Discussion Items,Dave Alvord,Suzanne Harrison,Pass,approved,28,40
59319,3485,138,"Consideration of Amendments to Countywide Policy 2: Policy Enactment, Maintenance, and Implementation",9431,,Discussion Items,,,,,29,42
59321,3485,138,Public Hearing to Receive Comment About an Amendment to an Interlocal Cooperation Agreement Between Salt Lake County and the Redevelopment Agency of Midvale City Regarding the Midvale Main Street Community Development Area,9401,,Public Hearings and Notices,Arlyn Bradshaw,Suzanne Harrison,Pass,open the public hearing,25,34
59322,3485,138,Consideration of an Amendment to an Interlocal Cooperation Agreement Between Salt Lake County and Midvale Redevelopment Agency Regarding the Midvale Main Street Community Development Area,9402,,Discussion Items,Arlyn Bradshaw,Laurie Stringham,Pass,approved,27,38
59324,3485,138,"Acceptance of In-Kind Donations Above $1,000 to Animal Services During the 2nd Quarter 2023",9413,,Discussion Items,,,,,33,47
59327,3485,138,"Set a Public Hearing on 9/26/2023 to Receive Comment on an Application to Rezone a Property From A-1 to R-2-6.5 Located at 8335 S 1000 E, Unincorporated, Salt Lake County
",9417,,Public Hearings and Notices,Dave Alvord,Suzanne Harrison,Pass,approved,24,32
59331,3485,138,"Proposed Hire Report / Incentive Plans $3,000 and Under / Weekly Reclassification Report",9419,,Discussion Items,,,,,11,9
59332,3485,138,"Budget Adjustment: The Fleet Management Division requests $63,962 from Fleet Management Fund to reclassify a vacant Operations Manager position to an Associate Director position.",9421,,Discussion Items,Dave Alvord,Sheldon Stewart,Pass,approved,12,10
59334,3485,138,"Budget Adjustment: Youth Services requests $176,096 to replace the 4 rooftop units for the Christmas Box House facility with more efficient units with updated controls systems by utilizing under-expend from various capital projects.",9426,,Discussion Items,Sheldon Stewart,Dea Theodore,Pass,approved,13,12
59335,3485,138,"Budget Adjustment: Mayor’s Finance requests to increase the tax increment revenue and pass thru expenses by $500,000 for the Convention Center Hotel due to the updated 2023 estimated taxable value and the proposed tax rate.",9429,,Discussion Items,Arlyn Bradshaw,Dave Alvord,Pass,approved,14,14
59336,3485,138,Budget Adjustment: Facilities Services requests to increase their interfund revenues and pass-through expenditures by $1M. The increase was due to increased project costs due to inflation and outsourcing due to staff shortages.,9430,,Discussion Items,Arlyn Bradshaw,Laurie Stringham,Pass,approved,15,16
59337,3485,138,Budget Adjustment: This is a technical adjustment to move the $2M one-time contribution to the Utah AIDS Foundation from an ARPA project to a transformational initiative project.,9432,,Discussion Items,Arlyn Bradshaw,Ann Granato,Pass,approved,16,18
59338,3485,138,Budget Adjustment: The Office of Homelessness and Criminal Justice Reform requests 1.0 time-limited FTE for a Coordinated Entry Navigator. This position will be 100% funded with an existing coordinated entry grant; and will work out in the community to ensure unsheltered individuals are connected with the coordinated entry program and able to obtain housing with appropriate services.,9433,,Discussion Items,Laurie Stringham,Arlyn Bradshaw,Pass,approved,17,20
59339,3485,138,"Budget Adjustment: Engineering and Flood Control requests to transfer $2,061,551 from two different Jordan River projects to the Jordan River 2100 S Channel Improvements. This will cover all 3 phases of the project which expands 2+ years.",9434,,Discussion Items,Arlyn Bradshaw,Suzanne Harrison,Pass,approved,18,22
59341,3485,138,"Budget Adjustment: The Office of Regional Development requests to transfer $110,000 one-time from the Regional Projects Fund to the Housing and Community Development Division to prepare a required 5-year Consolidated Plan (2025-2029) for the administration of federal grant funds.",9436,,Discussion Items,Arlyn Bradshaw,Dave Alvord,Pass,approved,19,24
59342,3485,138,"Budget Adjustment: The Office of Regional Development (ORD) requests to transfer $28,500 one-time from the Regional Projects Fund to the ORD Admin budget to support a contract for consulting and analytical services to assist the County in obtaining federal grant funds.",9437,,Discussion Items,Laurie Stringham,Arlyn Bradshaw,Pass,approved,20,26
59343,3485,138,"Budget Adjustment: The Sheriff Office requests to utilize $1,689,798 of the Oxbow Jail Control room project to fund various other projects at the Oxbow.",9438,,Discussion Items,Laurie Stringham,Suzanne Harrison,Pass,approved,21,28
59411,3485,138,,,,,Arlyn Bradshaw,Laurie Stringham,Pass,closed the public hearing,,35
59412,3485,138,,,,,,,,,,11
59413,3485,138,,,,,,,,,,13
59414,3485,138,,,,,,,,,,15
59415,3485,138,,,,,,,,,,17
59416,3485,138,,,,,,,,,,19
59417,3485,138,,,,,,,,,,21
59418,3485,138,,,,,,,,,,23
59419,3485,138,,,,,,,,,,25
59420,3485,138,,,,,,,,,,27
59421,3485,138,,,,,,,,,,29
59422,3485,138,,,,,,,,,,33
59424,3485,138,,,,,,,,,,36
59425,3485,138,,,,,,,,,,39
59426,3485,138,,,,,,,,,,41
59427,3485,138,,,,,,,,,,44
59428,3485,138,,,,,,,,,,53
59275,3486,138,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711.

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.",,,,,,,,1,
59276,3486,138,"This meeting will be simulcast electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at:

hhttps://slco.webex.com/weblink/register/r4b6a5d86df49281b3633532607dacfa8

Individuals wishing to comment electronically must access the meeting using the Webex link above by the beginning of the “Public Comment” portion of the meeting. If an individual is unable to attend the meeting, they may also email their comments to councilwebex@slco.org by 10:00 AM the day of the meeting to have those comments distributed to the Council and read into the record at the appropriate time.

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. 

Please include ""Resident"" ahead of your first name when you join the meeting or you will
not be identified as wanting to give comment.

This website has helpful tips for using Webex for Events:
https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events
",,,,,,,,2,
59277,3486,138,CALL TO ORDER ,,,,,,,,3,1
59278,3486,138,"Invocation - Reading or Thought - Pledge of Allegiance 

",,,,,,,,4,2
59279,3486,138,PUBLIC COMMENT,,,,,,,,5,3
59281,3486,138,REPORT OF ELECTED OFFICIALS: ,,,,,,,,6,4
59282,3486,138,County Council Members,,,,,,,,7,5
59283,3486,138,County Mayor,,,,,,,,8,6
59284,3486,138,Other Elected County Officials,,,,,,,,9,7
59285,3486,138,WORK SESSION,,,,,,,,10,8
59286,3486,138,PUBLIC HEARINGS AND ISSUANCE OF PUBLIC NOTICES,,,,,,,,15,15
59287,3486,138,PENDING LEGISLATIVE BUSINESS ,,,,,,,,16,16
59288,3486,138,POTENTIAL CLOSED SESSION,,,,,,,,22,24
59289,3486,138,APPROVAL OF TAX LETTERS,,,,,,,,23,25
59290,3486,138,ACCEPTANCE OF ETHICS DISCLOSURES ,,,,,,,,25,28
59291,3486,138,APPROVAL OF COUNCIL MEETING MINUTES,,,,,,,,26,29
59292,3486,138,OTHER ITEMS REQUIRING COUNCIL APPROVAL,,,,,,,,28,32
59293,3486,138,"PROCLAMATIONS, MEMORIALS, AND OTHER CEREMONIAL OR COMMEMORATIVE MATTERS",,,,,,,,29,33
59294,3486,138,OTHER BUSINESS,,,,,,,,30,34
59295,3486,138,ADJOURN,,,,,,,,31,35
59296,3486,138,TIME CERTAIN ,,,,,,,,17,17
59298,3486,138,Council Advice and Consent of Mayor’s Appointment of Kelly Colopy as the Director of the Human Services Department. ,9414,,Discussion Items,Jim Bradley,Ann Granato,Pass,approved,18,18
59299,3486,138,CONSENT ITEMS,,,,Arlyn Bradshaw,Suzanne Harrison,Pass,approved,19,20
59359,3486,138,"Approval of August 29, 2023 County Council Minutes.",9444,,Minutes,Arlyn Bradshaw,Suzanne Harrison,Pass,approved,27,30
59360,3486,138,DMV Registration Refunds,9449,,Tax Letters,Arlyn Bradshaw,Suzanne Harrison,Pass,approved,24,26
59361,3486,138,Consideration of a Resolution of the Salt Lake County Council Authorizing the Transfer of Elk Run (Moonlight) Park and Elk Run Park from Salt Lake County to Magna Metro Township.,9424,,Discussion Items,,,,,20,22
59362,3486,138,"Proposed Hire Report / Incentive Plans $3,000 and Under / Weekly Reclassification Report",9450,,Discussion Items,,,,,12,10
59364,3486,138,"Consideration of an Interlocal Agreement (ILA) with Bluffdale Redevelopment Agency to Transfer $2,585,000 in Housing Set-Aside Funds to the SLCo Housing Trust Fund to Administer in Bluffdale in Accordance with the City's Moderate Income Housing Plan",9447,,Discussion Items,Arlyn Bradshaw,Ann Granato,Pass,approved,13,11
59365,3486,138,Consideration of a Resolution of the Salt Lake County Council Approving and Authorizing Execution of an Amendment to the Interlocal Cooperation Agreement Between Salt Lake County and Murray City to Extend the Expenditure Deadline and Reporting Deadlines,9448,,Discussion Items,Ann Granato,Suzanne Harrison,Pass,approved,14,13
59366,3486,138,Consideration of a Resolution of the Salt Lake County Council Authorizing the Execution of a Subdivision Plat in Kearns Metro Township,9451,,Discussion Items,,,,,21,23
59369,3486,138,Annual Meeting with Granite Community Council to Discuss Its Priorities and Budget,9453,,Discussion Items,,,,,11,9
59460,3486,138,,,,,,,,,,12
59461,3486,138,,,,,,,,,,14
59462,3486,138,,,,,,,,,,19
59463,3486,138,,,,,,,,,,21
59464,3486,138,,,,,,,,,,27
59465,3486,138,,,,,,,,,,31
59383,3488,138,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711.

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.",,,,,,,,1,
59384,3488,138,"This meeting will be simulcast electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at:

https://slco.webex.com/weblink/register/r31539ac24a03a83417f3d241336ff0a5

Individuals wishing to comment electronically must access the meeting using the Webex link above by the beginning of the “Public Comment” portion of the meeting. If an individual is unable to attend the meeting, they may also email their comments to councilwebex@slco.org by 10:00 AM the day of the meeting to have those comments distributed to the Council and read into the record at the appropriate time.

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. 

Please include ""Resident"" ahead of your first name when you join the meeting or you will
not be identified as wanting to give comment.

This website has helpful tips for using Webex for Events:
https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events
",,,,,,,,2,
59385,3488,138,CALL TO ORDER ,,,,,,,,3,1
59386,3488,138,"Invocation - Reading or Thought - Pledge of Allegiance 

",,,,,,,,4,2
59387,3488,138,PUBLIC COMMENT,,,,,,,,5,3
59389,3488,138,REPORT OF ELECTED OFFICIALS: ,,,,,,,,6,4
59390,3488,138,County Council Members,,,,,,,,7,5
59391,3488,138,County Mayor,,,,,,,,8,6
59392,3488,138,Other Elected County Officials,,,,,,,,9,7
59393,3488,138,WORK SESSION,,,,,,,,10,8
59395,3488,138,PUBLIC HEARINGS AND ISSUANCE OF PUBLIC NOTICES,,,,,,,,13,11
59396,3488,138,"Public Hearing on Application by Justin Taylor to Rezone a Property From A-1 to R-2-6.5 Located at 8335 S 1000 E, Unincorporated, Salt Lake County
",9420,,Public Hearings and Notices,Suzanne Harrison,Ann Granato,Pass,open the public hearing,14,12
59397,3488,138,PENDING LEGISLATIVE BUSINESS ,,,,,,,,15,15
59399,3488,138,APPROVAL OF TAX LETTERS,,,,,,,,19,20
59400,3488,138,Tax Record Adjustments - Tax Relief,9463,,Tax Letters,Arlyn Bradshaw,Laurie Stringham,Pass,approved,20,21
59401,3488,138,DMV Registration Refunds,9468,,Tax Letters,Arlyn Bradshaw,Laurie Stringham,Pass,approved,21,23
59402,3488,138,ACCEPTANCE OF ETHICS DISCLOSURES ,,,,,,,,22,25
59403,3488,138,APPROVAL OF COUNCIL MEETING MINUTES,,,,,,,,23,26
59404,3488,138,OTHER ITEMS REQUIRING COUNCIL APPROVAL,,,,,,,,24,27
59405,3488,138,"PROCLAMATIONS, MEMORIALS, AND OTHER CEREMONIAL OR COMMEMORATIVE MATTERS",,,,,,,,25,28
59406,3488,138,OTHER BUSINESS,,,,,,,,26,29
59407,3488,138,ADJOURN,,,,,,,,27,30
59408,3488,138,"Proposed Hire Report / Incentive Plans - $3,000 and Under / Weekly Reclassification Report",9466,,Discussion Items,,,,,11,9
59410,3488,138,"Consideration of a Resolution of the Salt Lake County Council Approving and Authorizing the Execution of an Interlocal Cooperation Agreement with the Town of Alta, Town of Brighton, Bluffdale City, Copperton Metro Township, Cottonwood Heights City, Draper City, Emigration Canyon Metro Township, Holladay City, Kearns Metro Township, Magna Metro Township, Midvale City Corp., City Of Millcreek, Murray City, Riverton City, City of South Salt Lake, And White City Metro Township Relating to the Conduct of the Community Development Block Grant Program, Emergency Solutions Grant Program, And The Home Investment Partnership Program, and Approving and Authorizing the Execution of an Interlocal Cooperation Agreement with Herriman City for the County to Administer Herriman City’s CDBG Funds, and Joint Request from the County and Herriman City to HUD Establishing their Relationship with Respect to the Administration of Herriman City’s CDBG Funds",9456,,Discussion Items,Laurie Stringham,Sheldon Stewart,Pass,approved,17,17
59433,3488,138,CONSENT ITEMS,,,,,,,,18,19
59436,3488,138,"First Reading of an Ordinance, Amending Title 19, Entitled “Zoning” of the Salt Lake County code of Ordinances, 2001, By Reclassifying Certain Property Located In Salt Lake County From The A-1 Zone (Agriculture, Ten Thousand Square Feet Minimum Lot Size) To The R-2-6.5 Zone (Residential, 4,000 Square Feet For A Lot Containing 1 Unit Of A Two-Family Dwelling, 6,000 Square Feet For A Single-Family Dwelling, 6,500 Square Ft For A Two-Family Dwelling, Or 8,000 Square Feet For Any Other Main Building)",9473,,Discussion Items,,,,,16,16
59466,3488,138,Presentation of Audit of Payroll at the SLCO Health Department,9467,,Discussion Items,,,,,12,10
59650,3488,138,,,,,Arlyn Bradshaw,Dave Alvord,Pass,closed the public hearing,,13
59651,3488,138,,,,,,,,,,14
59652,3488,138,,,,,,,,,,18
59653,3488,138,,,,,,,,,,22
59654,3488,138,,,,,,,,,,24
59437,3491,138,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711.

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.",,,,,,,,1,
59438,3491,138,"This meeting will be simulcast electronically via Webex Events. Agendas, audio live-streams and recordings, and meeting minutes can be accessed at slco.legistar.com. The Council will also broadcast live-streams of its meetings on Facebook Live, which may be accessed at http://www.facebook.com/slcocouncil/, and through Cisco Webex, which may be accessed at:

https://slco.webex.com/weblink/register/r87ec2e2c86e36aebf916d1d329cc4476

Individuals wishing to comment electronically must access the meeting using the Webex link above by the beginning of the “Public Comment” portion of the meeting. If an individual is unable to attend the meeting, they may also email their comments to councilwebex@slco.org by 10:00 AM the day of the meeting to have those comments distributed to the Council and read into the record at the appropriate time.

The first time you join via the link may take longer to get through the set-up steps. Please plan accordingly. 

Please include ""Resident"" ahead of your first name when you join the meeting or you will
not be identified as wanting to give comment.

This website has helpful tips for using Webex for Events:
https://help.webex.com/ld-7srxjs-CiscoWebexEvents/Webex-Events
",,,,,,,,2,
59439,3491,138,CALL TO ORDER ,,,,,,,,3,1
59440,3491,138,"Invocation - Reading or Thought - Pledge of Allegiance 

",,,,,,,,4,2
59441,3491,138,PUBLIC COMMENT,,,,,,,,10,8
59443,3491,138,REPORT OF ELECTED OFFICIALS: ,,,,,,,,11,9
59444,3491,138,County Council Members,,,,,,,,12,10
59445,3491,138,County Mayor,,,,,,,,13,11
59446,3491,138,Other Elected County Officials,,,,,,,,14,12
59447,3491,138,WORK SESSION CONT'D,,,,,,,,15,13
59448,3491,138,PUBLIC HEARINGS AND ISSUANCE OF PUBLIC NOTICES,,,,,,,,22,20
59449,3491,138,PENDING LEGISLATIVE BUSINESS ,,,,,,,,23,21
59451,3491,138,APPROVAL OF TAX LETTERS,,,,,,,,29,31
59452,3491,138,ACCEPTANCE OF ETHICS DISCLOSURES ,,,,,,,,30,32
59453,3491,138,APPROVAL OF COUNCIL MEETING MINUTES,,,,,,,,32,35
59454,3491,138,OTHER ITEMS REQUIRING COUNCIL APPROVAL,,,,,,,,34,38
59455,3491,138,"PROCLAMATIONS, MEMORIALS, AND OTHER CEREMONIAL OR COMMEMORATIVE MATTERS",,,,,,,,35,39
59456,3491,138,OTHER BUSINESS,,,,,,,,36,40
59457,3491,138,ADJOURN,,,,,,,,37,41
59751,3491,138,"Approval of October 3, 2023 County Council Minutes",9549,,Minutes,Suzanne Harrison,Laurie Stringham,Pass,approved,33,36
59752,3491,138,Informational Presentation of the Countywide Deferred Revenue Audit,9552,,Discussion Items,,,,,19,17
59753,3491,138,Informational Presentation on Puma,9541,,Tax Letters,,,,,18,16
59754,3491,138,Informational Presentation for GIS Licensing Costs for 2024,9560,,Discussion Items,,,,,21,19
59755,3491,138,CONSENT ITEMS,,,,Suzanne Harrison,Laurie Stringham,,,27,27
59757,3491,138,Conflict of Interest Disclosure Statements - Arts & Culture - Employee,9557,,Discussion Items,Suzanne Harrison,Laurie Stringham,Pass,read into the record,31,33
59758,3491,138,Consideration of a Resolution of the Salt Lake County Council Authorizing an Agreement with Rocky Mountain Power for the Purpose of Participating in the Community Renewable Energy Act Program,9562,,Discussion Items,,,,,26,26
59759,3491,138,Consideration of an Additional Waiver Request of Municipal Solid Waste Fees for up to 1500 tons in 2023 to Support Health Department Sanitation Efforts,9515,,Discussion Items,Suzanne Harrison,Ann Granato,Pass,approved,28,29
59760,3491,138,Informational Update on the EPIC Project,9555,,Discussion Items,,,,,7,5
59765,3491,138,"Second Reading and Possible Adoption of Ordinance of the
Legislative Body of Salt Lake County, Utah, Amending
Section 11.20.050 of the Salt Lake County Code of
Ordinances, 2001, Entitled “Parking Prohibited in Specified
Areas,” Section 11.20.150 of the Salt Lake County Code of
Ordinances, 2001, Entitled “Stopping, Standing and Parking:
Liability,” and Section 11.20.170 of the Salt Lake County
Code of Ordinances, 2001, Entitled “Stopping, Standing and
Parking: Penalty” to Establish Strict Liability and Civil
Penalties for Unauthorized Use of Streets",9561,,Discussion Items,Suzanne Harrison,Laurie Stringham,Pass,approved,24,22
59767,3491,138,"Proposed Hire Report / Incentive Plans - $3,000 and Under / Weekly Reclassification Report",9556,,Discussion Items,,,,,16,14
59769,3491,138,Economic Update from the Kem C. Gardner Policy Institute,9568,,Discussion Items,,,,,6,4
59770,3491,138,Salt Lake County 2024 Revenue Projections,9566,,Discussion Items,,,,,17,15
59772,3491,138,Surveyor’s Response to Countywide Deferred Revenue Audit,9569,,Discussion Items,,,,,20,18
59773,3491,138,WORK SESSION ,,,,,,,,5,3
59774,3491,138,RECESS - RECONVENE AT 1:30PM,,,,,,,,9,7
59778,3491,138,Consideration of a Resolution Of the County Council of Salt Lake County Approving and Authorizing Delegation of Authority to Reduce Parking Violation Penalties,9571,,Discussion Items,Suzanne Harrison,Ann Granato,Pass,approved,25,24
59782,3491,138,Total Rewards Market Overview,9572,,Discussion Items,,,,,8,6
60014,3491,138,,,,,,,,,,23
60015,3491,138,,,,,,,,,,25
60016,3491,138,,,,,,,,,,28
60017,3491,138,,,,,,,,,,30
60018,3491,138,,,,,,,,,,34
60019,3491,138,,,,,,,,,,37
59467,3492,138,"Upon request and with three working days’ notice, Salt Lake County will provide free auxiliary aids and services to qualified individuals (including sign language interpreters, alternative formats, etc.). For assistance, please call (385) 468-7500 – TTY 711.

Members of the Council may participate electronically. Meetings may be closed for reasons allowed by statute. Motions relating to any of the items listed below, including final action, may be taken.",,,,,,,,1,
