date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,seat,source,original_url,tyler_node,tyler_attachment_id,date_precision,duplicate_of,matched_election_candidate,join_confidence
2023-11-14,Bryn Heather Johnson,Council,2023,interim,7-day pre-General (due 2023-11-14),"2023 Bryn Heather Johnson (Council) — Johnson, B 20231114.pdf",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Johnson__B_20231114.pdf.pdf?id=DOC362S262.A2&parent=DOC362S262,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC362S262_A2_Johnson_B_20231114.pdf,,tyler_cm_grama_portal,,DOC362S262,DOC362S262.A2,from_filename,,BRYN HEATHER JOHNSON,high
2023-11-14,Cal Roberts,Council,2023,interim,7-day pre-General (due 2023-11-14),"2023 Cal Roberts (Council) — Roberts, C 20231114",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Roberts__C_20231114.pdf?id=DOC362S261.A3&parent=DOC362S261,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC362S261_A3_Roberts_C_20231114.pdf,,tyler_cm_grama_portal,,DOC362S261,DOC362S261.A3,from_filename,,CAL ROBERTS,high
2023-11-14,Fred Lowry,Council,2023,interim,7-day pre-General (due 2023-11-14),"2023 Fred Lowry (Council) — Lowry, F 20231114.pdf",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Lowry__F_20231114.pdf.pdf?id=DOC362S263.A2&parent=DOC362S263,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC362S263_A2_Lowry_F_20231114.pdf,,tyler_cm_grama_portal,,DOC362S263,DOC362S263.A2,from_filename,,FRED LOWRY,high
2023-11-14,Jordan Davis,Council,2023,interim,7-day pre-General (due 2023-11-14),"2023 Jordan Davis (Council) — Davis, J 20231114.pdf",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Davis__J_20231114.pdf.pdf?id=DOC362S265.A2&parent=DOC362S265,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC362S265_A2_Davis_J_20231114.pdf,,tyler_cm_grama_portal,,DOC362S265,DOC362S265.A2,from_filename,,JORDAN DAVIS,high
2023-11-14,Lucky Bovo,Council,2023,interim,7-day pre-General (due 2023-11-14),"2023 Lucky Bovo (Council) — Bovo, L 20231114_Redacted",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Bovo__L_20231114_Redacted.pdf?id=DOC362S260.A2&parent=DOC362S260,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC362S260_A2_Bovo_L_20231114_Redacted.pdf,,tyler_cm_grama_portal,,DOC362S260,DOC362S260.A2,from_filename,,LUCKY T. BOVO,high
2023-11-14,Terry Smith,Council,2023,interim,7-day pre-General (due 2023-11-14),"2023 Terry Smith (Council) — Smith, T 20231114",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Smith__T_20231114.pdf?id=DOC362S266.A2&parent=DOC362S266,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC362S266_A2_Smith_T_20231114.pdf,,tyler_cm_grama_portal,,DOC362S266,DOC362S266.A2,from_filename,,TERRY SMITH,high
2023-12-21,Bryn Heather Johnson,Council,2023,summary,Post-General final (due 2023-12-21),"2023 Bryn Heather Johnson (Council) — Johnson, B 20231221.pdf",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Johnson__B_20231221.pdf.pdf?id=DOC362S262.A3&parent=DOC362S262,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC362S262_A3_Johnson_B_20231221.pdf,,tyler_cm_grama_portal,,DOC362S262,DOC362S262.A3,from_filename,,BRYN HEATHER JOHNSON,high
2023-12-21,Cal Roberts,Council,2023,summary,Post-General final (due 2023-12-21),"2023 Cal Roberts (Council) — Roberts, C 20231221",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Roberts__C_20231221.pdf?id=DOC362S261.A1&parent=DOC362S261,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC362S261_A1_Roberts_C_20231221.pdf,,tyler_cm_grama_portal,,DOC362S261,DOC362S261.A1,from_filename,,CAL ROBERTS,high
2023-12-21,Fred Lowry,Council,2023,summary,Post-General final (due 2023-12-21),"2023 Fred Lowry (Council) — Lowry, F 20231221.pdf",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Lowry__F_20231221.pdf.pdf?id=DOC362S263.A3&parent=DOC362S263,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC362S263_A3_Lowry_F_20231221.pdf,,tyler_cm_grama_portal,,DOC362S263,DOC362S263.A3,from_filename,,FRED LOWRY,high
2023-12-21,Jordan Davis,Council,2023,summary,Post-General final (due 2023-12-21),"2023 Jordan Davis (Council) — Davis, J 20231221.pdf",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Davis__J_20231221.pdf.pdf?id=DOC362S265.A3&parent=DOC362S265,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC362S265_A3_Davis_J_20231221.pdf,,tyler_cm_grama_portal,,DOC362S265,DOC362S265.A3,from_filename,,JORDAN DAVIS,high
2023-12-21,Terry Smith,Council,2023,summary,Post-General final (due 2023-12-21),"2023 Terry Smith (Council) — Smith, T 20231221",https://drapercityut.contentmanager.tylerapp.com/tylercm/eagleweb/downloads/Smith__T_20231221.pdf?id=DOC362S266.A3&parent=DOC362S266,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/tyler_DOC362S266_A3_Smith_T_20231221.pdf,,tyler_cm_grama_portal,,DOC362S266,DOC362S266.A3,from_filename,,TERRY SMITH,high
2025-08-05,Brad Byington,Council,2025,interim,Pre-Primary (due 2025-08-05),"2025 Brad Byington (Council, 2-year seat) — Pre-Primary (due 2025-08-05) campaign finance report",https://www.draperutah.gov/media/llhdqxs4/2025_08_05-campaign-finance-report_brad-byington_redacted.pdf,2026-07-13,text,"none (raw acquisition; born-digital, pdftotext-ready)",raw/llhdqxs4_2025_08_05-campaign-finance-report_brad-byington_redacted.pdf,council-2yr,city_website,,,,est_report_class,,BRAD BYINGTON,high
2025-08-05,Evan Sorensen,Council,2025,interim,Pre-Primary (due 2025-08-05),"2025 Evan Sorensen (Council, 2-year seat) — Pre-Primary (due 2025-08-05) campaign finance report",https://www.draperutah.gov/media/xzqbrkkt/2025-08-05_campaign-finance-disclosure_evan-sorensen.pdf,2026-07-13,text,"none (raw acquisition; born-digital, pdftotext-ready)",raw/xzqbrkkt_2025-08-05_campaign-finance-disclosure_evan-sorensen.pdf,council-2yr,city_website,,,,est_report_class,,EVAN SORENSEN,high
2025-08-05,Kathryn Dahlin,Council,2025,interim,Pre-Primary (due 2025-08-05),"2025 Kathryn Dahlin (Council, 2-year seat) — Pre-Primary (due 2025-08-05) campaign finance report",https://www.draperutah.gov/media/myybfv2s/2025-08-05_campaign-finance-disclosure_-kathryn-dahlin_redacted.pdf,2026-07-13,text,"none (raw acquisition; born-digital, pdftotext-ready)",raw/myybfv2s_2025-08-05_campaign-finance-disclosure_-kathryn-dahlin_redacted.pdf,council-2yr,city_website,,,,est_report_class,,KATHRYN DAHLIN,high
2025-08-05,Oliver Herrera Schuster,Council,2025,interim,Pre-Primary (due 2025-08-05),"2025 Oliver Herrera Schuster (Council, 2-year seat) — Pre-Primary (due 2025-08-05) campaign finance report",https://www.draperutah.gov/media/on1b015w/2025-08-05_campaign-finance-disclosure_-oliver-herrera-schuster_redacted.pdf,2026-07-13,text,"none (raw acquisition; born-digital, pdftotext-ready)",raw/on1b015w_2025-08-05_campaign-finance-disclosure_-oliver-herrera-schuster_redacted.pdf,council-2yr,city_website,,,,est_report_class,,OLIVER HERRERA SCHUSTER,high
2025-09-11,Evan Sorensen,Council,2025,summary,Eliminated-in-Primary final (due 2025-09-11),"2025 Evan Sorensen (Council, 2-year seat) — Eliminated-in-Primary final (due 2025-09-11) campaign finance report",https://www.draperutah.gov/media/kbxdbeut/evan-sorensen-9-11-2025-campaign-finance-report.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/kbxdbeut_evan-sorensen-9-11-2025-campaign-finance-report.pdf,council-2yr,city_website,,,,est_report_class,,EVAN SORENSEN,high
2025-09-11,Oliver Herrera Schuster,Council,2025,summary,Eliminated-in-Primary final (due 2025-09-11),"2025 Oliver Herrera Schuster (Council, 2-year seat) — Eliminated-in-Primary final (due 2025-09-11) campaign finance report",https://www.draperutah.gov/media/st4h3uqd/oliver-herrera-schuster-9-11-2025-campaign-finance-report.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/st4h3uqd_oliver-herrera-schuster-9-11-2025-campaign-finance-report.pdf,council-2yr,city_website,,,,est_report_class,,OLIVER HERRERA SCHUSTER,high
2025-10-07,Brad Byington,Council,2025,interim,28-day pre-General (due 2025-10-07),"2025 Brad Byington (Council, 2-year seat) — 28-day pre-General (due 2025-10-07) campaign finance report",https://www.draperutah.gov/media/wwhhom5j/10-07-2025-brad-byington-campaign-finance-report_redacted.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/wwhhom5j_10-07-2025-brad-byington-campaign-finance-report_redacted.pdf,council-2yr,city_website,,,,est_report_class,,BRAD BYINGTON,high
2025-10-07,Braxten Rutherford,Mayor,2025,interim,28-day pre-General (due 2025-10-07),2025 Braxten Rutherford (Mayor) — 28-day pre-General (due 2025-10-07) campaign finance report,https://www.draperutah.gov/media/0n2fval1/10-07-2025-braxten-rutherford-campaign-finance-repoert.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/0n2fval1_10-07-2025-braxten-rutherford-campaign-finance-repoert.pdf,mayor,city_website,,,,est_report_class,,BRAXTEN RUTHERFORD,high
2025-10-07,Kathryn Dahlin,Council,2025,interim,28-day pre-General (due 2025-10-07),"2025 Kathryn Dahlin (Council, 2-year seat) — 28-day pre-General (due 2025-10-07) campaign finance report",https://www.draperutah.gov/media/kkopy0xk/10-07-2025-kathryn-dahlin-campaign-finance-report_redacted.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/kkopy0xk_10-07-2025-kathryn-dahlin-campaign-finance-report_redacted.pdf,council-2yr,city_website,,,,est_report_class,,KATHRYN DAHLIN,high
2025-10-07,Mike Green,Council,2025,interim,28-day pre-General (due 2025-10-07),2025 Mike Green (Council) — 28-day pre-General (due 2025-10-07) campaign finance report,https://www.draperutah.gov/media/azfh3x2x/10-07-2025-mike-green-campaign-finance-report_redacted.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/azfh3x2x_10-07-2025-mike-green-campaign-finance-report_redacted.pdf,council-4yr,city_website,,,,est_report_class,,,none
2025-10-07,Tasha Lowery,Council,2025,interim,28-day pre-General (due 2025-10-07),2025 Tasha Lowery (Council) — 28-day pre-General (due 2025-10-07) campaign finance report,https://www.draperutah.gov/media/5fffrl5i/10-07-2025-tasha-lowery-campaign-finance-report.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/5fffrl5i_10-07-2025-tasha-lowery-campaign-finance-report.pdf,council-4yr,city_website,,,,est_report_class,,,none
2025-10-07,Troy K. Walker,Mayor,2025,interim,28-day pre-General (due 2025-10-07),2025 Troy K. Walker (Mayor) — 28-day pre-General (due 2025-10-07) campaign finance report,https://www.draperutah.gov/media/h5hdzdgi/10-07-2025-troy-k-walker-campaign-finance-report.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/h5hdzdgi_10-07-2025-troy-k-walker-campaign-finance-report.pdf,mayor,city_website,,,,est_report_class,,TROY K. WALKER,high
2025-10-28,Brad Byington,Council,2025,interim,7-day pre-General (due 2025-10-28),"2025 Brad Byington (Council, 2-year seat) — 7-day pre-General (due 2025-10-28) campaign finance report",https://www.draperutah.gov/media/yoahq5su/10-28-25-brad-byington-campaign-finance-report_redacted.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/yoahq5su_10-28-25-brad-byington-campaign-finance-report_redacted.pdf,council-2yr,city_website,,,,est_report_class,,BRAD BYINGTON,high
2025-10-28,Braxten Rutherford,Mayor,2025,interim,7-day pre-General (due 2025-10-28),2025 Braxten Rutherford (Mayor) — 7-day pre-General (due 2025-10-28) campaign finance report,https://www.draperutah.gov/media/q3glos33/10-28-25-braxten-rutherford-campaign-finance-report.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/q3glos33_10-28-25-braxten-rutherford-campaign-finance-report.pdf,mayor,city_website,,,,est_report_class,,BRAXTEN RUTHERFORD,high
2025-10-28,Kathryn Dahlin,Council,2025,interim,7-day pre-General (due 2025-10-28),"2025 Kathryn Dahlin (Council, 2-year seat) — 7-day pre-General (due 2025-10-28) campaign finance report",https://www.draperutah.gov/media/bxfom1yy/10-28-25-kathryn-dahlin-campaign-finance-report_redacted.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/bxfom1yy_10-28-25-kathryn-dahlin-campaign-finance-report_redacted.pdf,council-2yr,city_website,,,,est_report_class,,KATHRYN DAHLIN,high
2025-10-28,Mike Green,Council,2025,interim,7-day pre-General (due 2025-10-28),2025 Mike Green (Council) — 7-day pre-General (due 2025-10-28) campaign finance report,https://www.draperutah.gov/media/5kmbeqg5/10-28-25-mike-green-campaign-finance-disclosure_redacted.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/5kmbeqg5_10-28-25-mike-green-campaign-finance-disclosure_redacted.pdf,council-4yr,city_website,,,,est_report_class,,,none
2025-10-28,Tasha Lowery,Council,2025,interim,7-day pre-General (due 2025-10-28),2025 Tasha Lowery (Council) — 7-day pre-General (due 2025-10-28) campaign finance report,https://www.draperutah.gov/media/hnli2h3g/10-28-25-tasha-lowery-campaign-finance-report.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/hnli2h3g_10-28-25-tasha-lowery-campaign-finance-report.pdf,council-4yr,city_website,,,,est_report_class,,,none
2025-10-28,Troy K. Walker,Mayor,2025,interim,7-day pre-General (due 2025-10-28),2025 Troy K. Walker (Mayor) — 7-day pre-General (due 2025-10-28) campaign finance report,https://www.draperutah.gov/media/jjofmjp4/10-28-25-troy-walker-campaign-finance-report.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/jjofmjp4_10-28-25-troy-walker-campaign-finance-report.pdf,mayor,city_website,,,,est_report_class,,TROY K. WALKER,high
2025-12-04,Brad Byington,Council,2025,summary,Post-General final (due 2025-12-04),"2025 Brad Byington (Council, 2-year seat) — Post-General final (due 2025-12-04) campaign finance report",https://www.draperutah.gov/media/gnlnkbbx/12-04-25-brad-byington-campaign-finance-report_redacted.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/gnlnkbbx_12-04-25-brad-byington-campaign-finance-report_redacted.pdf,council-2yr,city_website,,,,est_report_class,,BRAD BYINGTON,high
2025-12-04,Kathryn Dahlin,Council,2025,summary,Post-General final (due 2025-12-04),"2025 Kathryn Dahlin (Council, 2-year seat) — Post-General final (due 2025-12-04) campaign finance report",https://www.draperutah.gov/media/1puc2uzr/12-04-25-kathryn-dahlin-campaign-finance-report_redacted.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/1puc2uzr_12-04-25-kathryn-dahlin-campaign-finance-report_redacted.pdf,council-2yr,city_website,,,,est_report_class,,KATHRYN DAHLIN,high
2025-12-04,Mike Green,Council,2025,summary,Post-General final (due 2025-12-04),2025 Mike Green (Council) — Post-General final (due 2025-12-04) campaign finance report,https://www.draperutah.gov/media/um0gdbg2/12-04-25-mike-green-campaign-finance-report_redacted.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/um0gdbg2_12-04-25-mike-green-campaign-finance-report_redacted.pdf,council-4yr,city_website,,,,est_report_class,,,none
2025-12-04,Tasha Lowery,Council,2025,summary,Post-General final (due 2025-12-04),2025 Tasha Lowery (Council) — Post-General final (due 2025-12-04) campaign finance report,https://www.draperutah.gov/media/lw2n5jxt/12-04-25-tasha-lowery-campaign-finance-report.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/lw2n5jxt_12-04-25-tasha-lowery-campaign-finance-report.pdf,council-4yr,city_website,,,,est_report_class,,,none
2025-12-04,Troy K. Walker,Mayor,2025,summary,Post-General final (due 2025-12-04),2025 Troy K. Walker (Mayor) — Post-General final (due 2025-12-04) campaign finance report,https://www.draperutah.gov/media/mpghpsid/12-04-25-troy-k-walker-campaign-finance-report.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/mpghpsid_12-04-25-troy-k-walker-campaign-finance-report.pdf,mayor,city_website,,,,est_report_class,,TROY K. WALKER,high
