date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,event_id,size_mb,stored_locally
2024-03-20,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=673,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-03-20/PlanningCommission_e287_agenda.pdf,287,0.16,yes
2024-03-20,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=674,plainText=false)",,na,civicclerk_odata,,287,99.309,no
2024-03-27,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=678,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-03-27/Council_e321_agenda.pdf,321,0.138,yes
2024-04-09,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=679,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-04-09/Council_e322_agenda.pdf,322,0.231,yes
2024-04-09,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=680,plainText=false)",,na,civicclerk_odata,,322,23.013,no
2024-04-17,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=681,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-04-17/PlanningCommission_e288_agenda.pdf,288,0.16,yes
2024-04-17,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=683,plainText=false)",,na,civicclerk_odata,,288,38.766,no
2024-04-23,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=694,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-04-23/Council_e323_agenda.pdf,323,0.23,yes
2024-04-23,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=695,plainText=false)",,na,civicclerk_odata,,323,20.243,no
2024-04-25,One Time Event,Council,One Time Event,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=697,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-04-25/Council_e337_agenda.pdf,337,0.148,yes
2024-04-30,One Time Event,Council,One Time Event,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=702,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-04-30/Council_e338_agenda.pdf,338,0.152,yes
2024-05-01,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=700,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-05-01/PlanningCommission_e289_agenda.pdf,289,0.152,yes
2024-05-01,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=701,plainText=false)",,na,civicclerk_odata,,289,13.03,no
2024-05-07,One Time Event,Council,One Time Event,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=704,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-05-07/Council_e339_agenda.pdf,339,0.138,yes
2024-05-14,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=707,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-05-14/Council_e324_agenda.pdf,324,0.268,yes
2024-05-14,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=708,plainText=false)",,na,civicclerk_odata,,324,9.644,no
2024-05-15,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=705,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-05-15/PlanningCommission_e291_agenda.pdf,291,0.205,yes
2024-05-15,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=706,plainText=false)",,na,civicclerk_odata,,291,31.449,no
2024-05-28,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=713,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-05-28/Council_e325_agenda.pdf,325,0.25,yes
2024-05-28,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=714,plainText=false)",,na,civicclerk_odata,,325,10.729,no
2024-06-05,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=718,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-06-05/PlanningCommission_e290_agenda.pdf,290,0.152,yes
2024-06-05,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=719,plainText=false)",,na,civicclerk_odata,,290,8.457,no
2024-06-18,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=729,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-06-18/Council_e326_agenda.pdf,326,0.281,yes
2024-06-18,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=730,plainText=false)",,na,civicclerk_odata,,326,71.762,no
2024-06-19,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=725,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-06-19/PlanningCommission_e292_agenda.pdf,292,0.172,yes
2024-06-19,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=726,plainText=false)",,na,civicclerk_odata,,292,9.215,no
2024-07-03,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=736,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-07-03/PlanningCommission_e293_agenda.pdf,293,0.157,yes
2024-07-03,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=737,plainText=false)",,na,civicclerk_odata,,293,17.695,no
2024-07-09,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=739,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-07-09/Council_e327_agenda.pdf,327,0.208,yes
2024-07-09,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=740,plainText=false)",,na,civicclerk_odata,,327,0.599,no
2024-07-17,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=744,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-07-17/PlanningCommission_e295_agenda.pdf,295,0.148,yes
2024-07-17,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=745,plainText=false)",,na,civicclerk_odata,,295,57.073,no
2024-08-07,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=748,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-08-07/PlanningCommission_e296_agenda.pdf,296,0.192,yes
2024-08-07,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=750,plainText=false)",,na,civicclerk_odata,,296,149.005,no
2024-08-13,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=753,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-08-13/Council_e328_agenda.pdf,328,0.22,yes
2024-08-13,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=754,plainText=false)",,na,civicclerk_odata,,328,32.192,no
2024-08-20,One Time Event,Council,One Time Event,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=759,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-08-20/Council_e341_agenda.pdf,341,0.153,yes
2024-08-21,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=757,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-08-21/PlanningCommission_e297_agenda.pdf,297,0.15,yes
2024-08-21,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=758,plainText=false)",,na,civicclerk_odata,,297,37.427,no
2024-08-27,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=766,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-08-27/Council_e329_agenda.pdf,329,0.239,yes
2024-08-27,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=767,plainText=false)",,na,civicclerk_odata,,329,80.267,no
2024-09-04,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=768,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-09-04/PlanningCommission_e298_agenda.pdf,298,0.157,yes
2024-09-04,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=770,plainText=false)",,na,civicclerk_odata,,298,43.12,no
2024-09-17,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=774,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-09-17/Council_e331_agenda.pdf,331,0.212,yes
2024-09-17,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=775,plainText=false)",,na,civicclerk_odata,,331,0.723,no
2024-09-18,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=771,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-09-18/PlanningCommission_e299_agenda.pdf,299,0.153,yes
2024-09-18,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=773,plainText=false)",,na,civicclerk_odata,,299,50.017,no
2024-10-02,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=779,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-10-02/PlanningCommission_e300_agenda.pdf,300,0.136,yes
2024-10-08,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=780,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-10-08/Council_e332_agenda.pdf,332,0.2,yes
2024-10-08,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=781,plainText=false)",,na,civicclerk_odata,,332,1.004,no
2024-10-16,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=783,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-10-16/PlanningCommission_e301_agenda.pdf,301,0.149,yes
2024-10-16,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=784,plainText=false)",,na,civicclerk_odata,,301,4.878,no
2024-10-29,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=785,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-10-29/Council_e333_agenda.pdf,333,0.202,yes
2024-10-29,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=786,plainText=false)",,na,civicclerk_odata,,333,0.591,no
2024-11-06,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=789,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-11-06/PlanningCommission_e302_agenda.pdf,302,0.16,yes
2024-11-06,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=792,plainText=false)",,na,civicclerk_odata,,302,40.725,no
2024-11-19,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=793,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-11-19/Council_e334_agenda.pdf,334,0.116,yes
2024-11-20,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=794,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-11-20/PlanningCommission_e303_agenda.pdf,303,0.162,yes
2024-11-20,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=797,plainText=false)",,na,civicclerk_odata,,303,4.205,no
2024-12-10,City Council,Council,City Council,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=806,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-12-10/Council_e335_agenda.pdf,335,0.291,yes
2024-12-10,City Council,Council,City Council,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=807,plainText=false)",,na,civicclerk_odata,,335,69.857,no
2024-12-11,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=810,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-12-11/PlanningCommission_e304_agenda.pdf,304,0.151,yes
2024-12-11,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=811,plainText=false)",,na,civicclerk_odata,,304,26.769,no
2024-12-17,One Time Event,Council,One Time Event,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=813,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2024-12-17/Council_e342_agenda.pdf,342,0.132,yes
2024-12-17,One Time Event,Council,One Time Event,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=814,plainText=false)",,na,civicclerk_odata,,342,0.52,no
2025-01-10,2025 City Council Retreat,Council,2025 City Council Retreat,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=820,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-01-10/Council_e1419_agenda.pdf,1419,0.152,yes
2025-01-14,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=818,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-01-14/Council_e343_agenda.pdf,343,0.232,yes
2025-01-14,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=819,plainText=false)",,na,civicclerk_odata,,343,4.767,no
2025-01-15,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=821,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-01-15/PlanningCommission_e1407_agenda.pdf,1407,0.145,yes
2025-01-15,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=816,plainText=false)",,na,civicclerk_odata,,1407,2.908,no
2025-01-28,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=824,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-01-28/Council_e368_agenda.pdf,368,0.216,yes
2025-01-28,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=825,plainText=false)",,na,civicclerk_odata,,368,0.863,no
2025-02-11,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=830,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-02-11/Council_e344_agenda.pdf,344,0.202,yes
2025-02-11,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=833,plainText=false)",,na,civicclerk_odata,,344,0.738,no
2025-02-19,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=836,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-02-19/PlanningCommission_e1408_agenda.pdf,1408,0.151,yes
2025-02-19,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=837,plainText=false)",,na,civicclerk_odata,,1408,3.12,no
2025-03-05,Planning Commission,PlanningCommission,Planning Commission,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=840,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-03-05/PlanningCommission_e1421_agenda.pdf,1421,0.152,yes
2025-03-05,Planning Commission,PlanningCommission,Planning Commission,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=841,plainText=false)",,na,civicclerk_odata,,1421,17.558,no
2025-03-11,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=848,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-03-11/Council_e345_agenda.pdf,345,0.227,yes
2025-03-11,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=849,plainText=false)",,na,civicclerk_odata,,345,7.109,no
2025-03-19,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=851,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-03-19/PlanningCommission_e1409_agenda.pdf,1409,0.196,yes
2025-03-19,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=852,plainText=false)",,na,civicclerk_odata,,1409,5.234,no
2025-03-25,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=860,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-03-25/Council_e370_agenda.pdf,370,0.245,yes
2025-03-25,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=861,plainText=false)",,na,civicclerk_odata,,370,19.49,no
2025-03-26,Board of Adjustments Meeting,BoardOfAdjustment,Board of Adjustments Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=854,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-03-26/BoardOfAdjustment_e1448_agenda.pdf,1448,0.141,yes
2025-03-26,Board of Adjustments Meeting,BoardOfAdjustment,Board of Adjustments Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=855,plainText=false)",,na,civicclerk_odata,,1448,5.929,no
2025-04-02,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=862,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-04-02/PlanningCommission_e1461_agenda.pdf,1461,0.125,yes
2025-04-08,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=865,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-04-08/Council_e358_agenda.pdf,358,0.236,yes
2025-04-08,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=866,plainText=false)",,na,civicclerk_odata,,358,1.131,no
2025-04-16,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=867,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-04-16/PlanningCommission_e1410_agenda.pdf,1410,0.173,yes
2025-04-16,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=868,plainText=false)",,na,civicclerk_odata,,1410,21.273,no
2025-04-22,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=869,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-04-22/Council_e371_agenda.pdf,371,0.161,yes
2025-04-22,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=870,plainText=false)",,na,civicclerk_odata,,371,0.385,no
2025-05-07,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=872,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-05-07/PlanningCommission_e1462_agenda.pdf,1462,0.15,yes
2025-05-07,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=873,plainText=false)",,na,civicclerk_odata,,1462,11.321,no
2025-05-13,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=880,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-05-13/Council_e359_agenda.pdf,359,0.265,yes
2025-05-13,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=881,plainText=false)",,na,civicclerk_odata,,359,12.532,no
2025-05-21,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=885,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-05-21/PlanningCommission_e1411_agenda.pdf,1411,0.171,yes
2025-05-21,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=886,plainText=false)",,na,civicclerk_odata,,1411,69.794,no
2025-05-27,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=887,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-05-27/Council_e1404_agenda.pdf,1404,0.235,yes
2025-05-27,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=888,plainText=false)",,na,civicclerk_odata,,1404,0.647,no
2025-06-04,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=889,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-06-04/PlanningCommission_e1463_agenda.pdf,1463,0.169,yes
2025-06-04,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=891,plainText=false)",,na,civicclerk_odata,,1463,13.155,no
2025-06-10,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=894,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-06-10/Council_e1368_agenda.pdf,1368,0.231,yes
2025-06-10,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=895,plainText=false)",,na,civicclerk_odata,,1368,22.743,no
2025-06-18,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=896,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-06-18/PlanningCommission_e1412_agenda.pdf,1412,0.156,yes
2025-06-18,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=897,plainText=false)",,na,civicclerk_odata,,1412,35.854,no
2025-06-24,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=898,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-06-24/Council_e373_agenda.pdf,373,0.237,yes
2025-06-24,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=900,plainText=false)",,na,civicclerk_odata,,373,2.516,no
2025-07-02,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=910,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-07-02/PlanningCommission_e1464_agenda.pdf,1464,0.179,yes
2025-07-02,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=911,plainText=false)",,na,civicclerk_odata,,1464,41.545,no
2025-07-08,City Council Meeting,Council,City Council Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=915,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-07-08/Council_e1369_agenda.pdf,1369,0.215,yes
2025-07-08,City Council Meeting,Council,City Council Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=914,plainText=false)",,na,civicclerk_odata,,1369,1.537,no
2025-07-16,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=916,plainText=false)",2026-07-05,text,civicclerk_odata,raw/2025-07-16/PlanningCommission_e1413_agenda.pdf,1413,0.156,yes
2025-07-16,Planning Commission Meeting,PlanningCommission,Planning Commission Meeting,agenda_packet,"https://oremut.api.civicclerk.com/v1/Meetings/GetMeetingFileStream(fileId=918,plainText=false)",,na,civicclerk_odata,,1413,2.689,no
