notice_id,title,event,posted,desc,files
976907,O25-03 AN ORDINANCE RELATING TO LAND USE; AMENDS THE GENERAL PLAN FROM OFFICE TO HIGH DENSITY RESIDENTIAL AND AMENDS THE ZONING MAP FROM G-O (GENERAL OFFICE) TO R-M-25 (MULTI-FAMILY HIGH DENSITY RESIDENTIAL) FOR THE PROPERTY LOCATED AT 825-865 EAST 4800 S,"February 18, 2025 06:30 PM","February 27, 2025 09:43 AM","AN ORDINANCE RELATING TO LAND USE; AMENDS THE GENERAL PLAN FROM OFFICE TO HIGH DENSITY RESIDENTIAL AND AMENDS THE ZONING MAP FROM G-O (GENERAL OFFICE) TO R-M-25 (MULTI-FAMILY HIGH DENSITY RESIDENTIAL) FOR THE PROPERTY LOCATED AT 825-865 EAST 4800 SOUTH, MURRAY CITY",1238715.pdf
979297,O25-04 AN ORDINANCE AMENDING SECTION 3.14.110 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO WATER SYSTEM IMPACT FEES,"March 4, 2025 06:30 PM","March 10, 2025 12:46 PM",AN ORDINANCE AMENDING SECTION 3.14.110 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO WATER SYSTEM IMPACT FEES,1243285.pdf
979301,O25-05 AN ORDINANCE AMENDING SECTION 13.08.020 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO METERED WATER RATES FOR THE CITY.,"March 4, 2025 06:30 PM","March 10, 2025 12:48 PM",AN ORDINANCE AMENDING SECTION 13.08.020 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO METERED WATER RATES FOR THE CITY.,1243289.pdf
979303,O25-06 AN ORDINANCE AMENDING SECTION 13.08.080 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO THE MINIMUM SIZE OF WATER SERVICE PIPES,"March 4, 2025 06:30 PM","March 10, 2025 12:50 PM",AN ORDINANCE AMENDING SECTION 13.08.080 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO THE MINIMUM SIZE OF WATER SERVICE PIPES,1243291.pdf
979307,O24-07 AN ORDINANCE ENACTING SECTION 13.08.025 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO A NEW CONSTRUCTION WATER METER AND AMI EQUIPMENT FEE SCHEDULE,"March 4, 2025 06:30 PM","March 10, 2025 12:51 PM",AN ORDINANCE ENACTING SECTION 13.08.025 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO A NEW CONSTRUCTION WATER METER AND AMI EQUIPMENT FEE SCHEDULE,1243295.pdf
979311,O25-08 AN ORDINANCE AMENDING SECTION 13.32.060 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO MONTHLY SERVICE CHARGES FOR USERS OF THE SEWER SYSTEM,"March 4, 2025 06:30 PM","March 10, 2025 12:54 PM",AN ORDINANCE AMENDING SECTION 13.32.060 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO MONTHLY SERVICE CHARGES FOR USERS OF THE CITY'S SEWER SYSTEM,1243297.pdf
983929,O25-09 AN ORDINANCE ENACTING CHAPTER 3.58 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO DONATIONS AND SPONSORSHIPS.,"March 18, 2025 06:30 PM","March 28, 2025 03:57 PM",AN ORDINANCE ENACTING CHAPTER 3.58 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO DONATIONS AND SPONSORSHIPS.,1252141.pdf
983931,O25-10 AN ORDINANCE ENACTING CHAPTER 3.60 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO FEES FOR USE OF PRESERVING THE MURRAY CITY THEATER AND MURRAY PARK AMPHITHEATER.,"March 18, 2025 06:30 PM","March 28, 2025 03:58 PM",AN ORDINANCE ENACTING CHAPTER 3.60 OF THE MURRAY CITY MUNICIPAL CODE RELATING TO FEES FOR USE OF PRESERVING THE MURRAY CITY THEATER AND MURRAY PARK AMPHITHEATER.,1252143.pdf
983937,O25-11 AN ORDINANCE AMENDING SECTION 17.156.020 (C-N COMMERCIAL NEIGHBORHOOD DISTRICT) OF THE MURRAY CITY MUNICIPAL CODE TO ALLOW LAND USE NO. 7410 SPORT ACTIVITIES AS A PERMITTED USE.,"March 18, 2025 06:30 PM","March 28, 2025 04:00 PM",AN ORDINANCE AMENDING SECTION 17.156.020 (C-N COMMERCIAL NEIGHBORHOOD DISTRICT) OF THE MURRAY CITY MUNICIPAL CODE TO ALLOW LAND USE NO. 7410 'SPORT ACTIVITIES' AS A PERMITTED USE.,1252149.pdf
986233,"O25-12 Land Use to Residential Business and R-1-8 to R-N-B, 1300 E 6500 S","April 1, 2025 06:30 PM","April 08, 2025 03:53 PM","AN ORDINANCE RELATING TO LAND USE; AMENDS THE GENERAL PLAN FROM LOW DENSITY RESIDENTIAL TO RESIDENTIAL BUSINESS AND THE ZONING MAP FROM R-1-8 (SINGLE FAMILY LOW-DENSITY) TO R-N-B (RESIDENTIAL NEIGHBORHOOD BUSINESS) FOR THE PROPERTY LOCATED AT 1300 EAST 6500 SOUTH, MURRAY CITY.",1255909.pdf
986237,O25-13 Amending 13.40.050(D) Changing Fees in the Murray Cemetery,"April 1, 2025 06:30 PM","April 08, 2025 03:55 PM",AN ORDINANCE AMENDING SECTION 13.40.050(D) OF THE MURRAY CITY MUNICIPAL CODE CHANGING FEES IN THE MURRAY CITY CEMETERY.,1255917.pdf
989591,"O25-14 AN ORDINANCE AMENDING SECTION 2.24.050, THE HEADING OF CHAPTER 2.38, AND SECTIONS 2.38.010, 2.38.020, AND 2.40.020 OF THE MURRAY CITY MUNICIPAL CODE, CHANGING ALL REFERENCES FROM THE HERITAGE CENTER  TO THE SENIOR RECREATION CENTER.","April 15, 2025 06:30 PM","April 22, 2025 05:30 PM","AN ORDINANCE AMENDING SECTION 2.24.050, THE HEADING OF CHAPTER 2.38, AND SECTIONS 2.38.010, 2.38.020, AND 2.40.020 OF THE MURRAY CITY MUNICIPAL CODE, CHANGING ALL REFERENCES FROM THE HERITAGE CENTER  TO THE SENIOR RECREATION CENTER.",1262233.pdf
994337,"O25-15 AN ORDINANCE RELATING TO LAND USE; AMENDS THE GENERAL PLAN FROM OFFICE TO GENERAL COMMERCIAL AND THE ZONING MAP FROM G-O (GENERAL OFFICE) TO C-D (COMMERCIAL DEVELOPMENT) FOR THE PROPERTY LOCATED AT 20 EAST WINCHESTER STREET, MURRAY CITY","May 6, 2025 06:30 PM","May 12, 2025 04:22 PM","AN ORDINANCE RELATING TO LAND USE; AMENDS THE GENERAL PLAN FROM OFFICE TO GENERAL COMMERCIAL AND THE ZONING MAP FROM G-O (GENERAL OFFICE) TO C-D (COMMERCIAL DEVELOPMENT) FOR THE PROPERTY LOCATED AT 20 EAST WINCHESTER STREET, MURRAY CITY",1270465.pdf
994339,O25-16 AN ORDINANCE AMENDING THE CITYS FISCAL YEAR 2024-2025 BUDGET,"May 6, 2025 06:30 PM","May 12, 2025 04:24 PM",AN ORDINANCE AMENDING THE CITY'S FISCAL YEAR 2024-2025 BUDGET,1270467.pdf
