session,bill_no,title,sponsor,relevance,status,last_location,effective_date,chapter,n_rollcalls,n_recorded,bill_url,text_url,enrolled_url
2023GS,HB0532,Building Code Revisions,"Rep. Musselman, C.R.",building,Governor Signed,Lieutenant Governor's office for filing,1 Jul 2023,209,6,5,https://le.utah.gov/~2023/bills/static/HB0532.html,https://le.utah.gov/~2023/bills/hbillint/HB0532.htm,https://le.utah.gov/~2023/bills/hbillenr/HB0532.htm
2023GS,HB0565,Municipal Land Use Amendments,"Rep. Birkeland, K.","land_use,municipal_land",House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2023/bills/static/HB0565.html,https://le.utah.gov/~2023/bills/hbillint/HB0565.htm,https://le.utah.gov/~2023/bills/hbillenr/HB0565.htm
2023GS,HB0566,Olene Walker Housing Loan Fund Amendments,"Rep. Moss, C.",housing,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2023/bills/static/HB0566.html,https://le.utah.gov/~2023/bills/hbillint/HB0566.htm,https://le.utah.gov/~2023/bills/hbillenr/HB0566.htm
2023GS,SB0037,Municipality Incorporation Amendments,"Sen. Vickers, E.",incorporation,Governor Signed,Lieutenant Governor's office for filing,3 May 2023,224,14,6,https://le.utah.gov/~2023/bills/static/SB0037.html,https://le.utah.gov/~2023/bills/sbillint/SB0037.htm,https://le.utah.gov/~2023/bills/sbillenr/SB0037.htm
2023GS,SB0084,Housing and Transit Reinvestment Zone Amendments,"Sen. Harper, W.","development,housing,zoning",Governor Signed,Lieutenant Governor's office for filing,3 May 2023,357,12,6,https://le.utah.gov/~2023/bills/static/SB0084.html,https://le.utah.gov/~2023/bills/sbillint/SB0084.htm,https://le.utah.gov/~2023/bills/sbillenr/SB0084.htm
2023GS,SB0174,Local Land Use and Development Revisions,"Sen. Fillmore, L.",land_use,Governor Signed,Lieutenant Governor's office for filing,3 May 2023,501,12,7,https://le.utah.gov/~2023/bills/static/SB0174.html,https://le.utah.gov/~2023/bills/sbillint/SB0174.htm,https://le.utah.gov/~2023/bills/sbillenr/SB0174.htm
2023GS,SB0199,Local Land Use Amendments,"Sen. McKell, M.",land_use,Governor Signed,Lieutenant Governor's office for filing,3 May 2023,504,11,6,https://le.utah.gov/~2023/bills/static/SB0199.html,https://le.utah.gov/~2023/bills/sbillint/SB0199.htm,https://le.utah.gov/~2023/bills/sbillenr/SB0199.htm
2023GS,SB0240,First-time Homebuyer Assistance Program,"Sen. Adams, J. Stuart",housing,Governor Signed,Lieutenant Governor's office for filing,1 Jul 2023,519,12,6,https://le.utah.gov/~2023/bills/static/SB0240.html,https://le.utah.gov/~2023/bills/sbillint/SB0240.htm,https://le.utah.gov/~2023/bills/sbillenr/SB0240.htm
2023GS,SB0271,Home Ownership Requirements,"Sen. McKell, M.",housing,Governor Signed,Lieutenant Governor's office for filing,3 May 2023,533,5,4,https://le.utah.gov/~2023/bills/static/SB0271.html,https://le.utah.gov/~2023/bills/sbillint/SB0271.htm,https://le.utah.gov/~2023/bills/sbillenr/SB0271.htm
2024GS,HB0032,Short-term Rental Modifications,"Rep. Barlow, S.",housing,Governor Signed,Lieutenant Governor's office for filing,,,6,4,https://le.utah.gov/~2024/bills/static/HB0032.html,https://le.utah.gov/~2024/bills/hbillint/HB0032.htm,https://le.utah.gov/~2024/bills/hbillenr/HB0032.htm
2024GS,HB0035,Metro Township Modifications,"Rep. Teuscher, J.",incorporation,Governor Signed,Lieutenant Governor's office for filing,,,9,7,https://le.utah.gov/~2024/bills/static/HB0035.html,https://le.utah.gov/~2024/bills/hbillint/HB0035.htm,https://le.utah.gov/~2024/bills/hbillenr/HB0035.htm
2024GS,HB0135,County Land Use Amendments,"Rep. Birkeland, K.","land_use,municipal_land",House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2024/bills/static/HB0135.html,https://le.utah.gov/~2024/bills/hbillint/HB0135.htm,https://le.utah.gov/~2024/bills/hbillenr/HB0135.htm
2024GS,HB0141,Olene Walker Housing Loan Fund Amendments,"Rep. Moss, C.",housing,House/ filed,House file for bills not passed,,,1,1,https://le.utah.gov/~2024/bills/static/HB0141.html,https://le.utah.gov/~2024/bills/hbillint/HB0141.htm,https://le.utah.gov/~2024/bills/hbillenr/HB0141.htm
2024GS,HB0175,Impact Fees Amendments,"Rep. Gwynn, M.",impact_fee,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2024/bills/static/HB0175.html,https://le.utah.gov/~2024/bills/hbillint/HB0175.htm,https://le.utah.gov/~2024/bills/hbillenr/HB0175.htm
2024GS,HB0180,Short-term Rental Amendments,"Rep. Bennion, G.",housing,House/ filed,House file for bills not passed,,,1,1,https://le.utah.gov/~2024/bills/static/HB0180.html,https://le.utah.gov/~2024/bills/hbillint/HB0180.htm,https://le.utah.gov/~2024/bills/hbillenr/HB0180.htm
2024GS,HB0195,Land Use Planning Amendments,"Rep. Owens, D.",land_use,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2024/bills/static/HB0195.html,https://le.utah.gov/~2024/bills/hbillint/HB0195.htm,https://le.utah.gov/~2024/bills/hbillenr/HB0195.htm
2024GS,HB0235,Eminent Domain Amendments,"Rep. Stenquist, J.",eminent_domain,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2024/bills/static/HB0235.html,https://le.utah.gov/~2024/bills/hbillint/HB0235.htm,https://le.utah.gov/~2024/bills/hbillenr/HB0235.htm
2024GS,HB0237,Land Use Authority Amendments,"Rep. Walter, N.",land_use,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2024/bills/static/HB0237.html,https://le.utah.gov/~2024/bills/hbillint/HB0237.htm,https://le.utah.gov/~2024/bills/hbillenr/HB0237.htm
2024GS,HB0256,Military Compatible Land Use Amendments,"Rep. Peterson, V.",land_use,Governor Signed,Lieutenant Governor's office for filing,,,6,6,https://le.utah.gov/~2024/bills/static/HB0256.html,https://le.utah.gov/~2024/bills/hbillint/HB0256.htm,https://le.utah.gov/~2024/bills/hbillenr/HB0256.htm
2024GS,HB0258,Airport Land Use Amendments,"Rep. Ballard, M.G.",land_use,House/ filed,House file for bills not passed,,,3,3,https://le.utah.gov/~2024/bills/static/HB0258.html,https://le.utah.gov/~2024/bills/hbillint/HB0258.htm,https://le.utah.gov/~2024/bills/hbillenr/HB0258.htm
2024GS,HB0306,Residential Housing Amendments,"Rep. Ward, R.",housing,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2024/bills/static/HB0306.html,https://le.utah.gov/~2024/bills/hbillint/HB0306.htm,https://le.utah.gov/~2024/bills/hbillenr/HB0306.htm
2024GS,HB0330,Unincorporated Areas Amendments,"Rep. Teuscher, J.","incorporation,municipal_land",Governor Signed,Lieutenant Governor's office for filing,,,12,7,https://le.utah.gov/~2024/bills/static/HB0330.html,https://le.utah.gov/~2024/bills/hbillint/HB0330.htm,https://le.utah.gov/~2024/bills/hbillenr/HB0330.htm
2024GS,HB0386,Commission on Housing Affordability Modifications,"Rep. Briscoe, J.",housing,House/ filed,House file for bills not passed,,,1,1,https://le.utah.gov/~2024/bills/static/HB0386.html,https://le.utah.gov/~2024/bills/hbillint/HB0386.htm,https://le.utah.gov/~2024/bills/hbillenr/HB0386.htm
2024GS,HB0407,Eminent Domain Modifications,"Rep. Bolinder, B.",eminent_domain,Governor Signed,Lieutenant Governor's office for filing,,,9,5,https://le.utah.gov/~2024/bills/static/HB0407.html,https://le.utah.gov/~2024/bills/hbillint/HB0407.htm,https://le.utah.gov/~2024/bills/hbillenr/HB0407.htm
2024GS,HB0465,Housing Affordability Revisions,"Rep. Whyte, S.",housing,Governor Signed,Lieutenant Governor's office for filing,,,10,6,https://le.utah.gov/~2024/bills/static/HB0465.html,https://le.utah.gov/~2024/bills/hbillint/HB0465.htm,https://le.utah.gov/~2024/bills/hbillenr/HB0465.htm
2024GS,HB0476,Municipal Land Use Regulation Modifications,"Rep. Whyte, S.","land_use,municipal_land",Governor Signed,Lieutenant Governor's office for filing,,,7,6,https://le.utah.gov/~2024/bills/static/HB0476.html,https://le.utah.gov/~2024/bills/hbillint/HB0476.htm,https://le.utah.gov/~2024/bills/hbillenr/HB0476.htm
2024GS,HB0496,Public Land Use Amendments,"Rep. Albrecht, C.",land_use,Governor Signed,Lieutenant Governor's office for filing,,,6,5,https://le.utah.gov/~2024/bills/static/HB0496.html,https://le.utah.gov/~2024/bills/hbillint/HB0496.htm,https://le.utah.gov/~2024/bills/hbillenr/HB0496.htm
2024GS,HB0511,Home Ownership Modifications,"Rep. Bennion, G.",housing,House/ filed,House file for bills not passed,,,0,0,https://le.utah.gov/~2024/bills/static/HB0511.html,https://le.utah.gov/~2024/bills/hbillint/HB0511.htm,https://le.utah.gov/~2024/bills/hbillenr/HB0511.htm
2024GS,HB0518,State Construction Code Modifications,"Rep. Peterson, T.",building,Governor Signed,Lieutenant Governor's office for filing,,,7,7,https://le.utah.gov/~2024/bills/static/HB0518.html,https://le.utah.gov/~2024/bills/hbillint/HB0518.htm,https://le.utah.gov/~2024/bills/hbillenr/HB0518.htm
2024GS,SB0168,Affordable Building Amendments,"Sen. Fillmore, L.",anchor,Governor Signed,Lieutenant Governor's office for filing,,,16,8,https://le.utah.gov/~2024/bills/static/SB0168.html,https://le.utah.gov/~2024/bills/sbillint/SB0168.htm,https://le.utah.gov/~2024/bills/sbillenr/SB0168.htm
2024GS,SB0187,Utah Fair Housing Act Amendments,"Sen. Cullimore, K. A.",housing,Governor Signed,Lieutenant Governor's office for filing,,,5,5,https://le.utah.gov/~2024/bills/static/SB0187.html,https://le.utah.gov/~2024/bills/sbillint/SB0187.htm,https://le.utah.gov/~2024/bills/sbillenr/SB0187.htm
2024GS,SB0201,Municipal Incorporation Modifications,"Sen. Vickers, E.",incorporation,Governor Signed,Lieutenant Governor's office for filing,,,5,5,https://le.utah.gov/~2024/bills/static/SB0201.html,https://le.utah.gov/~2024/bills/sbillint/SB0201.htm,https://le.utah.gov/~2024/bills/sbillenr/SB0201.htm
2024GS,SB0208,Housing and Transit Reinvestment Zone Amendments,"Sen. Harper, W.","development,housing,zoning",Governor Signed,Lieutenant Governor's office for filing,,,14,7,https://le.utah.gov/~2024/bills/static/SB0208.html,https://le.utah.gov/~2024/bills/sbillint/SB0208.htm,https://le.utah.gov/~2024/bills/sbillenr/SB0208.htm
2024GS,SB0252,Municipal Incorporation Revisions,"Sen. McCay, D.",incorporation,Senate/ filed,Senate file for bills not passed,,,8,3,https://le.utah.gov/~2024/bills/static/SB0252.html,https://le.utah.gov/~2024/bills/sbillint/SB0252.htm,https://le.utah.gov/~2024/bills/sbillenr/SB0252.htm
2024GS,SB0258,Municipal Incorporation Amendments,"Sen. Bramble, C.",incorporation,Governor Signed,Lieutenant Governor's office for filing,,,14,6,https://le.utah.gov/~2024/bills/static/SB0258.html,https://le.utah.gov/~2024/bills/sbillint/SB0258.htm,https://le.utah.gov/~2024/bills/sbillenr/SB0258.htm
2024GS,SB0268,First Home Investment Zone Act,"Sen. Harper, W.",zoning,Governor Signed,Lieutenant Governor's office for filing,,,14,9,https://le.utah.gov/~2024/bills/static/SB0268.html,https://le.utah.gov/~2024/bills/sbillint/SB0268.htm,https://le.utah.gov/~2024/bills/sbillenr/SB0268.htm
2024GS,SB0272,Capital City Revitalization Zone,"Sen. McCay, D.",zoning,Governor Signed,Lieutenant Governor's office for filing,,,8,4,https://le.utah.gov/~2024/bills/static/SB0272.html,https://le.utah.gov/~2024/bills/sbillint/SB0272.htm,https://le.utah.gov/~2024/bills/sbillenr/SB0272.htm
2025GS,HB0037,Utah Housing Amendments,"Rep. Dunnigan, J.",housing,,,,,0,0,https://le.utah.gov/~2025/bills/static/HB0037.html,https://le.utah.gov/~2025/bills/hbillint/HB0037.htm,https://le.utah.gov/~2025/bills/hbillenr/HB0037.htm
2025GS,HB0088,Housing Policy Amendments,"Rep. Ward, R.",housing,,,,,0,0,https://le.utah.gov/~2025/bills/static/HB0088.html,https://le.utah.gov/~2025/bills/hbillint/HB0088.htm,https://le.utah.gov/~2025/bills/hbillenr/HB0088.htm
2025GS,HB0090,Zoning Amendments,"Rep. Ward, R.",zoning,,,,,0,0,https://le.utah.gov/~2025/bills/static/HB0090.html,https://le.utah.gov/~2025/bills/hbillint/HB0090.htm,https://le.utah.gov/~2025/bills/hbillenr/HB0090.htm
2025GS,HB0175,Housing Construction Amendments,"Rep. Ward, R.",housing,,,,,0,0,https://le.utah.gov/~2025/bills/static/HB0175.html,https://le.utah.gov/~2025/bills/hbillint/HB0175.htm,https://le.utah.gov/~2025/bills/hbillenr/HB0175.htm
2025GS,HB0225,School Zone Speeding Amendments,"Rep. Moss, C.",zoning,,,,,0,0,https://le.utah.gov/~2025/bills/static/HB0225.html,https://le.utah.gov/~2025/bills/hbillint/HB0225.htm,https://le.utah.gov/~2025/bills/hbillenr/HB0225.htm
2025GS,HB0255,Local Land Use Modifications,"Rep. Chew, S.",land_use,,,,,0,0,https://le.utah.gov/~2025/bills/static/HB0255.html,https://le.utah.gov/~2025/bills/hbillint/HB0255.htm,https://le.utah.gov/~2025/bills/hbillenr/HB0255.htm
2025GS,HB0256,Municipal and County Zoning Amendments,"Rep. Walter, N.",zoning,,,,,0,0,https://le.utah.gov/~2025/bills/static/HB0256.html,https://le.utah.gov/~2025/bills/hbillint/HB0256.htm,https://le.utah.gov/~2025/bills/hbillenr/HB0256.htm
2025GS,HB0266,Veteran Housing Amendments,"Rep. Dailey-Provost, J.",housing,,,,,0,0,https://le.utah.gov/~2025/bills/static/HB0266.html,https://le.utah.gov/~2025/bills/hbillint/HB0266.htm,https://le.utah.gov/~2025/bills/hbillenr/HB0266.htm
2025GS,HB0286,Olene Walker Housing Loan Fund Amendments,"Rep. Moss, C.",housing,,,,,0,0,https://le.utah.gov/~2025/bills/static/HB0286.html,https://le.utah.gov/~2025/bills/hbillint/HB0286.htm,https://le.utah.gov/~2025/bills/hbillenr/HB0286.htm
2025GS,HB0295,Municipal Services Fees and Political Subdivision Lien Amendments,"Rep. Cutler, P.",subdivision,,,,,0,0,https://le.utah.gov/~2025/bills/static/HB0295.html,https://le.utah.gov/~2025/bills/hbillint/HB0295.htm,https://le.utah.gov/~2025/bills/hbillenr/HB0295.htm
2025GS,HB0360,Housing Attainability Amendments,"Rep. Whyte, S.",housing,,,,,0,0,https://le.utah.gov/~2025/bills/static/HB0360.html,https://le.utah.gov/~2025/bills/hbillint/HB0360.htm,https://le.utah.gov/~2025/bills/hbillenr/HB0360.htm
2025GS,HB0368,Local Land Use Amendments,"Rep. Whyte, S.",land_use,,,,,0,0,https://le.utah.gov/~2025/bills/static/HB0368.html,https://le.utah.gov/~2025/bills/hbillint/HB0368.htm,https://le.utah.gov/~2025/bills/hbillenr/HB0368.htm
2025GS,HB0398,Auxiliary Housing Amendments,"Rep. Eliason, S.",housing,,,,,0,0,https://le.utah.gov/~2025/bills/static/HB0398.html,https://le.utah.gov/~2025/bills/hbillint/HB0398.htm,https://le.utah.gov/~2025/bills/hbillenr/HB0398.htm
2025GS,HB0435,Building Code Amendments,"Rep. Kohler, M.",building,,,,,0,0,https://le.utah.gov/~2025/bills/static/HB0435.html,https://le.utah.gov/~2025/bills/hbillint/HB0435.htm,https://le.utah.gov/~2025/bills/hbillenr/HB0435.htm
2025GS,HB0532,Housing Authority Amendments,"Rep. Wilcox, R.",housing,,,,,0,0,https://le.utah.gov/~2025/bills/static/HB0532.html,https://le.utah.gov/~2025/bills/hbillint/HB0532.htm,https://le.utah.gov/~2025/bills/hbillenr/HB0532.htm
2025GS,HB0540,Municipal Incorporation Modifications,"Rep. Kohler, M.",incorporation,,,,,0,0,https://le.utah.gov/~2025/bills/static/HB0540.html,https://le.utah.gov/~2025/bills/hbillint/HB0540.htm,https://le.utah.gov/~2025/bills/hbillenr/HB0540.htm
2025GS,HB0550,Building Permit Fee Prohibition Amendments,"Rep. Peterson, T.",building,,,,,0,0,https://le.utah.gov/~2025/bills/static/HB0550.html,https://le.utah.gov/~2025/bills/hbillint/HB0550.htm,https://le.utah.gov/~2025/bills/hbillenr/HB0550.htm
2025GS,SB0023,First Home Investment Zone Amendments,"Sen. Harper, W.",zoning,,,,,0,0,https://le.utah.gov/~2025/bills/static/SB0023.html,https://le.utah.gov/~2025/bills/sbillint/SB0023.htm,https://le.utah.gov/~2025/bills/sbillenr/SB0023.htm
2025GS,SB0026,Housing and Transit Reinvestment Zone Amendments,"Sen. Harper, W.","development,housing,zoning",,,,,0,0,https://le.utah.gov/~2025/bills/static/SB0026.html,https://le.utah.gov/~2025/bills/sbillint/SB0026.htm,https://le.utah.gov/~2025/bills/sbillenr/SB0026.htm
2025GS,SB0152,Local Land Use Regulation Restrictions,"Sen. Blouin, N.",land_use,,,,,0,0,https://le.utah.gov/~2025/bills/static/SB0152.html,https://le.utah.gov/~2025/bills/sbillint/SB0152.htm,https://le.utah.gov/~2025/bills/sbillenr/SB0152.htm
2025GS,SB0181,Housing Affordability Amendments,"Sen. Fillmore, L.",housing,,,,,0,0,https://le.utah.gov/~2025/bills/static/SB0181.html,https://le.utah.gov/~2025/bills/sbillint/SB0181.htm,https://le.utah.gov/~2025/bills/sbillenr/SB0181.htm
2025GS,SB0211,Municipal Land Use Exemption Amendments,"Sen. Weiler, T.","land_use,municipal_land",,,,,0,0,https://le.utah.gov/~2025/bills/static/SB0211.html,https://le.utah.gov/~2025/bills/sbillint/SB0211.htm,https://le.utah.gov/~2025/bills/sbillenr/SB0211.htm
2025GS,SB0262,Housing Affordability Modifications,"Sen. Fillmore, L.",housing,,,,,0,0,https://le.utah.gov/~2025/bills/static/SB0262.html,https://le.utah.gov/~2025/bills/sbillint/SB0262.htm,https://le.utah.gov/~2025/bills/sbillenr/SB0262.htm
2025GS,SB0316,Military Installation Development Authority and Other Development Zone Amendments,"Sen. Stevenson, J.",zoning,,,,,0,0,https://le.utah.gov/~2025/bills/static/SB0316.html,https://le.utah.gov/~2025/bills/sbillint/SB0316.htm,https://le.utah.gov/~2025/bills/sbillenr/SB0316.htm
2025GS,SB0322,Municipality Annexation and Incorporation Amendments,"Sen. Musselman, C.R.","annexation,incorporation",,,,,0,0,https://le.utah.gov/~2025/bills/static/SB0322.html,https://le.utah.gov/~2025/bills/sbillint/SB0322.htm,https://le.utah.gov/~2025/bills/sbillenr/SB0322.htm
2025GS,SB0325,Transportation Condemnation Amendments,"Sen. Brammer, B.",eminent_domain,,,,,0,0,https://le.utah.gov/~2025/bills/static/SB0325.html,https://le.utah.gov/~2025/bills/sbillint/SB0325.htm,https://le.utah.gov/~2025/bills/sbillenr/SB0325.htm
2025GS,SB0337,Land Use and Development Amendments,"Sen. Cullimore, K. A.",land_use,,,,,0,0,https://le.utah.gov/~2025/bills/static/SB0337.html,https://le.utah.gov/~2025/bills/sbillint/SB0337.htm,https://le.utah.gov/~2025/bills/sbillenr/SB0337.htm
2026GS,HB0013,Municipal Services Fees and Political Subdivision Lien Amendments,"Rep. Cutler, P.",subdivision,,,,,0,0,https://le.utah.gov/~2026/bills/static/HB0013.html,https://le.utah.gov/~2026/bills/hbillint/HB0013.htm,https://le.utah.gov/~2026/bills/hbillenr/HB0013.htm
2026GS,HB0065,Construction Code Amendments,"Rep. Peterson, T.",building,,,,,0,0,https://le.utah.gov/~2026/bills/static/HB0065.html,https://le.utah.gov/~2026/bills/hbillint/HB0065.htm,https://le.utah.gov/~2026/bills/hbillenr/HB0065.htm
2026GS,HB0068,Housing and Community Development Amendments,"Rep. Roberts, C.",housing,,,,,0,0,https://le.utah.gov/~2026/bills/static/HB0068.html,https://le.utah.gov/~2026/bills/hbillint/HB0068.htm,https://le.utah.gov/~2026/bills/hbillenr/HB0068.htm
2026GS,HB0178,School Zone Speeding Amendments,"Rep. Moss, C.",zoning,,,,,0,0,https://le.utah.gov/~2026/bills/static/HB0178.html,https://le.utah.gov/~2026/bills/hbillint/HB0178.htm,https://le.utah.gov/~2026/bills/hbillenr/HB0178.htm
2026GS,HB0184,Small Lots and Starter Homes Amendments,"Rep. Ward, R.",housing,,,,,0,0,https://le.utah.gov/~2026/bills/static/HB0184.html,https://le.utah.gov/~2026/bills/hbillint/HB0184.htm,https://le.utah.gov/~2026/bills/hbillenr/HB0184.htm
2026GS,HB0191,Airport Land Use Amendments,"Rep. Shallenberger, D.",land_use,,,,,0,0,https://le.utah.gov/~2026/bills/static/HB0191.html,https://le.utah.gov/~2026/bills/hbillint/HB0191.htm,https://le.utah.gov/~2026/bills/hbillenr/HB0191.htm
2026GS,HB0239,Local Land Use Amendments,"Rep. Teuscher, J.",land_use,,,,,0,0,https://le.utah.gov/~2026/bills/static/HB0239.html,https://le.utah.gov/~2026/bills/hbillint/HB0239.htm,https://le.utah.gov/~2026/bills/hbillenr/HB0239.htm
2026GS,HB0404,Sex-Designated Housing Amendments,"Rep. Shallenberger, D.",housing,,,,,0,0,https://le.utah.gov/~2026/bills/static/HB0404.html,https://le.utah.gov/~2026/bills/hbillint/HB0404.htm,https://le.utah.gov/~2026/bills/hbillenr/HB0404.htm
2026GS,HB0415,Building Code Amendments,"Rep. Teuscher, J.",building,,,,,0,0,https://le.utah.gov/~2026/bills/static/HB0415.html,https://le.utah.gov/~2026/bills/hbillint/HB0415.htm,https://le.utah.gov/~2026/bills/hbillenr/HB0415.htm
2026GS,HB0436,Moderate Income Housing Infrastructure Amendments,"Rep. Gricius, S.",housing,,,,,0,0,https://le.utah.gov/~2026/bills/static/HB0436.html,https://le.utah.gov/~2026/bills/hbillint/HB0436.htm,https://le.utah.gov/~2026/bills/hbillenr/HB0436.htm
2026GS,HB0477,Land Use Regulation Revisions,"Rep. Koford, J.",land_use,,,,,0,0,https://le.utah.gov/~2026/bills/static/HB0477.html,https://le.utah.gov/~2026/bills/hbillint/HB0477.htm,https://le.utah.gov/~2026/bills/hbillenr/HB0477.htm
2026GS,HB0492,"Transportation, Infrastructure, and Housing Amendments","Rep. Roberts, C.",housing,,,,,0,0,https://le.utah.gov/~2026/bills/static/HB0492.html,https://le.utah.gov/~2026/bills/hbillint/HB0492.htm,https://le.utah.gov/~2026/bills/hbillenr/HB0492.htm
2026GS,HB0510,Municipal Incorporation Modifications,"Rep. Auxier, T.",incorporation,,,,,0,0,https://le.utah.gov/~2026/bills/static/HB0510.html,https://le.utah.gov/~2026/bills/hbillint/HB0510.htm,https://le.utah.gov/~2026/bills/hbillenr/HB0510.htm
2026GS,HB0520,Higher Education Student Housing Study,"Rep. Thompson, J.",housing,,,,,0,0,https://le.utah.gov/~2026/bills/static/HB0520.html,https://le.utah.gov/~2026/bills/hbillint/HB0520.htm,https://le.utah.gov/~2026/bills/hbillenr/HB0520.htm
2026GS,HB0523,Homeless Services Land Use Amendments,"Rep. Snider, C.",land_use,,,,,0,0,https://le.utah.gov/~2026/bills/static/HB0523.html,https://le.utah.gov/~2026/bills/hbillint/HB0523.htm,https://le.utah.gov/~2026/bills/hbillenr/HB0523.htm
2026GS,HB0541,First-Time Homebuyer Assistance Program Amendments,"Rep. Mauga, V.",housing,,,,,0,0,https://le.utah.gov/~2026/bills/static/HB0541.html,https://le.utah.gov/~2026/bills/hbillint/HB0541.htm,https://le.utah.gov/~2026/bills/hbillenr/HB0541.htm
2026GS,HB0544,County Land Use Authority Amendments,"Rep. Chevrier, K.","land_use,municipal_land",,,,,0,0,https://le.utah.gov/~2026/bills/static/HB0544.html,https://le.utah.gov/~2026/bills/hbillint/HB0544.htm,https://le.utah.gov/~2026/bills/hbillenr/HB0544.htm
2026GS,HB0568,Impact Fee Limit Amendments,"Rep. Peterson, T.",impact_fee,,,,,0,0,https://le.utah.gov/~2026/bills/static/HB0568.html,https://le.utah.gov/~2026/bills/hbillint/HB0568.htm,https://le.utah.gov/~2026/bills/hbillenr/HB0568.htm
2026GS,HB0570,New Home Impact Fee Amendments,"Rep. Ward, R.",impact_fee,,,,,0,0,https://le.utah.gov/~2026/bills/static/HB0570.html,https://le.utah.gov/~2026/bills/hbillint/HB0570.htm,https://le.utah.gov/~2026/bills/hbillenr/HB0570.htm
2026GS,HB0592,Municipal Incorporation Amendments,"Rep. Kohler, M.",incorporation,,,,,0,0,https://le.utah.gov/~2026/bills/static/HB0592.html,https://le.utah.gov/~2026/bills/hbillint/HB0592.htm,https://le.utah.gov/~2026/bills/hbillenr/HB0592.htm
2026GS,SB0039,Investment Zones Amendments,"Sen. Harper, W.",zoning,,,,,0,0,https://le.utah.gov/~2026/bills/static/SB0039.html,https://le.utah.gov/~2026/bills/sbillint/SB0039.htm,https://le.utah.gov/~2026/bills/sbillenr/SB0039.htm
2026GS,SB0221,Housing and Transit Reinvestment Zone Amendments,"Sen. Harper, W.","development,housing,zoning",,,,,0,0,https://le.utah.gov/~2026/bills/static/SB0221.html,https://le.utah.gov/~2026/bills/sbillint/SB0221.htm,https://le.utah.gov/~2026/bills/sbillenr/SB0221.htm
2026GS,SB0228,Community Reinvestment Agency Amendments,"Sen. Harper, W.",development,,,,,0,0,https://le.utah.gov/~2026/bills/static/SB0228.html,https://le.utah.gov/~2026/bills/sbillint/SB0228.htm,https://le.utah.gov/~2026/bills/sbillenr/SB0228.htm
2026GS,SB0245,Impact Fee Amendments,"Sen. Musselman, C.R.",impact_fee,,,,,0,0,https://le.utah.gov/~2026/bills/static/SB0245.html,https://le.utah.gov/~2026/bills/sbillint/SB0245.htm,https://le.utah.gov/~2026/bills/sbillenr/SB0245.htm
2026GS,SB0330,Land Use Regulation Amendments,"Sen. Cullimore, K. A.",land_use,,,,,0,0,https://le.utah.gov/~2026/bills/static/SB0330.html,https://le.utah.gov/~2026/bills/sbillint/SB0330.htm,https://le.utah.gov/~2026/bills/sbillenr/SB0330.htm
