rollcall_id,session,bill_no,date,chamber,committee,body_name,vote_type,motion_desc,action,result,yeas,nays,absent,recorded,source_url
611,2020GS,SB0039,2/25/2020 (3:50:26 PM),Senate,,Senate,floor,Substitute 1,Senate/ passed 2nd reading,Pass,15,11,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2020GS&voteid=598&house=S
612,2020GS,SB0039,2/26/2020 (10:35:22 AM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2020GS&voteid=607&house=S
613,2020GS,SB0039,2/26/2020 (10:50:24 AM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2020GS&voteid=618&house=S
614,2020GS,SB0039,2/26/2020 (10:56:53 AM),Senate,,Senate,floor,Substitute 1,Senate/ passed 3rd reading,Pass,16,11,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2020GS&voteid=619&house=S
615,2020GS,SB0039,3/2/2020,House,House Economic Development and Workforce Services Committee,House Economic Development and Workforce Services Committee,committee,- PASSED,House Comm - Substitute Recommendation from # 1 to # 2,Pass,8,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=16306
616,2020GS,SB0039,3/2/2020,House,House Economic Development and Workforce Services Committee,House Economic Development and Workforce Services Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,7,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=16307
617,2020GS,SB0039,3/10/2020 (9:58:11 AM),House,,House,floor,House/ circled,House/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2020GS&voteid=956&house=H
618,2020GS,SB0039,3/10/2020 (2:39:15 PM),House,,House,floor,House/ uncircled,House/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2020GS&voteid=970&house=H
619,2020GS,SB0039,3/10/2020 (2:39:55 PM),House,,House,floor,House/ substituted from # 2 to # 4,House/ substituted from # 2 to # 4,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2020GS&voteid=971&house=H
620,2020GS,SB0039,3/10/2020 (2:45:02 PM),House,,House,floor,Substitute 4,House/ passed 3rd reading,Pass,48,24,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2020GS&voteid=972&house=H
621,2020GS,SB0039,3/11/2020 (9:26:41 AM),Senate,,Senate,floor,Substitute 4,Senate/ concurs with House amendment,Pass,16,10,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2020GS&voteid=1376&house=S
622,2020GS,SB0122,2/24/2020,Senate,Senate Economic Development and Workforce Services Committee,Senate Economic Development and Workforce Services Committee,committee,- PASSED,Senate Comm - Amendment Recommendation # 1,Pass,4,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=15874
623,2020GS,SB0122,2/24/2020,Senate,Senate Economic Development and Workforce Services Committee,Senate Economic Development and Workforce Services Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,3,1,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=15876
624,2020GS,SB0122,2/25/2020 (11:27:36 AM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2020GS&voteid=578&house=S
625,2020GS,SB0122,3/4/2020 (11:18:21 AM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2020GS&voteid=959&house=S
626,2020GS,SB0122,3/4/2020 (11:18:56 AM),Senate,,Senate,floor,Senate/ substituted from # 0 to # 2,Senate/ substituted from # 0 to # 2,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2020GS&voteid=960&house=S
627,2020GS,SB0122,3/4/2020 (11:25:04 AM),Senate,,Senate,floor,Substitute 2,Senate/ passed 2nd reading,Pass,24,2,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2020GS&voteid=961&house=S
628,2020GS,SB0122,3/5/2020 (11:01:11 AM),Senate,,Senate,floor,Substitute 2,Senate/ passed 3rd reading,Pass,26,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2020GS&voteid=1049&house=S
629,2020GS,SB0122,3/12/2020 (10:59:08 AM),House,,House,floor,Substitute 2,House/ passed 3rd reading,Pass,70,0,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2020GS&voteid=1145&house=H
630,2020GS,SB0163,3/4/2020,Senate,Senate Economic Development and Workforce Services Committee,Senate Economic Development and Workforce Services Committee,committee,Held - PASSED,Senate Comm - Held,Pass,5,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=16661
631,2020GS,SB0205,3/3/2020,Senate,Senate Government Operations and Political Subdivisions Committee,Senate Government Operations and Political Subdivisions Committee,committee,- PASSED,Senate Comm - Substitute Recommendation from # 0 to # 1,Pass,4,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=16432
632,2020GS,SB0205,3/3/2020,Senate,Senate Government Operations and Political Subdivisions Committee,Senate Government Operations and Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,4,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=16435
633,2020GS,SB0205,3/4/2020 (7:05:49 PM),Senate,,Senate,floor,Senate/ floor amendment # 1,Senate/ floor amendment # 1,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2020GS&voteid=1006&house=S
634,2020GS,SB0205,3/4/2020 (7:09:50 PM),Senate,,Senate,floor,Substitute 1,Senate/ passed 2nd reading,Pass,29,0,0,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2020GS&voteid=1007&house=S
635,2020GS,SB0205,3/5/2020 (2:16:25 PM),Senate,,Senate,floor,Substitute 1,Senate/ passed 3rd reading,Pass,26,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2020GS&voteid=1077&house=S
636,2020GS,SB0205,3/9/2020,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,8,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=17101
637,2020GS,SB0205,3/12/2020 (5:31:28 PM),House,,House,floor,Substitute 1,House/ passed 3rd reading,Pass,42,29,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2020GS&voteid=1230&house=H
638,2021GS,HB0028,1/19/2021 (3:23:19 PM),House,,House,floor,Land Use and Eminent Domain Advisory Board Amendments,House/ passed 3rd reading,Pass,73,0,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=21&house=H
639,2021GS,HB0028,2/1/2021,Senate,Senate Government Operations and Political Subdivisions Committee,Senate Government Operations and Political Subdivisions Committee,committee,- PASSED,Senate Comm - Amendment Recommendation # 1,Pass,7,0,1,1,https://le.utah.gov/mtgvotes.jsp?voteid=18843
640,2021GS,HB0028,2/1/2021,Senate,Senate Government Operations and Political Subdivisions Committee,Senate Government Operations and Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,7,0,1,1,https://le.utah.gov/mtgvotes.jsp?voteid=18844
641,2021GS,HB0028,2/4/2021 (2:42:59 PM),Senate,,Senate,floor,Land Use and Eminent Domain Advisory Board Amendments,Senate/ passed 2nd reading,Pass,27,0,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=267&house=S
642,2021GS,HB0028,2/5/2021 (11:33:56 AM),Senate,,Senate,floor,Land Use and Eminent Domain Advisory Board Amendments,Senate/ passed 3rd reading,Pass,29,0,0,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=294&house=S
643,2021GS,HB0028,2/8/2021 (11:21:46 AM),House,,House,floor,House/ concurs with Senate amendment,House/ concurs with Senate amendment,Pass,72,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=276&house=H
644,2021GS,HB0063,1/25/2021,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,10,0,0,1,https://le.utah.gov/mtgvotes.jsp?voteid=18507
645,2021GS,HB0063,2/2/2021 (11:48:50 AM),House,,House,floor,Impact Fees Amendments,House/ passed 3rd reading,Pass,73,0,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=168&house=H
646,2021GS,HB0063,2/10/2021,Senate,Senate Business and Labor Committee,Senate Business and Labor Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,6,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=19467
647,2021GS,HB0063,2/17/2021 (3:12:38 PM),Senate,,Senate,floor,Impact Fees Amendments,Senate/ passed 2nd reading,Pass,28,0,1,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=597&house=S
648,2021GS,HB0063,2/18/2021 (10:49:09 AM),Senate,,Senate,floor,Impact Fees Amendments,Senate/ passed 3rd reading,Pass,28,0,1,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=627&house=S
649,2021GS,HB0082,1/29/2021,House,"House Business, Labor, and Commerce Committee","House Business, Labor, and Commerce Committee",committee,Held - PASSED,House Comm - Held,Pass,13,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=18798
650,2021GS,HB0082,2/8/2021,House,"House Business, Labor, and Commerce Committee","House Business, Labor, and Commerce Committee",committee,- PASSED,House Comm - Substitute Recommendation from # 0 to # 3,Pass,14,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=19229
651,2021GS,HB0082,2/8/2021,House,"House Business, Labor, and Commerce Committee","House Business, Labor, and Commerce Committee",committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,12,2,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=19230
652,2021GS,HB0082,2/12/2021 (11:43:31 AM),House,,House,floor,House/ circled,House/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=407&house=H
653,2021GS,HB0082,2/18/2021 (3:29:28 PM),House,,House,floor,House/ uncircled,House/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=558&house=H
654,2021GS,HB0082,2/18/2021 (3:47:26 PM),House,,House,floor,House/ substituted from # 3 to # 4,House/ substituted from # 3 to # 4,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=559&house=H
655,2021GS,HB0082,2/18/2021 (4:05:59 PM),House,,House,floor,Substitute 4,House/ passed 3rd reading,Pass,50,19,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=561&house=H
656,2021GS,HB0082,3/2/2021,Senate,Senate Revenue and Taxation Committee,Senate Revenue and Taxation Committee,committee,- PASSED,Senate Comm - Substitute Recommendation from # 4 to # 5,Pass,5,0,4,1,https://le.utah.gov/mtgvotes.jsp?voteid=20781
657,2021GS,HB0082,3/2/2021,Senate,Senate Revenue and Taxation Committee,Senate Revenue and Taxation Committee,committee,- PASSED,Senate Comm - Amendment Recommendation # 1,Pass,5,0,4,1,https://le.utah.gov/mtgvotes.jsp?voteid=20782
658,2021GS,HB0082,3/2/2021,Senate,Senate Revenue and Taxation Committee,Senate Revenue and Taxation Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,5,1,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=20789
659,2021GS,HB0082,3/3/2021 (2:25:55 PM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=1287&house=S
660,2021GS,HB0082,3/3/2021 (2:31:54 PM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=1291&house=S
661,2021GS,HB0082,3/3/2021 (2:48:46 PM),Senate,,Senate,floor,Substitute 5,Senate/ passed 2nd & 3rd readings/ suspension,Pass,27,1,1,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=1292&house=S
662,2021GS,HB0082,3/4/2021 (10:08:42 AM),House,,House,floor,Substitute 5,House/ concurs with Senate amendment,Pass,64,7,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=1020&house=H
663,2021GS,HB0107,2/4/2021,House,"House Natural Resources, Agriculture, and Environment Committee","House Natural Resources, Agriculture, and Environment Committee",committee,- PASSED,House Comm - Substitute Recommendation from # 0 to # 1,Pass,10,0,4,1,https://le.utah.gov/mtgvotes.jsp?voteid=19089
664,2021GS,HB0107,2/4/2021,House,"House Natural Resources, Agriculture, and Environment Committee","House Natural Resources, Agriculture, and Environment Committee",committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,11,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=19090
665,2021GS,HB0107,2/11/2021 (3:36:44 PM),House,,House,floor,Substitute 1,House/ passed 3rd reading,Pass,70,0,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=380&house=H
666,2021GS,HB0107,2/18/2021,Senate,Senate Government Operations and Political Subdivisions Committee,Senate Government Operations and Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,6,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=19870
667,2021GS,HB0107,2/24/2021 (3:22:24 PM),Senate,,Senate,floor,Substitute 1,Senate/ passed 2nd reading,Pass,25,0,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=924&house=S
668,2021GS,HB0107,2/25/2021 (11:09:07 AM),Senate,,Senate,floor,Substitute 1,Senate/ passed 3rd reading,Pass,25,0,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=970&house=S
669,2021GS,HB0171,1/22/2021,House,"House Natural Resources, Agriculture, and Environment Committee","House Natural Resources, Agriculture, and Environment Committee",committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,8,0,6,1,https://le.utah.gov/mtgvotes.jsp?voteid=18454
670,2021GS,HB0171,2/1/2021 (11:35:12 AM),House,,House,floor,3rd Reading,House/ passed 3rd reading,Pass,69,2,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=149&house=H
671,2021GS,HB0171,2/8/2021,Senate,"Senate Natural Resources, Agriculture, and Environment Committee","Senate Natural Resources, Agriculture, and Environment Committee",committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,6,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=19231
672,2021GS,HB0171,2/11/2021 (11:56:13 AM),Senate,,Senate,floor,2nd Reading,Senate/ passed 2nd reading,Pass,28,0,1,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=432&house=S
673,2021GS,HB0171,2/12/2021 (11:38:53 AM),Senate,,Senate,floor,3rd Reading,Senate/ passed 3rd reading,Pass,28,1,0,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=481&house=S
674,2021GS,HB0256,2/18/2021,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,- PASSED,House Comm - Substitute Recommendation from # 0 to # 2,Pass,8,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=19906
675,2021GS,HB0256,2/18/2021,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,8,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=19908
676,2021GS,HB0256,2/22/2021 (2:22:56 PM),House,,House,floor,Substitute 2,House/ passed 3rd reading,Pass,70,0,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=665&house=H
677,2021GS,HB0256,2/25/2021,Senate,Senate Government Operations and Political Subdivisions Committee,Senate Government Operations and Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,4,0,4,1,https://le.utah.gov/mtgvotes.jsp?voteid=20373
678,2021GS,HB0256,3/5/2021 (4:06:47 PM),Senate,,Senate,floor,Substitute 2,Senate/ passed 2nd & 3rd readings/ suspension,Pass,26,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=1590&house=S
679,2021GS,HB0320,2/23/2021,House,House Revenue and Taxation Committee,House Revenue and Taxation Committee,committee,- PASSED,House Comm - Amendment Recommendation # 2,Pass,7,0,6,1,https://le.utah.gov/mtgvotes.jsp?voteid=20071
680,2021GS,HB0320,2/23/2021,House,House Revenue and Taxation Committee,House Revenue and Taxation Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,6,2,5,1,https://le.utah.gov/mtgvotes.jsp?voteid=20072
681,2021GS,HB0320,2/24/2021 (3:06:13 PM),House,,House,floor,Enterprise Zone Tax Credit Amendments,House/ passed 3rd reading,Pass,56,9,10,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=722&house=H
682,2021GS,HB0320,3/2/2021,Senate,Senate Economic Development and Workforce Services Committee,Senate Economic Development and Workforce Services Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,4,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=20752
683,2021GS,HB0320,3/4/2021 (6:02:02 PM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=1458&house=S
684,2021GS,HB0409,3/1/2021,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,- PASSED,House Comm - Substitute Recommendation from # 0 to # 1,Pass,9,0,1,1,https://le.utah.gov/mtgvotes.jsp?voteid=20583
685,2021GS,HB0409,3/1/2021,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,- PASSED,House Comm - Amendment Recommendation # 1,Pass,9,0,1,1,https://le.utah.gov/mtgvotes.jsp?voteid=20585
686,2021GS,HB0409,3/1/2021,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,9,0,1,1,https://le.utah.gov/mtgvotes.jsp?voteid=20587
687,2021GS,HB0409,3/2/2021 (11:08:37 AM),House,,House,floor,House/ substituted from # 1 to # 2,House/ substituted from # 1 to # 2,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=893&house=H
688,2021GS,HB0409,3/2/2021 (11:11:17 AM),House,,House,floor,Substitute 2,House/ passed 3rd reading,Pass,71,0,4,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=894&house=H
689,2021GS,HB0409,3/4/2021 (6:03:28 PM),Senate,,Senate,floor,Senate/ floor amendment # 1,Senate/ floor amendment # 1,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=1459&house=S
690,2021GS,HB0409,3/4/2021 (6:06:53 PM),Senate,,Senate,floor,Substitute 2,Senate/ passed 2nd & 3rd readings/ suspension,Pass,26,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=1460&house=S
691,2021GS,HB0409,3/5/2021 (9:23:50 AM),House,,House,floor,House/ circled,House/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=1161&house=H
692,2021GS,HB0409,3/5/2021 (3:13:28 PM),House,,House,floor,House/ uncircled,House/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=1214&house=H
693,2021GS,HB0409,3/5/2021 (3:16:29 PM),House,,House,floor,Substitute 2,House/ concurs with Senate amendment,Pass,72,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=1216&house=H
694,2021GS,HB0422,3/2/2021,House,House Judiciary Committee,House Judiciary Committee,committee,- PASSED,House Comm - Amendment Recommendation # 1,Pass,9,0,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=20784
695,2021GS,HB0422,3/2/2021,House,House Judiciary Committee,House Judiciary Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,8,1,3,1,https://le.utah.gov/mtgvotes.jsp?voteid=20785
696,2021GS,HB0422,3/2/2021 (6:59:05 PM),House,,House,floor,Political Subdivision Civil Liability Amendments,House/ passed 3rd reading,Pass,38,34,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=922&house=H
697,2021GS,HB0422,3/5/2021 (2:56:42 PM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=1544&house=S
698,2021GS,SB0033,1/20/2021,Senate,Senate Business and Labor Committee,Senate Business and Labor Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,5,0,4,1,https://le.utah.gov/mtgvotes.jsp?voteid=18318
699,2021GS,SB0033,1/22/2021 (11:41:13 AM),Senate,,Senate,floor,Uniform Building Code Commission Amendments,Senate/ passed 2nd reading,Pass,29,0,0,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=49&house=S
700,2021GS,SB0033,1/25/2021 (11:25:52 AM),Senate,,Senate,floor,Uniform Building Code Commission Amendments,Senate/ passed 3rd reading,Pass,28,0,1,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=58&house=S
701,2021GS,SB0033,2/8/2021,House,"House Business, Labor, and Commerce Committee","House Business, Labor, and Commerce Committee",committee,- PASSED,House Comm - Substitute Recommendation from # 0 to # 1,Pass,15,0,1,1,https://le.utah.gov/mtgvotes.jsp?voteid=19259
702,2021GS,SB0033,2/8/2021,House,"House Business, Labor, and Commerce Committee","House Business, Labor, and Commerce Committee",committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,14,1,1,1,https://le.utah.gov/mtgvotes.jsp?voteid=19262
703,2021GS,SB0033,2/24/2021 (10:19:03 AM),House,,House,floor,House/ substituted from # 1 to # 2,House/ substituted from # 1 to # 2,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=694&house=H
704,2021GS,SB0033,2/24/2021 (10:19:14 AM),House,,House,floor,House/ circled,House/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=695&house=H
705,2021GS,SB0033,2/24/2021 (11:29:00 AM),House,,House,floor,House/ uncircled,House/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=709&house=H
706,2021GS,SB0033,2/24/2021 (11:32:25 AM),House,,House,floor,Substitute 2,House/ passed 3rd reading,Pass,72,0,3,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=710&house=H
707,2021GS,SB0033,2/25/2021 (10:23:54 AM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=945&house=S
708,2021GS,SB0033,2/25/2021 (10:33:40 AM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=954&house=S
709,2021GS,SB0033,2/25/2021 (10:35:57 AM),Senate,,Senate,floor,Substitute 2,Senate/ concurs with House amendment,Pass,27,0,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=956&house=S
710,2021GS,SB0058,1/27/2021,Senate,Senate Government Operations and Political Subdivisions Committee,Senate Government Operations and Political Subdivisions Committee,committee,- PASSED,Senate Comm - Substitute Recommendation from # 0 to # 1,Pass,7,0,1,1,https://le.utah.gov/mtgvotes.jsp?voteid=18607
711,2021GS,SB0058,1/27/2021,Senate,Senate Government Operations and Political Subdivisions Committee,Senate Government Operations and Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,6,0,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=18615
712,2021GS,SB0058,2/4/2021 (3:25:45 PM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=283&house=S
713,2021GS,SB0058,2/5/2021 (2:20:21 PM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=308&house=S
714,2021GS,SB0058,2/5/2021 (2:21:32 PM),Senate,,Senate,floor,Senate/ floor amendment # 1,Senate/ floor amendment # 1,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=309&house=S
715,2021GS,SB0058,2/5/2021 (2:30:07 PM),Senate,,Senate,floor,Substitute 1,Senate/ passed 2nd reading,Pass,27,0,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=310&house=S
716,2021GS,SB0058,2/8/2021 (11:20:52 AM),Senate,,Senate,floor,Substitute 1,Senate/ passed 3rd reading,Pass,28,0,1,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=328&house=S
717,2021GS,SB0058,2/17/2021,House,House Political Subdivisions Committee,House Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,House Comm - Favorable Recommendation,Pass,10,0,0,1,https://le.utah.gov/mtgvotes.jsp?voteid=19771
718,2021GS,SB0058,2/18/2021 (11:20:18 AM),House,,House,floor,Substitute 1,House/ passed 3rd reading,Pass,61,9,5,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=524&house=H
719,2021GS,SB0065,2/18/2021,Senate,Senate Government Operations and Political Subdivisions Committee,Senate Government Operations and Political Subdivisions Committee,committee,Favorable Recommendation - PASSED,Senate Comm - Favorable Recommendation,Pass,5,1,2,1,https://le.utah.gov/mtgvotes.jsp?voteid=19853
720,2021GS,SB0065,2/19/2021 (3:09:31 PM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=738&house=S
721,2021GS,SB0065,2/19/2021 (4:01:44 PM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=747&house=S
722,2021GS,SB0065,2/19/2021 (4:05:21 PM),Senate,,Senate,floor,Community Reinvestment Agency Amendments,Senate/ passed 2nd reading,Pass,20,3,6,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=748&house=S
723,2021GS,SB0065,2/22/2021 (11:36:12 AM),Senate,,Senate,floor,Senate/ circled,Senate/ circled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=785&house=S
724,2021GS,SB0065,2/23/2021 (11:54:28 AM),Senate,,Senate,floor,Senate/ uncircled,Senate/ uncircled,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=868&house=S
725,2021GS,SB0065,2/23/2021 (11:55:24 AM),Senate,,Senate,floor,Senate/ substituted from # 0 to # 1,Senate/ substituted from # 0 to # 1,,,,,0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=869&house=S
726,2021GS,SB0065,2/23/2021 (11:57:49 AM),Senate,,Senate,floor,Substitute 1,Senate/ passed 3rd reading,Pass,22,5,2,1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2021GS&voteid=870&house=S
