ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,land_use_category,n_motion_events,linkage_note,minutes_source
2022-56,2022-09-27,2022-09-27,"a Development Code Amendment to Table 05-030 C, adding Portable Storage Containers as a permitted use in the Public Facility zone. Mr. Struthers stated that this is being done to accommodate for the temporary storage of the secondary water meters that are required to be installed. The Council discus",meeting_minutes/minutes/2022/2022-09-26/2022-09-27_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-09-27,6,high,development_code_amendment,1,,meeting_minutes/minutes/2022/2022-09-26/2022-09-27_city-council-meeting.md
2022-57,2022-09-27,2022-09-27,"an amendment to the Design Standards and Public Improvements Specifications Manual Section 3.09 - Fire Department Access, amending the requirements to provide emergency access to construction sites. Garion Rowett, Lehi Fire Marshall, was representing the Fire Department. He stated that this",meeting_minutes/minutes/2022/2022-09-26/2022-09-27_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-09-27,7,high,design_standards,1,,meeting_minutes/minutes/2022/2022-09-26/2022-09-27_city-council-meeting.md
2022-58,2022-10-11,2022-10-11,the All Seasons Assisted Living General Plan Amendment on 1.52-acres of property located at 322 & 344 North 2375 West changing the designation from VLDRA (very low-density residential agriculture) to NC (neighborhood commercial).,meeting_minutes/minutes/2022/2022-10-10/2022-10-11_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-10-11,5,high,general_plan_amendment,1,,meeting_minutes/minutes/2022/2022-10-10/2022-10-11_city-council-meeting.md
2022-59,2022-10-11,2022-10-11,"a Development Code Amendment to Chapters 11 and 37, clarifying site plan review requirements for projects in the Historic District. Mr. Struthers explained that this would allow the Historic Preservation Commission the opportunity to provide feedback on remodel or new building projects in the Histor",meeting_minutes/minutes/2022/2022-10-10/2022-10-11_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-10-11,6,high,development_code_amendment,1,,meeting_minutes/minutes/2022/2022-10-10/2022-10-11_city-council-meeting.md
2022-60,2022-10-11,2022-10-11,"a Development Code Amendment to the Lehi City Development Code Section 21.080, Mobile Food Vendors. Mr. Struthers stated that this is responding to State legislation that allows for mobile food vendors to operate is different city without requiring a license in each City.",meeting_minutes/minutes/2022/2022-10-10/2022-10-11_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-10-11,7,high,development_code_amendment,1,,meeting_minutes/minutes/2022/2022-10-10/2022-10-11_city-council-meeting.md
2022-61,2022-11-15,2022-11-15,"a Municipal Code amendment to Section 9-2B- 17: Schedule of Use, adding time of day restrictions for use of the secondary water system.",meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2022-11-15,5,high,other,1,,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md
2022-62,2022-11-15,2022-11-15,approving the Wesley Gurney zone change from TH-5 (transitional holding) to Light Industrial on 1.84-acres located at approximately 1735 North Boston Street. Wesley Gurney was representing the applicant.,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-11-15,9,high,zone_change,1,,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md
2022-63,2022-11-15,2022-11-15,a Development Code amendment to Table 37.080 adding parking requirements for residential clubhouses. Kim Struthers explained that this would require more parking near residential clubhouses.,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-11-15,10,high,development_code_amendment,1,,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md
2022-64,2022-11-15,2022-11-15,approving the Ken Garff Porsche Development Code Amendment to Chapter 24 allowing the parking expansion for a legal nonconforming use. Chris Bick was representing the applicant. He stated that this would allow the dealership to,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-11-15,8,high,development_code_amendment,1,,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md
2022-65,2022-11-15,2022-11-15,"approving the Baker Zone Change, changing the zoning from A-1 (agriculture) to RA-1 (residential/agriculture) on approximately 1-acre located at 818 West 1220 North. Samuel Baker was the applicant. He stated that their plan is to add a flag lot.",meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-11-15,7,high,zone_change,1,,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md
2022-66,2022-11-15,2022-11-15,approving the Park Place Suites zone change from Commercial to Mixed-Use on 0.51-acres located at 2600 North 1200 West. Ryan Hales was the applicant.,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-11-15,6,high,zone_change,1,,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md
2022-67,2022-11-15,2022-11-15,"a Development Code amendment pertaining to the Mixed-Use zone: Chapter 5, Chapter 15, Table of Uses, and Table of Bulk and Intensity.",meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-11-15,11,high,development_code_amendment,1,,meeting_minutes/minutes/2022/2022-11-14/2022-11-15_city-council-meeting.md
2022-69,2022-12-13,2022-12-13,"the Smart Cookies Academy General Plan Amendment, changing the designation from VLDRA (very low-density residential agriculture) to NC (neighborhood commercial) on 2-acres located at 1910 West 900 North.",meeting_minutes/minutes/2022/2022-12-12/2022-12-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2022-12-13,7,high,general_plan_amendment,1,,meeting_minutes/minutes/2022/2022-12-12/2022-12-13_city-council-meeting.md
2023-01,2023-01-10,2023-01-10,"approval of the Lehi Frontrunner Station Area Plan, 11-acres located at approximately 2800 West Executive Pkwy in a Resort Community zone. Jordan Swain with UTA was presenting the application. He stated that this is not an",meeting_minutes/minutes/2023/2023-01-09/2023-01-10_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-01-10,4,high,area_plan_amendment,1,,meeting_minutes/minutes/2023/2023-01-09/2023-01-10_city-council-meeting.md
2023-02,2023-01-10,2023-01-10,"approval of the Smart Cookies Academy General Plan Amendment, changing the designation from VLDRA (very low-density residential agriculture) to NC (neighborhood commercial) on 2-acres located at 1910 West 900 North. (Tabled at December 13, 2022 City Council meeting)",meeting_minutes/minutes/2023/2023-01-09/2023-01-10_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-01-10,6,high,general_plan_amendment,1,,meeting_minutes/minutes/2023/2023-01-09/2023-01-10_city-council-meeting.md
2023-03,2023-01-10,2023-01-10,"a Development Code Amendment to various chapters (5, 12, 26) of the Development Code updating requirements for Portable Storage Containers. Mr. Struthers stated that they are trying to be less regulatory with storage containers.",meeting_minutes/minutes/2023/2023-01-09/2023-01-10_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-01-10,9,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-01-09/2023-01-10_city-council-meeting.md
2023-04,2023-01-10,2023-01-10,a Development Code Amendment to Chapter 37 and Table 37.070 adding dog parks as an option to fulfill the multi-family amenity requirement. Mr. Struthers stated that this formalizes that dog parks can be recognized as an amenity to meet,meeting_minutes/minutes/2023/2023-01-09/2023-01-10_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-01-10,10,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-01-09/2023-01-10_city-council-meeting.md
2023-05,2023-01-10,2023-01-10,a Development Code Amendment to Chapter 11 adding requirements for a final plat with no improvements. Mr. Struthers stated that this will expedite to process for applicants that have a plat amendment with no needed improvements.,meeting_minutes/minutes/2023/2023-01-09/2023-01-10_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-01-10,11,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-01-09/2023-01-10_city-council-meeting.md
2023-06,2023-01-10,2023-01-10,"approving revisions to the Moderate-Income Element of the General Plan Goals, Strategies, and Timeline. Mr. Struthers reported that the State requested these changes to the plan.",meeting_minutes/minutes/2023/2023-01-09/2023-01-10_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2023-01-10,12,high,housing_plan,1,,meeting_minutes/minutes/2023/2023-01-09/2023-01-10_city-council-meeting.md
2023-07,2023-01-10,2023-01-10,approval of an amendment to the Lehi Bike and Pedestrian Master Plan to add regional bike facilities to the bike map. Mr. Struthers stated that this is a minor update to meet eligibility requirements for grants. A more comprehensive update will be presented in May or June.,meeting_minutes/minutes/2023/2023-01-09/2023-01-10_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-01-10,13,high,master_plan_element,1,,meeting_minutes/minutes/2023/2023-01-09/2023-01-10_city-council-meeting.md
2023-09,2023-01-24,2023-01-24,"amending Title 3 Chapter 2, Planning Commission, of the Lehi City Municipal Code. Kim Struthers stated that they discussed this at a previous meeting. He said that this reduces the number of Commissioners. If there’s a reason to remove a member, then it would be done",meeting_minutes/minutes/2023/2023-01-23/2023-01-24_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2023-01-24,3,high,other,1,,meeting_minutes/minutes/2023/2023-01-23/2023-01-24_city-council-meeting.md
2023-10,2023-01-24,2023-01-24,"adopting the Alpine Highway Economic Development Project Area Plan as approved by the Redevelopment Agency of Lehi City as the official Economic Development Project Area Plan for the Project Area, and directing that notice of the adoption be given as required by statute.",meeting_minutes/minutes/2023/2023-01-23/2023-01-24_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-01-24,5,high,area_plan_amendment,1,,meeting_minutes/minutes/2023/2023-01-23/2023-01-24_city-council-meeting.md
2023-11,2023-02-14,2023-02-14,approving the Skye East Zone Change on 109- acres of property located at approximately 4800 North 1800 East changing the zoning from TH-5 (transitional holding) to Planned Community (PC) in the already approved Skye Area Plan.,meeting_minutes/minutes/2023/2023-02-13/2023-02-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-02-14,3,high,zone_change,1,,meeting_minutes/minutes/2023/2023-02-13/2023-02-14_city-council-meeting.md
2023-12,2023-02-14,2023-02-14,approving a Holbrook Farms Area Plan Amendment changing the land use map and changing the location of residential units located at approximately Hudson Way and Redwood Road. Brad Mackay was representing Ivory Development. He stated that this cleans up the Area,meeting_minutes/minutes/2023/2023-02-13/2023-02-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-02-14,6,high,area_plan_amendment,2,,meeting_minutes/minutes/2023/2023-02-13/2023-02-14_city-council-meeting.md
2023-13,2023-02-14,2023-02-14,approving the Mammoth Zone Change on 1.95- acres located at approximately at 26 South 2300 West changing the zoning from TH-5 (transitional holding) to Commercial. Councilor Condie expressed concern with the cueing on the concept plan and asked that staff,meeting_minutes/minutes/2023/2023-02-13/2023-02-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-02-14,7,high,zone_change,1,,meeting_minutes/minutes/2023/2023-02-13/2023-02-14_city-council-meeting.md
2023-14,2023-02-14,2023-02-14,"approving the Good and Beautiful Zone Change on 9-acres located at approximately 700 South Mill Pond Road, changing the zoning from Commercial & A-5 (agriculture) to Mixed Use.",meeting_minutes/minutes/2023/2023-02-13/2023-02-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-02-14,9,high,zone_change,1,,meeting_minutes/minutes/2023/2023-02-13/2023-02-14_city-council-meeting.md
2023-15,2023-02-14,2023-02-14,"a Development Code Amendment to Chapter 3 and a Municipal Code Amendment, removing redundant language and changing the number of Planning Commissioners from seven to five.",meeting_minutes/minutes/2023/2023-02-13/2023-02-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-02-14,12,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-02-13/2023-02-14_city-council-meeting.md
2023-16,2023-02-14,2023-02-14,"a Development Code Amendment to Chapter 35, adding standards for water efficient landscape requirements.",meeting_minutes/minutes/2023/2023-02-13/2023-02-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-02-14,13,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-02-13/2023-02-14_city-council-meeting.md
2023-17,2023-02-14,2023-02-14,granting an electric utility franchise and general utility easement to Rocky Mountain Power. Mr. Wood stated that this is just renewing the agreement.,meeting_minutes/minutes/2023/2023-02-13/2023-02-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,no,Pass,2023-02-14,2,high,other,1,,meeting_minutes/minutes/2023/2023-02-13/2023-02-14_city-council-meeting.md
2023-18,2023-02-28,2023-02-28,"a Development Code amendment to Chapter 12, updating standards for Bed and Breakfasts to correspond with the Table of Uses.",meeting_minutes/minutes/2023/2023-02-27/2023-02-28_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-02-28,8,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-02-27/2023-02-28_city-council-meeting.md
2023-19,2023-02-28,2023-02-28,"a Development Code amendment to Tables 05.030- A and 05.040-B, updating allowed residential uses and the bulk and intensity standards. Kim Struthers explained that this cleans up and simplifies the bulk and intensity standards.",meeting_minutes/minutes/2023/2023-02-27/2023-02-28_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-02-28,7,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-02-27/2023-02-28_city-council-meeting.md
2023-22,2023-03-14,2023-03-14,"the Marwood zone change on 0.84-acres of property located at 301 East State, changing the zoning from Mixed Use to TOD. Items 9 and 10 were heard together. The applicant was not present. Mr. Struthers stated that they have concerns with the access points that was not addressed in the Development Rev",meeting_minutes/minutes/2023/2023-03-13/2023-03-14_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-03-14,7,high,zone_change,1,,meeting_minutes/minutes/2023/2023-03-13/2023-03-14_city-council-meeting.md
2023-21,2023-04-11,2023-04-11,"the Arias General Plan Amendment on 1.97 acres of property located at 7944 N 9550 W (approximately 2300 West Pioneer Crossing), changing the land use designation from Neighborhood Commercial to Heavy Commercial. (Tabled at the March 14th meeting)",meeting_minutes/minutes/2023/2023-04-10/2023-04-11_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-04-11,11,medium,general_plan_amendment,3,"ordinance number appears in motions on multiple dates (2023-03-14,2023-04-11); chose last passing as adoption",meeting_minutes/minutes/2023/2023-04-10/2023-04-11_city-council-meeting.md
2023-24,2023-04-11,2023-04-11,the Lehi Pioneer Plaza Zone Change on approximately .09 acres of property located at approximately 1000 South 1300 West from R-1-22 (residential/agriculture) to Commercial zoning. Jared Osmond was the applicant.,meeting_minutes/minutes/2023/2023-04-10/2023-04-11_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-04-11,17,high,zone_change,1,,meeting_minutes/minutes/2023/2023-04-10/2023-04-11_city-council-meeting.md
2023-25,2023-04-11,2023-04-11,an amendment to the General Plan Land Use Map and a Zone Change on approximately 1 acre of property located at approximately 975 South and 1350 West from a VLDRA (very low density residential agricultural) and R- 1-22 zoning to an Open Space land use designation and Public Facility zoning.,meeting_minutes/minutes/2023/2023-04-10/2023-04-11_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-04-11,24,high,zone_change,1,,meeting_minutes/minutes/2023/2023-04-10/2023-04-11_city-council-meeting.md
2023-26,2023-04-11,2023-04-11,"approval of amendments to Table 05.030B, Chapter 21 & Chapter 39, allowing Dog Care Facilities as a conditional use in the Lehi City Council Meeting                      9                                   April 11, 2023 Neighborhood Commercial Zone and adding Mobile Personal Services and some",meeting_minutes/minutes/2023/2023-04-10/2023-04-11_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-04-11,21,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-04-10/2023-04-11_city-council-meeting.md
2023-27,2023-05-02,2023-05-02,approving a Temporary Land Use Regulation prohibiting the construction of ADUs in a Planned Community Zone. Mr. Chambers stated that the city is doing this due to recent State Legislation.,meeting_minutes/minutes/2023/2023-05-01/2023-05-02_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-05-02,1,medium,development_code_amendment,2,"ordinance number appears in motions on multiple dates (2023-04-11,2023-05-02); chose last passing as adoption",meeting_minutes/minutes/2023/2023-05-01/2023-05-02_city-council-meeting.md
2023-28,2023-05-09,2023-05-09,the Wiggy Wash Zone Change from R-2 (medium density residential) to Commercial on 1.6 acres located at approximately 78 South 2300 West. John Jensen was representing Mammoth Holdings.,meeting_minutes/minutes/2023/2023-05-08/2023-05-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-05-09,2,high,zone_change,1,,meeting_minutes/minutes/2023/2023-05-08/2023-05-09_city-council-meeting.md
2023-29,2023-05-09,2023-05-09,the Jeff Olsen Zone Change from Mixed Use to Heavy Commercial on 1.1-acres located at 830 and 850 West State Street. Randy Yates was representing the applicant. He stated that their business will provide small batches of concrete.,meeting_minutes/minutes/2023/2023-05-08/2023-05-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-05-09,3,high,zone_change,1,,meeting_minutes/minutes/2023/2023-05-08/2023-05-09_city-council-meeting.md
2023-30,2023-05-09,2023-05-09,the Arias Zone Change from R-1-22/TH-5 (residential/agriculture & transitional holding) to Neighborhood Commercial on 1.98 acres located at approximately 2300 West Pioneer Crossing (7944 N 9550 W).,meeting_minutes/minutes/2023/2023-05-08/2023-05-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-05-09,4,high,zone_change,1,,meeting_minutes/minutes/2023/2023-05-08/2023-05-09_city-council-meeting.md
2023-31,2023-05-09,2023-05-09,"a Development Code Amendment to Chapter 37, Design Standards, changing the proximity allowance for the Downtown Spacing Overlay Zone. Kim Struthers, Community Development Director, presented on the topic of setting goals for",meeting_minutes/minutes/2023/2023-05-08/2023-05-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-05-09,8,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-05-08/2023-05-09_city-council-meeting.md
2023-33,2023-05-09,2023-05-09,"a Development Code Amendment to Chapter 15, identifying the approval process for land use plans. Mr. Struthers stated that this will allow for a mini area plan in the TOD areas.",meeting_minutes/minutes/2023/2023-05-08/2023-05-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-05-09,9,high,area_plan_amendment,1,,meeting_minutes/minutes/2023/2023-05-08/2023-05-09_city-council-meeting.md
2023-34,2023-05-09,2023-05-09,the Sanati General Plan Amendment on 1.50-acres of property located at 460 North 1200 East changing the land use designation from LDR (low density residential) to HDR (high density residential). The applicant was not in attendance.,meeting_minutes/minutes/2023/2023-05-08/2023-05-09_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-05-09,5,high,general_plan_amendment,1,,meeting_minutes/minutes/2023/2023-05-08/2023-05-09_city-council-meeting.md
2023-35,2023-05-23,2023-05-23,approval of the Serenity Studios Development Code Amendment adding additional uses to personal services. Heather Kessler was representing the applicant. She stated that she is requesting that permanent cosmetics be allowed in her studio and that required a change to the table of uses.,meeting_minutes/minutes/2023/2023-05-22/2023-05-23_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-05-23,11,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-05-22/2023-05-23_city-council-meeting.md
2023-36,2023-05-23,2023-05-23,approval of the Skyridge Property General Plan Amendment from Public Facility to Very Low Density Residential on 4.07-acres located at approximately 260 East 2700 North. The applicant stated that 4 families have purchased the property together and will construct a,meeting_minutes/minutes/2023/2023-05-22/2023-05-23_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-05-23,12,high,general_plan_amendment,1,,meeting_minutes/minutes/2023/2023-05-22/2023-05-23_city-council-meeting.md
2023-37,2023-05-23,2023-05-23,"approval of a Development Code Amendment to Chapter 12, clarifying the language for the height of fences on retaining walls. Kim Struthers, Community Development Director, presented the code amendment to the Council. The discussion focused on clarifying the regulations regarding the placement of a",meeting_minutes/minutes/2023/2023-05-22/2023-05-23_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-05-23,14,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-05-22/2023-05-23_city-council-meeting.md
2023-38,2023-05-23,2023-05-23,"approval of a Development Code Amendment to Chapter 37, removing two-family dwellings from the design requirements based on State Code. Kim Struthers, Community Development Director, stated that a bill was passed in the 2022",meeting_minutes/minutes/2023/2023-05-22/2023-05-23_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-05-23,15,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-05-22/2023-05-23_city-council-meeting.md
2023-39,2023-06-13,2023-06-13,the Griffith Estates Zone Change from A-5 (agriculture) to R-1-22 (residential/agriculture) on 3.43-acres located at 300 East 1630 South. Items 13 and 14 were heard together.,meeting_minutes/minutes/2023/2023-06-12/2023-06-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-06-13,11,high,zone_change,1,,meeting_minutes/minutes/2023/2023-06-12/2023-06-13_city-council-meeting.md
2023-40,2023-06-13,2023-06-13,"an Amendment to the General Plan Land Use Element, adding language that limits General Plan Amendments to once a year. Kim Struthers, Community Development Director, proposed a revision to the general plan amendment process. The proposal suggests opening a window every January for accepting",meeting_minutes/minutes/2023/2023-06-12/2023-06-13_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-06-13,14,high,general_plan_amendment,1,,meeting_minutes/minutes/2023/2023-06-12/2023-06-13_city-council-meeting.md
2023-41,2023-07-11,2023-07-11,"approving a Development Code Amendment to Chapter 39, Definitions and the 05.030.B, Nonresidential Table of Uses to add Concrete Manufacturing, Small Haul use and definition. The petitioner Jeff Olson presented his application to the Council.",meeting_minutes/minutes/2023/2023-07-10/2023-07-11_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-07-11,9,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-07-10/2023-07-11_city-council-meeting.md
2023-42,2023-08-22,2023-08-22,the Fox General Plan Amendment from Medium Density Residential to Light Industrial on 2.73 acres located at 501 & 535 North 500 West. (Tabled from August 8th meeting) Mayor Johnson asked for a motion to un-table this item.,meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-08-22,5,high,general_plan_amendment,2,,meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md
2023-45,2023-08-22,2023-08-22,"the Clark Zone Change on 1.46 acres of property located at 1460 North 1700 West, changing the zoning from A-1 (agriculture) to RA-1 (residential/agriculture). Gary Clark was the applicant.",meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-08-22,9,high,zone_change,1,,meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md
2023-46,2023-08-22,2023-08-22,"a Development Code Amendment to Table 05-030- B, allowing limited drive through facilities in the Neighborhood Commercial Zoning District. Glen Gowins with X Development was representing the applicant. He stated that this would",meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-08-22,10,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md
2023-47,2023-08-22,2023-08-22,"an amendment to the Lehi City Development Code Chapter 4, Amendments, changing when General Plan amendments are allowed to be processed. Mr. Struthers stated that this will amend the code to be consistent with the Council’s decision",meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-08-22,13,high,general_plan_amendment,1,,meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md
2023-48,2023-08-22,2023-08-22,"an amendment to the Lehi City Development Code Chapter 12, clarifying requirements for Rehabilitation and Treatment Facilities and reasonable accommodation exceptions for Group Homes. The City Council discussed the proposed amendments to the city code related to group homes",meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-08-22,14,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md
2023-49,2023-08-22,2023-08-22,"an amendment to the Lehi City Development Code Chapter 37, Design Standards, adding a height limit of 3 stories in the Historic Downtown Design District. The City Council discussed a proposed code amendment related to building height limits in",meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md,2026-07-02,text,reconstructed from meeting_minutes motion text (born-digital Granicus minutes),,yes,Pass,2023-08-22,15,high,development_code_amendment,1,,meeting_minutes/minutes/2023/2023-08-21/2023-08-22_city-council-meeting.md
