legistar_vote_pk,legistar_vote_id,legistar_event_item_id,legistar_person_id,person_name,value_raw,value_norm
5033,23368,41066,331,Cyndi Sharkey,Yes,Aye
5034,23369,41066,387,Ryan Mecham,Yes,Aye
5035,23370,41066,386,Brooke D'Sousa,Yes,Aye
5036,23371,41066,397,Aaron Dekeyzer,Yes,Aye
5037,23231,41149,369,Alison Stroud,Yes,Aye
5038,23232,41149,335,Zach Robinson,Yes,Aye
5039,23233,41149,368,Marci Houseman,Yes,Aye
5040,23234,41149,331,Cyndi Sharkey,Yes,Aye
5041,23235,41149,387,Ryan Mecham,Yes,Aye
5042,23236,41149,386,Brooke D'Sousa,Yes,Aye
5043,23237,41149,397,Aaron Dekeyzer,Yes,Aye
5044,23224,41151,369,Alison Stroud,Yes,Aye
5045,23225,41151,335,Zach Robinson,Yes,Aye
5046,23226,41151,368,Marci Houseman,Yes,Aye
5047,23227,41151,331,Cyndi Sharkey,Yes,Aye
5048,23228,41151,387,Ryan Mecham,Yes,Aye
5049,23229,41151,386,Brooke D'Sousa,Yes,Aye
5050,23230,41151,397,Aaron Dekeyzer,Yes,Aye
5051,23217,41159,369,Alison Stroud,Yes,Aye
5052,23218,41159,335,Zach Robinson,Yes,Aye
5053,23219,41159,368,Marci Houseman,Yes,Aye
5054,23220,41159,331,Cyndi Sharkey,Yes,Aye
5055,23221,41159,387,Ryan Mecham,Yes,Aye
5056,23222,41159,386,Brooke D'Sousa,Yes,Aye
5057,23223,41159,397,Aaron Dekeyzer,Yes,Aye
5058,23344,41186,369,Alison Stroud,Yes,Aye
5059,23345,41186,335,Zach Robinson,Yes,Aye
5060,23346,41186,368,Marci Houseman,Yes,Aye
5061,23347,41186,331,Cyndi Sharkey,Yes,Aye
5062,23348,41186,387,Ryan Mecham,Yes,Aye
5063,23349,41186,386,Brooke D'Sousa,Yes,Aye
5064,23350,41186,397,Aaron Dekeyzer,Yes,Aye
5065,23344,41187,369,Alison Stroud,Yes,Aye
5066,23345,41187,335,Zach Robinson,Yes,Aye
5067,23346,41187,368,Marci Houseman,Yes,Aye
5068,23347,41187,331,Cyndi Sharkey,Yes,Aye
5069,23348,41187,387,Ryan Mecham,Yes,Aye
5070,23349,41187,386,Brooke D'Sousa,Yes,Aye
5071,23350,41187,397,Aaron Dekeyzer,Yes,Aye
5072,23337,41192,369,Alison Stroud,Yes,Aye
5073,23338,41192,335,Zach Robinson,Yes,Aye
5074,23339,41192,368,Marci Houseman,Yes,Aye
5075,23340,41192,331,Cyndi Sharkey,Yes,Aye
5076,23341,41192,387,Ryan Mecham,Yes,Aye
5077,23342,41192,386,Brooke D'Sousa,Yes,Aye
5078,23343,41192,397,Aaron Dekeyzer,Yes,Aye
5079,23344,41200,369,Alison Stroud,Yes,Aye
5080,23345,41200,335,Zach Robinson,Yes,Aye
5081,23346,41200,368,Marci Houseman,Yes,Aye
5082,23347,41200,331,Cyndi Sharkey,Yes,Aye
5083,23348,41200,387,Ryan Mecham,Yes,Aye
5084,23349,41200,386,Brooke D'Sousa,Yes,Aye
5085,23350,41200,397,Aaron Dekeyzer,Yes,Aye
5086,23372,41213,369,Alison Stroud,Yes,Aye
5087,23373,41213,335,Zach Robinson,Yes,Aye
5088,23374,41213,368,Marci Houseman,Yes,Aye
5089,23375,41213,331,Cyndi Sharkey,Yes,Aye
5090,23376,41213,387,Ryan Mecham,Yes,Aye
5091,23377,41213,386,Brooke D'Sousa,Yes,Aye
5092,23378,41213,397,Aaron Dekeyzer,Yes,Aye
5093,23372,41236,369,Alison Stroud,Yes,Aye
5094,23373,41236,335,Zach Robinson,Yes,Aye
5095,23374,41236,368,Marci Houseman,Yes,Aye
5096,23375,41236,331,Cyndi Sharkey,Yes,Aye
5097,23376,41236,387,Ryan Mecham,Yes,Aye
5098,23377,41236,386,Brooke D'Sousa,Yes,Aye
5099,23378,41236,397,Aaron Dekeyzer,Yes,Aye
5100,23407,41302,369,Alison Stroud,Yes,Aye
5101,23408,41302,335,Zach Robinson,Yes,Aye
5102,23409,41302,368,Marci Houseman,Yes,Aye
5103,23410,41302,331,Cyndi Sharkey,Yes,Aye
5104,23411,41302,387,Ryan Mecham,Yes,Aye
5105,23412,41302,386,Brooke D'Sousa,Yes,Aye
5106,23413,41302,397,Aaron Dekeyzer,Absent,Absent
5107,23407,41303,369,Alison Stroud,Yes,Aye
5108,23408,41303,335,Zach Robinson,Yes,Aye
5109,23409,41303,368,Marci Houseman,Yes,Aye
5110,23410,41303,331,Cyndi Sharkey,Yes,Aye
5111,23411,41303,387,Ryan Mecham,Yes,Aye
5112,23412,41303,386,Brooke D'Sousa,Yes,Aye
5113,23413,41303,397,Aaron Dekeyzer,Absent,Absent
5114,23407,41304,369,Alison Stroud,Yes,Aye
5115,23408,41304,335,Zach Robinson,Yes,Aye
5116,23409,41304,368,Marci Houseman,Yes,Aye
5117,23410,41304,331,Cyndi Sharkey,Yes,Aye
5118,23411,41304,387,Ryan Mecham,Yes,Aye
5119,23412,41304,386,Brooke D'Sousa,Yes,Aye
5120,23413,41304,397,Aaron Dekeyzer,Absent,Absent
5121,23393,41306,369,Alison Stroud,Yes,Aye
5122,23394,41306,335,Zach Robinson,Yes,Aye
5123,23395,41306,368,Marci Houseman,Yes,Aye
5124,23396,41306,331,Cyndi Sharkey,Yes,Aye
5125,23397,41306,387,Ryan Mecham,Yes,Aye
5126,23398,41306,386,Brooke D'Sousa,Yes,Aye
5127,23399,41306,397,Aaron Dekeyzer,Excused,Excused
5128,23400,41307,369,Alison Stroud,Yes,Aye
5129,23401,41307,335,Zach Robinson,Yes,Aye
5130,23402,41307,368,Marci Houseman,Yes,Aye
5131,23403,41307,331,Cyndi Sharkey,Yes,Aye
5132,23404,41307,387,Ryan Mecham,Yes,Aye
5133,23405,41307,386,Brooke D'Sousa,Yes,Aye
5134,23406,41307,397,Aaron Dekeyzer,Excused,Excused
5135,23386,41308,369,Alison Stroud,Yes,Aye
5136,23387,41308,335,Zach Robinson,Yes,Aye
5137,23388,41308,368,Marci Houseman,Yes,Aye
5138,23389,41308,331,Cyndi Sharkey,Yes,Aye
5139,23390,41308,387,Ryan Mecham,Yes,Aye
5140,23391,41308,386,Brooke D'Sousa,Yes,Aye
5141,23392,41308,397,Aaron Dekeyzer,Excused,Excused
5142,23462,41310,369,Alison Stroud,Yes,Aye
5143,23463,41310,335,Zach Robinson,Yes,Aye
5144,23464,41310,368,Marci Houseman,Yes,Aye
5145,23465,41310,331,Cyndi Sharkey,Yes,Aye
5146,23466,41310,387,Ryan Mecham,Yes,Aye
5147,23467,41310,386,Brooke D'Sousa,Yes,Aye
5148,23468,41310,397,Aaron Dekeyzer,Excused,Excused
5149,23379,41311,369,Alison Stroud,Yes,Aye
5150,23380,41311,335,Zach Robinson,Yes,Aye
5151,23381,41311,368,Marci Houseman,Yes,Aye
5152,23382,41311,331,Cyndi Sharkey,Yes,Aye
5153,23383,41311,387,Ryan Mecham,Yes,Aye
5154,23384,41311,386,Brooke D'Sousa,Yes,Aye
5155,23385,41311,397,Aaron Dekeyzer,Excused,Excused
5156,23407,41319,369,Alison Stroud,Yes,Aye
5157,23408,41319,335,Zach Robinson,Yes,Aye
5158,23409,41319,368,Marci Houseman,Yes,Aye
5159,23410,41319,331,Cyndi Sharkey,Yes,Aye
5160,23411,41319,387,Ryan Mecham,Yes,Aye
5161,23412,41319,386,Brooke D'Sousa,Yes,Aye
5162,23413,41319,397,Aaron Dekeyzer,Absent,Absent
5163,23455,41370,369,Alison Stroud,Yes,Aye
5164,23456,41370,335,Zach Robinson,Yes,Aye
5165,23457,41370,368,Marci Houseman,Yes,Aye
5166,23458,41370,331,Cyndi Sharkey,Yes,Aye
5167,23459,41370,387,Ryan Mecham,Yes,Aye
5168,23460,41370,386,Brooke D'Sousa,Yes,Aye
5169,23461,41370,397,Aaron Dekeyzer,Yes,Aye
5170,23455,41371,369,Alison Stroud,Yes,Aye
5171,23456,41371,335,Zach Robinson,Yes,Aye
5172,23457,41371,368,Marci Houseman,Yes,Aye
5173,23458,41371,331,Cyndi Sharkey,Yes,Aye
5174,23459,41371,387,Ryan Mecham,Yes,Aye
5175,23460,41371,386,Brooke D'Sousa,Yes,Aye
5176,23461,41371,397,Aaron Dekeyzer,Yes,Aye
5177,23455,41372,369,Alison Stroud,Yes,Aye
5178,23456,41372,335,Zach Robinson,Yes,Aye
5179,23457,41372,368,Marci Houseman,Yes,Aye
5180,23458,41372,331,Cyndi Sharkey,Yes,Aye
5181,23459,41372,387,Ryan Mecham,Yes,Aye
5182,23460,41372,386,Brooke D'Sousa,Yes,Aye
5183,23461,41372,397,Aaron Dekeyzer,Yes,Aye
5184,23448,41374,369,Alison Stroud,No,Nay
5185,23449,41374,335,Zach Robinson,Yes,Aye
5186,23450,41374,368,Marci Houseman,Yes,Aye
5187,23451,41374,331,Cyndi Sharkey,Yes,Aye
5188,23452,41374,387,Ryan Mecham,No,Nay
5189,23453,41374,386,Brooke D'Sousa,Yes,Aye
5190,23454,41374,397,Aaron Dekeyzer,Yes,Aye
5191,23455,41384,369,Alison Stroud,Yes,Aye
5192,23456,41384,335,Zach Robinson,Yes,Aye
5193,23457,41384,368,Marci Houseman,Yes,Aye
5194,23458,41384,331,Cyndi Sharkey,Yes,Aye
5195,23459,41384,387,Ryan Mecham,Yes,Aye
5196,23460,41384,386,Brooke D'Sousa,Yes,Aye
5197,23461,41384,397,Aaron Dekeyzer,Yes,Aye
5198,23483,41396,369,Alison Stroud,Yes,Aye
5199,23484,41396,335,Zach Robinson,Yes,Aye
5200,23485,41396,368,Marci Houseman,Yes,Aye
5201,23486,41396,331,Cyndi Sharkey,Yes,Aye
5202,23487,41396,387,Ryan Mecham,Yes,Aye
5203,23488,41396,386,Brooke D'Sousa,Absent,Absent
5204,23489,41396,397,Aaron Dekeyzer,Yes,Aye
5205,23483,41397,369,Alison Stroud,Yes,Aye
5206,23484,41397,335,Zach Robinson,Yes,Aye
5207,23485,41397,368,Marci Houseman,Yes,Aye
5208,23486,41397,331,Cyndi Sharkey,Yes,Aye
5209,23487,41397,387,Ryan Mecham,Yes,Aye
5210,23488,41397,386,Brooke D'Sousa,Absent,Absent
5211,23489,41397,397,Aaron Dekeyzer,Yes,Aye
5212,23469,41400,369,Alison Stroud,Yes,Aye
5213,23470,41400,335,Zach Robinson,Yes,Aye
5214,23471,41400,368,Marci Houseman,Yes,Aye
5215,23472,41400,331,Cyndi Sharkey,Yes,Aye
5216,23473,41400,387,Ryan Mecham,Yes,Aye
5217,23474,41400,386,Brooke D'Sousa,Excused,Excused
5218,23475,41400,397,Aaron Dekeyzer,Yes,Aye
5219,23476,41401,369,Alison Stroud,Yes,Aye
5220,23477,41401,335,Zach Robinson,Yes,Aye
5221,23478,41401,368,Marci Houseman,Yes,Aye
5222,23479,41401,331,Cyndi Sharkey,Yes,Aye
5223,23480,41401,387,Ryan Mecham,Yes,Aye
5224,23481,41401,386,Brooke D'Sousa,Excused,Excused
5225,23482,41401,397,Aaron Dekeyzer,Yes,Aye
5226,23483,41463,369,Alison Stroud,Yes,Aye
5227,23484,41463,335,Zach Robinson,Yes,Aye
5228,23485,41463,368,Marci Houseman,Yes,Aye
5229,23486,41463,331,Cyndi Sharkey,Yes,Aye
5230,23487,41463,387,Ryan Mecham,Yes,Aye
5231,23488,41463,386,Brooke D'Sousa,Absent,Absent
5232,23489,41463,397,Aaron Dekeyzer,Yes,Aye
5233,23565,41486,369,Alison Stroud,Yes,Aye
5234,23566,41486,335,Zach Robinson,Yes,Aye
5235,23567,41486,368,Marci Houseman,Yes,Aye
5236,23568,41486,331,Cyndi Sharkey,Yes,Aye
5237,23569,41486,387,Ryan Mecham,Yes,Aye
5238,23570,41486,386,Brooke D'Sousa,Yes,Aye
5239,23571,41486,397,Aaron Dekeyzer,Absent,Absent
5240,23565,41487,369,Alison Stroud,Yes,Aye
5241,23566,41487,335,Zach Robinson,Yes,Aye
5242,23567,41487,368,Marci Houseman,Yes,Aye
5243,23568,41487,331,Cyndi Sharkey,Yes,Aye
5244,23569,41487,387,Ryan Mecham,Yes,Aye
5245,23570,41487,386,Brooke D'Sousa,Yes,Aye
5246,23571,41487,397,Aaron Dekeyzer,Absent,Absent
5247,23565,41488,369,Alison Stroud,Yes,Aye
5248,23566,41488,335,Zach Robinson,Yes,Aye
5249,23567,41488,368,Marci Houseman,Yes,Aye
5250,23568,41488,331,Cyndi Sharkey,Yes,Aye
5251,23569,41488,387,Ryan Mecham,Yes,Aye
5252,23570,41488,386,Brooke D'Sousa,Yes,Aye
5253,23571,41488,397,Aaron Dekeyzer,Absent,Absent
5254,23565,41489,369,Alison Stroud,Yes,Aye
5255,23566,41489,335,Zach Robinson,Yes,Aye
5256,23567,41489,368,Marci Houseman,Yes,Aye
5257,23568,41489,331,Cyndi Sharkey,Yes,Aye
5258,23569,41489,387,Ryan Mecham,Yes,Aye
5259,23570,41489,386,Brooke D'Sousa,Yes,Aye
5260,23571,41489,397,Aaron Dekeyzer,Absent,Absent
5261,23551,41491,369,Alison Stroud,Yes,Aye
5262,23552,41491,335,Zach Robinson,Yes,Aye
5263,23553,41491,368,Marci Houseman,Yes,Aye
5264,23554,41491,331,Cyndi Sharkey,Yes,Aye
5265,23555,41491,387,Ryan Mecham,Yes,Aye
5266,23556,41491,386,Brooke D'Sousa,Yes,Aye
5267,23557,41491,397,Aaron Dekeyzer,Excused,Excused
5268,23558,41495,369,Alison Stroud,Yes,Aye
5269,23559,41495,335,Zach Robinson,Yes,Aye
5270,23560,41495,368,Marci Houseman,Yes,Aye
5271,23561,41495,331,Cyndi Sharkey,Yes,Aye
5272,23562,41495,387,Ryan Mecham,Yes,Aye
5273,23563,41495,386,Brooke D'Sousa,Yes,Aye
5274,23564,41495,397,Aaron Dekeyzer,Excused,Excused
5275,23565,41506,369,Alison Stroud,Yes,Aye
5276,23566,41506,335,Zach Robinson,Yes,Aye
5277,23567,41506,368,Marci Houseman,Yes,Aye
5278,23568,41506,331,Cyndi Sharkey,Yes,Aye
5279,23569,41506,387,Ryan Mecham,Yes,Aye
5280,23570,41506,386,Brooke D'Sousa,Yes,Aye
5281,23571,41506,397,Aaron Dekeyzer,Absent,Absent
5282,23645,41580,369,Alison Stroud,Yes,Aye
5283,23646,41580,335,Zach Robinson,Yes,Aye
5284,23647,41580,368,Marci Houseman,Yes,Aye
5285,23648,41580,331,Cyndi Sharkey,Yes,Aye
5286,23649,41580,387,Ryan Mecham,Excused,Excused
5287,23650,41580,386,Brooke D'Sousa,Yes,Aye
5288,23651,41580,397,Aaron Dekeyzer,Yes,Aye
5289,23611,41624,369,Alison Stroud,Yes,Aye
5290,23612,41624,335,Zach Robinson,Yes,Aye
5291,23613,41624,368,Marci Houseman,Yes,Aye
5292,23614,41624,331,Cyndi Sharkey,Yes,Aye
5293,23615,41624,387,Ryan Mecham,Excused,Excused
5294,23616,41624,386,Brooke D'Sousa,Yes,Aye
5295,23617,41624,397,Aaron Dekeyzer,Yes,Aye
5296,23611,41625,369,Alison Stroud,Yes,Aye
5297,23612,41625,335,Zach Robinson,Yes,Aye
5298,23613,41625,368,Marci Houseman,Yes,Aye
5299,23614,41625,331,Cyndi Sharkey,Yes,Aye
5300,23615,41625,387,Ryan Mecham,Excused,Excused
5301,23616,41625,386,Brooke D'Sousa,Yes,Aye
5302,23617,41625,397,Aaron Dekeyzer,Yes,Aye
5303,23604,41631,369,Alison Stroud,Yes,Aye
5304,23605,41631,335,Zach Robinson,Yes,Aye
5305,23606,41631,368,Marci Houseman,Yes,Aye
5306,23607,41631,331,Cyndi Sharkey,Yes,Aye
5307,23608,41631,387,Ryan Mecham,Excused,Excused
5308,23609,41631,386,Brooke D'Sousa,Yes,Aye
5309,23610,41631,397,Aaron Dekeyzer,Yes,Aye
5310,23611,41672,369,Alison Stroud,Yes,Aye
5311,23612,41672,335,Zach Robinson,Yes,Aye
5312,23613,41672,368,Marci Houseman,Yes,Aye
5313,23614,41672,331,Cyndi Sharkey,Yes,Aye
5314,23615,41672,387,Ryan Mecham,Excused,Excused
5315,23616,41672,386,Brooke D'Sousa,Yes,Aye
5316,23617,41672,397,Aaron Dekeyzer,Yes,Aye
5317,23673,41688,369,Alison Stroud,Yes,Aye
5318,23674,41688,335,Zach Robinson,Yes,Aye
5319,23675,41688,368,Marci Houseman,Yes,Aye
5320,23676,41688,331,Cyndi Sharkey,Yes,Aye
5321,23677,41688,387,Ryan Mecham,Yes,Aye
5322,23678,41688,386,Brooke D'Sousa,Yes,Aye
5323,23679,41688,397,Aaron Dekeyzer,Yes,Aye
5324,23673,41689,369,Alison Stroud,Yes,Aye
5325,23674,41689,335,Zach Robinson,Yes,Aye
5326,23675,41689,368,Marci Houseman,Yes,Aye
5327,23676,41689,331,Cyndi Sharkey,Yes,Aye
5328,23677,41689,387,Ryan Mecham,Yes,Aye
5329,23678,41689,386,Brooke D'Sousa,Yes,Aye
5330,23679,41689,397,Aaron Dekeyzer,Yes,Aye
5331,23673,41690,369,Alison Stroud,Yes,Aye
5332,23674,41690,335,Zach Robinson,Yes,Aye
5333,23675,41690,368,Marci Houseman,Yes,Aye
5334,23676,41690,331,Cyndi Sharkey,Yes,Aye
5335,23677,41690,387,Ryan Mecham,Yes,Aye
5336,23678,41690,386,Brooke D'Sousa,Yes,Aye
5337,23679,41690,397,Aaron Dekeyzer,Yes,Aye
5338,23659,41692,369,Alison Stroud,Yes,Aye
5339,23660,41692,335,Zach Robinson,Yes,Aye
5340,23661,41692,368,Marci Houseman,No,Nay
5341,23662,41692,331,Cyndi Sharkey,Yes,Aye
5342,23663,41692,387,Ryan Mecham,Yes,Aye
5343,23664,41692,386,Brooke D'Sousa,Yes,Aye
5344,23665,41692,397,Aaron Dekeyzer,Yes,Aye
5345,23666,41693,369,Alison Stroud,Yes,Aye
5346,23667,41693,335,Zach Robinson,Yes,Aye
5347,23668,41693,368,Marci Houseman,Yes,Aye
5348,23669,41693,331,Cyndi Sharkey,Yes,Aye
5349,23670,41693,387,Ryan Mecham,Yes,Aye
5350,23671,41693,386,Brooke D'Sousa,Yes,Aye
5351,23672,41693,397,Aaron Dekeyzer,Yes,Aye
5352,23652,41694,369,Alison Stroud,Yes,Aye
5353,23653,41694,335,Zach Robinson,Yes,Aye
5354,23654,41694,368,Marci Houseman,Yes,Aye
5355,23655,41694,331,Cyndi Sharkey,Yes,Aye
5356,23656,41694,387,Ryan Mecham,Yes,Aye
5357,23657,41694,386,Brooke D'Sousa,Yes,Aye
5358,23658,41694,397,Aaron Dekeyzer,Yes,Aye
5359,23673,41707,369,Alison Stroud,Yes,Aye
5360,23674,41707,335,Zach Robinson,Yes,Aye
5361,23675,41707,368,Marci Houseman,Yes,Aye
5362,23676,41707,331,Cyndi Sharkey,Yes,Aye
5363,23677,41707,387,Ryan Mecham,Yes,Aye
5364,23678,41707,386,Brooke D'Sousa,Yes,Aye
5365,23679,41707,397,Aaron Dekeyzer,Yes,Aye
5366,23716,41781,369,Alison Stroud,Yes,Aye
5367,23717,41781,335,Zach Robinson,Yes,Aye
5368,23718,41781,368,Marci Houseman,Yes,Aye
5369,23719,41781,331,Cyndi Sharkey,Yes,Aye
5370,23720,41781,387,Ryan Mecham,Yes,Aye
5371,23721,41781,386,Brooke D'Sousa,Yes,Aye
5372,23722,41781,397,Aaron Dekeyzer,Yes,Aye
5373,23723,41817,369,Alison Stroud,Yes,Aye
5374,23724,41817,335,Zach Robinson,Yes,Aye
5375,23725,41817,368,Marci Houseman,Yes,Aye
5376,23726,41817,331,Cyndi Sharkey,Yes,Aye
5377,23727,41817,387,Ryan Mecham,Yes,Aye
5378,23728,41817,386,Brooke D'Sousa,Yes,Aye
5379,23729,41817,397,Aaron Dekeyzer,Yes,Aye
5380,23723,41818,369,Alison Stroud,Yes,Aye
5381,23724,41818,335,Zach Robinson,Yes,Aye
5382,23725,41818,368,Marci Houseman,Yes,Aye
5383,23726,41818,331,Cyndi Sharkey,Yes,Aye
5384,23727,41818,387,Ryan Mecham,Yes,Aye
5385,23728,41818,386,Brooke D'Sousa,Yes,Aye
5386,23729,41818,397,Aaron Dekeyzer,Yes,Aye
5387,23730,41822,369,Alison Stroud,Yes,Aye
5388,23731,41822,335,Zach Robinson,Yes,Aye
5389,23732,41822,368,Marci Houseman,Yes,Aye
5390,23733,41822,331,Cyndi Sharkey,Yes,Aye
5391,23734,41822,387,Ryan Mecham,Yes,Aye
5392,23735,41822,386,Brooke D'Sousa,Yes,Aye
5393,23736,41822,397,Aaron Dekeyzer,Yes,Aye
5394,23723,41830,369,Alison Stroud,Yes,Aye
5395,23724,41830,335,Zach Robinson,Yes,Aye
5396,23725,41830,368,Marci Houseman,Yes,Aye
5397,23726,41830,331,Cyndi Sharkey,Yes,Aye
5398,23727,41830,387,Ryan Mecham,Yes,Aye
5399,23728,41830,386,Brooke D'Sousa,Yes,Aye
5400,23729,41830,397,Aaron Dekeyzer,Yes,Aye
5401,23771,41887,369,Alison Stroud,Yes,Aye
5402,23772,41887,335,Zach Robinson,Yes,Aye
5403,23773,41887,368,Marci Houseman,Yes,Aye
5404,23774,41887,331,Cyndi Sharkey,Yes,Aye
5405,23775,41887,387,Ryan Mecham,Yes,Aye
5406,23776,41887,386,Brooke D'Sousa,Yes,Aye
5407,23777,41887,397,Aaron Dekeyzer,Yes,Aye
5408,23771,41888,369,Alison Stroud,Yes,Aye
5409,23772,41888,335,Zach Robinson,Yes,Aye
5410,23773,41888,368,Marci Houseman,Yes,Aye
5411,23774,41888,331,Cyndi Sharkey,Yes,Aye
5412,23775,41888,387,Ryan Mecham,Yes,Aye
5413,23776,41888,386,Brooke D'Sousa,Yes,Aye
5414,23777,41888,397,Aaron Dekeyzer,Yes,Aye
5415,23764,41892,369,Alison Stroud,Yes,Aye
5416,23765,41892,335,Zach Robinson,Yes,Aye
5417,23766,41892,368,Marci Houseman,Yes,Aye
5418,23767,41892,331,Cyndi Sharkey,Yes,Aye
5419,23768,41892,387,Ryan Mecham,Yes,Aye
5420,23769,41892,386,Brooke D'Sousa,Yes,Aye
5421,23770,41892,397,Aaron Dekeyzer,Yes,Aye
5422,23778,41895,369,Alison Stroud,Yes,Aye
5423,23779,41895,335,Zach Robinson,Yes,Aye
5424,23780,41895,368,Marci Houseman,Yes,Aye
5425,23781,41895,331,Cyndi Sharkey,Yes,Aye
5426,23782,41895,387,Ryan Mecham,Yes,Aye
5427,23783,41895,386,Brooke D'Sousa,Yes,Aye
5428,23784,41895,397,Aaron Dekeyzer,Yes,Aye
5429,23771,41921,369,Alison Stroud,Yes,Aye
5430,23772,41921,335,Zach Robinson,Yes,Aye
5431,23773,41921,368,Marci Houseman,Yes,Aye
5432,23774,41921,331,Cyndi Sharkey,Yes,Aye
5433,23775,41921,387,Ryan Mecham,Yes,Aye
5434,23776,41921,386,Brooke D'Sousa,Yes,Aye
5435,23777,41921,397,Aaron Dekeyzer,Yes,Aye
5436,23830,41981,369,Alison Stroud,Abstain,Abstain
5437,23831,41981,335,Zach Robinson,Yes,Aye
5438,23832,41981,368,Marci Houseman,Yes,Aye
5439,23833,41981,331,Cyndi Sharkey,No,Nay
5440,23834,41981,387,Ryan Mecham,Yes,Aye
5441,23835,41981,386,Brooke D'Sousa,Yes,Aye
5442,23836,41981,397,Aaron Dekeyzer,No,Nay
5443,23891,41983,369,Alison Stroud,Yes,Aye
5444,23892,41983,335,Zach Robinson,Yes,Aye
5445,23893,41983,368,Marci Houseman,Yes,Aye
5446,23894,41983,331,Cyndi Sharkey,Yes,Aye
5447,23895,41983,387,Ryan Mecham,Yes,Aye
5448,23896,41983,386,Brooke D'Sousa,Yes,Aye
5449,23897,41983,397,Aaron Dekeyzer,Yes,Aye
5450,23958,42232,369,Alison Stroud,Yes,Aye
5451,23959,42232,253,Kris Nicholl,Yes,Aye
5452,23960,42232,368,Marci Houseman,Yes,Aye
5453,23961,42232,331,Cyndi Sharkey,Yes,Aye
5454,23962,42232,334,Brooke Christensen,Yes,Aye
5455,23963,42232,386,Brooke D'Sousa,Yes,Aye
5456,23964,42232,397,Aaron Dekeyzer,Yes,Aye
5457,23972,42234,369,Alison Stroud,Yes,Aye
5458,23973,42234,253,Kris Nicholl,Yes,Aye
5459,23974,42234,368,Marci Houseman,Yes,Aye
5460,23975,42234,331,Cyndi Sharkey,Yes,Aye
5461,23976,42234,334,Brooke Christensen,Yes,Aye
5462,23977,42234,386,Brooke D'Sousa,Yes,Aye
5463,23978,42234,397,Aaron Dekeyzer,Yes,Aye
5464,23972,42235,369,Alison Stroud,Yes,Aye
5465,23973,42235,253,Kris Nicholl,Yes,Aye
5466,23974,42235,368,Marci Houseman,Yes,Aye
5467,23975,42235,331,Cyndi Sharkey,Yes,Aye
5468,23976,42235,334,Brooke Christensen,Yes,Aye
5469,23977,42235,386,Brooke D'Sousa,Yes,Aye
5470,23978,42235,397,Aaron Dekeyzer,Yes,Aye
5471,24011,42239,369,Alison Stroud,Yes,Aye
5472,24012,42239,253,Kris Nicholl,Yes,Aye
5473,24013,42239,368,Marci Houseman,Yes,Aye
5474,24014,42239,331,Cyndi Sharkey,Yes,Aye
5475,24015,42239,334,Brooke Christensen,Yes,Aye
5476,24016,42239,386,Brooke D'Sousa,Yes,Aye
5477,24017,42239,397,Aaron Dekeyzer,Yes,Aye
5478,23972,42261,369,Alison Stroud,Yes,Aye
5479,23973,42261,253,Kris Nicholl,Yes,Aye
5480,23974,42261,368,Marci Houseman,Yes,Aye
5481,23975,42261,331,Cyndi Sharkey,Yes,Aye
5482,23976,42261,334,Brooke Christensen,Yes,Aye
5483,23977,42261,386,Brooke D'Sousa,Yes,Aye
5484,23978,42261,397,Aaron Dekeyzer,Yes,Aye
5485,24096,42273,369,Alison Stroud,Yes,Aye
5486,24097,42273,253,Kris Nicholl,Yes,Aye
5487,24098,42273,368,Marci Houseman,Yes,Aye
5488,24099,42273,331,Cyndi Sharkey,Yes,Aye
5489,24100,42273,334,Brooke Christensen,Yes,Aye
5490,24101,42273,386,Brooke D'Sousa,Yes,Aye
5491,24102,42273,397,Aaron Dekeyzer,Yes,Aye
5492,23997,42274,369,Alison Stroud,Yes,Aye
5493,23998,42274,253,Kris Nicholl,Yes,Aye
5494,23999,42274,368,Marci Houseman,Yes,Aye
5495,24000,42274,331,Cyndi Sharkey,Yes,Aye
5496,24001,42274,334,Brooke Christensen,Yes,Aye
5497,24002,42274,386,Brooke D'Sousa,Yes,Aye
5498,24003,42274,397,Aaron Dekeyzer,Yes,Aye
5499,24103,42275,369,Alison Stroud,Yes,Aye
5500,24104,42275,253,Kris Nicholl,Yes,Aye
5501,24105,42275,368,Marci Houseman,Yes,Aye
5502,24106,42275,331,Cyndi Sharkey,Yes,Aye
5503,24107,42275,334,Brooke Christensen,Yes,Aye
5504,24108,42275,386,Brooke D'Sousa,Yes,Aye
5505,24109,42275,397,Aaron Dekeyzer,Yes,Aye
5506,24110,42276,369,Alison Stroud,Yes,Aye
5507,24111,42276,253,Kris Nicholl,Yes,Aye
5508,24112,42276,368,Marci Houseman,Yes,Aye
5509,24113,42276,331,Cyndi Sharkey,Yes,Aye
5510,24114,42276,334,Brooke Christensen,Yes,Aye
5511,24115,42276,386,Brooke D'Sousa,Yes,Aye
5512,24116,42276,397,Aaron Dekeyzer,Yes,Aye
5513,24117,42280,369,Alison Stroud,Yes,Aye
5514,24118,42280,253,Kris Nicholl,Yes,Aye
5515,24119,42280,368,Marci Houseman,Yes,Aye
5516,24120,42280,331,Cyndi Sharkey,No,Nay
5517,24121,42280,334,Brooke Christensen,Yes,Aye
5518,24122,42280,386,Brooke D'Sousa,Yes,Aye
5519,24123,42280,397,Aaron Dekeyzer,Yes,Aye
5520,24149,42420,369,Alison Stroud,Yes,Aye
