body,body_name,event_date,notice_id,title,file_id,filename,minutes_like
2147,City Council,2017-03-21,384821,City Council Work Session,303825,3-21-17 CH CC Work Session Minutes - Approved.pdf,True
2147,City Council,2017-03-21,384821,City Council Work Session,288289,Public Information Handouts.pdf,False
2147,City Council,2017-03-21,384821,City Council Work Session,287355,3-21-2017 CH CC Work Session Agenda.pdf,False
2147,City Council,2017-03-14,383589,City Council Business Meeting and Work Session,293223,03-14-2017 CH CC Work Session Minutes - APPROVED.pdf,True
2147,City Council,2017-03-14,383589,City Council Business Meeting and Work Session,303805,03-14-2017 CH CC  Business Mtg. Minutes - APPROVED.pdf,True
2147,City Council,2017-03-14,383589,City Council Business Meeting and Work Session,286351,Approved Action Items - Resolutions 3-14-17.pdf,False
2147,City Council,2017-03-14,383589,City Council Business Meeting and Work Session,286353,Public Information Handouts.pdf,False
2147,City Council,2017-03-14,383589,City Council Business Meeting and Work Session,285877,3-14-2017 CH CC BusinessWork Meeting Agenda.pdf,False
2147,City Council,2017-03-07,381883,City Council Work Session,293217,03-07-2017 CH CC Work Session Minutes - APPROVED.pdf,True
2147,City Council,2017-03-07,381883,City Council Work Session,303803,03-07-2017 CH CC Work Session Minutes - APPROVED.pdf,True
2147,City Council,2017-03-07,381883,City Council Work Session,293213,SD Report_Fergusion Canyon Outfall 2_28_16 (002).pdf,False
2147,City Council,2017-03-07,381883,City Council Work Session,293215,02 Development Activity Report - February 2017.pdf,False
2147,City Council,2017-03-07,381883,City Council Work Session,283929,3-7-2017 CH CC Work Session Agenda.pdf,False
2147,City Council,2017-02-28,380507,City Council Business and Work Meeting,293247,022817 CH CC Business Mtg Minutes - APPROVED.pdf,True
2147,City Council,2017-02-28,380507,City Council Business and Work Meeting,303823,02-28-17 CH CC Work Session Minutes - APPROVED.pdf,True
2147,City Council,2017-02-28,380507,City Council Business and Work Meeting,283949,Action Items.pdf,False
2147,City Council,2017-02-28,380507,City Council Business and Work Meeting,283951,Public Information Handout.pdf,False
2147,City Council,2017-02-28,380507,City Council Business and Work Meeting,283947,02-28-2017 CH CC BusinessWork Meeting Agenda.pdf,False
2147,City Council,2017-02-21,378253,City Council Goal Setting and Budget Retreat,288237,2-21-17 CHCC Budget Retreat Minutes - Approved.pdf,True
2147,City Council,2017-02-21,378253,City Council Goal Setting and Budget Retreat,281663,Public Handouts 2-21-17.pdf,False
2147,City Council,2017-02-21,378253,City Council Goal Setting and Budget Retreat,279725,02-21-2017 CH CC Goal Setting and Budget Retreat Agenda.pdf,False
2147,City Council,2017-02-21,378253,City Council Goal Setting and Budget Retreat,280493,02-21-2017 CH CC Goal Setting and Budget Retreat AMENDED Agenda.pdf,False
2147,City Council,2017-02-07,376135,City Council Work and Business Meetings,288239,02-07-17 CH CC Work Session Minutes - Approved.pdf,True
2147,City Council,2017-02-07,376135,City Council Work and Business Meetings,288241,02-07-17 CH CC Business Mtg. Minutes - Approved.pdf,True
2147,City Council,2017-02-07,376135,City Council Work and Business Meetings,278203,Approved Action Items for 2-7-2017.pdf,False
2147,City Council,2017-02-07,376135,City Council Work and Business Meetings,278205,Public Handouts - Presentations 2-7-17.pdf,False
2147,City Council,2017-02-07,376135,City Council Work and Business Meetings,278207,2017 Business Development Calendar.pdf,False
2147,City Council,2017-02-07,376135,City Council Work and Business Meetings,277273,02-07-2017 CH CC BusinessWork Meeting Agenda.pdf,False
2147,City Council,2017-01-24,373343,City Council Work and Business Meetings,293209,01-24-2017 CH CC Business Mtg. Minutes - APPROVED.pdf,True
2147,City Council,2017-01-24,373343,City Council Work and Business Meetings,303821,01-24-2017 CH CC Work Session Minutes - APPROVED.pdf,True
2147,City Council,2017-01-24,373343,City Council Work and Business Meetings,275239,Jan  24-17 Public Information.pdf,False
2147,City Council,2017-01-24,373343,City Council Work and Business Meetings,275241,Approved Resolution.pdf,False
2147,City Council,2017-01-24,373343,City Council Work and Business Meetings,274185,01-24-2017 CH CC BusinessWork Meeting Agenda.pdf,False
2147,City Council,2017-01-20,370861,City Council Legislative Breakfast,293245,012017 CH CC Legislative Bkfst. Minutes - APPROVED.pdf,True
2147,City Council,2017-01-20,370861,City Council Legislative Breakfast,271543,01-20-2017 CH CC Legislative Breakfast Notice.pdf,False
2147,City Council,2017-01-17,371137,City Council Work Session,293205,01-17-17 CH CC Work Session Minutes - APPROVED.pdf,True
2147,City Council,2017-01-17,371137,City Council Work Session,293207,Jan  1-14 2017 Weekly Update.pdf,False
2147,City Council,2017-01-17,371137,City Council Work Session,271817,1-17-2017 CH CC Work Session Agenda.pdf,False
2147,City Council,2017-01-12,369901,City Council Legislative Breakfast,270339,01-12-2017 CH CC Legislative Breakfast Notice.pdf,False
2147,City Council,2017-01-10,370119,City Council Business and Work Meeting,278213,011017 CHCC Business Mtg. Minutes - Approved.pdf,True
2147,City Council,2017-01-10,370119,City Council Business and Work Meeting,278215,011017 CHCC Work Session Minutes - Approved.pdf,True
2147,City Council,2017-01-10,370119,City Council Business and Work Meeting,271331,Resolutions Passed 1-10-2017.pdf,False
2147,City Council,2017-01-10,370119,City Council Business and Work Meeting,271333,Public Handouts 1-10-17.pdf,False
2147,City Council,2017-01-10,370119,City Council Business and Work Meeting,270573,01-10-2017 BusinessWork Meeting Agenda.pdf,False
2147,City Council,2017-01-03,368503,City Council Work Session Meeting,293199,010317 CH CC Work Session Minutes - APPROVED.pdf,True
2147,City Council,2017-01-03,368503,City Council Work Session Meeting,271325,Dec. 25-31 2016 Weekly Update.pdf,False
2147,City Council,2017-01-03,368503,City Council Work Session Meeting,293197,Chapter 19 - Brian Berdnt.pdf,False
2147,City Council,2017-01-03,368503,City Council Work Session Meeting,293201,Public Handouts 1-3-17.pdf,False
2147,City Council,2017-01-03,368503,City Council Work Session Meeting,269033,1-3-2017 CH CC Work Session Agenda.pdf,False
2147,City Council,2016-12-21,367547,Notice of Public Hearing,268249,WST-Cottonwood Heights-Notice of Completion of Audit (2016).pdf,False
2147,City Council,2016-12-20,367087,City Council Business and Work Meeting,271323,122016 CHCC Business Mtg Minutes - Approved.pdf,True
2147,City Council,2016-12-20,367087,City Council Business and Work Meeting,283939,12-20-2016 CH CC Work Session Minutes - APPROVED.pdf,True
2147,City Council,2016-12-20,367087,City Council Business and Work Meeting,268203,Approved Action Items 12-20-2016.pdf,False
2147,City Council,2016-12-20,367087,City Council Business and Work Meeting,268205,FY 2016 Comprehensive Annual Financial Report Final.pdf,False
2147,City Council,2016-12-20,367087,City Council Business and Work Meeting,268207,November 2016 Financial Report.pdf,False
2147,City Council,2016-12-20,367087,City Council Business and Work Meeting,268209,CWH UFA Report November 2016.pdf,False
2147,City Council,2016-12-20,367087,City Council Business and Work Meeting,268211,Dec  11-17 2016 Weekly Update.pdf,False
2147,City Council,2016-12-13,365839,City Council Business and Work Meeting,278211,121316 CHCC Business Mtg Minutes - Approved.pdf,True
2147,City Council,2016-12-13,365839,City Council Business and Work Meeting,283937,121316 CHCC Work Session Minutes - Approved.pdf,True
2147,City Council,2016-12-13,365839,City Council Business and Work Meeting,266601,APPROVED ORDINANCES &amp; RESOLUTIONS FOR 12-13-2016.pdf,False
2147,City Council,2016-12-13,365839,City Council Business and Work Meeting,266603,CHPD Statistics Review 2016 November.pdf,False
2147,City Council,2016-12-13,365839,City Council Business and Work Meeting,266611,Public Work report for Dec13-2016.pdf,False
2147,City Council,2016-12-13,365839,City Council Business and Work Meeting,266237,12-13-2016 BusinessWork Meeting Agenda.pdf,False
2147,City Council,2016-11-29,361043,Public Hearing,260441,Public Hearing Notice (ST).pdf,False
2147,City Council,2016-11-29,362845,City Council Work and Business Meetings,267097,112916 CHCC Business Mtg. Minutes - Approved.pdf,True
2147,City Council,2016-11-29,362845,City Council Work and Business Meetings,324791,11-29-16 CH CC Work Session Minutes - Approved.pdf,True
2147,City Council,2016-11-29,362845,City Council Work and Business Meetings,263109,Approved Resolutions and Ordinances.pdf,False
2147,City Council,2016-11-29,362845,City Council Work and Business Meetings,263111,CWH UFA Report October 2016.pdf,False
2147,City Council,2016-11-29,362845,City Council Work and Business Meetings,263113,"Nov.13-25, 2016 Weekly Update.pdf",False
2147,City Council,2016-11-29,362845,City Council Work and Business Meetings,263115,October 2016 Financial Report.pdf,False
2147,City Council,2016-11-29,362845,City Council Work and Business Meetings,263819,11 29 FORT UNION CC PRESENTATION.pdf,False
2147,City Council,2016-11-29,362845,City Council Work and Business Meetings,262763,11-29-2016 BusinessWork Meeting Agenda.pdf,False
2147,City Council,2016-11-15,360843,City Council Work Session,292989,111516 CHCC Work Session Approved Minutes.pdf,True
2147,City Council,2016-11-15,360843,City Council Work Session,263831,11-15-2016 Public Handouts.pdf,False
2147,City Council,2016-11-15,360843,City Council Work Session,260149,11-15-2016 City Council Work Session Agenda.pdf,False
2147,City Council,2016-11-08,359563,City Council Work and Business Meetings,267095,110816 CHCC Business Mtg. Minutes - Approved.pdf,True
2147,City Council,2016-11-08,359563,City Council Work and Business Meetings,267101,110816 CHCC Work Session Minutes - Approved.pdf,True
2147,City Council,2016-11-08,359563,City Council Work and Business Meetings,259017,11-8-16 Public Information.pdf,False
2147,City Council,2016-11-08,359563,City Council Work and Business Meetings,259019,Passed Resolutions 11-8-16.pdf,False
2147,City Council,2016-11-08,359563,City Council Work and Business Meetings,258637,11-8-2016 BusinessWork Meeting Agenda.pdf,False
2147,City Council,2016-11-08,359563,City Council Work and Business Meetings,258639,11-8-2016 BusinessWork Meeting Agenda.pdf,False
2147,City Council,2016-11-01,358271,ity Council Work Session,263815,11-01-2016 City Council Work Session Minutes - Approved.pdf,True
2147,City Council,2016-11-01,358271,ity Council Work Session,257887,Public Handouts 11-1-2016.pdf,False
2147,City Council,2016-11-01,358271,ity Council Work Session,257145,11-01-2016 City Council Work Session.pdf,False
2147,City Council,2016-10-25,354771,Public Hearing,252927,Study for Facility Use Policy.pdf,False
2147,City Council,2016-10-25,354771,Public Hearing,255919,REVISED - Cottonwood Heights Study for Facility Use Policy and Use Policy.pdf,False
2147,City Council,2016-10-25,354771,Public Hearing,252925,CH-Notice of Public Hearing - Facility Use Policy.pdf,False
2147,City Council,2016-10-25,357125,City Council Business and Work Meeting,259015,102516 CHCC Business Mtg Minutes - APPROVED.pdf,True
2147,City Council,2016-10-25,357125,City Council Business and Work Meeting,263813,102516 CHCC Work Session Minutes - Approved.pdf,True
2147,City Council,2016-10-25,357125,City Council Business and Work Meeting,256211,10-25-2016 Approved Resolutions.pdf,False
2147,City Council,2016-10-25,357125,City Council Business and Work Meeting,256213,10-25-2016 Public Handouts.pdf,False
2147,City Council,2016-10-25,357125,City Council Business and Work Meeting,255819,10-25-2016 BusinessWork Meeting Agenda.pdf,False
2147,City Council,2016-10-18,355967,City Council Work Session,259009,101816 CHCC CC Work Session Minutes - APPROVED.pdf,True
2147,City Council,2016-10-18,355967,City Council Work Session,259011,Public Information 10-18-16.pdf,False
2147,City Council,2016-10-18,355967,City Council Work Session,254275,10-18-2016 City Council Work Session Agenda.pdf,False
2147,City Council,2016-10-11,354773,City Council Business and Work Meeting,259007,101116 CHCC Work Session Minutes - APPROVED.pdf,True
2147,City Council,2016-10-11,354773,City Council Business and Work Meeting,263817,101116 CHCC Business Meeting Minutes - Approved.pdf,True
2147,City Council,2016-10-11,354773,City Council Business and Work Meeting,259013,Public Information 10-11-16.pdf,False
2147,City Council,2016-10-11,354773,City Council Business and Work Meeting,252933,10-11-2016 BusinessWork Meeting Agenda.pdf,False
2147,City Council,2016-10-04,353401,City Council Work Session,256207,100416 CHCC Work Session Minutes APPROVED.pdf,True
2147,City Council,2016-10-04,353401,City Council Work Session,256209,10-4-2016 Public Handouts.pdf,False
2147,City Council,2016-10-04,353401,City Council Work Session,251113,10-04-2016 City Council Work Session Agenda.pdf,False
2147,City Council,2016-10-04,353401,City Council Work Session,251137,10-04-2016 City Council Work Session AMENDED Agenda.pdf,False
2147,City Council,2016-09-27,352417,City Council Business and Work Meeting,256199,092716 CHCC Work Session Minutes APPROVED.pdf,True
2147,City Council,2016-09-27,352417,City Council Business and Work Meeting,256201,092716 CHCC Business Meeting Minutes APPROVED.pdf,True
2147,City Council,2016-09-27,352417,City Council Business and Work Meeting,256203,9-27-16 Public Handouts.pdf,False
2147,City Council,2016-09-27,352417,City Council Business and Work Meeting,256205,9-27-16 Public Handouts2.pdf,False
2147,City Council,2016-09-27,352417,City Council Business and Work Meeting,250085,09-27-2016 BusinessWork Meeting Agenda.pdf,False
2147,City Council,2016-09-20,351359,City Council Work Session,256175,092016 CHCC Work Session Minutes APPROVED.pdf,True
2147,City Council,2016-09-20,351359,City Council Work Session,256177,Public Handouts 9-20-2016.pdf,False
2147,City Council,2016-09-20,351359,City Council Work Session,248657,09-20-2016 City Council Work Session Agenda.pdf,False
2147,City Council,2016-09-13,349993,City Council Business and Work Meeting,254399,091316 CH CC Work Session Minutes - Approved.pdf,True
2147,City Council,2016-09-13,349993,City Council Business and Work Meeting,254401,091316 CHCC Business Mtg Minutes- Approved.pdf,True
2147,City Council,2016-09-13,349993,City Council Business and Work Meeting,248077,Approved Resolutions 9-13-2016.pdf,False
2147,City Council,2016-09-13,349993,City Council Business and Work Meeting,248079,09-13-2016 Public Handouts.pdf,False
2147,City Council,2016-09-13,349993,City Council Business and Work Meeting,247079,09-13-2016 BusinessWork Meeting Agenda.pdf,False
2147,City Council,2016-09-06,348595,City Council Work Session,267099,090616 CH CC Work Session Minutes - Approved.pdf,True
2147,City Council,2016-09-06,348595,City Council Work Session,245501,09-06-2016 City Council Work Session Agenda.pdf,False
2147,City Council,2016-08-23,346685,City Council Business and Work Meeing,251583,082316 CHCC Mtg Minutes - Approved 9-13-16.pdf,True
2147,City Council,2016-08-23,346685,City Council Business and Work Meeing,254397,082316 CHCC Work Session Minutes - Approved.pdf,True
2147,City Council,2016-08-23,346685,City Council Business and Work Meeing,243675,Resolutions Passed 8-23-2016.pdf,False
2147,City Council,2016-08-23,346685,City Council Business and Work Meeing,243151,08-23-2016 BusinessWork Meeting Agenda.pdf,False
2147,City Council,2016-08-23,346685,City Council Business and Work Meeing,243283,08-23-2016 Business Meeting AMENDED Agenda.pdf,False
2147,City Council,2016-08-16,345741,City Council Work Session,254395,08-16-2016 Work Session Minutes - Approved.pdf,True
2147,City Council,2016-08-16,345741,City Council Work Session,242563,Public Handouts 8-16-2016.pdf,False
2147,City Council,2016-08-16,345741,City Council Work Session,241793,08-16-2016 Work Session Agenda.pdf,False
2147,City Council,2016-08-09,344739,City Council Business and Work Meeting,243673,080916 CHCC Bus Mtg Approved Minutes.pdf,True
2147,City Council,2016-08-09,344739,City Council Business and Work Meeting,251467,CH CC WORK SESSION MINUTES 8-9-16 APPROVED.pdf,True
2147,City Council,2016-08-09,344739,City Council Business and Work Meeting,242565,Public Handouts 8-9-2016.pdf,False
2147,City Council,2016-08-09,344739,City Council Business and Work Meeting,242581,Resolutions Passed 8-9-2016.pdf,False
2147,City Council,2016-08-09,344739,City Council Business and Work Meeting,240521,08-09-2016 BusinessWork Meeting Agenda.pdf,False
2147,City Council,2016-08-02,343417,City Council Work Session,251463,CH CC WORK SESSION MINUTES 08-02-2016 APPROVED.pdf,True
2147,City Council,2016-08-02,343417,City Council Work Session,238995,08-02-2016 Work Session Agenda.pdf,False
2147,City Council,2016-07-26,342461,City Council Business and Work Meeting,241006,072616 CHCC Business Minutes - APPROVED.pdf,True
2147,City Council,2016-07-26,342461,City Council Business and Work Meeting,243661,07-26-2016 Work Session Approved Minutes.pdf,True
2147,City Council,2016-07-26,342461,City Council Business and Work Meeting,243663,Public Handouts 7-26-2016.pdf,False
2147,City Council,2016-07-26,342461,City Council Business and Work Meeting,243677,Resolutions Passes 7-26-2016.pdf,False
2147,City Council,2016-07-26,342461,City Council Business and Work Meeting,237869,07-26-2016 BusinessWork Agenda.pdf,False
2147,City Council,2016-07-19,341527,Work Meeting,243635,07-19-2016 City Council Work Meeting Minutes.pdf,True
2147,City Council,2016-07-19,341527,Work Meeting,243637,07-19-2016 City Council Work Meeting Public Handouts.pdf,False
2147,City Council,2016-07-19,341527,Work Meeting,236527,07-19-2016 Work Meeting Agenda.pdf,False
2147,City Council,2016-07-12,340205,City Council Business and Work Meeting,238497,07-12-16 City Council Work Session APPROVED Minutes.pdf,True
2147,City Council,2016-07-12,340205,City Council Business and Work Meeting,238499,07-12-16 City Council Business Meeting APPROVED Minutes.pdf,True
2147,City Council,2016-07-12,340205,City Council Business and Work Meeting,235257,Work Meeting Packet.pdf,False
2147,City Council,2016-07-12,340205,City Council Business and Work Meeting,235259,Business Meeting Packet.pdf,False
2147,City Council,2016-07-12,340205,City Council Business and Work Meeting,235707,Standing Monthly Reports 7-12-16.pdf,False
2147,City Council,2016-07-12,340205,City Council Business and Work Meeting,235709,Envision Utah - Work Meeting Presentation 7-12-16.pdf,False
2147,City Council,2016-07-12,340205,City Council Business and Work Meeting,238501,Business Meeting Packet.pdf,False
2147,City Council,2016-07-12,340205,City Council Business and Work Meeting,238503,Work Meeting Packet.pdf,False
2147,City Council,2016-07-12,340205,City Council Business and Work Meeting,234945,07-12-2016 business.pdf,False
2147,City Council,2016-07-06,338691,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,233453,07-06-2016 agenda.pdf,False
2147,City Council,2016-07-06,338691,COTTONWOOD HEIGHTS PLANNING COMMISSION MEETING AGENDA,235661,07-06-2016 PC Public Information Handouts.pdf,False
2147,City Council,2016-07-05,338937,NOTICE OF COTTONWOOD HEIGHTS CITY COUNCIL WORK SESSION AGENDA,235173,CityCouncil Work Handouts 7-5-2016.pdf,False
2147,City Council,2016-07-05,338937,NOTICE OF COTTONWOOD HEIGHTS CITY COUNCIL WORK SESSION AGENDA,233687,07-05-2016 work.pdf,False
2147,City Council,2016-07-05,338937,NOTICE OF COTTONWOOD HEIGHTS CITY COUNCIL WORK SESSION AGENDA,235171,CityCouncil WORK 7-5-2016-DRAFT Minutes.pdf,True
2147,City Council,2016-06-28,338189,City Council Meeting,232923,06-28-2016 business.pdf,False
2147,City Council,2016-06-21,337313,City Council Meeting,235635,Approved Minutes for 6-21-16.pdf,True
2147,City Council,2016-06-21,337313,City Council Meeting,235637,Public Information 6-21-16.pdf,False
2147,City Council,2016-06-21,337313,City Council Meeting,231815,06-21-2016 business.pdf,False
2147,City Council,2016-06-14,330325,Public Hearing on Budgets,224153,Annual Budget notice.pdf,False
2147,City Council,2016-06-14,330249,Notice of Public Hearing and Bonds to be Issued,224035,Cottonwood Heights Notice of Publication (003) State Website.pdf,False
2147,City Council,2016-06-07,334539,City Council Meeting,228725,06-07-2016 work.pdf,False
2147,City Council,2016-05-24,332301,City Council Meeting,226401,05-24-2016 business.pdf,False
2147,City Council,2016-05-17,331047,City Council Meeting,224993,05-17-2016 work.pdf,False
2147,City Council,2016-05-16,330449,RFP for Office VoIP Telephone/Unified Communication System,224335,Phone RFP May 11 2016.pdf,False
2147,City Council,2016-05-10,329535,City Council Meeting,223235,05-10-2016 business.pdf,False
2147,City Council,2016-05-03,328023,City Council Meeting,221651,05-03-2016 work.pdf,False
2147,City Council,2016-04-26,326717,City Council Meeting,220253,CH City Agenda 04-26-2016 business.pdf,False
2147,City Council,2016-04-19,325463,City Council Meeting,218679,04-19 work.pdf,False
2147,City Council,2016-04-11,323989,City Council Meeting,216953,04-12-2016 business.pdf,False
2147,City Council,2016-04-06,322741,City Council Meeting,215561,04-06-2016 (League of Cities and Towns).pdf,False
2147,City Council,2016-04-05,322739,City Council Meeting,215557,04-05-2016 work.pdf,False
2147,City Council,2016-03-29,321417,City Council Meeting,214213,03-29-2016 business.pdf,False
2147,City Council,2016-03-22,321201,Invitation to Bid,213955,Invitation to bid.pdf,False
2147,City Council,2016-03-15,319437,City Council Meeting,212053,03-15-2016 work.pdf,False
2147,City Council,2016-03-08,318443,City Council Agenda,210881,03-08-2016 business.pdf,False
2147,City Council,2016-03-01,316985,City Council Meeting,209541,03-01-2016 work.pdf,False
2147,City Council,2016-02-23,315657,City Council Meeting,212839,CityCouncil 02-23-2016.pdf,False
2147,City Council,2016-02-23,315657,City Council Meeting,207967,02-23-2016 business.pdf,False
2147,City Council,2016-02-16,314005,City Council Agenda,206021,02-16-2016 Budget Retreat.pdf,False
2147,City Council,2016-02-09,313025,City Council Meeting,212837,CityCouncil 02-09-2016.pdf,False
2147,City Council,2016-02-09,313025,City Council Meeting,205089,02-09-2016 business.pdf,False
2147,City Council,2016-02-02,312035,City Council Meeting,204117,02-02-2016 work.pdf,False
2147,City Council,2016-01-26,310903,City Council Agenda,212835,CityCouncil 01-26-2016.pdf,False
2147,City Council,2016-01-26,310903,City Council Agenda,202853,01-26-2016 business.pdf,False
2147,City Council,2016-01-19,309626,City Council Meeting,201446,01-19-2016 work.pdf,False
2147,City Council,2016-01-14,308427,Legislative Breakfast with City Council,200173,01-14-2016 legislative breakfast.pdf,False
2147,City Council,2016-01-12,308423,City Council Agenda,212833,CityCouncil 01-12-2016.pdf,False
2147,City Council,2016-01-12,308423,City Council Agenda,200183,01-12-2016 business.pdf,False
2147,City Council,2016-01-05,307025,City Council Agenda,198717,01-05-16 work.pdf,False
2147,City Council,2016-01-04,307027,Administration of Oath of Office,198719,01-05-16 swearing in.pdf,False
2147,City Council,2015-12-15,304865,City Council Meeting,196391,12-15-2015 business.pdf,False
2147,City Council,2015-12-08,303587,City Council Agenda,195041,12-08-2015 business.pdf,False
2147,City Council,2015-12-01,302345,City Council Agenda,193601,12-01-2015 work.pdf,False
2147,City Council,2015-12-01,301823,Invitation to Bid,192901,CHC 287  INV-BID.pdf,False
2147,City Council,2015-11-24,301429,City Council Agenda,192383,11-24-2015 business.pdf,False
2147,City Council,2015-11-17,300129,City Council Meeting,190899,11-17-2015 Work.pdf,False
2147,City Council,2015-11-17,300137,Board of Canvassers,190905,11-17-2015 Board of Canvassers.pdf,False
2147,City Council,2015-11-10,298753,City Council Meeting,189305,11-10-2015 business.pdf,False
2147,City Council,2015-11-03,250089,"NOTICE OF MUNICIPAL OFFICES TO BE VOTED ON IN THE COTTONWOOD HEIGHTS MUNICIPAL ELECTION ON NOVEMBER 3, 2015",136609,Notice of Municipal Offices 2015.pdf,False
2147,City Council,2015-10-27,296411,City Council Meeting,187059,10-27-2015 business.pdf,False
2147,City Council,2015-10-20,295271,City Council Meeting,185637,10-20-2015 work.pdf,False
2147,City Council,2015-10-13,294109,COTTONWOOD HEIGHTS CITY COUNCIL AGENDA,184469,10-13-2015 business amended.pdf,False
2147,City Council,2015-10-13,293877,City Council Meeting,184223,10-13-2015 business.pdf,False
2147,City Council,2015-10-01,291723,City Council Meeting,181373,10-01-2015 YCC dinner.pdf,False
2147,City Council,2015-09-22,290925,City Council Agenda,180513,09-22-2015 business.pdf,False
2147,City Council,2015-09-15,289789,City Council Meeting,179227,09-15-2015 work.pdf,False
2147,City Council,2015-09-15,290155,Request for Proposal for a SWAT Van,179531,Cottonwood Heights-RFP for CHPD SWAT Vehicle (FINAL 11 September 2015).pdf,False
2147,City Council,2015-09-08,286461,Notice of Disposition of Unclaimed Property,175367,Disposition of Property September 1.pdf,False
2147,City Council,2015-09-08,288427,City Council Meeting,177915,09-08-2015 business.pdf,False
2147,City Council,2015-09-01,287293,City Council Meeting,176499,09-01-2015 work.pdf,False
2147,City Council,2015-08-25,286493,City Council Meeting,175397,08-25-2015 business.pdf,False
2147,City Council,2015-08-18,285103,City Council Meeting,173869,08-18-2015 work  docx.pdf,False
2147,City Council,2015-08-11,284153,City Council Meeting,172741,08-11-2015 business.pdf,False
2147,City Council,2015-08-04,282991,NOTICE OF COTTONWOOD HEIGHTS CITY COUNCIL,171417,08-04-2015 draft work.pdf,False
2147,City Council,2015-07-28,281933,COTTONWOOD HEIGHTS CITY COUNCIL AGENDA,170253,07-28-2015 business.pdf,False
2147,City Council,2015-07-28,281933,COTTONWOOD HEIGHTS CITY COUNCIL AGENDA,170511,CouncilPacket 07-28-2015.pdf,False
2147,City Council,2015-07-21,281327,NOTICE OF COTTONWOOD HEIGHTS CITY COUNCIL WORK SESSION AGENDA,169643,07-21-2015 work.pdf,False
2147,City Council,2015-07-14,280189,AMENDED COTTONWOOD HEIGHTS CITY COUNCIL AGENDA,168249,07-14-2015 business.pdf,False
2147,City Council,2015-07-14,280189,AMENDED COTTONWOOD HEIGHTS CITY COUNCIL AGENDA,169437,CouncilPacket 07-14-2015.pdf,False
2147,City Council,2015-07-07,279125,NOTICE OF COTTONWOOD HEIGHTS CITY COUNCIL WORK SESSION AGENDA,166831,07-07-2015 work.pdf,False
2147,City Council,2015-06-23,277371,COTTONWOOD HEIGHTS CITY COUNCIL AGENDA,169433,CityCouncil 06-23-2015 minutes.pdf,True
2147,City Council,2015-06-23,277371,COTTONWOOD HEIGHTS CITY COUNCIL AGENDA,164993,06-23-2015 business.pdf,False
2147,City Council,2015-06-23,277371,COTTONWOOD HEIGHTS CITY COUNCIL AGENDA,165191,CouncilPacket 06-23-2015.pdf,False
2147,City Council,2015-06-16,276239,COTTONWOOD HEIGHTS CITY COUNCIL AGENDA,169431,CityCouncil 06-16-2015 minutes.pdf,True
2147,City Council,2015-06-16,276239,COTTONWOOD HEIGHTS CITY COUNCIL AGENDA,163709,06-16-2015 business.pdf,False
2147,City Council,2015-06-16,276239,COTTONWOOD HEIGHTS CITY COUNCIL AGENDA,169429,CouncilPacket 06-16-2015.pdf,False
2147,City Council,2015-06-09,274399,REVISED COTTONWOOD HEIGHTS CITY COUNCIL AGENDA,165199,CityCouncil 06-09-2015 minutes.pdf,True
2147,City Council,2015-06-09,274399,REVISED COTTONWOOD HEIGHTS CITY COUNCIL AGENDA,161918,06-09-2015 revised business.pdf,False
2147,City Council,2015-06-09,274399,REVISED COTTONWOOD HEIGHTS CITY COUNCIL AGENDA,162278,CouncilPacket 06-09-2015.pdf,False
2147,City Council,2015-06-08,274812,COTTONWOOD HEIGHTS NOTICE OF 2015 CANDIDATES FOR OFFICE,162022,Notice of 2015 Candidates.pdf,False
2147,City Council,2015-06-05,267491,COTTONWOOD HEIGHTS NOTICE OF ADMINISTRATIVE CHECK POINTS WITHIN THE CITY LIMITS OF COTTONWOOD HEIGHTS,154587,Administrative checkpoint 2015.pdf,False
2147,City Council,2015-06-02,273431,NOTICE OF COTTONWOOD HEIGHTS CITY COUNCIL WORK SESSION AGENDA,160381,06-02-2015 work.pdf,False
2147,City Council,2015-05-26,270283,COTTONWOOD HEIGHTS NOTICE OF PUBLIC HEARING,157139,Budget Notice 2015.pdf,False
2147,City Council,2015-05-26,272155,COTTONWOOD HEIGHTS CITY COUNCIL AGENDA,162294,CityCouncil 05-26-2015 minutes.pdf,True
2147,City Council,2015-05-26,272155,COTTONWOOD HEIGHTS CITY COUNCIL AGENDA,159115,05-26-2015 business.pdf,False
2147,City Council,2015-05-26,272155,COTTONWOOD HEIGHTS CITY COUNCIL AGENDA,159525,CouncilPacket 05-26-2015.pdf,False
2147,City Council,2015-05-19,271113,NOTICE OF COTTONWOOD HEIGHTS CITY COUNCIL WORK SESSION AGENDA,158059,05-19-2015 work.pdf,False
2147,City Council,2015-05-12,269903,COTTONWOOD HEIGHTS CITY COUNCIL AGENDA,159477,CityCouncil 05-12-2015 minutes.pdf,True
2147,City Council,2015-05-12,269903,COTTONWOOD HEIGHTS CITY COUNCIL AGENDA,156787,05-12-2015 business.pdf,False
2147,City Council,2015-05-12,269903,COTTONWOOD HEIGHTS CITY COUNCIL AGENDA,156991,CouncilPacket 05-12-2015.pdf,False
2147,City Council,2015-05-05,268195,NOTICE OF COTTONWOOD HEIGHTS CITY COUNCIL WORK SESSION AGENDA,155267,05-05-2015 work.pdf,False
