date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,meeting_title,filename,content_length_bytes,size_mb,stored_locally,doc_class,fetch_status,sha256,text_path,text_chars
2023-10-17,Ord 23-32 LDC Moderate Income Housing Code Amendment - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2023-32%20LDC%20Moderate%20Income%20Housing%20Code%20Amendment%20-%20WORKSHOP.pdf?t=20231012223837687,2026-07-05,na,claude_vision,,October 17 - Regular Meeting,Ord 23-32 LDC Moderate Income Housing Code Amendment - WORKSHOP.pdf,16164215,16.16,no,staff_report,ok,57523435622e60f5552d03e448af98211252cdfdf92bb704f6a38ec3234f7775,text/attachments/2023-10-17_Ord_23_32_LDC_Moderate_Income_Housing_Code_Amendme_3fac4c61.txt,161033
2023-10-17,Ord 23-33 Willow Ski Lakes Rezone - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2023-33%20Willow%20Ski%20Lakes%20Rezone%20-%20WORKSHOP.pdf?t=20231012223918238,2026-07-05,na,claude_vision,,October 17 - Regular Meeting,Ord 23-33 Willow Ski Lakes Rezone - WORKSHOP.pdf,5032474,5.03,no,staff_report,ok,d0b949b9db8e20767abaff8a1e3f04a6a880a92c96cec4253533c3029d12c16e,text/attachments/2023-10-17_Ord_23_33_Willow_Ski_Lakes_Rezone_WORKSHOP_057fff8f.txt,18173
2023-10-17,Res 23-41 Supporting Board Apportionment of the CVTD - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2023-41%20Supporting%20Board%20Apportionment%20of%20the%20CVTD%20-%20ACTION.pdf?t=20231012223539658,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,October 17 - Regular Meeting,Res 23-41 Supporting Board Apportionment of the CVTD - ACTION.pdf,416257,0.42,no,,,,,
2023-10-17,Res 23-43 Budget Adjustments - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2023-43%20Budget%20Adjustments%20-%20ACTION.pdf?t=20231012223738589,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,October 17 - Regular Meeting,Res 23-43 Budget Adjustments - ACTION.pdf,65745,0.07,no,,,,,
2023-10-17,Res 23-45 Budget Adjustments - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2023-45%20Budget%20Adjustments%20-%20WORKSHOP.pdf?t=20231012223958809,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,October 17 - Regular Meeting,Res 23-45 Budget Adjustments - WORKSHOP.pdf,13777,0.01,no,,,,,
2023-10-17,Res 23-44 RDA Tax Increment Interlocal Agreements 1400 B=NOrth Main CRS Area - ACTION,RDA,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2023-44%20RDA%20Tax%20Increment%20Interlocal%20Agreements%201400%20B%3DNOrth%20Main%20CRS%20Area%20-%20ACTION.pdf?t=20231012224044065,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,October 17 - Regular Meeting,Res 23-44 RDA Tax Increment Interlocal Agreements 1400 B=NOrth Main CRS Area - ACTION.pdf,9200908,9.2,no,,,,,
2023-11-07,AGENDA 2023November7,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/AGENDA%202023November7.pdf?t=20231102162250132,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 7 - Regular Meeting,AGENDA 2023November7.pdf,169089,0.17,no,,,,,
2023-11-07,AGENDA 2023November7 Spanish,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/AGENDA%202023November7%20Spanish.pdf?t=2023110216215308,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 7 - Regular Meeting,AGENDA 2023November7 Spanish.pdf,176011,0.18,no,,,,,
2023-11-07,Board Reappointment,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Board%20Reappointment.pdf?t=20231102155632351,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 7 - Regular Meeting,Board Reappointment.pdf,122329,0.12,no,,,,,
2023-11-07,Dignity Index,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Dignity%20Index.pdf?t=20231102155713155,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 7 - Regular Meeting,Dignity Index.pdf,590821,0.59,no,,,,,
2023-11-07,Open and Public Meetings Training,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Open%20and%20Public%20Meetings%20Training.pdf?t=20251231163351185,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 7 - Regular Meeting,Open and Public Meetings Training.pdf,98656,0.1,no,,,,,
2023-11-07,Ord 23-32 LDC Moderate Income Housing Amendments - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2023-32%20LDC%20Moderate%20Income%20Housing%20Amendments%20-%20ACTION.pdf?t=20231102155758713,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 7 - Regular Meeting,Ord 23-32 LDC Moderate Income Housing Amendments - ACTION.pdf,7122777,7.12,no,staff_report,ok,9fe7c93414d1faef5a8bc4ebdd4f8c7446f18b5c3b396e0d3670590c9ef48b97,text/attachments/2023-11-07_Ord_23_32_LDC_Moderate_Income_Housing_Amendments_A_0d94bbdf.txt,78550
2023-11-07,Ord 23-34 Purchasing Amendements - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2023-34%20Purchasing%20Amendements%20-%20WORKSHOP.pdf?t=20231102160039286,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 7 - Regular Meeting,Ord 23-34 Purchasing Amendements - WORKSHOP.pdf,500806,0.5,no,,,,,
2023-11-07,Res 23-45 Budget Adjustments - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2023-45%20Budget%20Adjustments%20-%20ACTION.pdf?t=20231102155847286,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 7 - Regular Meeting,Res 23-45 Budget Adjustments - ACTION.pdf,13777,0.01,no,,,,,
2023-11-07,Res 23-47 Budget Adjustments - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2023-47%20Budget%20Adjustments%20-%20WORKSHOP.pdf?t=20231102160005517,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 7 - Regular Meeting,Res 23-47 Budget Adjustments - WORKSHOP.pdf,18771,0.02,no,,,,,
2023-11-07,"Res 23-49 Fees for Golf Course, Plaza Ice Rink and Ice Skates - WORKSHOP",Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2023-49%20Fees%20for%20Golf%20Course%2C%20Plaza%20Ice%20Rink%20and%20Ice%20Skates%20-%20WORKSHOP.pdf?t=20231102155929226,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 7 - Regular Meeting,"Res 23-49 Fees for Golf Course, Plaza Ice Rink and Ice Skates - WORKSHOP.pdf",145162,0.15,no,,,,,
2023-11-07,Ord 23-46 RDA Woodsonia Cache Valley LLC - ACTION,RDA,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2023-46%20RDA%20Woodsonia%20Cache%20Valley%20LLC%20-%20ACTION.pdf?t=20231102161319232,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 7 - Regular Meeting,Ord 23-46 RDA Woodsonia Cache Valley LLC - ACTION.pdf,87176,0.09,no,,,,,
2023-11-07,Res 23-48 RDA Budget Adjustment - WORKSHOP,RDA,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2023-48%20RDA%20Budget%20Adjustment%20-%20WORKSHOP.pdf?t=20231102160202015,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 7 - Regular Meeting,Res 23-48 RDA Budget Adjustment - WORKSHOP.pdf,10243,0.01,no,,,,,
2023-11-21,AGENDA 2023November21,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/AGENDA%202023November21.pdf?t=20231117094718234,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 21 - Regular Meeting,AGENDA 2023November21.pdf,169896,0.17,no,,,,,
2023-11-21,AGENDA 2023November21 Spanish,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/AGENDA%202023November21%20Spanish.pdf?t=2023111616144048,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 21 - Regular Meeting,AGENDA 2023November21 Spanish.pdf,173450,0.17,no,,,,,
2023-11-21,2022 CAPER Report,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/2022%20CAPER%20Report.pdf?t=20231116161007676,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 21 - Regular Meeting,2022 CAPER Report.pdf,1460756,1.46,no,,,,,
2023-11-21,Ord 23-34 Purchasing Amendements - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2023-34%20Purchasing%20Amendements%20-%20ACTION.pdf?t=20231116160742738,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 21 - Regular Meeting,Ord 23-34 Purchasing Amendements - ACTION.pdf,500806,0.5,no,,,,,
2023-11-21,Ord 23-36 Rezone for Bear River Mental Health Receiving Center - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2023-36%20Rezone%20for%20Bear%20River%20Mental%20Health%20Receiving%20Center%20-%20WORKSHOP.pdf?t=20231116161238396,2026-07-05,na,claude_vision,,November 21 - Regular Meeting,Ord 23-36 Rezone for Bear River Mental Health Receiving Center - WORKSHOP.pdf,5311783,5.31,no,staff_report,ok,055ab3cc7ed3b5c16572ce4cdfbba51e6e6aed26e7f06ac8fc181f374875e491,text/attachments/2023-11-21_Ord_23_36_Rezone_for_Bear_River_Mental_Health_Rece_7380f0a9.txt,21303
2023-11-21,Res 23-35 100 North Historic Project Area Rezone - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2023-35%20100%20North%20Historic%20Project%20Area%20Rezone%20-%20WORKSHOP.pdf?t=2023111616113773,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 21 - Regular Meeting,Res 23-35 100 North Historic Project Area Rezone - WORKSHOP.pdf,5079681,5.08,no,staff_report,ok,f129463d50019c53215afef1545a0bed60d975769eb3c4c3155f4ef8dd4ff5c0,text/attachments/2023-11-21_Res_23_35_100_North_Historic_Project_Area_Rezone_W_c59e840a.txt,23988
2023-11-21,Res 23-47 Budget Adjustments - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2023-47%20Budget%20Adjustments%20-%20ACTION.pdf?t=20231116160645432,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 21 - Regular Meeting,Res 23-47 Budget Adjustments - ACTION.pdf,18771,0.02,no,,,,,
2023-11-21,"Res 23-49 Fees for Golf Course, Plaza Ice Rink and Ice Skates - ACTION",Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2023-49%20Fees%20for%20Golf%20Course%2C%20Plaza%20Ice%20Rink%20and%20Ice%20Skates%20-%20ACTION.pdf?t=20231116160605286,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 21 - Regular Meeting,"Res 23-49 Fees for Golf Course, Plaza Ice Rink and Ice Skates - ACTION.pdf",145162,0.15,no,,,,,
2023-11-21,Res 23-50 CAPER Evaluation Report - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2023-50%20CAPER%20Evaluation%20Report%20-%20WORKSHOP.pdf?t=20231116160907799,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 21 - Regular Meeting,Res 23-50 CAPER Evaluation Report - WORKSHOP.pdf,68603,0.07,no,,,,,
2023-11-21,Res 23-51 Recertification of the Logan Municipal Justice Court - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2023-51%20Recertification%20of%20the%20Logan%20Municipal%20Justice%20Court%20-%20ACTION.pdf?t=20231116160820486,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 21 - Regular Meeting,Res 23-51 Recertification of the Logan Municipal Justice Court - ACTION.pdf,177979,0.18,no,,,,,
2023-11-21,Res 23-52 Budget Adjustments - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2023-52%20Budget%20Adjustments%20-%20WORKSHOP.pdf?t=20231116161319803,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 21 - Regular Meeting,Res 23-52 Budget Adjustments - WORKSHOP.pdf,12928,0.01,no,,,,,
2023-11-21,Res 23-48 RDA Budget Adjustment - ACTION,RDA,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2023-48%20RDA%20Budget%20Adjustment%20-%20ACTION.pdf?t=20231116161400573,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,November 21 - Regular Meeting,Res 23-48 RDA Budget Adjustment - ACTION.pdf,10243,0.01,no,,,,,
2023-12-05,2023December05Spanish Agenda,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/2023December05Spanish%20Agenda.pdf?t=20231201105906884,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,December 5 - Regular Meeting,2023December05Spanish Agenda.pdf,169042,0.17,no,,,,,
2023-12-05,2023December5 Agenda,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/2023December5%20Agenda.pdf?t=20231201110800626,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,December 5 - Regular Meeting,2023December5 Agenda.pdf,176649,0.18,no,,,,,
2023-12-05,General Canvass Meeting Notice 2023,Council,cancelled,notice,https://www.loganutah.gov/departments/admin/council/General%20Canvass%20Meeting%20Notice%202023.pdf?t=20231120115101858,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,December 5 - CANCELLED - Canvass of the General Election,General Canvass Meeting Notice 2023.pdf,63984,0.06,no,,,,,
2023-12-05,NOTICE - Sale of Fire Station 70,Council,regular,notice,https://www.loganutah.gov/NOTICE%20-%20Sale%20of%20Fire%20Station%2070.pdf?t=20231201104856598,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,December 5 - Regular Meeting,NOTICE - Sale of Fire Station 70.pdf,38532,0.04,no,,,,,
2023-12-05,NOTICE - Sale of Plaza 45 Building,Council,regular,notice,https://www.loganutah.gov/NOTICE%20-%20Sale%20of%20Plaza%2045%20Building.pdf?t=20231201104755186,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,December 5 - Regular Meeting,NOTICE - Sale of Plaza 45 Building.pdf,172228,0.17,no,,,,,
2023-12-05,2022 CAPER Report,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/2022%20CAPER%20Report.pdf?t=20231201104555629,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,December 5 - Regular Meeting,2022 CAPER Report.pdf,1460756,1.46,no,,,,,
2023-12-05,Ord 23-36 Rezone for Bear River Mental Health Receiving Center - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/Ord%2023-36%20Rezone%20for%20Bear%20River%20Mental%20Health%20Receiving%20Center%20-%20ACTION.pdf?t=20231201105352961,2026-07-05,na,claude_vision,,December 5 - Regular Meeting,Ord 23-36 Rezone for Bear River Mental Health Receiving Center - ACTION.pdf,5311783,5.31,no,staff_report,ok,055ab3cc7ed3b5c16572ce4cdfbba51e6e6aed26e7f06ac8fc181f374875e491,text/attachments/2023-12-05_Ord_23_36_Rezone_for_Bear_River_Mental_Health_Rece_f645b996.txt,21449
2023-12-05,RES 23-54 Logan Participant Resolution for Prepaid Gas - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/RES%2023-54%20Logan%20Participant%20Resolution%20for%20Prepaid%20Gas%20-%20WORKSHOP.pdf?t=20231201105738681,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,December 5 - Regular Meeting,RES 23-54 Logan Participant Resolution for Prepaid Gas - WORKSHOP.pdf,160259,0.16,no,,,,,
2023-12-05,Res 23-35 100 North Historic Project Area Rezone - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/Res%2023-35%20100%20North%20Historic%20Project%20Area%20Rezone%20-%20ACTION.pdf?t=20231201105252645,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,December 5 - Regular Meeting,Res 23-35 100 North Historic Project Area Rezone - ACTION.pdf,5079681,5.08,no,staff_report,ok,f129463d50019c53215afef1545a0bed60d975769eb3c4c3155f4ef8dd4ff5c0,text/attachments/2023-12-05_Res_23_35_100_North_Historic_Project_Area_Rezone_A_c485b1eb.txt,23988
2023-12-05,Res 23-50 CAPER Evaluation Report - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/Res%2023-50%20CAPER%20Evaluation%20Report%20-%20ACTION.pdf?t=20231201105156142,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,December 5 - Regular Meeting,Res 23-50 CAPER Evaluation Report - ACTION.pdf,68603,0.07,no,,,,,
2023-12-05,Res 23-52 Budget Adjustments - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/Res%2023-52%20Budget%20Adjustments%20-%20ACTION.pdf?t=20231201105442066,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,December 5 - Regular Meeting,Res 23-52 Budget Adjustments - ACTION.pdf,12928,0.01,no,,,,,
2023-12-05,Res 23-53 Budget Adjustments - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2023-53%20Budget%20Adjustments%20-%20WORKSHOP.pdf?t=2023120110562768,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,December 5 - Regular Meeting,Res 23-53 Budget Adjustments - WORKSHOP.pdf,10016,0.01,no,,,,,
2023-12-14,CANCELLED - General Canvass Meeting Notice 2023 - RECOUNT,Council,cancelled,notice,https://www.loganutah.gov/departments/admin/CANCELLED%20-%20General%20Canvass%20Meeting%20Notice%202023%20-%20RECOUNT.pdf?t=20231214111103373,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,December 14 - CANCELLED - Canvass of the General Election - RECOUNT,CANCELLED - General Canvass Meeting Notice 2023 - RECOUNT.pdf,62871,0.06,no,,,,,
2023-12-19,2023December19 Cancelled Council Meeting Notice,Council,cancelled,notice,https://www.loganutah.gov/departments/admin/council/2023December19%20Cancelled%20Council%20Meeting%20Notice.pdf?t=20231206122824977,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,December 19 - CANCELLED MEETING,2023December19 Cancelled Council Meeting Notice.pdf,28557,0.03,no,,,,,
2024-01-02,AGENDA 2024January02 Spanish,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/AGENDA%202024January02%20Spanish.pdf?t=20231228123222206,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,January 2 - Regular Meeting,AGENDA 2024January02 Spanish.pdf,152262,0.15,no,,,,,
2024-01-02,AGENDA 2024January2,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/AGENDA%202024January2.pdf?t=20231228123319782,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,January 2 - Regular Meeting,AGENDA 2024January2.pdf,177810,0.18,no,,,,,
2024-01-02,Board Appointments,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Board%20Appointments.pdf?t=20260114130854862,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,January 2 - Regular Meeting,Board Appointments.pdf,491925,0.49,no,,,,,
2024-01-02,Ord 24-01 Little Bloomsbury Rezone - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2024-01%20Little%20Bloomsbury%20Rezone%20-%20WORKSHOP.pdf?t=20231228122319595,2026-07-05,na,claude_vision,,January 2 - Regular Meeting,Ord 24-01 Little Bloomsbury Rezone - WORKSHOP.pdf,3521223,3.52,no,staff_report,ok,d121c9fba938db94bc7e6abf6e0cbd3e11b7f5388fa3b44c35f662cf664ab9d9,text/attachments/2024-01-02_Ord_24_01_Little_Bloomsbury_Rezone_WORKSHOP_1731ed32.txt,12582
2024-01-02,Ord 24-02 Logan Secure Storage Rezone - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2024-02%20Logan%20Secure%20Storage%20Rezone%20-%20WORKSHOP.pdf?t=2023122812235186,2026-07-05,na,claude_vision,,January 2 - Regular Meeting,Ord 24-02 Logan Secure Storage Rezone - WORKSHOP.pdf,5005451,5.01,no,staff_report,ok,c1315fb17103736a9a50334dbe982eb315f7f4bcb7e1eba730b7b831d2169a6e,text/attachments/2024-01-02_Ord_24_02_Logan_Secure_Storage_Rezone_WORKSHOP_5d3debd9.txt,23516
2024-01-02,Res 23-53 Budget Adjustment - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2023-53%20Budget%20Adjustment%20-%20ACTION.pdf?t=20231228122114173,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,January 2 - Regular Meeting,Res 23-53 Budget Adjustment - ACTION.pdf,10197,0.01,no,,,,,
2024-01-02,Res 23-54 Logan Participant Resolution for Prepaid Gas - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2023-54%20Logan%20Participant%20Resolution%20for%20Prepaid%20Gas%20-%20ACTION.pdf?t=20231228122149032,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,January 2 - Regular Meeting,Res 23-54 Logan Participant Resolution for Prepaid Gas - ACTION.pdf,160417,0.16,no,,,,,
2024-01-02,Res 24-01 Library Fines and Fees - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2024-01%20Library%20Fines%20and%20Fees%20-%20WORKSHOP.pdf?t=2023122812221872,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,January 2 - Regular Meeting,Res 24-01 Library Fines and Fees - WORKSHOP.pdf,445639,0.45,no,,,,,
2024-01-02,Res 24-02 Budget Adjustments - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2024-02%20Budget%20Adjustments%20-%20WORKSHOP.pdf?t=20231228122251876,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,January 2 - Regular Meeting,Res 24-02 Budget Adjustments - WORKSHOP.pdf,13381,0.01,no,,,,,
2024-01-16,AGENDA 2024January16,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/AGENDA%202024January16.pdf?t=20240111124211383,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,January 16 - Regular Meeting,AGENDA 2024January16.pdf,177585,0.18,no,,,,,
2024-01-16,AGENDA 2024January16 Spanish,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/AGENDA%202024January16%20Spanish.pdf?t=20240111123306963,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,January 16 - Regular Meeting,AGENDA 2024January16 Spanish.pdf,152982,0.15,no,,,,,
2024-01-16,CDBG Community Block Grant Consolidated Plan 2024-2028,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/CDBG%20Community%20Block%20Grant%20Consolidated%20Plan%202024-2028.pdf?t=20240111122811711,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,January 16 - Regular Meeting,CDBG Community Block Grant Consolidated Plan 2024-2028.pdf,373456,0.37,no,,,,,
2024-01-16,Ord 23-31 Code Amendment Regulating Sewers and Sewage Disposal - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2023-31%20Code%20Amendment%20Regulating%20Sewers%20and%20Sewage%20Disposal%20-%20ACTION.pdf?t=20240111123111993,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,January 16 - Regular Meeting,Ord 23-31 Code Amendment Regulating Sewers and Sewage Disposal - ACTION.pdf,4309333,4.31,no,,,,,
2024-01-16,Ord 23-35 Historic Project Area 100 North Rezone - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2023-35%20Historic%20Project%20Area%20100%20North%20Rezone%20-%20ACTION.pdf?t=20240111123141227,2026-07-05,na,claude_vision,,January 16 - Regular Meeting,Ord 23-35 Historic Project Area 100 North Rezone - ACTION.pdf,6383407,6.38,no,staff_report,ok,22a6b5260ae5bbc39c295a71b091e6843fb9305b6ac56e12e0c0f3022a864177,text/attachments/2024-01-16_Ord_23_35_Historic_Project_Area_100_North_Rezone_A_2bbef457.txt,22572
2024-01-16,Ord 24-01 Little Bloomsbury Rezone - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2024-01%20Little%20Bloomsbury%20Rezone%20-%20ACTION.pdf?t=20240111123012133,2026-07-05,na,claude_vision,,January 16 - Regular Meeting,Ord 24-01 Little Bloomsbury Rezone - ACTION.pdf,3638588,3.64,no,staff_report,ok,7151d7ec0fa8702c55343faeaf1b67600bc77b4573ad635c983cdaae53113d90,text/attachments/2024-01-16_Ord_24_01_Little_Bloomsbury_Rezone_ACTION_bee9d0c2.txt,13480
2024-01-16,Ord 24-02 Logan Secore Storage Rezone - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Ord%2024-02%20Logan%20Secore%20Storage%20Rezone%20-%20ACTION.pdf?t=20240111123043602,2026-07-05,na,claude_vision,,January 16 - Regular Meeting,Ord 24-02 Logan Secore Storage Rezone - ACTION.pdf,5291653,5.29,no,staff_report,ok,c384d0050bfa697546a869a082edc554f3bcebcaf835179b9c742909fdc8118a,text/attachments/2024-01-16_Ord_24_02_Logan_Secore_Storage_Rezone_ACTION_6ef8b828.txt,23785
2024-01-16,Proposed Council 2024 Chair & Committee Assignments,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Proposed%20Council%202024%20Chair%20%26%20Committee%20Assignments.pdf?t=20240111122743383,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,January 16 - Regular Meeting,Proposed Council 2024 Chair & Committee Assignments.pdf,154332,0.15,no,,,,,
2024-01-16,Res 24-01 Library Fees - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2024-01%20Library%20Fees%20-%20ACTION.pdf?t=20240111122912758,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,January 16 - Regular Meeting,Res 24-01 Library Fees - ACTION.pdf,420221,0.42,no,,,,,
2024-01-16,Res 24-02 Budget Adjustments - ACTION,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2024-02%20Budget%20Adjustments%20-%20ACTION.pdf?t=20240111122941461,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,January 16 - Regular Meeting,Res 24-02 Budget Adjustments - ACTION.pdf,13392,0.01,no,,,,,
2024-01-16,Res 24-03 Budget Adjustments - WORKSHOP,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/council/Res%2024-03%20Budget%20Adjustments%20-%20WORKSHOP.pdf?t=20240111123235759,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,January 16 - Regular Meeting,Res 24-03 Budget Adjustments - WORKSHOP.pdf,12632,0.01,no,,,,,
2024-02-06,AGENDA 2024February6,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/AGENDA%202024February6.pdf?t=20240202100544216,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,February 6 - Regular Meeting,AGENDA 2024February6.pdf,170507,0.17,no,,,,,
2024-02-06,AGENDA Spanish 2024February06,Council,regular,agenda,https://www.loganutah.gov/departments/admin/council/AGENDA%20Spanish%202024February06.pdf?t=20240202095925388,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,February 6 - Regular Meeting,AGENDA Spanish 2024February06.pdf,164289,0.16,no,,,,,
2024-02-06,Board Appointments,Council,regular,staff_report,https://www.loganutah.gov/departments/admin/Board%20Appointments.pdf?t=20240202095457171,2026-07-05,na,not_retrieved (index-only; fetch source_url on demand),,February 6 - Regular Meeting,Board Appointments.pdf,291993,0.29,no,,,,,
