staging_file,path,office,confidence,evidence,added,candidate
,raw/2014/2014_6-14Treas-Jackson.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/6b998b79.json reads candidate_printed='Kim Jackson', office_printed='Treasurer'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Kim Jackson
,raw/2014/2014_6-14B-Lee_1.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/6baedf1f.json reads candidate_printed='Bill Lee', office_printed='Utah County Commissioner (Seat B)'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Bill Lee
,raw/2018/2018_Bowen.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/6e4d607a.json reads candidate_printed='Jeanne Bowen', office_printed='Utah County Commissioner Seat B'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Jeanne Bowen
,raw/2014/2014_6-14Sheriff-Tracy_Redacted.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/7001a535.json reads candidate_printed='JAMES O. TRACY', office_printed='SHERIFF'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,JAMES O. TRACY
,raw/2014/2014_6-14Clerk-BThompson.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/7044441e.json reads candidate_printed='Bryan E. Thompson', office_printed='Utah County Clerk/Auditor'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Bryan E. Thompson
,raw/2016/2016_Frost.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/7dbce577.json reads candidate_printed='Bradley J Frost', office_printed='County Commission Seat C'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Bradley J Frost
,raw/2016/2016_PP2016Voeks.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/88612475.json reads candidate_printed='Casey Voeks', office_printed='County Commission Seat C'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Casey Voeks
,raw/2014/2014_6-14Clerk-Atkin_1.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/8bd75784.json reads candidate_printed='Jacob Atkin', office_printed='Utah County Clerk/Auditor'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Jacob Atkin
,raw/2016/2016_JBowen.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/950f13c0.json reads candidate_printed='Jeanne Bowen', office_printed='Utah County Comission seat C'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Jeanne Bowen
,raw/2014/2014_PostPrimary-Grierson.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/a23cc40d.json reads candidate_printed='Lorne Grierson', office_printed='Utah County Commissioner'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Lorne Grierson
,raw/2014/2014_6-14Surveyor-Ratcliffe.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/abf476ae.json reads candidate_printed='GARY RATCLIFFE', office_printed='SURVEYOR'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,GARY RATCLIFFE
,raw/2014/2014_6-14Treas-McConnell.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/b80b5798.json reads candidate_printed='Cary R. McConnell', office_printed='Utah County Treasurer'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Cary R. McConnell
,raw/2014/2014_PostPrimary-McConnell.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/d841594d.json reads candidate_printed='Cary R. McConnell', office_printed='Utah County Treasurer'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Cary R. McConnell
,raw/2016/2016_G2016Bowen.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/de1c36cb.json reads candidate_printed='Jeanne Bowen', office_printed='Commisson seat C'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Jeanne Bowen
,raw/2014/2014_6-14Rec-Smith.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/2562d295.json reads candidate_printed='JEFFERY DEAN SMITH', office_printed='Ut. COUNTY RECORDER'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,JEFFERY DEAN SMITH
,raw/2016/2016_CCP2016Ivie.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/672dd5a2.json reads candidate_printed='Nathan Ivie', office_printed='Utah County Commissioner seat C'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Nathan Ivie
,raw/2018/2018_CA.Hemingway.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/161ae673.json reads candidate_printed='STEPHEN ""HEMI"" HEMINGWAY', office_printed='UTAH COUNTY CLERK/AUDITOR'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,"STEPHEN ""HEMI"" HEMINGWAY"
,raw/2018/2018_CA.Grunander.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/1a802679.json reads candidate_printed='Chad Grunander', office_printed='Utah County Attorney'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Chad Grunander
,raw/2018/2018_CA.Thompson.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/376e0163.json reads candidate_printed='Bryan E. Thompson', office_printed='Utah County Clerk/Auditor'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Bryan E. Thompson
,raw/2018/2018_Commission.Dixon.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/6ad1c58c.json reads candidate_printed='James A. Dixon', office_printed='Ut. County Commission Seat A'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,James A. Dixon
,raw/2018/2018_CA.Leavitt.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/6cae312c.json reads candidate_printed='David O. Leavitt', office_printed='County Attorney'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,David O. Leavitt
,raw/2018/2018_Christensen.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/a07cf453.json reads candidate_printed='Jason Christenson', office_printed='Utah county County Clerk'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Jason Christenson
,raw/2018/2018_COMA.Sakievich.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/b9c5033b.json reads candidate_printed='THOMAS V. SAKIEVICH', office_printed='UTAH COUNTY COMMISSION, SEAT A'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,THOMAS V. SAKIEVICH
,raw/2018/2018_CS.Phelps.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/f418f1ca.json reads candidate_printed='Jim Phelps', office_printed='Utah County Sheriff'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Jim Phelps
,raw/2018/2018_PEPhelps.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/17b6d8dc.json reads candidate_printed='Jim Phelps', office_printed='Sheriff'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Jim Phelps
,raw/2018/2018_Smith.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/38114dfd.json reads candidate_printed='Mike Smith', office_printed='Utah County Sheriff'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Mike Smith
,raw/2018/2018_Commission.Spencer.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/3dfdfe9f.json reads candidate_printed='Timothy William Spencer', office_printed='Commissioner'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Timothy William Spencer
,raw/2018/2018_Mccabe.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/473c1c76.json reads candidate_printed='Teri McCabe', office_printed='Utah County Commissioner Seat A'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Teri McCabe
,raw/2018/2018_Mccullough.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/47e82bdd.json reads candidate_printed='W. Andrew McCullough', office_printed='County Attorney'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,W. Andrew McCullough
,raw/2018/2018_SheriffDurfey.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/534362c6.json reads candidate_printed='Darin Durfey', office_printed='Sheriff'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Darin Durfey
,raw/2018/2018_Lee.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/71c33543.json reads candidate_printed='Bill Lee', office_printed='Utah County Commission (Seat B)'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Bill Lee
,raw/2018/2018_Powers.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/7bf1b2df.json reads candidate_printed='Amelia Powers', office_printed='Utah County Clerk/Auditor'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Amelia Powers
,raw/2018/2018_Leavitt.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/8517efa8.json reads candidate_printed='David Leavitt', office_printed='Utah County Attorney'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,David Leavitt
,raw/2018/2018_Commission.Ellingson.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/8ccacdeb.json reads candidate_printed='Karen Ellingson', office_printed='County Commissioner'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Karen Ellingson
,raw/2018/2018_PSakievich.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/adf28180.json reads candidate_printed='THOMAS V. SAKIEVICH', office_printed='UTAH COUNTY COMMISSION, SEAT A'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,THOMAS V. SAKIEVICH
,raw/2018/2018_PGrunander.pdf,,high,"candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/cf297c93.json reads candidate_printed='Chad Grunander', office_printed='Utah County Attorney'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",2026-08-19,Chad Grunander
,raw/2020/2020_Ivie_6.23.20_Redacted_Redacted.pdf,,high,"REATTRIBUTION: candidate REATTRIBUTED from the filing's OWN PAGE FACE, overwriting the acquisition channel's label 'Nathan Ivie' which the page contradicts. The module's own do-nots record that this channel is sometimes simply wrong about who filed (the county's Strapi record files Paul V. Child's 2020 Recorder filing under Taylor Dayton). The channel's label is preserved verbatim HERE so the disagreement stays visible and auditable; index.csv now carries the filer the document itself names. candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/514be219.json reads candidate_printed='R Nathan Ivie', office_printed='Utah County Commission'; the acquisition channel (county_api) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten WITHOUT an explicit --reattribute run — the Ainge 2018 precedent.",2026-08-19,R Nathan Ivie
,raw/2020/2020_SakievichThomas.pdf,,high,"REATTRIBUTION: candidate REATTRIBUTED from the filing's OWN PAGE FACE, overwriting the acquisition channel's label 'Tom Sakievich' which the page contradicts. The module's own do-nots record that this channel is sometimes simply wrong about who filed (the county's Strapi record files Paul V. Child's 2020 Recorder filing under Taylor Dayton). The channel's label is preserved verbatim HERE so the disagreement stays visible and auditable; index.csv now carries the filer the document itself names. candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/b3d6fecc.json reads candidate_printed='Thomas V. Sakievich', office_printed='Utah County Commission'; the acquisition channel (county_api) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten WITHOUT an explicit --reattribute run — the Ainge 2018 precedent.",2026-08-19,Thomas V. Sakievich
,raw/2020/2020_Child_5.1.20_Redacted_Redacted.pdf,,high,"REATTRIBUTION: candidate REATTRIBUTED from the filing's OWN PAGE FACE, overwriting the acquisition channel's label 'Taylor Dayton' which the page contradicts. The module's own do-nots record that this channel is sometimes simply wrong about who filed (the county's Strapi record files Paul V. Child's 2020 Recorder filing under Taylor Dayton). The channel's label is preserved verbatim HERE so the disagreement stays visible and auditable; index.csv now carries the filer the document itself names. candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/c848c81b.json reads candidate_printed='Paul V. Child', office_printed='Recorder'; the acquisition channel (county_api) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten WITHOUT an explicit --reattribute run — the Ainge 2018 precedent.",2026-08-19,Paul V. Child
,raw/2024/2024_Brian_Baird.pdf,,high,"REATTRIBUTION: the acquisition channel labels this filing 'Brian Baird' and names the file 2024_Brian_Baird.pdf, but the FILING'S OWN PAGE FACE reads 'Brian Bird' in every box of all four pages and in the filer's own email address; it is signed Brian Bird. This is the clerk name-drift the module's own do-nots already record ('2024_Brian_Baird.pdf is signed Brian Bird'), the same class as 'Danise Farren' -> 'Danise Farron'. The channel's label is preserved verbatim HERE so the disagreement stays visible and auditable; index.csv now carries the filer the document itself names. Applied 2026-08-19/20 by the Phase B itemization wave. NOTE: this mechanism is reserved for a channel that names the WRONG FILER -- mere name-FORM differences (Renee/Renee, Rudy/Rudolf, Rodd/Rodney, case) are deliberately NOT reattributed, because fragmenting one candidate into several identities is worse than a cosmetic divergence; the verbatim page face is preserved in filing_totals.candidate and in the vision transcript.",2026-08-20,Brian Bird
