date,body,motion_no,motion,result,mover,seconder,names_recorded
2024-08-14,PlanningCommission,2,To approve application #CUP2024-001158 with staff recommendations.,Commissioners voted unanimous in favor (of commissioners present),Collard,Vance,false
2024-11-13,PlanningCommission,1,"To approve the August 13, 2024 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor (of commissioners present),Vance,Cohen,false
2024-11-13,PlanningCommission,2,To continue item SUB2023-000919,Commissioners voted unanimous in favor (of commissioners present),Cohen,Collard,false
2024-11-21,MountainousPlanningCommission,1,To approve application # PAM2023-000826 in accordance with staff recommendations.,Commissioners voted unanimous in favor (of commissioner’s present),McAllister,Despain,false
2024-11-21,MountainousPlanningCommission,2,"To approve the June 20, 2024 Planning Commission Meeting Minutes as presented.",Commissioners voted unanimous in favor (of commissioner’s present),Omer,Knoblock,false
2024-12-11,PlanningCommission,1,"To approve the November 13, 2024 Planning Commission Meeting Minutes.",Commissioners voted unanimously in favor (of commissioners present),Vance,Cohen,false
2024-12-11,PlanningCommission,2,To approve the 2025 Planning Commission Meeting Schedule.,Commissioners voted unanimously in favor (of commissioners present),Cole,Vance,false
2024-12-11,PlanningCommission,3,"To approve application #SUB2023-000919 (Christa Moon is requesting preliminary plat approval for the Moon Subdivision), with staff recommendations.",Commissioners voted unanimously in favor (of commissioners present),Vance,Collard,false
2024-12-11,PlanningCommission,4,"To approve application #CUP2024-001276 (Dakota Hawks is requesting conditional use approval for a stealth monopole), with staff recommendations.",Commissioners voted unanimously in favor (of commissioners present),Cohen,Vance,false
2025-03-20,MountainousPlanningCommission,1,To approve application #WVR2025-001332 Ron Smith requesting a slope waiver to develop on a slope steeper than 30% with staff recommendations.,Commissioners voted unanimously in favor (of commissioners present),Knoblock,Omer,false
2025-03-20,MountainousPlanningCommission,2,"To recommend approval to the County Council of file # OAM2025-001349 An Ordinance of General Revision, Amending Section 19.15.140, Entitled “Retention of Single -Family Residence Status and Verification of Water and Sewer” of the Salt Lake Code of Ordinances, 2001, to Allow Separate Metering for Detached Accessory Dwelling Units; and Making Other Related Changes.",Commissioners voted unanimously in favor (of commissioners present),Omer,Reale,false
2025-03-20,MountainousPlanningCommission,3,"To approve November 21, 2024, Planning Commission Meeting Minutes as presented.",Commissioners voted unanimously in favor (of commissioners present),Knoblock,Reale,false
2025-03-20,MountainousPlanningCommission,4,"To nominate Commissioner Staker as Chair for 2025, Commissioner Staker accepted that nomination.",Commissioners voted unanimously in favor (of commissioners present),Knoblock,Schoenfeld,false
2025-03-20,MountainousPlanningCommission,5,"To nominate Commissioner Knoblock as Vice Chair for 2025, Commissioner Knoblock accepted that nomination.",Commissioners voted unanimously in favor (of commissioners present),Knoblock,Schoenfeld,false
2025-03-26,PlanningCommission,1,"To approve application # SUB2025-001320 with staff recommendations , and to recommend approval of exception request to county mayor . Written decision to be issued by Commissioner Watkins (Chair).",Commissioners voted unanimous in favor (of commissioners present),Collard,Vance,false
2025-03-26,PlanningCommission,2,"To recommend approval of file #OAM2025-001349 with amendment to strike provision B, and with staff reporting to the council any unintended consequences and negative effects of the proposed amendment.",Commissioners voted unanimous in favor (of commissioners present),Collard,Watkins,false
2025-03-26,PlanningCommission,3,"To nominate Commissioner Watkins as Chair for 2025, Commissioner Watkins accepted that nomination.",Commissioners voted unanimously in favor (of commissioners present),Collard,Hiatt,false
2025-03-26,PlanningCommission,4,To continue election of Vice Chair for 2025 to the April 16th planning commission meeting.,Commissioners voted unanimously in favor (of commissioners present),Collard,Hiatt,false
2025-03-26,PlanningCommission,5,"To approve the December 11, 2024 Planning Commission Meeting Minutes.",Commissioners voted unanimous in favor (of commissioners present),Cohen,Watkins,false
2025-03-26,PlanningCommission,6,To continue Planning Commissioner Training the April 16th planning commission meeting.,Commissioners voted unanimously in favor (of commissioners present),Collard,Watkins,false
2025-04-16,PlanningCommission,1,To approve application # PUD2024-001312 Keystone Construction is requesting approval of the proposed Condominiums at Sky Ranch Preliminary Plat and associated planned unit development with staff recommendations.,Commissioners voted unanimous in favor (of commissioners present),Collard,Vance,false
2025-04-16,PlanningCommission,2,To approve application # PAM2025-001327 Woodside Homes of Utah is requesting approval of the proposed Sky Ranch Townhomes Phase 4 Amended Plat.,Commissioners voted unanimous in favor (of commissioners present),Collard,Vance,false
2025-04-16,PlanningCommission,3,"To nominate Commissioner Cole as Vice Chair for 2025, Commissioner Cole accepted that nomination.",Commissioners voted unanimous in favor (of commissioners present),Collard,Vance,false
2025-04-17,MountainousPlanningCommission,1,"To continue approval of March 20, 2025, Planning Commission Meeting Minutes to the May 15th meeting.",Commissioners voted unanimously in favor (of commissioners present),,,false
2025-05-14,PlanningCommission,1,"To approve March 26, 2025, Planning Commission Meeting Minutes.",Commissioners voted unanimously in favor (of commissioners present),Cohen,Vance,false
2025-05-14,PlanningCommission,2,"To approve April 16, 2025, Planning Commission Meeting Minutes.",Commissioners voted unanimously in favor (of commissioners present),Cohen,Vance,false
2025-05-14,PlanningCommission,3,"To recommend approval to the County Council of file #OAM2025-001372 Consideration of an ordinance adopting Salt Lake County Engineering Standard Drawings and Specifications. The proposed ordinance includes the adoption by reference of the latest revision of AASHTO “A Policy on Geometric Design of Highways an d Streets” (Green Book), the Utah Manual on Uniform Traffic Control Devices (MUTCD), and APWA Manual of Standard Plans and Manual of Standard Specifications, with modifications in section 255 explained in staff presentation.",Commissioners voted unanimously in favor (of commissioners present),Hiatt,Vance,false
2025-05-14,PlanningCommission,4,To recommend approval to the County Council of file #OAM2025-001375 Consideration of a resolution amending Salt Lake County’s land use fee schedule.,Commissioners voted unanimously in favor (of commissioners present),Cohen,Vance,false
2025-05-15,MountainousPlanningCommission,1,"To approve March 20, 2025, Planning Commission Meeting Minutes as presented.",Commissioners voted unanimously in favor (of commissioners present),Davis,Brunhart,false
2025-05-15,MountainousPlanningCommission,2,"To approve April 17, 2025, Planning Commission Meeting Minutes as presented.",Commissioners voted unanimously in favor (of commissioners present),Davis,Brunhart,false
2025-05-15,MountainousPlanningCommission,3,"To recommend approval to the County Council of file #OAM2025-001372 Consideration of an ordinance adopting Salt Lake County Engineering Standard Drawings and Specifications. The proposed ordinance includes the adoption by reference of the latest revision of AASHTO “A Policy on Geometric Design of Highways an d Streets” (Green Book), the Utah Manual on Uniform Traffic Control Devices (MUTCD), and APWA Manual of Standard Plans and Manual of Standard Specifications, with the modified recommendations as explained in the presentation by staff.",Commissioners voted unanimously in favor (of commissioners present),Davis,Despain,false
2025-05-15,MountainousPlanningCommission,4,To recommend approval to the County Council of file #OAM2025-001375 Consideration of a resolution amending Salt Lake County’s land use fee schedule.,Commissioners voted unanimously in favor (of commissioners present),Davis,Knoblock,false
2025-07-16,PlanningCommission,1,"To approve May 14, 2025, Planning Commission Meeting Minutes.",Commissioners voted unanimously in favor (of commissioners present),Cole,Vance,false
2025-07-16,PlanningCommission,2,To recommend application # REZ2025-001420 Tom Peterson is requesting to rezone property from A-20 to M-2 for approval to the County Council with staff recommendations.,Commissioners voted unanimously in favor (of commissioners present),Cole,Vance,false
2025-08-13,PlanningCommission,1,"To approve July 16, 2025, Planning Commission Meeting Minutes.",Commissioners voted unanimously in favor (of commissioners present),Vance,Collard,false
2025-08-13,PlanningCommission,2,To approve application # CUP2025-001401 Angie and Matt Dorenbosch are requesting a Conditional Use Permit for a Contractor Equipment Storage and an exception request with staff recommendations.,Commissioners voted unanimously in favor (of commissioners present),Collard,Vance,false
2025-12-10,PlanningCommission,1,"To approve August 13, 2025, Planning Commission Meeting Minutes.",Commissioners voted unanimously in favor (of commissioners present),Collard,Cole,false
2025-12-10,PlanningCommission,2,To approve application #SUB2025-001403 Walt Hoffman is requesting Preliminary Plat Approval for the Salt Lake Valley Panorama Views Subdivision with staff recommendations and conditions.,Commissioners voted unanimously in favor (of commissioners present),Collard,Hiatt,false
2025-12-10,PlanningCommission,3,To recommend file #OAM2025-001554 Consideration of Proposed Amendment to Salt Lake County’s West General Plan and Sandy Hills General Plan to add a Water Use and Preservation Element to Each Plan for approval to the Salt Lake County Council.,Commissioners voted unanimously in favor (of commissioners present),Collard,Hiatt,false
2025-12-18,MountainousPlanningCommission,1,"To approve May 15, 2025, Planning Commission Meeting Minutes as presented.",Commissioners voted unanimously in favor (of commissioners present),Knoblock,Brunhart,false
2025-12-18,MountainousPlanningCommission,2,To recommend file #OAM2025-001554 Consideration of Proposed Amendment to Salt Lake County’s Wasatch Canyons General Plan to add a Water Use and Preservation Element for approval to the Salt Lake County Council.,Commissioners voted unanimously in favor (of commissioners present),Hales,Brunhart,false
2026-03-11,PlanningCommission,1,"To recommend approve of file #OAM2026-001589 An ordinance amending section 19.72.110, entitled “Tree and Vegetation Protection” and enacting section 19.72.115, entitled “Forest Management Plan, Fuels Reduction Plan” of the Salt Lake Code Of Ordinances, 2001, to provide greater clarity on the standards and processes for approving and implementing these plans; and making other related changes with staff recommendations to the Salt Lake County Council with the technical corrections discussed.",Commissioners voted unanimously in favor (of commissioners present),Cohen,Hiatt,false
2026-03-11,PlanningCommission,2,"To nominate Commissioner Watkins as Chair for 2026, Commissioner Watkins accepted that nomination.",Commissioners voted unanimously in favor (of commissioners present),Hiatt,Paredes,false
2026-03-11,PlanningCommission,3,"To nominate Commissioner Cole as Vice Chair for 202 6, Commissioner Cole accepted that nomination.",Commissioners voted unanimously in favor (of commissioners present),Hiatt,Parades,false
2026-03-11,PlanningCommission,4,"To approve December 10, 2025, Planning Commission Meeting Minutes.",Commissioners voted unanimously in favor (of commissioners present),Paredes,Vance,false
2026-03-19,MountainousPlanningCommission,1,"To recommend file #OAM2026-001589 An ordinance amending section 19.72.110, entitled “Tree and Vegetation Protection” and enacting section 19.72.115, entitled “Forest Management Plan, Fuels Reduction Plan” of the Salt Lake Code Of Ordinances, 2001, to provide greater clarity on the standards and processes for approving and implementing these plans; and making other related changes to the County Council for approval as presented and advise the council the option to include proposals from save our canyons.",Commissioners voted unanimously in favor (of commissioners present),Knoblock,Brunhart,false
2026-03-19,MountainousPlanningCommission,2,"To nominate Commissioner Staker as Chair for 2026, Commissioner Staker accepted that nomination.",Commissioners voted unanimously in favor (of commissioners present),Schoenfeld,Hales,false
2026-03-19,MountainousPlanningCommission,3,"To nominate Commissioner Knoblock as Vice Chair for 2026, Commissioner Knoblock accepted that nomination.",Commissioners voted unanimously in favor (of commissioners present),Schoenfeld,Hales,false
2026-03-19,MountainousPlanningCommission,4,"To approve December 18, 2025, Planning Commission Meeting minutes.",Commissioners voted unanimously in favor (of commissioners present),Hales,Schoenfeld,false
