date,title,source_url,retrieved_date,format,extraction_method,candidate,candidate_key,matched_election_candidate,join_confidence,office_stated,office_scope,election_cycle,filing_grain,page_start,page_end,pages_total,channel,portal_label,path,text_path,document_id,sha256,bytes,read_method,needs_review,notes,election_year
2016-06-16,Caitlin K. Gochnour — Weber County campaign financial report 2016 (Weber County Commissioner Seat C),https://web.archive.org/web/20160824043243id_/http://www.weberelections.com:80/documents/2016/16June_Gochnour_Commission.pdf,2026-08-01,mixed,pdftotext -layout + tesseract --psm 6 on blank pages,Caitlin K. Gochnour,CAITLIN GOCHNOUR,"Gochnour, Caitlin K",exact,Weber County Commissioner Seat C,county,2016,filing,1,11,11,weberelections.com (predecessor host) via Internet Archive,2016 | County Commissioner C | Caitlin K. Gochnour | portal-listed,raw/wayback/wb20160824043243_16June_Gochnour_Commission.pdf,text/wayback__wb20160824043243_16June_Gochnour_Commission.txt,wb20160824043243_16June_Gochnour_Commission,8a6e20d46afde4442abc662895129e83a196bc92cd486fb945aadeeb7dbf1d64,627684,ocr,0,,2016
2016-07-15,Caitlin K. Gochnour — Weber County campaign financial report 2016 (Weber County Commissioner Seat C),https://web.archive.org/web/20160824045455id_/http://www.weberelections.com:80/documents/2016/16July_Gochnour_Commission.pdf,2026-08-01,mixed,pdftotext -layout + tesseract --psm 6 on blank pages,Caitlin K. Gochnour,CAITLIN GOCHNOUR,"Gochnour, Caitlin K",exact,Weber County Commissioner Seat C,county,2016,filing,1,3,3,weberelections.com (predecessor host) via Internet Archive,2016 | County Commissioner C | Caitlin K. Gochnour | portal-listed,raw/wayback/wb20160824045455_16July_Gochnour_Commission.pdf,text/wayback__wb20160824045455_16July_Gochnour_Commission.txt,wb20160824045455_16July_Gochnour_Commission,cff207e06752005779ae12206f11e0836032b2bf6661c07deb148fcfd9648530,25574,ocr,0,,2016
2016-10-31,James H. Harvey — Weber County campaign financial report 2016 (Weber County Commissioner),https://web.archive.org/web/20190828041319id_/http://www.weberelections.com:80/documents/2016/harvey_commission.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),James H. Harvey,JAMES HARVEY,,none,Weber County Commissioner,county,2016,filing,1,8,8,weberelections.com (predecessor host) via Internet Archive,2016 | County Commissioner C | Jim Harvey | portal-listed,raw/wayback/wb20190828041319_harvey_commission.pdf,text/wayback__wb20190828041319_harvey_commission.txt,wb20190828041319_harvey_commission,47491af9d73e592ada975a7bf4f7b7b3b458fafc6e206c6b8aa612debb4119db,331654,ocr,0,,2016
2018-11-30,Ryan Arbon — Weber County campaign financial report 2018 (Sheriff),https://www.weberelections.gov/_files/ugd/7e3a53_1c487f918447413eb304db68f4f1a92a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Ryan Arbon,RYAN ARBON,RYAN ARBON,exact,Sheriff,county,2018,filing-in-compilation,2,2,39,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2018 Reports archive,raw/archives/2018_combined_7e3a53_1c487f91.pdf,text/archives__2018_combined_7e3a53_1c487f91.txt,2018_combined_7e3a53_1c487f91#p2,d22f1b5518986b626fe6a7f962548a895fa79cd1fddb802b06b618c4db5340f5,1557871,vision (rendered cover page),0,,2018
2018-11-30,Douglas Brian Barker — Weber County campaign financial report 2018 (Ogden School Board),https://www.weberelections.gov/_files/ugd/7e3a53_1c487f918447413eb304db68f4f1a92a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Douglas Brian Barker,DOUGLAS BARKER,,none,Ogden School Board,school_board,2018,filing-in-compilation,3,3,39,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2018 Reports archive,raw/archives/2018_combined_7e3a53_1c487f91.pdf,text/archives__2018_combined_7e3a53_1c487f91.txt,2018_combined_7e3a53_1c487f91#p3,d22f1b5518986b626fe6a7f962548a895fa79cd1fddb802b06b618c4db5340f5,1557871,vision (rendered cover page),0,,2018
2018-10-29,Janalee Burrell — Weber County campaign financial report 2018 (Weber School Board Member - District 2),https://www.weberelections.gov/_files/ugd/7e3a53_1c487f918447413eb304db68f4f1a92a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Janalee Burrell,JANALEE BURRELL,,none,Weber School Board Member - District 2,school_board,2018,filing-in-compilation,4,6,39,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2018 Reports archive,raw/archives/2018_combined_7e3a53_1c487f91.pdf,text/archives__2018_combined_7e3a53_1c487f91.txt,2018_combined_7e3a53_1c487f91#p4,d22f1b5518986b626fe6a7f962548a895fa79cd1fddb802b06b618c4db5340f5,1557871,vision (rendered cover page),0,,2018
2019-01-04,Janis H. Christensen — Weber County campaign financial report 2018 (Weber School District Board Member),https://www.weberelections.gov/_files/ugd/7e3a53_1c487f918447413eb304db68f4f1a92a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Janis H. Christensen,JANIS CHRISTENSEN,,none,Weber School District Board Member,school_board,2018,filing-in-compilation,7,7,39,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2018 Reports archive,raw/archives/2018_combined_7e3a53_1c487f91.pdf,text/archives__2018_combined_7e3a53_1c487f91.txt,2018_combined_7e3a53_1c487f91#p7,d22f1b5518986b626fe6a7f962548a895fa79cd1fddb802b06b618c4db5340f5,1557871,vision (rendered cover page),0,,2018
2019-01-06,Gage Froerer — Weber County campaign financial report 2018 (County Commission Seat A),https://www.weberelections.gov/_files/ugd/7e3a53_1c487f918447413eb304db68f4f1a92a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Gage Froerer,GAGE FROERER,GAGE FROERER,exact,County Commission Seat A,county,2018,filing-in-compilation,8,13,39,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2018 Reports archive,raw/archives/2018_combined_7e3a53_1c487f91.pdf,text/archives__2018_combined_7e3a53_1c487f91.txt,2018_combined_7e3a53_1c487f91#p8,d22f1b5518986b626fe6a7f962548a895fa79cd1fddb802b06b618c4db5340f5,1557871,vision (rendered cover page),0,,2018
2018-12-01,Marcia Ruth Geilmann — Weber County campaign financial report 2018 (Weber County School Board District 2),https://www.weberelections.gov/_files/ugd/7e3a53_1c487f918447413eb304db68f4f1a92a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Marcia Ruth Geilmann,MARCIA GEILMANN,,none,Weber County School Board District 2,school_board,2018,filing-in-compilation,14,19,39,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2018 Reports archive,raw/archives/2018_combined_7e3a53_1c487f91.pdf,text/archives__2018_combined_7e3a53_1c487f91.txt,2018_combined_7e3a53_1c487f91#p14,d22f1b5518986b626fe6a7f962548a895fa79cd1fddb802b06b618c4db5340f5,1557871,vision (rendered cover page),0,,2018
2019-01-04,Ricky D. Hatch — Weber County campaign financial report 2018 (Clerk/Auditor),https://www.weberelections.gov/_files/ugd/7e3a53_1c487f918447413eb304db68f4f1a92a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Ricky D. Hatch,RICKY HATCH,RICKY HATCH,exact,Clerk/Auditor,county,2018,filing-in-compilation,20,23,39,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2018 Reports archive,raw/archives/2018_combined_7e3a53_1c487f91.pdf,text/archives__2018_combined_7e3a53_1c487f91.txt,2018_combined_7e3a53_1c487f91#p20,d22f1b5518986b626fe6a7f962548a895fa79cd1fddb802b06b618c4db5340f5,1557871,vision (rendered cover page),0,,2018
2018-12-30,Scott K Jenkins — Weber County campaign financial report 2018 (County Commissioner Seat B),https://www.weberelections.gov/_files/ugd/7e3a53_1c487f918447413eb304db68f4f1a92a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Scott K Jenkins,SCOTT JENKINS,SCOTT K JENKINS,exact,County Commissioner Seat B,county,2018,filing-in-compilation,24,26,39,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2018 Reports archive,raw/archives/2018_combined_7e3a53_1c487f91.pdf,text/archives__2018_combined_7e3a53_1c487f91.txt,2018_combined_7e3a53_1c487f91#p24,d22f1b5518986b626fe6a7f962548a895fa79cd1fddb802b06b618c4db5340f5,1557871,vision (rendered cover page),0,,2018
2018-12-31,Dean LeRoy Oborn — Weber County campaign financial report 2018 (Weber County School Board),https://www.weberelections.gov/_files/ugd/7e3a53_1c487f918447413eb304db68f4f1a92a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Dean LeRoy Oborn,DEAN OBORN,,none,Weber County School Board,school_board,2018,filing-in-compilation,27,29,39,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2018 Reports archive,raw/archives/2018_combined_7e3a53_1c487f91.pdf,text/archives__2018_combined_7e3a53_1c487f91.txt,2018_combined_7e3a53_1c487f91#p27,d22f1b5518986b626fe6a7f962548a895fa79cd1fddb802b06b618c4db5340f5,1557871,vision (rendered cover page),0,,2018
2018-12-05,Stacy Palen — Weber County campaign financial report 2018 (Weber County School Board 4),https://www.weberelections.gov/_files/ugd/7e3a53_1c487f918447413eb304db68f4f1a92a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Stacy Palen,STACY PALEN,STACY PALEN,person-only,Weber County School Board 4,school_board,2018,filing-in-compilation,30,32,39,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2018 Reports archive,raw/archives/2018_combined_7e3a53_1c487f91.pdf,text/archives__2018_combined_7e3a53_1c487f91.txt,2018_combined_7e3a53_1c487f91#p30,d22f1b5518986b626fe6a7f962548a895fa79cd1fddb802b06b618c4db5340f5,1557871,vision (rendered cover page),0,,2018
2018-12-13,David L. Smith — Weber County campaign financial report 2018 (Ogden School Board #2),https://www.weberelections.gov/_files/ugd/7e3a53_1c487f918447413eb304db68f4f1a92a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),David L. Smith,DAVID SMITH,DAVID E. SMITH,person-only,Ogden School Board #2,school_board,2018,filing-in-compilation,33,35,39,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2018 Reports archive,raw/archives/2018_combined_7e3a53_1c487f91.pdf,text/archives__2018_combined_7e3a53_1c487f91.txt,2018_combined_7e3a53_1c487f91#p33,d22f1b5518986b626fe6a7f962548a895fa79cd1fddb802b06b618c4db5340f5,1557871,vision (rendered cover page),0,,2018
2018-12-31,Paul J. Widdison — Weber County campaign financial report 2018 (Weber School Board Precinct 4),https://www.weberelections.gov/_files/ugd/7e3a53_1c487f918447413eb304db68f4f1a92a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Paul J. Widdison,PAUL WIDDISON,,none,Weber School Board Precinct 4,school_board,2018,filing-in-compilation,36,37,39,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2018 Reports archive,raw/archives/2018_combined_7e3a53_1c487f91.pdf,text/archives__2018_combined_7e3a53_1c487f91.txt,2018_combined_7e3a53_1c487f91#p36,d22f1b5518986b626fe6a7f962548a895fa79cd1fddb802b06b618c4db5340f5,1557871,vision (rendered cover page),0,,2018
2018-12-27,Sunni Brown Wilkinson — Weber County campaign financial report 2018 (School Board Member),https://www.weberelections.gov/_files/ugd/7e3a53_1c487f918447413eb304db68f4f1a92a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Sunni Brown Wilkinson,SUNNI WILKINSON,,none,School Board Member,school_board,2018,filing-in-compilation,38,38,39,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2018 Reports archive,raw/archives/2018_combined_7e3a53_1c487f91.pdf,text/archives__2018_combined_7e3a53_1c487f91.txt,2018_combined_7e3a53_1c487f91#p38,d22f1b5518986b626fe6a7f962548a895fa79cd1fddb802b06b618c4db5340f5,1557871,vision (rendered cover page),0,,2018
2018-12-06,Joyce J. Wilson — Weber County campaign financial report 2018 (Ogden City School Board),https://www.weberelections.gov/_files/ugd/7e3a53_1c487f918447413eb304db68f4f1a92a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Joyce J. Wilson,JOYCE WILSON,,none,Ogden City School Board,school_board,2018,filing-in-compilation,39,39,39,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2018 Reports archive,raw/archives/2018_combined_7e3a53_1c487f91.pdf,text/archives__2018_combined_7e3a53_1c487f91.txt,2018_combined_7e3a53_1c487f91#p39,d22f1b5518986b626fe6a7f962548a895fa79cd1fddb802b06b618c4db5340f5,1557871,vision (rendered cover page),0,,2018
2020-12-30,Sue Ann K. Burton — Weber County campaign financial report 2020 (Ogden School Board District 5),https://www.weberelections.gov/_files/ugd/7e3a53_f03540b92ec948aa8db5a1c50185a2eb.pdf,2026-08-01,mixed,pdftotext -layout + tesseract --psm 6 on blank pages,Sue Ann K. Burton,SUE BURTON,,none,Ogden School Board District 5,school_board,2020,filing-in-compilation,1,2,37,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2020 Reports archive,raw/archives/2020_combined_7e3a53_f03540b9.pdf,text/archives__2020_combined_7e3a53_f03540b9.txt,2020_combined_7e3a53_f03540b9#p1,efb6fe893a6665c495c3ebc6a6238030d9cb298dfdf5b02ca293a3456c155d28,20252692,vision (rendered cover page),0,,2020
2020-12-30,Don Eric Belnap — Weber County campaign financial report 2020 (Ogden City School Board District #1),https://www.weberelections.gov/_files/ugd/7e3a53_f03540b92ec948aa8db5a1c50185a2eb.pdf,2026-08-01,mixed,pdftotext -layout + tesseract --psm 6 on blank pages,Don Eric Belnap,DON BELNAP,,none,Ogden City School Board District #1,school_board,2020,filing-in-compilation,3,5,37,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2020 Reports archive,raw/archives/2020_combined_7e3a53_f03540b9.pdf,text/archives__2020_combined_7e3a53_f03540b9.txt,2020_combined_7e3a53_f03540b9#p3,efb6fe893a6665c495c3ebc6a6238030d9cb298dfdf5b02ca293a3456c155d28,20252692,vision (rendered cover page),0,,2020
2021-01-04,Douglas Rickey Hurst — Weber County campaign financial report 2020 (Weber School District Precinct 5),https://www.weberelections.gov/_files/ugd/7e3a53_f03540b92ec948aa8db5a1c50185a2eb.pdf,2026-08-01,mixed,pdftotext -layout + tesseract --psm 6 on blank pages,Douglas Rickey Hurst,DOUGLAS HURST,,none,Weber School District Precinct 5,school_board,2020,filing-in-compilation,6,10,37,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2020 Reports archive,raw/archives/2020_combined_7e3a53_f03540b9.pdf,text/archives__2020_combined_7e3a53_f03540b9.txt,2020_combined_7e3a53_f03540b9#p6,efb6fe893a6665c495c3ebc6a6238030d9cb298dfdf5b02ca293a3456c155d28,20252692,vision (rendered cover page),0,,2020
2020-12-19,Jennifer Zundel — Weber County campaign financial report 2020 (School Board Member),https://www.weberelections.gov/_files/ugd/7e3a53_f03540b92ec948aa8db5a1c50185a2eb.pdf,2026-08-01,mixed,pdftotext -layout + tesseract --psm 6 on blank pages,Jennifer Zundel,JENNIFER ZUNDEL,,none,School Board Member,school_board,2020,filing-in-compilation,11,13,37,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2020 Reports archive,raw/archives/2020_combined_7e3a53_f03540b9.pdf,text/archives__2020_combined_7e3a53_f03540b9.txt,2020_combined_7e3a53_f03540b9#p11,efb6fe893a6665c495c3ebc6a6238030d9cb298dfdf5b02ca293a3456c155d28,20252692,vision (rendered cover page),0,,2020
2021-01-05,James Harrison Harvey — Weber County campaign financial report 2020 (Commission Seat C),https://www.weberelections.gov/_files/ugd/7e3a53_f03540b92ec948aa8db5a1c50185a2eb.pdf,2026-08-01,mixed,pdftotext -layout + tesseract --psm 6 on blank pages,James Harrison Harvey,JAMES HARVEY,,none,Commission Seat C,county,2020,filing-in-compilation,14,17,37,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2020 Reports archive,raw/archives/2020_combined_7e3a53_f03540b9.pdf,text/archives__2020_combined_7e3a53_f03540b9.txt,2020_combined_7e3a53_f03540b9#p14,efb6fe893a6665c495c3ebc6a6238030d9cb298dfdf5b02ca293a3456c155d28,20252692,vision (rendered cover page),0,,2020
2020-12-10,John B. Bond — Weber County campaign financial report 2020 (Weber County Treasurer),https://www.weberelections.gov/_files/ugd/7e3a53_f03540b92ec948aa8db5a1c50185a2eb.pdf,2026-08-01,mixed,pdftotext -layout + tesseract --psm 6 on blank pages,John B. Bond,JOHN BOND,REP JOHN B. BOND,exact,Weber County Treasurer,county,2020,filing-in-compilation,18,18,37,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2020 Reports archive,raw/archives/2020_combined_7e3a53_f03540b9.pdf,text/archives__2020_combined_7e3a53_f03540b9.txt,2020_combined_7e3a53_f03540b9#p18,efb6fe893a6665c495c3ebc6a6238030d9cb298dfdf5b02ca293a3456c155d28,20252692,vision (rendered cover page),0,,2020
2020-12-10,John E. Ulibarri — Weber County campaign financial report 2020 (Assessor),https://www.weberelections.gov/_files/ugd/7e3a53_f03540b92ec948aa8db5a1c50185a2eb.pdf,2026-08-01,mixed,pdftotext -layout + tesseract --psm 6 on blank pages,John E. Ulibarri,JOHN ULIBARRI,REP JOHN E. ULIBARRI,exact,Assessor,county,2020,filing-in-compilation,19,21,37,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2020 Reports archive,raw/archives/2020_combined_7e3a53_f03540b9.pdf,text/archives__2020_combined_7e3a53_f03540b9.txt,2020_combined_7e3a53_f03540b9#p19,efb6fe893a6665c495c3ebc6a6238030d9cb298dfdf5b02ca293a3456c155d28,20252692,vision (rendered cover page),0,,2020
2021-01-05,Jon Steven Ritchie — Weber County campaign financial report 2020 (Weber School District - Board of Education #7),https://www.weberelections.gov/_files/ugd/7e3a53_f03540b92ec948aa8db5a1c50185a2eb.pdf,2026-08-01,mixed,pdftotext -layout + tesseract --psm 6 on blank pages,Jon Steven Ritchie,JON RITCHIE,,none,Weber School District - Board of Education #7,school_board,2020,filing-in-compilation,22,24,37,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2020 Reports archive,raw/archives/2020_combined_7e3a53_f03540b9.pdf,text/archives__2020_combined_7e3a53_f03540b9.txt,2020_combined_7e3a53_f03540b9#p22,efb6fe893a6665c495c3ebc6a6238030d9cb298dfdf5b02ca293a3456c155d28,20252692,vision (rendered cover page),0,,2020
2020-12-18,Leann H. Kilts — Weber County campaign financial report 2020 (Weber County Recorder/Surveyor),https://www.weberelections.gov/_files/ugd/7e3a53_f03540b92ec948aa8db5a1c50185a2eb.pdf,2026-08-01,mixed,pdftotext -layout + tesseract --psm 6 on blank pages,Leann H. Kilts,LEANN KILTS,REP LEANN KILTS,exact,Weber County Recorder/Surveyor,county,2020,filing-in-compilation,25,28,37,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2020 Reports archive,raw/archives/2020_combined_7e3a53_f03540b9.pdf,text/archives__2020_combined_7e3a53_f03540b9.txt,2020_combined_7e3a53_f03540b9#p25,efb6fe893a6665c495c3ebc6a6238030d9cb298dfdf5b02ca293a3456c155d28,20252692,vision (rendered cover page),0,,2020
2020-12-30,Nancy Blair — Weber County campaign financial report 2020 (School Board),https://www.weberelections.gov/_files/ugd/7e3a53_f03540b92ec948aa8db5a1c50185a2eb.pdf,2026-08-01,mixed,pdftotext -layout + tesseract --psm 6 on blank pages,Nancy Blair,NANCY BLAIR,,none,School Board,school_board,2020,filing-in-compilation,29,36,37,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2020 Reports archive,raw/archives/2020_combined_7e3a53_f03540b9.pdf,text/archives__2020_combined_7e3a53_f03540b9.txt,2020_combined_7e3a53_f03540b9#p29,efb6fe893a6665c495c3ebc6a6238030d9cb298dfdf5b02ca293a3456c155d28,20252692,vision (rendered cover page),0,,2020
2021-01-07,Susan L. Richards — Weber County campaign financial report 2020 (Board Member),https://www.weberelections.gov/_files/ugd/7e3a53_f03540b92ec948aa8db5a1c50185a2eb.pdf,2026-08-01,mixed,pdftotext -layout + tesseract --psm 6 on blank pages,Susan L. Richards,SUSAN RICHARDS,,none,Board Member,unclear,2020,filing-in-compilation,37,37,37,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2020 Reports archive,raw/archives/2020_combined_7e3a53_f03540b9.pdf,text/archives__2020_combined_7e3a53_f03540b9.txt,2020_combined_7e3a53_f03540b9#p37,efb6fe893a6665c495c3ebc6a6238030d9cb298dfdf5b02ca293a3456c155d28,20252692,vision (rendered cover page),1,,2020
2022-10-15,Douglas B. Barker — Weber County campaign financial report 2022 (Ogden School Board Dist. 2),https://www.weberelections.gov/_files/ugd/7e3a53_78d55edd53d64a7eac635a6b34a0b98a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Douglas B. Barker,DOUGLAS BARKER,,none,Ogden School Board Dist. 2,school_board,2022,filing-in-compilation,1,2,52,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2022 Reports archive,raw/archives/2022_combined_7e3a53_78d55edd.pdf,text/archives__2022_combined_7e3a53_78d55edd.txt,2022_combined_7e3a53_78d55edd#p1,18b09b39c5a1b3b19a11e0cb1f5ffa10eeedefd564151b9cd9c0812ab7b253bf,6204461,vision (rendered cover page),0,,2022
2022-10-25,Bruce D. Jardine — Weber County campaign financial report 2022 (Weber County School Board member),https://www.weberelections.gov/_files/ugd/7e3a53_78d55edd53d64a7eac635a6b34a0b98a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Bruce D. Jardine,BRUCE JARDINE,,none,Weber County School Board member,school_board,2022,filing-in-compilation,3,3,52,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2022 Reports archive,raw/archives/2022_combined_7e3a53_78d55edd.pdf,text/archives__2022_combined_7e3a53_78d55edd.txt,2022_combined_7e3a53_78d55edd#p3,18b09b39c5a1b3b19a11e0cb1f5ffa10eeedefd564151b9cd9c0812ab7b253bf,6204461,vision (rendered cover page),0,,2022
2022-10-27,Ricky D. Hatch - Committee to Elect Ricky Hatch — Weber County campaign financial report 2022 (County Clerk/Auditor),https://www.weberelections.gov/_files/ugd/7e3a53_78d55edd53d64a7eac635a6b34a0b98a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Ricky D. Hatch - Committee to Elect Ricky Hatch,RICKY HATCH,RICKY HATCH (REP),exact,County Clerk/Auditor,county,2022,filing-in-compilation,4,6,52,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2022 Reports archive,raw/archives/2022_combined_7e3a53_78d55edd.pdf,text/archives__2022_combined_7e3a53_78d55edd.txt,2022_combined_7e3a53_78d55edd#p4,18b09b39c5a1b3b19a11e0cb1f5ffa10eeedefd564151b9cd9c0812ab7b253bf,6204461,vision (rendered cover page),0,,2022
2022-10-26,Chris Allred — Weber County campaign financial report 2022 (Weber County Attorney),https://www.weberelections.gov/_files/ugd/7e3a53_78d55edd53d64a7eac635a6b34a0b98a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Chris Allred,CHRIS ALLRED,CHRIS ALLRED (REP),exact,Weber County Attorney,county,2022,filing-in-compilation,7,7,52,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2022 Reports archive,raw/archives/2022_combined_7e3a53_78d55edd.pdf,text/archives__2022_combined_7e3a53_78d55edd.txt,2022_combined_7e3a53_78d55edd#p7,18b09b39c5a1b3b19a11e0cb1f5ffa10eeedefd564151b9cd9c0812ab7b253bf,6204461,vision (rendered cover page),0,,2022
2022-10-24,Ryan Arbon — Weber County campaign financial report 2022 (Sheriff),https://www.weberelections.gov/_files/ugd/7e3a53_78d55edd53d64a7eac635a6b34a0b98a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Ryan Arbon,RYAN ARBON,RYAN ARBON (REP),exact,Sheriff,county,2022,filing-in-compilation,8,10,52,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2022 Reports archive,raw/archives/2022_combined_7e3a53_78d55edd.pdf,text/archives__2022_combined_7e3a53_78d55edd.txt,2022_combined_7e3a53_78d55edd#p8,18b09b39c5a1b3b19a11e0cb1f5ffa10eeedefd564151b9cd9c0812ab7b253bf,6204461,vision (rendered cover page),0,,2022
2022-10-26,Janalee Burrell — Weber County campaign financial report 2022 (Weber School Board),https://www.weberelections.gov/_files/ugd/7e3a53_78d55edd53d64a7eac635a6b34a0b98a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Janalee Burrell,JANALEE BURRELL,,none,Weber School Board,school_board,2022,filing-in-compilation,11,13,52,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2022 Reports archive,raw/archives/2022_combined_7e3a53_78d55edd.pdf,text/archives__2022_combined_7e3a53_78d55edd.txt,2022_combined_7e3a53_78d55edd#p11,18b09b39c5a1b3b19a11e0cb1f5ffa10eeedefd564151b9cd9c0812ab7b253bf,6204461,vision (rendered cover page),0,,2022
2022-10-24,"Joyce Wilson — Weber County campaign financial report 2022 (Ogden Board of Ed., District 7)",https://www.weberelections.gov/_files/ugd/7e3a53_78d55edd53d64a7eac635a6b34a0b98a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Joyce Wilson,JOYCE WILSON,,none,"Ogden Board of Ed., District 7",school_board,2022,filing-in-compilation,14,16,52,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2022 Reports archive,raw/archives/2022_combined_7e3a53_78d55edd.pdf,text/archives__2022_combined_7e3a53_78d55edd.txt,2022_combined_7e3a53_78d55edd#p14,18b09b39c5a1b3b19a11e0cb1f5ffa10eeedefd564151b9cd9c0812ab7b253bf,6204461,vision (rendered cover page),0,,2022
2022-10-28,Janis Christensen — Weber County campaign financial report 2022 (Weber School Board District 6),https://www.weberelections.gov/_files/ugd/7e3a53_78d55edd53d64a7eac635a6b34a0b98a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Janis Christensen,JANIS CHRISTENSEN,,none,Weber School Board District 6,school_board,2022,filing-in-compilation,17,19,52,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2022 Reports archive,raw/archives/2022_combined_7e3a53_78d55edd.pdf,text/archives__2022_combined_7e3a53_78d55edd.txt,2022_combined_7e3a53_78d55edd#p17,18b09b39c5a1b3b19a11e0cb1f5ffa10eeedefd564151b9cd9c0812ab7b253bf,6204461,vision (rendered cover page),0,,2022
2022-10-31,"Stacy Joy Bernal — Weber County campaign financial report 2022 (Ogden School Board, District Two)",https://www.weberelections.gov/_files/ugd/7e3a53_78d55edd53d64a7eac635a6b34a0b98a.pdf,2026-08-01,scanned,tesseract --psm 6 (pdftoppm 300dpi gray),Stacy Joy Bernal,STACY BERNAL,,none,"Ogden School Board, District Two",school_board,2022,filing-in-compilation,20,29,52,weberelections.gov consolidated cycle archive,weberelections.gov consolidated 2022 Reports archive,raw/archives/2022_combined_7e3a53_78d55edd.pdf,text/archives__2022_combined_7e3a53_78d55edd.txt,2022_combined_7e3a53_78d55edd#p20,18b09b39c5a1b3b19a11e0cb1f5ffa10eeedefd564151b9cd9c0812ab7b253bf,6204461,vision (rendered cover page),0,,2022
