date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,content_length_bytes,size_mb,stored_locally,cancelled,doc_class,fetch_status,sha256,text_path,text_chars
2025-06-11,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06112025-361?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,309513,0.31,no,,,,,,
2025-06-11,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06112025-362?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,2349940,2.35,no,,,,,,
2025-07-09,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07092025-366?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,5425775,5.43,no,,,,,,
2025-07-09,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07092025-367?packet=true,2026-07-17,text,pdftotext -layout,,4902924,4.9,no,,,ok,45b303890695e3c34213a44927c4317db9a01552b8534ef3bd92914ae50e90bb,text/2025-07-09_Council_regular_07092025-367.txt,118365
2025-07-23,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07232025-371?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,317972,0.32,no,,,,,,
2025-07-23,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07232025-372?packet=true,2026-07-17,text,pdftotext -layout,,2131634,2.13,no,,,ok,d4477e7e1513136ad15344505f75df8fb54f85bf39f81bc7659e7df4d1729a9b,text/2025-07-23_Council_regular_07232025-372.txt,73243
2025-08-13,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08132025-375?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,5597159,5.6,no,,,,,,
2025-08-13,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08132025-376?packet=true,2026-07-17,text,pdftotext -layout,,29791058,29.79,no,,,ok,f6b36270c602aa1fe8323a3dabfe48bcb0c34d0502eb82bdd085aecb947fadc6,text/2025-08-13_Council_regular_08132025-376.txt,192656
2025-08-27,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08272025-379?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,38370229,38.37,no,,,,,,
2025-09-10,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09102025-382?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,547142,0.55,no,,,,,,
2025-09-24,**CANCELLED - City Council Regular Meeting,Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09242025-384?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,131907,0.13,no,yes,,,,,
2025-10-15,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10152025-388?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,7000852,7.0,no,,,,,,
2025-10-15,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10152025-389?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,3151783,3.15,no,,,,,,
2025-10-29,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10292025-390?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,40751802,40.75,no,,,,,,
2025-10-29,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10292025-391?packet=true,2026-07-17,text,pdftotext -layout,,43563929,43.56,no,,,ok,5c7b2eaddd2f4d1008fc4cfc6ae5afd42374f52e63d42cca300480bba62f1cee,text/2025-10-29_Council_regular_10292025-391.txt,322476
2025-11-12,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_11122025-395?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,218061,0.22,no,,,,,,
2025-11-12,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_11122025-396?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,10630783,10.63,no,,,,,,
2025-11-18,Board of Canvassers Meeting (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_11182025-397?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,179196,0.18,no,,,,,,
2025-12-10,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_12102025-403?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,160664,0.16,no,,,,,,
2025-12-10,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_12102025-404?packet=true,2026-07-17,text,pdftotext -layout,,320103,0.32,no,,,ok,69b49e05cc33653ea4fdf178fadf4f88f6f21606e35e779c0f9f4cfd69342edd,text/2025-12-10_Council_regular_12102025-404.txt,3257
2026-01-14,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01142026-408?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,10991145,10.99,no,,,,,,
2026-01-14,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01142026-409?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,52393698,52.39,no,,,,,,
2026-01-28,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01282026-410?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,20819524,20.82,no,,,,,,
2026-01-28,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01282026-411?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,2361981,2.36,no,,,,,,
2026-02-11,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02112026-414?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,12193263,12.19,no,,,,,,
2026-02-11,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02112026-415?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,6516739,6.52,no,,,,,,
2026-02-25,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02252026-418?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,7791698,7.79,no,,,,,,
2026-02-25,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02252026-419?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,27908481,27.91,no,,,,,,
2026-03-11,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03112026-421?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,44841590,44.84,no,,,,,,
2026-03-11,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03112026-422?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,9714112,9.71,no,,,,,,
2026-03-25,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03252026-424?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,6398913,6.4,no,,,,,,
2026-03-25,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03252026-425?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,16881808,16.88,no,,,,,,
2026-04-15,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04152026-429?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,502294,0.5,no,,,,,,
2026-04-15,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04152026-430?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,528181,0.53,no,,,,,,
2026-04-29,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04292026-431?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,14823403,14.82,no,,,,,,
2026-04-29,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04292026-432?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,15880768,15.88,no,,,,,,
2026-05-13,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05132026-435?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,7167368,7.17,no,,,,,,
2026-05-13,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05132026-436?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,7964796,7.96,no,,,,,,
2026-05-27,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05272026-441?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,7562210,7.56,no,,,,,,
2026-05-27,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05272026-442?packet=true,2026-07-17,text,pdftotext -layout,,27538233,27.54,no,,,ok,3159682eba7b55e77beae21ba8cc3b52e2bb6a45ab763d20c4762b3aceeb8853,text/2026-05-27_Council_regular_05272026-442.txt,176665
2026-06-10,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06102026-445?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,337447,0.34,no,,,,,,
2026-06-10,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06102026-446?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,4003030,4.0,no,,,,,,
2026-06-17,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06172026-449?packet=true,2026-07-17,text,pdftotext -layout,,3475286,3.48,no,,,ok,75cde92bfe883c6cb37e27456f6d536c8a395e1a0618811e0fcc179fbdf6b20c,text/2026-06-17_Council_regular_06172026-449.txt,157450
2026-07-08,City Council Work Meeting Material (PDF),Council,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07082026-452?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,786502,0.79,no,,,,,,
2026-07-08,City Council Regular Meeting Material (PDF),Council,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07082026-453?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,4734950,4.73,no,,,,,,
2022-01-20,Planning Commission Regular Meeting Materials,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01202022-86?packet=true,2026-07-17,text,pdftotext -layout,,4147098,4.15,no,,,ok,0d1e568af7748f8ae5936a28d4e36f4296b13486801fb71688c3852034d0da88,text/2022-01-20_PC_regular_01202022-86.txt,49897
2022-02-03,Planning Commission Regular Meeting Materials,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02032022-87?packet=true,2026-07-17,text,pdftotext -layout,,2738389,2.74,no,,,ok,0adb3e9c9dcbcfdf53a2805c88158dd18d953558563ddf76675ff6f7c7465a57,text/2022-02-03_PC_regular_02032022-87.txt,31571
2022-02-17,Planning Commission Regular Meeting Materials,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02172022-88?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,2741618,2.74,no,,,,,,
2022-03-03,Planning Commission Regular Meeting Materials,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03032022-89?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,34976663,34.98,no,,,,,,
2022-03-17,Planning Commission Regular Meeting Materials,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03172022-90?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,58166238,58.17,no,,,,,,
2022-04-07,Planning Commission Regular Meeting Materials,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04072022-91?packet=true,2026-07-17,text,pdftotext -layout,,530762,0.53,no,,,ok,4fffab630ed975be40df091124003abb066f941762b6a51b258d4e01bd08ea73,text/2022-04-07_PC_regular_04072022-91.txt,39837
2022-04-21,Planning Commission Regular Meeting Materials,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04212022-92?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,13858754,13.86,no,,,,,,
2022-05-05,Planning Commission Regular Meeting Materials,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05052022-93?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,108192068,108.19,no,,,,,,
2022-05-19,Planning Commission Regular Meeting Agenda (PDF),PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05192022-94?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,49764,0.05,no,,,,,,
2022-06-16,Planning Commission Regular Meeting Materials,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06162022-95?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,150761576,150.76,no,,,,,,
2022-07-21,Planning Commission Regular Meeting Materials,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07212022-96?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,29671189,29.67,no,,,,,,
2022-08-18,Planning Commission Regular Meeting Materials,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08182022-11?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,37491681,37.49,no,,,,,,
2022-09-01,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09012022-20?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,201435,0.2,no,,,,,,
2022-09-15,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09152022-21?packet=true,2026-07-17,text,pdftotext -layout,,23863087,23.86,no,,,ok,4cedb1b919baa402372f28b06f2492df7ed5d7e4328d040c5acc4a1ce53c1a65,text/2022-09-15_PC_regular_09152022-21.txt,230423
2022-10-20,Planning Commission Meeting Agenda,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10202022-36?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,10662102,10.66,no,,,,,,
2022-11-03,Cancelled - Planning Commission Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_11032022-40?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,41747,0.04,no,yes,,,,,
2022-11-17,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_11172022-47?packet=true,2026-07-17,text,pdftotext -layout,,16267084,16.27,no,,,ok,d777458d7d9bd8ec0e61438fcc353dd7c755c011ce618ef070a9e52b4626d1ab,text/2022-11-17_PC_regular_11172022-47.txt,289884
2022-12-01,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_12012022-49?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,20281270,20.28,no,,,,,,
2023-01-19,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01192023-128?packet=true,2026-07-17,text,pdftotext -layout,,19357848,19.36,no,,,ok,c9c0ba42813e4bb10b072d814a5d2075af3fe8f39ab564ca92c1902348ae0e52,text/2023-01-19_PC_regular_01192023-128.txt,240915
2023-02-02,Canceled - Planning Commission Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02022023-129?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1742,0.0,no,yes,,,,,
2023-02-16,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02162023-131?packet=true,2026-07-17,text,pdftotext -layout,,16491642,16.49,no,,,ok,d46c6c56f1351cee212bb07ef8d3413c4d2c0c57f8b3d268dabe15d05a935ba6,text/2023-02-16_PC_regular_02162023-131.txt,175714
2023-03-02,Canceled - Planning Commission Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03022023-134?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,45805,0.05,no,yes,,,,,
2023-03-16,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03162023-137?packet=true,2026-07-17,text,pdftotext -layout,,2471037,2.47,no,,,ok,9a6d13343b4fd2319abac4cab7ca7963b4e26e9f8d312eaab81ea2eadf5c2d0a,text/2023-03-16_PC_regular_03162023-137.txt,47836
2023-03-16,Planning Commission Work Meeting,PC,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03162023-140?packet=true,2026-07-17,text,pdftotext -layout,,68205,0.07,no,,,ok,0bf50ee394ddd7f3b6843c0317f35bdaff8a366d2d5eac09c3adff580b311d05,text/2023-03-16_PC_work_03162023-140.txt,1072
2023-04-06,Canceled - Planning Commission Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04062023-142?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,45900,0.05,no,yes,,,,,
2023-04-20,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_04202023-146?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,59453645,59.45,no,,,,,,
2023-05-04,Canceled - Planning Commission Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05042023-155?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,45853,0.05,no,yes,,,,,
2023-05-18,Canceled - Planning Commission Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_05182023-156?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,45915,0.05,no,yes,,,,,
2023-06-01,Planning Commission Work Meeting,PC,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06012023-160?packet=true,2026-07-17,text,pdftotext -layout,,78687,0.08,no,,,ok,6a33dbf82a5b6de5a4db203f351d928c7cc081f36b2c05589ce51db4a4ba85dc,text/2023-06-01_PC_work_06012023-160.txt,2192
2023-06-01,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06012023-161?packet=true,2026-07-17,text,pdftotext -layout,,5838652,5.84,no,,,ok,ba9ad5108b7ac6f328ca6f35690c5fd1480b5c40a1f19e0b96a0de6bbf0e5f0b,text/2023-06-01_PC_regular_06012023-161.txt,52450
2023-06-15,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_06152023-165?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,42019120,42.02,no,,,,,,
2023-07-13,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07132023-170?packet=true,2026-07-17,text,pdftotext -layout,,9620867,9.62,no,,,ok,8c7f3a9ae99e7b0f0f869c0557e98e4ed09c71fd8a2efb3066bbe4f2bc347897,text/2023-07-13_PC_regular_07132023-170.txt,110495
2023-07-20,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_07202023-172?packet=true,2026-07-17,text,pdftotext -layout,,1474664,1.47,no,,,ok,10a6390ddee2c825c00244b70c23ec2cfd6ad3f3ed1ece6cca0b89b6c29d9cbc,text/2023-07-20_PC_regular_07202023-172.txt,34079
2023-08-03,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08032023-175?packet=true,2026-07-17,text,pdftotext -layout,,1690038,1.69,no,,,ok,7fbc430c0ce4c66bde08bf8d756396c8d5ebc460561ea57ea197b7da7dcf8819,text/2023-08-03_PC_regular_08032023-175.txt,17658
2023-08-17,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08172023-178?packet=true,2026-07-17,text,pdftotext -layout,,1176216,1.18,no,,,ok,f5cdeba0710b0069d38a04d3ae780aa82afd454dfa3b652983f776f5edf55633,text/2023-08-17_PC_regular_08172023-178.txt,32077
2023-08-31,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08312023-181?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,45264090,45.26,no,,,,,,
2023-08-31,Planning Commission Work Meeting,PC,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_08312023-183?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,134055,0.13,no,,,,,,
2023-09-07,Canceled - Planning Commission Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09072023-182?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,46011,0.05,no,yes,,,,,
2023-09-21,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09212023-187?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,149654840,149.65,no,,,,,,
2023-09-21,Planning Commission Work Meeting,PC,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_09212023-188?packet=true,2026-07-17,text,pdftotext -layout,,72888,0.07,no,,,ok,86d5dc382e75ea7a1fa731ab0a66c267489ac975c534014fab5e640079a52b57,text/2023-09-21_PC_work_09212023-188.txt,1991
2023-10-05,Planning Commission Work Meeting,PC,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10052023-191?packet=true,2026-07-17,text,pdftotext -layout,,133262,0.13,no,,,ok,12552d02dab4e20d0b86335dd88e9f2ccdbb6dab98745a6d4498bb163b3ea032,text/2023-10-05_PC_work_10052023-191.txt,1995
2023-10-05,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10052023-192?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,52371450,52.37,no,,,,,,
2023-10-19,Canceled - Planning Commission Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_10192023-195?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,46072,0.05,no,yes,,,,,
2023-11-02,Planning Commission Work Meeting,PC,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_11022023-200?packet=true,2026-07-17,text,pdftotext -layout,,68946,0.07,no,,,ok,526cd20ff5d08489f4cbe10f9fb0310845f691ff00a16ecd159a862117abd181,text/2023-11-02_PC_work_11022023-200.txt,1388
2023-11-02,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_11022023-201?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,42270186,42.27,no,,,,,,
2023-11-16,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_11162023-206?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,30523076,30.52,no,,,,,,
2023-11-16,Planning Commission Work Meeting,PC,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_11162023-207?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,69814,0.07,no,,,,,,
2023-12-07,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_12072023-212?packet=true,2026-07-17,text,pdftotext -layout,,11471112,11.47,no,,,ok,427a0b7d92bc6e90641c7967c5bdbbb67adf8fbaca2f4c87908c459c7b8ef5f9,text/2023-12-07_PC_regular_12072023-212.txt,77560
2023-12-07,Planning Commission Work Meeting,PC,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_12072023-213?packet=true,2026-07-17,text,pdftotext -layout,,7165829,7.17,no,,,ok,e4a265c1e8b1765230c9bd4b58f87dfd8c8dc4bd694ff4ee0146d06e04da6ddc,text/2023-12-07_PC_work_12072023-213.txt,15547
2024-01-18,Planning Commission Work Meeting,PC,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01182024-221?packet=true,2026-07-17,text,pdftotext -layout,,72313,0.07,no,,,ok,5b570765cc57f49a53e2d119885873ff6d8a7727f26a24bb70c9b56b7c065cc2,text/2024-01-18_PC_work_01182024-221.txt,2031
2024-01-18,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_01182024-222?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,67238455,67.24,no,,,,,,
2024-02-01,Planning Commission Work Meeting,PC,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02012024-226?packet=true,2026-07-17,text,pdftotext -layout,,73152,0.07,no,,,ok,7a473ba15369fafa71b8ef2768b247bbe8c332a1fcd5fc94a4e4220465a9e6ca,text/2024-02-01_PC_work_02012024-226.txt,2182
2024-02-01,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02012024-227?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,76361403,76.36,no,,,,,,
2024-02-15,Planning Commission Work Meeting,PC,work,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02152024-232?packet=true,2026-07-17,text,pdftotext -layout,,69624,0.07,no,,,ok,c89f4a206d5ea4e0e1bd21c4235f818f683aa736b668ce369002cdc7ee623192,text/2024-02-15_PC_work_02152024-232.txt,1646
2024-02-15,Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_02152024-233?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,69378196,69.38,no,,,,,,
2024-03-07,Canceled - Planning Commission Regular Meeting,PC,regular,full_packet,https://sslc.gov/AgendaCenter/ViewFile/Agenda/_03072024-238?packet=true,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,45945,0.05,no,yes,,,,,
