date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,matched_election_candidate,join_confidence,amended
2025-01-01,Ian Hartley,Council,2025,summary,Primary,Ian Hartley — 2025 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20Primary%20Municipal%20Election%20Campaign%20Disclosures/Ian%20Hartley%20Final.pdf?t=202602090150590,2026-07-05,text,pdftotext -layout,raw/2025/2025_primary_Ian_Hartley_Final.pdf,Ian Hartley,exact,no
2025-01-01,Jeremy Rubell,Council,2025,interim,Primary,Jeremy Rubell — 2025 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20Primary%20Municipal%20Election%20Campaign%20Disclosures/Jeremy%20Rubell.pdf?t=202602090151000,2026-07-05,text,pdftotext -layout,raw/2025/2025_primary_Jeremy_Rubell.pdf,Jeremy Rubell,exact,no
2025-01-01,John J.K. Kenworthy,Council,2025,interim,Primary,John J.K. Kenworthy — 2025 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20Primary%20Municipal%20Election%20Campaign%20Disclosures/John%20J.K.%20Kenworthy.pdf?t=202602090151010,2026-07-05,scanned,"tesseract OCR (pdftoppm jpeg 200-300dpi, psm6)",raw/2025/2025_primary_John_J.K._Kenworthy.pdf,"John ""J.K."" Kenworthy",exact,no
2025-01-01,Molly Miller,Council,2025,interim,Primary,Molly Miller — 2025 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20Primary%20Municipal%20Election%20Campaign%20Disclosures/Molly%20Miller.pdf?t=202602090151030,2026-07-05,text,pdftotext -layout,raw/2025/2025_primary_Molly_Miller.pdf,Molly Miller,exact,no
2025-01-01,Molly Miller,Council,2025,summary,Primary,Molly Miller — 2025 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20Primary%20Municipal%20Election%20Campaign%20Disclosures/Molly%20Miller%20Final.pdf?t=202602090151020,2026-07-05,text,pdftotext -layout,raw/2025/2025_primary_Molly_Miller_Final.pdf,Molly Miller,exact,no
2025-01-01,Tana Toly,Council,2025,interim,Primary,Tana Toly — 2025 Park City Primary campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20Primary%20Municipal%20Election%20Campaign%20Disclosures/Tana%20Toly.pdf?t=202602090151050,2026-07-05,text,pdftotext -layout,raw/2025/2025_primary_Tana_Toly.pdf,Tana Toly,exact,no
2025-01-01,Tana Toly,Council,2025,interim,Primary,Tana Toly — 2025 Park City Primary campaign financial disclosure [amended],https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2025%20Primary%20Municipal%20Election%20Campaign%20Disclosures/Tana%20Toly%20Amended.pdf?t=202602090151040,2026-07-05,text,pdftotext -layout,raw/2025/2025_primary_Tana_Toly_Amended.pdf,Tana Toly,exact,yes
2026-01-01,Bill Ciraco,Council,2026,conflict_of_interest,Conflict of Interest,Bill Ciraco — 2026 Park City Conflict of Interest campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2026%20Conflict%20of%20Interest%20Disclosures%20for%20Mayor%20and%20City%20Councilmembers/Bill%20Ciraco.pdf?t=202602090149220,2026-07-05,text,pdftotext -layout,raw/2026/2026_coi_Bill_Ciraco.pdf,Bill Ciraco,coi-officeholder,no
2026-01-01,Diego Zegarra,Council,2026,conflict_of_interest,Conflict of Interest,Diego Zegarra — 2026 Park City Conflict of Interest campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2026%20Conflict%20of%20Interest%20Disclosures%20for%20Mayor%20and%20City%20Councilmembers/Diego%20Zegarra.pdf?t=202602090149510,2026-07-05,text,pdftotext -layout,raw/2026/2026_coi_Diego_Zegarra.pdf,Diego Zegarra,coi-officeholder,no
2026-01-01,Ed Parigian,Council,2026,conflict_of_interest,Conflict of Interest,Ed Parigian — 2026 Park City Conflict of Interest campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2026%20Conflict%20of%20Interest%20Disclosures%20for%20Mayor%20and%20City%20Councilmembers/Ed%20Parigian.pdf?t=202602090149460,2026-07-05,text,pdftotext -layout,raw/2026/2026_coi_Ed_Parigian.pdf,Ed Parigian,coi-officeholder,no
2026-01-01,Molly Miller,Council,2026,conflict_of_interest,Conflict of Interest,Molly Miller — 2026 Park City Conflict of Interest campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2026%20Conflict%20of%20Interest%20Disclosures%20for%20Mayor%20and%20City%20Councilmembers/Molly%20Miller.pdf?t=202602090149440,2026-07-05,text,pdftotext -layout,raw/2026/2026_coi_Molly_Miller.pdf,Molly Miller,coi-officeholder,no
2026-01-01,Ryan Dickey,Council,2026,conflict_of_interest,Conflict of Interest,Ryan Dickey — 2026 Park City Conflict of Interest campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2026%20Conflict%20of%20Interest%20Disclosures%20for%20Mayor%20and%20City%20Councilmembers/Ryan%20Dickey.pdf?t=202602090149380,2026-07-05,text,pdftotext -layout,raw/2026/2026_coi_Ryan_Dickey.pdf,Ryan Dickey,coi-officeholder,no
2026-01-01,Tana Toly,Council,2026,conflict_of_interest,Conflict of Interest,Tana Toly — 2026 Park City Conflict of Interest campaign financial disclosure,https://www.parkcity.gov/Documents/Government/Elections/Campaign%20Disclosures/2026%20Conflict%20of%20Interest%20Disclosures%20for%20Mayor%20and%20City%20Councilmembers/Tana%20Toly.pdf?t=202602090149480,2026-07-05,text,pdftotext -layout,raw/2026/2026_coi_Tana_Toly.pdf,Tana Toly,coi-officeholder,no
