candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review,geometry,verified,cell_confidence,transcriber_note
Jim Bradley,County Council,,2008,,,2007-10-05,University of Utah Credit Union,University of Utah Credit Union,Bank Fee,7.73,False,,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,17,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6(landscape,rot+90):x260,y908,w2000,h38@300dpi",1,date=high;amount=high;vendor=high,
Jim Bradley,County Council,,2008,,,2007-10-23,University of Utah Credit Union,University of Utah Credit Union,Bank Fee,32.27,False,,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,18,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6(landscape,rot+90):x260,y946,w2000,h38@300dpi",1,date=high;amount=high;vendor=high,
Jim Bradley,County Council,,2008,,,2007-10-23,Paypal,Paypal,Bank Fee,30.00,False,,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,19,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6(landscape,rot+90):x260,y984,w2000,h38@300dpi",1,date=high;amount=high;vendor=high,
Jim Bradley,County Council,,2008,,,2007-11-05,Paypal,Paypal,Bank Fee,30.00,False,,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,20,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6(landscape,rot+90):x260,y1022,w2000,h38@300dpi",1,date=high;amount=high;vendor=high,
Jim Bradley,County Council,,2008,,,2007-12-05,Paypal,Paypal,Bank Fee,30.00,False,,raw/clerk_legacy/08_jbradley_jan31.pdf,1d733db5,21,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6(landscape,rot+90):x260,y1060,w2000,h38@300dpi",1,date=high;amount=high;vendor=high,
Calvin J. Noyce,County Council,,2010,,,2011-01-25,X-Mission,X-Mission,Web hosting,35.00,True,,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,1,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x120,y520,w1480,h84@200dpi",1,date=high;vendor=high;amount=high,amount annotated '(in-kind)'
Calvin J. Noyce,County Council,,2010,,,2011-02-25,X-Mission,X-Mission,Web hosting,35.00,True,,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,2,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x120,y604,w1480,h84@200dpi",1,date=high;vendor=high;amount=high,amount annotated '(in-kind)'
Calvin J. Noyce,County Council,,2010,,,2011-03-25,X-Mission,X-Mission,Web hosting,35.00,True,,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,3,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x120,y688,w1480,h84@200dpi",1,date=high;vendor=high;amount=high,amount annotated '(in-kind)'
Calvin J. Noyce,County Council,,2010,,,2011-04-25,X-Mission,X-Mission,Web hosting,35.00,True,,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,4,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x120,y772,w1480,h84@200dpi",1,date=high;vendor=high;amount=high,amount annotated '(in-kind)'
Calvin J. Noyce,County Council,,2010,,,2011-05-25,X-Mission,X-Mission,Web hosting,35.00,True,,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,5,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x120,y856,w1480,h84@200dpi",1,date=high;vendor=high;amount=high,amount annotated '(in-kind)'
Calvin J. Noyce,County Council,,2010,,,2011-06-25,X-Mission,X-Mission,Web hosting,35.00,True,,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,6,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x120,y940,w1480,h84@200dpi",1,date=high;vendor=high;amount=high,amount annotated '(in-kind)'
Calvin J. Noyce,County Council,,2010,,,2011-07-25,X-Mission,X-Mission,Web hosting,35.00,True,,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,7,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x120,y1024,w1480,h84@200dpi",1,date=high;vendor=high;amount=high,amount annotated '(in-kind)'
Calvin J. Noyce,County Council,,2010,,,2011-08-25,X-Mission,X-Mission,Web hosting,35.00,True,,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,8,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x120,y1108,w1480,h84@200dpi",1,date=high;vendor=high;amount=high,amount annotated '(in-kind)'
Calvin J. Noyce,County Council,,2010,,,2011-09-25,X-Mission,X-Mission,Web hosting,35.00,True,,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,9,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x120,y1192,w1480,h84@200dpi",1,date=high;vendor=high;amount=high,amount annotated '(in-kind)'
Calvin J. Noyce,County Council,,2010,,,2011-10-25,X-Mission,X-Mission,Web hosting,35.00,True,,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,10,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x120,y1276,w1480,h84@200dpi",1,date=high;vendor=high;amount=high,amount annotated '(in-kind)'
Calvin J. Noyce,County Council,,2010,,,2011-11-25,X-Mission,X-Mission,Web hosting,35.00,True,,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,11,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x120,y1360,w1480,h84@200dpi",1,date=high;vendor=high;amount=high,amount annotated '(in-kind)'
Calvin J. Noyce,County Council,,2010,,,2011-12-25,X-Mission,X-Mission,Web hosting,35.00,True,,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,12,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x120,y1444,w1480,h84@200dpi",1,date=high;vendor=high;amount=high,amount annotated '(in-kind)'
Calvin J. Noyce,County Council,,2010,,,2012-01-21,Kyle Hoyt,Kyle Hoyt,Campaign manager,41.17,False,,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,aa64824e,13,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x120,y1528,w1480,h84@200dpi",1,date=high;vendor=high;amount=high,
Mary Bishop,Recorder,,2014,,,2014-05-22,Office Max,Office Max,Office Supplies,67.29,False,,raw/clerk_legacy/Bishop_M_Recorder_June14.pdf,39998d1a,1,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6(landscape,rot-90):x230,y300,w2400,h58@300dpi",1,date=high;vendor=high;amount=high,"vendor city/state SLC, UT (street discarded per PRIVACY)"
Mary Bishop,Recorder,,2014,,,2014-04-25,Service Press,Service Press,Business Cards,128.22,False,,raw/clerk_legacy/Bishop_M_Recorder_June14.pdf,39998d1a,2,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6(landscape,rot-90):x230,y358,w2400,h58@300dpi",1,date=high;vendor=high;amount=high,"vendor city/state SLC, UT"
Mary Bishop,Recorder,,2014,,,2014-04-10,Service Press,Service Press,Posters & Labels,170.53,False,,raw/clerk_legacy/Bishop_M_Recorder_June14.pdf,39998d1a,3,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6(landscape,rot-90):x230,y416,w2400,h58@300dpi",1,date=high;vendor=high;amount=high,"vendor city/state SLC, UT"
Rob Latham,District Attorney,,2020,,,2006-04-04,CafePress.com,CafePress.com,Buttons,23.95,False,,raw/clerk_legacy/rlatham_june202006amend.pdf,6edc810e,1,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x200,y555,w1330,h85@200dpi",1,date=high;vendor=high;amount=high,
Rob Latham,District Attorney,,2020,,,2006-04-11,Lov Eastman,Lov Eastman,Graphic design,225.00,False,,raw/clerk_legacy/rlatham_june202006amend.pdf,6edc810e,2,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x200,y640,w1330,h85@200dpi",1,date=high;vendor=high;amount=high,
Rob Latham,District Attorney,,2020,,,2006-04-12,Cricket,Cricket,Wireless service,40.58,False,,raw/clerk_legacy/rlatham_june202006amend.pdf,6edc810e,3,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x200,y725,w1330,h85@200dpi",1,date=high;vendor=high;amount=high,
Rob Latham,District Attorney,,2020,,,2006-04-30,Cramer & Cramer In-kind,Cramer & Cramer In-kind,Office services,100.00,True,,raw/clerk_legacy/rlatham_june202006amend.pdf,6edc810e,4,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x200,y810,w1330,h85@200dpi",1,date=high;vendor=high;amount=high,'In-kind' written inside the recipient cell
Rob Latham,District Attorney,,2020,,,2006-05-13,CafePress.com,CafePress.com,Buttons,78.00,False,,raw/clerk_legacy/rlatham_june202006amend.pdf,6edc810e,5,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x200,y895,w1330,h85@200dpi",1,date=high;vendor=high;amount=high,
Rob Latham,District Attorney,,2020,,,2006-05-25,Cricket,Cricket,Wireless service,53.87,False,,raw/clerk_legacy/rlatham_june202006amend.pdf,6edc810e,6,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x200,y980,w1330,h85@200dpi",1,date=high;vendor=high;amount=high,
Rob Latham,District Attorney,,2020,,,2006-05-31,Cramer & Cramer (in-kind),Cramer & Cramer (in-kind),Office services,100.00,True,,raw/clerk_legacy/rlatham_june202006amend.pdf,6edc810e,7,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x200,y1065,w1330,h85@200dpi",1,date=high;vendor=high;amount=high,'In-kind' written inside the recipient cell
Rob Latham,District Attorney,,2020,,,2006-06-03,Kinko's,Kinko's,Printing,10.00,False,,raw/clerk_legacy/rlatham_june202006amend.pdf,6edc810e,8,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x200,y1150,w1330,h85@200dpi",1,date=high;vendor=high;amount=high,
Rob Latham,District Attorney,,2020,,,2006-06-08,Cricket,Cricket,Wireless service,53.87,False,,raw/clerk_legacy/rlatham_june202006amend.pdf,6edc810e,9,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x200,y1235,w1330,h85@200dpi",1,date=high;vendor=high;amount=high,
Rob Latham,District Attorney,,2020,,,2006-06-15,Diana Chamberlain,Diana Chamberlain,Voter calls,300.00,False,,raw/clerk_legacy/rlatham_june202006amend.pdf,6edc810e,10,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x200,y1320,w1330,h85@200dpi",1,date=high;vendor=high;amount=high,
Joe Hatch,County Council,,,,,2006-02-22,Wells Fargo,Wells Fargo,Bank charge,3.00,False,,raw/clerk_legacy/joehatch_april506amendment.pdf,b66d9548,1,medium,vision-fullpage-200dpi/claude-opus-5,0,"p5:x200,y580,w1330,h85@200dpi",1,date=high;vendor=high;amount=high,single-digit year '6' = 2006 (report dated 4/5/6)
Joe Hatch,County Council,,,,,2006-03-07,Joseph Hatch,Joseph Hatch,Repayment of outstanding balance of loan,500.00,False,,raw/clerk_legacy/joehatch_april506amendment.pdf,b66d9548,2,medium,vision-fullpage-200dpi/claude-opus-5,0,"p5:x200,y665,w1330,h85@200dpi",1,date=high;vendor=high;amount=high,single-digit year '6' = 2006 (report dated 4/5/6)
Joe Hatch,County Council,,,,,2006-03-09,Salt Lake County,Salt Lake County,Filing fee,153.23,False,,raw/clerk_legacy/joehatch_april506amendment.pdf,b66d9548,3,medium,vision-fullpage-200dpi/claude-opus-5,0,"p5:x200,y750,w1330,h85@200dpi",1,date=high;vendor=high;amount=high,single-digit year '6' = 2006 (report dated 4/5/6)
Joe Hatch,County Council,,,,,2006-03-15,Brad Wolverton,Brad Wolverton,Sign design,200.00,False,,raw/clerk_legacy/joehatch_april506amendment.pdf,b66d9548,4,medium,vision-fullpage-200dpi/claude-opus-5,0,"p5:x200,y835,w1330,h85@200dpi",1,date=high;vendor=high;amount=high,single-digit year '6' = 2006 (report dated 4/5/6)
Joe Hatch,County Council,,,,,2006-03-17,Justin Wales,Justin Wales,Food & invitations,216.71,False,,raw/clerk_legacy/joehatch_april506amendment.pdf,b66d9548,5,medium,vision-fullpage-200dpi/claude-opus-5,0,"p5:x200,y920,w1330,h85@200dpi",1,date=high;vendor=high;amount=high,single-digit year '6' = 2006 (report dated 4/5/6)
Joe Hatch,County Council,,,,,2006-03-21,Wells Fargo,Wells Fargo,Bank charge,4.75,False,,raw/clerk_legacy/joehatch_april506amendment.pdf,b66d9548,6,medium,vision-fullpage-200dpi/claude-opus-5,0,"p5:x200,y1005,w1330,h85@200dpi",1,date=high;vendor=high;amount=high,single-digit year '6' = 2006 (report dated 4/5/6)
Joe Hatch,County Council,,,,,2006-03-25,Joseph Hatch,Joseph Hatch,"Stamps, food, flowers",197.99,False,,raw/clerk_legacy/joehatch_april506amendment.pdf,b66d9548,7,medium,vision-fullpage-200dpi/claude-opus-5,0,"p5:x200,y1090,w1330,h85@200dpi",1,date=high;vendor=high;amount=high,single-digit year '6' = 2006 (report dated 4/5/6)
Michael Jensen,County Council,,2004,,,2004-10-27,Chamber West,Chamber West,Contribution,15.00,False,,raw/clerk_legacy/jensen_january312005.pdf,2145469a,1,medium,vision-fullpage-200dpi/claude-opus-5,1,"p6:x180,y320,w2200,h50@250dpi",1,date=high;vendor=high;amount=high,
Michael Jensen,County Council,,2004,,,2004-10-27,Magna Times,Magna Times,Advertising,689.85,False,,raw/clerk_legacy/jensen_january312005.pdf,2145469a,2,medium,vision-fullpage-200dpi/claude-opus-5,1,"p6:x180,y370,w2200,h50@250dpi",1,date=high;vendor=high;amount=high,
Michael Jensen,County Council,,2004,,,2004-10-28,Home Depot,Home Depot,Supplies,131.00,False,,raw/clerk_legacy/jensen_january312005.pdf,2145469a,3,medium,vision-fullpage-200dpi/claude-opus-5,1,"p6:x180,y420,w2200,h50@250dpi",1,date=high;vendor=high;amount=high,
Michael Jensen,County Council,,2004,,,2004-10-28,Steve Black,Steve Black,Overhead,150.00,False,,raw/clerk_legacy/jensen_january312005.pdf,2145469a,4,medium,vision-fullpage-200dpi/claude-opus-5,1,"p6:x180,y470,w2200,h50@250dpi",1,date=high;vendor=high;amount=high,
Michael Jensen,County Council,,2004,,,2004-10-28,Lora Burnett,Lora Burnett,Overhead,165.00,False,,raw/clerk_legacy/jensen_january312005.pdf,2145469a,5,medium,vision-fullpage-200dpi/claude-opus-5,1,"p6:x180,y520,w2200,h50@250dpi",1,date=high;vendor=high;amount=high,
Michael Jensen,County Council,,2004,,,2004-11-01,Westwood Gas Co.,Westwood Gas Co.,Gas,39.00,False,,raw/clerk_legacy/jensen_january312005.pdf,2145469a,6,medium,vision-fullpage-200dpi/claude-opus-5,1,"p6:x180,y570,w2200,h50@250dpi",1,date=high;vendor=high;amount=high,
Michael Jensen,County Council,,2004,,,2004-11-01,Walmart,Walmart,Supplies,10.92,False,,raw/clerk_legacy/jensen_january312005.pdf,2145469a,7,medium,vision-fullpage-200dpi/claude-opus-5,1,"p6:x180,y620,w2200,h50@250dpi",1,date=high;vendor=high;amount=high,
Michael Jensen,County Council,,2004,,,2004-11-05,Villas @ Hidden Creek,Villas @ Hidden Creek,Storage,75.00,False,,raw/clerk_legacy/jensen_january312005.pdf,2145469a,8,medium,vision-fullpage-200dpi/claude-opus-5,1,"p6:x180,y670,w2200,h50@250dpi",1,date=high;vendor=high;amount=high,
Michael Jensen,County Council,,2004,,,2004-11-08,Smiths,Smiths,Gas,30.00,False,,raw/clerk_legacy/jensen_january312005.pdf,2145469a,9,medium,vision-fullpage-200dpi/claude-opus-5,1,"p6:x180,y720,w2200,h50@250dpi",1,date=high;vendor=high;amount=high,
Michael Jensen,County Council,,2004,,,,Smiths,Smiths,Gas,35.00,False,,raw/clerk_legacy/jensen_january312005.pdf,2145469a,10,medium,vision-fullpage-200dpi/claude-opus-5,1,"p6:x180,y770,w2200,h50@250dpi",1,vendor=high;amount=high,"date printed '11/15/004' - a malformed year the filer typed; NOT silently repaired, date left BLANK with the verbatim here"
Michael Jensen,County Council,,2004,,,2004-11-16,Lincoln Benefit,Lincoln Benefit,Contribution,130.00,False,,raw/clerk_legacy/jensen_january312005.pdf,2145469a,11,medium,vision-fullpage-200dpi/claude-opus-5,1,"p6:x180,y820,w2200,h50@250dpi",1,date=high;vendor=high;amount=high,
Michael Jensen,County Council,,2004,,,2004-11-18,Magna Chamber of Commerce,Magna Chamber of Commerce,Contribution,130.00,False,,raw/clerk_legacy/jensen_january312005.pdf,2145469a,12,medium,vision-fullpage-200dpi/claude-opus-5,1,"p6:x180,y870,w2200,h50@250dpi",1,date=high;vendor=high;amount=high,
Michael Jensen,County Council,,2004,,,2004-12-14,Lincoln Benefit,Lincoln Benefit,Contribution,130.00,False,,raw/clerk_legacy/jensen_january312005.pdf,2145469a,13,medium,vision-fullpage-200dpi/claude-opus-5,1,"p6:x180,y920,w2200,h50@250dpi",1,date=high;vendor=high;amount=high,
Michael Jensen,County Council,,2004,,,2004-12-22,National Rifle Association,National Rifle Association,Contribution,400.00,False,,raw/clerk_legacy/jensen_january312005.pdf,2145469a,14,medium,vision-fullpage-200dpi/claude-opus-5,1,"p6:x180,y970,w2200,h50@250dpi",1,date=high;vendor=high;amount=high,
Michael Jensen,County Council,,2004,,,2005-01-14,Utah Republican Party,Utah Republican Party,Contribution,500.00,False,,raw/clerk_legacy/jensen_january312005.pdf,2145469a,15,medium,vision-fullpage-200dpi/claude-opus-5,1,"p6:x180,y1020,w2200,h50@250dpi",1,date=high;vendor=high;amount=high,
Michael Jensen,County Council,,2004,,,2005-01-31,Arvey Paper,Arvey Paper,Supplies,13.08,False,,raw/clerk_legacy/jensen_january312005.pdf,2145469a,16,medium,vision-fullpage-200dpi/claude-opus-5,1,"p6:x180,y1070,w2200,h50@250dpi",1,date=high;vendor=high;amount=high,
Janice Auger,County Council,,2006,,,2006-04-07,Perfect Register,Perfect Register,"Die cutting, convention flyer",175.00,True,,raw/clerk_legacy/20_june_auger_janice06.pdf,3d07b3af,1,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x180,y400,w2820,h42@250dpi",1,date=high;vendor=high;amount=high,; marked '*' = IN KIND
Janice Auger,County Council,,2006,,,2006-04-13,Zions Bank,Zions Bank,Bank Charges,3.57,False,,raw/clerk_legacy/20_june_auger_janice06.pdf,3d07b3af,2,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x180,y442,w2820,h42@250dpi",1,date=high;vendor=high;amount=high,
Janice Auger,County Council,,2006,,,2006-04-13,Republican Party of Utah,Republican Party of Utah,Booth,200.00,True,,raw/clerk_legacy/20_june_auger_janice06.pdf,3d07b3af,3,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x180,y484,w2820,h42@250dpi",1,date=high;vendor=high;amount=high,; marked '*' = IN KIND
Janice Auger,County Council,,2006,,,2006-04-14,Imagino's,Imagino's,Banners,596.96,False,,raw/clerk_legacy/20_june_auger_janice06.pdf,3d07b3af,4,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x180,y526,w2820,h42@250dpi",1,date=high;vendor=high;amount=high,
Janice Auger,County Council,,2006,,,2006-04-17,Imagino's,Imagino's,T-Shirts,4413.24,False,,raw/clerk_legacy/20_june_auger_janice06.pdf,3d07b3af,5,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x180,y568,w2820,h42@250dpi",1,date=high;vendor=high;amount=high,
Janice Auger,County Council,,2006,,,2006-04-22,Logos,Logos,Pens and Badges,1765.17,False,,raw/clerk_legacy/20_june_auger_janice06.pdf,3d07b3af,6,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x180,y610,w2820,h42@250dpi",1,date=high;vendor=high;amount=high,
Janice Auger,County Council,,2006,,,2006-04-24,Network Solutions,Network Solutions,"Website hosting, domain name",21.95,True,,raw/clerk_legacy/20_june_auger_janice06.pdf,3d07b3af,7,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x180,y652,w2820,h42@250dpi",1,date=high;vendor=high;amount=high,; marked '*' = IN KIND
Janice Auger,County Council,,2006,,,2006-04-26,Maximage Printers,Maximage Printers,Folded flyers,460.21,False,,raw/clerk_legacy/20_june_auger_janice06.pdf,3d07b3af,8,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x180,y694,w2820,h42@250dpi",1,date=high;vendor=high;amount=high,
Janice Auger,County Council,,2006,,,2006-04-27,Office Depot,Office Depot,Envelopes and printer paper,15.22,False,,raw/clerk_legacy/20_june_auger_janice06.pdf,3d07b3af,9,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x180,y736,w2820,h42@250dpi",1,date=high;vendor=high;amount=high,
Janice Auger,County Council,,2006,,,2006-05-11,Maximage Printers,Maximage Printers,Postcards (pledge cards),292.15,False,,raw/clerk_legacy/20_june_auger_janice06.pdf,3d07b3af,10,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x180,y778,w2820,h42@250dpi",1,date=high;vendor=high;amount=high,
Janice Auger,County Council,,2006,,,2006-05-22,Days of '47,Days of '47,Parade Fee,175.00,False,,raw/clerk_legacy/20_june_auger_janice06.pdf,3d07b3af,11,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x180,y820,w2820,h42@250dpi",1,date=high;vendor=high;amount=high,
Janice Auger,County Council,,2006,,,2006-05-23,N.A.C.,N.A.C.,Advertising,1000.00,False,,raw/clerk_legacy/20_june_auger_janice06.pdf,3d07b3af,12,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x180,y862,w2820,h42@250dpi",1,date=high;vendor=high;amount=high,
Janice Auger,County Council,,2006,,,,Maximage Printers,Maximage Printers,Envelopes,222.58,False,,raw/clerk_legacy/20_june_auger_janice06.pdf,3d07b3af,13,medium,vision-fullpage-200dpi/claude-opus-5,1,"p4:x180,y904,w2820,h42@250dpi",1,vendor=high;amount=high,date printed '05/53/06' - an IMPOSSIBLE day (53); left BLANK rather than repaired
Janice Auger,County Council,,2006,,,2006-05-18,Network Solutions,Network Solutions,Website Hosting,11.95,True,,raw/clerk_legacy/20_june_auger_janice06.pdf,3d07b3af,14,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x180,y946,w2820,h42@250dpi",1,date=high;vendor=high;amount=high,; marked '*' = IN KIND
Janice Auger,County Council,,2006,,,2006-06-04,Harmon's,Harmon's,Refreshments for campaign committee,63.73,False,,raw/clerk_legacy/20_june_auger_janice06.pdf,3d07b3af,15,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x180,y988,w2820,h42@250dpi",1,date=high;vendor=high;amount=high,
Janice Auger,County Council,,2006,,,2006-06-18,Network Solutions,Network Solutions,Website Hosting,11.95,True,,raw/clerk_legacy/20_june_auger_janice06.pdf,3d07b3af,16,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x180,y1030,w2820,h42@250dpi",1,date=high;vendor=high;amount=high,; marked '*' = IN KIND
Janice Auger,County Council,,2006,,,2006-06-16,PayPal,PayPal,Bank Charges,6.45,False,,raw/clerk_legacy/20_june_auger_janice06.pdf,3d07b3af,17,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x180,y1072,w2820,h42@250dpi",1,date=high;vendor=high;amount=high,
Janice Auger,County Council,,2006,,,2006-06-19,Specified by Rep. Party,Specified by Rep. Party,Vouchers for printing/signs,10000.00,True,,raw/clerk_legacy/20_june_auger_janice06.pdf,3d07b3af,18,medium,vision-fullpage-200dpi/claude-opus-5,0,"p4:x180,y1114,w2820,h42@250dpi",1,date=high;vendor=high;amount=high,; marked '*' = IN KIND
Jani Iwamoto,County Council,,2008,,,2008-03-18,Network Solutions,Network Solutions,Website,119.00,True,,raw/clerk_legacy/08_jiwamoto_april7.pdf,ee991932,1,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x220,y330,w1600,h52@300dpi",1,date=high;vendor=high;amount=high,'in kind' column prints 'Yes' on this row
Jani Iwamoto,County Council,,2008,,,2008-03-19,Paypal,Paypal,Banking Fee,0.59,False,,raw/clerk_legacy/08_jiwamoto_april7.pdf,ee991932,2,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x220,y382,w1600,h52@300dpi",1,date=high;vendor=high;amount=high,
Jani Iwamoto,County Council,,2008,,,2008-03-20,Kinkos,Kinkos,Copies,31.00,True,,raw/clerk_legacy/08_jiwamoto_april7.pdf,ee991932,3,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x220,y434,w1600,h52@300dpi",1,date=high;vendor=high;amount=high,'in kind' column prints 'Yes' on this row
Jani Iwamoto,County Council,,2008,,,2008-03-21,Paypal,Paypal,Banking Fee,0.59,False,,raw/clerk_legacy/08_jiwamoto_april7.pdf,ee991932,4,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x220,y486,w1600,h52@300dpi",1,date=high;vendor=high;amount=high,
Jani Iwamoto,County Council,,2008,,,2008-03-25,Paypal,Paypal,Banking Fee,1.75,False,,raw/clerk_legacy/08_jiwamoto_april7.pdf,ee991932,5,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x220,y538,w1600,h52@300dpi",1,date=high;vendor=high;amount=high,
Jani Iwamoto,County Council,,2008,,,2008-03-31,Paypal,Paypal,Banking Fee,1.75,False,,raw/clerk_legacy/08_jiwamoto_april7.pdf,ee991932,6,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x220,y590,w1600,h52@300dpi",1,date=high;vendor=high;amount=high,
Jani Iwamoto,County Council,,2008,,,2008-03-31,Paypal,Paypal,Banking Fee,58.30,False,,raw/clerk_legacy/08_jiwamoto_april7.pdf,ee991932,7,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x220,y642,w1600,h52@300dpi",1,date=high;vendor=high;amount=high,
Jani Iwamoto,County Council,,2008,,,2008-03-31,Paypal,Paypal,Banking Fee,58.30,False,,raw/clerk_legacy/08_jiwamoto_april7.pdf,ee991932,8,medium,vision-fullpage-200dpi/claude-opus-5,0,"p6:x220,y694,w1600,h52@300dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-06-08,Herriman City,Herriman City,Fort Herriman Days Booth,200.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,1,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y200,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-06-09,Taylorsville Arts Council,Taylorsville Arts Council,Taylorsville Dayzz Booth,150.00,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,2,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y242,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
Sim Gill,District Attorney,,2010,,,2010-06-10,Julianne Blanch,Julianne Blanch,Fundraiser,350.00,True,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,3,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y284,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,'In Kind' printed in the trailing column
Sim Gill,District Attorney,,2010,,,2010-06-17,Faustina,Faustina,Campaign Lunch,60.61,False,,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,cc04f0b6,4,medium,vision-fullpage-200dpi/claude-opus-5,0,"p10:x260,y326,w1900,h42@260dpi",1,date=high;vendor=high;amount=high,
